AbsLearnSignal,MaxReturn,MeanKLBefore,ExplainedVariance,Time,LossBefore,ProcessExecTime,Perplexity,dLoss,AverageDiscountedReturn,AverageReturn,AveragePolicyStd,PolicyExecTime,StdReturn,MeanKL,ItrTime,LossAfter,Iteration,NumTrajs,Entropy,MinReturn,EnvExecTime
0.693797444388,-320.563953945,0.0,2.65070188021e-11,3.966377019882202,4.76837e-11,0.09834623336791992,4982.22,0.0655131,-33.0410743429,-385.96027377,1.0,0.743248701095581,63.5753644516,0.0097588,3.966357946395874,-0.0655131,0,5,8.51363,-480.514630451,1.648496389389038
0.752425114354,-251.219251573,0.0,0.0764449510464,7.658125400543213,2.02179e-08,0.09547281265258789,4996.22,0.054163,-23.2034433923,-364.232984827,1.00047,0.7122399806976318,71.1954050959,0.00640976,3.678980588912964,-0.054163,1,5,8.51644,-446.212931862,1.654900312423706
0.752366441993,-325.713604062,0.0,0.10803090959,11.384408712387085,-2.17438e-08,0.10198760032653809,4980.11,0.0631441,-33.1226672169,-379.173481757,0.99993,0.7163820266723633,30.9968844942,0.00975824,3.722996473312378,-0.0631441,2,5,8.51321,-415.63133771,1.6508080959320068
0.716183018699,-55.0488839383,0.0,0.192495224346,15.28502106666565,-6.34193e-09,0.10901021957397461,4985.24,0.0522657,-31.9563611544,-296.799121154,1.0001,0.7471554279327393,124.16350442,0.00640539,3.7995309829711914,-0.0522657,3,5,8.51424,-404.090800927,1.6832339763641357
0.78185242892,-293.648887997,0.0,0.0890208750608,18.9669132232666,-1.4019e-08,0.1046137809753418,4987.94,0.0626541,-35.8197989112,-378.848438093,1.00019,0.7643923759460449,51.8239557733,0.0097672,3.678389549255371,-0.0626542,4,5,8.51478,-449.763173992,1.6893532276153564
0.764902741341,-321.739183055,0.0,-3.77527733292,22.63478970527649,9.34601e-09,0.10312938690185547,4977.4,0.0618303,-25.1307333107,-372.873125043,0.99984,0.753166675567627,40.6797545469,0.00979273,3.663668632507324,-0.0618302,5,5,8.51266,-445.182757003,1.6635875701904297
0.766565577448,-267.189881577,0.0,0.0468747997705,26.421638011932373,-1.0252e-08,0.10335564613342285,4975.4,0.0505366,-18.077423867,-398.137019517,0.999773,0.7629549503326416,97.3471582875,0.00646066,3.6774184703826904,-0.0505366,6,5,8.51226,-559.088394843,1.6688036918640137
0.781293612214,-260.278444382,0.0,-0.593015415389,30.112169981002808,-1.80244e-08,0.10215210914611816,4973.64,0.0671628,-33.7199135482,-372.74249468,0.999715,0.7861137390136719,66.9842031264,0.00990677,3.686431407928467,-0.0671628,7,5,8.51191,-448.027944194,1.693779706954956
0.723305530374,-322.351808472,0.0,0.252183536196,33.74628806114197,1.52588e-09,0.10441160202026367,4958.5,0.0629181,-33.9628141407,-386.5106763,0.999207,0.7919161319732666,36.165068712,0.00995143,3.630680561065674,-0.0629181,8,5,8.50886,-433.91922586,1.6929547786712646
0.712993836708,-326.320873789,0.0,0.265840792367,37.46281909942627,-2.04086e-08,0.10481739044189453,4942.58,0.0661994,-40.2166679524,-396.884095981,0.998673,0.7900257110595703,70.6555385762,0.0099577,3.609807252883911,-0.0661994,9,5,8.50564,-522.39051564,1.68316650390625
0.74928634358,-352.901116635,0.0,-0.134706251929,41.148232221603394,-6.29425e-09,0.10937762260437012,4920.88,0.0605194,-31.0659494694,-420.596187956,0.997943,0.8048272132873535,66.7020631204,0.00997264,3.6802003383636475,-0.0605194,10,5,8.50124,-547.081849875,1.6795654296875
0.755858855991,-240.301821238,0.0,-0.374482369823,44.74828910827637,4.19617e-09,0.09848856925964355,4931.3,0.0561785,-36.8737213971,-378.308823512,0.998296,0.7735731601715088,76.4093966602,0.00641245,3.5949323177337646,-0.0561785,11,5,8.50336,-464.636079323,1.6697468757629395
0.73413231278,-355.471185775,0.0,0.245329180127,48.41887593269348,5.91278e-09,0.10120606422424316,4925.84,0.0643002,-43.6640510509,-385.071547617,0.998112,0.7694873809814453,29.8143901752,0.00995257,3.5726752281188965,-0.0643002,12,5,8.50225,-437.493328179,1.6604270935058594
0.693879476328,-243.146105059,0.0,-0.21187892601,52.05313730239868,-1.08719e-08,0.09331965446472168,4924.11,0.0651251,-32.6870320933,-378.71509193,0.998053,0.8075230121612549,79.1934388856,0.00991911,3.6286962032318115,-0.0651251,13,5,8.5019,-485.641373215,1.6974897384643555
0.749593642451,-220.828427093,0.0,0.204485075848,55.66341257095337,1.14441e-08,0.10064339637756348,4911.04,0.0659444,-31.4581693504,-334.938616923,0.997611,0.7817270755767822,92.502315895,0.00988707,3.6061720848083496,-0.0659444,14,5,8.49924,-434.565435627,1.6702182292938232
0.740118786396,-288.51441933,0.0,-0.384230507464,59.3991813659668,-8.01086e-09,0.10037922859191895,4896.76,0.0642386,-25.0744954245,-345.505599111,0.997129,0.8211274147033691,54.7585891888,0.0098462,3.616550922393799,-0.0642387,15,5,8.49633,-445.923290443,1.6709108352661133
0.771749825361,-251.18073076,0.0,0.0379721989629,63.05906128883362,-4.3869e-09,0.09231877326965332,4862.59,0.0647825,-36.2820224716,-342.45124251,0.995962,0.8098886013031006,52.2840510882,0.00977816,3.6558873653411865,-0.0647825,16,5,8.48933,-405.30758172,1.6929445266723633
0.735004362566,-286.099403474,0.0,0.176811271648,66.65779638290405,2.09808e-08,0.10236454010009766,4872.87,0.0675835,-31.7245659654,-361.240353752,0.996316,0.7979087829589844,50.7654937567,0.00990683,3.5945088863372803,-0.0675834,17,5,8.49144,-443.231955799,1.6786279678344727
0.753153936063,-276.727500165,0.0,0.252509586019,70.35781764984131,-1.52588e-08,0.09623003005981445,4874.8,0.0667764,-11.6968600057,-354.009924117,0.996382,0.8157992362976074,39.9003601376,0.00988901,3.589717149734497,-0.0667764,18,5,8.49183,-385.29665747,1.6932554244995117
0.714895367034,-191.500281528,0.0,0.242247344538,73.96847105026245,-8.55923e-09,0.0978398323059082,4889.08,0.0671433,-13.285254326,-278.716962708,0.99687,0.8125643730163574,52.7520274989,0.00998784,3.6057209968566895,-0.0671433,19,5,8.49476,-329.864889777,1.6980009078979492
0.746087065359,-303.603916194,0.0,0.371543534023,77.63843011856079,-1.52588e-08,0.0995175838470459,4889.08,0.0538372,-32.5280022113,-353.85301365,0.99687,0.8374664783477783,27.5883558181,0.00644335,3.6660008430480957,-0.0538373,20,5,8.49476,-387.520512269,1.717540979385376
0.761538476953,-258.399119762,0.0,0.0815006391769,81.33200597763062,-5.24521e-08,0.09632015228271484,4893.5,0.0674611,-31.6994327553,-316.241378719,0.997021,0.8136582374572754,36.1588199255,0.00994904,3.5907487869262695,-0.0674612,21,5,8.49566,-361.617171388,1.6915764808654785
0.759866732959,-208.580245364,0.0,0.22825898322,84.83190584182739,1.06812e-08,0.08734774589538574,4902.04,0.065797,-32.0937460128,-322.030769846,0.997315,0.7675302028656006,89.3560460503,0.00995756,3.4952895641326904,-0.065797,22,5,8.49741,-479.932138953,1.6597800254821777
0.75287534448,-252.408199338,0.0,-1.38237009351,88.39942359924316,4.88758e-09,0.09115242958068848,4903.56,0.0533742,-26.0094247679,-340.31712745,0.997376,0.7935948371887207,70.8634792952,0.00644078,3.5622470378875732,-0.0533742,23,5,8.49772,-426.185787911,1.6958324909210205
0.730576905671,-315.173153839,0.0,0.361374719646,92.03628993034363,1.06812e-08,0.09592700004577637,4888.4,0.0658647,-35.0491809852,-354.54929146,0.996861,0.7991087436676025,35.1734850945,0.00983376,3.5200278759002686,-0.0658647,24,5,8.49462,-420.504516444,1.6763546466827393
0.745563922345,-257.384902327,0.0,0.291968519442,95.5899806022644,7.62939e-10,0.09150147438049316,4880.27,0.0641913,-22.8553854227,-337.147501897,0.996585,0.7951781749725342,51.3511119114,0.00982087,3.548905372619629,-0.0641913,25,5,8.49296,-409.569433124,1.6892766952514648
0.781859061108,-361.069497481,0.0,-1.97549211848,99.1781575679779,-4.21524e-08,0.09856700897216797,4865.25,0.0658268,-43.0151016534,-386.598084737,0.996073,0.8185913562774658,27.2431877892,0.00995102,3.584306240081787,-0.0658269,26,5,8.48987,-438.202712668,1.689150333404541
0.742085427853,-292.768914024,0.0,0.126323411381,102.89361906051636,2.78473e-08,0.09780669212341309,4891.72,0.0521315,-21.4256514661,-349.010684733,0.996974,0.8350858688354492,45.1709887302,0.00645586,3.593592882156372,-0.0521315,27,5,8.4953,-427.072718424,1.6856358051300049
