PolicyExecTime,AverageQ,AbsLearnSignalNew,ProcessExecTime,AbsLearnSignal,ItrTime,AveragePolicyStd,ExplainedVariance,Time,MinReturn,Perplexity,MeanKL,EnvExecTime,AverageY,MeanKLBefore,AverageReturn,AverageDiscountedReturn,Entropy,AverageQLoss,StdReturn,AverageAbsQ,AverageAbsY,AverageAbsQYDiff,AbsLearnSignalOld,Iteration,MaxReturn,LossBefore,NumTrajs,dLoss,LossAfter
1.0423274040222168,158.138,0.472325854478,0.14012861251831055,0.472325854478,53.823638916015625,1.00035,0.213843753955,1295.2079026699066,91.64494624,3.01015e+10,0.00641277,8.231179237365723,158.158603469,0.0,294.136062024,218.646778289,24.1278,111.942,65.8866759377,158.159,158.162221953,7.36932864374,0.471194563342,23,522.692831266,-170.673,86,0.231705,-170.905
1.0262393951416016,160.622,0.595533469839,0.13929390907287598,0.595533469839,53.325462102890015,1.00034,0.598429993356,1348.6693875789642,192.45702341,3.00954e+10,0.00997863,8.378985166549683,160.640317718,0.0,323.109856243,234.010904825,24.1276,113.027,71.0901669003,160.642,160.642428272,7.37404698393,0.595941009942,24,539.681428942,-174.891,78,0.269714,-175.16
1.0264592170715332,162.924,0.258072345518,0.13875627517700195,0.258072345518,53.8624484539032,1.00034,-1.93064948247,1402.6738150119781,194.775313505,3.00979e+10,0.00992627,8.307523012161255,162.943435496,0.0,328.646123512,236.902414303,24.1277,113.464,73.3034272285,162.941,162.944887437,7.38399677915,0.257570693243,25,581.555745242,-178.259,77,0.289139,-178.548
1.0293264389038086,165.119,0.61860643848,0.13862109184265137,0.61860643848,53.029948472976685,1.00032,0.451509788813,1455.840684890747,126.323810145,3.0085e+10,0.00997407,8.396321773529053,165.135794707,0.0,319.968171404,232.144613878,24.1273,116.709,64.7202114759,165.135,165.137506415,7.49251320629,0.616741794956,26,508.533258918,-183.82,78,0.277206,-184.097
1.029198169708252,167.695,0.66366511924,0.13854098320007324,0.66366511924,52.38976740837097,1.00029,0.664064825294,1508.3628416061401,87.5396468239,3.00739e+10,0.00999672,8.35391092300415,167.713687988,0.0,329.397018616,236.830729565,24.1269,118.445,69.8144582578,167.712,167.715044087,7.54663060297,0.663618753618,27,525.572106395,-185.005,77,0.26355,-185.268
1.0513627529144287,169.903,0.710768838079,0.1454312801361084,0.710768838079,54.00506234169006,1.00041,0.687988598845,1562.514111995697,177.841862843,3.01318e+10,0.00999723,8.310884237289429,169.921485785,0.0,324.061289288,233.824741904,24.1288,125.443,76.4183882237,169.922,169.924084238,7.73282730626,0.710321501785,28,679.92270228,-187.13,78,0.241791,-187.372
1.1220405101776123,172.29,0.642997982831,0.1501631736755371,0.642997982831,55.212061405181885,1.00039,0.0991864412657,1617.8957283496857,180.289553217,3.01206e+10,0.00641565,8.622578620910645,172.309686606,0.0,329.346781759,234.216040553,24.1285,128.839,96.7934695952,172.307,172.310407229,7.83141765747,0.642366618028,29,802.479569288,-192.122,75,0.2099,-192.332
1.0125739574432373,174.473,0.564800087297,0.13515472412109375,0.564800087297,52.995039224624634,1.00038,0.248887830894,1671.0243651866913,143.599239392,3.01175e+10,0.00995494,8.293703317642212,174.491481923,0.0,342.544407315,240.516533404,24.1284,133.014,89.0272962501,174.492,174.493088663,7.93776539779,0.56384231636,30,689.199231024,-196.3,71,0.243088,-196.543
1.0393390655517578,176.141,0.482708703513,0.14101862907409668,0.482708703513,52.80447554588318,1.00033,-0.0898433315415,1723.9646241664886,202.224373353,3.00909e+10,0.00643533,8.5158851146698,176.162328317,0.0,346.751911811,242.08467015,24.1275,135.494,89.9445283041,176.16,176.164135115,8.0133340613,0.482365186504,31,725.88006635,-198.276,70,0.168839,-198.445
0.998236894607544,177.162,0.496422033371,0.13663053512573242,0.496422033371,52.03165054321289,1.00027,-0.387578644711,1776.1324803829193,189.27990197,3.00617e+10,0.00996569,8.248536109924316,177.182240678,0.0,322.189849897,232.547757227,24.1265,135.346,64.3432240483,177.178,177.1846675,8.03365370339,0.494835970892,32,448.683140116,-189.192,76,0.209824,-189.402
1.015174388885498,177.914,0.689399167196,0.13670945167541504,0.689399167196,52.581491470336914,1.00032,0.53725682281,1828.8487565517426,157.668490864,3.00887e+10,0.00996713,8.549811124801636,177.933727912,0.0,352.00624925,244.618758457,24.1274,138.271,90.7193641425,177.937,177.936980349,8.10863858249,0.688355398938,33,762.725765729,-197.781,69,0.190918,-197.972
1.0113096237182617,178.431,0.616652312673,0.13562560081481934,0.616652312673,52.87759971618652,1.00025,0.146515533107,1881.8607940673828,126.036938387,3.00517e+10,0.00989807,8.336613178253174,178.453871029,0.0,345.917243652,236.715665367,24.1262,139.154,138.407103701,178.451,178.455903551,8.12273364262,0.615841350958,34,983.046269954,-199.461,68,0.200439,-199.661
1.0670583248138428,177.339,0.411826645294,0.14139986038208008,0.411826645294,54.64424729347229,1.00008,-1.12271001124,1936.644101858139,85.8076739125,2.99636e+10,0.00925712,8.78601598739624,177.358754363,0.0,324.148632119,229.522693093,24.1232,137.715,95.5978837269,177.364,177.362335987,8.06726140078,0.410698016081,35,627.132457199,-194.677,74,0.203247,-194.881
