dLoss,ProcessExecTime,MeanKLBefore,AverageY,LossBefore,AbsLearnSignalOld,AverageAbsQYDiff,PolicyExecTime,Time,Perplexity,StdReturn,AverageAbsQ,AverageReturn,MeanKL,LossAfter,AbsLearnSignalNew,AverageQLoss,AverageAbsY,MinReturn,AveragePolicyStd,MaxReturn,EnvExecTime,Entropy,ExplainedVariance,Iteration,AverageDiscountedReturn,AverageQ,NumTrajs,AbsLearnSignal,ItrTime
0.0525913,0.10788536071777344,0.0,-11.7594953142,11.2418,0.68174431307,1.03198596837,0.7710583209991455,545.2952427864075,4926.96,61.8830672015,12.3473,-292.505667829,0.00649653,11.1892,0.681800737276,2.44951,12.3979623908,-346.731598707,0.998177,-175.724057525,1.7044496536254883,8.50248,0.0745927698363,15,-11.8921538101,-11.758,5,0.681800737276,34.46374773979187
0.0518246,0.10894894599914551,0.0,-12.0594276661,12.0466,0.765763485003,1.00767682014,0.7986602783203125,581.516916513443,4912.81,51.8121774706,12.5998,-304.064004556,0.00643284,11.9948,0.765479204516,2.31311,12.6491182236,-354.082013806,0.997706,-205.796928637,1.726184368133545,8.4996,0.434291646349,16,-20.4009371156,-12.0572,5,0.765479204516,36.0761923789978
0.0516739,0.10815620422363281,0.0,-12.316657744,11.8868,0.754403278757,0.998813773848,0.7722082138061523,617.004631280899,4919.34,48.518661544,12.8149,-268.746992956,0.00645917,11.8351,0.753351859576,2.27464,12.860658193,-333.800416855,0.997936,-209.476767448,1.7112696170806885,8.50093,0.384890877789,17,-10.6658518301,-12.3151,5,0.753351859576,35.34755253791809
0.0648222,0.11099720001220703,0.0,-12.6406815386,13.56,0.782613610592,0.969671164739,0.7973804473876953,652.6601402759552,4920.66,29.5627679737,13.0854,-308.128741987,0.00993911,13.4952,0.782279875719,2.13571,13.1277731294,-355.200152024,0.99799,-269.219324191,1.7239747047424316,8.5012,0.613657315118,18,-16.0595264708,-12.6389,5,0.782279875719,35.51669716835022
0.0490122,0.11529946327209473,0.0,-12.8485041549,12.7999,0.75695470874,0.95708718104,0.7902097702026367,690.0586643218994,4878.97,59.2568995114,13.2478,-299.560785312,0.00641543,12.7508,0.755934311941,2.06482,13.288230289,-361.905124853,0.996583,-200.193716041,1.729546308517456,8.49269,0.0124029332726,19,-27.9950593886,-12.8468,5,0.755934311941,37.264939069747925
0.0494795,0.10226607322692871,0.0,-13.0624136874,12.7766,0.780395350035,0.94818045754,0.7496399879455566,726.6355443000793,4798.28,50.7727251446,13.4242,-315.719470525,0.00641265,12.7272,0.779692176547,2.02384,13.4608457685,-398.24026595,0.993829,-238.701475832,1.6860888004302979,8.47601,-0.0598132891214,20,-21.9841711885,-13.0608,5,0.779692176547,36.438109159469604
0.0643606,0.11235308647155762,0.0,-13.2160156614,12.8311,0.743879364734,0.940437655651,0.8083329200744629,765.4561188220978,4798.9,48.3762625647,13.5402,-274.247985431,0.00998163,12.7667,0.744654786804,2.00125,13.5745311157,-330.95419555,0.99388,-187.122783473,1.7444179058074951,8.47614,0.508552457684,21,-12.1070660067,-13.2145,5,0.744654786804,38.68374514579773
0.0646257,0.12918949127197266,0.0,-13.3893971969,14.1913,0.784414553846,0.924221100844,0.9252350330352783,803.8477125167847,4800.91,17.9871542006,13.7003,-281.582645468,0.0099994,14.1267,0.783996846463,1.89988,13.7321576804,-300.088422836,0.993955,-249.246029008,1.88126802444458,8.47656,0.0246481739798,22,-16.6816555122,-13.3881,5,0.783996846463,38.230311155319214
0.062314,0.10936665534973145,0.0,-13.5146473361,14.1633,0.752024911318,0.921452919214,0.8032679557800293,841.5508909225464,4754.48,36.0312617772,13.8053,-259.87143812,0.00998753,14.101,0.752814915042,1.89084,13.8362803267,-294.599591941,0.99239,-192.216546989,1.7390775680541992,8.46684,0.435245372229,23,-12.034325909,-13.5133,5,0.752814915042,37.55299210548401
0.0593767,0.12339472770690918,0.0,-13.5395675487,11.9242,0.730604278322,0.919433894317,0.8426473140716553,881.6689054965973,4639.95,45.6170463977,13.8193,-230.351292364,0.00992734,11.8648,0.731139165822,1.89805,13.8491406599,-282.873436333,0.988407,-149.462471891,1.778536319732666,8.44246,0.273026488889,24,-12.9237000658,-13.5384,5,0.731139165822,39.96504354476929
0.0502634,0.13003230094909668,0.0,-13.5770615688,13.1109,0.755459589629,0.90814954726,0.8941781520843506,922.0127425193787,4553.17,79.8508506507,13.8526,-235.247994547,0.00643437,13.0607,0.756536381559,1.84931,13.8821071502,-332.576903472,0.9853,-94.2809092784,1.8292028903961182,8.42358,0.509940663543,25,-14.880995555,-13.5761,5,0.756536381559,40.19676637649536
0.0660372,0.11391186714172363,0.0,-13.4968878573,10.2137,0.755647104048,0.913938934553,0.8565232753753662,961.1274921894073,4529.96,70.8344586327,13.7635,-178.542844507,0.00983826,10.1476,0.757439779142,1.8895,13.7927465782,-284.02515276,0.984464,-91.9230098527,1.7850112915039062,8.41847,0.321127035478,26,-10.5353607201,-13.4961,5,0.757439779142,38.971070289611816
0.0510941,0.11282110214233398,0.0,-13.3924186683,10.598,0.800774574192,0.910419254876,0.8624627590179443,1000.3095695972443,4535.75,101.946155897,13.6688,-141.514913307,0.00641023,10.5469,0.800438125482,1.83545,13.6986579082,-261.440962007,0.98465,-11.4786757753,1.7745616436004639,8.41975,0.546923724129,27,1.6420887323,-13.3917,5,0.800438125482,39.03748559951782
0.0625048,0.1327226161956787,0.0,-13.400864698,12.9307,0.787627788563,0.905327251701,0.9018127918243408,1041.3416719436646,4478.81,53.472914023,13.6818,-227.562269676,0.00998207,12.8682,0.786714791642,1.84774,13.711586982,-321.996556471,0.982565,-168.49964677,1.7671542167663574,8.40711,0.327361745737,28,-5.43566437444,-13.4,5,0.786714791642,40.88371515274048
0.0491228,0.13672876358032227,0.0,-13.3502028544,12.6366,0.751648542787,0.895093640993,1.0455822944641113,1083.9741077423096,4435.72,58.1055069116,13.6365,-206.075788999,0.00644173,12.5875,0.752351457786,1.8165,13.6667670961,-312.962152957,0.981028,-145.828697204,1.9307279586791992,8.39745,0.238814369937,29,-8.55560938851,-13.3499,5,0.752351457786,42.461122274398804
0.064333,0.13780808448791504,0.0,-13.198617641,10.2935,0.69900148896,0.895973677131,1.0282671451568604,1127.3625676631927,4383.34,72.7495148535,13.4971,-160.469059682,0.00990267,10.2292,0.699345988008,1.78677,13.5284099574,-221.651364396,0.979104,-26.5518289973,1.9840881824493408,8.38557,0.2989147685,30,-10.3304163686,-13.198,5,0.699345988008,43.23027491569519
0.052062,0.14355230331420898,0.0,-13.0336239174,11.236,0.786488155273,0.895609535581,1.0353538990020752,1169.268851518631,4332.32,64.5579602084,13.3483,-133.70977994,0.00643003,11.184,0.784122999555,1.79254,13.3793013611,-210.293727255,0.977248,-40.0530138542,2.0042343139648438,8.37386,0.521718930144,31,-8.01528572264,-13.0331,5,0.784122999555,41.72771191596985
0.0641861,0.13366460800170898,0.0,-12.7870205849,9.07343,0.729037587196,0.893623132412,1.0212860107421875,1210.63249874115,4318.96,99.5153565239,13.1274,-127.949111195,0.00998402,9.00924,0.73010488074,1.78854,13.1603511168,-252.822388764,0.976764,-15.476534941,2.064176321029663,8.37077,0.334810840328,32,-3.35157213524,-12.7871,5,0.73010488074,41.18386363983154
0.0504179,0.13140177726745605,0.0,-12.5293581029,9.45814,0.752724458296,0.893017349631,0.937830924987793,1249.9660320281982,4281.79,67.4105696935,12.908,-137.714550359,0.00645766,9.40772,0.752380516952,1.75713,12.9439848431,-220.600265784,0.975442,-45.4279281404,1.9178061485290527,8.36213,0.360195481788,33,-2.49981550558,-12.5294,5,0.752380516952,39.1729371547699
0.0664897,0.11564755439758301,0.0,-12.2093806128,7.92167,0.780100782775,0.898176902024,0.8408787250518799,1285.7264168262482,4192.23,100.906236924,12.668,-52.4688035797,0.00980254,7.85518,0.77989290669,1.77177,12.7071033405,-223.592829645,0.971979,87.0982610599,1.797333002090454,8.34099,0.44458979613,34,1.12408176361,-12.2099,5,0.77989290669,35.62977123260498
0.0504403,0.10586190223693848,0.0,-11.8629687657,7.23196,0.755674345799,0.902940298352,0.7615470886230469,1320.7928767204285,4199.72,114.736201861,12.3805,-73.3840548407,0.00640779,7.18152,0.75659005388,1.83421,12.4230898512,-235.545656332,0.972273,58.4870988492,1.7091879844665527,8.34277,0.327382777863,35,-1.76794534494,-11.8634,5,0.75659005388,34.929274797439575
0.0513153,0.08625268936157227,0.0,-11.6395848699,11.2243,0.73691062103,0.905851775344,0.6366512775421143,1354.7520635128021,4152.12,64.4265398248,12.2499,-156.272414308,0.00646899,11.173,0.737942433182,1.84173,12.2964235261,-246.352691123,0.970381,-46.7098396987,1.5980887413024902,8.33138,0.358442959316,36,4.27824430768,-11.6403,5,0.737942433182,33.82174253463745
0.0681953,0.09413695335388184,0.0,-11.2286824644,8.45326,0.752514985037,0.911342599754,0.650101900100708,1389.0664367675781,4134.41,64.9480983159,11.9762,-115.335001209,0.00995384,8.38507,0.751931615068,1.84602,12.0244980572,-191.026713799,0.969718,-6.04684880674,1.609771966934204,8.3271,0.419185079823,37,1.13604726387,-11.2298,5,0.751931615068,34.18031144142151
0.0651293,0.08919167518615723,0.0,-10.8610739539,9.70438,0.783683942517,0.910788632567,0.6591501235961914,1423.5599410533905,4065.82,81.0593901244,11.742,-111.980955965,0.00978603,9.63925,0.784835385855,1.81918,11.7920295661,-230.148415335,0.967055,14.6019457886,1.6194183826446533,8.31037,0.578336525949,38,16.6307796548,-10.8623,5,0.784835385855,34.36382603645325
0.0526886,0.08809471130371094,0.0,-10.3825578922,6.20812,0.717584374731,0.925201705598,0.6339540481567383,1457.8171858787537,4117.34,76.8672122111,11.4489,-47.6251371326,0.00646609,6.15543,0.71804157472,1.88033,11.5057332079,-135.89891278,0.969152,82.6363499166,1.6187193393707275,8.32296,0.526781800847,39,8.59208927811,-10.3836,5,0.71804157472,34.12534713745117
0.0527251,0.08651232719421387,0.0,-9.76555767909,2.2549,0.776626451016,0.939457504323,0.633763313293457,1493.1069869995117,4092.95,125.194292926,11.1664,35.3068195455,0.00648329,2.20218,0.775852672301,1.9449,11.2304020838,-114.836371987,0.968128,196.472434243,1.5982084274291992,8.31702,0.291829334388,40,10.6526797718,-9.76753,5,0.775852672301,35.15860342979431
0.0561166,0.08712410926818848,0.0,-9.17892200743,3.53794,0.790690946784,0.956486668454,0.6453883647918701,1527.654159784317,4049.16,120.032230382,10.9869,-16.7343447034,0.00649364,3.48182,0.791075365349,1.98971,11.0570153331,-168.130887407,0.966469,135.414893039,1.6139121055603027,8.30626,0.595491962498,41,5.93230179554,-9.18135,5,0.791075365349,34.40355968475342
0.0535908,0.11187505722045898,0.0,-8.57405042358,4.36737,0.749624813044,0.964408322494,0.7976963520050049,1563.4766328334808,3999.83,176.728884204,10.9011,-6.60158762675,0.00640431,4.31378,0.748704379939,2.02951,10.973377927,-174.955424745,0.964575,320.908412575,1.7186944484710693,8.29401,0.59928699455,42,16.7019055612,-8.57648,5,0.748704379939,35.688915967941284
0.0661683,0.09094667434692383,0.0,-7.94531481548,4.67841,0.756637750634,0.96875704657,0.6841747760772705,1597.8445229530334,3947.66,155.962109133,10.8781,-17.6076323236,0.00993632,4.61224,0.757096370348,2.03856,10.9482627395,-184.97789312,0.962494,185.242237698,1.6353247165679932,8.28088,0.5630777177,43,10.9601862225,-7.94826,5,0.757096370348,34.224249601364136
0.0588989,0.09125804901123047,0.0,-7.03663753562,-2.63001,0.742824691442,0.98689378384,0.6321017742156982,1634.0055775642395,3863.27,119.585889078,10.9245,123.040247915,0.00646563,-2.68891,0.744159372677,2.10974,10.9902775187,-80.0099125032,0.959035,275.998263319,1.593534231185913,8.25927,0.447669189196,44,12.254223268,-7.03947,5,0.744159372677,35.971221923828125
0.0577984,0.09352302551269531,0.0,-6.1192922803,-5.57458,0.794294076811,1.00467722206,0.6755015850067139,1669.5134530067444,3824.94,161.441292363,11.17,162.914874539,0.00647445,-5.63238,0.794266075334,2.17451,11.2342834459,-145.446117243,0.957469,305.749097617,1.5943121910095215,8.2493,0.467206986885,45,15.1969015886,-6.123,5,0.794266075334,35.35591220855713
0.0763578,0.1426393985748291,0.0,-5.01487188945,-9.05037,0.754843667898,1.02856174513,0.9740774631500244,1705.6475801467896,3753.2,84.3140324811,11.4669,257.301460652,0.00994156,-9.12673,0.756150137773,2.26794,11.5229363342,157.573707976,0.954455,396.926936703,1.944826364517212,8.23036,0.405136635701,46,31.9486876752,-5.01885,5,0.756150137773,35.969667196273804
0.0577281,0.11618351936340332,0.0,-4.08714535654,2.64986,0.785274148392,1.02951740917,0.8409805297851562,1742.8092000484467,3701.88,160.894707664,11.9142,-19.916815265,0.00645271,2.59213,0.786581441817,2.27601,11.9622028461,-259.601336932,0.952216,238.042241071,1.7400331497192383,8.2166,0.371673508146,47,11.9533360017,-4.0907,5,0.786581441817,37.020106077194214
0.0741029,0.12215733528137207,0.0,-2.99842206423,-5.04919,0.784723917469,1.03640814864,0.9302773475646973,1779.299479484558,3631.06,183.589305272,12.3824,154.397851188,0.00999092,-5.12329,0.786205584911,2.3199,12.424859713,-29.7235467167,0.949133,385.337851539,1.853316307067871,8.19728,0.69946650924,48,39.6917925013,-3.00259,5,0.786205584911,36.295353174209595
0.0660887,0.12349891662597656,0.0,-1.72381374221,-9.35244,0.749888596736,1.05241512185,0.8449258804321289,1815.0440783500671,3561.0,224.850898337,12.9959,247.096693423,0.00995997,-9.41853,0.752000628004,2.3489,13.032034982,-36.968799284,0.946064,571.63326762,1.767998456954956,8.1778,0.553607340109,49,15.1339108221,-1.72792,5,0.752000628004,35.59936833381653
0.0607691,0.09758543968200684,0.0,-0.363993854744,-15.3013,0.776814591369,1.07571469317,0.6786677837371826,1848.8406736850739,3507.93,218.34938004,13.7303,324.498773671,0.00650481,-15.3621,0.776428527649,2.48905,13.7610731312,-98.209879961,0.943798,519.794995884,1.6311607360839844,8.16278,0.637207235441,50,29.0086291662,-0.367988,5,0.776428527649,33.63731408119202
0.0654621,0.09438300132751465,0.0,1.32925783482,-22.9171,0.760463001999,1.10646162345,0.7083518505096436,1882.1450567245483,3482.09,92.6023921035,14.7091,499.270238528,0.00656354,-22.9826,0.763101112618,2.66163,14.7361856055,365.805178716,0.942655,589.550469787,1.6479580402374268,8.15539,0.357852205819,51,52.1951671955,1.32428,5,0.763101112618,33.176127195358276
0.0579119,0.0853891372680664,0.0,2.78908827891,-11.9654,0.809386518935,1.11097790194,0.655707597732544,1915.1363198757172,3450.58,215.339562766,15.6067,206.256959931,0.00650227,-12.0233,0.808022327158,2.67493,15.6280074187,-102.911600395,0.941246,527.801339968,1.606729507446289,8.1463,0.586046889582,52,34.7253269254,2.78446,5,0.808022327158,32.86831784248352
0.0621204,0.08796048164367676,0.0,4.60157782813,-24.8537,0.798010739253,1.13960796962,0.6308865547180176,1947.784866809845,3384.04,73.6549085307,16.7895,402.005715642,0.00652203,-24.9158,0.795476608827,2.7828,16.8081956332,308.017643835,0.93831,532.8346721,1.5977048873901367,8.12683,0.421799766177,53,57.0259893447,4.59733,5,0.795476608827,32.509541511535645
0.071207,0.08369064331054688,0.0,6.2585581573,-20.4958,0.821060313441,1.1685186696,0.6099076271057129,1980.78866314888,3309.8,319.735320913,17.9807,427.46519117,0.00992727,-20.567,0.820808029854,2.99808,17.9963097602,-82.952903901,0.934831,750.855948156,1.5951578617095947,8.10464,0.642515116208,54,46.727868524,6.2531,5,0.820808029854,32.87901020050049
0.0671082,0.08977103233337402,0.0,8.2950869622,-36.6639,0.76197331496,1.20041925502,0.6536927223205566,2014.2724452018738,3280.72,44.1946873927,19.4258,624.410605378,0.0064667,-36.731,0.7610003488,3.19285,19.4387595085,558.640912233,0.93343,692.12449894,1.6119744777679443,8.09582,0.319056147917,55,49.4878699134,8.29058,5,0.7610003488,33.35451889038086
0.063364,0.09154701232910156,0.0,10.1784327369,-29.9904,0.702265230869,1.22763248161,0.6734800338745117,2047.3649985790253,3263.89,244.432984595,20.8271,463.944595073,0.00654595,-30.0538,0.702996000032,3.38614,20.8396502884,-11.6546173413,0.932573,650.804752367,1.616058588027954,8.09068,0.362229981092,56,49.8431935342,10.1725,5,0.702996000032,32.9602370262146
0.0745468,0.08571434020996094,0.0,12.2565380129,-36.1687,0.763090793506,1.24727849659,0.6600439548492432,2081.1327936649323,3239.82,295.18128399,22.4273,568.137374747,0.00997157,-36.2433,0.763351362086,3.55575,22.4383535104,-12.2568600282,0.931445,760.723464629,1.623753547668457,8.08327,0.74606358205,57,62.0269454849,12.2517,5,0.763351362086,33.638100385665894
0.071209,0.08819317817687988,0.0,14.2676027536,-39.7323,0.730834300114,1.27256538056,0.6766774654388428,2114.7789731025696,3246.39,194.948193163,24.0591,668.196964113,0.00986397,-39.8035,0.730382007586,3.82593,24.0687039348,333.839482691,0.931793,835.999859769,1.6214816570281982,8.0853,0.721401610444,58,67.5726011577,14.2619,5,0.730382007586,33.50875782966614
0.0641251,0.08867168426513672,0.0,16.5404425037,-51.5315,0.76357790046,1.29703704317,0.6385910511016846,2148.4654631614685,3233.92,90.8305661564,25.9086,771.819266459,0.00646326,-51.5957,0.763151541027,4.02369,25.9181732075,636.061198715,0.931099,908.708018879,1.5896589756011963,8.08145,0.40654298841,59,58.0342539101,16.5345,5,0.763151541027,33.560192823410034
0.0769234,0.0859670639038086,0.0,18.7403341716,-54.928,0.796540050735,1.32131617808,0.6254146099090576,2181.861841440201,3208.26,73.4221239874,27.7118,800.431003556,0.00998643,-55.0049,0.79519522071,4.25366,27.7204545326,719.29645006,0.929866,924.947540394,1.579498291015625,8.07348,0.464082546257,60,80.0337788209,18.7348,5,0.79519522071,33.266236782073975
0.0639381,0.09621047973632812,0.0,21.1860647728,-58.5129,0.804284363905,1.36114517695,0.7291176319122314,2216.7077643871307,3213.04,106.740590685,29.7623,869.797639207,0.00646359,-58.5768,0.80466594897,4.54478,29.7714506683,767.568160603,0.930105,1057.99940682,1.6338565349578857,8.07497,0.475406443431,61,73.8375048727,21.1802,5,0.80466594897,34.71701431274414
0.0690269,0.10077786445617676,0.0,23.5461220325,-63.3349,0.786937817828,1.38506923673,0.725942850112915,2250.398545026779,3167.93,45.9004026423,31.8222,902.912393205,0.00649575,-63.4039,0.788250034007,4.88476,31.8303682456,842.150188769,0.927969,967.633970647,1.6285624504089355,8.06083,0.441527637586,62,78.2529782745,23.54,5,0.788250034007,33.56269836425781
0.0706787,0.10328006744384766,0.0,25.5007432009,-43.8045,0.729573502292,1.41737553366,0.7737350463867188,2286.193932056427,3105.96,436.927098744,33.6974,617.900447112,0.00982639,-43.8752,0.72928291965,5.1038,33.7056037877,-31.1444166495,0.924989,1096.66204368,1.699453353881836,8.04108,0.666590799281,63,66.4288521734,25.4942,5,0.72928291965,35.669684171676636
0.0718536,0.10227704048156738,0.0,27.6804979201,-50.9295,0.772170821439,1.44266453964,0.7367961406707764,2322.597023010254,3095.21,342.347520681,35.605,695.69604328,0.00999224,-51.0013,0.771848553182,5.52278,35.6119074487,37.4415504865,0.924513,985.915205869,1.6582653522491455,8.03761,0.785745973771,64,71.8238642749,27.674,5,0.771848553182,36.26732063293457
0.0626755,0.11066389083862305,0.0,30.1026974282,-75.3174,0.750475050248,1.46253834901,0.785841703414917,2358.526046514511,3050.97,58.7486050009,37.7608,997.25053433,0.00647041,-75.3801,0.750276100547,5.58715,37.7665409219,944.27996881,0.922321,1106.70076847,1.7080366611480713,8.02322,0.382739810077,65,74.6719944361,30.0967,5,0.750276100547,35.77659201622009
0.0732651,0.14521336555480957,0.0,32.2691238075,-60.1591,0.693493494455,1.50688400195,1.03285813331604,2397.949770450592,3038.02,365.027460127,39.7091,800.802161556,0.00983268,-60.2324,0.692792053532,6.43848,39.7156797902,168.781458304,0.921709,1093.71407388,1.9754528999328613,8.01896,0.702520680526,66,91.2960436419,32.2624,5,0.692792053532,39.255643367767334
0.0674515,0.10846138000488281,0.0,34.6643804615,-80.9489,0.742977438993,1.54447625651,0.8057329654693604,2435.412688732147,3055.14,53.3185220717,41.9153,1019.20279072,0.00644071,-81.0163,0.743719130209,6.83882,41.9233349465,964.416661326,0.922552,1112.36772984,1.7417283058166504,8.02458,0.450026306111,67,77.1449656952,34.6579,5,0.743719130209,37.30751299858093
0.0804214,0.11253619194030762,0.0,37.2800533667,-86.1962,0.786140718963,1.58513402579,0.8035070896148682,2473.7449400424957,3047.54,65.3282286087,44.3403,1129.94312446,0.00997118,-86.2766,0.787370901174,7.35933,44.3465558144,1067.28554282,0.922193,1241.24877261,1.733527421951294,8.02209,0.491254692233,68,105.939392779,37.2736,5,0.787370901174,38.187387466430664
0.072052,0.132781982421875,0.0,39.6575549442,-64.4056,0.649163791945,1.61937783314,1.0100452899932861,2514.1786227226257,3039.94,440.261899068,46.5418,815.685850486,0.00986701,-64.4776,0.648839109186,7.78506,46.5492522282,39.5298457213,0.921817,1309.26819337,1.958754062652588,8.01959,0.52095725971,69,92.6742264392,39.6508,5,0.648839109186,40.26788949966431
0.0795593,0.14733195304870605,0.0,42.2280768695,-86.2984,0.735756381189,1.65041351222,1.0535719394683838,2552.806348800659,3039.56,179.057206208,48.9535,1013.7038077,0.00993604,-86.378,0.738686267906,8.15366,48.9607254086,668.508904956,0.92184,1172.59046066,1.977076768875122,8.01947,0.669424810619,70,94.7024543201,42.2211,5,0.738686267906,38.459545612335205
