ItrTime,ExplainedVariance,LossAfter,Perplexity,LossBefore,MaxReturn,AverageReturn,NumTrajs,MeanKL,StdReturn,Iteration,dLoss,MeanKLBefore,AbsLearnSignal,Time,ProcessExecTime,AveragePolicyStd,EnvExecTime,AverageDiscountedReturn,MinReturn,Entropy,PolicyExecTime
11.371509075164795,8.41426928133e-12,-0.0743111,2.99247e+10,-4.60506e-09,224.268945913,112.233122876,212,0.00686673,31.7901226502,0,0.0743111,0.0,0.840106040086,11.371518611907959,0.15353131294250488,1.0,7.406842947006226,99.4174912131,75.172880244,24.122,1.0172114372253418
10.838038206100464,0.610131961862,-0.0863893,2.97758e+10,-4.75885e-10,211.915489205,115.567565953,204,0.00957402,34.5576715963,1,0.0863893,0.0,0.762452826689,22.33665704727173,0.1422746181488037,0.999707,7.272543668746948,101.817394636,71.4447211755,24.117,1.005725383758545
11.086305379867554,0.628077897069,-0.0899577,2.98157e+10,-2.35369e-08,267.318573349,118.352921813,200,0.00895858,35.0119777991,2,0.0899577,0.0,0.732222902116,33.54237413406372,0.14970755577087402,0.999786,7.529438734054565,104.071547851,74.1043433496,24.1183,1.0117309093475342
10.887695550918579,-0.225559055964,-0.215318,2.97088e+10,-4.02974e-09,241.329892332,115.398340112,206,0.00566092,31.6080251763,3,0.215318,0.0,0.425790805189,44.547727823257446,0.14248347282409668,0.999575,7.561704874038696,101.918884001,74.224626238,24.1147,1.0175528526306152
10.732510089874268,0.487357779371,-0.089424,2.97588e+10,-5.54928e-09,229.878703028,118.305111826,201,0.00962181,34.5048036007,4,0.089424,0.0,0.685039353229,55.43800616264343,0.14079999923706055,0.999675,7.423237562179565,103.964276626,77.1306526356,24.1164,0.9953064918518066
10.501195430755615,0.19493629052,-0.07632,2.99369e+10,1.98365e-08,301.206183746,122.957914749,193,0.00996522,35.2759182571,5,0.07632,0.0,0.539471976507,66.06173777580261,0.14023399353027344,1.00003,7.31980562210083,107.597954882,77.2784862558,24.1224,0.9900598526000977
10.540644645690918,0.570965314619,-0.0831125,2.99087e+10,-1.73569e-08,246.75053208,120.869737894,195,0.00917841,35.5396761637,6,0.0831125,0.0,0.758116880307,76.71480107307434,0.1370847225189209,0.999971,7.411385774612427,105.920722797,75.3504368727,24.1214,0.9955558776855469
10.41951036453247,0.340847922964,-0.1183,2.99812e+10,1.39014e-08,226.138995349,121.498598733,195,0.00985268,34.5248982996,7,0.1183,0.0,0.651551360416,87.25124335289001,0.13745784759521484,1.00011,7.4291064739227295,106.5003997,75.9258210545,24.1238,0.9782624244689941
10.214719533920288,0.507755843352,-0.0758708,3.00309e+10,1.04846e-09,273.62816866,123.560561484,192,0.00658105,36.9528974718,8,0.0758708,0.0,0.740627754415,97.5841155052185,0.13947820663452148,1.00021,7.3739399909973145,107.948349063,77.3039463887,24.1255,1.0145809650421143
10.466716766357422,-1.61221546884,-0.104505,3.01436e+10,1.08847e-08,277.307207766,133.070316783,177,0.00900795,41.1867196598,9,0.104505,0.0,0.324412205768,108.15378999710083,0.14055991172790527,1.00043,7.61897873878479,114.856063295,76.1816959842,24.1292,1.042351484298706
10.508881568908691,-0.335838201205,-0.114084,3.00954e+10,-4.44146e-08,298.920776636,127.050215855,185,0.0041742,39.9566813197,10,0.114084,0.0,0.483214241667,118.76901578903198,0.14374065399169922,1.00034,7.680603981018066,110.421235692,73.06743987,24.1276,1.0665242671966553
10.492303609848022,-2.66849981567,-0.126157,3.00565e+10,1.76351e-08,286.733226633,127.23362718,186,0.00915754,43.0949910125,11,0.126157,0.0,0.286716366228,129.36206007003784,0.14235281944274902,1.00026,7.550719976425171,110.410824742,72.2490429197,24.1263,1.0754806995391846
10.675272226333618,0.453408756469,-0.0936397,2.9899e+10,1.2564e-08,301.743650445,129.829337864,182,0.00945546,43.3234084267,12,0.0936397,0.0,0.745099916434,140.14734530448914,0.14129018783569336,0.999958,7.61771559715271,112.380431043,77.3011623891,24.1211,1.0951638221740723
10.659186601638794,0.475753682838,-0.0880602,2.9714e+10,-3.50389e-09,272.135515645,130.43016819,181,0.00977337,37.5072795645,13,0.0880602,0.0,0.739636810396,150.9264361858368,0.14147639274597168,0.999592,7.573869466781616,113.118010934,79.8333499155,24.1149,1.0330994129180908
10.555235147476196,0.48572440771,-0.0835505,2.96746e+10,1.94067e-09,346.188582679,137.418825542,172,0.00976111,45.1381470035,14,0.0835505,0.0,0.725189503009,161.5944845676422,0.13617825508117676,0.999513,7.451313257217407,117.9025302,76.4191988298,24.1136,1.0083446502685547
10.82580041885376,0.545038021086,-0.102911,2.96778e+10,1.14074e-08,263.309227757,132.863610936,178,0.00965143,38.4589950276,15,0.102911,0.0,0.761174283506,172.5300588607788,0.13989996910095215,0.999522,7.591084241867065,114.871975071,77.2949108825,24.1137,1.0099804401397705
10.920904636383057,0.487651990631,-0.090788,2.97127e+10,7.4714e-09,322.431395472,136.025076786,175,0.00907391,45.6816873894,16,0.090788,0.0,0.714983957418,183.57080554962158,0.14731860160827637,0.999592,7.6313042640686035,116.988530125,77.1431334393,24.1148,1.0739920139312744
10.940523386001587,0.273549801639,-0.074908,2.95846e+10,1.28907e-08,326.379777271,140.483970151,167,0.00825504,48.9540099125,17,0.074908,0.0,0.71857273847,194.63735723495483,0.14314746856689453,0.999339,7.63338041305542,119.907857986,76.7215645975,24.1105,1.0891742706298828
10.960558652877808,0.433670471247,-0.0905572,2.9413e+10,-1.66394e-08,271.423134729,134.308741128,176,0.00861639,39.641998531,18,0.0905572,0.0,0.736313219079,205.71170711517334,0.13979506492614746,0.998999,7.595221042633057,115.981962423,79.0134582798,24.1047,1.022230863571167
10.816424369812012,-0.560678604083,-0.0574286,2.93333e+10,-2.49042e-08,265.950471594,142.014356351,166,0.00715384,45.3145056276,19,0.0574285,0.0,0.434004974541,216.6489553451538,0.13749313354492188,0.998838,7.507529020309448,121.292195995,74.3093672164,24.102,1.043078899383545
10.75431489944458,0.542017803732,-0.0929128,2.91998e+10,-9.90633e-09,312.595005012,140.858726917,167,0.00979229,48.088283466,20,0.0929128,0.0,0.772459402473,227.51739811897278,0.1390213966369629,0.998572,7.506415605545044,120.306199398,77.2576411272,24.0974,1.033627986907959
