MaxReturn,AverageReturn,AbsLearnSignalNew,AverageDiscountedReturn,NumTrajs,AverageQ,Entropy,Time,AverageQLoss,LossBefore,MeanKLBefore,Iteration,PolicyExecTime,ExplainedVariance,EnvExecTime,LossAfter,AverageAbsQ,AverageAbsQYDiff,Perplexity,ProcessExecTime,AbsLearnSignalOld,AverageY,AverageAbsY,StdReturn,ItrTime,MinReturn,dLoss,MeanKL,AveragePolicyStd,AbsLearnSignal
677.309461168,377.123821593,0.334912335365,257.816017943,66,177.279,24.1351,3621.666795015335,81.7996,-185.858,0.0,55,1.1815595626831055,-1.16172719039,9.854746341705322,-185.953,177.31,6.19052038131,3.032e+10,0.14043593406677246,0.334805623571,177.291766358,177.296572279,95.1407509501,65.63621258735657,165.012435656,0.094986,0.00987787,1.00078,0.334912335365
603.139579225,408.139737386,0.287328775907,273.505171153,61,177.317,24.1345,3687.456425666809,78.5614,-183.435,0.0,56,1.1965065002441406,-1.52928544597,10.063772201538086,-183.505,177.347,6.11553414581,3.03025e+10,0.14224624633789062,0.287193243586,177.330067198,177.335214419,78.1408761044,65.66515350341797,248.722113058,0.069931,0.00865601,1.00074,0.287328775907
716.271865273,413.412776553,0.385488774152,273.565577912,60,176.681,24.1341,3752.1686112880707,78.448,-183.657,0.0,57,1.1819610595703125,-0.550008919532,9.76946759223938,-184.468,176.71,6.06380380354,3.02917e+10,0.14498472213745117,0.385232462158,176.694765117,176.70050626,104.364142458,64.59645009040833,159.235855318,0.811066,0.0082953,1.00072,0.385488774152
752.492882783,400.098644531,0.624021596814,267.353589944,61,177.199,24.1375,3818.079280614853,78.3624,-184.779,0.0,58,1.1769325733184814,0.243576748607,9.797181129455566,-184.859,177.232,6.08149600574,3.03949e+10,0.1387925148010254,0.623515050444,177.213622235,177.219452496,102.204029744,65.78649187088013,173.79224279,0.0805206,0.00793734,1.00092,0.624021596814
801.454225932,393.212529694,0.658545341325,264.840558917,63,176.781,24.1353,3882.133931875229,78.7339,-183.255,0.0,59,1.1743168830871582,0.173077438454,9.706481456756592,-183.361,176.81,6.0726262909,3.03254e+10,0.1376018524169922,0.658238564144,176.792623262,176.797044179,102.270307255,63.92738604545593,191.357129014,0.10527,0.00982703,1.00079,0.658545341325
710.909242901,387.087143038,0.648907838319,261.45610541,64,176.629,24.134,3947.5912613868713,76.936,-181.809,0.0,60,1.2017526626586914,0.247505202924,9.978447437286377,-181.888,176.663,6.01009895702,3.02866e+10,0.14008188247680664,0.648591454366,176.641314211,176.649166125,101.835996814,65.33368110656738,160.866455132,0.0791931,0.00644305,1.00071,0.648907838319
682.104730733,364.740340173,0.68978857426,253.018022919,66,176.226,24.1313,4014.1811192035675,76.21,-175.388,0.0,61,1.1847622394561768,0.421925939378,9.787957668304443,-175.486,176.263,5.98936586247,3.0206e+10,0.14029669761657715,0.689795708959,176.239634359,176.248381144,71.0288857721,66.47450113296509,257.873251119,0.0977325,0.00937384,1.00056,0.68978857426
646.788148656,366.883991508,0.282568634031,252.361905322,67,175.97,24.1336,4081.2320296764374,74.7856,-179.489,0.0,62,1.2108566761016846,-1.39839714123,10.123838186264038,-179.573,176.012,5.93703007466,3.02747e+10,0.14295029640197754,0.282770663048,175.984562746,175.995395918,98.5955837336,66.91908311843872,168.323828771,0.0841522,0.0098387,1.00069,0.282568634031
785.817009705,392.022967627,0.684314337795,265.547250734,63,175.259,24.1334,4146.795111656189,75.1832,-182.658,0.0,63,1.1870043277740479,0.484980894319,9.872694253921509,-182.76,175.303,5.93481587459,3.02701e+10,0.13999032974243164,0.684342788414,175.271688624,175.283750325,85.6311962607,65.44059252738953,247.182043842,0.101532,0.00985028,1.00068,0.684314337795
982.076894864,401.143161535,0.121333474237,266.423320437,61,174.913,24.1328,4213.907702207565,73.4711,-177.264,0.0,64,1.2071189880371094,-14.9399086277,10.009866952896118,-177.313,174.964,5.87319263361,3.02507e+10,0.14359807968139648,0.121237158263,174.927620337,174.943756567,125.631113243,66.99553084373474,260.730356449,0.0484924,0.00403364,1.00065,0.121333474237
720.375849027,367.727176866,0.53340988414,254.491909041,67,174.284,24.1352,4282.182533025742,73.5963,-174.481,0.0,65,1.2805750370025635,-0.478189289877,10.47072696685791,-174.572,174.339,5.89581756662,3.03238e+10,0.14754843711853027,0.533230363776,174.294854858,174.312392062,83.9349577201,68.14641118049622,237.19444179,0.0908203,0.00855552,1.00079,0.53340988414
630.586019401,383.474589483,0.576953651914,261.985640171,64,173.595,24.138,4350.037484169006,72.4057,-173.368,0.0,66,1.2392914295196533,0.255684674445,10.321783304214478,-173.458,173.647,5.83983069262,3.04088e+10,0.14531731605529785,0.576773824924,173.608918736,173.62661075,77.9668703392,67.72563099861145,195.587636187,0.0899048,0.00949423,1.00095,0.576953651914
781.772704289,374.058199918,0.337693268222,256.414803284,66,172.752,24.1387,4418.470633029938,71.2404,-174.737,0.0,67,1.2376432418823242,-2.4797362604,10.20647144317627,-174.837,172.807,5.79374730674,3.04288e+10,0.14620423316955566,0.337742492358,172.766852429,172.785669934,95.4564563641,68.30249404907227,248.269712784,0.0997925,0.00982654,1.00099,0.337693268222
567.906678772,383.837142868,0.498187578961,261.856295378,65,172.163,24.1435,4486.990404844284,69.3926,-176.498,0.0,68,1.2418763637542725,0.0517459377417,10.484935760498047,-176.58,172.22,5.71603616675,3.05781e+10,0.14812684059143066,0.4984632116,172.175573775,172.194861935,86.875486692,68.3841507434845,195.632369088,0.0827026,0.00980797,1.00128,0.498187578961
787.667026752,380.452657777,0.562390719264,259.098627862,65,171.601,24.1434,4554.089375972748,68.8554,-173.324,0.0,69,1.2473130226135254,0.256272120551,10.41516661643982,-173.417,171.65,5.69498300463,3.05749e+10,0.14557480812072754,0.562548968328,171.616931704,171.632833029,92.0553576136,66.97115302085876,139.865693078,0.0923767,0.00940684,1.00127,0.562390719264
