AverageAbsY,ProcessExecTime,Entropy,AbsLearnSignalNew,Iteration,AverageQ,ExplainedVariance,LossBefore,MaxReturn,StdReturn,Perplexity,AverageAbsQ,LossAfter,ItrTime,AbsLearnSignal,AverageAbsQYDiff,AverageY,AverageQLoss,MeanKLBefore,dLoss,Time,EnvExecTime,MinReturn,AbsLearnSignalOld,PolicyExecTime,AverageDiscountedReturn,AverageReturn,NumTrajs,MeanKL,AveragePolicyStd
164.494967772,0.14439725875854492,24.1231,0.613325806942,154,164.374,0.213204242094,-174.921,812.263727775,125.961853517,2.99599e+10,164.563,-174.99,56.15899324417114,0.613325806942,5.83588984861,164.384081009,79.0724,0.0,0.0682678,8915.963500499725,8.887465715408325,186.932155199,0.613218564752,1.088289499282837,266.223371181,404.001781909,60,0.00846985,1.00008
164.518080185,0.1481771469116211,24.1192,0.236530640974,155,164.415,-5.62399135189,-177.711,810.485405311,112.074188172,2.98435e+10,164.591,-177.762,56.76341509819031,0.236530640974,5.75361637124,164.423383416,74.6659,0.0,0.0513763,8972.855877399445,9.190327644348145,174.706373199,0.236526070776,1.146852731704712,268.414782287,405.823350764,61,0.00782582,0.99985
165.152874975,0.14693236351013184,24.1249,0.319319494093,156,165.048,-3.43868427623,-174.774,662.353136191,89.980618253,3.00129e+10,165.219,-174.845,56.98332595825195,0.319319494093,5.79004519705,165.056035381,78.5864,0.0,0.0711823,9029.969405174255,9.023972988128662,158.240510275,0.319359979906,1.1003971099853516,263.406668587,390.645271056,63,0.00511018,1.00018
164.98406775,0.14052319526672363,24.1265,0.279798800117,157,164.884,-2.16759132294,-175.756,711.367115468,112.192994365,3.00602e+10,165.062,-175.819,56.99557113647461,0.279798800117,5.79745190009,164.89282997,78.5061,0.0,0.0631866,9087.094291448593,8.826100587844849,161.538200518,0.27981306882,1.067535638809204,264.773728149,398.468816223,61,0.00696628,1.00028
165.211044018,0.14281535148620605,24.1299,0.0789188618219,158,165.102,-1883.45330488,-171.284,732.892817088,122.583833269,3.01641e+10,165.276,-171.369,58.20280432701111,0.0789188618219,5.82158648058,165.112531138,79.7498,0.0,0.0846558,9145.427290916443,8.827170372009277,166.588554367,0.0789146996118,1.066072702407837,258.226021159,385.519093088,63,0.00250206,1.00048
165.771911502,0.14513921737670898,24.1292,0.56985501373,159,165.664,-0.319573841027,-174.546,724.406574966,104.373845393,3.01432e+10,165.845,-174.637,57.461538791656494,0.56985501373,5.91365547266,165.670057034,85.9844,0.0,0.0903625,9203.047951459885,8.989660501480103,248.362661331,0.569618629071,1.0892956256866455,268.175747802,404.538560164,60,0.00920716,1.00044
165.78769321,0.14041399955749512,24.1275,0.142916866289,160,165.673,-12.3090414301,-175.921,816.018585888,116.538751625,3.00909e+10,165.859,-175.965,57.315539598464966,0.142916866289,5.93839264121,165.684124276,88.5199,0.0,0.0438232,9260.50111079216,8.64417290687561,166.945738465,0.142854667457,1.0797030925750732,269.198884111,407.82069486,60,0.00653321,1.00034
165.252693491,0.14766359329223633,24.1256,0.482965257016,161,165.146,-0.173898836726,-173.433,1087.01996168,120.931897121,3.00331e+10,165.324,-173.542,57.891183853149414,0.482965257016,5.94261833008,165.154549361,87.6562,0.0,0.109024,9318.525530815125,9.469114303588867,171.618450455,0.482918135032,1.1500437259674072,262.596098195,393.600035791,63,0.00947916,1.00022
165.555924989,0.14676260948181152,24.1269,0.217683366273,162,165.435,-9.32637889095,-173.617,725.03617951,100.534311066,3.0073e+10,165.618,-173.708,56.9669463634491,0.217683366273,6.02401036415,165.448348119,92.124,0.0,0.0912933,9375.628932714462,9.125287532806396,182.823830053,0.217727097868,1.1232147216796875,266.927216431,399.147798901,62,0.00577505,1.0003
166.094621069,0.1481165885925293,24.1256,0.521914094276,163,165.969,-0.693302535376,-177.812,775.426227247,110.827394302,3.00327e+10,166.166,-177.892,56.219895362854004,0.521914094276,5.94244498555,165.977542941,86.5025,0.0,0.0800476,9431.984174489975,9.229715585708618,155.720008312,0.521838506073,1.1252110004425049,263.380842572,393.132043292,63,0.00953605,1.00022
166.504909711,0.1462094783782959,24.1241,0.492136629104,164,166.372,-0.335457904021,-178.141,683.818220136,94.3376626881,2.99877e+10,166.573,-178.213,57.026310205459595,0.492136629104,6.00938217441,166.380721378,85.4261,0.0,0.0720062,9489.146392583847,9.052832841873169,229.756160652,0.491929245741,1.0947349071502686,263.617944718,390.665698033,63,0.00533334,1.00014
166.76074272,0.15065836906433105,24.1231,0.561839921726,165,166.624,0.00649401712369,-177.514,758.233788164,104.174866261,2.99593e+10,166.829,-177.594,58.12391400337219,0.561839921726,6.06229206602,166.633499486,91.4815,0.0,0.079834,9547.406941652298,9.498598575592041,214.197281181,0.561696060894,1.1600971221923828,265.933938824,397.518968294,62,0.00931355,1.00008
166.957563063,0.14981865882873535,24.1255,0.688966285034,166,166.822,0.397189282757,-179.563,701.022531702,112.382041426,3.00303e+10,167.037,-179.66,57.80477285385132,0.688966285034,6.11733148645,166.829981477,94.9974,0.0,0.0966797,9605.350079774857,9.319308757781982,174.921863359,0.68938800157,1.1272037029266357,258.605463079,382.764220596,65,0.00824125,1.00022
167.513343357,0.14833712577819824,24.1274,0.352344471462,167,167.38,-0.985537220886,-181.574,626.293020248,109.871089195,3.0087e+10,167.584,-181.628,57.91178226470947,0.352344471462,6.0610812556,167.389388068,91.3536,0.0,0.0536957,9663.399137973785,9.404250383377075,154.760724096,0.352173801025,1.135568618774414,265.742953923,398.558296548,62,0.00584741,1.00033
167.447453975,0.14750242233276367,24.1289,0.488850428835,168,167.312,-1.10872115826,-175.039,689.496067347,106.688718217,3.01319e+10,167.521,-175.114,57.47554302215576,0.488850428835,6.08566198191,167.322236754,92.3625,0.0,0.0752258,9721.013662099838,9.085105180740356,168.913782733,0.489155144349,1.10994291305542,260.90282758,386.86618709,64,0.00842158,1.00042
167.870837194,0.1475820541381836,24.1311,0.714263409782,169,167.753,0.35204751421,-177.122,672.605460824,104.152638806,3.01999e+10,167.958,-177.202,58.57425355911255,0.714263409782,5.97696303268,167.759346937,83.6524,0.0,0.080307,9779.723475694656,9.163267612457275,175.529643751,0.713981343715,1.1012427806854248,267.091014261,400.033693651,62,0.0093751,1.00055
168.079891797,0.15359139442443848,24.1282,0.642179603061,170,167.964,0.369038079598,-173.523,636.639139656,100.342271929,3.01129e+10,168.154,-173.61,57.65383529663086,0.642179603061,5.9135111301,167.974359514,80.5365,0.0,0.0869904,9837.513058900833,9.35317063331604,179.394195679,0.641956560588,1.1272666454315186,251.060049693,366.718711258,67,0.00957735,1.00038
168.1792158,0.1462712287902832,24.1288,0.281461626329,171,168.046,-3.62787002263,-181.655,882.018681421,134.754295411,3.01313e+10,168.251,-181.695,57.82245111465454,0.281461626329,5.96723607057,168.055239456,81.6888,0.0,0.0398254,9895.47095131874,9.289130926132202,157.112700653,0.281435714056,1.1158361434936523,272.147786984,417.469696799,59,0.00222761,1.00042
167.720435636,0.1465282440185547,24.1276,0.611582303564,172,167.568,-0.103673494598,-178.722,840.411082332,125.729066969,3.00954e+10,167.79,-178.816,57.332366704940796,0.611582303564,5.97909025816,167.576169759,83.9671,0.0,0.0935974,9952.932799100876,9.332615852355957,210.240744166,0.611865309097,1.1180191040039062,272.569564614,415.458060054,60,0.00943381,1.00035
167.553510621,0.14721226692199707,24.1272,0.700497388095,173,167.418,0.173294738818,-187.447,1140.31876746,140.107981182,3.00821e+10,167.624,-187.524,56.4163863658905,0.700497388095,6.02811512588,167.427610892,84.9925,0.0,0.0767975,10009.487395524979,9.23668885231018,184.341680246,0.700430362881,1.0993685722351074,279.788754722,435.801594366,57,0.00949665,1.00032
167.773390859,0.14404010772705078,24.1308,0.682193553345,174,167.645,-0.0513797959472,-180.559,711.766282735,118.69512165,3.01893e+10,167.85,-180.636,57.18067240715027,0.682193553345,5.92586106741,167.652619333,80.6409,0.0,0.0769043,10066.802790164948,9.084718227386475,151.858081244,0.682233406245,1.0814266204833984,266.828784199,403.639216541,61,0.00972514,1.00053
168.131679927,0.14597678184509277,24.1291,0.447990214377,175,167.994,-0.865763988591,-180.636,690.38310436,99.9763739107,3.01388e+10,168.198,-180.745,58.21443271636963,0.447990214377,5.97006550119,168.003536546,81.9675,0.0,0.1091,10125.14923453331,9.230242013931274,185.388375381,0.448223248286,1.1088674068450928,267.345011599,398.791746319,62,0.00856183,1.00043
168.181464414,0.14337491989135742,24.1267,0.37606975092,176,168.05,-1.67339940758,-179.94,932.499863849,114.172273196,3.00673e+10,168.255,-180.037,57.56714415550232,0.37606975092,6.02118882536,168.059101188,84.8649,0.0,0.0966492,10182.85295844078,9.208676815032959,204.544499576,0.375967855761,1.0859687328338623,279.263407488,428.448930267,58,0.00901812,1.00029
168.441620123,0.14713191986083984,24.1289,0.194525965624,177,168.298,-18.7388678608,-182.954,643.096883345,93.1777907511,3.01331e+10,168.519,-183.047,57.44503474235535,0.194525965624,5.9554121623,168.305700784,80.8686,0.0,0.0929108,10240.436319112778,9.363957643508911,237.433861259,0.194551925385,1.1106607913970947,264.78034158,391.90273285,64,0.00994978,1.00042
168.544158319,0.14194703102111816,24.1291,0.356322533223,178,168.41,-0.799509543112,-186.416,981.97811315,110.748299078,3.01397e+10,168.621,-186.491,56.33723783493042,0.356322533223,5.9520462735,168.417407003,82.6039,0.0,0.0753326,10296.91138625145,9.214669466018677,263.190396609,0.356216594593,1.0863335132598877,276.262382369,419.255251345,59,0.0099803,1.00043
169.247651341,0.1427919864654541,24.1301,0.656377316527,179,169.119,0.185857227387,-179.358,731.031251017,101.898140711,3.01703e+10,169.324,-179.426,56.787386655807495,0.656377316527,5.99497788509,169.124338868,81.5324,0.0,0.0681763,10353.831044197083,8.903650999069214,193.037937509,0.65627044378,1.0626604557037354,256.836825856,377.918326695,64,0.00655635,1.00049
169.425881472,0.1460883617401123,24.1312,0.722672635827,180,169.28,0.535612747222,-185.224,760.514937822,118.087248265,3.0204e+10,169.493,-185.313,56.55865740776062,0.722672635827,6.00011051261,169.291195189,82.2827,0.0,0.0898438,10410.524334907532,9.209271907806396,150.887572228,0.722912985444,1.093055009841919,268.171661473,404.378360988,62,0.00977562,1.00056
169.579721833,0.13936567306518555,24.1314,0.243121235965,181,169.433,-8.14132143858,-181.019,676.701741024,98.2270892282,3.02097e+10,169.651,-181.084,55.39606070518494,0.243121235965,6.09515861388,169.439391632,86.8701,0.0,0.0655518,10466.05390381813,8.695252418518066,179.736427274,0.243071837512,1.050121784210205,258.577324303,380.379332059,64,0.00632867,1.00057
169.660725422,0.1388709545135498,24.1323,0.713224820518,182,169.52,0.426415975114,-183.469,837.306396052,128.500866109,3.0237e+10,169.729,-183.55,56.28098654747009,0.713224820518,6.14512324489,169.530509933,89.0333,0.0,0.0801392,10522.467260599136,8.875301122665405,167.252811444,0.713241531606,1.0546209812164307,266.061506364,401.142630949,62,0.0099736,1.00062
169.806786238,0.14065098762512207,24.1321,0.167011163868,183,169.688,-20.5837806287,-177.638,870.103648525,121.860151194,3.02308e+10,169.872,-177.708,56.01333951950073,0.167011163868,6.1578172622,169.69209072,90.9016,0.0,0.0692596,10578.618160247803,8.955897331237793,158.775833417,0.167051828318,1.0696308612823486,255.787902335,378.475593309,65,0.00941496,1.00061
169.728330123,0.14204144477844238,24.1313,0.22515104318,184,169.612,-7.06122941172,-180.441,813.013634021,106.799670303,3.02047e+10,169.803,-180.511,56.510440826416016,0.22515104318,6.11015114951,169.621036046,86.4978,0.0,0.0700226,10635.26488161087,9.318588972091675,215.778317895,0.225087968612,1.1357920169830322,269.719158157,405.533105903,61,0.00933155,1.00056
170.128844836,0.1408066749572754,24.1297,0.518119986393,185,170.001,0.196909143328,-186.419,837.964635738,117.530492248,3.0158e+10,170.199,-186.485,55.592084646224976,0.518119986393,6.06784678113,170.007464407,84.7943,0.0,0.0662079,10690.991274356842,8.900656938552856,182.375126332,0.517805180061,1.0842926502227783,258.102152615,382.206579045,65,0.00772508,1.00047
169.879033226,0.14542889595031738,24.1288,0.454899675336,186,169.746,-0.691208146247,-184.266,668.040375437,96.1970654351,3.01308e+10,169.948,-184.365,56.51564812660217,0.454899675336,6.17410525142,169.752902452,91.1057,0.0,0.0984955,10747.643136262894,9.388383626937866,227.224160052,0.454830278389,1.1458580493927002,269.529128997,404.275819075,61,0.00903553,1.00042
170.265956807,0.143446683883667,24.1304,0.320949027486,187,170.137,-1.30550394753,-184.785,736.157760385,116.920128966,3.01772e+10,170.34,-184.85,55.29765009880066,0.320949027486,6.18352282042,170.143989266,91.4828,0.0,0.0653076,10803.080297231674,9.307060480117798,186.912554713,0.321034253262,1.1200320720672607,270.924350736,411.012577175,60,0.00482991,1.00051
170.572402912,0.14448237419128418,24.1296,0.476415451296,188,170.417,-0.552006097067,-180.218,802.458434777,122.593040764,3.01553e+10,170.626,-180.321,55.881263256073,0.476415451296,6.11289594177,170.427654843,87.2658,0.0,0.103424,10859.098282814026,9.219043016433716,169.372835662,0.476327613367,1.1014683246612549,256.686188165,381.477673719,64,0.00981269,1.00046
170.604254948,0.14047765731811523,24.1308,0.0636736891228,189,170.441,-152.540908838,-183.854,777.547808877,116.349963143,3.01897e+10,170.665,-183.948,55.74347114562988,0.0636736891228,6.28150510589,170.447562649,98.6573,0.0,0.0941772,10914.97852730751,9.332834482192993,230.542123451,0.063657497676,1.0981416702270508,268.699463382,406.281715192,60,0.0098314,1.00053
170.502285598,0.14411520957946777,24.1321,0.269591243184,190,170.342,-4.37376522295,-180.534,692.666473085,99.547657623,3.02298e+10,170.557,-180.605,55.74485683441162,0.269591243184,6.25185132805,170.352294174,97.4729,0.0,0.070755,10970.857865810394,9.168540477752686,195.170532474,0.269512562906,1.1036384105682373,253.700916215,369.048285206,67,0.00649704,1.00061
170.709330298,0.1480402946472168,24.1314,0.261623645627,191,170.557,-6.53785723334,-178.55,745.907226953,122.04212151,3.02086e+10,170.77,-178.648,55.42929267883301,0.261623645627,6.34303806157,170.564174122,107.786,0.0,0.0980377,11026.41781616211,9.380647420883179,169.850448617,0.261648912457,1.113373041152954,259.620701336,386.757348667,64,0.00974465,1.00057
170.387463839,0.14655280113220215,24.1318,0.595640954055,192,170.228,0.0824400497845,-179.411,687.251771469,96.1114340159,3.02206e+10,170.434,-179.501,56.04360318183899,0.595640954055,6.19966024391,170.239792014,95.3004,0.0,0.0903625,11082.594636917114,9.339973211288452,225.688768058,0.595848908802,1.1018731594085693,272.080820972,409.823309021,60,0.00984211,1.00059
170.153949872,0.1433553695678711,24.1341,0.504204555204,193,169.973,-0.226487638897,-180.609,727.699123866,126.453653277,3.02897e+10,170.204,-180.671,55.8852264881134,0.504204555204,6.33046868671,169.980105434,103.795,0.0,0.0617218,11138.611799001694,9.335851192474365,213.361039562,0.504521995396,1.1312344074249268,263.957870206,397.723613446,62,0.00893531,1.00073
170.235079331,0.14523887634277344,24.1336,0.508340379215,194,170.074,-0.287706028003,-180.252,778.391130155,129.013395223,3.02761e+10,170.289,-180.333,55.9185528755188,0.508340379215,6.20727956282,170.079829842,96.886,0.0,0.0806885,11194.665996551514,9.425781726837158,210.048559497,0.508388537156,1.1115317344665527,247.825874347,364.923139018,66,0.00962488,1.0007
170.016095317,0.14424991607666016,24.1316,0.185964581004,195,169.842,-13.5513031827,-173.852,610.806547189,105.815596627,3.02161e+10,170.058,-173.983,55.52142834663391,0.185964581004,6.21580801466,169.852338635,96.2087,0.0,0.131302,11250.320034742355,9.456100225448608,170.892131447,0.185983105305,1.1136770248413086,252.568897803,370.342427848,65,0.00893573,1.00058
169.874055333,0.14642786979675293,24.1304,0.193325752428,196,169.704,-30.3419618316,-177.775,645.61670898,110.045653476,3.01791e+10,169.921,-177.853,56.334022998809814,0.193325752428,6.14230396271,169.71146679,93.3978,0.0,0.0778961,11306.784143447876,9.594242095947266,153.633363985,0.19327451475,1.1202895641326904,248.498466998,363.479727361,67,0.00963103,1.00051
169.7402886,0.1451568603515625,24.1272,0.662287902499,197,169.567,0.28743939081,-174.506,894.1134006,145.39359538,3.00834e+10,169.765,-174.596,56.12252187728882,0.662287902499,6.16755437697,169.574501601,96.6314,0.0,0.0897827,11363.041348934174,9.577808618545532,177.048259787,0.662275824959,1.128849983215332,249.342847127,370.824142798,65,0.00988063,1.00032
169.79845742,0.14651989936828613,24.1293,0.317315902982,198,169.635,-4.36151033269,-173.899,637.366898336,97.3495384081,3.01445e+10,169.826,-173.986,55.36655569076538,0.317315902982,6.12204314252,169.6421942,93.2551,0.0,0.0869904,11418.538417339325,9.380448341369629,201.864993306,0.317179945778,1.1056361198425293,256.509352733,377.462353761,64,0.00961684,1.00044
169.936578065,0.14576506614685059,24.1326,0.373963078242,199,169.789,-0.315492298073,-173.631,726.620163039,104.317694166,3.0246e+10,169.973,-173.702,55.89052391052246,0.373963078242,6.00629954129,169.793666335,88.2437,0.0,0.0708923,11474.565206289291,9.462541341781616,179.696445094,0.373844219524,1.1124155521392822,245.369412077,355.36846057,68,0.00740048,1.00064
170.606117703,0.1471095085144043,24.1323,0.226894888735,200,170.466,-11.8379409996,-175.035,747.246124291,133.103573562,3.0236e+10,170.65,-175.097,56.32538652420044,0.226894888735,6.0349197217,170.472951072,89.3732,0.0,0.0626373,11531.025254249573,9.397619247436523,142.793457388,0.226835748692,1.1381018161773682,248.174345431,365.594160385,67,0.0023282,1.00062
170.439506667,0.14518046379089355,24.1313,0.598231705038,201,170.32,0.277785086398,-175.148,665.667561662,115.423126645,3.02063e+10,170.493,-175.231,56.29707169532776,0.598231705038,5.98292994594,170.325379364,87.0271,0.0,0.0827179,11587.450567245483,9.60213303565979,212.219822247,0.597798818372,1.117236614227295,251.81062425,371.430665242,65,0.00929704,1.00056
169.863323117,0.1466681957244873,24.1306,0.63233344759,202,169.741,0.419220095382,-173.446,684.247969607,114.496811952,3.01852e+10,169.909,-173.526,55.81327676773071,0.63233344759,5.82540833189,169.747937698,78.9374,0.0,0.0793152,11643.394921541214,9.662667989730835,196.996188811,0.632260608827,1.1281383037567139,258.324033294,384.41972368,63,0.00781111,1.00052
170.152631875,0.1454625129699707,24.1324,0.218945560018,203,170.039,-5.09607174184,-177.063,745.383627571,114.049559575,3.02397e+10,170.202,-177.143,56.01230835914612,0.218945560018,5.78238698361,170.047214832,74.8532,0.0,0.0803375,11699.547600030899,9.641668558120728,222.046837522,0.218909172905,1.1063587665557861,265.075719751,396.957947182,62,0.00656003,1.00063
169.804928273,0.14404582977294922,24.1314,0.115092728636,204,169.7,-29.0909642047,-178.384,765.601255976,125.34035193,3.02102e+10,169.866,-178.452,56.57169246673584,0.115092728636,5.69516588994,169.706537635,71.1046,0.0,0.0674591,11756.24357175827,9.440532684326172,160.595183862,0.115120851672,1.1162824630737305,258.436075785,385.578753227,64,0.00713163,1.00057
170.110048912,0.1440725326538086,24.1293,0.638070000942,205,170.015,0.242290657336,-174.497,779.669234258,124.13711464,3.01463e+10,170.172,-174.585,56.41594457626343,0.638070000942,5.66581546483,170.02369866,69.2629,0.0,0.0880432,11812.789154291153,9.351831912994385,197.804257598,0.637929507991,1.0983281135559082,264.55680532,398.186134582,62,0.00960929,1.00045
170.206566367,0.14389991760253906,24.1338,0.320827124684,206,170.121,-1.24951948482,-180.22,810.634057055,140.791221501,3.0282e+10,170.268,-180.283,57.736987590789795,0.320827124684,5.64776143653,170.129305326,68.7839,0.0,0.063385,11870.656208276749,9.438964605331421,191.944092918,0.320726343,1.0900745391845703,275.053741106,426.631429959,57,0.00816013,1.00071
170.910304145,0.1440281867980957,24.1305,0.223785632844,207,170.827,-14.1982945344,-170.1,658.060337572,98.0481670324,3.01814e+10,170.971,-170.163,57.29751014709473,0.223785632844,5.6394584716,170.8336407,67.4784,0.0,0.0624847,11928.080557823181,9.354129314422607,178.610810064,0.223790373609,1.1011407375335693,251.712404442,366.840531742,66,0.00871358,1.00052
170.890607219,0.14127254486083984,24.1304,0.594721122105,208,170.801,0.336288082407,-176.342,726.727366575,122.323005052,3.01774e+10,170.947,-176.423,57.782675981521606,0.594721122105,5.57361348379,170.808613859,66.97,0.0,0.0802155,11985.996924877167,9.308298826217651,212.473447216,0.594825952988,1.0830268859863281,272.073123354,415.086784047,60,0.00962692,1.00051
170.713749851,0.1412360668182373,24.131,0.420295864792,209,170.622,-0.489747536094,-178.777,704.449329257,119.796558272,3.01973e+10,170.779,-178.841,56.783961057662964,0.420295864792,5.55728148108,170.63024177,65.1356,0.0,0.0638885,12042.921297311783,9.413620471954346,159.842284183,0.420394898366,1.1124415397644043,268.587492616,406.454288731,60,0.00909932,1.00055
170.864469223,0.14031243324279785,24.1303,0.194590620763,210,170.771,-22.2265041336,-170.728,723.556093742,132.303280285,3.01763e+10,170.925,-170.808,55.2191801071167,0.194590620763,5.52388664615,170.776703127,63.8271,0.0,0.080658,12098.271183013916,9.009486675262451,164.437542195,0.19463006043,1.0719618797302246,267.027756064,405.534564259,61,0.00776208,1.00051
170.784982378,0.1407783031463623,24.131,0.680204137662,211,170.701,0.438129789294,-175.497,641.522029852,94.2505758122,3.01962e+10,170.849,-175.58,56.00744605064392,0.680204137662,5.51151343485,170.708457738,62.933,0.0,0.0826569,12154.415128707886,9.246963262557983,211.062272288,0.680052164196,1.0822091102600098,268.69177836,400.671961968,61,0.00966646,1.00054
170.929018542,0.1439530849456787,24.1308,0.469044086264,212,170.85,-0.792733486171,-180.728,977.563643281,150.698040539,3.01912e+10,170.987,-180.865,56.44612646102905,0.469044086264,5.48909425022,170.859623596,62.6884,0.0,0.13736,12210.993422985077,9.418590545654297,153.629454211,0.469102760416,1.1153883934020996,276.029481171,427.713183283,59,0.00881143,1.00053
171.609743716,0.14506959915161133,24.1314,0.526258469222,213,171.527,-1.18674698838,-177.611,912.492557565,131.475517239,3.02082e+10,171.673,-177.697,56.48024082183838,0.526258469222,5.46190114674,171.535310814,63.9203,0.0,0.0860748,12267.606471776962,9.575570344924927,220.738304321,0.526336666195,1.1291477680206299,268.556720427,407.555956268,61,0.00934172,1.00057
171.646174082,0.14268016815185547,24.132,0.438955208665,214,171.569,-0.662468656114,-180.801,766.356903515,116.776493721,3.02279e+10,171.713,-180.868,55.746901750564575,0.438955208665,5.4869125737,171.577089542,62.5048,0.0,0.0667419,12323.48799109459,9.262455701828003,214.171510329,0.439344729134,1.0823373794555664,271.935665052,412.527057994,60,0.00964762,1.00061
172.233034667,0.14496397972106934,24.1332,0.630378140176,215,172.155,0.318103953207,-175.212,771.399030967,115.750152219,3.02646e+10,172.299,-175.327,56.620405197143555,0.630378140176,5.46303122701,172.162446963,61.3786,0.0,0.115677,12380.243217468262,9.410006284713745,214.097002705,0.630429523323,1.0974783897399902,264.026861785,393.873005557,63,0.00977886,1.00068
172.218023146,0.14419913291931152,24.1319,0.623565966205,216,172.141,0.147979774483,-185.174,1056.68623828,155.519736459,3.02225e+10,172.282,-185.25,56.074747800827026,0.623565966205,5.42113655387,172.149459122,60.2691,0.0,0.0753479,12436.4545545578,9.38873553276062,170.960375235,0.623760694224,1.0895717144012451,284.655461429,450.487188101,55,0.00961516,1.0006
172.649476848,0.1424417495727539,24.1317,0.578176219423,217,172.563,0.0373022594727,-179.086,669.224471173,104.445126456,3.02174e+10,172.715,-179.235,55.914273262023926,0.578176219423,5.44984965166,172.570428662,61.3106,0.0,0.149155,12492.502034902573,9.289408445358276,184.99434606,0.578291653044,1.0908515453338623,275.971579149,419.040561939,59,0.00804549,1.00058
172.377141515,0.1447458267211914,24.1331,0.459981334613,218,172.294,-0.7530717423,-176.424,755.06398798,114.646365431,3.02602e+10,172.441,-176.493,56.739153146743774,0.459981334613,5.43235107495,172.302344661,60.6157,0.0,0.0691528,12549.379525184631,9.334195613861084,195.976171572,0.460095006692,1.1010816097259521,267.198269049,400.697303038,62,0.00902286,1.00067
172.376575931,0.14499258995056152,24.1334,0.631174755991,219,172.296,0.403676215205,-178.17,702.847169052,104.160333237,3.02699e+10,172.45,-178.254,55.97728109359741,0.631174755991,5.46186545701,172.301669135,60.8817,0.0,0.0832672,12605.49965262413,9.433768510818481,240.057531965,0.631744358672,1.103877305984497,274.59485759,413.940360821,60,0.00977658,1.00069
173.182879233,0.14528822898864746,24.1325,0.502821252192,220,173.094,0.0847295524235,-180.302,781.866983366,117.752009927,3.02424e+10,173.249,-180.409,56.41539692878723,0.502821252192,5.45595119653,173.100015919,60.6105,0.0,0.106644,12662.046447753906,9.349517345428467,274.226009513,0.502793877056,1.0898864269256592,282.867057503,435.468102966,57,0.00401969,1.00063
172.947462969,0.1432478427886963,24.1332,0.350995270345,221,172.86,-1.03558611124,-176.143,783.234944141,97.6546736017,3.02644e+10,173.015,-176.202,55.931915283203125,0.350995270345,5.52034931297,172.866324019,62.7475,0.0,0.0593872,12718.11394071579,9.297831296920776,263.142865348,0.351249317396,1.1025657653808594,275.753123434,413.900645638,61,0.00855551,1.00068
173.623253617,0.14375853538513184,24.1343,0.393173290261,222,173.548,-0.349441740344,-180.697,741.564405195,123.444783325,3.02977e+10,173.689,-180.768,55.95708131790161,0.393173290261,5.49083311141,173.555668638,61.4256,0.0,0.0708618,12774.201895713806,9.177867412567139,223.71573704,0.393443887121,1.0912373065948486,277.61217711,422.649016354,60,0.00945392,1.00074
174.346458261,0.1419978141784668,24.134,0.521562482911,223,174.266,-0.141297329197,-182.794,712.065366371,94.9428243524,3.02888e+10,174.411,-182.871,56.06173610687256,0.521562482911,5.46690714046,174.27323379,61.0294,0.0,0.0769653,12830.401089429855,9.336416244506836,231.563271914,0.521792135466,1.0993177890777588,281.593381925,427.019482604,59,0.00961553,1.00072
174.892798154,0.1439523696899414,24.1333,0.343088654876,224,174.821,-1.14618503583,-177.782,795.17659406,115.97228837,3.02672e+10,174.954,-177.839,56.48228859901428,0.343088654876,5.41941069564,174.828475339,59.591,0.0,0.0571747,12887.016870737076,9.458706617355347,181.841203397,0.343012172955,1.099158763885498,269.194104533,403.740434735,62,0.00797625,1.00068
175.174504359,0.14286231994628906,24.1329,0.713497519119,225,175.101,0.432128969812,-181.465,712.970692388,97.89379141,3.0253e+10,175.236,-181.547,55.62277817726135,0.713497519119,5.45323982345,175.106758124,60.2026,0.0,0.0826721,12942.774664878845,9.322394609451294,236.935195838,0.713557000287,1.0979337692260742,281.965360288,429.732835256,58,0.00974659,1.00066
175.446530149,0.1467885971069336,24.1307,0.319905560829,226,175.369,-1.71082480723,-181.391,719.248795406,97.496329517,3.01878e+10,175.507,-181.502,55.927151679992676,0.319905560829,5.49842665358,175.376431505,61.5491,0.0,0.110931,12998.834826231003,9.471084833145142,152.838057385,0.319985518065,1.10906982421875,284.504703267,435.512041226,59,0.00913659,1.00053
176.21274339,0.1412031650543213,24.1301,0.0891586353683,227,176.136,-78.6621209467,-182.331,783.501769332,112.24758352,3.0169e+10,176.281,-182.428,56.13663339614868,0.0891586353683,5.53116517531,176.143652229,61.9133,0.0,0.0964203,13055.10102891922,9.132486343383789,233.804530101,0.0891605003271,1.0668110847473145,281.933175303,431.311876636,58,0.0051927,1.00049
176.398474265,0.14288592338562012,24.1318,0.499220292742,228,176.33,-0.134609246749,-183.178,983.847219404,143.945381436,3.02195e+10,176.463,-183.216,55.75067353248596,0.499220292742,5.54872270484,176.335779897,62.244,0.0,0.0384216,13110.985960483551,9.220865964889526,151.642597786,0.499109499636,1.095445156097412,274.856171604,422.381641823,59,0.00399002,1.00059
177.313650881,0.14316821098327637,24.1328,0.26214680925,229,177.239,-3.88233732456,-186.413,824.621654558,124.640103552,3.025e+10,177.373,-186.483,55.55286383628845,0.26214680925,5.55957314802,177.246258124,62.8796,0.0,0.0696564,13166.670356035233,9.402328491210938,180.729318119,0.262081726423,1.1129395961761475,283.812243116,437.996545348,58,0.00837247,1.00065
