MinReturn,PolicyExecTime,AverageQLoss,AbsLearnSignalOld,AverageDiscountedReturn,ProcessExecTime,LossAfter,AverageQ,AbsLearnSignalNew,StdReturn,NumTrajs,AverageY,ExplainedVariance,AverageAbsQ,Perplexity,LossBefore,Entropy,EnvExecTime,AveragePolicyStd,dLoss,Iteration,MaxReturn,AverageAbsQYDiff,Time,MeanKL,AverageAbsY,ItrTime,AverageReturn,MeanKLBefore,AbsLearnSignal
307.528238095,1.0250117778778076,211.603,0.57290859068,286.837919596,0.12998390197753906,-208.324,191.083,0.572833824198,118.245797836,59,191.08929052,0.182250955747,191.434,2.94423e+10,-208.198,24.1057,9.070106029510498,0.999065,0.125839,193,788.605249435,9.47320834824,10676.745102405548,0.00975075,191.392996125,54.2314817905426,439.731313961,0.0,0.572833824198
234.745715644,1.0219807624816895,212.579,0.355505470287,281.66080176,0.12990283966064453,-204.687,188.012,0.355593272091,88.2195693037,61,188.020314361,-0.365682635033,188.405,2.9437e+10,-204.588,24.1055,9.119572401046753,0.999055,0.0986328,194,644.119748783,9.47994921164,10730.540149211884,0.00986088,188.378928331,53.674458503723145,423.21587629,0.0,0.355593272091
254.655200274,0.9893007278442383,223.442,0.696232337294,277.04038156,0.12775206565856934,-201.856,185.045,0.695722543874,83.7588700836,64,185.057960819,0.66935345045,185.512,2.94761e+10,-201.759,24.1068,8.843374967575073,0.999133,0.0971375,195,629.541041541,9.64937157882,10784.535606622696,0.00996912,185.509789736,53.88172912597656,410.167172324,0.0,0.695722543874
301.782418887,1.0126030445098877,228.7,0.619139175554,287.271249882,0.13234210014343262,-197.861,181.714,0.619106246546,88.7374693017,60,181.724933604,0.39504421299,182.177,2.95291e+10,-197.746,24.1086,9.166184902191162,0.999238,0.114822,196,769.386758598,9.70531832101,10838.31018948555,0.00989342,182.177837757,53.66368222236633,435.736043218,0.0,0.619106246546
277.438466763,1.0421233177185059,233.486,0.653746895866,293.978336942,0.13251733779907227,-198.647,179.493,0.653725238572,104.754731102,58,179.504765267,0.582339488324,179.976,2.95157e+10,-198.543,24.1082,9.323549747467041,0.999211,0.103561,197,790.096775548,9.77021244738,10894.027035236359,0.0098538,179.993554059,55.597692251205444,454.127826395,0.0,0.653725238572
268.325576589,1.0188469886779785,228.844,0.593441065868,304.697440158,0.12979722023010254,-201.044,177.518,0.593797536607,127.293024476,54,177.52955582,0.310237138915,178.03,2.95696e+10,-200.919,24.11,9.18826699256897,0.999318,0.12532,198,794.021496384,9.68084802401,10948.906782865524,0.00999464,178.059538854,54.755488872528076,485.786197216,0.0,0.593797536607
300.30492357,1.0334904193878174,225.805,0.616008047735,291.458508097,0.1313624382019043,-203.284,176.02,0.616277907816,88.9153409895,59,176.033042352,0.233341347405,176.49,2.95401e+10,-203.177,24.109,9.233150959014893,0.99926,0.107483,199,793.410156252,9.61046917423,11003.500890493393,0.00989545,176.520914604,54.48196816444397,444.411105674,0.0,0.616277907816
318.762467802,1.0125384330749512,216.853,0.532278233117,294.62748437,0.12909293174743652,-199.719,175.653,0.532595614403,115.65429721,58,175.664066715,0.0754707454937,176.088,2.95358e+10,-199.62,24.1089,9.047921657562256,0.99925,0.0991364,200,773.039441296,9.41533162332,11057.935945034027,0.00981924,176.098743044,54.31547284126282,455.434075147,0.0,0.532595614403
318.693606233,1.0284080505371094,200.477,0.666302562173,289.927977339,0.1309499740600586,-195.297,175.827,0.66599205474,104.499426449,60,175.841614017,0.422770605297,176.168,2.95419e+10,-195.208,24.1091,9.200583696365356,0.999263,0.0888977,201,923.752202695,9.10082913534,11112.076180696487,0.00641753,176.168211424,54.02208399772644,442.532423815,0.0,0.66599205474
272.695982418,0.9992680549621582,187.394,0.60279483886,295.988836978,0.12888193130493164,-207.495,175.91,0.603026068076,124.376621782,57,175.921167132,0.215429330561,176.213,2.95526e+10,-207.387,24.1094,9.11485242843628,0.999285,0.107208,202,775.499418115,8.80730707667,11165.850871801376,0.00957665,176.189726093,53.658979177474976,461.804620478,0.0,0.603026068076
286.926134885,0.9903829097747803,182.182,0.58488091751,299.787231468,0.12392210960388184,-203.633,175.97,0.585555997724,95.2586638305,57,175.981151991,0.208116432944,176.251,2.95914e+10,-203.532,24.1108,8.815950632095337,0.999362,0.101196,203,700.839903641,8.64218439547,11219.81154704094,0.00996016,176.226766898,53.839404344558716,464.472644398,0.0,0.585555997724
309.475337722,1.0114755630493164,170.727,0.552367458186,287.685790188,0.1269991397857666,-201.742,177.127,0.552645388355,91.8810817018,62,177.138062682,0.42550925711,177.352,2.95657e+10,-201.64,24.1099,8.90980839729309,0.999311,0.102081,204,772.218643704,8.36931776533,11273.739991426468,0.00975513,177.31096635,53.80943441390991,433.443012876,0.0,0.552645388355
283.294548879,0.9988570213317871,161.415,0.514836627302,294.934086563,0.12623810768127441,-209.046,177.962,0.515224369232,98.3618783821,58,177.97696825,-0.115968185716,178.155,2.95718e+10,-208.95,24.1101,8.902610301971436,0.999323,0.0961914,205,720.524895443,8.15577006709,11327.646713972092,0.00974766,178.107102746,53.78795504570007,453.636439583,0.0,0.515224369232
298.175432713,1.0274856090545654,149.806,0.643681743051,286.339139479,0.1301722526550293,-206.715,178.534,0.644531378183,103.670231529,62,178.541839039,0.581281617569,178.701,2.95122e+10,-206.605,24.1081,8.906763315200806,0.999204,0.109421,206,960.464501602,7.8853701183,11382.14531326294,0.00978782,178.645754917,54.37887501716614,432.541732008,0.0,0.644531378183
262.03482078,1.0487849712371826,139.116,0.611107385469,282.428936876,0.12776851654052734,-200.448,179.683,0.611498904034,116.10896842,62,179.695325553,0.397248926397,179.832,2.95512e+10,-200.353,24.1094,9.019033908843994,0.999282,0.094696,207,839.337987788,7.66973084665,11436.941579580307,0.0099184,179.779617425,54.6746301651001,426.296390745,0.0,0.611498904034
249.552654818,1.0726635456085205,137.818,0.589635237114,286.321569934,0.13137340545654297,-202.412,180.326,0.589934878998,91.6829076306,61,180.337238983,0.431158774484,180.464,2.95995e+10,-202.324,24.111,9.161473512649536,0.999377,0.0871277,208,700.523858012,7.61714799699,11491.21059179306,0.00647752,180.408940174,54.14362645149231,431.487723527,0.0,0.589934878998
295.426757996,1.0836727619171143,130.62,0.164914617471,281.845962117,0.1322793960571289,-200.111,181.442,0.164916708965,82.8793264345,63,181.452138572,-6.40743611884,181.583,2.96373e+10,-200.02,24.1123,9.3078134059906,0.999452,0.0902252,209,677.635782343,7.46715742199,11544.7130048275,0.00875951,181.531184028,53.385557651519775,419.248849608,0.0,0.164916708965
279.851193264,1.0783047676086426,129.264,0.438445849445,291.843189188,0.13230204582214355,-204.739,181.703,0.438696995942,122.681654842,59,181.713906712,-0.177091287535,181.846,2.96199e+10,-204.661,24.1117,9.136087894439697,0.999417,0.0780945,210,825.121592955,7.45460369833,11598.6630589962,0.00642392,181.790021551,53.83557319641113,449.028075652,0.0,0.438696995942
223.017943289,1.0770065784454346,129.716,0.539899947441,285.183982632,0.13197827339172363,-203.733,182.486,0.540407028854,105.067927463,62,182.497377847,0.0294383401741,182.62,2.96294e+10,-203.627,24.112,9.211483001708984,0.999436,0.106339,211,891.4887398,7.45253176883,11652.40263581276,0.00969138,182.568794453,53.621824502944946,429.525040252,0.0,0.540407028854
299.241197332,1.0463323593139648,130.823,0.492711950825,292.864856422,0.12944984436035156,-205.592,184.106,0.492992484105,112.669645201,59,184.116354803,0.043835581522,184.223,2.96254e+10,-205.492,24.1119,9.012554168701172,0.999427,0.0998077,212,883.957412714,7.4667208176,11706.650096416473,0.00980582,184.177409193,54.13135361671448,448.102747768,0.0,0.492992484105
322.216120178,1.0690608024597168,130.885,0.171124769513,292.219093361,0.13353967666625977,-205.542,184.945,0.171124174972,94.5823778139,61,184.95597919,-10.2000970154,185.058,2.96428e+10,-205.435,24.1125,9.241106271743774,0.999462,0.106842,213,742.973643506,7.53256560272,11760.91973233223,0.00949476,185.010637926,54.152791023254395,443.017192636,0.0,0.171124174972
315.679462636,1.0300557613372803,133.509,0.532705333829,296.245995361,0.13126039505004883,-203.794,186.454,0.53299832944,96.1566930555,60,186.463149123,0.138754793445,186.572,2.96257e+10,-203.708,24.1119,9.226688623428345,0.999428,0.0864105,214,910.407686499,7.59421540136,11815.029698133469,0.00642872,186.519971156,53.9940299987793,453.089194898,0.0,0.53299832944
232.912158735,1.0129332542419434,133.902,0.498135699719,291.114576332,0.12566661834716797,-207.965,188.499,0.497925426382,110.663491393,60,188.508713862,0.0509883296356,188.621,2.95813e+10,-207.861,24.1104,8.760067462921143,0.999339,0.104004,215,715.740826294,7.6177781506,11868.797284841537,0.00758621,188.57071004,53.6497483253479,443.052834891,0.0,0.497925426382
259.311779783,1.0144963264465332,133.115,0.635511665411,291.110055016,0.12417006492614746,-206.544,189.431,0.635587032299,84.0396347538,60,189.438702864,0.339983293361,189.557,2.95864e+10,-206.426,24.1106,8.860504865646362,0.99935,0.117905,216,649.661223117,7.62758971051,11922.904104471207,0.00997522,189.503638226,53.9831805229187,439.394303569,0.0,0.635587032299
288.878337312,1.025094747543335,138.6,0.65254648565,300.582186624,0.1271071434020996,-216.175,190.482,0.653511631302,87.6533250585,58,190.49088141,0.651791471904,190.609,2.95313e+10,-216.057,24.1087,8.7737135887146,0.99924,0.118118,217,667.963929566,7.78986638198,11977.576411008835,0.00995374,190.556543602,54.5536789894104,460.680977738,0.0,0.653511631302
324.868514303,1.0230226516723633,141.929,0.416898655958,300.903718715,0.12631630897521973,-211.534,191.662,0.417282364006,119.103314747,57,191.671442129,-0.174809845459,191.786,2.95539e+10,-211.397,24.1095,8.764384031295776,0.999286,0.136566,218,1122.50405519,7.87936176093,12031.682296037674,0.00980737,191.7351374,53.94944739341736,465.505442003,0.0,0.417282364006
250.530581391,1.0128660202026367,143.399,0.573047340401,289.949259433,0.12664794921875,-210.785,192.525,0.573386955885,86.6957355951,62,192.533724931,0.182241568217,192.647,2.95432e+10,-210.653,24.1091,8.681511878967285,0.999264,0.131577,219,764.602037747,7.94225276585,12085.502035140991,0.00993532,192.597398366,53.6995005607605,434.394121746,0.0,0.573386955885
263.316630746,1.061051368713379,151.915,0.58092679959,298.328401133,0.12834954261779785,-219.961,194.031,0.581384150804,124.47169799,57,194.044358055,0.175268753178,194.158,2.95381e+10,-219.86,24.1089,9.12743616104126,0.999254,0.101074,220,903.3327157,8.10662186874,12140.249855995178,0.00641088,194.115004385,54.626585960388184,462.96582949,0.0,0.581384150804
295.096404795,1.0426254272460938,151.661,0.429490822902,299.774303724,0.12813591957092285,-219.871,195.656,0.430017896897,105.889515314,58,195.665643935,-0.661038439678,195.78,2.95783e+10,-219.73,24.1103,9.050878047943115,0.999333,0.140869,221,830.902036199,8.16881355299,12195.100593805313,0.00989028,195.727775649,54.729578256607056,461.042858035,0.0,0.430017896897
237.743583066,1.046579122543335,152.292,0.590869623158,285.294685128,0.13165521621704102,-217.565,197.345,0.591134628847,110.849823403,62,197.359749589,0.135052029908,197.473,2.96086e+10,-217.433,24.1113,9.174394369125366,0.999394,0.131439,222,754.492142974,8.21826837188,12249.670117378235,0.00987833,197.425391968,54.44927668571472,428.354529495,0.0,0.591134628847
247.231013825,1.0456891059875488,146.154,0.649628605597,295.630818642,0.13289260864257812,-220.674,198.735,0.649813956727,118.504009126,59,198.748156614,0.233173899397,198.869,2.96161e+10,-220.551,24.1116,9.148212671279907,0.999408,0.122818,223,828.200418425,8.13277672068,12303.532002449036,0.00990373,198.813828592,53.74527645111084,453.974937259,0.0,0.649813956727
302.669263642,1.0257539749145508,139.968,0.41562386347,296.172181365,0.12889981269836426,-212.042,200.353,0.416066674641,92.6579227644,59,200.366758488,-0.75416109364,200.486,2.96492e+10,-211.924,24.1127,9.151630401611328,0.999473,0.118271,224,738.427100582,8.01944660815,12358.375779628754,0.00973817,200.433784264,54.724878787994385,449.694522494,0.0,0.416066674641
240.467930515,1.044438123703003,137.259,0.37575974771,303.71479504,0.13040471076965332,-218.881,201.975,0.375973166353,131.007415052,56,201.98828187,-0.522473331252,202.109,2.96343e+10,-218.783,24.1122,9.211754560470581,0.999445,0.0982971,225,1022.58767525,7.95025415066,12413.158447265625,0.00921232,202.053634024,54.659090518951416,473.598337692,0.0,0.375973166353
265.820137702,1.0840833187103271,133.492,0.571094966244,294.076569186,0.13262200355529785,-215.23,204.152,0.571023428175,134.758570788,59,204.168764039,-0.362506036069,204.272,2.95939e+10,-215.112,24.1108,9.415395975112915,0.999364,0.117706,226,1193.32170514,7.88979112796,12467.997392177582,0.00989577,204.22511902,54.71967077255249,451.586211615,0.0,0.571023428175
257.265900816,1.0405735969543457,134.163,0.581854692874,285.785826282,0.1318502426147461,-214.706,204.852,0.58164100567,102.168497423,62,204.869889388,0.272291487068,204.984,2.95726e+10,-214.594,24.1101,9.208861112594604,0.999321,0.111603,227,806.900104963,7.90604838356,12522.740179538727,0.00641434,204.931471646,54.6150758266449,427.064568081,0.0,0.58164100567
282.838399494,1.0449142456054688,135.687,0.369269057597,285.56502695,0.13370013236999512,-212.041,205.925,0.369332625443,114.268219068,62,205.944587083,-1.80921735534,206.053,2.95662e+10,-211.962,24.1099,9.273658514022827,0.999308,0.0791931,228,847.790591863,7.95130686504,12577.488729476929,0.00486677,206.009479757,54.62807083129883,429.224415691,0.0,0.369332625443
261.830349744,1.0383319854736328,135.832,0.403503644913,294.523566222,0.13407611846923828,-211.96,206.748,0.403718010854,119.125895333,59,206.769309367,-1.21477820916,206.866,2.95115e+10,-211.84,24.108,9.339978456497192,0.999199,0.120132,229,837.493825931,7.96722570856,12632.431429862976,0.00963484,206.826755734,54.820727586746216,450.421007434,0.0,0.403718010854
306.43762043,1.057600736618042,142.713,0.192401911802,307.809451232,0.13313937187194824,-219.324,207.642,0.192441430847,139.128851291,55,207.666113112,-11.1332275293,207.754,2.95175e+10,-219.15,24.1082,9.612353086471558,0.999211,0.173645,230,968.369645456,8.15149485316,12686.75015950203,0.00410577,207.719807751,54.2025728225708,486.307911345,0.0,0.192441430847
297.432106657,1.0796427726745605,146.473,0.66874005472,294.570771703,0.13718581199645996,-212.426,208.457,0.668861420564,121.400050121,61,208.484465802,0.400621220848,208.566,2.95103e+10,-212.315,24.108,9.65248990058899,0.999197,0.111755,231,835.771048183,8.2668547998,12740.768057346344,0.0099545,208.540177842,53.89565443992615,449.219164091,0.0,0.668861420564
257.531573028,1.0753660202026367,157.158,0.562033008973,294.32595309,0.13630175590515137,-210.487,209.062,0.562778544354,121.150823471,60,209.087293334,-0.278669908692,209.171,2.95612e+10,-210.398,24.1097,9.55849814414978,0.999298,0.0885315,232,869.360778159,8.49696845482,12794.853073358536,0.0064227,209.149553973,53.962661266326904,449.041460188,0.0,0.562778544354
245.601997051,1.0743935108184814,168.945,0.605462547612,289.155454747,0.13695573806762695,-209.674,210.221,0.60598658524,117.354598607,62,210.251638222,0.226330883247,210.335,2.95841e+10,-209.561,24.1105,9.582099676132202,0.999343,0.11351,233,769.91052105,8.79169525682,12849.33394241333,0.00958641,210.310976787,54.36017656326294,437.066591329,0.0,0.60598658524
271.445994979,1.0658140182495117,182.36,0.468168684067,287.734643473,0.13529443740844727,-208.3,212.153,0.468072052431,83.0371541922,63,212.190583847,0.0919192932583,212.255,2.95733e+10,-208.218,24.1101,9.409602403640747,0.999322,0.0816803,234,656.409232783,9.08587607093,12903.310733318329,0.00486733,212.24517392,53.8633017539978,427.710720177,0.0,0.468072052431
254.270293122,1.079634428024292,201.869,0.53378675958,296.612915901,0.13541197776794434,-214.787,213.664,0.534340152347,118.606989788,59,213.702746929,0.306783145512,213.777,2.95819e+10,-214.695,24.1104,9.60221815109253,0.999339,0.0921783,235,901.649950126,9.45473728966,12958.614477396011,0.00642707,213.766146423,55.18878126144409,454.216294127,0.0,0.534340152347
265.05945522,1.0336484909057617,221.059,0.519438110946,298.793701391,0.1319742202758789,-215.575,215.674,0.520214272214,103.941765181,58,215.72152852,-0.445063747703,215.788,2.95576e+10,-215.474,24.1096,9.111557245254517,0.999291,0.100967,236,831.151954241,9.81902249993,13012.894583702087,0.0064676,215.783242433,54.164469480514526,457.294493384,0.0,0.520214272214
295.010933532,1.0578324794769287,247.353,0.489004958501,299.44653089,0.13428783416748047,-218.73,218.291,0.489602327428,142.972299682,57,218.339177054,-0.0428746749981,218.419,2.95535e+10,-218.611,24.1095,9.472325563430786,0.999282,0.118988,237,1014.6068685,10.2675938091,13068.205278635025,0.00904134,218.41285904,55.189931869506836,466.647933502,0.0,0.489602327428
265.529217162,1.0506680011749268,278.273,0.534283492742,287.639970043,0.13446450233459473,-211.751,220.606,0.534665475629,97.4433823892,63,220.662379593,-0.300810092758,220.735,2.95308e+10,-211.624,24.1087,9.384929656982422,0.999237,0.127258,238,788.086500198,10.7905243758,13122.310813188553,0.00987664,220.733683744,53.98286437988281,430.402950272,0.0,0.534665475629
246.781606395,1.053896427154541,309.531,0.688195538069,294.977433008,0.133805513381958,-218.863,223.434,0.68901763389,107.450473433,60,223.503305661,0.492828731448,223.581,2.95774e+10,-218.734,24.1103,9.39854884147644,0.99933,0.12941,239,702.624164596,11.2608468002,13177.389646291733,0.00983806,223.597336829,54.96121168136597,448.542493184,0.0,0.68901763389
276.756094023,1.0500469207763672,354.979,0.515248338351,302.204811019,0.13260197639465332,-218.908,226.589,0.516242867381,151.627280857,56,226.652217728,-0.432730058933,226.744,2.95842e+10,-218.774,24.1105,9.362809419631958,0.999343,0.133331,240,1202.02982165,11.9274638797,13231.614610671997,0.00884371,226.755553378,54.10143995285034,474.380872153,0.0,0.516242867381
114.453114659,1.0431599617004395,408.959,0.635889950968,288.117079897,0.13357877731323242,-217.807,228.673,0.636028274176,123.057634007,61,228.74171513,0.0821989246805,228.842,2.96004e+10,-217.664,24.1111,9.353622674942017,0.999375,0.142349,241,933.586402526,12.5787315364,13285.589628458023,0.00973095,228.860900239,53.861674308776855,436.743250912,0.0,0.636028274176
260.843361228,1.0354092121124268,460.338,0.626897919171,299.689660543,0.13285017013549805,-223.292,231.39,0.627927152791,121.372669561,58,231.466598546,0.215943094279,231.573,2.96234e+10,-223.137,24.1118,9.290240287780762,0.999421,0.154373,242,754.552288459,13.2508360079,13339.24480843544,0.00998821,231.593448739,53.541505098342896,463.273933188,0.0,0.627927152791
285.710730853,1.012535810470581,518.302,0.497874816466,305.11362124,0.1307055950164795,-216.132,234.023,0.498480353827,107.335943934,57,234.097296757,0.231585840069,234.216,2.96193e+10,-215.977,24.1117,9.10316276550293,0.999414,0.154678,243,712.573326453,13.9045338146,13393.045464754105,0.00986701,234.238294402,53.683692932128906,471.973767667,0.0,0.498480353827
279.935271465,1.057523488998413,595.388,0.510182855664,312.504313153,0.1333906650543213,-230.949,236.732,0.51084122606,164.024279486,53,236.809989416,-0.0139916299131,236.943,2.96268e+10,-230.783,24.1119,9.638306140899658,0.999429,0.165115,244,972.57448457,14.581526181,13449.333947658539,0.00993934,236.967109054,56.16701817512512,504.993983569,0.0,0.51084122606
245.428957164,1.0188348293304443,671.897,0.649457915823,298.429014888,0.13327670097351074,-227.261,239.318,0.650381830063,111.962938927,59,239.407962492,0.262329688258,239.55,2.96221e+10,-227.094,24.1118,9.165123224258423,0.999419,0.167221,245,749.472501766,15.2607070086,13503.76270365715,0.0099435,239.577121739,54.31149768829346,457.893553352,0.0,0.650381830063
288.942656745,1.0330281257629395,736.898,0.204482406893,292.202560176,0.13112258911132812,-219.054,241.745,0.204811784669,91.605146255,61,241.836899848,-6.72335186579,241.985,2.9655e+10,-218.9,24.1129,9.24341106414795,0.999484,0.154144,246,617.26966267,15.7559737275,13558.562866926193,0.00996209,242.026409461,54.68456554412842,439.783877462,0.0,0.204811784669
298.353295466,1.001091480255127,837.421,0.506875479266,302.577239705,0.13328075408935547,-227.404,245.153,0.508671108529,120.38905353,58,245.250145983,0.115656017196,245.394,2.96466e+10,-227.252,24.1126,9.084393978118896,0.999468,0.151962,247,936.825450668,16.5462866622,13613.724588394165,0.00822763,245.442433117,55.04440999031067,467.702704745,0.0,0.508671108529
235.173062933,1.0130221843719482,921.425,0.597108212313,290.357283128,0.13001060485839844,-231.732,248.443,0.597782940777,113.415038485,60,248.54353027,0.385248911656,248.68,2.96669e+10,-231.584,24.1133,9.025595664978027,0.999508,0.14798,248,826.839749181,17.2175570568,13668.172872781754,0.00640944,248.735368578,54.33297801017761,440.492339068,0.0,0.597782940777
280.300371335,1.0338361263275146,1016.9,0.4290443111,289.580119333,0.12926888465881348,-228.147,251.792,0.430043144607,148.26348942,59,251.884415834,-1.20068578494,252.056,2.96683e+10,-227.993,24.1133,9.226136684417725,0.999511,0.154205,249,1088.66920413,17.8501193042,13721.650190353394,0.00645845,252.114579368,53.35696625709534,445.215768406,0.0,0.430043144607
277.015510023,1.0587878227233887,1094.51,0.731636559696,291.124402034,0.13331913948059082,-233.121,255.558,0.731892066362,116.729820132,60,255.660190288,0.422993587915,255.887,2.96665e+10,-232.921,24.1133,9.437991857528687,0.999507,0.199814,250,783.66102154,18.3485048663,13776.628063201904,0.00999921,255.946002787,54.85560917854309,442.866611017,0.0,0.731892066362
298.802164319,1.0596790313720703,1168.77,0.58829337611,296.320725558,0.13184094429016113,-234.149,256.896,0.588704439779,142.344291432,58,256.987563296,0.00329472986458,257.276,2.96614e+10,-233.924,24.1131,9.359145641326904,0.999496,0.225235,251,917.219813595,18.9444853092,13831.446662902832,0.00998652,257.331636617,54.69663906097412,460.054667924,0.0,0.588704439779
270.186152181,1.0622198581695557,1210.76,0.486831679216,290.309031516,0.1330258846282959,-230.239,258.476,0.488149857703,140.051700419,61,258.573842264,-0.117702784442,258.958,2.96462e+10,-230.029,24.1126,9.419237613677979,0.999467,0.209747,252,1067.06640551,19.2688143227,13885.803522825241,0.00988171,259.039494828,54.23130130767822,444.02197804,0.0,0.488149857703
275.069359919,1.0749962329864502,1208.45,0.416349540782,299.053750655,0.13308048248291016,-251.261,259.223,0.417675173466,155.191185935,58,259.313764092,-0.745514631387,259.859,2.9627e+10,-251.033,24.112,9.502421140670776,0.999429,0.227905,253,1029.89591359,19.2205260019,13940.48244214058,0.00939767,259.944509806,54.55919575691223,467.755953666,0.0,0.417675173466
296.199518504,1.0772900581359863,1195.52,0.257531672084,294.366328599,0.13416814804077148,-239.232,257.069,0.257687873645,111.67033537,59,257.150818148,-8.44463059588,257.924,2.963e+10,-239.064,24.1121,9.334141492843628,0.999435,0.168228,254,871.155146659,19.2063090298,13995.910425186157,0.0064614,258.009884453,55.311888456344604,449.628509925,0.0,0.257687873645
176.765580433,1.0616095066070557,1220.37,0.669872143275,301.641525941,0.1341249942779541,-239.85,255.236,0.671581198153,146.072351195,57,255.311292666,0.382716920965,256.434,2.96425e+10,-239.629,24.1125,9.430023670196533,0.99946,0.2202,255,1015.30085135,19.3443272218,14051.249573946,0.00997268,256.553680704,55.21524214744568,472.113317672,0.0,0.671581198153
93.664930985,1.0700814723968506,1216.48,0.572340205328,290.247707082,0.13294291496276855,-235.909,255.821,0.57279610399,123.195574427,60,255.903769482,-0.16279304112,257.441,2.96233e+10,-235.691,24.1118,9.456095695495605,0.999422,0.218109,256,700.716639348,19.3700403443,14106.452798366547,0.00992426,257.571828259,55.08401131629944,441.794946259,0.0,0.57279610399
248.830232099,1.0511727333068848,1200.52,0.561106318851,289.982386931,0.13432002067565918,-233.377,253.941,0.562162729592,117.143788476,60,254.022645591,0.0293710876915,255.991,2.96551e+10,-233.144,24.1129,9.360689878463745,0.999485,0.233902,257,804.259729582,19.2796628106,14162.460152626038,0.00997439,256.162476299,55.88683104515076,439.902027941,0.0,0.562162729592
250.670855268,1.0974266529083252,1177.14,0.559155226009,287.364636442,0.13504290580749512,-230.228,250.732,0.56109817859,125.124480365,62,250.787225734,-0.0810511178247,253.552,2.96519e+10,-230.019,24.1128,9.489691734313965,0.999478,0.209335,258,787.38318665,19.0479893009,14218.104569673538,0.00999714,253.733044281,55.52114152908325,435.216775663,0.0,0.56109817859
291.490774693,1.040069818496704,1134.7,0.514229433172,293.440409173,0.13201022148132324,-238.861,248.601,0.514738759546,144.867359458,58,248.666308141,-0.188587299925,252.179,2.96198e+10,-238.672,24.1117,9.08119249343872,0.999415,0.189362,259,956.592757483,18.9803730052,14272.690022230148,0.0064294,252.404106172,54.46620464324951,453.764737251,0.0,0.514738759546
234.311090186,1.0576088428497314,1130.09,0.359793186132,275.465897605,0.13243460655212402,-231.484,246.773,0.361439240136,101.330659791,65,246.835434766,-1.38619411808,251.354,2.96004e+10,-231.176,24.1111,9.184671878814697,0.999376,0.307907,260,730.4373083,18.9419021082,14327.37324309349,0.00992201,251.586804855,54.55971670150757,404.774217685,0.0,0.361439240136
107.65991008,1.064208745956421,1072.99,0.583149113046,281.47637943,0.13301444053649902,-233.887,246.032,0.58473713733,117.032898993,63,246.090276255,0.298103506405,251.609,2.96267e+10,-233.698,24.1119,9.176409721374512,0.999428,0.189301,261,784.456704244,18.7019182226,14382.000593662262,0.00998809,251.86400552,54.50233578681946,420.812928809,0.0,0.58473713733
110.022671769,1.076817512512207,1038.97,0.478303640147,280.383796595,0.13399815559387207,-230.256,246.165,0.480544461112,99.6872032937,63,246.219741615,-0.221486046892,252.712,2.96538e+10,-230.041,24.1129,9.374101638793945,0.999482,0.214966,262,689.539454239,18.5876962323,14436.633691072464,0.00999756,252.980839347,54.51155734062195,416.435327223,0.0,0.480544461112
245.028493634,1.0848114490509033,1008.96,0.455242339424,286.69122873,0.1342909336090088,-233.551,246.73,0.456809842959,110.029174368,61,246.773264442,-0.286795609571,254.032,2.96832e+10,-233.329,24.1138,9.359974384307861,0.999539,0.221405,263,759.095923381,18.523025053,14491.553688764572,0.00996576,254.304298259,54.79794263839722,432.023156342,0.0,0.456809842959
122.160666454,1.075594186782837,993.417,0.212302780179,284.176292139,0.13611197471618652,-255.406,248.831,0.212695783952,137.428709084,60,248.879091449,-7.44366131984,256.313,2.96691e+10,-255.15,24.1134,9.533709526062012,0.999511,0.256073,264,896.051680606,18.478172284,14547.05382323265,0.00960857,256.615212437,55.38041925430298,433.196125216,0.0,0.212695783952
118.954982858,1.0737760066986084,942.399,0.584355360667,294.935169809,0.1361382007598877,-248.417,247.973,0.58467067832,116.647504652,58,248.011331699,-0.192277340245,255.569,2.9657e+10,-248.189,24.113,9.524204015731812,0.999487,0.228561,265,692.061785449,18.0597193469,14602.33706665039,0.00996678,255.872222316,55.16289567947388,454.290165581,0.0,0.58467067832
110.428647401,1.0922980308532715,918.075,0.523172890735,287.516615808,0.13759899139404297,-246.02,248.825,0.524222880429,138.149246744,59,248.871179382,-0.634544460478,256.142,2.96446e+10,-245.802,24.1125,9.774022817611694,0.999462,0.218491,266,982.174327411,17.9093210039,14658.027997493744,0.00992192,256.418807737,55.57009530067444,440.551469766,0.0,0.524222880429
250.348414548,1.068408727645874,913.956,0.660468128226,297.728534173,0.13362979888916016,-242.186,250.697,0.661463326201,149.391604236,57,250.740652042,0.106026357753,257.461,2.96409e+10,-242.008,24.1124,9.593408823013306,0.999455,0.17775,267,969.246865388,17.7689170185,14713.067023038864,0.00640219,257.721111167,54.917744874954224,465.068935093,0.0,0.661463326201
235.507765047,1.092099905014038,831.679,0.191715161833,304.85531773,0.1368420124053955,-253.255,251.094,0.191921207144,130.608130991,54,251.133894689,-15.2850512932,256.969,2.96506e+10,-253.001,24.1127,9.672259092330933,0.999475,0.253937,268,819.104689358,17.1219597265,14767.693486452103,0.0099999,257.216536917,54.49759793281555,480.449606291,0.0,0.191921207144
