ExplainedVariance,AverageY,Perplexity,LossAfter,ItrTime,AverageAbsQ,ProcessExecTime,AverageAbsQYDiff,EnvExecTime,StdReturn,AveragePolicyStd,MaxReturn,PolicyExecTime,dLoss,MeanKL,MeanKLBefore,AbsLearnSignal,AbsLearnSignalOld,Iteration,LossBefore,AverageAbsY,AverageDiscountedReturn,AverageQLoss,Entropy,AbsLearnSignalNew,AverageQ,NumTrajs,AverageReturn,MinReturn,Time
0.0844273535179,125.121197259,2.97925e+10,-139.557,54.004090785980225,125.139,0.1371166706085205,6.75202786758,8.192656755447388,72.20176723,0.99974,462.552411737,1.092278003692627,0.286133,0.00641329,0.0,0.552674203951,0.551184112802,13,-139.271,125.125331028,194.912620835,90.7176,24.1175,0.552674203951,125.105,98,254.215223749,81.9969219485,759.9866554737091
-163.057422976,131.923612622,2.97708e+10,-147.912,54.88544535636902,131.941,0.13907814025878906,6.87337569298,8.206225633621216,90.3067134218,0.999697,762.206174198,1.0991199016571045,0.339355,0.00996372,0.0,0.0963609188008,0.0964885060463,14,-147.572,131.92659021,199.453182733,95.4021,24.1168,0.0963609188008,131.904,96,263.941396122,81.8632506505,815.0031740665436
-0.392864677937,138.705904767,2.97762e+10,-155.405,55.37579584121704,138.728,0.14140009880065918,6.90647457977,8.412562847137451,73.136058364,0.999708,537.857781653,1.108051061630249,0.237289,0.00642218,0.0,0.535154590849,0.533562969652,15,-155.168,138.710200473,205.002939763,97.7929,24.117,0.535154590849,138.691,93,271.050703067,86.1019002734,870.5112855434418
-14.2091341442,143.842735052,2.97662e+10,-153.966,54.570454835891724,143.865,0.13896727561950684,6.89540105844,8.382302284240723,66.0920294052,0.999688,525.283853372,1.0974175930023193,0.22731,0.00999168,0.0,0.16309116562,0.162691862144,16,-153.738,143.848372765,203.348937873,98.5548,24.1166,0.16309116562,143.828,94,267.189137224,80.6718941816,925.2119724750519
-4.35732049873,147.888059234,2.98102e+10,-153.241,53.96079635620117,147.905,0.13712716102600098,6.86197529389,8.459814548492432,60.5406553973,0.999775,441.152296744,1.1011133193969727,0.202591,0.00995642,0.0,0.214481796519,0.214115933084,17,-153.038,147.89248079,206.713685714,98.6869,24.1181,0.214481796519,147.872,93,272.01718252,82.4312561606,979.3006744384766
-0.000775227845437,150.648832841,2.97241e+10,-149.991,55.01190137863159,150.667,0.1396937370300293,6.77322586589,8.593838453292847,60.7212099784,0.999605,468.794502635,1.0873708724975586,0.139725,0.00645069,0.0,0.408483085574,0.407648567364,18,-149.851,150.65386164,212.958175779,96.4674,24.1152,0.408483085574,150.634,90,282.626152833,112.46372539,1034.4430091381073
0.0943747583768,152.108794126,2.97672e+10,-153.847,54.41827344894409,152.132,0.14035964012145996,6.67885367088,8.762813329696655,50.2377007524,0.999691,521.744798689,1.1113500595092773,0.15181,0.00931825,0.0,0.350280728745,0.34852389567,19,-153.695,152.114517261,212.525922528,94.6278,24.1167,0.350280728745,152.095,91,280.304747878,118.625895063,1088.990243434906
-1.7693230911,152.939971769,2.98346e+10,-152.969,55.06796598434448,152.959,0.14014220237731934,6.55825490667,8.756000518798828,57.2836787395,0.999823,482.216135126,1.098076343536377,0.12796,0.00906978,0.0,0.244242614785,0.243181837015,20,-152.841,152.948374265,213.062988135,92.1484,24.1189,0.244242614785,152.925,90,282.24134718,120.639101714,1144.1852312088013
0.519612227255,152.767376312,2.97648e+10,-149.128,55.71701002120972,152.79,0.1393415927886963,6.41385174026,9.024235248565674,54.1317015104,0.999685,442.143202052,1.1156189441680908,0.155853,0.00992253,0.0,0.591785374918,0.590903890201,21,-148.972,152.775255795,214.403263129,88.4853,24.1166,0.591785374918,152.752,90,284.325021807,124.011668327,1200.0317981243134
-3.56224392595,151.673065361,2.97626e+10,-151.02,56.21429896354675,151.693,0.1392650604248047,6.26860482067,8.79330039024353,49.1482146626,0.999682,456.393748475,1.1135938167572021,0.157318,0.00962888,0.0,0.224390284369,0.22394141904,22,-150.863,151.682666311,214.045735175,85.1331,24.1165,0.224390284369,151.654,90,283.340890027,197.419037633,1256.3782620429993
0.600523066194,150.494357254,2.97144e+10,-148.643,55.06763577461243,150.521,0.138167142868042,6.12268247174,8.700552701950073,48.6762822264,0.999586,466.328532351,1.103607177734375,0.147919,0.0095691,0.0,0.584557854454,0.583720978407,23,-148.495,150.50192443,220.174349044,81.7669,24.1149,0.584557854454,150.48,87,293.836209667,178.362173175,1311.574847459793
-85.6058559963,149.819302239,2.96845e+10,-146.118,54.04609179496765,149.84,0.1362302303314209,5.97890381034,8.539436101913452,52.2457421381,0.999527,435.846382503,1.0662927627563477,0.203476,0.0098415,0.0,0.137638324193,0.137583529494,24,-145.915,149.825515087,221.716715012,77.4641,24.1139,0.137638324193,149.804,86,297.241160464,196.43067926,1365.7502570152283
-3.58645232434,149.089360494,2.98203e+10,-148.705,54.59141159057617,149.113,0.13795900344848633,5.86510467323,8.797535181045532,56.0986678478,0.999795,539.069098971,1.1062159538269043,0.136063,0.00959854,0.0,0.209567727789,0.209405002715,25,-148.569,149.098923,222.510777396,74.7365,24.1185,0.209567727789,149.074,85,299.262953509,193.586839767,1420.4706859588623
0.37466173654,148.265921778,2.98647e+10,-151.293,55.536261320114136,148.291,0.135115385055542,5.76167564858,8.503654479980469,51.3994960839,0.999883,462.340802568,1.0650842189788818,0.154327,0.00981033,0.0,0.48843450568,0.48927877344,26,-151.138,148.275185741,222.323856086,72.8159,24.1199,0.48843450568,148.253,84,298.881508595,199.934772279,1476.139625787735
-1.54655972535,147.737691631,2.99214e+10,-145.834,54.88747572898865,147.764,0.1375255584716797,5.71422189296,8.752530097961426,49.7256495574,0.999994,450.125214774,1.1001570224761963,0.123245,0.00808981,0.0,0.279392877129,0.279214920244,27,-145.711,147.745126983,223.058256542,71.7294,24.1218,0.279392877129,147.723,84,300.200845229,210.297154093,1531.1566977500916
-1.38453432159,147.149763981,2.98672e+10,-148.18,54.06791949272156,147.171,0.13778448104858398,5.65041107252,8.725892782211304,52.1770529129,0.999888,482.082873115,1.0977070331573486,0.145645,0.00995364,0.0,0.228082296627,0.227907599154,28,-148.035,147.158293977,222.734590462,69.6278,24.12,0.228082296627,147.135,84,299.765832384,173.032370073,1585.358151435852
0.224282645015,147.346154883,2.98376e+10,-151.854,54.33821630477905,147.366,0.13550686836242676,5.55900559773,8.499912023544312,64.2668339964,0.999829,573.956167935,1.0754616260528564,0.175873,0.00689452,0.0,0.403267834872,0.402975554295,29,-151.678,147.354560323,228.836427926,67.5334,24.119,0.403267834872,147.332,81,312.457670854,121.600628397,1639.827581167221
-0.981920773918,147.73580777,2.98281e+10,-153.942,55.32606887817383,147.762,0.1373913288116455,5.57221756151,8.727759599685669,59.5783526336,0.999811,453.675194934,1.0993750095367432,0.135773,0.00738489,0.0,0.349173470877,0.349150115988,30,-153.806,147.744268913,226.386304594,67.72,24.1187,0.349173470877,147.723,80,309.121732731,156.064525403,1695.2808051109314
0.520183223855,148.130625708,2.9837e+10,-154.224,55.67864370346069,148.151,0.13927745819091797,5.49197167159,8.581501007080078,54.8607995715,0.999828,489.013239708,1.1069273948669434,0.137024,0.00861753,0.0,0.50573625944,0.505385911925,31,-154.086,148.136613263,236.717746054,65.6766,24.119,0.50573625944,148.117,76,327.645910802,204.172138704,1751.0875897407532
-65.1439359168,148.520848379,2.97812e+10,-158.662,54.896568059921265,148.537,0.13579535484313965,5.49939793261,8.626105070114136,72.6181488782,0.999718,575.539244778,1.0863912105560303,0.130692,0.009629,0.0,0.113098259617,0.113106100042,32,-158.532,148.52556981,237.084967105,65.5876,24.1171,0.113098259617,148.506,75,330.778293955,218.801538321,1806.1170401573181
-0.729239554723,148.912433133,2.97294e+10,-158.726,55.80609941482544,148.928,0.13587284088134766,5.47741377779,8.580196619033813,91.8855645334,0.999616,767.106294973,1.0935008525848389,0.126404,0.00905369,0.0,0.349634569706,0.349493523379,33,-158.599,148.917838964,232.998868325,64.609,24.1154,0.349634569706,148.898,76,326.06083373,111.410043619,1862.050933599472
0.0762805355776,149.42226173,2.97135e+10,-155.116,54.65109062194824,149.441,0.13494563102722168,5.51835512928,8.836641788482666,74.8242130717,0.999585,590.711345876,1.0867786407470703,0.141891,0.00959952,0.0,0.571996417318,0.572367406787,34,-154.975,149.429084438,237.736585967,66.0223,24.1149,0.571996417318,149.409,74,332.682895816,196.186726257,1916.8327119350433
-3.70710348865,150.306387481,2.96528e+10,-160.487,54.67456245422363,150.318,0.13520383834838867,5.50832191849,8.68159818649292,64.4315538795,0.999465,547.021746635,1.0935959815979004,0.134537,0.00907131,0.0,0.273384471149,0.273039211486,35,-160.352,150.30986314,225.907724797,65.628,24.1128,0.273384471149,150.29,79,309.709851278,178.481013379,1971.6387000083923
-0.226698446682,150.897196046,2.95868e+10,-158.53,54.52786445617676,150.916,0.1351938247680664,5.51489023176,8.643192291259766,77.850452042,0.999333,591.80855171,1.0686030387878418,0.144836,0.00954971,0.0,0.41725559872,0.416819191769,36,-158.385,150.901697187,238.999695141,65.3556,24.1106,0.41725559872,150.884,74,335.764796886,154.618765137,2026.2965264320374
-1.41091860696,152.116300687,2.95138e+10,-160.698,55.454777002334595,152.131,0.13456225395202637,5.49988792325,8.707305192947388,71.6169613631,0.999188,543.867937372,1.0749528408050537,0.101181,0.00641399,0.0,0.276632134401,0.276514078614,37,-160.597,152.122153014,244.997605595,64.9002,24.1081,0.276632134401,152.1,70,347.79490012,216.108208173,2081.8835277557373
0.456609777235,152.591792955,2.95386e+10,-163.631,54.689736127853394,152.609,0.13320422172546387,5.5021790477,8.561669826507568,70.5656350795,0.999237,495.165833828,1.0560781955718994,0.147171,0.0098628,0.0,0.672847261218,0.672926546002,38,-163.484,152.597630342,234.004465028,64.6042,24.109,0.672847261218,152.579,73,327.130824822,127.020243461,2136.694359779358
0.509652618764,153.864058819,2.95519e+10,-159.495,54.31137156486511,153.88,0.13138198852539062,5.50607320784,8.50105357170105,78.7415161933,0.999264,551.940383241,1.0506482124328613,0.14502,0.00989415,0.0,0.670538945242,0.6692149604,39,-159.35,153.870713794,238.193016536,64.6933,24.1094,0.670538945242,153.849,70,337.021069054,194.965123546,2191.1336500644684
-6.09552692404,154.152175908,2.94311e+10,-161.041,54.70003008842468,154.169,0.133866548538208,5.52474958189,8.67078423500061,78.812694812,0.999023,553.383224634,1.0469460487365723,0.157364,0.00747964,0.0,0.225550407725,0.225114082785,40,-160.884,154.15790949,236.612746497,64.8613,24.1053,0.225550407725,154.137,71,333.709365302,196.294816433,2245.960882663727
-2.72877774875,154.435722909,2.94036e+10,-158.48,55.688034772872925,154.449,0.13575077056884766,5.535493299,8.966882467269897,66.4469558964,0.998968,481.805486611,1.1023659706115723,0.0987549,0.00642802,0.0,0.232139826464,0.231483952637,41,-158.381,154.440022965,230.844569239,64.6869,24.1044,0.232139826464,154.422,74,321.327614769,165.465583099,2301.781575202942
0.642122916996,154.620726531,2.93866e+10,-159.461,55.202913761138916,154.633,0.13935470581054688,5.53881980688,9.098819494247437,73.4130062266,0.998934,489.377003929,1.1278862953186035,0.134445,0.00992599,0.0,0.673346891559,0.673624748675,42,-159.327,154.62488861,230.25760675,64.3709,24.1038,0.673346891559,154.608,74,321.373677034,102.679160361,2357.1197340488434
0.515009841276,155.201855328,2.93386e+10,-156.537,54.02960991859436,155.21,0.13371610641479492,5.52955751995,8.649685859680176,72.7224013912,0.998839,555.88388114,1.0741450786590576,0.141266,0.00989118,0.0,0.64989458348,0.64904139049,43,-156.395,155.204717803,226.001602066,63.7044,24.1022,0.64989458348,155.187,75,313.040946264,106.993451588,2411.283411502838
-51.2488558114,154.87591222,2.93352e+10,-157.562,54.73383331298828,154.889,0.13767290115356445,5.52623352758,8.748071908950806,65.4223168483,0.998832,565.11790698,1.0903141498565674,0.125305,0.00834882,0.0,0.0975838807132,0.0973851680868,44,-157.437,154.880119405,232.578516843,63.5151,24.1021,0.0975838807132,154.864,73,323.891740876,193.242560603,2466.149833917618
-0.95378225178,155.052483629,2.93195e+10,-157.935,54.84438920021057,155.062,0.13402152061462402,5.47359129024,8.885898351669312,72.9441499479,0.9988,603.74059963,1.073394536972046,0.125122,0.00955222,0.0,0.301014190686,0.300521093145,45,-157.81,155.056101777,235.848381964,62.1847,24.1015,0.301014190686,155.039,71,331.831221065,191.926503062,2521.1250166893005
0.604153025463,154.766516698,2.92668e+10,-154.758,54.4481635093689,154.775,0.13686418533325195,5.45108850347,9.078954935073853,80.1203126517,0.998694,545.242732845,1.120401382446289,0.146011,0.00962774,0.0,0.713586937734,0.713394608233,46,-154.612,154.769375961,236.526748949,61.8884,24.0997,0.713586937734,154.753,70,335.152217097,209.292447749,2575.708780527115
0.516459850846,154.36538949,2.93329e+10,-153.363,54.65785765647888,154.373,0.13515782356262207,5.42449855035,8.88606572151184,85.7047228033,0.998827,585.057734848,1.090179443359375,0.144516,0.00999472,0.0,0.681465516753,0.680604702056,47,-153.218,154.368757668,232.808334007,61.0776,24.102,0.681465516753,154.352,71,328.618094234,111.239224391,2630.5001633167267
0.16959688913,154.106462975,2.93123e+10,-157.115,55.20819592475891,154.116,0.13610053062438965,5.38651125761,9.152668952941895,74.1784672156,0.998786,548.351685474,1.1241099834442139,0.149567,0.00963548,0.0,0.478852001569,0.47832309067,48,-156.966,154.109202124,240.412217755,59.4628,24.1013,0.478852001569,154.094,69,341.944675961,97.3325304546,2685.844962835312
0.469339476245,154.363165894,2.93034e+10,-155.637,56.6670401096344,154.37,0.1358802318572998,5.41013790253,9.249911308288574,79.0459119799,0.998768,639.476185406,1.1337449550628662,0.126602,0.00994269,0.0,0.593158088285,0.593217928349,49,-155.51,154.366091391,242.870224633,60.8885,24.101,0.593158088285,154.35,68,346.857947844,213.394961397,2742.6439077854156
-0.801312575489,154.293191299,2.92841e+10,-151.854,55.09955310821533,154.303,0.1377124786376953,5.33928761938,9.072599411010742,63.300661495,0.998729,507.229805641,1.1245601177215576,0.143845,0.00990813,0.0,0.365183477719,0.365128477178,50,-151.71,154.296410709,237.031634941,58.985,24.1003,0.365183477719,154.279,70,333.413446775,223.337129077,2797.8762695789337
0.567406181102,154.608322445,2.91958e+10,-155.468,54.8429811000824,154.616,0.13432908058166504,5.28316829856,8.998853206634521,69.945215833,0.998552,542.412788552,1.0969922542572021,0.124405,0.0097496,0.0,0.592601702536,0.591538978134,51,-155.344,154.612025047,243.416619956,57.9937,24.0973,0.592601702536,154.597,69,345.602902766,208.998786106,2852.8446276187897
0.296533556318,154.884656808,2.92099e+10,-159.784,55.36872673034668,154.89,0.13997745513916016,5.26450666569,9.521647453308105,76.2932665355,0.998581,588.931849317,1.1501219272613525,0.101822,0.00952403,0.0,0.464021998949,0.464036755231,52,-159.682,154.887411923,249.655126901,57.8069,24.0978,0.464021998949,154.872,66,359.839065737,218.695465776,2908.3444159030914
0.524082812276,155.046385536,2.92753e+10,-163.295,55.03370785713196,155.054,0.1360456943511963,5.25535399221,9.28769564628601,103.849153711,0.998713,719.093278302,1.1100687980651855,0.121826,0.00947469,0.0,0.657178363711,0.657480924763,53,-163.173,155.049470238,258.918152019,57.2385,24.1,0.657178363711,155.033,61,384.919795677,196.583733164,2963.5074846744537
0.423075415099,155.6264474,2.91436e+10,-160.76,56.986730337142944,155.637,0.13851547241210938,5.2209934595,9.461610317230225,88.7713869197,0.998448,646.883639178,1.1433541774749756,0.105927,0.0098157,0.0,0.712999640049,0.713381336221,54,-160.654,155.62962706,255.936591212,56.0479,24.0955,0.712999640049,155.615,66,373.798179664,177.985313603,3020.6270151138306
-67.7085604561,156.119872946,2.90355e+10,-160.955,57.11177730560303,156.132,0.1409285068511963,5.26821838258,9.185094356536865,85.1339880878,0.998229,691.477390985,1.103262186050415,0.0925903,0.00973969,0.0,0.105824322919,0.105805999727,55,-160.863,156.123876444,261.178345868,57.7958,24.0918,0.105824322919,156.106,63,384.521518919,247.326434139,3077.881201028824
0.645899763272,156.831109576,2.90102e+10,-159.813,57.00114917755127,156.85,0.14115047454833984,5.28094831414,9.617680788040161,72.6073426326,0.998178,610.645287822,1.144646406173706,0.110504,0.00992626,0.0,0.699815296753,0.699939850259,56,-159.703,156.836903608,257.238624429,58.3422,24.0909,0.699815296753,156.82,65,373.797825461,253.110649172,3135.013293027878
0.533407758018,156.735868831,2.89833e+10,-162.589,56.350634813308716,156.754,0.13712763786315918,5.28567842463,9.283605337142944,69.3358606008,0.998124,625.270034467,1.108741283416748,0.110504,0.00973988,0.0,0.693410413862,0.694043012768,57,-162.478,156.742396913,250.164970854,58.0405,24.09,0.693410413862,156.724,67,358.793782635,210.614225379,3191.4980268478394
-53.7273234622,157.035168459,2.90403e+10,-166.223,56.499319553375244,157.054,0.13714075088500977,5.26602172726,9.380722999572754,76.8044292306,0.998239,556.861228713,1.1114037036895752,0.10141,0.00951245,0.0,0.12148632437,0.121464943994,58,-166.121,157.041563047,258.469101312,57.6266,24.092,0.12148632437,157.025,64,377.205738224,269.463506751,3248.1311230659485
0.521640774538,157.102165579,2.91251e+10,-162.421,55.10786199569702,157.123,0.13948822021484375,5.28069373116,9.290322065353394,70.2495369923,0.99841,559.918502053,1.1620378494262695,0.100937,0.00963141,0.0,0.644750048617,0.644699149219,59,-162.32,157.109168035,254.010877712,58.0509,24.0949,0.644750048617,157.091,67,365.973119806,228.1610272,3303.373430252075
0.642747097403,158.150786938,2.91798e+10,-166.964,56.56461548805237,158.174,0.13968563079833984,5.2900571028,9.81863284111023,76.5044229836,0.998521,618.55734014,1.1701579093933105,0.103546,0.00948302,0.0,0.689327307624,0.690177980645,60,-166.861,158.15729247,263.883623984,58.1716,24.0967,0.689327307624,158.141,63,388.386570448,232.76817097,3360.0674686431885
0.120971598486,158.719023004,2.92723e+10,-166.806,55.34008312225342,158.738,0.1406571865081787,5.2953832505,9.433652639389038,107.374864244,0.998706,879.738340408,1.150174856185913,0.0882874,0.00940212,0.0,0.524789122064,0.524349921496,61,-166.717,158.726929105,253.836886015,58.8844,24.0999,0.524789122064,158.706,66,371.266388173,214.795988566,3415.5401108264923
0.440315083567,158.970570365,2.92498e+10,-165.212,55.54632616043091,158.994,0.13720417022705078,5.26009618621,9.487805128097534,96.8827488542,0.998661,679.216044727,1.1372826099395752,0.104248,0.0096809,0.0,0.658701965885,0.658760990348,62,-165.108,158.977686077,254.08615142,58.0646,24.0991,0.658701965885,158.962,65,371.132035767,211.267359259,3471.2213718891144
-271.265976391,159.592021321,2.92983e+10,-165.754,55.43566632270813,159.615,0.13584160804748535,5.27655022677,9.385503053665161,94.1397921622,0.998759,716.150407088,1.127671718597412,0.0627136,0.00462179,0.0,0.0856833586573,0.0856880901185,63,-165.691,159.599486129,261.786368462,58.9274,24.1008,0.0856833586573,159.582,64,385.371181263,216.439537532,3526.7866978645325
-1.24165232834,159.890654338,2.93464e+10,-172.857,55.26896667480469,159.915,0.13740944862365723,5.29459351819,9.452350616455078,110.138910251,0.998856,769.350661915,1.1228346824645996,0.0707703,0.00534887,0.0,0.364879269619,0.364757477957,64,-172.786,159.89963228,273.950270032,58.5858,24.1024,0.364879269619,159.878,59,416.672437132,183.293767708,3582.186797142029
-4.05333024609,159.664751015,2.93105e+10,-165.54,55.56821084022522,159.687,0.13659238815307617,5.31205584096,9.19786262512207,95.4906201697,0.998784,633.278916419,1.1129302978515625,0.0764465,0.00658901,0.0,0.199017002351,0.198796270505,65,-165.464,159.672466898,253.798518473,59.6407,24.1012,0.199017002351,159.654,67,368.961128921,172.095423771,3637.8830609321594
0.625102184817,160.526384817,2.93877e+10,-167.983,55.798253774642944,160.549,0.13752222061157227,5.31510335765,9.429172277450562,92.0885412936,0.998939,610.58972578,1.1496150493621826,0.111542,0.00989907,0.0,0.734864351538,0.734929352929,66,-167.871,160.535254056,256.652116745,59.9239,24.1038,0.734864351538,160.516,64,376.932409009,195.08112672,3693.8134875297546
0.396426891634,160.718743782,2.93163e+10,-166.695,55.44436717033386,160.746,0.13635921478271484,5.34919002094,9.361100673675537,96.3354380869,0.998796,715.894838143,1.1240761280059814,0.0961304,0.00989438,0.0,0.664217222417,0.664177139005,67,-166.599,160.731134352,263.24567425,60.3726,24.1014,0.664217222417,160.706,63,389.495296752,200.286588716,3749.394543647766
0.517907217173,161.283345111,2.9401e+10,-172.645,56.535857915878296,161.314,0.13718104362487793,5.3270348537,9.49611234664917,80.5505323221,0.998967,624.742476464,1.1359620094299316,0.10202,0.00985248,0.0,0.694182887911,0.694391655588,68,-172.543,161.295102109,270.291637287,60.132,24.1043,0.694182887911,161.272,61,402.468250693,242.453024837,3806.0630717277527
-0.385534936102,161.509331533,2.94981e+10,-168.681,56.08050465583801,161.545,0.13831138610839844,5.3046254492,9.513446807861328,119.329957377,0.99916,818.342132941,1.1156189441680908,0.0653992,0.008472,0.0,0.349274607042,0.349227324372,69,-168.616,161.524890493,270.966554618,59.6745,24.1076,0.349274607042,161.5,60,409.572221605,245.731207856,3862.27676486969
0.194632721112,161.748025401,2.95594e+10,-169.636,55.09200429916382,161.781,0.13529014587402344,5.31443223933,9.30443000793457,118.041515943,0.999282,701.448779856,1.0900521278381348,0.0935059,0.00960922,0.0,0.609227949536,0.609223380279,70,-169.542,161.763342049,270.338566189,59.6329,24.1097,0.609227949536,161.738,59,410.253837652,242.910952985,3917.505648612976
-158.634040094,161.698303125,2.94585e+10,-168.26,55.47925591468811,161.729,0.13938045501708984,5.2886389461,9.463173151016235,93.1640075354,0.999081,654.909153227,1.117234706878662,0.03862,0.00330473,0.0,0.0753385190976,0.0753309783996,71,-168.221,161.714960958,270.479833579,59.7718,24.1062,0.0753385190976,161.686,61,404.924608155,231.966794726,3973.116121530533
0.581465035143,161.968006887,2.93899e+10,-167.742,56.66380476951599,162.003,0.13849377632141113,5.3384290848,9.605449199676514,102.956290125,0.998944,807.104710265,1.1361339092254639,0.0970612,0.00978286,0.0,0.717531110927,0.716925389375,72,-167.645,161.983000215,267.167341881,60.9445,24.1039,0.717531110927,161.957,63,398.845978998,223.225933543,4029.913669347763
0.659813861633,161.957405371,2.93588e+10,-168.324,56.3383686542511,161.992,0.13729238510131836,5.34174654296,9.53808879852295,120.768487089,0.998881,675.003536993,1.1047906875610352,0.0904694,0.00965813,0.0,0.76998066626,0.769896589417,73,-168.234,161.974779124,274.367728628,60.9486,24.1029,0.76998066626,161.945,58,420.30630417,226.393605687,4086.3839995861053
