AveragePolicyStd,LossAfter,ProcessExecTime,AbsLearnSignal,NumTrajs,AbsLearnSignalNew,PolicyExecTime,EnvExecTime,AverageQ,Time,ExplainedVariance,AverageAbsQYDiff,MeanKL,MinReturn,ItrTime,dLoss,Entropy,Perplexity,LossBefore,AverageY,MeanKLBefore,AbsLearnSignalOld,AverageAbsY,AverageAbsQ,StdReturn,MaxReturn,AverageReturn,Iteration,AverageQLoss,AverageDiscountedReturn
0.996635,-197.929,0.1479661464691162,0.624877510051,53,0.624877510051,1.0939064025878906,9.734196186065674,188.43,14016.493414640427,0.245849038329,5.2839000639,0.00992629,163.963774829,56.701979875564575,0.0828552,24.064,2.82406e+10,-197.846,188.435892093,0.0,0.624475240871,188.45752051,188.478,150.854274975,869.020608401,449.707208722,253,56.3366,281.079735184
0.996589,-209.011,0.145646333694458,0.588084304808,51,0.588084304808,1.076019048690796,9.724512338638306,188.472,14073.974133729935,0.0151590302272,5.26543462945,0.00982219,275.679901171,57.358619689941406,0.0856781,24.0632,2.82181e+10,-208.926,188.477733766,0.0,0.588031647356,188.495682327,188.531,113.386549699,776.812484179,468.220957143,254,57.8665,291.989497644
0.996581,-198.09,0.14337515830993652,0.484928568128,52,0.484928568128,1.0520615577697754,9.32066535949707,188.257,14130.966063976288,-0.526093605942,5.17793714136,0.0090251,269.949163188,56.867586612701416,0.0999756,24.0631,2.82134e+10,-197.99,188.263413717,0.0,0.484684699921,188.280216792,188.308,152.176811227,1083.52670888,456.26184724,255,53.7513,283.809319769
0.996569,-198.394,0.1441481113433838,0.556264856061,52,0.556264856061,1.0578911304473877,9.3805251121521,188.218,14187.282542467117,-0.183701908781,5.20383580193,0.00996383,178.489066731,56.189916133880615,0.0975037,24.0629,2.82075e+10,-198.296,188.224350885,0.0,0.555949972485,188.242288968,188.268,145.708608452,800.904877851,451.356106487,256,54.3372,281.565987306
0.996491,-196.014,0.14449453353881836,0.634839674979,52,0.634839674979,1.0673282146453857,9.487123966217041,187.6,14242.555707454681,0.287715898887,5.22851678658,0.00972862,235.213875611,55.15292000770569,0.0805969,24.0615,2.81696e+10,-195.933,187.605896984,0.0,0.634402643727,187.624237084,187.655,159.910571076,982.046171132,447.938296674,257,55.8713,278.781410297
0.996526,-197.0,0.14502596855163574,0.633968857931,52,0.633968857931,1.0602421760559082,9.608950853347778,188.076,14298.26636505127,0.237761252863,5.16169014108,0.0098872,194.812607968,55.58646321296692,0.0823822,24.0621,2.81871e+10,-196.918,188.082384085,0.0,0.634478516869,188.100570474,188.13,124.959772796,896.984088186,453.389053643,258,52.9649,284.611784067
0.996487,-187.782,0.14738965034484863,0.606990034101,51,0.606990034101,1.104022741317749,9.801215410232544,187.363,14354.659700155258,0.349124005611,5.13908921745,0.00969725,232.265883649,56.27332377433777,0.075531,24.0614,2.81679e+10,-187.707,187.368196464,0.0,0.606867503801,187.387177935,187.418,159.54509113,994.274790334,455.060082856,259,53.1571,281.296096711
0.996507,-185.154,0.14255475997924805,0.578661455329,53,0.578661455329,1.0624210834503174,9.520179271697998,186.668,14410.194988489151,0.116026417798,5.13275505521,0.00868881,229.477135892,55.41140842437744,0.0756836,24.0618,2.81777e+10,-185.079,186.674186702,0.0,0.57847078906,186.694567429,186.722,147.221734956,1079.21629195,435.045679636,260,52.704,275.201080283
0.99649,-192.359,0.14531683921813965,0.422611898937,48,0.422611898937,1.0667297840118408,9.539689540863037,186.75,14466.205946445465,-1.62879460824,5.12827066363,0.00973522,259.157324095,55.88918137550354,0.0892944,24.0615,2.81696e+10,-192.27,186.755046434,0.0,0.422270720095,186.773487881,186.805,130.715780718,847.755857609,485.182357731,261,52.5633,296.081053046
0.996459,-194.16,0.14744257926940918,0.335571550162,49,0.335571550162,1.0994973182678223,9.839674711227417,186.381,14521.953706502914,-3.09413034299,5.07411774631,0.00644746,229.747357115,55.62732458114624,0.0588837,24.061,2.81547e+10,-194.101,186.38771842,0.0,0.335445899491,186.404133216,186.434,154.174466552,864.692888917,483.829251538,262,52.0304,293.4886782
0.99644,-193.197,0.14644503593444824,0.593076658822,50,0.593076658822,1.0590755939483643,9.421765804290771,186.493,14577.914135217667,0.208545698473,5.05894749077,0.0098114,224.948774063,55.839263916015625,0.0897522,24.0607,2.81459e+10,-193.107,186.499538374,0.0,0.593330195739,186.5165172,186.545,142.319429265,861.807471254,468.216142492,263,51.7865,288.467293477
0.996392,-190.699,0.14807796478271484,0.287537779835,50,0.287537779835,1.099576473236084,9.739299535751343,186.418,14634.100830078125,-4.35130651533,5.01014774368,0.0096482,239.515917856,56.067845821380615,0.0700989,24.0598,2.81223e+10,-190.629,186.423021623,0.0,0.287422949062,186.440783869,186.472,156.056810187,1013.69772986,463.813767447,264,50.6181,285.563749853
0.996356,-195.595,0.14509916305541992,0.672092122501,51,0.672092122501,1.0819671154022217,9.619484663009644,186.574,14690.030883789062,0.463605622145,4.98544228691,0.00973486,233.579250827,55.80280375480652,0.0763397,24.0592,2.81054e+10,-195.519,186.580026091,0.0,0.671952459825,186.593747079,186.62,128.256541309,751.375061152,463.491890416,265,49.742,288.005344957
0.996378,-185.848,0.14945673942565918,0.38726344648,51,0.38726344648,1.0910625457763672,9.5934317111969,186.776,14745.410338163376,-0.776471186835,4.94964747032,0.00986781,251.795630964,55.25538182258606,0.0861969,24.0596,2.81158e+10,-185.762,186.780349786,0.0,0.387282850932,186.795267384,186.823,147.208379028,1052.33036395,458.333403586,266,48.9336,285.076770468
0.996231,-192.458,0.14122772216796875,0.610216201868,48,0.610216201868,1.0413925647735596,9.232336282730103,187.171,14800.010370016098,-0.0245794579288,4.96101112769,0.00900643,222.492039917,54.47785973548889,0.0788727,24.0571,2.80455e+10,-192.379,187.177246735,0.0,0.60991819657,187.193314641,187.219,171.587954259,982.071306941,483.362456766,267,48.9044,291.124577292
0.996319,-196.279,0.14218688011169434,0.234276095216,48,0.234276095216,1.0852012634277344,9.485255479812622,187.429,14855.185567617416,-25.6712511627,4.97297245181,0.00960275,257.067315569,55.05221652984619,0.101166,24.0586,2.80876e+10,-196.178,187.435102399,0.0,0.234265251859,187.453042907,187.478,154.80917057,1041.32389644,486.973669338,268,49.2267,294.640430872
0.996314,-190.204,0.1466693878173828,0.324273201961,53,0.324273201961,1.1138551235198975,9.634594202041626,187.603,14910.779725313187,-8.4198202828,4.93009216546,0.00987855,223.151018226,55.47065711021423,0.0785675,24.0585,2.80842e+10,-190.126,187.609157924,0.0,0.324241231773,187.625759227,187.654,114.423022798,795.616803247,447.758182445,269,48.6319,283.275145488
0.996234,-185.691,0.14653253555297852,0.647276645374,51,0.647276645374,1.1199817657470703,9.760727643966675,187.899,14966.408369064331,0.211093062946,4.96255690738,0.0096394,293.696811867,55.506508111953735,0.0892792,24.0571,2.80464e+10,-185.602,187.904410061,0.0,0.646960803979,187.925567982,187.95,156.929792166,1063.50154412,459.15516278,270,49.6682,283.168854949
0.996299,-191.511,0.14220213890075684,0.63086580211,50,0.63086580211,1.0825791358947754,9.634509086608887,187.744,15021.09130692482,-0.0758828832967,4.94173505264,0.00969357,275.906960652,54.56613039970398,0.0773163,24.0582,2.80777e+10,-191.434,187.748789612,0.0,0.630435265206,187.766729657,187.791,106.161706378,691.016085842,465.448842488,271,49.4183,290.57979195
0.996246,-197.571,0.14507436752319336,0.569469893255,50,0.569469893255,1.0959162712097168,9.643122911453247,188.008,15076.213548660278,0.26739375346,4.90324684511,0.00969088,243.983513121,55.00192070007324,0.0834198,24.0573,2.8052e+10,-197.488,188.014771933,0.0,0.569159121693,188.029421472,188.055,122.405457025,844.007455295,472.220237464,272,48.2318,291.552758937
0.996248,-188.81,0.14615941047668457,0.660772845289,53,0.660772845289,1.111752986907959,9.792328119277954,188.416,15131.574525117874,0.446057999894,4.89198413852,0.00989976,281.987881081,55.24286866188049,0.0855408,24.0574,2.80528e+10,-188.724,188.422477827,0.0,0.660598889248,188.439339024,188.462,103.38824306,716.845406818,441.92107263,273,48.1458,281.414570582
0.996282,-191.993,0.14569807052612305,0.507340228217,48,0.507340228217,1.0923750400543213,9.624649047851562,188.52,15187.721787452698,-0.240249370014,4.9229174435,0.00931042,248.808728583,56.02766823768616,0.0727997,24.0579,2.80687e+10,-191.92,188.525395212,0.0,0.507227899253,188.542621468,188.568,150.76070456,919.961233699,479.841098875,274,48.9814,291.601713688
0.996209,-190.908,0.14223647117614746,0.730762475702,50,0.730762475702,1.0785496234893799,9.47956132888794,188.589,15242.770073652267,0.439159764577,4.8734366971,0.0097547,256.475017628,54.92680096626282,0.0739441,24.0567,2.80341e+10,-190.835,188.595788098,0.0,0.73052664297,188.61718246,188.646,142.626134004,868.467142402,473.79582059,275,47.7315,291.202356657
0.996165,-191.192,0.14207887649536133,0.672379220892,51,0.672379220892,1.0595951080322266,9.462377071380615,188.973,15298.24751996994,0.291586310715,4.87483808261,0.00930222,217.055497897,55.35983228683472,0.0860748,24.0559,2.8013e+10,-191.106,188.978781215,0.0,0.672421730403,188.999293689,189.026,123.04261613,814.633783785,455.373771194,276,48.0813,285.290407146
0.996294,-195.513,0.1430375576019287,0.552320592591,47,0.552320592591,1.0713682174682617,9.506678581237793,189.04,15353.644764184952,0.337497933462,4.92619974196,0.00940384,232.228135796,55.279584884643555,0.0661926,24.0581,2.80746e+10,-195.447,189.046611029,0.0,0.552152710995,189.070438041,189.098,99.2064215993,723.980290061,496.447391304,277,49.0583,302.459710899
0.996247,-189.87,0.14190435409545898,0.710246261781,51,0.710246261781,1.097841739654541,9.493821859359741,189.341,15408.631668567657,0.573070960362,4.89149048136,0.00993668,259.418933865,54.86586666107178,0.0730133,24.0573,2.8052e+10,-189.797,189.345875311,0.0,0.71008022195,189.367876299,189.397,105.103631215,721.635064445,462.386352565,278,48.4164,289.502817921
0.99633,-191.868,0.14313960075378418,0.675116231648,51,0.675116231648,1.0517866611480713,9.378351211547852,189.798,15463.766163349152,0.598193724933,4.88628030629,0.00963272,307.304641643,55.013810873031616,0.0848541,24.0587,2.80914e+10,-191.783,189.802905991,0.0,0.675042675906,189.826678228,189.855,100.612346451,665.267385167,462.835323223,279,48.4459,289.929400377
0.996422,-191.937,0.14271044731140137,0.0962208191289,50,0.0962208191289,1.0656630992889404,9.415168046951294,189.641,15519.104192972183,-100.24414998,4.8521308036,0.00788733,265.58425545,55.22029185295105,0.0550232,24.0603,2.81351e+10,-191.882,189.646927819,0.0,0.0962230821191,189.669524738,189.699,137.633891529,1032.14597075,469.600717526,280,47.3478,289.652068703
0.996411,-189.901,0.14542627334594727,0.581597480793,49,0.581597480793,1.066542148590088,9.479327917098999,189.645,15574.30004477501,0.0551984048295,4.86183868741,0.00828653,226.455300751,55.07157492637634,0.0473938,24.0601,2.81297e+10,-189.854,189.650881493,0.0,0.58143869162,189.676456049,189.708,147.512572923,849.75138227,472.385612434,281,47.9268,288.904870103
0.996479,-193.33,0.14472365379333496,0.719160711069,48,0.719160711069,1.1022694110870361,9.711711168289185,190.045,15629.456437826157,0.338994162471,4.87999221556,0.00968743,239.005277854,55.03394603729248,0.0678711,24.0613,2.81627e+10,-193.262,190.050833932,0.0,0.71908917796,190.075773739,190.106,138.143745681,851.273395942,484.497266102,282,48.5215,295.189654536
0.996495,-189.505,0.14960217475891113,0.674613144026,52,0.674613144026,1.1073474884033203,9.853753805160522,190.082,15685.385547876358,0.426676710693,4.86171164527,0.00996229,267.876320982,55.816272020339966,0.0733337,24.0615,2.817e+10,-189.432,190.086848624,0.0,0.674593560386,190.107752825,190.134,106.060075481,846.119208107,449.583926751,283,47.6619,284.062634308
0.996362,-194.267,0.14133620262145996,0.67640136441,48,0.67640136441,1.047917127609253,9.372599601745605,190.664,15740.413977146149,0.439457954891,4.85209519107,0.00913656,309.671317571,54.9089241027832,0.0703735,24.0593,2.81061e+10,-194.197,190.669540862,0.0,0.676302297283,190.689086045,190.718,138.532206964,855.513914976,485.496250904,284,47.2118,295.066363727
0.996413,-191.494,0.14093732833862305,0.581118874119,47,0.581118874119,1.0482561588287354,9.443061351776123,190.65,15796.093803167343,-0.0347573263546,4.84115108156,0.00896694,297.314707447,55.56600880622864,0.0711975,24.0601,2.81303e+10,-191.423,190.65575876,0.0,0.581219891873,190.673945636,190.701,120.500955072,852.037442702,494.129895868,285,47.0395,299.820610684
0.996419,-184.757,0.14126825332641602,0.682591548909,51,0.682591548909,1.046159267425537,9.466923952102661,190.84,15851.130502462387,0.513330491195,4.87989888885,0.00953858,275.438307859,54.92656683921814,0.0746918,24.0602,2.81335e+10,-184.683,190.845636257,0.0,0.682601900937,190.868419219,190.898,112.585456439,848.999413557,445.743618486,286,48.1559,281.741051037
0.996329,-194.055,0.14281558990478516,0.632827323615,48,0.632827323615,1.0674898624420166,9.637295961380005,190.919,15906.347089290619,0.24304825542,4.82705026582,0.00969705,238.59224403,55.10514569282532,0.0685577,24.0587,2.80902e+10,-193.987,190.923832165,0.0,0.632565986343,190.94568412,190.977,146.182648914,840.739665352,492.249507122,287,46.91,297.563959352
0.996238,-185.0,0.14536762237548828,0.720936800656,52,0.720936800656,1.084580659866333,9.509810447692871,191.053,15960.949316978455,0.186269506626,4.85982115827,0.00987152,251.648201691,54.49345660209656,0.0733032,24.0571,2.80465e+10,-184.927,191.058575043,0.0,0.720915124278,191.081043146,191.113,122.25082882,769.783454399,444.822773684,288,47.7788,280.978498318
0.996211,-190.951,0.14499640464782715,0.705167580098,50,0.705167580098,1.059927225112915,9.42160415649414,190.588,16015.842351913452,0.522435536633,4.84131003297,0.00961508,313.38850791,54.78578281402588,0.061554,24.0567,2.80333e+10,-190.89,190.593221913,0.0,0.70500496503,190.616734801,190.646,110.442791897,755.695509967,476.165041198,289,47.4482,294.31855183
0.996177,-189.868,0.14077425003051758,0.663935612241,52,0.663935612241,1.0466134548187256,9.290189266204834,190.81,16070.062159776688,0.469173837929,4.84218068949,0.00994399,292.334700241,54.11298751831055,0.0681152,24.0561,2.8017e+10,-189.8,190.814228017,0.0,0.663947740914,190.835268468,190.868,107.319055753,743.543432451,450.557096226,290,47.2535,284.520031722
0.996103,-193.316,0.14290308952331543,0.623544313317,50,0.623544313317,1.065551996231079,9.597307205200195,190.606,16125.034665107727,0.318540394944,4.87805527681,0.00986461,294.305421422,54.86365532875061,0.0735779,24.0548,2.79806e+10,-193.243,190.612112254,0.0,0.623737340814,190.635716124,190.666,119.947012347,830.571765366,467.512525827,291,47.9591,289.753888004
0.99592,-198.505,0.14250874519348145,0.567888072025,46,0.567888072025,1.057255744934082,9.467175006866455,190.769,16179.579544782639,0.324413588833,4.90548975434,0.00949034,325.18786122,54.43100619316101,0.0743866,24.0517,2.78936e+10,-198.43,190.773764317,0.0,0.568117959094,190.798706282,190.832,125.949505852,819.964275877,516.01199547,292,48.2676,307.379400264
0.995875,-198.595,0.1410517692565918,0.644495204615,44,0.644495204615,1.0768706798553467,9.65748906135559,190.554,16235.068540096283,0.468122797763,4.85843232366,0.00943464,313.968603373,55.37529492378235,0.0731506,24.0509,2.7872e+10,-198.522,190.559806696,0.0,0.644638651624,190.58300774,190.613,101.188150313,742.098993728,537.897105649,293,47.1619,317.278568407
0.99588,-193.649,0.14372658729553223,0.497928393415,49,0.497928393415,1.0762665271759033,9.793179035186768,190.524,16290.422420501709,-0.493177184368,4.85704039656,0.0097373,311.383020584,55.24508714675903,0.0814056,24.051,2.7874e+10,-193.568,190.530194451,0.0,0.497838592816,190.559179733,190.591,109.455097024,784.093776684,480.717789708,294,47.149,295.236066732
0.995718,-189.79,0.14905071258544922,0.689208872053,52,0.689208872053,1.0852982997894287,9.75331997871399,190.296,16345.280537843704,0.599614797835,4.82797095782,0.009396,262.421335437,54.74603009223938,0.0785065,24.0482,2.77976e+10,-189.712,190.29916934,0.0,0.689587128125,190.326199418,190.361,112.584436193,689.273351734,451.664180005,295,46.9108,284.018427231
0.99577,-194.9,0.1438884735107422,0.409812829639,48,0.409812829639,1.0797491073608398,9.647102355957031,190.265,16400.084704637527,-1.50625920479,4.82808402081,0.00947504,314.976238993,54.686484813690186,0.0756226,24.0491,2.78225e+10,-194.825,190.269845125,0.0,0.409872953111,190.295911022,190.331,132.391819602,962.700191043,493.394457563,296,47.0799,299.424818887
0.995763,-187.288,0.14521265029907227,0.565801420975,49,0.565801420975,1.0786354541778564,9.566112041473389,190.591,16455.170920848846,-0.835742269822,4.84871337521,0.00930727,262.008792867,54.97031354904175,0.0695038,24.049,2.78189e+10,-187.218,190.595137252,0.0,0.56585526242,190.61735427,190.652,137.328812643,936.563145917,472.62781296,297,47.747,290.324773214
0.995909,-191.568,0.14755797386169434,0.678354080406,49,0.678354080406,1.071115493774414,9.750633716583252,190.578,16510.354380369186,0.301057208962,4.80156212896,0.00881522,276.659247321,55.06403589248657,0.079071,24.0515,2.78891e+10,-191.489,190.583552981,0.0,0.678448875455,190.608431673,190.644,133.500544369,901.178818207,482.620199526,298,46.4618,294.498687579
0.995818,-197.369,0.14557456970214844,0.681074793887,47,0.681074793887,1.0789735317230225,9.748576879501343,190.416,16565.41843032837,0.275060231491,4.78565624985,0.00942515,319.195875285,54.94649887084961,0.0692596,24.05,2.78465e+10,-197.299,190.421442265,0.0,0.68089608177,190.445581504,190.478,133.331465334,1131.7407916,500.969554743,299,45.8233,301.974582652
0.995928,-193.944,0.14280462265014648,0.660411545264,46,0.660411545264,1.052318811416626,9.598020315170288,190.651,16620.908976078033,0.190404581147,4.80082005838,0.00648017,302.127725829,55.373003005981445,0.147308,24.0518,2.78982e+10,-193.796,190.655510105,0.0,0.660140890815,190.677660094,190.714,142.903232736,947.489046012,511.709893364,300,46.0422,304.597496671
0.995921,-192.537,0.14710116386413574,0.63989346611,48,0.63989346611,1.0733423233032227,9.752294063568115,190.41,16676.039840459824,-0.0669883687358,4.79375140472,0.00977582,270.94747907,55.015469551086426,0.0711823,24.0517,2.78957e+10,-192.466,190.414742789,0.0,0.639791301206,190.4375808,190.47,124.204345493,812.833647867,482.871446522,301,46.1463,294.988693074
0.996026,-188.594,0.14496874809265137,0.586152406826,50,0.586152406826,1.0755255222320557,9.65382695198059,190.366,16731.6690864563,0.395036204881,4.79943713031,0.00987735,293.960372675,55.508859395980835,0.0580444,24.0535,2.79458e+10,-188.536,190.370469493,0.0,0.58603725179,190.393157725,190.431,104.982328226,778.491050007,467.981089644,302,46.7325,290.786584813
0.995917,-193.847,0.14383339881896973,0.63744992252,49,0.63744992252,1.059473991394043,9.64161491394043,190.435,16786.94033885002,0.216846958931,4.80906658525,0.00649588,327.113375932,55.15430307388306,0.0557404,24.0516,2.78932e+10,-193.792,190.441051659,0.0,0.637674895164,190.464117876,190.495,112.288921334,879.929129749,476.196104343,303,46.4215,294.198478677
0.995889,-191.525,0.1436610221862793,0.596569531663,48,0.596569531663,1.0628767013549805,9.634227514266968,190.326,16841.97151041031,0.295191531973,4.7814067387,0.00973346,320.248777352,54.9096040725708,0.0698547,24.0512,2.78802e+10,-191.455,190.329629428,0.0,0.596602120251,190.354607977,190.392,111.917726222,919.159955227,494.940454401,304,45.7559,301.217728518
0.995818,-192.644,0.14345932006835938,0.706138818007,49,0.706138818007,1.0693128108978271,9.600255966186523,190.153,16897.65770673752,0.592732560947,4.79554102899,0.00957261,270.805699821,55.560752868652344,0.0724335,24.05,2.78469e+10,-192.572,190.157013199,0.0,0.706753072441,190.183836783,190.224,104.731431325,866.094172298,486.69300991,305,45.8825,299.164406979
0.995759,-197.358,0.14842867851257324,0.696753450342,47,0.696753450342,1.0995311737060547,9.849452495574951,190.285,16953.32793736458,0.554495357913,4.8067743193,0.00942895,298.171990613,55.547959327697754,0.0688934,24.049,2.78188e+10,-197.289,190.29048177,0.0,0.696854297446,190.313217196,190.35,120.078086632,863.010128053,503.054904107,306,46.4048,303.63934955
0.995751,-196.701,0.145493745803833,0.66791335821,49,0.66791335821,1.079211711883545,9.639589071273804,190.054,17008.200451135635,0.407600244887,4.77481927989,0.00960976,234.436322088,54.75374794006348,0.0709991,24.0488,2.78146e+10,-196.63,190.059636457,0.0,0.667650052454,190.085060362,190.119,110.669829944,764.885190995,493.329600378,307,45.7002,302.188981304
0.99589,-192.636,0.14161229133605957,0.588543575261,50,0.588543575261,1.0660462379455566,9.642390012741089,190.361,17063.681383132935,0.0800506378103,4.76843926322,0.00960557,268.451989203,55.36132478713989,0.0709229,24.0512,2.78806e+10,-192.565,190.365750643,0.0,0.588593811651,190.388102868,190.426,112.8813645,924.905601494,471.265051011,308,45.3633,292.690222592
0.99597,-195.362,0.14671659469604492,0.604543120413,46,0.604543120413,1.0994791984558105,9.824936151504517,190.686,17119.495658397675,0.225963020076,4.76326040672,0.00737897,313.472237893,55.696064949035645,0.071167,24.0526,2.79185e+10,-195.291,190.690081363,0.0,0.604636888098,190.713953937,190.752,118.72640453,786.286459021,515.647446039,309,45.6573,308.833549236
0.995896,-199.729,0.14270591735839844,0.690019167024,47,0.690019167024,1.0539228916168213,9.438827514648438,190.6,17174.40016746521,0.321879346832,4.79111112388,0.00994428,251.791530983,54.78425168991089,0.071167,24.0513,2.78836e+10,-199.657,190.605712402,0.0,0.690252236971,190.631273352,190.667,124.214105117,856.687205678,505.576918141,310,46.0854,304.203092197
0.995672,-191.036,0.1478443145751953,0.585995799107,49,0.585995799107,1.0863099098205566,9.790859699249268,190.918,17230.671758651733,0.230287058011,4.78087364019,0.00947346,269.290776246,56.147499561309814,0.0778351,24.0475,2.77774e+10,-190.959,190.923078429,0.0,0.585889125457,190.952126703,190.989,108.209758614,763.762029202,476.883357037,311,45.6836,294.468876526
0.995568,-192.752,0.14512944221496582,0.699175573803,48,0.699175573803,1.0555427074432373,9.639617681503296,190.277,17285.510681152344,0.521381478662,4.78464301835,0.00926975,234.440452609,54.72196698188782,0.0782166,24.0457,2.77286e+10,-192.674,190.282691638,0.0,0.699161884508,190.307528755,190.348,151.880160029,1008.19035369,488.647197119,312,46.3624,295.598281432
0.995535,-193.295,0.14832019805908203,0.615315455893,52,0.615315455893,1.0988833904266357,9.805637121200562,190.825,17341.249791622162,0.291110451906,4.76474156051,0.00903876,294.341725888,55.6213161945343,0.0624847,24.0452,2.77129e+10,-193.233,190.827740832,0.0,0.61534006964,190.848493494,190.887,114.342782206,865.919239002,474.356321431,313,45.5378,294.960766647
0.995533,-194.976,0.14863061904907227,0.668050730626,48,0.668050730626,1.1063673496246338,10.010523557662964,191.127,17397.1253156662,0.488273919099,4.76172629616,0.00940983,305.888965485,55.75839614868164,0.0686646,24.0451,2.77117e+10,-194.907,191.130112163,0.0,0.668280580885,191.151267231,191.189,133.765610002,866.214249918,494.839886606,314,45.4038,299.831789952
0.995484,-202.025,0.1479794979095459,0.185339147465,46,0.185339147465,1.0891005992889404,9.82025933265686,190.708,17453.193019628525,-16.6759504767,4.78825864803,0.00972105,325.499988526,55.948357820510864,0.0497742,24.0443,2.7688e+10,-201.975,190.714856787,0.0,0.185306309724,190.738810662,190.774,140.945584163,923.515100102,521.957225057,315,46.1729,309.412033056
0.995551,-199.607,0.15372896194458008,0.581831418662,48,0.581831418662,1.1407971382141113,10.151153087615967,191.462,17509.198603630066,-0.134332393707,4.79432223126,0.00951609,303.468948867,55.88738656044006,0.0834656,24.0454,2.77187e+10,-199.523,191.467120573,0.0,0.581778413836,191.488503267,191.526,105.630214457,719.191400088,505.733582898,316,46.0479,306.110582903
0.995507,-200.785,0.14311742782592773,0.644552217333,46,0.644552217333,1.0703907012939453,9.66452407836914,191.728,17564.47629594803,0.43987234714,4.81791125032,0.00651044,316.447480736,55.15702819824219,0.0657196,24.0446,2.76978e+10,-200.719,191.731667637,0.0,0.644763655437,191.753434724,191.79,137.969999817,862.284216457,527.698474919,317,46.259,312.01061792
0.995568,-199.161,0.15023493766784668,0.598355965046,47,0.598355965046,1.1105983257293701,9.994027614593506,191.605,17619.880566358566,-0.0320959380523,4.83045478124,0.00974487,307.986368039,55.283446311950684,0.068512,24.0457,2.77266e+10,-199.092,191.608414376,0.0,0.5981899018,191.631780214,191.669,135.532351523,886.311718053,508.459086337,318,46.8695,304.315129451
0.995569,-198.194,0.1484365463256836,0.659169570664,46,0.659169570664,1.113896131515503,9.970986366271973,191.984,17676.007675409317,0.144219860081,4.820910121,0.00963849,289.527903863,56.005250692367554,0.0663605,24.0457,2.77266e+10,-198.127,191.989610629,0.0,0.658927494513,192.014795001,192.053,122.81090871,809.319430434,525.674943889,319,46.4008,312.245282991
0.995539,-198.898,0.14824485778808594,0.617723930455,47,0.617723930455,1.1104204654693604,9.951208591461182,192.019,17732.58221769333,0.284134589414,4.83910999148,0.00955823,327.673938022,56.4519989490509,0.0673676,24.0452,2.7713e+10,-198.831,192.022870491,0.0,0.617374734886,192.048203551,192.087,123.966694416,936.676049606,521.190763125,320,46.961,310.998534082
0.995524,-197.329,0.1473240852355957,0.628721976209,45,0.628721976209,1.0837836265563965,9.875333547592163,192.194,17787.68928360939,0.249437021852,4.87640523967,0.00975982,332.936200105,54.98463582992554,0.0638275,24.0449,2.77054e+10,-197.265,192.199156224,0.0,0.628924927715,192.221124849,192.26,154.545129487,941.420975971,542.476941785,321,47.7565,314.93030202
0.995619,-199.472,0.14800333976745605,0.698206508937,47,0.698206508937,1.1019458770751953,9.84489107131958,192.373,17844.045347690582,0.376753585507,4.84586743484,0.00644301,327.047694949,56.23424577713013,0.0603027,24.0465,2.77507e+10,-199.412,192.375644466,0.0,0.697854854503,192.398617371,192.438,131.010084023,1016.21304076,508.423696566,322,47.2219,306.024221185
0.995661,-195.632,0.148939847946167,0.629397707735,48,0.629397707735,1.0873217582702637,9.766239404678345,192.506,17899.396382331848,0.0578493557012,4.85706362341,0.00973141,278.579881734,55.23199415206909,0.0665131,24.0472,2.77701e+10,-195.565,192.510466617,0.0,0.629471047955,192.532764562,192.568,108.348227175,801.721950402,502.64980379,323,47.6699,305.112672179
0.995783,-196.127,0.1494455337524414,0.649587649832,46,0.649587649832,1.121448278427124,10.075205564498901,192.293,17954.922053575516,0.345332203154,4.84102422825,0.00910053,314.538720482,55.40595865249634,0.0670166,24.0493,2.7828e+10,-196.06,192.298136861,0.0,0.649458461142,192.322962678,192.358,122.200682661,760.373707929,514.170478399,324,47.08,307.082348131
0.9958,-203.095,0.14820075035095215,0.450930848746,45,0.450930848746,1.1063477993011475,9.913380861282349,192.783,18010.720382213593,-0.490205984325,4.84614637388,0.00450637,297.454085283,55.67952632904053,0.0565491,24.0496,2.78362e+10,-203.038,192.786651455,0.0,0.450936225716,192.814301095,192.852,126.030669309,772.659751668,533.556250118,325,47.3905,314.999427477
0.995781,-194.077,0.14689993858337402,0.711605785178,49,0.711605785178,1.0836338996887207,9.576499223709106,192.885,18065.370501756668,0.56243046157,4.82629272047,0.00986489,271.776015077,54.53121876716614,0.077713,24.0493,2.78271e+10,-194.0,192.890414967,0.0,0.711703780025,192.919092923,192.953,100.102103107,659.580696459,483.880703514,326,46.7966,298.656785225
0.995767,-193.753,0.14760398864746094,0.686869328503,50,0.686869328503,1.064948320388794,9.661472082138062,193.108,18120.20742559433,0.621959686788,4.81753319204,0.00952995,292.710048607,54.71516275405884,0.0746918,24.049,2.78206e+10,-193.678,193.112529609,0.0,0.687033186749,193.136659843,193.174,97.4509088992,792.848702893,471.769312678,327,46.8673,293.603654565
0.995791,-204.624,0.14176440238952637,0.389393104945,45,0.389393104945,1.0593535900115967,9.469793558120728,193.395,18174.994431257248,-0.969845410511,4.85241876671,0.00666542,337.496155018,54.66633677482605,0.0534058,24.0494,2.78312e+10,-204.571,193.40122514,0.0,0.389256403484,193.42311101,193.457,129.175137678,967.426441353,536.537287948,328,47.3249,315.465862353
