AveragePolicyStd,LossAfter,ProcessExecTime,AbsLearnSignal,NumTrajs,AbsLearnSignalNew,PolicyExecTime,EnvExecTime,AverageQ,Time,ExplainedVariance,AverageAbsQYDiff,MeanKL,MinReturn,ItrTime,dLoss,Entropy,Perplexity,LossBefore,AverageY,MeanKLBefore,AbsLearnSignalOld,AverageAbsY,AverageAbsQ,StdReturn,MaxReturn,AverageReturn,Iteration,AverageQLoss,AverageDiscountedReturn
0.994802,-219.02,0.14571571350097656,0.388194041535,41,0.388194041535,1.0944833755493164,9.884716033935547,216.005,31192.186970949173,-2.76193600903,4.30631743382,0.00937357,420.295821699,54.884111166000366,0.0657043,24.0326,2.73672e+10,-218.954,216.006821499,0.0,0.388260335531,216.039461649,216.076,114.669674127,854.028636906,598.165233218,563,39.7069,337.374432225
0.994782,-222.411,0.1463620662689209,0.675765967615,41,0.675765967615,1.0948762893676758,9.973387241363525,215.512,31246.897881507874,0.567149497796,4.32877992273,0.00851606,327.155094773,54.592488288879395,0.0563965,24.0323,2.73575e+10,-222.354,215.515086352,0.0,0.675446558559,215.545273099,215.581,148.153797142,1111.06145284,598.795428082,564,40.6399,334.719527875
0.994779,-214.921,0.1448049545288086,0.593117582834,44,0.593117582834,1.075056791305542,9.694706916809082,215.421,31301.72247481346,0.160466294922,4.32046677875,0.00968448,322.562354838,54.706016302108765,0.054184,24.0322,2.73567e+10,-214.867,215.424193114,0.0,0.593135632697,215.45376303,215.492,120.521011109,778.41245221,552.001990446,565,40.2222,322.598040092
0.994655,-216.505,0.14487624168395996,0.662917246883,43,0.662917246883,1.0791394710540771,9.748140573501587,215.298,31356.185165405273,0.337848585351,4.35529394569,0.00954155,352.564752006,54.34243655204773,0.0604553,24.0301,2.72988e+10,-216.444,215.301228402,0.0,0.662824317859,215.331440785,215.369,135.895735704,869.15675213,573.996360365,566,40.7487,328.971572463
0.99461,-217.442,0.1468822956085205,0.554232343951,46,0.554232343951,1.102372169494629,10.00673532485962,215.831,31411.106122255325,-0.0713085796452,4.32784974611,0.00991892,345.545290046,54.803645610809326,0.0579529,24.0293,2.72774e+10,-217.385,215.834466614,0.0,0.55417932618,215.867567169,215.904,119.640224328,956.835501798,533.722610281,567,40.801,316.482088394
0.994521,-213.587,0.14444303512573242,0.635714362477,44,0.635714362477,1.0675382614135742,9.842727422714233,215.788,31465.473027467728,0.289862544089,4.38226317593,0.00987081,363.73722473,54.24894142150879,0.0651398,24.0278,2.72359e+10,-213.522,215.791235716,0.0,0.635724133731,215.822349934,215.864,129.767236839,947.401426661,556.011322181,568,41.4913,322.949333936
0.994459,-215.58,0.14334368705749512,0.541687249939,42,0.541687249939,1.0727818012237549,9.913920640945435,216.002,31521.30900454521,0.121025134058,4.37864562311,0.0064559,371.9812612,55.7213613986969,0.0569763,24.0268,2.72076e+10,-215.523,216.004969368,0.0,0.541476628764,216.038610097,216.077,123.074839318,918.522398738,584.717430269,569,42.208,332.595908537
0.994503,-218.767,0.14589452743530273,0.503045641904,42,0.503045641904,1.0783355236053467,9.831014633178711,215.735,31577.012447595596,-1.23668196036,4.36924772807,0.00972479,389.606360271,55.58455204963684,0.0556183,24.0275,2.72279e+10,-218.711,215.738833527,0.0,0.503099842149,215.769160716,215.808,119.433594653,783.806577949,570.386118744,570,41.8055,327.6811291
0.994506,-218.895,0.14360857009887695,0.562514622267,44,0.562514622267,1.0686054229736328,9.58949089050293,216.152,31633.679015159607,0.257327537929,4.39958002803,0.00953211,337.346902055,56.547438859939575,0.0561066,24.0276,2.72293e+10,-218.839,216.15463654,0.0,0.562260168012,216.184396114,216.224,114.555279437,781.15773388,548.823304995,571,41.9662,321.624616484
0.994444,-217.797,0.15114164352416992,0.643405006545,42,0.643405006545,1.1394474506378174,10.382171869277954,216.552,31690.863190174103,0.397786225828,4.40042119459,0.00934091,356.539994223,57.062493562698364,0.0555573,24.0265,2.72006e+10,-217.742,216.553785633,0.0,0.643580832733,216.585051291,216.626,133.570575227,957.866177714,593.89509163,572,42.0975,335.100966446
0.994449,-218.815,0.1489269733428955,0.115316671879,44,0.115316671879,1.104907512664795,9.822082281112671,216.31,31748.1949532032,-243.086677304,4.42480935481,0.00658267,350.903762718,57.21199917793274,0.0470886,24.0266,2.72026e+10,-218.768,216.313114686,0.0,0.115306444075,216.346090519,216.388,104.309484782,867.551228331,555.381267161,573,42.9143,325.080957175
0.994373,-214.146,0.14471197128295898,0.650045272558,44,0.650045272558,1.0647876262664795,9.69711709022522,216.455,31804.45407295227,0.3501988546,4.3850171756,0.00973177,336.07205511,56.134711265563965,0.0645142,24.0253,2.71669e+10,-214.081,216.457529671,0.0,0.650432806889,216.497620685,216.538,108.319927349,789.75387407,545.219495774,574,41.8554,320.333051002
0.994317,-219.118,0.14754843711853027,0.520196678152,45,0.520196678152,1.1164047718048096,10.035541772842407,216.508,31861.8076608181,0.0819349243428,4.42068034116,0.00951261,298.915608224,57.2116539478302,0.0485077,24.0243,2.71409e+10,-219.069,216.511547523,0.0,0.519999131704,216.561218378,216.604,129.50671493,909.999488145,535.745692036,575,42.6655,315.976421462
0.994387,-218.07,0.1451106071472168,0.450067908663,40,0.450067908663,1.0875582695007324,9.73449420928955,216.361,31918.631536006927,-1.77349403333,4.40860476492,0.009987,373.779927161,56.70513129234314,0.0478058,24.0255,2.71734e+10,-218.022,216.362544296,0.0,0.4498949339,216.410289765,216.449,145.490544412,1076.29519338,606.083935165,576,42.8144,338.398695118
0.994452,-219.753,0.1491236686706543,0.632332696761,42,0.632332696761,1.114384651184082,10.004873752593994,216.428,31975.51080441475,0.165238946192,4.39235895765,0.00992926,318.538822242,56.76960468292236,0.0596466,24.0266,2.72035e+10,-219.693,216.430209847,0.0,0.632544011153,216.478211207,216.524,135.736664412,899.250065815,584.382559632,577,42.2693,331.18255457
0.994567,-223.717,0.14522767066955566,0.427157769312,39,0.427157769312,1.0877315998077393,9.874925374984741,216.386,32032.415963172913,-0.621495783625,4.40838602578,0.00873783,377.702026094,56.79361820220947,0.0612335,24.0286,2.7257e+10,-223.656,216.388898745,0.0,0.426910059104,216.435235093,216.475,171.633831676,1299.05624987,621.617291128,578,42.6089,340.346700048
0.994587,-219.873,0.1523299217224121,0.554101622101,44,0.554101622101,1.105179786682129,9.86085057258606,216.333,32090.316968679428,-0.45697516444,4.43016034352,0.00938623,319.109331971,57.78750038146973,0.0505829,24.0289,2.72666e+10,-219.823,216.336609042,0.0,0.554241917466,216.380066691,216.423,135.174320213,956.788596124,558.773695969,579,42.4792,323.445815244
0.994529,-212.492,0.14911770820617676,0.551766015278,41,0.551766015278,1.1209344863891602,10.02124547958374,216.774,32148.405212163925,0.153522598372,4.41915295874,0.00788151,388.083126819,57.97517395019531,0.0592651,24.028,2.724e+10,-212.433,216.776785101,0.0,0.551785958979,216.822030278,216.87,163.663432589,1237.99943752,594.114883346,580,42.4649,332.344208881
0.994541,-222.482,0.1479485034942627,0.622672576273,42,0.622672576273,1.1139662265777588,10.038963079452515,216.637,32206.16411423683,-0.295314246397,4.4303255411,0.00971867,314.604822717,57.65071439743042,0.0596466,24.0281,2.7245e+10,-222.422,216.639962554,0.0,0.622786358806,216.683994821,216.726,247.249647826,1877.38905083,591.297640851,581,42.1216,327.401399965
0.994608,-210.602,0.14241480827331543,0.605937190845,44,0.605937190845,1.0753567218780518,9.643907308578491,216.398,32263.582577943802,-0.342005875288,4.42011937859,0.00982265,327.959473444,57.30773115158081,0.0612793,24.0293,2.72767e+10,-210.54,216.401493938,0.0,0.606009844172,216.446887143,216.488,138.22045923,973.921900576,554.402211496,582,41.9743,321.672587423
0.994622,-218.567,0.14499378204345703,0.597045384002,43,0.597045384002,1.0872299671173096,9.676207065582275,216.469,32322.379992723465,-0.0383794227282,4.40459666459,0.00910698,345.457413412,58.68247628211975,0.0588226,24.0295,2.72828e+10,-218.508,216.471555864,0.0,0.596854999501,216.519707932,216.564,155.775033224,1147.15719985,578.936114827,583,41.8078,329.301386109
0.994597,-218.982,0.14575576782226562,0.632790298409,41,0.632790298409,1.0723676681518555,9.749375104904175,216.56,32380.06993508339,0.150367309375,4.41833003704,0.0098853,351.861736531,57.56630325317383,0.061676,24.0291,2.72708e+10,-218.921,216.562661282,0.0,0.632858541793,216.606193311,216.652,130.219927134,955.26999264,592.511413863,584,41.9557,334.323231295
0.994663,-219.144,0.14067912101745605,0.66757727969,41,0.66757727969,1.0757060050964355,9.438059568405151,215.717,32437.283187389374,0.354159210294,4.43046304899,0.0096122,329.593705438,57.09875988960266,0.0565796,24.0302,2.73013e+10,-219.087,215.719513842,0.0,0.667183901864,215.763255507,215.808,129.087678965,935.140710324,590.561946931,585,42.3866,333.713943099
0.994731,-211.469,0.14570164680480957,0.639954905495,43,0.639954905495,1.1029174327850342,9.946478605270386,216.434,32495.659701108932,0.345457613373,4.42126195729,0.00956452,367.130039714,58.25507688522339,0.0679016,24.0314,2.73333e+10,-211.401,216.437773001,0.0,0.64016593797,216.473074776,216.516,129.726969286,893.124627543,572.550251347,586,42.4198,328.067640508
0.994691,-219.679,0.13776111602783203,0.326096102243,40,0.326096102243,1.0591504573822021,9.521471977233887,216.326,32554.089356184006,-0.591690839603,4.42456573326,0.00982264,320.638612024,58.30311322212219,0.0431824,24.0307,2.73149e+10,-219.636,216.328846217,0.0,0.326099757331,216.367661514,216.412,162.434025733,936.183086395,598.252242076,587,42.293,332.481313509
0.994717,-212.673,0.14161968231201172,0.647690678507,41,0.647690678507,1.063368558883667,9.552764654159546,216.48,32612.715317726135,0.0926138560491,4.42229040155,0.0099821,370.930145971,58.499666929244995,0.0669098,24.0311,2.73266e+10,-212.606,216.482529523,0.0,0.64772424945,216.52076898,216.567,136.317228057,986.037424903,579.261492321,588,42.3538,329.162407116
0.994731,-218.063,0.13992524147033691,0.600756967405,42,0.600756967405,1.0573670864105225,9.366052389144897,215.759,32669.443781137466,0.0478102781441,4.45963367871,0.00962026,371.308713658,56.604065895080566,0.0549622,24.0313,2.73326e+10,-218.008,215.761981047,0.0,0.600456321925,215.801908182,215.847,130.141860093,911.509130549,581.836596705,589,43.1762,332.115863724
0.994678,-212.935,0.14230585098266602,0.709302720249,43,0.709302720249,1.078282117843628,9.53922963142395,216.236,32726.8702750206,0.421556194662,4.44728735728,0.00992274,331.2137277,57.30330514907837,0.0537109,24.0304,2.73075e+10,-212.881,216.239740467,0.0,0.709437959469,216.282747092,216.327,145.428862552,966.489682363,573.892812356,590,42.8147,327.66946082
0.994685,-217.025,0.14527416229248047,0.618230957394,41,0.618230957394,1.1237754821777344,9.903435707092285,216.091,32785.00855922699,0.320742580894,4.46251611355,0.00847728,395.695846437,58.0141806602478,0.0566254,24.0305,2.73101e+10,-216.968,216.093714577,0.0,0.618178373078,216.133119569,216.181,126.38192531,984.741852805,604.904116453,591,42.5915,339.158667543
0.994656,-214.698,0.1402580738067627,0.63751017492,41,0.63751017492,1.0895702838897705,9.516061067581177,216.201,32842.57709527016,0.28223041612,4.48614474643,0.00976383,354.389642176,57.44540023803711,0.0592041,24.03,2.72967e+10,-214.639,216.203869891,0.0,0.637316327446,216.245071141,216.288,147.54085257,933.736718168,593.774399981,592,43.6889,333.897243721
0.994655,-218.605,0.14206266403198242,0.469957446212,43,0.469957446212,1.0848348140716553,9.452018976211548,216.273,32900.036915540695,-0.826612539869,4.47890692984,0.00990313,343.268811882,57.33590364456177,0.0578461,24.03,2.72966e+10,-218.547,216.276115836,0.0,0.470156574477,216.319690327,216.367,132.233365567,1076.34126194,571.396044909,593,43.1272,328.656715225
0.994537,-216.893,0.14205455780029297,0.134735682319,39,0.134735682319,1.0649206638336182,9.496294260025024,216.587,32958.58341431618,-321.875859035,4.48449958759,0.00949725,378.437475978,58.42298746109009,0.0406494,24.028,2.72412e+10,-216.852,216.59004507,0.0,0.134738063048,216.626429176,216.666,177.144027309,1113.32728411,618.372227308,594,43.7141,338.238684909
0.994603,-216.228,0.13939881324768066,0.155016786089,43,0.155016786089,1.1075284481048584,9.584394931793213,217.09,33015.18406200409,-26.2742285908,4.4627530342,0.00979501,392.426767179,56.46504187583923,0.0807343,24.0291,2.72721e+10,-216.148,217.093099034,0.0,0.155036195651,217.130950993,217.172,124.624165169,906.488360999,565.920710321,595,42.9938,326.637008721
0.994574,-220.789,0.14133620262145996,0.706138244955,41,0.706138244955,1.1172256469726562,9.666965961456299,217.306,33072.34719467163,0.482646132465,4.50740379143,0.00993753,305.830953799,57.03380823135376,0.0592499,24.0287,2.72591e+10,-220.73,217.308961673,0.0,0.706135998714,217.345801091,217.391,147.192839477,939.416933473,583.867872248,596,44.6982,329.746573012
0.994584,-216.667,0.1457386016845703,0.547206744109,42,0.547206744109,1.151489496231079,9.924803495407104,217.378,33129.4182870388,-0.369315214671,4.45257210311,0.00922519,353.031472009,56.94064378738403,0.0485535,24.0288,2.72638e+10,-216.619,217.380891365,0.0,0.547246417065,217.41368211,217.452,133.138226073,898.11870054,598.572829289,597,42.4394,335.573837859
0.994577,-214.149,0.1401660442352295,0.390114518854,40,0.390114518854,1.1314136981964111,9.585636377334595,217.531,33186.07851219177,-0.641244604438,4.47855694956,0.00994245,399.646028446,56.536206007003784,0.0466309,24.0287,2.72604e+10,-214.103,217.532873047,0.0,0.390236658857,217.570894001,217.615,133.475828206,924.487054016,610.656748544,598,42.4739,339.269977751
0.994589,-220.187,0.14705777168273926,0.60519902888,42,0.60519902888,1.1877825260162354,10.16668152809143,217.808,33243.539207696915,0.28395516423,4.48714185494,0.00962232,389.164025585,57.33326292037964,0.0600281,24.0289,2.72658e+10,-220.127,217.812154686,0.0,0.605075938291,217.849450589,217.896,146.916154955,1020.3074367,586.475267051,599,44.0018,331.03598143
0.99459,-220.792,0.14116668701171875,0.676815291732,41,0.676815291732,1.132199764251709,9.835669994354248,217.339,33300.15880560875,0.309511172383,4.49422971361,0.0094867,341.251519961,56.4913215637207,0.0559235,24.0289,2.72663e+10,-220.736,217.34315147,0.0,0.676880568188,217.37957256,217.421,174.865998716,1098.79120192,592.673703863,600,43.5072,329.853582027
0.994564,-207.114,0.14202332496643066,0.673330324662,44,0.673330324662,1.1166660785675049,9.665133714675903,217.477,33355.67856645584,0.490901351974,4.50431865197,0.00928906,313.277304229,55.395174741744995,0.0542297,24.0285,2.72537e+10,-207.06,217.47815786,0.0,0.673265458996,217.517669425,217.565,105.811991109,773.59161279,541.438339103,601,43.9492,318.860050546
0.994543,-217.265,0.14475727081298828,0.378911412411,41,0.378911412411,1.1446642875671387,10.156662940979004,217.805,33411.99323964119,-2.96891328832,4.52535956002,0.00897118,394.131883236,56.187538623809814,0.054718,24.0281,2.72438e+10,-217.21,217.808945472,0.0,0.378822285035,217.845130749,217.889,162.18176194,1324.24376283,593.33319072,602,43.9212,332.650573634
0.994515,-219.022,0.14499688148498535,0.689133688426,43,0.689133688426,1.1436445713043213,9.97951889038086,217.64,33469.26598548889,0.442113803652,4.53075019548,0.00992454,372.456178605,57.14376354217529,0.0677032,24.0276,2.72308e+10,-218.954,217.643651973,0.0,0.689086205955,217.675730563,217.72,130.634426129,957.510245963,560.936090527,603,45.8662,324.325989627
0.99443,-218.226,0.14387273788452148,0.678460792575,39,0.678460792575,1.1057722568511963,9.84794306755066,218.108,33525.09515285492,0.458911596923,4.52706833811,0.00984058,338.627430326,55.70599365234375,0.062912,24.0262,2.71914e+10,-218.163,218.11058104,0.0,0.678565913244,218.144928851,218.189,168.728666635,1140.14944885,618.46422535,604,44.3004,338.655817953
0.994444,-217.588,0.1450512409210205,0.697513887227,40,0.697513887227,1.131232500076294,10.275690078735352,218.467,33583.14633703232,0.529477538226,4.54271657434,0.00954426,327.792209973,57.92149090766907,0.0940704,24.0264,2.71989e+10,-217.494,218.470973884,0.0,0.697516620958,218.505016536,218.548,134.497480846,880.76653701,600.671527323,605,43.7192,335.10262073
0.994408,-217.111,0.14605402946472168,0.653686536965,43,0.653686536965,1.120887041091919,9.993098735809326,218.671,33640.28000640869,0.48947701915,4.54653573087,0.00907067,294.906638883,57.00512957572937,0.0554504,24.0258,2.71817e+10,-217.055,218.673306069,0.0,0.653576777909,218.705356203,218.752,130.71910644,923.350932726,566.948805265,606,44.1956,326.455154746
0.994443,-220.997,0.14915060997009277,0.60120792444,39,0.60120792444,1.165708065032959,10.515261173248291,218.667,33699.068509340286,0.370824448878,4.55229832955,0.00973713,322.605509392,58.66206431388855,0.0538635,24.0264,2.71986e+10,-220.943,218.67065796,0.0,0.601436223937,218.70854578,218.755,143.571579937,981.826519573,614.336883186,607,44.109,338.894211671
0.994439,-220.237,0.1460587978363037,0.660123215341,41,0.660123215341,1.08538818359375,10.019191265106201,218.637,33755.9101793766,0.547211931216,4.57008273124,0.00986167,416.801098299,56.713664531707764,0.0587921,24.0264,2.71965e+10,-220.178,218.639963483,0.0,0.66019740955,218.683881223,218.731,116.401160772,961.286275654,595.905159144,608,44.4187,335.60493569
0.994516,-222.061,0.14458227157592773,0.665292303791,41,0.665292303791,1.1236133575439453,10.280770301818848,218.734,33813.66071534157,0.524047495207,4.59142132372,0.00976886,357.884640405,57.62493133544922,0.0634613,24.0277,2.72322e+10,-221.997,218.736505425,0.0,0.665402509286,218.772979914,218.818,134.79848797,864.678564877,589.192460038,609,45.4801,332.780464572
0.994551,-221.69,0.1443629264831543,0.621464968131,40,0.621464968131,1.1031415462493896,10.35103154182434,219.041,33871.74257826805,0.325020437015,4.60493352111,0.00968899,360.763998938,57.953644037246704,0.0647125,24.0282,2.7248e+10,-221.625,219.044525519,0.0,0.621520790789,219.077986624,219.124,155.071479705,944.423880096,613.114094587,610,46.6541,337.844079795
0.994642,-221.866,0.14603972434997559,0.656814976562,42,0.656814976562,1.106949806213379,10.179479360580444,219.107,33928.58124637604,0.274603070235,4.58066704481,0.00640265,319.781548647,56.718151569366455,0.0484314,24.0298,2.72901e+10,-221.818,219.109567639,0.0,0.656912857294,219.143580234,219.188,157.971452343,1021.08843667,588.266151585,611,44.2895,330.97989422
0.99465,-216.268,0.14191198348999023,0.525699347871,43,0.525699347871,1.075566291809082,9.830024480819702,218.742,33985.00760221481,0.281677212646,4.60619543451,0.00955262,377.115562211,56.30711054801941,0.0514679,24.0299,2.72937e+10,-216.216,218.744746158,0.0,0.525669167572,218.787551264,218.837,132.345721715,930.983766836,572.120559059,612,44.8565,328.763721073
0.994707,-217.154,0.14180588722229004,0.651870704291,42,0.651870704291,1.0949273109436035,10.268518209457397,218.992,34042.09164810181,0.370620298119,4.63473763785,0.00959126,334.632053651,56.95940971374512,0.0614014,24.0309,2.73208e+10,-217.093,218.995087105,0.0,0.651493257667,219.030304654,219.073,136.979841805,872.464475713,569.411188689,613,45.5017,325.77324223
0.994817,-217.989,0.14709043502807617,0.692420460121,43,0.692420460121,1.1017682552337646,10.222049474716187,219.241,34098.05086231232,0.579773019485,4.6019274632,0.00953666,388.340095884,55.83647394180298,0.0592194,24.0328,2.73722e+10,-217.929,219.245777016,0.0,0.692420178385,219.279838218,219.324,117.190794075,882.808492231,577.332879907,614,44.5623,331.011065449
0.994899,-219.388,0.14538908004760742,0.62050219376,43,0.62050219376,1.1104698181152344,10.28936243057251,219.352,34154.61894798279,0.268917737945,4.61917087974,0.00938302,355.114717435,56.44807958602905,0.0595856,24.0342,2.74106e+10,-219.329,219.353422313,0.0,0.620357861159,219.390465696,219.439,154.770998676,1194.12928953,576.223121568,615,45.2152,328.193074143
0.994843,-220.565,0.14412665367126465,0.584884425038,40,0.584884425038,1.0935657024383545,10.107319831848145,219.266,34210.922365665436,0.202177131952,4.62703516001,0.00981045,376.903198105,56.1844847202301,0.0668335,24.0332,2.73842e+10,-220.498,219.269689442,0.0,0.585122868298,219.305401801,219.352,126.349382783,915.409922686,600.955761881,616,45.5603,336.491048714
0.994938,-219.68,0.14687275886535645,0.610944069547,43,0.610944069547,1.0931143760681152,10.190441131591797,219.608,34267.185958623886,0.444314272742,4.65881367215,0.00911747,325.783973916,56.14619541168213,0.0701752,24.0349,2.7429e+10,-219.61,219.611176844,0.0,0.61097229795,219.649712132,219.695,125.958933631,833.691021404,574.239721031,617,45.5283,328.613875767
0.994923,-220.656,0.1461949348449707,0.737263795016,40,0.737263795016,1.1251490116119385,10.457570314407349,219.624,34323.92328572273,0.658806232153,4.63653945337,0.00980132,362.716267649,56.609548568725586,0.0647125,24.0346,2.74226e+10,-220.591,219.626107355,0.0,0.737002953468,219.670559988,219.718,134.847659508,973.904233883,604.230189134,618,45.4238,337.392098857
0.994882,-217.197,0.14848089218139648,0.64740171452,41,0.64740171452,1.112173318862915,10.429166793823242,220.06,34380.153905153275,0.273525267761,4.62629700653,0.00985629,392.09191305,56.11036944389343,0.0722046,24.0339,2.74031e+10,-217.125,220.062319635,0.0,0.647304504778,220.10355958,220.153,141.203252654,979.886660265,599.429393249,619,44.8168,335.278891699
0.994892,-224.559,0.14657163619995117,0.615821508504,37,0.615821508504,1.1160502433776855,10.241081953048706,219.704,34436.24151611328,0.311723041824,4.65986669451,0.00943342,394.243138993,55.965694427490234,0.0599213,24.0341,2.74077e+10,-224.499,219.708249077,0.0,0.615784905118,219.753466209,219.805,222.513642996,1375.69039515,658.965608364,620,46.5319,346.619121792
0.994938,-219.733,0.14690113067626953,0.708810222342,42,0.708810222342,1.1331415176391602,10.392252922058105,219.726,34491.92799282074,0.427693898834,4.58985670624,0.00998718,364.566066013,55.56596374511719,0.0606232,24.0349,2.74294e+10,-219.672,219.729151966,0.0,0.708865970292,219.76471192,219.812,125.049565159,923.603598217,579.457857655,621,45.0993,330.875593252
0.994972,-216.447,0.14915966987609863,0.63573338116,41,0.63573338116,1.1198887825012207,10.491658449172974,219.728,34547.95210266113,0.396930175732,4.57265943786,0.00972304,341.928850904,55.904006242752075,0.0557861,24.0355,2.74454e+10,-216.391,219.732373563,0.0,0.636006338516,219.775513092,219.818,136.754427297,1018.35964247,592.27223884,622,43.92,332.943643724
0.994878,-220.744,0.14494013786315918,0.600565235494,40,0.600565235494,1.0956826210021973,10.424006223678589,219.588,34604.093935251236,0.435674615135,4.58060094202,0.00969279,347.061149737,56.01249837875366,0.063446,24.0339,2.74018e+10,-220.681,219.591741513,0.0,0.600483753641,219.631405662,219.678,161.091990557,1108.96316267,605.586504749,623,44.6485,335.770889413
0.994886,-220.089,0.1436305046081543,0.671753046991,41,0.671753046991,1.0949878692626953,10.273000955581665,219.779,34660.56266784668,0.4204000882,4.64470414527,0.0094028,110.788401502,56.34758543968201,0.0574341,24.034,2.74055e+10,-220.032,219.782833142,0.0,0.671900160659,219.822669441,219.866,141.296050215,921.877693938,589.347645506,624,45.836,331.665020532
0.994797,-219.564,0.14842772483825684,0.486986038521,41,0.486986038521,1.1073107719421387,10.38046407699585,219.924,34716.59638404846,-0.797726400792,4.6249893763,0.00957039,377.20907788,55.905293226242065,0.0537872,24.0325,2.73638e+10,-219.511,219.929554332,0.0,0.487014714521,219.968629831,220.01,178.723764683,1397.52043069,594.282944813,625,44.8616,331.587277214
0.994914,-214.441,0.14920473098754883,0.65674499315,41,0.65674499315,1.135775089263916,10.384926557540894,219.502,34772.31484532356,0.516186991359,4.65223620095,0.00965638,379.384868359,55.5953848361969,0.06427,24.0345,2.74182e+10,-214.376,219.507939223,0.0,0.656370714224,219.550317909,219.594,136.684360525,898.205940863,589.626228437,626,45.9799,331.795460877
0.994849,-218.441,0.14476227760314941,0.613115445717,42,0.613115445717,1.0789494514465332,10.23641562461853,219.748,34827.85322713852,0.485492490402,4.66011158995,0.00969083,391.295770406,55.41148257255554,0.0541229,24.0333,2.73874e+10,-218.387,219.752408033,0.0,0.613364015838,219.794974956,219.837,124.418733778,880.431113668,575.122498171,627,45.4921,329.225977211
0.994697,-221.074,0.14397454261779785,0.659724588999,42,0.659724588999,1.1032729148864746,10.214022874832153,219.485,34882.81209921837,0.543677856036,4.66767683479,0.00946049,404.551123895,54.838664293289185,0.0602112,24.0308,2.73166e+10,-221.014,219.490238156,0.0,0.65974930152,219.531762482,219.576,124.010249728,994.901047553,590.802103578,628,46.3962,335.305108588
0.994571,-223.864,0.1450657844543457,0.624920077572,42,0.624920077572,1.0846514701843262,9.975495100021362,219.186,34938.29010462761,0.476643388223,4.68573464903,0.00999134,357.87152037,55.356353998184204,0.0713348,24.0286,2.72574e+10,-223.793,219.191725301,0.0,0.624585540716,219.236858738,219.284,126.496525629,882.519044898,591.491804801,629,46.5218,335.006389771
0.994664,-217.54,0.14474081993103027,0.620906322819,41,0.620906322819,1.0746302604675293,10.104093074798584,219.202,34993.190878391266,0.489643735283,4.69933649146,0.00971891,368.060058392,54.77677893638611,0.0583038,24.0302,2.73016e+10,-217.482,219.209032346,0.0,0.621195491429,219.250124222,219.298,131.169261103,1009.28366246,597.144261802,630,46.5723,336.005472125
0.994628,-217.202,0.14571881294250488,0.659095562065,42,0.659095562065,1.1031479835510254,10.1857750415802,219.564,35048.625353097916,0.40480692768,4.68130685608,0.00982002,387.514452219,55.31222128868103,0.0556641,24.0296,2.72846e+10,-217.147,219.571086237,0.0,0.658862863571,219.617379103,219.666,128.817314969,1148.41688593,587.760471313,631,46.2215,334.426446443
0.99471,-219.347,0.1464707851409912,0.609612336686,40,0.609612336686,1.09641695022583,10.1315176486969,219.161,35104.20861816406,0.476739381236,4.70089953585,0.00934931,344.762113353,55.45628046989441,0.0652618,24.031,2.73229e+10,-219.282,219.167802876,0.0,0.609605455142,219.210529544,219.259,144.900557426,1005.9213571,608.120834614,632,46.4024,337.659836616
0.994776,-222.045,0.14522910118103027,0.704924228398,41,0.704924228398,1.1026713848114014,10.232611894607544,219.275,35159.58645486832,0.646192834783,4.65547855835,0.00998443,318.61087656,55.254897117614746,0.0618744,24.0321,2.73541e+10,-221.983,219.283351331,0.0,0.704585690414,219.32530457,219.37,117.96859326,846.731039516,594.000602237,633,45.6687,335.323636235
0.994799,-218.264,0.1449446678161621,0.691621213724,44,0.691621213724,1.080287218093872,10.036468267440796,219.149,35214.588220357895,0.624554319175,4.67120364675,0.00988446,322.087460141,54.88148546218872,0.0595551,24.0325,2.7365e+10,-218.205,219.157982908,0.0,0.691587289247,219.208752862,219.253,136.400980562,973.989786987,560.43629864,634,46.1815,324.409127714
0.994771,-213.437,0.14670610427856445,0.22605455839,43,0.22605455839,1.0977730751037598,10.255718231201172,219.47,35270.07501578331,-2.7223767326,4.67173736849,0.00984594,403.022939384,55.364234924316406,0.0447693,24.032,2.73516e+10,-213.392,219.478001794,0.0,0.226078397725,219.52891431,219.575,96.9638502668,784.515748462,555.53518357,635,45.645,324.162204341
0.994777,-221.629,0.1847238540649414,0.565823479434,40,0.565823479434,1.1392571926116943,10.868094682693481,219.282,35325.70565319061,0.390763986534,4.66061561918,0.00978037,393.652575037,55.507914543151855,0.0683289,24.0321,2.73534e+10,-221.561,219.291554009,0.0,0.565562995687,219.3455133,219.391,149.233907829,1181.6706118,616.086158749,636,45.8983,340.401591889
0.994586,-219.81,0.1445789337158203,0.64106604226,43,0.64106604226,1.0810790061950684,9.98274302482605,219.372,35380.83548235893,0.269179193893,4.6818406179,0.00969747,332.309876653,55.00910305976868,0.0678101,24.0289,2.72649e+10,-219.743,219.382734046,0.0,0.641157124722,219.442451062,219.489,126.0951274,893.492930656,569.347858421,637,46.4662,327.419082768
0.994626,-221.686,0.1454906463623047,0.634002040239,41,0.634002040239,1.106269359588623,10.086095571517944,218.994,35435.34888982773,0.472398633368,4.68496654033,0.00927336,363.60040744,54.39122486114502,0.0590363,24.0296,2.72837e+10,-221.627,219.004701471,0.0,0.634061062508,219.068446617,219.114,128.681639991,962.364565603,596.525610282,638,45.7408,335.502014815
