ProcessExecTime,MeanKL,MeanKLBefore,Perplexity,dLoss,LossAfter,EnvExecTime,ItrTime,ExplainedVariance,AbsLearnSignal,NumTrajs,Time,MinReturn,Entropy,Iteration,MaxReturn,LossBefore,AveragePolicyStd,StdReturn,PolicyExecTime,AverageReturn,AverageDiscountedReturn
0.1520981788635254,0.00975373,0.0,2.99247e+10,0.0844968,-0.0844968,7.118687868118286,15.487809419631958,6.78557210421e-12,0.833040591339,203,15.48782205581665,71.6712710465,24.122,0,264.103799317,1.48417e-08,1.0,38.6730790511,1.1699833869934082,117.957123657,103.679858423
0.13501787185668945,0.00879184,0.0,3.00775e+10,0.0702367,-0.0702367,7.1488542556762695,10.737505912780762,0.101758483986,0.591009475602,211,26.35110330581665,76.072004769,24.127,1,243.292764643,-8.09884e-09,1.0003,33.6441756071,1.1355769634246826,112.92748985,99.9287751344
0.1459064483642578,0.00965551,0.0,3.00566e+10,0.0624697,-0.0624697,7.5129234790802,11.313401222229004,-0.802851530566,0.399948397163,211,37.792909145355225,75.278059743,24.1263,2,227.943253401,3.99446e-09,1.00026,35.7075564831,1.2306056022644043,113.196553682,100.065685877
0.14311623573303223,0.00716355,0.0,3.02907e+10,0.247388,-0.247388,7.557774543762207,11.27571702003479,-0.238530341918,0.495119459291,202,49.18493437767029,75.6946492667,24.1341,3,249.498972431,-2.54973e-08,1.00072,37.9505180302,1.1943154335021973,118.879186507,104.449565001
0.14574241638183594,0.00914849,0.0,3.0089e+10,0.0881108,-0.0881108,7.363396644592285,11.010370969772339,0.349630483033,0.680314216854,206,60.31932997703552,72.3213260947,24.1274,4,326.286872451,1.31614e-08,1.00032,41.3683811568,1.1725881099700928,116.393768424,102.339132489
0.14367341995239258,0.00960694,0.0,3.01764e+10,0.092021,-0.092021,7.348525285720825,11.210699796676636,0.0337706719035,0.592207472799,208,71.6597318649292,71.7486610184,24.1303,5,234.620957898,-1.89786e-08,1.00049,33.1960044652,1.1907415390014648,114.397017051,101.109927584
0.14405322074890137,0.00712611,0.0,3.00004e+10,0.0699388,-0.0699388,7.347222805023193,11.130263566970825,-0.231382284366,0.442581184581,204,82.89635419845581,73.0758404827,24.1245,6,290.539226523,-1.12175e-08,1.00015,39.9667882591,1.179814100265503,117.485700964,103.234099565
0.14389610290527344,0.0089237,0.0,2.98158e+10,0.0825507,-0.0825507,7.308703184127808,11.23001742362976,0.412831280187,0.754143584976,193,94.23958468437195,75.9057526159,24.1183,7,262.938625509,1.42652e-09,0.999788,42.2711957511,1.181365966796875,124.804802474,108.810186519
0.1459369659423828,0.00656882,0.0,2.9623e+10,0.0706425,-0.0706425,7.444946527481079,11.331444501876831,0.465274942692,0.775913653464,196,105.69564127922058,70.8733608783,24.1118,8,258.5612622,-4.04826e-09,0.999406,42.1492065312,1.1798732280731201,121.479368342,106.14733852
0.14643573760986328,0.00686576,0.0,2.96045e+10,0.0662898,-0.0662898,7.472517490386963,11.196616649627686,0.346092057687,0.676012717931,202,117.00187277793884,76.7725313808,24.1112,9,293.934082411,-1.9896e-08,0.99937,39.4658979371,1.1919090747833252,119.308510883,104.727199924
0.14609384536743164,0.00370488,0.0,2.95581e+10,0.0770114,-0.0770114,7.570920944213867,11.252282619476318,-20.0459850386,0.178461753088,184,128.36253929138184,76.9789242375,24.1096,10,348.826064198,6.71163e-09,0.999279,47.2314435428,1.2196898460388184,130.34320215,112.715137843
0.14516091346740723,0.00969885,0.0,2.95634e+10,0.0868976,-0.0868976,7.471282958984375,11.042510032653809,0.314005120381,0.753573039434,192,139.51884508132935,76.0769288104,24.1098,11,247.34024786,1.00667e-08,0.999289,42.6577707677,1.2047371864318848,124.900080047,108.752245674
0.1473388671875,0.00895697,0.0,2.95877e+10,0.111923,-0.111923,7.595109701156616,11.020609140396118,0.329490592452,0.676220561238,188,150.64624953269958,72.3730215763,24.1106,12,323.304890807,-8.94486e-09,0.999338,45.7301828458,1.2212061882019043,127.963103326,111.011250701
0.15047073364257812,0.00776694,0.0,2.94537e+10,0.0405858,-0.0405858,7.594049692153931,11.06062388420105,-14.0491800943,0.218582622222,192,161.83932185173035,76.3467091522,24.1061,13,272.310674751,-5.17926e-09,0.999073,42.7071375535,1.244978427886963,124.640121294,108.588428363
0.14664506912231445,0.00897606,0.0,2.96033e+10,0.0789366,-0.0789366,7.61676025390625,11.230364322662354,0.317237197778,0.748233492074,183,173.1855399608612,76.4930669453,24.1112,14,289.302527487,-5.73988e-09,0.999372,48.6757802226,1.2210404872894287,131.796528932,113.72243079
