AverageDiscountedReturn,PolicyExecTime,Perplexity,AveragePolicyStd,AbsLearnSignalNew,NumTrajs,AverageQLoss,AverageY,AverageAbsQYDiff,dLoss,AbsLearnSignalOld,ProcessExecTime,ItrTime,Entropy,EnvExecTime,MaxReturn,AverageAbsY,ExplainedVariance,AverageReturn,LossAfter,AverageQ,MinReturn,Time,StdReturn,AverageAbsQ,MeanKLBefore,AbsLearnSignal,LossBefore,Iteration,MeanKL
-18.6707568259,0.731086015701294,4872.5,0.996301,0.742854438921,5,2.23123,-7.77200013176,1.03425919572,0.0664716,0.742418614299,0.08498620986938477,36.649715185165405,8.49136,1.6901111602783203,-192.316216703,8.36889924873,-0.0242171869369,-249.015330176,7.32333,-7.77056,-298.59312787,402.1783003807068,38.7437293672,8.30431,0.0,0.742854438921,7.3898,10,0.0099851
-19.5573933412,0.7554318904876709,4839.38,0.995168,0.72826339929,5,2.29413,-8.04370861764,1.04741275259,0.0539999,0.728089245059,0.09052515029907227,36.829657793045044,8.48454,1.7069883346557617,-166.034948566,8.68706502207,0.250246549792,-248.804834369,7.75738,-8.04272,-372.838677939,439.13204169273376,81.1309264757,8.61992,0.0,0.72826339929,7.81138,11,0.00641961
-24.3486264831,0.7557988166809082,4813.03,0.994265,0.74142972519,5,2.30215,-8.23656270995,1.04369612112,0.0593686,0.742324632387,0.0951845645904541,36.84772825241089,8.47908,1.704655408859253,-95.1383149363,8.94132185783,0.374760206391,-233.620932915,7.60184,-8.23524,-414.997270998,476.1075372695923,117.502507307,8.87278,0.0,0.74142972519,7.66121,12,0.00641318
-8.38105926593,0.7323024272918701,4825.13,0.994679,0.765716533902,5,2.38443,-8.33545920477,1.06097652221,0.0552139,0.76628092518,0.09296464920043945,36.43910050392151,8.48159,1.7093255519866943,-99.3734971208,9.10024803355,-0.169622630617,-155.767179696,6.17879,-8.33432,-241.230708316,512.6680717468262,52.4441739388,9.02835,0.0,0.765716533902,6.23401,13,0.00641269
-6.85551234811,0.7844862937927246,4793.71,0.993607,0.754537924842,5,2.38129,-8.42549178727,1.06294850608,0.0588722,0.756342656234,0.09104442596435547,36.4812650680542,8.47506,1.7209529876708984,-74.0558025956,9.29247946326,0.363697593646,-208.345730581,6.99129,-8.42454,-291.211914871,549.2761492729187,81.2824084569,9.21986,0.0,0.754537924842,7.05016,14,0.00645751
-8.15598493878,0.7519145011901855,4785.12,0.993311,0.723758824477,5,2.37847,-8.5611791455,1.06263142671,0.0674906,0.722911403642,0.08930420875549316,36.45521020889282,8.47327,1.713489294052124,-154.288142725,9.49977540851,0.303692643335,-214.447049829,8.05625,-8.5608,-247.543079788,585.8545246124268,32.9724530568,9.42653,0.0,0.723758824477,8.12374,15,0.00980722
-15.998813505,0.7483105659484863,4783.88,0.993273,0.750980073299,5,2.38714,-8.67375014268,1.06037623549,0.0709333,0.752039947178,0.09534239768981934,36.53768062591553,8.47301,1.7003109455108643,-149.051413606,9.66001651079,-0.10507128405,-212.830693815,8.28356,-8.67283,-297.252975026,622.5230264663696,47.6405228057,9.586,0.0,0.750980073299,8.35449,16,0.00998741
-16.1753114115,0.7392504215240479,4778.44,0.993085,0.729515238049,5,2.4912,-8.63305742489,1.08333670979,0.0683093,0.729929881106,0.09002876281738281,36.333089113235474,8.47187,1.7007622718811035,-202.643176139,9.71862958189,0.139582541511,-240.017130484,6.97416,-8.63239,-287.406794545,658.9760010242462,28.1912521858,9.64006,0.0,0.729515238049,7.04247,17,0.00993239
-6.9144659146,0.73077392578125,4798.71,0.993797,0.754013684915,5,2.48043,-8.63090994577,1.08187455512,0.0554261,0.754702632246,0.09329056739807129,36.2608916759491,8.4761,1.6917564868927002,-68.2283114572,9.80572444905,0.282836899913,-176.679163319,7.2148,-8.6303,-287.561170273,695.3537309169769,71.1126425564,9.72746,0.0,0.754013684915,7.27023,18,0.00641745
-14.6857830266,0.7501063346862793,4764.53,0.992621,0.755671958175,5,2.4091,-8.58872428707,1.07020919032,0.0564766,0.756327751069,0.09330463409423828,36.586756229400635,8.46896,1.7166621685028076,-200.340119604,9.79920877011,-0.097877047199,-212.669509034,7.62509,-8.58804,-230.714950577,732.058117389679,10.9299179124,9.72083,0.0,0.755671958175,7.68156,19,0.006458
-18.5082262559,0.7308802604675293,4736.47,0.991646,0.746985754274,5,2.37533,-8.58843778792,1.0620267301,0.0672932,0.747893415137,0.09102058410644531,36.53201460838318,8.46305,1.7122962474822998,-91.605023798,9.8386076439,-0.268093190306,-229.325696907,8.41412,-8.58846,-332.202471216,768.7088170051575,78.4178241411,9.76123,0.0,0.746985754274,8.48142,20,0.0099766
-13.7654262865,0.7529075145721436,4695.46,0.990233,0.757580463898,5,2.33861,-8.43677690226,1.05399308326,0.0589609,0.756492792004,0.09296822547912598,36.44459509849548,8.45435,1.7051794528961182,-55.3481155901,9.78685106792,0.0296327345639,-170.712038881,5.91071,-8.4363,-243.044721016,805.2821493148804,63.4749603194,9.70607,0.0,0.757580463898,5.96967,21,0.0065038
-15.2611634775,0.7351579666137695,4625.6,0.987753,0.749325155152,5,2.36949,-8.22116891907,1.06661162787,0.0555348,0.748108162464,0.09330153465270996,36.871662616729736,8.43936,1.707125186920166,-3.3179912163,9.72483099365,0.182969904215,-127.927535432,4.04805,-8.22169,-191.877621874,842.2706789970398,66.8158206788,9.6406,0.0,0.749325155152,4.10359,22,0.00645695
-14.5137004431,0.7216031551361084,4579.99,0.986152,0.783152749049,5,2.3714,-8.04223653574,1.06494960734,0.0695114,0.784153344496,0.09281444549560547,36.34561371803284,8.42945,1.7008056640625,-43.9450150151,9.67091472397,0.0467480735201,-160.187849396,5.62273,-8.04214,-275.762894022,878.7305679321289,89.9073869286,9.58619,0.0,0.783152749049,5.69224,23,0.00994455
-4.0839672063,0.726064920425415,4595.77,0.986708,0.771430218356,5,2.3871,-7.80717991965,1.06971830611,0.0555937,0.772316869928,0.08811569213867188,36.58197832107544,8.43289,1.7023792266845703,-97.0280984802,9.609112612,0.00660859842767,-137.505525347,3.24631,-7.80776,-215.799865839,915.4334230422974,42.6479703359,9.52205,0.0,0.771430218356,3.3019,24,0.00641644
-15.0596134143,0.7242052555084229,4548.69,0.985004,0.741786552074,5,2.40459,-7.56966208568,1.07571674176,0.0552535,0.742213009182,0.08784604072570801,36.382811307907104,8.42259,1.7131643295288086,-74.8015955947,9.58747750532,-0.0150431759672,-171.166722503,4.1911,-7.57093,-384.620455644,951.9362146854401,117.949054716,9.49711,0.0,0.741786552074,4.24635,25,0.00641397
-7.94218919799,0.7306187152862549,4514.03,0.983764,0.760873909101,5,2.45553,-7.1556140275,1.08677115918,0.0656444,0.761549349812,0.09264755249023438,36.42301321029663,8.41495,1.7200477123260498,80.6756474186,9.53885937724,0.228306477295,-57.6679557799,0.270203,-7.15658,-176.299049362,988.4803276062012,91.3178743654,9.44235,0.0,0.760873909101,0.335847,26,0.00643649
