AverageDiscountedReturn,LossBefore,MeanKLBefore,dLoss,AverageAbsY,AverageAbsQ,AverageQ,StdReturn,AverageReturn,MaxReturn,EnvExecTime,AverageAbsQYDiff,PolicyExecTime,AbsLearnSignalOld,AveragePolicyStd,Iteration,ProcessExecTime,ExplainedVariance,MinReturn,AbsLearnSignalNew,MeanKL,NumTrajs,Perplexity,AverageQLoss,AbsLearnSignal,LossAfter,Entropy,Time,ItrTime,AverageY
-7.11464815122,2.76975,0.0,0.066056,10.8519187099,10.7045,-9.07748,108.790780888,-2.18364232959,77.140470196,1.6494646072387695,1.64334299033,0.9999470710754395,0.801862984463,0.997509,10,0.11976766586303711,-0.109110154969,-214.597871056,0.800706288146,0.00647213,5,4907.46,5.13573,0.800706288146,2.70369,8.49851,434.22350454330444,39.096893310546875,-9.07670901413
-14.3973195024,2.76435,0.0,0.0656121,10.5602834805,10.4052,-8.38639,77.3475051884,-53.9409358532,59.6254711186,1.6477277278900146,1.65365724105,1.0083415508270264,0.786800000083,0.995154,11,0.12278056144714355,0.205192446942,-182.635751379,0.787102567246,0.00641964,5,4838.17,5.15779,0.787102567246,2.69874,8.48429,473.62879252433777,39.26885771751404,-8.3854751551
0.807961277182,1.83007,0.0,0.0653719,10.2623916975,10.0981,-7.55184,98.9414387667,-31.3232044474,97.7997853721,1.6403071880340576,1.65666616731,0.9822394847869873,0.774248357498,0.994316,12,0.12013125419616699,-0.131925944277,-196.049396541,0.774097994533,0.00640839,5,4813.25,5.14903,0.774097994533,1.7647,8.47913,512.9485111236572,39.181708097457886,-7.54983883931
-20.4100865932,4.72789,0.0,0.0814395,10.1284856248,9.96103,-7.0011,159.374958604,-122.118816485,8.95301038056,1.6293394565582275,1.64000693125,0.9501652717590332,0.784678730734,0.993968,13,0.12061929702758789,0.18888424447,-428.382792288,0.783716246962,0.00990544,5,4802.97,5.0274,0.783716246962,4.64645,8.47699,552.1415221691132,39.05710959434509,-6.99937821478
-18.1329051424,7.05438,0.0,0.0625377,10.173646547,10.0043,-6.68701,144.657248005,-185.382502815,-14.4025948869,1.605872392654419,1.60749532962,0.9210555553436279,0.797215834416,0.995433,14,0.11791753768920898,0.458046384903,-438.390578283,0.796866356987,0.00644702,5,4845.57,4.84317,0.796866356987,6.99184,8.48582,591.4013695716858,39.1265389919281,-6.68477862776
11.599097234,1.97509,0.0,0.0762383,10.1508415287,9.97696,-6.1497,156.008751279,-27.5004942426,155.052409171,1.6315395832061768,1.5825325602,0.941124677658081,0.778609448336,0.993489,15,0.11539983749389648,0.575824689801,-292.496854008,0.781176752655,0.00983118,5,4789.23,4.67386,0.781176752655,1.89885,8.47412,630.8040747642517,39.26817321777344,-6.14660050841
5.91204723312,7.33867,0.0,0.0584493,10.3558109169,10.1802,-5.75606,145.42427613,-182.326931145,-19.2137258218,1.6083049774169922,1.56589416303,0.9262030124664307,0.748061499645,0.994987,16,0.11982464790344238,0.483624754622,-350.234407407,0.750037518204,0.00641544,5,4833.33,4.57314,0.750037518204,7.28022,8.48329,670.2311654090881,39.289982318878174,-5.75254765963
-2.48169054125,-0.0233231,0.0,0.0797307,10.4382051775,10.2549,-5.02355,149.376778721,-25.727037493,140.416254505,1.6378390789031982,1.58101283835,0.9569487571716309,0.769157862493,0.99637,17,0.11918878555297852,0.220440610335,-241.730447194,0.770053605029,0.00998435,5,4874.0,4.65346,0.770053605029,-0.103054,8.49167,709.8565566539764,39.4885139465332,-5.01912699788
0.994761306896,-4.4121,0.0,0.088026,10.4890969142,10.3003,-3.96741,71.9415182943,43.538760007,164.248066614,1.6272010803222656,1.59632526397,0.9353482723236084,0.785471771319,0.994466,18,0.11625790596008301,0.0637124860764,-56.6661089795,0.78491405665,0.00993899,5,4818.42,4.77277,0.78491405665,-4.50013,8.4802,749.4070024490356,39.41606640815735,-3.96285597293
7.30354789349,0.354743,0.0,0.0668257,10.9515994294,10.769,-3.0808,165.365448298,-59.3590499107,79.5665566406,1.6258699893951416,1.60218306543,0.9405786991119385,0.741088611778,0.993918,19,0.11973452568054199,0.477081328527,-376.521364069,0.739777286974,0.00641498,5,4802.34,4.78137,0.739777286974,0.287917,8.47686,788.8063402175903,39.25964641571045,-3.074874678
17.5632046627,-5.48471,0.0,0.0654535,11.4942040036,11.3173,-1.81175,187.402732775,97.3397303024,389.592540354,1.6189208030700684,1.61145757185,0.9472739696502686,0.792966556163,0.993931,20,0.11772584915161133,0.480358537151,-193.755227526,0.792580319028,0.00649731,5,4802.31,4.87772,0.792580319028,-5.55017,8.47685,828.180980682373,39.23732876777649,-1.80531564215
18.7334450016,-8.85668,0.0,0.0681791,12.2845127246,12.1284,-0.330186,157.770884751,204.059819456,370.739445757,1.622338056564331,1.61010283544,0.9358460903167725,0.785474458344,0.990047,21,0.11765050888061523,0.567424421584,-93.161317725,0.784868333539,0.00643046,5,4689.96,4.86288,0.784868333539,-8.92486,8.45318,867.5411288738251,39.22779035568237,-0.323907735997
14.7714699636,-9.75633,0.0,0.0704002,13.2631850495,13.1125,1.27242,150.168185762,150.6639196,304.214883418,1.627727746963501,1.61647975354,0.9421730041503906,0.781921878555,0.988127,22,0.11597728729248047,0.52147405643,-136.198081235,0.7827317692,0.00642831,5,4635.52,4.89987,0.7827317692,-9.82673,8.4415,907.0221450328827,39.346850872039795,1.27880099482
18.7198527701,-16.7407,0.0,0.0668392,14.4822987387,14.3538,3.05994,64.8648276287,319.56213095,396.081886045,1.6356003284454346,1.61799306353,0.9447860717773438,0.788888030515,0.986601,23,0.12430500984191895,0.0408740534557,216.835378735,0.787691731321,0.0064211,5,4592.21,4.90372,0.787691731321,-16.8076,8.43212,946.3074221611023,39.150230884552,3.06649213108
20.2937048475,-0.315386,0.0,0.0585815,15.9339909471,15.8241,4.36222,246.90697144,-8.31952573325,300.234119507,1.613699197769165,1.61549262384,0.944523811340332,0.684808830094,0.985088,24,0.12024211883544922,-0.138534806833,-298.549131677,0.684248030247,0.00644645,5,4550.59,4.94026,0.684248030247,-0.373968,8.42301,985.6272840499878,39.18416500091553,4.36829336711
29.2741526001,-21.3348,0.0,0.0736561,17.4380005454,17.3442,6.3281,84.9979012898,376.550982442,493.389531178,1.612973928451538,1.62586668625,0.9381043910980225,0.796223061538,0.983697,25,0.11786866188049316,-0.0738385120492,283.980082209,0.796402322657,0.00652757,5,4511.28,5.01687,0.796402322657,-21.4084,8.41434,1025.1354203224182,39.37208294868469,6.3340082465
35.6953362759,-17.6629,0.0,0.0698795,19.1190825027,19.0411,8.06767,197.200413053,312.366181331,471.618034697,1.6245765686035156,1.62731015997,0.9448065757751465,0.753095791794,0.981601,26,0.11777353286743164,0.366817426065,-51.5808685321,0.751420116833,0.00644967,5,4452.47,5.03056,0.751420116833,-17.7328,8.40121,1064.5503296852112,39.279526233673096,8.07301985272
24.8904979523,-14.4749,0.0,0.0637455,20.8392207424,20.7765,9.78688,216.199227749,207.86250602,491.259134822,1.6231698989868164,1.64156680833,0.9332046508789062,0.775138921886,0.97962,27,0.11932945251464844,0.676883088684,-108.975158498,0.775674929776,0.00644444,5,4400.0,5.21717,0.775674929776,-14.5387,8.38936,1103.902447462082,39.217756032943726,9.79227846268
28.738061225,-28.6801,0.0,0.0743523,22.6902291217,22.6406,11.8052,85.9729707002,436.475195409,526.078874334,1.6033010482788086,1.64999732151,0.9294602870941162,0.804492712809,0.979449,28,0.118682861328125,0.0473766676987,272.40583637,0.801567173144,0.00645616,5,4394.56,5.2288,0.801567173144,-28.7545,8.38812,1143.1806335449219,39.14395761489868,11.8102770003
50.4210421384,-32.9622,0.0,0.068409,24.6933014183,24.651,14.2113,83.9482199638,529.106782426,648.436313519,1.6244990825653076,1.67776428547,0.9469819068908691,0.783408049478,0.979525,29,0.11935186386108398,0.192885853693,429.739581081,0.783309599163,0.00654403,5,4396.44,5.52507,0.783309599163,-33.0306,8.38855,1182.6882510185242,39.37324118614197,14.2166143379
44.0282192079,-25.1364,0.0,0.0717888,26.817926986,26.7851,16.2932,353.404727221,428.25440147,816.455963669,1.6178233623504639,1.68532432175,0.9338197708129883,0.737777220625,0.978166,30,0.1199500560760498,0.630666877684,-223.049548383,0.736453480559,0.00647712,5,4359.63,5.64196,0.736453480559,-25.2082,8.38014,1222.1927375793457,39.368096113204956,16.2982034885
53.5369081797,-38.7891,0.0,0.097065,29.0585183086,29.0312,18.7467,77.1405001353,622.251035806,721.601471283,1.6053531169891357,1.721939037,0.943305253982544,0.770243420743,0.977576,31,0.11870121955871582,0.104081882259,507.569528314,0.771260985305,0.00998134,5,4343.26,5.97173,0.771260985305,-38.8862,8.37638,1261.4128606319427,39.08589768409729,18.7509471775
50.5172931425,-23.003,0.0,0.0778198,31.3645722893,31.3399,20.7934,406.851320447,380.672605016,735.647442573,1.604459524154663,1.75760977155,0.9378626346588135,0.756284747785,0.976103,32,0.11794304847717285,0.480025475428,-326.586739636,0.755650599473,0.00999828,5,4303.49,6.26065,0.755650599473,-23.0809,8.36718,1300.9501752853394,39.400721311569214,20.7984345293
69.105255823,-46.4153,0.0,0.0719872,33.9203457194,33.8941,23.557,104.532789052,730.165244986,886.651002479,1.618842601776123,1.7950508363,0.9406065940856934,0.75066846184,0.971667,33,0.11846542358398438,0.165351998457,610.640142074,0.753236911201,0.00645111,5,4187.85,6.63781,0.753236911201,-46.4873,8.33994,1340.272111415863,39.18535280227661,23.5620778657
59.3171099207,-44.047,0.0,0.0860748,36.6060862978,36.5822,26.3446,194.903200578,640.633332687,790.861880759,1.6000723838806152,1.83168959467,0.9275567531585693,0.750059546179,0.968633,34,0.11806154251098633,0.448790278034,255.426476229,0.753521701456,0.00996237,5,4109.79,6.99675,0.753521701456,-44.1331,8.32113,1379.421100616455,39.01320171356201,26.3493610649
68.4841105656,-45.2652,0.0,0.0782738,39.3690651008,39.3469,29.1827,195.962928168,616.43436125,894.528349608,1.6027412414550781,1.87650198055,0.9425292015075684,0.753082684517,0.967655,35,0.11999034881591797,0.59009318995,287.087837955,0.751664227752,0.00651963,5,4083.83,7.58867,0.751664227752,-45.3435,8.31479,1418.7407748699188,39.18637418746948,29.1875867425
64.9746991596,-44.4699,0.0,0.0864487,42.209523397,42.1874,32.0167,371.285993636,666.88065841,1142.38048052,1.6085782051086426,1.90162861323,0.933295488357544,0.778956858588,0.96575,36,0.11584949493408203,0.653421907858,12.5777056843,0.779115413064,0.00996693,5,4035.72,7.87549,0.779115413064,-44.5564,8.30294,1458.2066278457642,39.32884502410889,32.0218797042
78.1637766953,-38.9737,0.0,0.0688934,45.1708085265,45.149,34.6912,376.192053953,520.008313467,819.683920368,1.6193490028381348,1.93581221766,0.9415042400360107,0.7230672279,0.964349,37,0.12129044532775879,0.772025305644,-168.658638327,0.720839015223,0.00640393,5,4000.78,8.34376,0.720839015223,-39.0426,8.29424,1497.7434248924255,39.40195393562317,34.6962436235
83.1396476413,-50.1605,0.0,0.0866776,48.1558860999,48.1348,37.7456,287.240360488,624.128539112,788.50346111,1.610961675643921,1.98849795323,0.9533097743988037,0.756692373853,0.963047,38,0.1187434196472168,0.643490453124,51.9307422042,0.756999223677,0.00995437,5,3968.34,8.95466,0.756999223677,-50.2472,8.2861,1537.3254191875458,39.445488929748535,37.751007532
87.1995584777,-70.8456,0.0,0.0748825,51.5611079397,51.5382,41.3895,65.1559075793,982.560585436,1083.62173948,1.603393316268921,2.03220072328,0.9379737377166748,0.797685926622,0.961185,39,0.12074398994445801,0.414254992913,888.762555471,0.795784217616,0.00642076,5,3922.73,9.52396,0.795784217616,-70.9205,8.27454,1576.656490802765,39.19243311882019,41.3955928581
79.3265016904,-48.6797,0.0,0.0693665,54.6745764612,54.6525,44.2126,414.497389743,612.370630778,984.847025433,1.6150875091552734,2.06369749426,0.9504368305206299,0.794975809924,0.960731,40,0.11806106567382812,0.635659867328,-102.774780867,0.794628951798,0.00643951,5,3910.52,10.2793,0.794628951798,-48.7491,8.27143,1616.1656832695007,39.374103307724,44.2188987946
83.5603425674,-65.3701,0.0,0.073555,58.0519206156,58.0295,47.8115,330.671941469,837.633249916,1117.14679052,1.610797643661499,2.09392141261,0.9476823806762695,0.771037076593,0.958537,41,0.11917805671691895,0.681252565064,214.119503762,0.773671977593,0.00640257,5,3857.32,10.7091,0.773671977593,-65.4437,8.25773,1655.5506026744843,39.248131275177,47.8179512161
89.4130220135,-76.5377,0.0,0.0940552,61.6037634333,61.5814,51.4283,121.842052001,1041.96454478,1202.16441824,1.606534719467163,2.1263071318,0.9465141296386719,0.745356903298,0.958016,42,0.11895632743835449,0.616409861955,835.813313491,0.74571977199,0.00997275,5,3843.91,11.3176,0.74571977199,-76.6317,8.25425,1695.0586516857147,39.375749349594116,51.4346131853
93.8493025235,-67.5389,0.0,0.0892181,65.1053285239,65.0854,54.8697,353.033633216,892.978723462,1323.2716539,1.610530138015747,2.14926020816,0.932178258895874,0.769161418191,0.957623,43,0.12112236022949219,0.66926717472,413.49683575,0.767588223627,0.00983508,5,3833.35,11.7425,0.767588223627,-67.6281,8.25149,1734.3617885112762,39.164451122283936,54.8765243285
81.1545656901,-68.1962,0.0,0.0673904,68.5365514564,68.5161,58.2012,616.984143951,831.24874814,1413.60627037,1.602064847946167,2.20734772311,0.9362561702728271,0.737221870429,0.958184,44,0.11731195449829102,0.778324405683,-362.677138311,0.738823248357,0.00645006,5,3846.41,13.1397,0.738823248357,-68.2636,8.2549,1773.9391837120056,39.44539403915405,58.2083721665
105.665784652,-80.3945,0.0,0.0862274,72.1727179082,72.1525,61.7553,510.563004232,1018.26708507,1408.44709969,1.5807874202728271,2.21835356048,0.9205770492553711,0.745913679156,0.957038,45,0.11670613288879395,0.769348713805,24.797465969,0.744215633478,0.00996138,5,3818.69,12.7062,0.744215633478,-80.4808,8.24766,1813.2393727302551,39.16602396965027,61.7627969481
110.136081616,-80.949,0.0,0.0845337,75.7815776119,75.7601,65.3522,378.781153914,984.884715804,1235.81600585,1.5833802223205566,2.2798147251,0.9219746589660645,0.71741069635,0.955946,46,0.11903524398803711,0.729612872649,234.575003016,0.717930204657,0.00988249,5,3792.41,14.7792,0.717930204657,-81.0335,8.24076,1852.4894540309906,39.11807203292847,65.3595898379
97.7656543324,-95.0522,0.0,0.0819244,79.6033976121,79.5818,69.2379,156.695862089,1033.59183173,1230.5046996,1.5654692649841309,2.31011852216,0.8912982940673828,0.746956796089,0.954517,47,0.11819744110107422,0.606312285062,792.851207771,0.748291397093,0.00991649,5,3757.97,15.1469,0.748291397093,-95.1341,8.23163,1891.8606598377228,39.2270724773407,69.2456054791
115.417136857,-112.298,0.0,0.096405,83.4364447966,83.4158,73.1869,18.6321819087,1290.3688981,1322.02084054,1.5948357582092285,2.33027429143,0.9468891620635986,0.796271406703,0.954157,48,0.11581087112426758,0.440550432001,1272.77542148,0.796352541748,0.00984671,5,3748.67,15.4182,0.796352541748,-112.394,8.22916,1931.1211531162262,39.128562927246094,73.1946054112
117.212856308,-90.2799,0.0,0.0837936,87.1356166444,87.1167,76.955,560.667899411,993.285401339,1413.64266826,1.595165729522705,2.37087816353,0.9425756931304932,0.69259444709,0.953181,49,0.12157559394836426,0.80141934901,-115.521794354,0.691620454138,0.00987223,5,3725.83,17.1455,0.691620454138,-90.3637,8.22304,1970.1811256408691,38.92720866203308,76.9628561969
114.175389101,-121.79,0.0,0.0688171,91.1095944002,91.0913,81.0372,98.3605131655,1359.22276774,1502.85993172,1.5990040302276611,2.37415492505,0.9605567455291748,0.785949993907,0.952146,50,0.12067437171936035,0.380736570357,1214.33907846,0.78618453367,0.00641542,5,3702.17,16.7663,0.78618453367,-121.859,8.21667,2009.5462393760681,39.23165416717529,81.0455479328
129.12923077,-110.97,0.0,0.0854797,94.8794213654,94.8609,84.8519,116.510383381,1253.61003908,1375.56624951,1.5949907302856445,2.39920427036,0.927138090133667,0.726228160694,0.951631,51,0.12197422981262207,0.735716211013,1057.79832731,0.726064624133,0.00985703,5,3689.37,17.8802,0.726064624133,-111.056,8.21321,2048.850023984909,39.16723704338074,84.8586936408
138.870423737,-133.288,0.0,0.0905304,98.986056893,98.9679,89.102,53.650263253,1496.69852808,1587.42540366,1.5782926082611084,2.4416937041,0.912717342376709,0.792660653656,0.949606,52,0.1150963306427002,0.468383165997,1432.95071889,0.791410005112,0.00995152,5,3642.08,19.2306,0.791410005112,-133.378,8.20031,2088.1046376228333,39.12329363822937,89.109792863
129.358541415,-114.821,0.0,0.0820236,102.574791312,102.556,92.7055,506.576879679,1258.96733768,1737.68907569,1.5970544815063477,2.49226382539,0.9302990436553955,0.741949688659,0.948782,53,0.11699676513671875,0.725365409476,277.255563971,0.742017054553,0.00993687,5,3622.93,21.1049,0.742017054553,-114.903,8.19504,2127.6167290210724,39.37818884849548,92.7135879754
127.238709012,-123.289,0.0,0.0805283,106.204395469,106.187,96.3147,343.652309339,1345.99754496,1590.49805231,1.601135015487671,2.51952942408,0.9401841163635254,0.749938673892,0.947852,54,0.11706829071044922,0.766844574182,675.191917204,0.751444571509,0.00993906,5,3601.42,21.7829,0.751444571509,-123.37,8.18908,2167.0469903945923,39.29319953918457,96.3223825132
134.330481844,-125.868,0.0,0.0825119,109.935952873,109.917,100.111,560.601874651,1442.04795749,1908.45896174,1.5918822288513184,2.57090138878,0.932220458984375,0.763669577358,0.946546,55,0.11598730087280273,0.773597362022,355.449141325,0.762530616959,0.00978384,5,3571.73,22.4646,0.762530616959,-125.951,8.18081,2206.334359884262,39.15545845031738,100.119517325
120.725435591,-149.002,0.0,0.0800934,113.935075014,113.921,104.384,211.777758161,1530.08925083,1831.27591289,1.6109554767608643,2.6145830849,0.9370481967926025,0.781064732517,0.945768,56,0.11880064010620117,0.532582747644,1287.12395546,0.783021533813,0.00992449,5,3552.67,24.2119,0.783021533813,-149.082,8.17545,2245.532214641571,39.0610728263855,104.392580425
131.003080175,-150.523,0.0,0.0747833,117.803059738,117.787,108.261,163.198278749,1593.70926323,1841.23024471,1.6044867038726807,2.64207291574,0.9267194271087646,0.737869728455,0.943847,57,0.11866211891174316,0.519386012263,1362.66184144,0.736204420155,0.0096467,5,3510.39,24.5613,0.736204420155,-150.598,8.16348,2284.8949790000916,39.228843450546265,108.269304754
107.936914382,-127.58,0.0,0.0643005,121.41958764,121.404,111.985,712.393949057,1256.82811175,1701.26934198,1.590362310409546,2.66999628373,0.9327812194824219,0.769657666406,0.942249,58,0.11941814422607422,0.628787782408,-162.621326441,0.767599869913,0.0065514,5,3474.42,25.4917,0.767599869913,-127.644,8.15318,2324.2407133579254,39.210676431655884,111.99363988
128.30754285,-135.172,0.0,0.0733643,124.91000707,124.896,115.477,622.669563876,1323.8715603,1701.40119916,1.5992326736450195,2.69796201975,0.930166482925415,0.720717908852,0.941565,59,0.11418294906616211,0.791808706189,87.9203629518,0.721593702267,0.00986815,5,3458.76,26.4805,0.721593702267,-135.246,8.14866,2363.487980365753,39.112290382385254,115.486632077
152.515314347,-121.177,0.0,0.0777054,128.214379713,128.2,118.726,376.246775069,1246.33113984,1691.17954285,1.6019015312194824,2.75247750693,0.9396402835845947,0.667298623075,0.940407,60,0.11894011497497559,0.738076528539,818.924429703,0.667190600234,0.00991867,5,3433.05,28.2524,0.667190600234,-121.255,8.1412,2402.83975148201,39.217560052871704,118.734441745
115.175178393,-170.644,0.0,0.0832214,131.897530875,131.882,122.428,143.577430261,1623.99724416,1882.88119654,1.600940227508545,2.82247444432,0.9390177726745605,0.73375444523,0.940438,61,0.11671757698059082,0.194336854589,1469.0898674,0.733632508482,0.00999764,5,3432.79,31.5471,0.733632508482,-170.727,8.14113,2441.8721129894257,38.89915084838867,122.438364203
144.527765269,-153.086,0.0,0.0784912,135.53555988,135.519,126.176,418.721878612,1507.53192051,1840.37063557,1.5836102962493896,2.86671165242,0.9154930114746094,0.613333175548,0.940377,62,0.11797285079956055,0.423275383584,688.11359539,0.613691226117,0.00995822,5,3430.46,35.0214,0.613691226117,-153.165,8.14045,2481.108920097351,39.101322650909424,126.186262498
133.405298796,-177.63,0.0,0.0844421,139.214735138,139.199,130.05,80.4073937974,1679.63880968,1769.14810619,1.5968546867370605,2.80969742,0.9222955703735352,0.758751749097,0.939912,63,0.1175696849822998,0.608300794888,1565.69063706,0.757448370508,0.00995731,5,3420.35,30.7318,0.757448370508,-177.714,8.1375,2520.386193752289,39.14241003990173,130.058565677
155.563751651,-173.001,0.0,0.071991,142.49083452,142.477,133.399,286.116713082,1741.67491994,1956.84152225,1.6122949123382568,2.86598781562,0.9452130794525146,0.739385285615,0.938382,64,0.11917877197265625,0.745433111171,1191.91784291,0.738529942825,0.00977874,5,3386.52,36.1649,0.738529942825,-173.073,8.12756,2559.7303495407104,39.20801663398743,133.408586871
142.874499156,-142.144,0.0,0.0740204,145.442455171,145.428,136.401,795.037511621,1457.09950291,2146.13821881,1.5820603370666504,2.86866575503,0.9044227600097656,0.768737295217,0.936121,65,0.11934185028076172,0.707738022413,-15.4310032551,0.768597753221,0.00997458,5,3337.16,35.7498,0.768597753221,-142.218,8.11288,2599.081425189972,39.216118574142456,136.410191914
153.837257947,-191.347,0.0,0.0704193,148.830054958,148.814,140.08,192.395711963,1816.08435329,2065.30203668,1.5915393829345703,2.89803393087,0.9296317100524902,0.733225442956,0.934907,66,0.11650562286376953,0.548474317126,1509.65802357,0.732163896377,0.0098773,5,3310.57,36.7602,0.732163896377,-191.418,8.10487,2638.169504404068,38.952311515808105,140.089656679
152.938816285,-184.911,0.0,0.0825348,151.799030756,151.784,143.167,243.050866773,1734.10091476,1990.05244376,1.5794694423675537,2.92646203955,0.909433126449585,0.647611701371,0.935569,67,0.11758065223693848,0.570672608819,1293.06870929,0.647456245799,0.00975344,5,3324.13,40.4753,0.647456245799,-184.994,8.10896,2677.3421428203583,39.040302991867065,143.176552401
126.082337537,-92.3896,0.0,0.0527802,153.902802199,153.887,145.048,879.695987238,827.585026619,1967.07340718,1.6116864681243896,2.89688234943,0.9370152950286865,0.789927725589,0.935749,68,0.1219174861907959,0.70346842443,-285.018483809,0.789435809455,0.00654439,5,3328.04,36.0917,0.789435809455,-92.4424,8.11014,2716.8858177661896,39.406655073165894,145.057984231
133.412350708,-154.158,0.0,0.0582886,156.707814678,156.693,147.881,498.469664705,1337.69226108,1822.40807692,1.6280348300933838,2.94206884329,0.9486985206604004,0.707917368494,0.936107,69,0.11863946914672852,0.73572103134,545.165237724,0.708952732394,0.00644485,5,3335.21,39.0865,0.708952732394,-154.216,8.11229,2756.921814441681,39.90093970298767,147.890917951
147.468989884,-159.239,0.0,0.074173,159.373983718,159.361,150.539,505.939528213,1428.04735635,1994.28052423,1.6167023181915283,2.90653625215,0.9536833763122559,0.74809884813,0.935068,70,0.1193840503692627,0.77930024055,623.985854257,0.749244675524,0.00985321,5,3312.27,37.6937,0.749244675524,-159.313,8.10539,2796.6283235549927,39.57170033454895,150.547857756
181.72610484,-190.049,0.0,0.0662537,162.400960722,162.387,153.759,216.239852267,1808.12021266,2066.48520124,1.6126270294189453,2.91854845096,0.94081711769104,0.720607994652,0.934454,71,0.12006282806396484,0.740882633123,1428.65000513,0.720936495492,0.00983677,5,3299.37,38.606,0.720936495492,-190.115,8.10149,2835.894799232483,39.13111734390259,153.76919317
169.180530367,-212.07,0.0,0.0575409,165.112777823,165.102,156.579,118.756057383,1983.5639093,2154.12626594,1.6096177101135254,2.97356003109,0.9393889904022217,0.743790094068,0.934074,72,0.11731863021850586,0.609280422939,1833.39866896,0.744489702952,0.00651158,5,3291.1,41.5547,0.744489702952,-212.128,8.09898,2875.455496788025,39.42377042770386,156.588264956
