AverageAbsQ,AverageDiscountedReturn,MaxReturn,AbsLearnSignalOld,AverageAbsQYDiff,Time,AbsLearnSignalNew,dLoss,AverageY,AverageQLoss,Perplexity,ExplainedVariance,Iteration,NumTrajs,MeanKL,LossAfter,ProcessExecTime,MinReturn,AverageReturn,PolicyExecTime,AveragePolicyStd,LossBefore,Entropy,EnvExecTime,AverageAbsY,MeanKLBefore,StdReturn,ItrTime,AverageQ,AbsLearnSignal
8.6181,-3.03033678212,-238.69121091,0.763479960731,1.23744644563,438.52557396888733,0.763874330858,0.0569043,-7.72553838234,3.12552,4748.66,0.319191796224,12,5,0.00644094,6.96081,0.08957290649414062,-296.60186054,-268.540550242,0.6349458694458008,0.992041,7.01772,8.46562,1.595588207244873,8.70418541816,0.0,19.3157075476,34.69746375083923,-7.72232,0.763874330858
8.72894,-8.59343196696,-149.747564523,0.774214703785,1.21889014251,473.4497845172882,0.773905518814,0.0571623,-7.78100287408,3.02786,4742.42,0.0664633886983,13,5,0.00642613,6.94454,0.09574389457702637,-266.136714963,-216.160243218,0.7027957439422607,0.991824,7.0017,8.4643,1.6234674453735352,8.80916012737,0.0,46.2436177391,34.79615592956543,-7.77906,0.773905518814
8.75434,-17.6054865607,-176.116747563,0.764220886945,1.22141288396,509.071453332901,0.76416807864,0.0609641,-7.78113702555,3.02139,4760.11,0.309382086411,14,5,0.00651242,5.66302,0.08402037620544434,-299.571088414,-237.957981086,0.6372079849243164,0.992436,5.72398,8.46803,1.601088047027588,8.83653378583,0.0,50.9715308205,35.49858808517456,-7.77817,0.76416807864
8.84834,-15.7659464528,-187.242275048,0.788304040865,1.21014699226,543.6320927143097,0.788662965405,0.0561695,-7.88206252964,2.96501,4735.97,0.185873196236,15,5,0.00641142,7.30531,0.08969449996948242,-309.286061822,-245.039799112,0.6542432308197021,0.991596,7.36148,8.46294,1.5902025699615479,8.92788906754,0.0,44.2637815568,34.43843340873718,-7.87908,0.788662965405
8.9355,-22.4821253403,-134.834424313,0.796811682675,1.19692282531,579.354332447052,0.796859808845,0.0677605,-8.00383480081,2.88576,4710.97,-0.297463434016,16,5,0.00999917,7.42882,0.10572195053100586,-389.747512813,-237.566896017,0.8025319576263428,0.99072,7.49658,8.45765,1.6675238609313965,9.01279730714,0.0,100.54518545,35.59460186958313,-8.00131,0.796859808845
9.06038,-19.6072708052,-179.851047477,0.752783875449,1.16646229161,614.83469581604,0.75497589365,0.0648689,-8.17060787011,2.73179,4702.46,0.165545761409,17,5,0.00998393,8.83973,0.10247445106506348,-335.647188932,-246.099961496,0.7623364925384521,0.990424,8.9046,8.45584,1.6394283771514893,9.13249722541,0.0,55.9439118998,35.35505032539368,-8.16771,0.75497589365
9.11802,-15.9482206127,-180.377583297,0.796254214079,1.15183777875,650.3081097602844,0.797287242591,0.0696378,-8.28240099625,2.6564,4647.38,-0.461407986119,18,5,0.00992041,7.70608,0.1128385066986084,-259.477320783,-223.051386068,0.8324263095855713,0.988486,7.77572,8.44406,1.684868335723877,9.18693668233,0.0,32.5046885497,35.34360671043396,-8.28013,0.797287242591
9.1596,-5.41580953144,-118.204015983,0.769022658257,1.13261611147,687.1508226394653,0.770429745888,0.0670099,-8.32663656058,2.57211,4661.43,0.318401442401,19,5,0.00999054,7.25402,0.09916853904724121,-230.542093463,-155.568713366,0.7580966949462891,0.988989,7.32103,8.44708,1.644641399383545,9.2274234812,0.0,43.9134776626,36.70939373970032,-8.32446,0.770429745888
9.2246,-18.8285424997,-186.322274657,0.737901724209,1.11269068624,723.4260673522949,0.738858805362,0.0547085,-8.42477677356,2.47563,4594.31,0.0091363731474,20,5,0.00647372,7.82074,0.126265287399292,-281.999047154,-227.528761721,0.8861923217773438,0.986609,7.87545,8.43257,1.7287192344665527,9.2867464416,0.0,35.5259151981,36.139803886413574,-8.42283,0.738858805362
9.18143,-20.6268130505,-27.6332648644,0.777151067081,1.09995732861,762.5104308128357,0.778349856099,0.0546308,-8.37839225181,2.41008,4550.29,0.110836000195,21,5,0.00643017,7.06384,0.10704970359802246,-272.213342314,-156.348941051,0.8397328853607178,0.985033,7.11847,8.42295,1.6770925521850586,9.24541165478,0.0,77.7415986771,38.959534645080566,-8.37732,0.778349856099
9.1327,-1.19707849061,-32.1293488896,0.764269083028,1.08601141385,800.1137511730194,0.764996246883,0.0546727,-8.29407958166,2.35765,4555.29,0.184295586512,22,5,0.00642501,6.75,0.12624049186706543,-223.29484099,-130.484309383,0.978327751159668,0.985221,6.80467,8.42404,1.8708727359771729,9.19796843299,0.0,70.0351089591,37.46584439277649,-8.29263,0.764996246883
9.07548,-8.54743651702,-59.485434744,0.768963523536,1.08171510645,837.9046292304993,0.767611768213,0.0562596,-8.16445790206,2.34037,4547.01,0.131652460185,23,5,0.00647012,6.99031,0.10703277587890625,-198.678356846,-148.339666884,0.8112485408782959,0.984934,7.04657,8.42223,1.6532070636749268,9.14012908,0.0,47.101633156,37.656338691711426,-8.16413,0.767611768213
