AverageDiscountedReturn,PolicyExecTime,ProcessExecTime,dLoss,MeanKLBefore,EnvExecTime,ItrTime,NumTrajs,AverageReturn,Iteration,MeanKL,LossAfter,Entropy,AveragePolicyStd,Perplexity,ExplainedVariance,Time,AbsLearnSignal,MaxReturn,LossBefore,StdReturn,MinReturn
185.530689405,0.8560843467712402,0.11135196685791016,0.0334973,0.0,1.6800107955932617,3.7612807750701904,5,2001.36943314,544,0.00644295,-0.0334973,4.63085,0.545287,102.601,0.775353454958,2039.6580147743225,0.722598419638,2128.15680921,1.12534e-08,137.267646865,1744.63020723
169.186046613,0.8419687747955322,0.11301684379577637,0.0318725,0.0,1.6529226303100586,3.7291760444641113,5,2030.56662927,545,0.006415,-0.0318725,4.6177,0.543983,101.261,0.682349167731,2043.3906798362732,0.764729096569,2161.04061974,2.53677e-08,78.8619552664,1940.48931056
134.377938949,0.8476705551147461,0.1133873462677002,0.0412032,0.0,1.6825323104858398,3.7965967655181885,5,1068.89226561,546,0.00996656,-0.0412032,4.60779,0.543248,100.263,0.713820746133,2047.293875694275,0.737559416541,2047.09184207,-3.43323e-08,806.635364246,-2.31125735159
154.034963051,0.8513460159301758,0.11672258377075195,0.0323461,0.0,1.6770117282867432,3.776381731033325,5,1603.35774077,547,0.00649919,-0.0323461,4.59848,0.542298,99.3329,0.851417715619,2051.075116634369,0.626774448876,2011.62335312,6.86645e-09,788.06601693,27.3873326548
168.427857482,0.8654119968414307,0.11194562911987305,0.0282246,0.0,1.6759326457977295,3.692075252532959,5,2018.13344156,548,0.00640586,-0.0282246,4.58765,0.541221,98.2629,0.667271173063,2054.7710354328156,0.666554207245,2107.36324602,2.93732e-08,105.851600618,1824.30287963
169.07276461,0.8237364292144775,0.11193418502807617,0.047667,0.0,1.625182867050171,3.66776442527771,5,1727.2938496,549,0.00998544,-0.047667,4.59062,0.541585,98.5557,0.780657229101,2058.5540931224823,0.607570987792,2144.87947318,-3.62396e-09,654.43042762,426.932456355
162.596244254,0.8359694480895996,0.11262059211730957,0.0374983,0.0,1.6523361206054688,3.7740299701690674,5,1822.25884237,550,0.00642222,-0.0374983,4.5834,0.541115,97.8468,0.740081514415,2062.333495616913,0.615695357215,2088.55774756,7.05719e-09,201.142438446,1518.09581158
171.305673138,0.8478946685791016,0.11819243431091309,0.0384541,0.0,1.663374900817871,3.8082361221313477,5,2022.39159176,551,0.00995314,-0.038454,4.57675,0.54046,97.1982,0.639135989215,2066.146670103073,0.719452831109,2161.04978849,2.64168e-08,98.7767819452,1884.66014389
169.207192128,0.8470566272735596,0.11990618705749512,0.0396094,0.0,1.6539573669433594,3.732762575149536,5,1809.37526828,552,0.00996567,-0.0396094,4.56899,0.539739,96.4469,0.752193403573,2069.9922139644623,0.694551290038,2114.17317246,8.01086e-09,323.468763848,1183.95436021
158.589543541,0.8485722541809082,0.11215329170227051,0.0307328,0.0,1.6574835777282715,3.7699878215789795,5,1939.23021218,553,0.00642065,-0.0307327,4.55529,0.538409,95.1343,0.698562653095,2073.7679855823517,0.765915642043,2114.22853572,6.86645e-09,117.590716446,1810.52267373
172.713017984,0.8581006526947021,0.11922597885131836,0.0327888,0.0,1.6539475917816162,3.7650179862976074,5,1948.61102496,554,0.00641054,-0.0327888,4.55196,0.538193,94.8178,0.791865162598,2077.5381076335907,0.689692757541,2089.4710161,-6.86645e-09,211.624124007,1530.40828707
148.544752461,0.8566298484802246,0.1155083179473877,0.0380941,0.0,1.6819193363189697,3.7949681282043457,5,1750.60375817,555,0.0099263,-0.0380941,4.54641,0.537746,94.2928,0.803598393963,2081.4417650699615,0.736356762935,2129.13651987,-3.24249e-09,551.882511084,659.22291117
158.976121329,0.8234701156616211,0.10977292060852051,0.0338105,0.0,1.6463818550109863,3.7761502265930176,5,1744.29383257,556,0.00640782,-0.0338105,4.52979,0.536293,92.7388,0.839155045005,2085.22323012352,0.669103682476,2069.62719321,-7.24792e-09,548.243709997,650.78708669
158.911619869,0.8303384780883789,0.1097872257232666,0.0323241,0.0,1.6613256931304932,3.7451181411743164,5,1524.65797367,557,0.00641528,-0.0323241,4.52351,0.535648,92.1582,0.843713760152,2088.9730327129364,0.670649125673,2101.15825497,1.71661e-09,583.824561248,758.888817308
172.018527508,0.8023061752319336,0.10293459892272949,0.0372031,0.0,1.606917381286621,3.6813602447509766,5,2046.15731913,558,0.00987825,-0.0372031,4.51556,0.534805,91.4291,0.639731623182,2092.76224899292,0.704665475264,2143.44615083,-1.14441e-09,116.925933694,1844.83430412
186.035645212,0.8015995025634766,0.0973806381225586,0.0374711,0.0,1.6208975315093994,3.7166085243225098,5,2054.461152,559,0.00999532,-0.0374711,4.51723,0.534772,91.5813,0.787292549231,2096.4822273254395,0.781033397359,2164.59636314,-1.35422e-08,78.1310779333,1944.33147254
169.193463685,0.8117809295654297,0.10816812515258789,0.0394013,0.0,1.6412737369537354,3.7109200954437256,5,2046.17706592,560,0.00989887,-0.0394013,4.51331,0.534295,91.2234,0.837955519534,2100.1987516880035,0.789182334486,2105.88752859,-2.19345e-09,51.0282174061,1985.34825633
183.552139791,0.8094210624694824,0.10541081428527832,0.0350821,0.0,1.634913682937622,3.748332977294922,5,2045.95018061,561,0.00640621,-0.0350821,4.50485,0.533276,90.4548,0.765963084873,2104.053913116455,0.719833286801,2273.22237617,-4.57764e-09,147.177520796,1840.31925919
166.697590651,0.8217141628265381,0.10151052474975586,0.0403653,0.0,1.6401686668395996,3.7324774265289307,5,2018.84763877,562,0.00998738,-0.0403653,4.50064,0.532968,90.0748,0.824265375938,2107.7919397354126,0.750881355114,2087.27160157,-7.24792e-09,84.5373825982,1860.24744011
165.935682237,0.8131570816040039,0.10334038734436035,0.0397136,0.0,1.6602859497070312,3.6771178245544434,5,1994.57688939,563,0.00999473,-0.0397136,4.49374,0.532343,89.455,0.752925353087,2111.4746046066284,0.744234710245,2257.61527204,1.37329e-08,217.252407322,1654.33374676
168.360427415,0.8145120143890381,0.10637211799621582,0.0393214,0.0,1.636493444442749,3.6442840099334717,5,1929.71568252,564,0.00998128,-0.0393214,4.49415,0.532457,89.4918,0.801572453345,2115.2467143535614,0.716872063099,2100.86921297,-2.09808e-08,322.878656978,1284.15895101
160.171206455,0.8782198429107666,0.10733866691589355,0.0320823,0.0,1.6907494068145752,3.689969539642334,5,1386.04299722,565,0.00642201,-0.0320822,4.4815,0.531169,88.3673,0.816961176192,2118.9423315525055,0.67482950679,2171.17515895,9.15527e-09,881.577756349,104.260066625
159.105796854,0.8983261585235596,0.10604357719421387,0.0392926,0.0,1.6842379570007324,3.6330149173736572,5,1776.60989072,566,0.00996789,-0.0392926,4.47885,0.530988,88.133,0.805051253222,2122.5806968212128,0.685198727968,2301.62719088,5.89371e-08,656.535925693,482.878273819
167.580444988,0.9129183292388916,0.11110520362854004,0.0303648,0.0,1.7182419300079346,3.7132389545440674,5,1767.76584215,567,0.0064423,-0.0303648,4.4771,0.530865,87.9792,0.867196508094,2126.426010131836,0.69216922154,2288.67553895,2.82288e-08,696.309331894,402.909114861
174.504004819,0.957514762878418,0.11670207977294922,0.0282002,0.0,1.7400298118591309,3.8189594745635986,5,2067.8239669,568,0.0064262,-0.0282002,4.47061,0.530475,87.4103,0.761748508206,2130.249703168869,0.744392259998,2154.88571318,7.62939e-09,59.6737091402,1978.63043165
170.99310468,0.8953661918640137,0.10648822784423828,0.0322205,0.0,1.6789896488189697,3.62160587310791,5,2052.81951221,569,0.00640859,-0.0322205,4.45964,0.529623,86.4567,0.818437754508,2133.876136302948,0.805486418285,2124.2754743,-1.25885e-08,68.6388406402,1929.86581355
191.925076061,0.8689136505126953,0.10045766830444336,0.0305134,0.0,1.6726291179656982,3.609323263168335,5,2172.82171753,570,0.00646242,-0.0305134,4.45264,0.529135,85.8531,0.823489333576,2137.604775428772,0.782820246114,2358.64244271,-3.10898e-08,116.956604836,2028.84611341
164.952698459,0.8664231300354004,0.09966611862182617,0.0407858,0.0,1.6715021133422852,3.5774312019348145,5,2080.6536032,571,0.00993113,-0.0407858,4.44057,0.528139,84.8236,0.793184250496,2141.1856846809387,0.789445586373,2186.27924504,2.28882e-08,89.1848565827,1940.73893707
170.40687351,0.8786008358001709,0.0985715389251709,0.0364686,0.0,1.712453842163086,3.6152756214141846,5,1454.65826379,572,0.00645406,-0.0364687,4.43617,0.527602,84.4507,0.734324866535,2144.8045566082,0.627306020539,2175.99396464,-5.35965e-08,861.691709682,303.088272099
180.35852043,0.8731560707092285,0.10225534439086914,0.0337153,0.0,1.6885082721710205,3.591876268386841,5,1901.76497888,573,0.00640081,-0.0337153,4.43399,0.527428,84.2669,0.753617795001,2148.4984822273254,0.709943770928,2096.30937958,1.54495e-08,229.11743295,1604.14964317
181.586189174,0.9130027294158936,0.10425758361816406,0.0285802,0.0,1.6891109943389893,3.6273233890533447,5,2128.98679528,574,0.00643988,-0.0285802,4.42982,0.526917,83.9164,0.518026386233,2152.1304404735565,0.713096926779,2296.95389147,6.01769e-08,133.453127,1916.59697204
181.357051196,0.9128036499023438,0.10765886306762695,0.0296398,0.0,1.6906719207763672,3.650784492492676,5,2182.56679109,575,0.00642479,-0.0296398,4.4216,0.526223,83.2297,0.857577490821,2155.7865347862244,0.768210709559,2314.38336362,-2.47955e-09,116.307738381,1979.6491511
170.033221239,0.9040629863739014,0.10387659072875977,0.0380301,0.0,1.679666519165039,3.620600461959839,5,2049.53404549,576,0.00996562,-0.0380301,4.41834,0.525868,82.9581,0.770306278605,2159.5235426425934,0.737621610145,2217.39942823,-8.01086e-09,165.687454371,1757.86589297
195.584413124,0.901038646697998,0.10379815101623535,0.0298819,0.0,1.692936658859253,3.645137071609497,5,2204.05276712,577,0.00644464,-0.029882,4.41766,0.525769,82.9023,0.705345688862,2163.1734924316406,0.733795410733,2308.87136984,-1.73569e-08,56.2707311524,2142.11302624
168.374644749,0.8643267154693604,0.10202789306640625,0.0344353,0.0,1.675806999206543,3.5554776191711426,5,2069.4201828,578,0.00642157,-0.0344353,4.4047,0.524495,81.8342,0.784381484713,2166.7345950603485,0.73848487765,2151.89134909,-5.14984e-09,65.6352964778,1975.94780222
185.304536028,0.8509321212768555,0.10052919387817383,0.0303572,0.0,1.654958724975586,3.487755060195923,5,2181.37482915,579,0.0064252,-0.0303573,4.40414,0.52431,81.7888,0.786413956194,2170.3280403614044,0.77440388519,2248.53748614,-3.39508e-08,47.5095863739,2130.84620036
177.248448295,0.8314251899719238,0.10110902786254883,0.0433308,0.0,1.6529879570007324,3.498366117477417,5,2092.68005848,580,0.00996325,-0.0433308,4.40019,0.523936,81.4662,0.744910899013,2173.831556081772,0.657680272274,2215.42084057,-4.19617e-09,109.822516066,1936.23697862
172.646261241,0.8248960971832275,0.10140132904052734,0.0322423,0.0,1.6512835025787354,3.5271975994110107,5,2068.15023852,581,0.00643378,-0.0322423,4.39417,0.523391,80.9771,0.802112687055,2177.3637850284576,0.730449284318,2230.03161694,1.60217e-08,129.282188244,1872.71693961
177.797593309,0.8347823619842529,0.1013946533203125,0.0364359,0.0,1.6609082221984863,3.5049052238464355,5,2136.99571511,582,0.00998313,-0.0364359,4.38994,0.523145,80.6358,0.808573873545,2180.9724419116974,0.75781461247,2184.88695939,-1.09673e-08,30.499956302,2098.60375125
191.90771017,0.8252341747283936,0.10411500930786133,0.0389452,0.0,1.6522161960601807,3.5872905254364014,5,1892.49811124,583,0.00992453,-0.0389453,4.37366,0.521722,79.3336,0.799207897327,2184.5643870830536,0.667889972529,2244.11798234,-5.49316e-08,483.386086469,934.188116468
179.526519741,0.8314390182495117,0.10443687438964844,0.0284973,0.0,1.6776463985443115,3.625436782836914,5,2154.64687283,584,0.00646563,-0.0284973,4.37403,0.521779,79.3626,0.737061522376,2188.1939194202423,0.725358038104,2306.28239529,-2.05994e-08,116.560439009,1998.6333339
184.683335556,0.8376219272613525,0.1047065258026123,0.0471467,0.0,1.658371925354004,3.5412819385528564,5,2068.0291672,585,0.00999354,-0.0471467,4.36414,0.521027,78.5816,0.704973926998,2191.846822500229,0.601118104986,2334.71434032,-7.43866e-09,137.382025918,1963.57674991
177.735275597,0.867626428604126,0.10674548149108887,0.031843,0.0,1.686924934387207,3.626810073852539,5,1322.41517241,586,0.00641473,-0.031843,4.35634,0.520125,77.9712,0.621007298965,2195.4785532951355,0.809849778174,2202.2066167,4.57764e-09,707.643348298,393.752073925
164.812786007,0.8353188037872314,0.1044156551361084,0.036941,0.0,1.672431468963623,3.628850221633911,5,1708.5788821,587,0.00995251,-0.036941,4.35527,0.51992,77.8878,0.839759436222,2199.1114740371704,0.700695163738,2191.52189134,1.18256e-08,779.86756004,168.086198514
171.805780143,0.8220133781433105,0.10596776008605957,0.0306192,0.0,1.6710841655731201,3.5703063011169434,5,1912.25628128,588,0.00640779,-0.0306192,4.35971,0.520217,78.2348,0.788884026384,2202.7966153621674,0.67894474391,2363.27286707,3.8147e-10,435.688593524,1079.00262859
158.217958873,0.7990705966949463,0.0972449779510498,0.0363094,0.0,1.6591413021087646,3.511155843734741,5,2101.39149709,589,0.00999063,-0.0363094,4.35466,0.519823,77.84,0.690700607489,2206.312240600586,0.71865313297,2164.16737636,-8.39233e-09,41.9946967957,2034.531971
180.824752787,0.8077120780944824,0.09571599960327148,0.031035,0.0,1.661912202835083,3.5512397289276123,5,2108.02646539,590,0.00643884,-0.031035,4.3541,0.519767,77.7971,0.762022588314,2209.8692469596863,0.805737274056,2127.53726433,-8.4877e-09,19.7477374375,2081.92191369
169.391325422,0.7973389625549316,0.09854912757873535,0.0379255,0.0,1.6260313987731934,3.51562237739563,5,2157.46814765,591,0.00991907,-0.0379255,4.34652,0.51916,77.2092,0.808560820801,2213.4833600521088,0.77273236851,2353.69638269,-2.21252e-08,153.056781778,1974.85674734
177.60820707,0.8114712238311768,0.09557247161865234,0.0320144,0.0,1.6493260860443115,3.5448708534240723,5,2081.96632851,592,0.00640792,-0.0320144,4.34191,0.518686,76.8543,0.700957129697,2217.031576156616,0.67282493621,2167.23674259,3.8147e-09,77.4173745977,1937.15075192
180.767658953,0.7943687438964844,0.0994563102722168,0.0307735,0.0,1.6575512886047363,3.5502617359161377,5,2230.9365218,593,0.0064887,-0.0307735,4.3393,0.51849,76.6537,0.822461886951,2220.5863122940063,0.774853498973,2336.85827107,-4.3869e-09,57.7575919479,2163.58064963
186.357959336,0.7995834350585938,0.09882211685180664,0.0386674,0.0,1.6344401836395264,3.5582213401794434,5,2188.20378815,594,0.00997984,-0.0386674,4.3276,0.517505,75.7626,0.808375385358,2224.2656922340393,0.773204096711,2341.99630619,3.62396e-08,102.223998295,2029.42527946
189.910138666,0.7597613334655762,0.09214329719543457,0.0394847,0.0,1.6319537162780762,3.4494564533233643,5,1723.05854841,595,0.00999157,-0.0394847,4.32408,0.517269,75.4962,0.792035520233,2227.7183921337128,0.630785854365,2256.80890107,2.63214e-08,631.692166271,736.417640351
182.557600064,0.8162651062011719,0.09430956840515137,0.0301291,0.0,1.6531915664672852,3.490567207336426,5,2066.83070255,596,0.0064121,-0.030129,4.31815,0.516831,75.0497,0.712887151763,2231.214467048645,0.671007339436,2348.00407405,3.31879e-08,180.897784656,1864.93194953
173.813074365,0.8185722827911377,0.09574294090270996,0.0300604,0.0,1.6559054851531982,3.5425314903259277,5,1803.50877673,597,0.00644904,-0.0300604,4.31095,0.516308,74.5114,0.77311302404,2234.873386621475,0.743170081724,2252.03517761,-3.28064e-08,474.725465393,1046.52766803
187.329835164,0.8410038948059082,0.09924077987670898,0.0392509,0.0,1.6871631145477295,3.5521836280822754,5,1917.78244328,598,0.00998999,-0.0392509,4.30805,0.516117,74.2953,0.837274352091,2238.430634021759,0.704524509914,2341.87436202,9.53674e-09,603.118249413,718.453735216
160.022409242,0.8459532260894775,0.10016679763793945,0.0307237,0.0,1.6900098323822021,3.5249722003936768,5,1808.95271565,599,0.0064094,-0.0307236,4.30258,0.515579,73.89,0.875729414871,2241.9612419605255,0.646364427423,2334.82069414,5.64575e-08,862.093302804,94.6311291222
175.452455749,0.8524000644683838,0.09833383560180664,0.0295192,0.0,1.6712536811828613,3.5385890007019043,5,2249.90406546,600,0.00640557,-0.0295192,4.3002,0.515366,73.7144,0.750997646533,2245.6045501232147,0.723881767434,2489.68202289,1.06812e-08,133.932641874,2110.37078302
175.380555695,0.8545091152191162,0.09484314918518066,0.0409577,0.0,1.6984446048736572,3.56091046333313,5,1790.57092082,601,0.00999536,-0.0409577,4.29771,0.515123,73.5316,0.779031914907,2249.170033454895,0.633603599451,2306.04205441,-2.36511e-08,621.210949565,721.355169489
171.872305516,0.8544697761535645,0.09957766532897949,0.0434083,0.0,1.6773765087127686,3.5325510501861572,5,1559.27141344,602,0.00989996,-0.0434083,4.29928,0.515298,73.647,0.878355936608,2252.70805478096,0.659222479113,2179.85836973,-1.67847e-08,628.758082316,525.07821012
170.863719386,0.8381302356719971,0.10088968276977539,0.0335745,0.0,1.660975456237793,3.50850248336792,5,2124.47791136,603,0.00995606,-0.0335745,4.29186,0.514621,73.1025,0.384357417036,2256.316979408264,0.652405400587,2240.81917114,-1.52588e-09,82.3152202631,2003.25913508
180.037789654,0.8304860591888428,0.09496665000915527,0.0393383,0.0,1.6439363956451416,3.4961466789245605,5,2095.39922052,604,0.00997594,-0.0393382,4.29711,0.515271,73.4872,0.679641839386,2259.818775177002,0.690752146002,2374.96717886,5.79834e-08,338.753346069,1433.07540214
169.663166571,0.8355996608734131,0.09703922271728516,0.0311169,0.0,1.670515537261963,3.5204029083251953,5,1678.57293807,605,0.006403,-0.0311169,4.28586,0.514297,72.6651,0.830350445527,2263.343098640442,0.693866104641,2173.89446004,-1.37329e-08,680.856128155,360.726991522
177.858339209,0.8718898296356201,0.10356903076171875,0.0270708,0.0,1.6532261371612549,3.5542030334472656,5,2146.96776276,606,0.00642937,-0.0270708,4.28213,0.514023,72.3946,0.622404926268,2267.0059094429016,0.65885198721,2296.93350291,-2.47955e-09,98.4308897189,2014.56693924
176.11960213,0.861630916595459,0.09770607948303223,0.0339072,0.0,1.6566834449768066,3.54345965385437,5,2158.36411616,607,0.00640115,-0.0339072,4.28198,0.513958,72.3833,0.799285828416,2270.5543134212494,0.659813155354,2287.91384662,-2.68459e-08,119.859421312,1957.57130256
193.892628123,0.8662662506103516,0.0983884334564209,0.0375124,0.0,1.6757500171661377,3.55625319480896,5,2250.63532577,608,0.00996548,-0.0375124,4.2774,0.513663,72.0529,0.820136908298,2274.116093635559,0.784452850516,2423.8205063,6.86645e-09,104.746645593,2139.51017331
181.375710169,0.8569324016571045,0.09680557250976562,0.0349721,0.0,1.648207664489746,3.5149307250976562,5,2002.66985134,609,0.0064266,-0.0349721,4.27026,0.513141,71.5405,0.708079090863,2277.740537405014,0.593880201107,2185.642181,-1.79291e-08,238.391466025,1537.48008931
164.99307809,0.8475449085235596,0.09743428230285645,0.0377317,0.0,1.6585054397583008,3.5387074947357178,5,2094.6549281,610,0.00993209,-0.0377317,4.26357,0.512646,71.0632,0.740033983703,2281.2837653160095,0.742883473979,2159.9346377,-1.71661e-09,68.8371214559,2004.44951725
174.000808306,0.8569238185882568,0.09670615196228027,0.0421992,0.0,1.67039155960083,3.551880121231079,5,1768.21211666,611,0.00995136,-0.0421992,4.26142,0.512497,70.9107,0.827074084852,2284.8400259017944,0.632963090169,2309.24197647,3.43323e-09,703.17301287,417.3083031
189.988806302,0.8339483737945557,0.10006260871887207,0.0291613,0.0,1.6772575378417969,3.516639471054077,5,1722.82909865,612,0.00641981,-0.0291613,4.26443,0.512684,71.1242,0.834368514737,2288.4576165676117,0.648829764461,2306.74416542,-2.67029e-09,647.73209827,710.495034411
176.086257745,0.849757194519043,0.09599137306213379,0.0273936,0.0,1.6605896949768066,3.5391478538513184,5,2243.4158279,613,0.00640613,-0.0273936,4.26523,0.512738,71.1811,0.646789636444,2292.002532482147,0.695080908018,2383.03209444,1.04904e-09,92.1229421468,2134.29319409
188.10092542,0.8556632995605469,0.0962362289428711,0.0391237,0.0,1.670191764831543,3.542832136154175,5,1484.71629963,614,0.00998538,-0.0391237,4.26603,0.512787,71.2381,0.729016084459,2295.548959493637,0.723204422884,2393.87860567,6.75201e-08,653.721664287,825.55135533
190.537395117,0.8452799320220947,0.10560250282287598,0.0277287,0.0,1.65946626663208,3.52836275100708,5,2275.27052308,615,0.00642416,-0.0277287,4.26535,0.512802,71.1898,0.44743747191,2299.1906275749207,0.663640022096,2389.39149496,1.37329e-08,82.3357408426,2142.98833196
184.196522031,0.8720314502716064,0.0982816219329834,0.0401943,0.0,1.677924394607544,3.575106143951416,5,1639.76012368,616,0.00996979,-0.0401944,4.26713,0.512922,71.317,0.736800281283,2302.769141435623,0.694942503374,2312.23759357,-2.36511e-08,546.662218733,874.845172584
183.356083237,0.8665919303894043,0.10366296768188477,0.0311365,0.0,1.687896728515625,3.5699896812438965,5,2072.87897092,617,0.00642921,-0.0311365,4.27028,0.513093,71.5415,0.718771358611,2306.3430218696594,0.641265284559,2224.56791264,-2.61307e-08,204.51770787,1668.03316066
200.764925792,0.9544100761413574,0.11058855056762695,0.0282334,0.0,1.738860845565796,3.7846386432647705,5,2210.73970797,618,0.00641107,-0.0282334,4.26948,0.51323,71.4842,0.768644058246,2310.2333328723907,0.762405295106,2320.14699778,7.15256e-09,88.0179076918,2086.62627246
181.601783222,0.8654770851135254,0.0981912612915039,0.0367105,0.0,1.672173023223877,3.645294189453125,5,2237.71602723,619,0.00990236,-0.0367106,4.26439,0.512925,71.1218,0.820624494449,2313.88406085968,0.769377524581,2317.17224805,-1.50204e-08,52.8099384826,2162.7064335
162.621085818,0.7769320011138916,0.0954124927520752,0.0374165,0.0,1.6581780910491943,3.47133731842041,5,1807.91476344,620,0.00999941,-0.0374165,4.26315,0.512819,71.0335,0.670955333657,2317.361100912094,0.71788365914,2282.13466196,-2.32697e-08,767.367295564,283.072347212
181.446343434,0.8224837779998779,0.11104154586791992,0.0364986,0.0,1.6782519817352295,3.7317585945129395,5,2278.52265402,621,0.00999405,-0.0364986,4.26067,0.512764,70.8573,0.715438400277,2321.1973600387573,0.727287525385,2369.21425973,-8.29697e-09,55.3381681636,2208.09707501
185.875056913,0.897773265838623,0.11699938774108887,0.037386,0.0,1.733031988143921,3.7991209030151367,5,1917.1022743,622,0.00995211,-0.037386,4.26776,0.513266,71.3618,0.849722723116,2325.0012209415436,0.660514421305,2438.92448108,-2.13623e-08,670.87248013,595.450645814
185.199770186,0.7764909267425537,0.10148167610168457,0.0285799,0.0,1.641247272491455,3.5679492950439453,5,2174.57196946,623,0.00640316,-0.02858,4.2626,0.512845,70.9943,0.802254662653,2328.5742444992065,0.720731699376,2251.87768981,-7.24792e-09,47.4503916898,2123.67074639
180.96575511,0.784325361251831,0.10442137718200684,0.0299952,0.0,1.6348180770874023,3.615805149078369,5,2211.71737363,624,0.00642352,-0.0299952,4.25586,0.512306,70.5172,0.86454210922,2332.3097009658813,0.775501561203,2269.80662469,-1.50681e-08,54.6167226908,2117.85613461
175.97551705,0.7388248443603516,0.0954434871673584,0.0298417,0.0,1.6333339214324951,3.5139102935791016,5,2191.15949324,625,0.00642922,-0.0298417,4.24596,0.511435,69.8228,0.761801049901,2335.828630924225,0.800628607568,2371.96844824,-2.99454e-08,113.1245602,2064.68522045
189.505041872,0.723369836807251,0.10234546661376953,0.0291082,0.0,1.617891550064087,3.497389554977417,5,2267.38810161,626,0.00641241,-0.0291082,4.23788,0.510803,69.2606,0.795171130467,2339.3308720588684,0.75972663154,2499.64648491,2.09808e-08,174.839729451,1991.39993455
176.638329094,0.7268307209014893,0.08468461036682129,0.0352174,0.0,1.6259913444519043,3.4129443168640137,5,2259.42433543,627,0.00997866,-0.0352174,4.231,0.510219,68.7862,0.809660689879,2342.850051879883,0.780389065306,2312.10542769,-4.3869e-09,27.6883438269,2233.05408368
193.792496506,0.740706205368042,0.09527230262756348,0.0379307,0.0,1.645423412322998,3.497427463531494,5,2211.99337043,628,0.00995195,-0.0379307,4.22807,0.509933,68.5849,0.783025480016,2346.3526809215546,0.73755416344,2304.57363281,3.8147e-10,155.222926554,1902.33591697
185.219947233,0.7267816066741943,0.08640766143798828,0.0292263,0.0,1.631570816040039,3.4237096309661865,5,2251.18259496,629,0.0064353,-0.0292263,4.22511,0.509416,68.3823,0.818977526345,2349.782119989395,0.778127951485,2318.76554951,3.24249e-09,51.6977140433,2183.12564258
177.643537507,0.7247500419616699,0.09431719779968262,0.0307345,0.0,1.627863883972168,3.4397804737091064,5,2156.96112047,630,0.00646582,-0.0307345,4.21906,0.50894,67.9697,0.790514780201,2353.338670730591,0.785627831186,2245.40146606,2.38419e-08,74.2393698194,2053.57321758
182.838558093,0.741830587387085,0.08339953422546387,0.02894,0.0,1.6509931087493896,3.448080062866211,5,2377.85179408,631,0.00641343,-0.02894,4.21358,0.508559,67.5982,0.811703334761,2356.792379140854,0.777957524286,2611.82351047,-4.76837e-10,137.716947497,2236.98519196
162.122099617,0.7255079746246338,0.08942461013793945,0.0308707,0.0,1.6320414543151855,3.366387128829956,5,1670.9077315,632,0.00641595,-0.0308707,4.20366,0.50783,66.931,0.673291025594,2360.164089202881,0.718907544407,2352.51253905,-3.05176e-08,772.639757124,221.95166663
193.407524746,0.7219986915588379,0.08676028251647949,0.0361177,0.0,1.623063325881958,3.337873935699463,5,2350.702301,633,0.00996868,-0.0361177,4.1921,0.506832,66.1617,0.540755205411,2363.614405155182,0.609018470742,2494.57402514,7.62939e-09,85.4793866509,2232.00816521
174.490964205,0.7696659564971924,0.08554530143737793,0.0389172,0.0,1.652477502822876,3.414701223373413,5,1984.17889488,634,0.0099421,-0.0389172,4.19208,0.506887,66.1601,0.628947197229,2367.0348868370056,0.689638992879,2362.49584065,-7.24792e-09,603.991424492,780.906942427
190.052668201,0.7820813655853271,0.09621620178222656,0.0304142,0.0,1.6537811756134033,3.4482510089874268,5,2271.34001971,635,0.00643661,-0.0304141,4.19307,0.506954,66.2255,0.747165795207,2370.488333940506,0.746475720329,2426.93729119,4.44412e-08,128.512529118,2054.88716283
196.16974475,0.7498459815979004,0.09666657447814941,0.0295048,0.0,1.625678300857544,3.390137195587158,5,2293.75465668,636,0.00641458,-0.0295048,4.1895,0.506753,65.9895,0.831293246634,2373.9845209121704,0.776918020447,2442.09942591,1.2207e-08,119.89087063,2112.82469665
188.591529591,0.7445693016052246,0.08731698989868164,0.0392,0.0,1.638148546218872,3.3588902950286865,5,1889.34191423,637,0.00995795,-0.0392,4.18092,0.506108,65.426,0.786829841751,2377.348225593567,0.649179985278,2315.34558391,-1.44958e-08,480.317727404,1210.31984729
173.269938459,0.7460083961486816,0.09512066841125488,0.0339648,0.0,1.6392064094543457,3.3908169269561768,5,1994.55560683,638,0.00642394,-0.0339648,4.1823,0.506213,65.5161,0.822312443446,2380.744125366211,0.687386599314,2312.40457922,-4.95911e-09,428.936671825,1182.57697476
189.448366215,0.7407560348510742,0.08411335945129395,0.0302674,0.0,1.6329050064086914,3.364502191543579,5,2052.95044314,639,0.00645405,-0.0302674,4.16923,0.505051,64.6659,0.810158510589,2384.2201952934265,0.675468832796,2404.26967711,-1.14441e-08,545.635742802,969.139484674
174.751342747,0.7535371780395508,0.09935307502746582,0.0400025,0.0,1.6485686302185059,3.4731528759002686,5,1892.69513888,640,0.00997654,-0.0400025,4.16685,0.504795,64.5122,0.853748014664,2387.698936700821,0.667456311625,2451.08631449,1.16348e-08,833.645095747,237.162666269
194.020629709,0.7546229362487793,0.09188723564147949,0.0291897,0.0,1.6420903205871582,3.3733088970184326,5,2364.33340224,641,0.00641888,-0.0291897,4.16743,0.504798,64.5495,0.723854282543,2391.075530767441,0.640453616611,2464.54528757,1.02997e-08,78.6430388502,2232.82311583
