MeanKL,AverageReturn,LossAfter,AverageQ,AbsLearnSignalOld,ExplainedVariance,Iteration,EnvExecTime,MaxReturn,ItrTime,AverageDiscountedReturn,Time,AveragePolicyStd,AverageAbsQ,PolicyExecTime,StdReturn,LossBefore,AverageAbsY,MeanKLBefore,AverageQLoss,Entropy,AbsLearnSignalNew,ProcessExecTime,NumTrajs,MinReturn,AverageY,AbsLearnSignal,AverageAbsQYDiff,dLoss,Perplexity
0.00641863,20.6396781861,0.070246,-4.26511,0.752887256663,0.204052729971,43,1.609297513961792,49.8550451727,39.76043248176575,-9.35785717881,1745.6621868610382,0.946917,4.58829,0.9655585289001465,20.5879686842,0.124965,4.65451946919,0.0,1.35907,8.18271,0.751058870807,0.12275385856628418,5,-10.1965102984,-4.26099691772,0.751058870807,0.804898442597,0.0547191,3578.54
0.00993698,52.7665205546,-1.66583,-3.18822,0.774090248011,-0.494131986526,44,1.6146581172943115,103.727740917,39.820934534072876,10.4143027909,1785.6154317855835,0.942277,4.01416,0.9367978572845459,30.0854541536,-1.59645,4.11040602989,0.0,1.40204,8.153,0.773861495821,0.12216687202453613,5,17.9432563388,-3.18321169175,0.773861495821,0.8142217832,0.0693737,3473.78
0.00996526,74.6093945963,-2.88225,-2.07337,0.786090834083,-0.00115128952538,45,1.602806806564331,108.775098493,39.31073617935181,5.96766456602,1825.0586276054382,0.937912,3.82755,0.9768238067626953,24.3197095234,-2.81727,3.93291322722,0.0,1.42998,8.12401,0.784302482583,0.1215505599975586,5,47.1454085139,-2.06821041278,0.784302482583,0.817830735297,0.0649793,3374.52
0.00979468,66.2708739356,-4.39664,-0.986704,0.793728139957,-0.000255621643225,46,1.595454216003418,145.718946113,39.27989196777344,7.1798987482,1864.4764740467072,0.932289,4.12614,0.9334709644317627,45.8710279762,-4.32709,4.22535415257,0.0,1.51356,8.08775,0.793490634027,0.12180614471435547,5,19.952713059,-0.981351053904,0.793490634027,0.836910979757,0.0695481,3254.34
0.00989461,104.581445548,-0.257646,0.0753894,0.75778279888,-7.25538019082,47,1.6108369827270508,175.500941392,39.73755478858948,10.5521911285,1904.3451752662659,0.930444,4.82035,0.9472517967224121,84.5005469804,-0.194956,4.89601966064,0.0,1.5345,8.07635,0.757262583201,0.12294626235961914,5,-59.6765277703,0.0799294202808,0.757262583201,0.843183951421,0.0626894,3217.48
0.00997297,130.756223799,-7.56741,1.24776,0.798974667209,0.0813844005007,48,1.5851664543151855,172.057741395,39.58094143867493,7.40219846545,1944.0605523586273,0.932588,5.67496,0.9228870868682861,31.6385814706,-7.50031,5.72733053839,0.0,1.59229,8.08907,0.799924337422,0.11953520774841309,5,85.8963450227,1.25164628898,0.799924337422,0.853825039631,0.0671,3258.66
0.00996932,151.180104216,-8.64111,2.46801,0.763354127513,0.138905125772,49,1.6025216579437256,185.316938967,39.660197734832764,3.85168740297,1983.8556473255157,0.930265,6.64452,0.9558477401733398,31.7063637963,-8.58003,6.68764607661,0.0,1.66955,8.07433,0.761901882479,0.11920547485351562,5,97.8808417111,2.47162485354,0.761901882479,0.86748834881,0.0610771,3210.99
0.00643,111.280442898,-9.15389,3.73131,0.670526837486,0.104803155927,50,1.598928689956665,160.753497079,39.62498879432678,-13.2970264041,2023.6154704093933,0.925032,7.69865,0.947058916091919,40.4411247801,-9.1019,7.73536174442,0.0,1.77613,8.03948,0.671544213609,0.12092828750610352,5,45.6583011529,3.73560493723,0.671544213609,0.888053017044,0.0519915,3101.01
0.00645517,187.350410529,-11.3119,4.98189,0.776816667283,0.0921928312509,51,1.5990464687347412,223.441845054,39.443564891815186,10.1033371151,2063.1947004795074,0.92214,8.79524,0.9506955146789551,30.0718651727,-11.26,8.83461484169,0.0,1.8804,8.02044,0.775162524113,0.11938691139221191,5,149.310667521,4.98549236988,0.775162524113,0.908555330288,0.0519247,3042.53
0.00997374,144.019191281,-12.3494,6.23668,0.743268260414,0.0553371883354,52,1.6021366119384766,203.6843484,39.3903865814209,1.71952224121,2102.7204716205597,0.920111,9.83922,0.9675123691558838,70.0352217577,-12.2856,9.88039143436,0.0,1.97389,8.00625,0.744813439574,0.1185767650604248,5,12.975513751,6.24038575205,0.744813439574,0.917332754824,0.0638876,2999.65
0.00641628,180.928252171,-13.2825,7.53444,0.718798691305,0.17053542953,53,1.6056909561157227,234.443637734,39.38937497138977,-3.7557102204,2142.243876695633,0.916203,10.9086,0.9740860462188721,33.7971230566,-13.2298,10.9539730039,0.0,2.01864,7.98,0.718733223257,0.12080121040344238,5,143.941681222,7.53812660244,0.718733223257,0.924447180237,0.0526953,2921.94
0.00640505,184.490482272,-15.1651,8.75103,0.77172611942,-0.299749692296,54,1.609208583831787,252.463854883,39.47626352310181,15.2761314565,2181.8544251918793,0.91384,11.958,0.9510805606842041,35.5601935474,-15.1124,12.0044694751,0.0,2.13951,7.96314,0.769688546852,0.12337136268615723,5,155.976617504,8.75492869286,0.769688546852,0.944695760886,0.0527477,2873.08
0.00994484,200.660801099,-15.9228,10.0118,0.749677935362,0.138833877542,55,1.5969734191894531,256.3045002,39.64105176925659,0.418371371105,2221.6300642490387,0.90921,12.9855,0.9202518463134766,55.2654478139,-15.8617,13.0344971542,0.0,2.2003,7.93226,0.749146690139,0.1212925910949707,5,98.3183043268,10.0165612812,0.749146690139,0.954792239891,0.0611095,2785.71
0.00643488,225.41645995,-17.9007,11.2314,0.766877366624,0.193380282054,56,1.6059091091156006,296.029691228,39.564576625823975,15.3830718087,2261.328497648239,0.903444,13.9892,0.928490400314331,36.402183906,-17.8501,14.0424811606,0.0,2.33679,7.89458,0.765585768241,0.1178731918334961,5,191.846218032,11.2360475584,0.765585768241,0.971949884075,0.0505562,2682.69
0.00641844,243.675765531,-19.1761,12.4837,0.799334771793,0.297230257728,57,1.5834627151489258,274.536313502,39.30928874015808,10.5894148399,2300.771222114563,0.899965,15.0465,0.9163362979888916,33.5033811581,-19.1265,15.1001263648,0.0,2.38172,7.8707,0.798154281702,0.12046551704406738,5,196.54659019,12.4883437645,0.798154281702,0.977845283237,0.0496883,2619.41
0.00644114,263.465077933,-20.4001,13.7495,0.788201741323,-0.112206270225,58,1.598867654800415,303.313603515,39.22417950630188,9.31445004781,2340.130902528763,0.894653,16.0787,0.931565523147583,32.3691860345,-20.3507,16.1288002642,0.0,2.40976,7.835,0.786806903771,0.11511778831481934,5,218.564677158,13.7537719753,0.786806903771,0.981845776077,0.0493565,2527.52
0.00984904,257.870868922,-22.0115,14.9481,0.761173069123,0.285450154638,59,1.601980209350586,315.371061062,39.499799728393555,13.6488134557,2379.770785331726,0.890598,17.1706,0.9370296001434326,45.492863321,-21.9523,17.2188988017,0.0,2.47399,7.80683,0.75909451887,0.12051153182983398,5,192.701127981,14.952651747,0.75909451887,0.985294797911,0.0591736,2457.33
0.00995053,306.292986252,-23.4006,16.1457,0.778136333275,0.338309120437,60,1.5852231979370117,356.879212791,39.27098774909973,29.5540305594,2419.1764109134674,0.889376,18.2564,0.9252817630767822,33.8423054463,-23.3379,18.3006692047,0.0,2.53276,7.79785,0.778042928897,0.11811399459838867,5,269.201318886,16.1502739472,0.778042928897,0.989767442507,0.062727,2435.36
0.00999895,274.067943558,-24.1146,17.371,0.776230291817,0.243840344257,61,1.6009464263916016,327.167927921,39.269715785980225,10.4042046379,2458.583161830902,0.886375,19.3369,0.9201903343200684,45.3902471248,-24.0556,19.3786469084,0.0,2.54052,7.77668,0.775735553795,0.11801743507385254,5,200.954192815,17.375429309,0.775735553795,0.989542857123,0.0589523,2384.33
0.00998835,328.302552553,-25.1493,18.5409,0.781433204551,0.359493741802,62,1.590071678161621,368.644400034,39.33358287811279,5.25922739169,2498.050952911377,0.882668,20.4169,0.9213047027587891,28.1754354629,-25.0895,20.4566765645,0.0,2.62152,7.74911,0.779401759564,0.11662054061889648,5,294.362062665,18.5454989708,0.779401759564,0.998790432301,0.0597248,2319.5
0.00989394,355.560753615,-27.0583,19.7525,0.764155333342,0.339230081539,63,1.5905423164367676,413.168868679,39.60239863395691,29.4097548098,2537.7877283096313,0.879303,21.5052,0.9302453994750977,45.3780921037,-26.9972,21.5434829746,0.0,2.58969,7.72691,0.763763464319,0.11959195137023926,5,291.96056714,19.7573454371,0.763763464319,0.997122516547,0.0610847,2268.59
0.00996214,370.56532282,-27.8701,20.9565,0.800666996938,0.325507845972,64,1.6060030460357666,408.409984777,39.456260681152344,26.6293288366,2577.3793873786926,0.877111,22.671,0.9282326698303223,30.3724762288,-27.8118,22.7056095096,0.0,2.65383,7.71126,0.801644375675,0.11885786056518555,5,333.623608244,20.9609091596,0.801644375675,1.00234035742,0.0582809,2233.36
0.00641,235.902480751,-16.9027,21.9671,0.733519132248,-0.253726958204,65,1.6039633750915527,416.64217331,39.59835362434387,-11.6923992415,2617.114676475525,0.870644,23.7284,0.928947925567627,145.665735935,-16.8509,23.7627967585,0.0,2.85369,7.66578,0.733779692712,0.12032771110534668,5,-25.851305612,21.9716478659,0.733779692712,1.024170749,0.0518436,2134.06
0.00986954,365.857796351,-30.2845,23.1917,0.7541861366,0.0273701385053,66,1.5682940483093262,432.032419891,39.40653204917908,20.4465537597,2656.6558866500854,0.868434,24.8693,0.9044499397277832,42.441619867,-30.2235,24.9009467758,0.0,2.90967,7.6513,0.753627156673,0.11557292938232422,5,303.692876261,23.1967686515,0.753627156673,1.02665923241,0.0610332,2103.38
0.00992189,373.496559019,-31.9024,24.4362,0.763164832804,0.408410349624,67,1.588306188583374,403.98081846,39.38461399078369,22.714819658,2696.1742947101593,0.867082,26.0538,0.9271953105926514,32.5399341565,-31.844,26.085197069,0.0,2.9666,7.64093,0.762496691855,0.12060832977294922,5,312.216832577,24.4410348444,0.762496691855,1.03086646764,0.0584698,2081.69
0.00990316,398.279442338,-33.4516,25.6888,0.758933920939,0.553333546932,68,1.579542636871338,426.423786655,39.783101081848145,24.5527564298,2736.0902996063232,0.864045,27.2144,0.9249434471130371,23.4922346546,-33.3944,27.2484468361,0.0,3.10316,7.61875,0.758306018026,0.1189570426940918,5,370.83360785,25.6938122655,0.758306018026,1.04531528068,0.0571976,2036.01
0.00643908,388.525530787,-33.9508,26.9248,0.755905327594,0.478018362767,69,1.5835886001586914,413.382414433,39.78389525413513,15.0446370344,2776.003427505493,0.858559,28.3913,0.9476242065429688,21.0998711446,-33.9029,28.4214817195,0.0,3.14599,7.57901,0.756424069468,0.11790871620178223,5,359.572547048,26.9295935469,0.756424069468,1.05156969573,0.0479507,1956.69
0.00985013,378.698649698,-35.4835,28.1333,0.744061798942,0.343390327181,70,1.5882511138916016,484.084553147,39.942524433135986,19.3893109162,2816.081207752228,0.85378,29.5526,0.9265439510345459,61.9056754602,-35.4251,29.5821873509,0.0,3.32044,7.54241,0.745103813982,0.1182253360748291,5,289.854328823,28.1385451513,0.745103813982,1.0573920422,0.058445,1886.38
