AverageQLoss,ExplainedVariance,ItrTime,Time,AbsLearnSignalNew,AveragePolicyStd,MaxReturn,LossAfter,Iteration,dLoss,NumTrajs,MeanKLBefore,Perplexity,Entropy,AverageQ,AverageAbsQYDiff,AverageAbsQ,ProcessExecTime,PolicyExecTime,AverageAbsY,AbsLearnSignal,StdReturn,MeanKL,AbsLearnSignalOld,MinReturn,EnvExecTime,LossBefore,AverageReturn,AverageDiscountedReturn,AverageY
4.44674,-0.525610802313,40.32664775848389,444.55356526374817,0.80355847118,0.998298,-199.289742179,10.498,10,0.0791082,5,0.0,4931.48,8.5034,-11.0512,1.52519217041,11.8362,0.12435293197631836,0.961787223815918,11.9371046605,0.80355847118,112.465559364,0.00994873,0.802914911171,-499.839244817,1.5908477306365967,10.5771,-342.536493997,-33.2633888263,-11.0540850905
4.54651,0.0441153543356,39.99260759353638,484.68299078941345,0.773854303342,0.997618,-197.954352886,10.3117,11,0.0666561,5,0.0,4911.32,8.4993,-11.3537,1.53849881944,12.1628,0.12480497360229492,0.9571125507354736,12.2614198233,0.773854303342,104.497895273,0.00653409,0.774478553747,-516.921066392,1.6074438095092773,10.3783,-336.219475788,-14.4140569886,-11.3564705513
4.4342,0.314146157339,39.919487714767456,524.7406189441681,0.772639197666,0.997533,-173.888409542,11.8094,12,0.0744963,5,0.0,4908.84,8.49879,-11.689,1.5168497709,12.5187,0.1264042854309082,0.972430944442749,12.615818597,0.772639197666,74.5472675839,0.00994528,0.771287148486,-399.261846312,1.607006549835205,11.8839,-307.926685534,-20.4976929814,-11.6904587869
4.43309,-0.602225438652,39.813230991363525,564.688903093338,0.825171560242,0.997464,-29.9367738718,12.0383,13,0.0609665,5,0.0,4906.81,8.49838,-11.8682,1.51624757028,12.7585,0.12230753898620605,0.9567773342132568,12.8534561026,0.825171560242,149.711244136,0.00641837,0.826525137859,-470.106684431,1.6160974502563477,12.0992,-274.568016518,-17.4787571245,-11.869722028
4.35462,0.3426050609,40.04107093811035,604.8648800849915,0.786348429845,0.99701,-79.665591838,11.7964,14,0.0574465,5,0.0,4893.37,8.49564,-12.0146,1.49350456867,12.9076,0.12434601783752441,0.9357349872589111,13.0013930947,0.786348429845,104.524321929,0.00641061,0.786372367096,-366.921332958,1.5901539325714111,11.8539,-270.870207087,-21.268096988,-12.0161648976
4.33673,0.106907316302,40.088555097579956,645.0890047550201,0.793108390789,0.996684,-56.1189072719,7.57766,15,0.0695386,5,0.0,4883.81,8.49368,-11.9829,1.49546510822,12.8876,0.1278538703918457,0.972395658493042,12.9816236168,0.793108390789,93.76335179,0.00644592,0.793566480472,-321.991481146,1.6211071014404297,7.64719,-191.185351428,-16.0943719049,-11.9839626574
4.27467,0.291496132865,40.168161153793335,685.3976356983185,0.796145170854,0.996447,23.0178289963,9.69591,16,0.0610971,5,0.0,4876.83,8.49225,-11.9802,1.48539496265,12.9211,0.12822532653808594,0.9708094596862793,13.0177944224,0.796145170854,139.597258927,0.00645477,0.795641642806,-348.02313113,1.6117310523986816,9.75701,-157.099369288,-10.8634945254,-11.980843561
4.30667,0.580165724789,40.230517625808716,725.767256975174,0.788727307439,0.995938,17.0703259733,8.19828,17,0.0590811,5,0.0,4861.89,8.48918,-11.7722,1.48642589124,12.8221,0.12610888481140137,0.9684779644012451,12.9250053642,0.788727307439,144.93820663,0.00645106,0.788134617275,-397.628385885,1.6156682968139648,8.25736,-125.341822126,-4.08398815235,-11.771631515
4.23568,0.0693793424966,39.93831014633179,765.8399667739868,0.78860165975,0.994314,-55.5037220878,10.0768,18,0.0625019,5,0.0,4814.54,8.47939,-11.658,1.47906672736,12.791,0.12709426879882812,0.9661331176757812,12.8952064108,0.78860165975,147.552780083,0.00653251,0.787451119225,-447.255877127,1.6122710704803467,10.1393,-227.17904275,-19.8687653855,-11.6568678226
4.28242,-0.252038171737,39.93865418434143,805.9136371612549,0.787716655529,0.993965,83.195902545,4.52254,19,0.0859132,5,0.0,4804.4,8.47729,-11.3243,1.4841650768,12.585,0.12757086753845215,0.9487025737762451,12.69397727,0.787716655529,96.1178579073,0.00990591,0.78679843567,-146.174855175,1.6131007671356201,4.60845,-64.6025222491,-16.483891651,-11.3225399824
4.27062,-0.0166767269008,40.0442910194397,846.0915205478668,0.791913305078,0.994193,22.526529535,3.25615,20,0.084893,5,0.0,4810.96,8.47865,-10.831,1.48439842143,12.2466,0.12757134437561035,0.9532608985900879,12.3606855526,0.791913305078,48.1384426124,0.00998413,0.793504353257,-107.687170684,1.6276719570159912,3.34104,-43.9653557904,5.71200761672,-10.8301521047
4.20598,0.248523523871,39.97840452194214,886.208105802536,0.790993155956,0.992952,88.6909096297,6.11822,21,0.061522,5,0.0,4774.95,8.47114,-10.4341,1.48003022513,12.071,0.12614798545837402,0.9644708633422852,12.1956259768,0.790993155956,188.94449258,0.00647743,0.790295921727,-428.39176132,1.6238610744476318,6.17974,-70.4340680095,0.420960146436,-10.4314511515
4.29233,0.0640758661166,40.117729902267456,926.4621903896332,0.739524207334,0.991421,133.036339311,-0.399933,22,0.0714995,5,0.0,4730.99,8.46189,-9.67152,1.49026968038,11.7345,0.12787914276123047,0.9499475955963135,11.8761658178,0.739524207334,66.7945221379,0.00645439,0.736902097529,-42.3252211178,1.6208641529083252,-0.328434,84.9400311548,6.96869586102,-9.66911926659
4.33226,0.0127503177699,40.276451110839844,966.872859954834,0.744162579798,0.990624,105.052743338,-0.30395,23,0.0674246,5,0.0,4708.28,8.45708,-8.8975,1.50150494093,11.5944,0.12521076202392578,0.9599742889404297,11.756534113,0.744162579798,90.4349101938,0.00650338,0.746539139934,-149.839353886,1.6158699989318848,-0.236526,18.39656679,2.398397409,-8.89449347256
4.55537,-0.23454131556,40.44312763214111,1007.4514136314392,0.789726043729,0.990216,233.228032469,-3.44338,24,0.0841248,5,0.0,4696.64,8.4546,-7.82934,1.53964895271,11.4915,0.12502384185791016,0.9523289203643799,11.664702611,0.789726043729,61.2697505492,0.00987625,0.78846155918,53.6000697167,1.6176085472106934,-3.35926,163.475407969,14.5020351291,-7.8261398885
4.57396,0.486494499532,40.076395988464355,1047.6628971099854,0.784319069483,0.988413,260.442557123,1.7878,25,0.0834337,5,0.0,4645.54,8.44366,-7.00511,1.54828397589,11.8005,0.12639713287353516,0.9599409103393555,11.978317205,0.784319069483,256.737792994,0.00988228,0.784750726415,-450.358242736,1.6228141784667969,1.87123,23.7004588115,6.32562302888,-7.00123966383
4.7608,0.604845021559,39.8442108631134,1087.6416523456573,0.763161503956,0.987103,274.995792416,12.1727,26,0.0602322,5,0.0,4608.77,8.43572,-6.39061,1.56941963534,12.4963,0.12580585479736328,0.9384117126464844,12.6766176939,0.763161503956,296.914882043,0.00641307,0.761812582648,-568.01520155,1.577662467956543,12.2329,-225.996487849,-6.18280003084,-6.38588915413
4.92628,0.399010776777,39.938769578933716,1127.7131507396698,0.715639222664,0.987331,432.560691465,0.447084,27,0.0790059,5,0.0,4615.12,8.43709,-5.53935,1.59764633596,13.2312,0.1255171298980713,0.9452147483825684,13.409170686,0.715639222664,339.977850895,0.00976731,0.715371264933,-411.304081054,1.6143841743469238,0.52609,26.2894320749,15.0443126511,-5.53561728008
5.08941,0.554619330505,40.17611122131348,1168.0291604995728,0.782943583908,0.985913,334.17178312,-4.77096,28,0.0678606,5,0.0,4575.54,8.42848,-4.42329,1.61658812411,13.9782,0.1261148452758789,0.9616715908050537,14.1503203455,0.782943583908,164.620864055,0.00651558,0.782879145185,-130.074168304,1.639458417892456,-4.7031,145.409423988,21.7975347785,-4.41871721428
5.25507,0.542324452662,39.943153619766235,1208.1125657558441,0.764534644874,0.984729,543.900016495,1.64151,29,0.0771234,5,0.0,4542.65,8.42127,-3.53294,1.63909438245,15.0319,0.12944459915161133,0.9654908180236816,15.1917302855,0.764534644874,457.379936163,0.00988203,0.765856225401,-686.179892025,1.6235973834991455,1.71864,20.91615735,11.6218622898,-3.52891201955
5.5379,0.720247914819,40.18307185173035,1248.4303984642029,0.705667162987,0.986154,332.023987282,0.0115133,30,0.071333,5,0.0,4582.22,8.42994,-2.57063,1.67486649862,16.0736,0.12337613105773926,0.9536299705505371,16.230834665,0.705667162987,315.863442179,0.00984966,0.705942830673,-540.798340003,1.6075084209442139,0.0828463,-0.777296491026,15.4650263194,-2.56618352826
