AverageReturn,Perplexity,AverageQ,AverageQLoss,ProcessExecTime,AbsLearnSignalNew,AverageDiscountedReturn,MinReturn,LossBefore,AverageY,MaxReturn,Entropy,AveragePolicyStd,AverageAbsQYDiff,AbsLearnSignal,AverageAbsY,ExplainedVariance,PolicyExecTime,AbsLearnSignalOld,MeanKL,dLoss,MeanKLBefore,LossAfter,Iteration,StdReturn,Time,ItrTime,EnvExecTime,NumTrajs,AverageAbsQ
268.869713243,2.97657e+10,132.604,117.204,0.16125130653381348,0.414811746556,203.701582448,82.2635851505,-144.85,132.623551661,495.1334958,24.1166,0.999688,7.30766794942,0.414811746556,132.630198882,-1.04659656323,1.2237496376037598,0.41220605842,0.00995971,0.411789,0.0,-145.262,12,77.0447204862,704.6270129680634,56.41257667541504,8.380756616592407,94,132.649
290.093495368,2.97806e+10,141.61,123.118,0.14884257316589355,0.058211321057,215.282234167,80.9842985505,-153.268,141.630237551,502.601554132,24.1171,0.999717,7.34978197173,0.058211321057,141.637282042,-347.124863776,1.1279380321502686,0.0582455474602,0.00991908,0.320282,0.0,-153.588,13,78.9939902642,758.9551546573639,54.196550369262695,8.104214668273926,87,141.654
288.241322953,2.97262e+10,149.014,123.421,0.13971209526062012,0.588704708543,214.608963668,91.7832924,-157.101,149.032563367,670.643473035,24.1153,0.999609,7.32300592489,0.588704708543,149.038358938,0.249819079655,1.06886887550354,0.588109092327,0.00998762,0.261856,0.0,-157.363,14,78.4712695524,813.4573395252228,54.377421617507935,8.181031703948975,88,149.057
272.405715951,2.97318e+10,155.195,124.322,0.14281105995178223,0.361857739371,206.376538456,81.657395876,-158.696,155.210947121,544.730838423,24.1155,0.999621,7.28213151835,0.361857739371,155.218278941,-0.70848212346,1.086751937866211,0.361251945825,0.00645687,0.193512,0.0,-158.89,15,71.3026229432,867.1575186252594,53.572603940963745,8.335671663284302,94,155.234
282.108469841,2.97111e+10,159.316,125.314,0.13900041580200195,0.600136232265,211.88396971,96.7909349804,-168.923,159.334529479,511.706097674,24.1148,0.99958,7.31577424919,0.600136232265,159.340854641,0.38998099331,1.0745749473571777,0.59738384202,0.00965879,0.227722,0.0,-169.151,16,71.9140391213,921.6896636486053,54.405437707901,8.350129127502441,90,159.356
298.848348185,2.97367e+10,162.641,123.472,0.14101648330688477,0.692871186071,222.550312907,193.577934379,-162.644,162.656398088,489.732063639,24.1156,0.999631,7.30211605198,0.692871186071,162.666773074,0.692792754624,1.090836763381958,0.690492190573,0.00992584,0.188461,0.0,-162.832,17,59.5749590745,976.1451075077057,54.33162307739258,8.511511325836182,86,162.687
285.217095554,2.97531e+10,164.164,120.844,0.14470911026000977,0.702534184228,214.92395627,132.996573418,-163.054,164.18323229,538.921990406,24.1162,0.999663,7.25792426041,0.702534184228,164.19492517,0.719292328854,1.1012020111083984,0.699105095984,0.0064157,0.144608,0.0,-163.199,18,62.4783525288,1032.0003440380096,55.72622227668762,8.734325170516968,92,164.215
287.802262075,2.97923e+10,164.739,117.013,0.14322566986083984,0.542489255357,217.049506713,195.58422474,-165.461,164.753953032,448.085188582,24.1175,0.999741,7.18431078044,0.542489255357,164.762296684,0.534607667977,1.0946366786956787,0.54022143588,0.00987816,0.187561,0.0,-165.648,19,52.3894032502,1086.4688472747803,54.33742690086365,8.76047134399414,90,164.791
274.008421309,2.98509e+10,164.978,114.271,0.14291000366210938,0.128081853633,208.630394683,86.8695607016,-161.024,164.993473037,440.624918814,24.1195,0.999856,7.14139167159,0.128081853633,165.002621271,-15.0804792442,1.0853450298309326,0.127548199822,0.00827233,0.159271,0.0,-161.183,20,61.9514576553,1140.7761435508728,54.170658826828,8.609256267547607,94,165.022
278.205237082,2.98758e+10,164.018,109.046,0.14101290702819824,0.228409830486,211.213619434,164.542729012,-162.635,164.03689934,484.156193093,24.1203,0.999905,7.00827187702,0.228409830486,164.044006735,-1.98485913328,1.0799894332885742,0.227033214678,0.00936534,0.167023,0.0,-162.802,21,58.5073057713,1194.706142425537,53.805344104766846,8.657385349273682,93,164.053
279.138143918,2.98867e+10,162.394,107.459,0.14622712135314941,0.693718036976,212.084061751,177.883987495,-159.717,162.411745341,572.333801806,24.1207,0.999926,6.96411759121,0.693718036976,162.417883966,0.751083717513,1.1286206245422363,0.694004201447,0.0099908,0.152954,0.0,-159.87,22,54.8802719506,1249.1279907226562,54.29751014709473,8.841105937957764,93,162.428
278.398479587,2.99073e+10,160.935,100.988,0.14397788047790527,0.132820106447,211.417919337,96.4192828708,-159.625,160.954458404,519.940655981,24.1214,0.999967,6.79412665324,0.132820106447,160.960183574,-22.9064575919,1.116109848022461,0.132427197181,0.00837845,0.126282,0.0,-159.751,23,60.9470653424,1303.531965970993,54.27547001838684,8.857717275619507,93,160.966
285.942646508,3.00061e+10,159.215,98.5882,0.14368367195129395,0.121833573087,214.986992885,102.229425775,-157.692,159.23558602,535.765786181,24.1247,1.00016,6.6949186501,0.121833573087,159.237724737,-29.3059362486,1.094297170639038,0.121705937727,0.00774852,0.171951,0.0,-157.864,24,70.9900220262,1357.1661014556885,53.50430369377136,8.745335817337036,91,159.24
287.871552069,3.00018e+10,157.927,94.9033,0.14246726036071777,0.427103952682,217.199046598,164.388606154,-157.96,157.943774016,596.663743479,24.1245,1.00015,6.55637570319,0.427103952682,157.949048763,0.224233983785,1.080355167388916,0.426101297787,0.00992612,0.159637,0.0,-158.119,25,54.951548364,1411.307481765747,54.01341485977173,8.627852439880371,90,157.951
290.197274459,2.99183e+10,157.321,89.4344,0.14023780822753906,0.592619910481,217.87891303,130.368234316,-155.841,157.340115583,613.520651102,24.1217,0.999988,6.38945808532,0.592619910481,157.343575592,0.595623312887,1.0737919807434082,0.592551814559,0.0099719,0.147079,0.0,-155.988,26,63.328875902,1464.3962967395782,52.96792507171631,8.528769969940186,89,157.341
304.376356577,2.9915e+10,156.57,88.4874,0.14278936386108398,0.471559543181,225.982498715,212.831291144,-157.053,156.590893927,606.077542749,24.1216,0.999982,6.34213498888,0.471559543181,156.593472702,0.429654973863,1.0752806663513184,0.471543361892,0.00963012,0.140686,0.0,-157.193,27,63.4938620737,1517.0805878639221,52.56010937690735,8.589682579040527,86,156.59
299.263017032,2.99211e+10,156.545,85.8369,0.15344452857971191,0.387382706832,222.50318036,92.7676044083,-162.674,156.56306479,606.342929328,24.1218,0.999994,6.23375269279,0.387382706832,156.567608249,0.138587549366,1.1712372303009033,0.387455926292,0.00744619,0.125671,0.0,-162.799,28,70.9355801717,1571.7001268863678,54.49535608291626,8.660631895065308,87,156.564
296.013595861,2.99402e+10,156.693,85.913,0.15404558181762695,0.51695502451,221.077926275,86.8147286978,-159.901,156.711128148,443.614571847,24.1225,1.00003,6.24035571147,0.51695502451,156.713675947,-0.0488110737666,1.1591706275939941,0.51668357601,0.00991,0.164368,0.0,-160.065,29,61.0402885668,1626.2335863113403,54.41110444068909,8.6382896900177,88,156.713
304.347202114,2.99797e+10,157.487,85.0955,0.1432797908782959,0.662596004922,225.554021131,103.417091768,-165.056,157.504836323,494.663946684,24.1238,1.00011,6.20319696073,0.662596004922,157.508350278,0.699576960609,1.099529504776001,0.662513409445,0.00982473,0.161667,0.0,-165.218,30,63.9094221975,1679.783596754074,53.42556357383728,8.613191604614258,86,157.506
326.84333469,2.98985e+10,158.343,84.3168,0.14264488220214844,0.631634097103,236.72095465,140.926946216,-168.736,158.359283178,591.148458409,24.1211,0.999949,6.1852919696,0.631634097103,158.362833508,0.57172209838,1.0799179077148438,0.629977420645,0.00996157,0.153549,0.0,-168.889,31,74.4344180176,1732.2947809696198,52.38389825820923,8.414669275283813,79,158.36
330.106147607,2.99964e+10,159.089,85.1562,0.13924932479858398,0.522774093355,238.096708412,209.167018656,-171.773,159.104001608,629.561026248,24.1243,1.00014,6.18033162693,0.522774093355,159.105584127,-0.0509722392034,1.0533154010772705,0.52216563903,0.00985632,0.152313,0.0,-171.925,32,67.7563477597,1784.1506826877594,51.72663712501526,8.26348876953125,77,159.107
336.031895092,3.00477e+10,159.386,83.8887,0.13792634010314941,0.703168935745,241.123205309,223.926392014,-173.394,159.402386824,552.094877026,24.1261,1.00024,6.16300065792,0.703168935745,159.406407059,0.638476374281,1.049043893814087,0.704867853269,0.00995742,0.151794,0.0,-173.546,33,71.8503890642,1836.7831206321716,52.513033866882324,8.214297771453857,76,159.404
330.227021643,3.01193e+10,160.126,83.6799,0.14136934280395508,0.664249399873,238.618674245,183.720841835,-169.888,160.142278859,528.953774875,24.1284,1.00038,6.16450646892,0.664249399873,160.144374518,0.618368373724,1.0734446048736572,0.663426293592,0.00986463,0.143097,0.0,-170.031,34,72.1366205928,1890.4440824985504,53.534146785736084,8.430921792984009,78,160.142
332.277017548,3.01769e+10,160.639,84.4315,0.1414964199066162,0.669460304475,237.503907264,190.935123522,-170.302,160.656626174,526.128133673,24.1303,1.0005,6.20786507633,0.669460304475,160.661495561,0.413174938408,1.079514980316162,0.670195288649,0.00995226,0.156326,0.0,-170.459,35,78.5711963283,1944.8564908504486,54.281174182891846,8.453355073928833,75,160.66
351.050478007,3.0158e+10,161.341,85.7558,0.1419999599456787,0.632034148174,247.155596869,211.414741008,-177.399,161.358239444,792.679478758,24.1297,1.00046,6.24357612695,0.632034148174,161.360701579,0.265739709722,1.088761329650879,0.632541051051,0.00984025,0.149307,0.0,-177.548,36,88.0791414994,1997.7861015796661,52.79760503768921,8.487315893173218,72,161.357
355.094618792,3.00959e+10,161.988,85.759,0.14331674575805664,0.345281640867,248.957115099,102.827538124,-174.799,162.003499598,662.763044275,24.1277,1.00034,6.25128367446,0.345281640867,162.005892682,-1.34594987757,1.1191575527191162,0.345506884701,0.00992661,0.137985,0.0,-174.937,37,87.8354177888,2051.1493327617645,53.23519515991211,8.703782320022583,72,162.003
350.089431892,3.01411e+10,162.42,86.2129,0.1427021026611328,0.627836086054,247.533275375,189.217797009,-174.169,162.436887601,651.257312743,24.1292,1.00043,6.29728916094,0.627836086054,162.440014781,0.245204892313,1.106973648071289,0.627263949521,0.00962658,0.140091,0.0,-174.309,38,70.4967087919,2103.9402413368225,52.6607723236084,8.667069435119629,72,162.438
366.522885333,3.00753e+10,162.837,82.9336,0.13733983039855957,0.691240352917,251.444973328,107.906202915,-177.363,162.854771339,667.383198206,24.127,1.0003,6.22011396608,0.691240352917,162.858678191,0.46463703315,1.0779411792755127,0.690415885556,0.00966812,0.148193,0.0,-177.511,39,108.60334193,2157.6141362190247,53.555579662323,8.457822561264038,68,162.854
363.096968679,3.00832e+10,163.337,83.9948,0.1424694061279297,0.586011404508,253.033653674,144.623094453,-180.866,163.353668715,623.264407175,24.1272,1.00031,6.27583365256,0.586011404508,163.355908931,-0.0986814820601,1.0827763080596924,0.585412572382,0.00644238,0.12233,0.0,-180.988,40,78.1190324754,2210.806172132492,53.069650411605835,8.545705318450928,69,163.354
352.785147532,3.00478e+10,164.009,82.4221,0.14443588256835938,0.196391868099,246.87829058,150.940780249,-180.452,164.023009923,650.733855296,24.1261,1.00025,6.23835792476,0.196391868099,164.027092512,-7.74212307263,1.1122057437896729,0.196434726714,0.00812422,0.11055,0.0,-180.562,41,84.4107140772,2265.2625815868378,54.32578086853027,8.802233219146729,69,164.026
351.398411785,2.99707e+10,164.298,83.8464,0.14550113677978516,0.621045975648,244.321030378,178.284654212,-171.36,164.312830321,644.345617955,24.1235,1.00009,6.27709701967,0.621045975648,164.3171565,-0.29009181705,1.1203951835632324,0.621052089538,0.00979036,0.147812,0.0,-171.508,42,93.0506558105,2319.287581682205,53.89726972579956,8.767303943634033,69,164.318
359.49166955,2.99821e+10,164.716,83.8367,0.14055991172790527,0.39227849925,249.973823797,157.744356251,-174.231,164.733737568,600.824324606,24.1239,1.00012,6.28874185932,0.39227849925,164.737559127,-0.672240330265,1.0956459045410156,0.39249685669,0.00720024,0.207306,0.0,-174.438,43,82.7725575982,2373.1643767356873,53.74791932106018,8.522854566574097,69,164.734
355.635469202,3.0014e+10,164.749,83.1221,0.14138364791870117,0.582382555188,247.586261105,215.114371628,-177.855,164.763945227,664.295875515,24.1249,1.00018,6.26683297579,0.582382555188,164.767133032,0.358987759216,1.0983452796936035,0.581113271541,0.00756217,0.130081,0.0,-177.986,44,88.4085629019,2427.7506985664368,54.45381212234497,8.547643423080444,68,164.765
383.056498208,3.00587e+10,165.074,83.2076,0.15379023551940918,0.623491785826,258.893606012,119.979009616,-180.163,165.089592177,647.920365851,24.1264,1.00027,6.26545391424,0.623491785826,165.094318748,0.00979551201633,1.2058665752410889,0.62384800772,0.00961711,0.16246,0.0,-180.326,45,102.179100124,2483.8121285438538,55.925392866134644,9.005288362503052,64,165.093
375.505454005,3.00198e+10,164.982,81.8762,0.15655851364135742,0.272128032857,255.053024373,205.886735718,-176.4,164.996973412,804.222604746,24.1251,1.00019,6.24160384075,0.272128032857,165.000039921,-3.07090300494,1.195317029953003,0.272097086462,0.0071204,0.113937,0.0,-176.514,46,110.585628403,2538.513102054596,54.541446685791016,8.796030282974243,65,165.0
397.497138156,3.00544e+10,165.074,81.0315,0.13905549049377441,0.552622720179,263.767030987,233.389677939,-177.726,165.088513496,1016.91859949,24.1263,1.00026,6.22237526954,0.552622720179,165.092125742,-0.453840515487,1.076634168624878,0.551740835,0.00951922,0.128311,0.0,-177.855,47,125.366451404,2591.2347962856293,52.59795546531677,8.772494554519653,61,165.092
374.040010242,2.98725e+10,165.462,80.8297,0.14188838005065918,0.313030220053,257.564563416,228.638507211,-177.518,165.478368254,701.723854719,24.1202,0.999902,6.18058533485,0.313030220053,165.483435663,-3.15782396169,1.111774206161499,0.31246909489,0.00903455,0.128418,0.0,-177.646,48,76.3498768246,2645.083265066147,53.71861553192139,8.9937424659729,66,165.483
359.576725013,2.98868e+10,165.819,79.5543,0.14186930656433105,0.186399222342,250.050739432,235.064656747,-177.99,165.833647656,606.284596385,24.1207,0.99993,6.15277129048,0.186399222342,165.838951014,-10.5865208572,1.1233584880828857,0.186419060614,0.00982316,0.113312,0.0,-178.104,49,75.0256471969,2698.588083744049,53.37488889694214,8.846343994140625,67,165.838
387.380660033,2.98773e+10,165.959,79.4772,0.13992595672607422,0.564260797674,261.488955626,227.29783164,-179.802,165.97412581,816.031498696,24.1204,0.999911,6.12579363222,0.564260797674,165.979157193,0.147843936952,1.0848090648651123,0.563250909143,0.00912629,0.134857,0.0,-179.937,50,105.677325557,2751.376715183258,52.6617751121521,8.667914628982544,63,165.978
385.243389468,2.99156e+10,166.307,79.0689,0.14073443412780762,0.710443730397,259.794140912,175.770472385,-180.388,166.320882124,936.626736724,24.1216,0.999986,6.11782583391,0.710443730397,166.323856675,0.335997994465,1.087364673614502,0.71134350092,0.00988387,0.134155,0.0,-180.522,51,109.791791565,2805.06293797493,53.55455183982849,8.769577264785767,63,166.325
354.605542678,2.99584e+10,166.577,78.064,0.1400127410888672,0.127584428481,247.080594042,219.031316921,-180.509,166.592340766,585.433847363,24.1231,1.00007,6.08177817519,0.127584428481,166.595556054,-36.4002720267,1.0764906406402588,0.127557420941,0.00721278,0.124069,0.0,-180.633,52,81.4881638892,2857.8612999916077,52.67397665977478,8.714365720748901,68,166.596
390.674111554,2.9922e+10,167.213,77.1089,0.13997697830200195,0.522586066907,264.09545171,248.388671327,-179.546,167.225277978,661.826146843,24.1219,1.0,6.04851790159,0.522586066907,167.229555661,-0.390851558995,1.0760791301727295,0.52158611029,0.00995069,0.13858,0.0,-179.684,53,88.1261359227,2911.890781402588,53.910396575927734,8.63185429573059,63,167.231
396.983716071,2.99813e+10,166.999,77.6646,0.14156031608581543,0.137341200729,266.377944979,262.846348257,-178.339,167.010010989,776.495350557,24.1238,1.00012,6.04065191259,0.137341200729,167.013314748,-17.5003121121,1.1183664798736572,0.137138148528,0.00729451,0.128143,0.0,-178.467,54,96.9466538929,2966.1923525333405,54.1724054813385,8.893025875091553,62,167.016
361.694217297,2.99952e+10,166.964,75.7026,0.1408214569091797,0.263825714468,250.705077929,249.45115779,-176.624,166.977293674,574.096292472,24.1243,1.00014,5.97238889905,0.263825714468,166.981466946,-8.11263865507,1.084165334701538,0.263626066334,0.00839841,0.129379,0.0,-176.753,55,75.0804468729,3019.509118080139,53.17586922645569,8.782415866851807,67,166.985
372.015708615,2.99968e+10,166.901,73.9387,0.13690471649169922,0.0850479796408,256.485682692,233.154246974,-177.868,166.913568033,591.068883889,24.1244,1.00015,5.91023739823,0.0850479796408,166.917222226,-456.030879966,1.063603162765503,0.0850095711499,0.00940387,0.109161,0.0,-177.977,56,72.1755118147,3072.3699707984924,52.733137369155884,8.523200273513794,66,166.922
391.181160015,2.97839e+10,167.073,72.969,0.13558578491210938,0.159569300496,264.57060325,194.21686497,-180.475,167.08374508,600.717226665,24.1172,0.999728,5.85459020998,0.159569300496,167.08927906,-6.46596687128,1.0412483215332031,0.159389197393,0.00911212,0.0928345,0.0,-180.568,57,92.4343753854,3125.8699967861176,53.37375855445862,8.58363962173462,63,167.096
380.491001439,2.97498e+10,167.157,71.4922,0.13613200187683105,0.379825772179,261.32374077,246.728768998,-176.63,167.170705173,518.656788551,24.1161,0.999661,5.80455982505,0.379825772179,167.174344937,-1.15185742871,1.0929749011993408,0.379567397963,0.00990175,0.114883,0.0,-176.745,58,62.6405365468,3179.4590561389923,53.464571952819824,8.765843629837036,64,167.177
371.802565866,2.97136e+10,167.266,70.5056,0.139390230178833,0.381324413469,255.644723052,198.516313239,-178.844,167.275181749,609.766321918,24.1149,0.999589,5.7524364488,0.381324413469,167.280792724,-0.115302607969,1.0930120944976807,0.380572135589,0.00879042,0.110641,0.0,-178.955,59,84.8671133742,3233.3804013729095,53.792651414871216,8.898905754089355,66,167.293
357.491274489,2.97421e+10,167.051,69.9518,0.13604068756103516,0.218898070732,248.743729643,173.712265549,-175.674,167.063038301,532.702730937,24.1158,0.999646,5.72689864811,0.218898070732,167.068483516,-3.48640561122,1.0579047203063965,0.218635624131,0.00949563,0.089447,0.0,-175.764,60,82.1425535783,3286.886874437332,53.37729787826538,8.57565450668335,68,167.075
371.48177163,2.97358e+10,167.283,70.3727,0.13394570350646973,0.636140545691,254.68144685,213.417802135,-174.103,167.295226668,720.494783854,24.1156,0.999633,5.71239858909,0.636140545691,167.300374864,0.579973370338,1.038386344909668,0.634782159094,0.00978057,0.115875,0.0,-174.219,61,88.8293636629,3340.5951132774353,53.57912063598633,8.427513599395752,65,167.31
377.126941774,2.97724e+10,166.901,69.5583,0.1501762866973877,0.602982009824,258.348032605,207.818474114,-175.29,166.913029181,607.147809866,24.1168,0.999706,5.68325475474,0.602982009824,166.91676126,0.377403100069,1.1367363929748535,0.603480413393,0.00979946,0.10672,0.0,-175.397,62,85.8254445526,3396.094441175461,55.37653422355652,8.84201192855835,67,166.924
355.777526412,2.96897e+10,166.736,69.1055,0.14570903778076172,0.488279034076,248.364519257,138.644129785,-172.608,166.746830446,595.296403245,24.1141,0.999543,5.6449299844,0.488279034076,166.751730984,0.0941047726223,1.1361620426177979,0.487480750278,0.00757958,0.112915,0.0,-172.721,63,77.4770924218,3451.1414721012115,54.909302949905396,8.744694471359253,68,166.758
383.378218795,2.98329e+10,167.064,68.1052,0.13631010055541992,0.663778789909,261.301044501,222.814267397,-179.361,167.074553258,541.675487087,24.1189,0.999825,5.62658067302,0.663778789909,167.080316319,0.57096747786,1.044381856918335,0.663260945806,0.00971796,0.114197,0.0,-179.475,64,81.2161772728,3504.374584197998,53.10917687416077,8.483364582061768,64,167.09
394.354908831,2.98451e+10,166.713,66.4281,0.1393721103668213,0.42372312711,265.28596259,250.422732314,-175.653,166.722992328,918.385615239,24.1193,0.99985,5.58441439838,0.42372312711,166.72710897,-0.137463284534,1.0864179134368896,0.422835489758,0.00943249,0.0921936,0.0,-175.745,65,103.275696551,3558.910266160965,54.42320704460144,8.782226324081421,63,166.738
374.905746379,2.99037e+10,166.665,67.8876,0.14374732971191406,0.223470632779,256.573910685,220.45094131,-172.958,166.673749449,752.199532493,24.1212,0.999965,5.60949922601,0.223470632779,166.677845684,-3.4044017439,1.1213555335998535,0.223050061629,0.00994599,0.0968933,0.0,-173.055,66,93.3796533672,3613.1586656570435,54.12364649772644,8.942919492721558,65,166.687
400.34420098,2.99151e+10,166.652,66.6874,0.13836264610290527,0.734934444239,269.045446282,225.731224757,-177.692,166.664023147,588.010103751,24.1216,0.999987,5.57541402392,0.734934444239,166.66704526,0.548207784112,1.0926320552825928,0.734794656993,0.00645454,0.0879364,0.0,-177.78,67,89.6461342124,3667.1487300395966,53.86866307258606,8.612212419509888,62,166.673
401.153050912,2.99807e+10,166.723,66.1644,0.13930344581604004,0.316983341461,269.483117736,232.64474658,-175.529,166.733536223,717.592616247,24.1238,1.00012,5.55484968418,0.316983341461,166.736525737,-1.28338829974,1.097895622253418,0.316809537045,0.00937551,0.122635,0.0,-175.652,68,95.3949900817,3721.4632291793823,54.17883539199829,8.786757946014404,62,166.747
412.582491256,3.01709e+10,167.161,67.424,0.13936471939086914,0.59760445002,271.358097264,220.232230722,-181.911,167.170908899,868.589715405,24.1301,1.00049,5.60290232328,0.59760445002,167.173819223,-0.0400803777193,1.0917942523956299,0.596714617937,0.00913849,0.13147,0.0,-182.042,69,124.517996359,3775.3115017414093,53.731053590774536,8.754858255386353,60,167.184
400.631207896,3.02007e+10,167.142,67.6911,0.1433565616607666,0.408845699347,267.051567921,225.421691937,-181.461,167.152466085,878.815747996,24.1311,1.00055,5.59090184981,0.408845699347,167.157033201,-0.800062708182,1.1244518756866455,0.408835528544,0.00432137,0.0847015,0.0,-181.545,70,116.031876487,3829.059214115143,53.628161668777466,8.94404935836792,62,167.166
398.220279897,3.02289e+10,167.321,67.0478,0.14463520050048828,0.118517422811,267.459758211,211.118390469,-178.124,167.329415445,620.840230825,24.1321,1.0006,5.60805632314,0.118517422811,167.333911424,-105.974921315,1.135777473449707,0.118495185687,0.00861994,0.0824738,0.0,-178.206,71,92.2744445776,3882.913909673691,53.73900747299194,9.109322309494019,62,167.345
423.298368013,3.01656e+10,167.704,67.5338,0.14088010787963867,0.502161403471,277.517570942,229.636464188,-180.265,167.713612898,853.966323349,24.13,1.00048,5.60927442276,0.502161403471,167.71859086,-0.598917106691,1.1216421127319336,0.501607069518,0.00980335,0.106827,0.0,-180.372,72,113.184986135,3936.6881318092346,53.65654277801514,9.066520929336548,59,167.728
428.027821363,3.02271e+10,168.126,66.7486,0.1372051239013672,0.538874560094,278.641991184,177.097450153,-184.081,168.135030634,858.521053956,24.132,1.0006,5.57511780719,0.538874560094,168.139507587,-0.279522419964,1.0858488082885742,0.538864693843,0.00969539,0.11293,0.0,-184.194,73,122.763351292,3989.911164045334,53.085676193237305,8.706215858459473,58,168.15
