Iteration,AbsLearnSignalOld,dLoss,AverageAbsQ,NumTrajs,ProcessExecTime,MeanKL,AverageAbsQYDiff,ItrTime,AverageReturn,PolicyExecTime,AveragePolicyStd,Entropy,AverageY,MinReturn,Perplexity,LossBefore,AverageQLoss,MaxReturn,AbsLearnSignal,MeanKLBefore,ExplainedVariance,AverageDiscountedReturn,Time,AverageQ,StdReturn,EnvExecTime,AverageAbsY,AbsLearnSignalNew,LossAfter
159,0.755868379867,0.040123,81.6105,5,0.09596848487854004,0.00980441,1.66228053611,36.40355920791626,783.716438708,0.7379100322723389,0.790861,7.05893,81.5628911486,568.940015021,1163.2,-90.4155,12.7061,956.480502441,0.755712273163,0.0,0.551097389346,51.9596868002,5857.429091453552,81.5594,123.884274956,1.699939250946045,81.6167892314,0.755712273163,-90.4556
160,0.792756336418,0.0312805,81.862,5,0.09470844268798828,0.00648737,1.6541020924,36.349446296691895,821.760947072,0.7360429763793945,0.789388,7.04724,81.8209847547,768.684940185,1149.68,-93.27,12.5601,885.725005953,0.793148261389,0.0,0.63709290054,68.1692694935,5893.894990205765,81.8176,40.9512143136,1.7060966491699219,81.8676432894,0.793148261389,-93.3013
161,0.659744501139,0.0469284,82.0041,5,0.09688115119934082,0.00984101,1.64236541563,36.39196419715881,780.187955923,0.7246382236480713,0.788644,7.04069,81.9572324886,435.78301049,1142.17,-81.3474,12.4378,892.008242439,0.660168261959,0.0,-1.18785802712,62.0076103251,5930.403751134872,81.9543,173.914901566,1.702204942703247,82.0089657109,0.660168261959,-81.3943
162,0.744806036444,0.0397644,82.2976,5,0.09181642532348633,0.00997288,1.66224309739,36.35171627998352,846.457574596,0.7542903423309326,0.788954,7.04365,82.2451037819,736.537785346,1145.57,-92.5967,12.7892,981.303259121,0.744104937206,0.0,0.590625491999,48.4323476758,5966.872438669205,82.2418,96.5686103307,1.7118911743164062,82.3029304313,0.744104937206,-92.6365
163,0.75875879332,0.032074,82.6099,5,0.09972023963928223,0.00645526,1.66710106247,37.01454472541809,752.999800819,0.7444803714752197,0.787494,7.03311,82.5639576052,682.800653127,1133.55,-92.0964,12.8329,841.410424533,0.757891889353,0.0,0.724098489631,21.3134546987,6004.011809587479,82.5602,54.6405221585,1.7176554203033447,82.6159685309,0.757891889353,-92.1285
164,0.749112849819,0.0441589,83.042,5,0.10278105735778809,0.00987169,1.66529084052,36.27240991592407,813.12041823,0.765141487121582,0.787009,7.02764,82.9957850511,672.933567456,1127.36,-94.0424,12.7382,965.374388114,0.748523876182,0.0,0.532463615997,52.7750590012,6040.414067029953,82.9932,97.5831823439,1.717219591140747,83.0469247546,0.748523876182,-94.0865
165,0.750012959418,0.0300293,83.4299,5,0.0963752269744873,0.0064766,1.67891495174,36.43222260475159,837.59359688,0.7347149848937988,0.786351,7.02229,83.3900992586,739.999875023,1121.35,-93.4778,13.5202,950.666930221,0.7497642608,0.0,0.659851136703,49.6773990484,6076.965260505676,83.3857,68.324783528,1.7063331604003906,83.4359858178,0.7497642608,-93.5078
166,0.72906834351,0.0433884,83.7341,5,0.09682488441467285,0.00992164,1.65757810676,36.53151202201843,898.420261354,0.7309556007385254,0.786325,7.02136,83.7043444316,855.076899695,1120.31,-94.1094,13.3071,964.697162862,0.72810801455,0.0,0.696766046231,59.9053940328,6113.61550450325,83.7007,37.0206732205,1.7095422744750977,83.7387503378,0.72810801455,-94.1528
167,0.784948530177,0.0376816,84.0134,5,0.09306979179382324,0.00986979,1.65274502341,36.37084627151489,800.883544161,0.7548272609710693,0.785396,7.01416,83.9891364546,738.706709223,1112.28,-93.923,12.8198,916.193510308,0.785939595072,0.0,0.611513420543,52.5026396734,6150.110056638718,83.986,61.8784679366,1.6973798274993896,84.0167161876,0.785939595072,-93.9607
168,0.731768977226,0.0301132,84.206,5,0.09937644004821777,0.00646468,1.66999292082,36.389901876449585,843.644111959,0.7660379409790039,0.78513,7.01081,84.187737993,724.384258744,1108.56,-93.928,13.0966,933.271545643,0.73274236278,0.0,0.641360649807,47.6219139845,6186.620419502258,84.1833,72.1019158014,1.712876319885254,84.2108150756,0.73274236278,-93.9581
169,0.765424067011,0.038002,84.3939,5,0.09777951240539551,0.00985938,1.67363549636,36.63201427459717,836.712659752,0.7649779319763184,0.784427,7.0047,84.3762193641,766.290241743,1101.8,-94.7301,13.554,908.207644758,0.765185989882,0.0,0.675203955084,55.1615497889,6223.376483201981,84.3731,51.1818285393,1.7193562984466553,84.3968349321,0.765185989882,-94.7681
170,0.634416363212,0.033989,84.7295,5,0.09037160873413086,0.00640216,1.68458456761,36.404712438583374,817.222854984,0.7643957138061523,0.78345,6.99597,84.709045275,509.517497374,1092.22,-93.6178,14.2435,926.974169767,0.633959302606,0.0,0.444583366123,43.61943432,6259.900958776474,84.705,161.008426585,1.7293157577514648,84.7335510488,0.633959302606,-93.6518
171,0.644174917853,0.044754,84.9161,5,0.09360551834106445,0.00990191,1.67089869458,36.579365253448486,840.744797427,0.73258376121521,0.782629,6.98991,84.8967062692,689.844427657,1085.63,-94.1706,12.7855,947.163539811,0.645882686767,0.0,0.302958148431,49.426724214,6296.599698781967,84.8938,94.9784748995,1.7095122337341309,84.918881136,0.645882686767,-94.2153
172,0.77606007575,0.0384445,85.1422,5,0.09431028366088867,0.00971638,1.66399461917,36.57858610153198,900.862575395,0.7723743915557861,0.781939,6.98435,85.1241582016,849.642265521,1079.61,-95.9574,12.5857,981.723369087,0.776491837938,0.0,0.707364193384,67.0288974976,6333.301472425461,85.1204,48.2740183373,1.7247297763824463,85.1455148337,0.776491837938,-95.9958
173,0.444907697011,0.0409775,85.5066,5,0.10149550437927246,0.00645439,1.67107462236,36.77680730819702,778.138074996,0.7695629596710205,0.781419,6.97944,85.4865910072,667.148531422,1074.31,-89.8125,13.1923,909.999141566,0.444926312401,0.0,-2.60167756218,33.1648718882,6370.19392824173,85.4831,82.8977427466,1.722130298614502,85.5098405843,0.444926312401,-89.8535
174,0.76208195524,0.0380478,85.7811,5,0.09570145606994629,0.00976728,1.67819121476,36.680522203445435,914.740402013,0.7400765419006348,0.781547,6.97997,85.7665114364,829.14181557,1074.89,-97.5241,13.7088,992.037454582,0.761460159651,0.0,0.662873465535,52.4993583972,6406.988086938858,85.7631,58.7846861266,1.7041716575622559,85.7842071234,0.761460159651,-97.5621
175,0.593256419233,0.0502243,85.9266,5,0.10032081604003906,0.00997953,1.67162962453,36.86343765258789,734.913244162,0.7363989353179932,0.781057,6.97685,85.9142709797,109.801399229,1071.54,-83.6306,13.2438,952.839467714,0.592920482405,0.0,-0.162080319941,45.3684440022,6443.966210365295,85.9114,316.13903932,1.7049434185028076,85.9291944278,0.592920482405,-83.6808
176,0.749483622911,0.0373611,86.123,5,0.09699320793151855,0.0097915,1.6886091144,36.885418176651,903.568966422,0.7724888324737549,0.779976,6.96787,86.1117214609,849.621824881,1061.96,-97.137,14.0371,959.234547343,0.749613560252,0.0,0.504699538426,53.5945325821,6480.973167419434,86.1084,41.8934216869,1.7204887866973877,86.125325337,0.749613560252,-97.1744
177,0.653547928059,0.03479,86.3955,5,0.09292793273925781,0.00644272,1.68967715575,36.4853937625885,849.367996084,0.7285263538360596,0.779301,6.96128,86.3874035846,675.029885239,1054.98,-93.2682,14.0053,985.208736235,0.653369976892,0.0,0.633680037,68.0045319149,6517.5738933086395,86.3839,100.789934329,1.6937832832336426,86.3991372052,0.653369976892,-93.303
178,0.759551900687,0.0410004,86.756,5,0.09214401245117188,0.0098551,1.68298725205,35.86424160003662,920.078632125,0.7214953899383545,0.778269,6.95352,86.7465275316,827.871842966,1046.83,-97.8303,13.7027,1000.62927907,0.760623775366,0.0,0.660729992024,64.9868767005,6553.559905529022,86.7434,64.1862435892,1.7071716785430908,86.758348897,0.760623775366,-97.8713
179,0.621627049437,0.0491714,87.0032,5,0.0922544002532959,0.00987612,1.72062763943,37.31271743774414,782.223178491,0.7177021503448486,0.777718,6.94895,86.9896315729,218.460129633,1042.05,-84.0028,14.6767,1006.07644037,0.621632670546,0.0,-0.0365092449956,50.8439416145,6590.990056276321,86.9863,291.688436471,1.6955492496490479,87.0045443663,0.621632670546,-84.052
180,0.752205840899,0.0374451,87.1661,5,0.10013008117675781,0.00979364,1.70563158967,36.65000891685486,908.197838904,0.767709493637085,0.777413,6.94663,87.1497605895,843.354594513,1039.64,-98.3242,14.6547,986.503009298,0.751248666688,0.0,0.669423698748,51.7776592538,6627.7585990428925,87.1465,52.0450247496,1.7093589305877686,87.1692385109,0.751248666688,-98.3617
181,0.658625006602,0.0458832,87.3941,5,0.09082198143005371,0.00985199,1.71565838151,36.647969245910645,797.496249744,0.7403361797332764,0.776151,6.93812,87.3736957736,515.06040237,1030.83,-96.3691,14.4305,927.064894797,0.658943015553,0.0,0.590583521299,37.0853006906,6664.533111572266,87.3704,144.876998458,1.7037968635559082,87.3974648281,0.658943015553,-96.415
182,0.643214869239,0.0378342,87.6093,5,0.09049487113952637,0.00661071,1.70480463715,36.68887281417847,890.739894048,0.7565226554870605,0.776119,6.93811,87.5927128306,735.489201364,1030.82,-98.4553,14.4124,980.009001525,0.643922339792,0.0,0.608085645718,41.6588345806,6701.339943647385,87.5894,86.871083744,1.7104473114013672,87.611478037,0.643922339792,-98.4932
183,0.724309152059,0.0433273,87.8553,5,0.09423136711120605,0.00967396,1.69875366879,36.75191044807434,926.229252097,0.7500495910644531,0.775886,6.93624,87.8391250256,837.384379666,1028.89,-99.4088,13.9891,1031.17354772,0.72248079642,0.0,0.735593915054,67.8109903838,6738.217947483063,87.8352,68.6553653803,1.7186379432678223,87.8595678782,0.72248079642,-99.4522
184,0.750107154595,0.0408096,88.1533,5,0.10336852073669434,0.00976818,1.70838040165,36.63089942932129,882.557609947,0.7658448219299316,0.775623,6.93364,88.13654368,761.8063006,1026.22,-99.0043,14.4263,970.526366993,0.750795421297,0.0,0.642351496375,63.9024475098,6774.967259645462,88.1332,72.9334911527,1.7253994941711426,88.1554830813,0.750795421297,-99.0451
185,0.684664917383,0.0343857,88.3091,5,0.10007667541503906,0.00649751,1.70143664494,36.690412521362305,800.414706003,0.7705926895141602,0.774592,6.92537,88.2875830601,566.92867474,1017.77,-96.3879,13.9078,913.362811331,0.68461944726,0.0,0.478404377326,18.5687342767,6811.78536438942,88.2843,124.65621879,1.7113664150238037,88.3117043335,0.68461944726,-96.4223
186,0.622272250886,0.054718,88.5612,5,0.09206843376159668,0.00983928,1.72841685588,36.55695557594299,736.74655332,0.7397973537445068,0.775074,6.92907,88.5348413027,304.071995435,1021.54,-84.557,14.7341,931.349414025,0.622492002101,0.0,-8.12118640657,30.5747626337,6848.465152025223,88.5316,227.180000126,1.7170095443725586,88.5646944894,0.622492002101,-84.6117
187,0.742309279993,0.0345078,88.8348,5,0.09917354583740234,0.00644736,1.71916667685,36.57196879386902,839.49567014,0.7485153675079346,0.774452,6.92492,88.8119149439,522.856256488,1017.31,-91.207,14.4889,992.862721254,0.742792539306,0.0,0.688110464515,67.7615179199,6885.155202388763,88.8091,164.889207292,1.710127353668213,88.8387674048,0.742792539306,-91.2416
188,0.746246388977,0.0349655,89.2039,5,0.09738302230834961,0.00987424,1.7122050898,36.93082904815674,854.210995489,0.7503528594970703,0.773663,6.91794,89.1765652865,775.023094566,1010.24,-99.5567,14.6416,925.210445186,0.745188632621,0.0,0.599213517947,51.1757810905,6922.202818870544,89.1737,59.6096793646,1.7144510746002197,89.2079362051,0.745188632621,-99.5917
189,0.658549502658,0.0348129,89.4714,5,0.10393381118774414,0.00648217,1.73277881577,36.76211166381836,910.565751018,0.7639029026031494,0.772707,6.90987,89.4456909035,659.342931764,1002.12,-99.6871,15.5103,1048.6465792,0.65934522474,0.0,0.601449322697,52.3820409545,6959.0875771045685,89.4418,133.675140413,1.7206029891967773,89.4755502694,0.65934522474,-99.722
190,0.659889008298,0.0350189,89.7222,5,0.09966349601745605,0.00641791,1.71903209025,36.57884979248047,910.326603206,0.7534582614898682,0.771714,6.90174,89.6946529373,843.301398207,994.004,-100.469,14.7009,981.688691602,0.662258382976,0.0,0.678858579768,42.3402988887,6995.785609483719,89.6914,51.4097032198,1.7242262363433838,89.7264109105,0.662258382976,-100.504
191,0.683404848826,0.0395203,90.0734,5,0.09688115119934082,0.00953797,1.68823410574,37.564942836761475,931.995994836,0.734886646270752,0.771109,6.89705,90.0425597104,854.192088258,989.354,-101.249,13.81,986.81047733,0.68350862666,0.0,0.6135940532,61.2046362802,7033.476624250412,90.0395,43.8768269952,1.7059600353240967,90.0768674711,0.68350862666,-101.288
192,0.500315695324,0.0467072,90.356,5,0.10758495330810547,0.00989641,1.70609974714,38.711939573287964,873.298433137,0.8107602596282959,0.77092,6.89565,90.3276623914,600.299131897,987.963,-94.4165,14.771,993.284331254,0.500628907824,0.0,-3.30850020084,68.341828938,7072.307014942169,90.3242,143.01910489,1.736607313156128,90.3602033219,0.500628907824,-94.4632
193,0.748345502321,0.0449982,90.6936,5,0.10218214988708496,0.00995544,1.70232697436,38.649720668792725,939.626466833,0.8379356861114502,0.769002,6.88013,90.662779466,905.092648555,972.754,-102.909,14.744,987.240832947,0.749113576083,0.0,0.705632700747,65.8768089568,7111.071485042572,90.659,29.967306116,1.7623145580291748,90.6986677019,0.749113576083,-102.954
194,0.740329689667,0.0392532,90.9418,5,0.09649181365966797,0.00984371,1.73825528732,38.57475256919861,910.517035254,0.8171277046203613,0.76854,6.87532,90.9061935178,812.878622868,968.082,-102.095,15.9976,1009.34754305,0.739295079742,0.0,0.639782135898,46.2638471752,7149.8105301856995,90.9034,78.1890908234,1.7469756603240967,90.9454991417,0.739295079742,-102.134
195,0.669155236521,0.0431671,91.2018,5,0.09534859657287598,0.00988232,1.73835897531,38.76828908920288,802.183762498,0.8246080875396729,0.768033,6.87082,91.1680851491,674.166990507,963.739,-100.329,15.2665,917.262168499,0.66826008857,0.0,0.573578697859,21.8910835622,7188.697739601135,91.1644,78.9976732533,1.7325232028961182,91.2070609702,0.66826008857,-100.373
196,0.678259447272,0.0365143,91.5607,5,0.09610462188720703,0.00649462,1.7268118309,38.5835657119751,890.523020683,0.8104007244110107,0.767626,6.86775,91.5244197403,804.40839869,960.782,-102.603,15.3344,1012.64500863,0.679415631655,0.0,0.379354005928,59.3547470952,7227.397891283035,91.5219,76.0777624555,1.730963945388794,91.5646867686,0.679415631655,-102.64
197,0.690625172462,0.039093,91.809,5,0.0928642749786377,0.00981249,1.73818814229,38.5858519077301,893.60799825,0.8207404613494873,0.767347,6.86487,91.7721626358,779.74567296,958.025,-102.324,15.0581,973.10255227,0.690101436354,0.0,0.518247953568,48.4393159363,7266.101554393768,91.7685,72.2160252486,1.7434375286102295,91.8149340019,0.690101436354,-102.363
198,0.726161936327,0.0416336,92.2149,5,0.10370874404907227,0.0097941,1.75521246741,38.777846336364746,877.81408196,0.8039939403533936,0.766752,6.85981,92.180827181,681.365921281,953.186,-102.386,15.9968,962.108465316,0.726251270524,0.0,0.711606946565,51.141447632,7304.99520277977,92.1775,100.220834952,1.7263233661651611,92.2203745575,0.726251270524,-102.427
199,0.685017973887,0.0487289,92.5187,5,0.10266256332397461,0.00991991,1.74033780251,38.88505244255066,910.550589842,0.8215045928955078,0.765906,6.85177,92.4848178456,883.949332636,945.55,-104.574,15.0188,964.592346121,0.685063920153,0.0,0.533446964773,67.2455212172,7344.048958301544,92.4812,27.9876221975,1.7345342636108398,92.523530136,0.685063920153,-104.623
200,0.756972524982,0.0385666,92.9882,5,0.10274839401245117,0.009875,1.7539161002,39.072208881378174,961.323790522,0.8165571689605713,0.765979,6.85198,92.9525156529,914.966186931,945.75,-104.812,15.2746,1013.05131235,0.756234512848,0.0,0.760770825657,64.941215348,7383.236828327179,92.9492,42.653067638,1.7412898540496826,92.9940301742,0.756234512848,-104.851
201,0.683212327925,0.0482559,93.1563,5,0.11720848083496094,0.00996377,1.78110299542,38.94675087928772,709.987647124,0.8262481689453125,0.76548,6.84753,93.1147735475,377.02813969,941.555,-77.9391,16.9705,949.096277991,0.683294533116,0.0,-2.18525968808,57.4501816079,7422.307096481323,93.1111,253.163033887,1.7569544315338135,93.1613051712,0.683294533116,-77.9874
202,0.764195568151,0.0356903,93.5542,5,0.09890580177307129,0.00971577,1.72265924824,38.96546745300293,991.570373202,0.8176908493041992,0.764916,6.84291,93.5060715643,927.146789142,937.209,-106.558,14.9482,1064.65219345,0.764690757652,0.0,0.604596392076,68.515157871,7461.390041351318,93.5031,51.9944481367,1.7563796043395996,93.5585334216,0.764690757652,-106.593
203,0.642157871342,0.0368652,93.8609,5,0.10206031799316406,0.00644232,1.72448697556,38.896379470825195,873.820230999,0.8337950706481934,0.764416,6.83737,93.8173253764,729.436869591,932.037,-103.978,15.1555,936.397221607,0.641453640067,0.0,0.58164864005,42.5264033168,7500.412241697311,93.8139,75.0414377032,1.7482941150665283,93.8653425744,0.641453640067,-104.015
204,0.731581239802,0.0359421,94.0278,5,0.10274457931518555,0.00642076,1.71747045023,38.92223620414734,765.753601597,0.8276910781860352,0.764552,6.83746,93.9817448448,415.980428388,932.114,-87.2271,15.2175,965.125456362,0.731833732413,0.0,-0.611054962303,35.1930630149,7539.453389167786,93.9785,228.256025334,1.731316328048706,94.0330226879,0.731833732413,-87.2631
205,0.683062860355,0.0486908,94.5704,5,0.0969691276550293,0.00975417,1.74652953356,38.90298771858215,949.469922103,0.8434648513793945,0.764777,6.83857,94.5411338441,850.042889618,933.153,-106.514,16.8457,1051.65854238,0.682696515265,0.0,0.537216919827,80.8922578366,7578.477437496185,94.5376,75.59429431,1.7531869411468506,94.5753610316,0.682696515265,-106.563
206,0.764339823855,0.0339813,94.9513,5,0.12571167945861816,0.00925964,1.71824980441,38.741886615753174,950.874375735,0.8298063278198242,0.765922,6.84646,94.9178295683,899.506546827,940.544,-107.265,15.2811,1000.22572429,0.764801669835,0.0,0.774688185791,79.111958843,7617.337986946106,94.9148,34.5390787642,1.7435317039489746,94.9561304357,0.764801669835,-107.299
207,0.755394189762,0.0386734,95.3502,5,0.09357690811157227,0.00987899,1.74034714974,38.577943563461304,942.244381713,0.825340747833252,0.765903,6.84577,95.3327204795,851.217410417,939.894,-106.146,15.6549,1045.07235476,0.755234716182,0.0,0.588111377219,62.8229640955,7656.044284105301,95.3286,72.5288965794,1.7391533851623535,95.3562424811,0.755234716182,-106.184
208,0.538268922937,0.0501862,95.7148,5,0.11614561080932617,0.00983627,1.71607318269,38.82959961891174,834.366756089,0.8100504875183105,0.765673,6.84317,95.6952000878,472.95016712,937.461,-97.763,15.6163,1001.52188293,0.538803543747,0.0,-1.75273972531,64.9731191098,7694.9887108802795,95.6923,185.938302121,1.7375342845916748,95.7198422716,0.538803543747,-97.8132
209,0.700914346441,0.0367432,96.0842,5,0.10180330276489258,0.00994327,1.71210813187,38.80262327194214,949.399039314,0.8225996494293213,0.764668,6.83556,96.0669120419,917.169522582,930.349,-107.38,15.9534,1014.75138157,0.700296621254,0.0,0.671715424616,68.2897157116,7733.9094779491425,96.0633,35.6713340565,1.7533173561096191,96.0901679264,0.700296621254,-107.417
210,0.70872403232,0.0419922,96.3183,5,0.11698150634765625,0.0097977,1.71856989309,38.839866161346436,914.910632256,0.802941083908081,0.763814,6.82987,96.303121157,789.894014287,925.074,-104.819,15.9498,1051.37068605,0.710098238306,0.0,0.552649755415,36.3036536427,7772.869047403336,96.3004,105.084043099,1.732652187347412,96.3237291714,0.710098238306,-104.861
211,0.706408510923,0.0331955,96.6963,5,0.10007476806640625,0.00641391,1.72208701726,38.83235025405884,993.428154404,0.8288638591766357,0.763892,6.83026,96.679487447,927.766226821,925.428,-107.768,15.5186,1031.11354054,0.705705681823,0.0,0.624798787651,86.1443441925,7811.876707077026,96.676,37.6136138364,1.7539656162261963,96.7020777683,0.705705681823,-107.801
212,0.731970903484,0.0406952,97.0237,5,0.10597085952758789,0.00988747,1.72232042161,38.565556049346924,950.148695196,0.835468053817749,0.762882,6.82218,97.010128766,861.987471429,917.986,-107.233,15.1251,1046.3513416,0.732503506164,0.0,0.680260399207,56.9022954666,7850.570955038071,97.0072,61.7180910909,1.7442469596862793,97.0281650559,0.732503506164,-107.274
213,0.632643612171,0.040947,97.327,5,0.09598684310913086,0.00644005,1.73082602011,38.79618978500366,756.63210237,0.8092381954193115,0.76282,6.8212,97.3181776366,213.34139588,917.086,-90.3872,15.2947,1041.48615422,0.632575186725,0.0,-3.33024098035,32.2828504328,7889.48162317276,97.3148,301.695777546,1.732640027999878,97.3315536986,0.632575186725,-90.4282
214,0.618892160046,0.0512466,97.6377,5,0.11127829551696777,0.00978626,1.73150137469,38.605764627456665,923.597697101,0.8328237533569336,0.762881,6.82201,97.6310323411,832.341701894,917.828,-107.824,16.5294,1044.89373637,0.618781209213,0.0,0.640055875654,55.2438885594,7928.213596343994,97.6277,69.7906637976,1.7492423057556152,97.6415228796,0.618781209213,-107.875
215,0.692585130379,0.0457077,97.8352,5,0.10582733154296875,0.00989429,1.70271813747,38.43834733963013,825.81978137,0.8137097358703613,0.763566,6.8266,97.8291635377,301.767516348,922.049,-92.5687,15.4414,1016.98844694,0.692332967801,0.0,0.610803986636,81.9881487807,7966.7705228328705,97.8262,264.943789078,1.729262351989746,97.8397548516,0.692332967801,-92.6144
216,0.687308651441,0.0393906,98.2554,5,0.09537172317504883,0.0096828,1.70211190574,38.40692639350891,958.848022469,0.8127367496490479,0.762854,6.82148,98.2537197547,797.602334208,917.346,-108.391,15.832,1133.03133506,0.686655018048,0.0,0.559006993934,70.0210949936,8005.298278808594,98.2503,106.773336039,1.7355930805206299,98.260280383,0.686655018048,-108.431
217,0.766016185942,0.0474319,98.4776,5,0.09843659400939941,0.0098656,1.7141649961,38.89185047149658,729.425400178,0.8300192356109619,0.762883,6.8217,98.4753514892,221.86127339,917.544,-79.592,15.738,1043.62689059,0.765831804511,0.0,-3.44169936629,45.9162342192,8044.309575796127,98.4721,339.29618497,1.7497525215148926,98.4822259823,0.765831804511,-79.6394
218,0.718236672781,0.0448303,98.8356,5,0.10617637634277344,0.00961616,1.70087700479,38.70007300376892,739.422499788,0.8163142204284668,0.763359,6.82528,98.8320701859,393.603312164,920.834,-79.9111,15.3882,1008.00756287,0.718732880518,0.0,0.671306008355,54.3911379077,8083.128294229507,98.8292,268.435617265,1.7314932346343994,98.8402628881,0.718732880518,-79.9559
219,0.699294883939,0.0333405,99.1817,5,0.09497523307800293,0.00968711,1.72429193519,39.28768849372864,921.07805251,0.830991268157959,0.762003,6.81491,99.1809627176,856.829333271,911.334,-109.708,16.2743,985.407767609,0.699214524561,0.0,0.52706073217,58.6320161462,8122.577580451965,99.1771,42.4852408904,1.737680196762085,99.1870421247,0.699214524561,-109.742
220,0.717961107319,0.0448685,99.5285,5,0.0962824821472168,0.00985261,1.71121412925,38.567338943481445,911.234140028,0.8211789131164551,0.762302,6.81722,99.526749319,787.061074689,913.438,-108.771,16.6289,978.750479831,0.720057929369,0.0,0.728881244794,53.3795198404,8161.262236833572,99.5233,68.2687407295,1.7434415817260742,99.5331270488,0.720057929369,-108.816
221,0.665768608986,0.0352097,99.7786,5,0.0970456600189209,0.00640223,1.72819428477,38.44251084327698,961.002176839,0.8173661231994629,0.761499,6.81098,99.7771564439,852.703797394,907.762,-110.882,17.1474,1031.74459926,0.665969083724,0.0,0.711164486412,63.3112092613,8199.826779603958,99.7736,70.0184530304,1.7430469989776611,99.7830084951,0.665969083724,-110.918
222,0.757562831425,0.0305252,100.049,5,0.10679101943969727,0.00639848,1.71110577217,38.57303261756897,947.246497905,0.8053746223449707,0.761449,6.8104,100.049050873,896.198468281,907.237,-110.215,16.9715,1005.12343476,0.757606778332,0.0,0.665927100831,65.9114819035,8238.52172088623,100.046,43.5385022556,1.733936071395874,100.053612001,0.757606778332,-110.245
223,0.690274387662,0.0339661,100.359,5,0.12531590461730957,0.00642265,1.72227262953,38.676782846450806,968.142924964,0.8069944381713867,0.760354,6.80152,100.360139439,805.606111095,899.213,-110.45,16.8434,1090.7372153,0.690170387098,0.0,0.697859225166,67.8844988712,8277.358379125595,100.356,93.4616602972,1.7510159015655518,100.364471614,0.690170387098,-110.483
224,0.742393090812,0.039856,100.636,5,0.09764981269836426,0.00958954,1.70172948599,38.48733925819397,943.445648229,0.8161911964416504,0.76027,6.8006,100.636326522,816.142434742,898.391,-109.896,16.4974,1014.95950836,0.741279274813,0.0,0.784354007653,42.2033417461,8315.972026586533,100.633,67.8352973108,1.7303495407104492,100.639854878,0.741279274813,-109.936
225,0.723410753134,0.0412598,101.008,5,0.10338020324707031,0.00979666,1.69928812645,38.420485973358154,1013.03563579,0.8286793231964111,0.760008,6.79732,101.007693165,968.53742651,895.443,-112.418,16.4268,1105.12438017,0.724239574483,0.0,0.717131225215,69.7664996759,8354.507914543152,101.004,49.3430425994,1.7206220626831055,101.012020005,0.724239574483,-112.459
226,0.732793011783,0.0444489,101.314,5,0.10512685775756836,0.00972427,1.71271015654,38.73778414726257,1013.83790086,0.8485217094421387,0.7603,6.79778,101.314207511,923.306945007,895.856,-111.493,17.2934,1084.34658337,0.732851329415,0.0,0.662222008632,81.4967053635,8393.36508154869,101.311,62.5433367374,1.7483372688293457,101.318688956,0.732851329415,-111.538
227,0.646068055296,0.050293,101.453,5,0.09812664985656738,0.00973894,1.72089152525,38.84602761268616,854.586900836,0.851301908493042,0.759461,6.79067,101.454919731,379.926970791,889.51,-95.4511,17.5732,1031.41494845,0.646028262525,0.0,-5.26952444584,43.1140479667,8432.36720776558,101.451,243.87229736,1.7459237575531006,101.458520054,0.646028262525,-95.5014
228,0.678497567865,0.0431137,101.866,5,0.10236549377441406,0.00968829,1.69794482832,38.920780658721924,881.311213847,0.8249046802520752,0.759775,6.79301,101.865528941,361.539115983,891.591,-97.5478,16.5184,1100.15569236,0.679078451165,0.0,0.844734978868,51.7427359045,8471.401387691498,101.863,264.606512938,1.7502448558807373,101.870383105,0.679078451165,-97.5909
229,0.667824573854,0.045433,102.283,5,0.10193800926208496,0.00980384,1.70333415513,38.77515172958374,901.331507269,0.8691589832305908,0.759033,6.78672,102.281953443,727.975430783,886.006,-107.601,16.4184,1041.52374165,0.667851747116,0.0,0.653610355628,49.298211295,8510.299550294876,102.279,101.506219673,1.7568566799163818,102.287313256,0.667851747116,-107.646
230,0.645427272661,0.0393677,102.655,5,0.1167905330657959,0.00640516,1.71591293025,38.61096525192261,870.747075931,0.8417000770568848,0.758661,6.78328,102.653700874,725.755188409,882.96,-109.268,17.3522,1049.04922264,0.646333679535,0.0,0.698282219231,32.2148167062,8549.024468183517,102.65,111.900798797,1.7329692840576172,102.659547391,0.646333679535,-109.307
231,0.658349532257,0.0505905,103.164,5,0.11142277717590332,0.00987102,1.69685486829,38.784743785858154,987.63810919,0.8450968265533447,0.758265,6.77999,103.163658755,945.855169384,880.058,-110.682,16.1714,1107.20887339,0.6601707363,0.0,0.414708775413,69.4373404645,8587.930674552917,103.16,60.3809183184,1.7309365272521973,103.169240153,0.6601707363,-110.733
232,0.763043602098,0.0286636,103.745,5,0.09970903396606445,0.00641735,1.68775496634,38.65486717224121,1019.19826472,0.7945356369018555,0.758279,6.77951,103.743514177,964.499245873,879.634,-114.565,15.7449,1129.60043469,0.762500714109,0.0,0.723938030723,69.6144834528,8626.705815553665,103.74,57.1010109393,1.7124183177947998,103.750583635,0.762500714109,-114.594
233,0.787627242687,0.034317,104.276,5,0.09819555282592773,0.00981965,1.70746261589,38.72127866744995,963.51390001,0.7916269302368164,0.757823,6.77515,104.275780336,879.721481493,875.807,-114.31,16.5706,1041.31035326,0.787637647667,0.0,0.802694709291,61.7233775141,8665.56530380249,104.272,51.1679901039,1.714468002319336,104.280576512,0.787637647667,-114.344
