ProcessExecTime,LossAfter,AverageDiscountedReturn,Time,MeanKLBefore,AveragePolicyStd,Iteration,NumTrajs,MaxReturn,ItrTime,LossBefore,dLoss,StdReturn,Entropy,Perplexity,ExplainedVariance,AverageReturn,MinReturn,PolicyExecTime,MeanKL,AbsLearnSignal,EnvExecTime
0.15929031372070312,-0.0725654,94.6346442598,11.41004490852356,0.0,1.0,0,224,249.691402831,11.410032987594604,1.34066e-08,0.0725655,33.48823951,24.122,2.99248e+10,8.19411205555e-12,106.249999646,71.1686320237,1.0124826431274414,0.00693179,0.831748751177,7.313398599624634
0.15115904808044434,-0.0533509,98.7682268288,22.76338481903076,0.0,1.00003,1,215,314.624002802,11.228068351745605,-7.57335e-09,0.0533509,39.1481283521,24.1225,2.99405e+10,-0.649052116013,111.748710791,75.6457301148,1.0582764148712158,0.00662986,0.376910378701,7.464116096496582
0.14790606498718262,-0.11091,96.204985757,33.63466119766235,0.0,0.999804,2,221,254.236648243,10.755218505859375,-1.01602e-08,0.11091,34.766586056,24.1186,2.98252e+10,-0.575547743524,108.247967277,74.1723869231,0.9987335205078125,0.00762468,0.476397724443,7.258497714996338
0.1418607234954834,-0.0618317,97.1055835429,44.47567796707153,0.0,0.999751,3,218,234.696947698,10.723347902297974,9.90237e-09,0.0618317,33.2962142178,24.1177,2.97979e+10,-11.1464483604,109.30795808,75.5027609629,0.9428191184997559,0.00421219,0.214763138035,7.160784721374512
0.1447150707244873,-0.0577804,98.4762099851,55.365581035614014,0.0,0.999361,4,215,288.118104247,10.7735595703125,1.21342e-08,0.0577804,36.6334039701,24.1111,2.96008e+10,-21.2142580441,111.289499583,72.2666895915,0.9489095211029053,0.00460348,0.152702621241,7.2024619579315186
0.1419534683227539,-0.057437,97.418534236,66.2944564819336,0.0,0.999282,5,218,245.862004836,10.817455053329468,2.61633e-09,0.057437,35.5247951413,24.1097,2.95607e+10,-1.17034363981,109.788596257,75.045638464,0.9474234580993652,0.00807197,0.370219836136,7.0150580406188965
0.13877606391906738,-0.101208,101.666782603,76.92163395881653,0.0,0.999117,6,206,258.811865058,10.509079694747925,1.07287e-08,0.101208,40.9303284824,24.1069,2.94777e+10,-0.236613645882,115.667873832,75.9384774577,0.9173996448516846,0.00938039,0.500427903258,7.042802333831787
0.1402900218963623,-0.476559,96.9392809549,87.54373216629028,0.0,0.999085,7,218,263.968137415,10.501641511917114,1.79291e-08,0.476559,35.0951964201,24.1063,2.94611e+10,-79.5687504345,109.21791608,70.1401322751,0.9278802871704102,0.00841543,0.101110372038,7.135258197784424
0.14416098594665527,-0.0935779,101.26653733,98.18277716636658,0.0,0.99955,8,207,300.696476388,10.515362977981567,4.55214e-09,0.0935779,37.3574978843,24.1142,2.96949e+10,-0.238569671987,114.912430931,71.7659739746,0.9660792350769043,0.00787737,0.519649846421,7.212879419326782
0.14545106887817383,-0.0881259,101.132976208,108.58131623268127,0.0,0.999554,9,208,272.524828309,10.277876377105713,1.52466e-09,0.0881259,38.0090581489,24.1143,2.9697e+10,0.115260398461,114.697291014,72.1100007468,0.9842133522033691,0.00866429,0.597651960481,7.225056409835815
0.14937925338745117,-0.0638244,98.3229552731,119.11138343811035,0.0,0.999475,10,215,248.439561242,10.407590627670288,6.13304e-09,0.0638244,34.1744293282,24.1129,2.96565e+10,-354.464695651,110.893525128,76.0925187043,1.0358335971832275,0.00475866,0.0993549662373,7.340423822402954
0.14817547798156738,-0.0575837,101.387593777,129.4791383743286,0.0,0.999398,11,207,296.206402078,10.24258804321289,1.243e-08,0.0575837,37.3250269069,24.1116,2.9618e+10,-4.48096038023,115.011893331,74.2076441079,1.0210237503051758,0.00656678,0.24597309933,7.365526437759399
0.14952826499938965,-0.0815885,99.3031188372,139.82789397239685,0.0,0.999419,12,212,239.638568469,10.233457565307617,-2.17264e-08,0.0815885,34.4487609297,24.112,2.9627e+10,-76.3722179348,112.162947029,70.9845618999,1.0360474586486816,0.00621985,0.144843721773,7.283748388290405
0.1430342197418213,-0.0766419,101.527292394,150.2154037952423,0.0,0.999536,13,207,361.48210618,10.286536693572998,-1.89259e-08,0.0766419,41.7210535207,24.1139,2.96862e+10,-5.9958165298,115.515392855,72.4155522025,1.0135273933410645,0.00863511,0.250253662986,7.303828477859497
0.1484997272491455,-0.110313,97.6069000643,160.74371242523193,0.0,0.999538,14,218,266.896087023,10.431451320648193,-1.44266e-08,0.110313,33.7303833918,24.114,2.96868e+10,-2.60431516666,109.903865468,75.9822131276,1.0337083339691162,0.00689696,0.305921211731,7.335647821426392
0.1450803279876709,-0.0846157,102.006352793,171.39091515541077,0.0,0.999505,15,207,317.593939923,10.533427238464355,7.9613e-09,0.0846157,41.4361782582,24.1134,2.96696e+10,-0.874198174896,116.026634657,76.6789285913,1.0115740299224854,0.00557168,0.380649943772,7.349951267242432
0.15149259567260742,-0.0421387,99.216802373,182.4787950515747,0.0,0.999469,16,213,254.89937653,10.971884727478027,-1.64589e-08,0.0421387,34.1248071589,24.1128,2.96523e+10,-1.3957273423,111.99970454,72.08831522,1.084256887435913,0.00331065,0.360798479795,7.529490232467651
0.1459822654724121,-0.0901157,103.397988896,193.13517665863037,0.0,0.999373,17,200,314.291250705,10.53824257850647,2.85988e-09,0.0901157,41.0349533007,24.1112,2.96035e+10,0.362447610961,117.965380027,70.5873379447,1.0410771369934082,0.00744486,0.679024299922,7.364551067352295
0.1482715606689453,-0.0412548,101.939488053,203.91909861564636,0.0,0.99925,18,204,239.161421213,10.66985821723938,1.4919e-08,0.0412548,38.9659480348,24.1091,2.95415e+10,-83.4279239719,115.933978703,71.8828813798,1.0203125476837158,0.00527073,0.107742655062,7.434977769851685
0.14735865592956543,-0.101672,103.901786024,214.3763782978058,0.0,0.998885,19,201,247.749879703,10.334582805633545,9.28308e-09,0.101672,38.9109213729,24.1028,2.9358e+10,-23.8888920404,118.402002057,75.5508985033,1.0222482681274414,0.00696574,0.155494160113,7.313437223434448
0.14588618278503418,-0.0959035,105.476614678,224.60868549346924,0.0,0.998898,20,197,279.886719342,10.088902711868286,-5.33205e-09,0.0959035,43.3791459134,24.1031,2.93652e+10,0.303913858655,120.757534721,75.4526473536,1.0242793560028076,0.00946875,0.69934650355,7.303687810897827
0.1472628116607666,-0.10532,105.506565705,234.9644272327423,0.0,0.998996,21,196,304.431713112,10.256097555160522,-1.27656e-08,0.10532,40.3136354806,24.1047,2.94135e+10,-1.01690071946,120.609060028,77.0424615528,1.0483193397521973,0.00824142,0.423157719527,7.461411952972412
0.1493058204650879,-0.046154,103.614816679,245.35786366462708,0.0,0.998676,22,202,279.275430965,10.285970449447632,-1.36895e-08,0.046154,40.6762422294,24.0993,2.92538e+10,-68.113503665,118.098575624,76.4469921096,1.083698034286499,0.00691784,0.110556594942,7.422515630722046
0.15564918518066406,-0.0435037,100.503515516,256.01439571380615,0.0,0.998287,23,208,291.317624118,10.54934811592102,9.14065e-09,0.0435037,37.9290125183,24.0926,2.90598e+10,-5.94651279235,113.975662549,76.1735118824,1.111398458480835,0.00469326,0.25510868502,7.6640002727508545
0.14796662330627441,-0.0411998,105.320004782,266.50696659088135,0.0,0.998148,24,198,248.548621365,10.381747484207153,2.26054e-08,0.0411998,40.7094031913,24.0903,2.89912e+10,-7.25110849034,120.34438062,76.6016476477,1.0682687759399414,0.00501694,0.258008280047,7.522419691085815
0.14849042892456055,-0.084038,106.258616157,276.9450647830963,0.0,0.99824,25,195,284.321564346,10.332794427871704,-5.36893e-09,0.084038,46.0867421667,24.0918,2.90367e+10,0.136690315197,121.987308538,71.8297003077,1.0921881198883057,0.00923944,0.592635958956,7.5005669593811035
0.1475214958190918,-0.0501138,108.380790179,287.3520247936249,0.0,0.997886,26,190,342.628183677,10.301124095916748,-4.1547e-08,0.0501138,46.9483087313,24.0858,2.88622e+10,-0.795321614972,124.832350538,71.6430936086,1.0433361530303955,0.00884628,0.433833466438,7.502123117446899
0.14701461791992188,-0.085334,105.881845299,297.7530212402344,0.0,0.997909,27,196,273.714827273,10.305953979492188,1.97732e-08,0.085334,40.917647757,24.0862,2.8874e+10,-0.251632148869,121.07925737,70.8483906549,1.0667338371276855,0.00951838,0.558113324722,7.515325307846069
0.151839017868042,-0.091453,107.165387826,308.4257984161377,0.0,0.997793,28,193,268.234787722,10.567783832550049,-5.48877e-08,0.091453,40.3015739028,24.0842,2.88162e+10,0.216195252548,122.731397259,74.9310680915,1.1101932525634766,0.00917658,0.625051529766,7.679267883300781
0.14925336837768555,-0.0962495,110.066775827,318.8667275905609,0.0,0.997699,29,188,305.498434737,10.338353157043457,6.7769e-09,0.0962495,45.562075344,24.0826,2.87694e+10,0.301021454912,126.850570681,76.0141993327,1.0701918601989746,0.00953135,0.688006544025,7.5264058113098145
0.146026611328125,-0.0722144,110.620576842,329.3141899108887,0.0,0.997376,30,185,285.248200647,10.337124824523926,-8.56259e-09,0.0722144,44.8731110592,24.0771,2.86119e+10,0.293925956783,127.629153853,72.3494140902,1.035773754119873,0.00663372,0.735496130791,7.510512113571167
0.1447911262512207,-0.0735775,112.449173673,339.7080714702606,0.0,0.997254,31,181,322.549316537,10.287343740463257,2.86584e-08,0.0735776,48.334796415,24.075,2.85528e+10,0.186968874256,130.372103466,76.4755634102,1.0465569496154785,0.00972042,0.638670737503,7.4695188999176025
0.1417255401611328,-0.0862098,117.445817165,349.8516342639923,0.0,0.99692,32,173,354.114530208,10.037451267242432,-4.30934e-09,0.0862097,53.9878609563,24.0693,2.83905e+10,-0.0885772687805,137.397154426,76.8637431499,0.9935510158538818,0.00980281,0.640888115459,7.356481552124023
0.14604806900024414,-0.192184,111.307827154,360.2891080379486,0.0,0.996872,33,185,328.188575181,10.335716247558594,-8.10367e-09,0.192184,45.6923035723,24.0685,2.83668e+10,-3.51010205737,128.589870125,71.8461905036,1.0433783531188965,0.00760796,0.322763160671,7.542479038238525
0.14641594886779785,-0.0485852,116.120174361,370.7988302707672,0.0,0.997025,34,176,328.742911937,10.41185975074768,9.51075e-09,0.0485852,54.7665615619,24.0711,2.84408e+10,-0.918097126663,135.793295085,76.3286248947,1.1102864742279053,0.00601311,0.432026658334,7.545067071914673
0.14252853393554688,-0.117843,117.037830201,380.9785041809082,0.0,0.996953,35,174,311.760213218,10.072160959243774,5.90811e-09,0.117843,50.0661677562,24.0699,2.8406e+10,-0.558834207846,136.575569388,76.276210282,1.0155394077301025,0.00748487,0.542909007999,7.316634654998779
0.14641952514648438,-0.100132,116.072393866,391.36873960494995,0.0,0.997153,36,176,324.497212843,10.28917670249939,-2.08747e-08,0.100132,51.2419088093,24.0732,2.85017e+10,0.295884637446,135.319351406,72.2343529344,1.0484445095062256,0.00980025,0.739982672569,7.374659299850464
0.13830351829528809,-0.0841294,117.738748479,401.8233554363251,0.0,0.997019,37,172,418.769484348,10.353468894958496,1.67345e-08,0.0841294,52.8028808252,24.0709,2.84364e+10,0.229291531126,137.805757319,76.1359458493,0.9961740970611572,0.00983763,0.754099479311,7.342997312545776
0.14444255828857422,-0.0698448,121.603057059,412.64612317085266,0.0,0.996904,38,165,363.691782822,10.725595474243164,9.8787e-09,0.0698448,59.5730474652,24.0689,2.83797e+10,-13.7164901655,143.777537348,81.186845747,0.9996445178985596,0.00679485,0.220832551244,7.470373153686523
0.14275264739990234,-0.146237,123.703421297,423.2407338619232,0.0,0.99687,39,163,422.933501731,10.495692491531372,5.13035e-09,0.146237,58.7747330144,24.0684,2.8364e+10,-0.529891682685,146.398702458,71.7454699163,1.0044841766357422,0.00803711,0.542221462374,7.3777477741241455
0.14040231704711914,-0.0774324,122.499716358,433.7318871021271,0.0,0.996733,40,164,343.421475331,10.369746208190918,2.45704e-08,0.0774324,56.2415688279,24.066,2.82971e+10,0.302258362778,144.506945428,75.3892689665,0.9884109497070312,0.00679285,0.769507067898,7.420152902603149
0.14108490943908691,-0.0833689,118.336339074,444.07693910598755,0.0,0.996703,41,172,383.423890071,10.22808027267456,2.44058e-08,0.0833689,56.6962512957,24.0655,2.82829e+10,-0.127602851606,138.874495727,77.1894779439,1.0101287364959717,0.00938001,0.621262766674,7.41828989982605
0.14349079132080078,-0.0261765,121.024885425,454.6032931804657,0.0,0.996715,42,169,361.789601823,10.424403190612793,3.59235e-08,0.0261765,57.1933852394,24.0657,2.82879e+10,-25.2998620217,142.465553316,77.4181274868,1.0478854179382324,0.00520145,0.154934232314,7.6371848583221436
0.14231014251708984,-0.18981,126.723369153,465.13834023475647,0.0,0.996441,43,157,355.41927161,10.445239782333374,2.61492e-09,0.18981,62.0239339419,24.061,2.81557e+10,-0.0352315478456,151.00214683,75.4385209493,1.0477731227874756,0.0087012,0.61291415666,7.6504762172698975
0.14572763442993164,-0.097136,125.859502082,475.7782356739044,0.0,0.996207,44,160,372.946384814,10.535998582839966,4.70001e-09,0.097136,62.9851719843,24.057,2.80431e+10,0.0424152622333,149.774391375,76.8724888403,1.060270071029663,0.00712432,0.65886149775,7.731358051300049
0.1446378231048584,-0.0793433,124.585416787,486.4992907047272,0.0,0.996601,45,162,445.632291337,10.611531257629395,-7.91133e-09,0.0793433,65.0819797341,24.0637,2.82316e+10,-1.05567216435,148.204496087,76.3100157726,1.0811197757720947,0.00864595,0.483408110652,7.7275025844573975
0.14735817909240723,-0.0811646,125.231279039,496.997501373291,0.0,0.996206,46,159,398.276036876,10.386959791183472,4.82542e-09,0.0811646,63.2224925483,24.0569,2.80408e+10,0.118465395429,149.045089676,77.2481404027,1.0464668273925781,0.00827136,0.679496180486,7.535370588302612
0.14120864868164062,-0.0866287,127.415872766,507.31346321105957,0.0,0.996019,47,157,389.167623144,10.219057083129883,-5.7944e-09,0.0866287,68.8939426166,24.0537,2.79516e+10,0.306576658367,152.657430105,76.1113233013,1.0054714679718018,0.00972256,0.780198435449,7.3977532386779785
0.14293646812438965,-0.117984,127.799748156,517.9576840400696,0.0,0.995963,48,156,337.81687156,10.5435471534729,2.41653e-08,0.117984,57.6407965576,24.0527,2.79239e+10,-1.24310370195,151.961433166,76.7626099753,1.0416300296783447,0.00838648,0.470859299262,7.713331699371338
0.13840985298156738,-0.125279,132.114172048,528.3210332393646,0.0,0.996001,49,149,332.436475035,10.25912356376648,2.64539e-08,0.125279,61.4709434711,24.0534,2.79412e+10,-0.156459224026,158.478810004,76.7907496989,1.011146068572998,0.00689808,0.585820924046,7.49212908744812
0.14030218124389648,-0.0856889,126.157846859,538.7546977996826,0.0,0.995943,50,158,374.193055141,10.33268117904663,2.13282e-08,0.0856889,60.0082589826,24.0524,2.79128e+10,-261.220712787,149.959798667,77.256011133,1.0066502094268799,0.00852068,0.0646066506979,7.523015975952148
0.1418461799621582,-0.126926,129.886443881,549.2688608169556,0.0,0.995815,51,153,361.966967143,10.413987398147583,-2.47362e-09,0.126926,66.049747406,24.0502,2.78518e+10,-0.289266769412,155.739645391,76.4584536078,1.039926528930664,0.00869415,0.635677853434,7.553083419799805
0.14010357856750488,-0.0852401,133.72150676,559.9265851974487,0.0,0.99584,52,148,380.251009893,10.543190240859985,1.29969e-08,0.0852401,65.1162633948,24.0506,2.78638e+10,0.178053866019,160.996478139,76.9666195937,1.0054593086242676,0.00964385,0.753636931817,7.600406169891357
0.13829326629638672,-0.0747549,134.888204755,570.367110490799,0.0,0.995622,53,147,434.223834724,10.319560289382935,-8.56936e-10,0.0747549,72.1498761835,24.0468,2.77586e+10,-0.508422335578,163.181939965,80.4197755574,0.9749653339385986,0.00957619,0.562843804787,7.447723627090454
0.1402127742767334,-0.0274981,131.092850981,580.9623379707336,0.0,0.99547,54,151,371.824211064,10.47548246383667,-2.38664e-09,0.0274981,68.7200318464,24.0442,2.76871e+10,-26.6913830223,157.744674767,75.9871897174,0.9887440204620361,0.0082598,0.162808638577,7.558247804641724
0.14017343521118164,-0.0953838,140.065933347,591.5294151306152,0.0,0.995609,55,140,439.588552781,10.45332407951355,1.99952e-08,0.0953839,70.6132206145,24.0466,2.77515e+10,0.134722246239,170.563419144,77.1068894853,1.003255844116211,0.00964679,0.75661117407,7.53357195854187
0.14104890823364258,-0.0461865,131.373614898,602.2641139030457,0.0,0.995536,56,151,440.292923286,10.616910457611084,2.85782e-09,0.0461865,65.1878212769,24.0453,2.77165e+10,-4.19683099405,157.669254436,76.8237361134,1.0098719596862793,0.00760369,0.287284343078,7.522101879119873
0.14334940910339355,-0.0630041,138.623090326,613.0159115791321,0.0,0.995652,57,141,494.22764723,10.635697364807129,-2.3799e-10,0.0630041,76.2532333512,24.0472,2.77705e+10,-0.252169852598,169.202063917,78.9459522044,1.0333573818206787,0.00927007,0.589290835965,7.572933197021484
