AveragePolicyStd,EnvExecTime,ExplainedVariance,StdReturn,MinReturn,Time,ItrTime,PolicyExecTime,LossBefore,ProcessExecTime,MeanKLBefore,AbsLearnSignal,dLoss,Perplexity,NumTrajs,AverageDiscountedReturn,Iteration,MeanKL,AverageReturn,LossAfter,MaxReturn,Entropy
0.996781,7.538482666015625,-12.8825462407,42.6980860476,73.8671531485,378.26480197906494,10.732929944992065,1.239177942276001,3.91433e-10,0.14487886428833008,0.0,0.142314593324,0.11304,2.82984e+10,182,112.576841055,33,0.00863302,130.059349313,-0.11304,272.430987917,24.0661
0.996625,7.731280088424683,0.329516916125,39.2644235158,76.9471712976,389.83374071121216,11.455804824829102,1.2484798431396484,1.56572e-09,0.1497046947479248,0.0,0.634836526285,0.0782655,2.82224e+10,174,116.555427527,34,0.00921989,135.094273241,-0.0782655,240.75504411,24.0634
0.996376,7.533203840255737,0.381715890233,40.3640416269,76.6493462085,401.0513424873352,11.105751276016235,1.2180655002593994,-2.66389e-09,0.1459052562713623,0.0,0.682745676557,0.169227,2.81023e+10,176,116.01198957,35,0.00589111,134.360018374,-0.169227,250.370214978,24.0591
0.996693,7.394618272781372,0.531736381194,40.3604916944,76.6813473758,412.4295313358307,11.268126010894775,1.2577378749847412,4.74654e-10,0.1436154842376709,0.0,0.731769267845,0.0880814,2.82553e+10,178,115.683588852,36,0.00907622,133.853231415,-0.0880814,219.025785342,24.0645
0.996475,7.6846702098846436,0.478334654213,42.0260162904,80.9270781468,423.8494129180908,11.30850338935852,1.206275463104248,3.38487e-09,0.1416463851928711,0.0,0.747354738368,0.0972914,2.81515e+10,169,119.041052054,37,0.00966918,138.63586183,-0.0972914,281.00217761,24.0609
0.996184,7.520721435546875,0.232322566701,50.0260725587,79.5687049847,435.27736592292786,11.306281566619873,1.1769986152648926,8.31084e-09,0.1424541473388672,0.0,0.732412401919,0.0877427,2.80135e+10,169,119.439400828,38,0.00981657,139.757860164,-0.0877427,360.526391487,24.056
0.996369,7.495603561401367,-0.0186579670631,47.1905098713,77.018777692,447.3918688297272,12.006795883178711,1.162447452545166,2.39751e-08,0.14092636108398438,0.0,0.648954779052,0.0818623,2.81008e+10,172,117.315059599,39,0.00946971,136.742356799,-0.0818622,301.737742029,24.0591
0.995973,7.455127000808716,0.445223563452,45.249105165,81.1934443171,458.82033705711365,11.317812442779541,1.1700925827026367,7.62939e-10,0.14136409759521484,0.0,0.777780586174,0.0854549,2.79128e+10,168,120.241954077,40,0.00955201,140.413303428,-0.0854549,292.724313607,24.0524
0.996184,7.414441347122192,0.454247704351,47.8564629947,74.8699430505,470.18536949157715,11.253613948822021,1.1511313915252686,2.68078e-08,0.13984131813049316,0.0,0.76625940091,0.0732346,2.80127e+10,168,120.962106327,41,0.00656424,141.54640203,-0.0732345,287.805469858,24.0559
0.996414,7.517965078353882,0.49262647784,50.2359115249,81.9561523965,481.79359340667725,11.498408079147339,1.1653680801391602,-2.12738e-08,0.1396474838256836,0.0,0.754025014686,0.0911726,2.81214e+10,159,126.585566644,42,0.00977571,149.374491365,-0.0911727,339.56829568,24.0598
0.99612,7.66050124168396,0.36092820178,45.0421530001,74.3334675431,493.4872076511383,11.576725006103516,1.1796481609344482,-2.22583e-09,0.1419224739074707,0.0,0.762705891288,0.094611,2.79802e+10,165,121.790822417,43,0.00981928,142.573154314,-0.094611,298.162005331,24.0548
0.995787,7.52816104888916,0.374446196786,50.203945712,71.9972003105,505.0711567401886,11.465234518051147,1.1636168956756592,1.13216e-08,0.1386256217956543,0.0,0.750204024787,0.0929027,2.78197e+10,156,128.682297337,44,0.00964556,152.296516726,-0.0929027,286.249424001,24.049
0.995904,7.552619695663452,-2.46806152039,51.3357083831,76.5647640978,516.5266780853271,11.307991981506348,1.1727185249328613,-1.25584e-08,0.13881182670593262,0.0,0.319813508504,0.0469347,2.78759e+10,155,129.545712842,45,0.00417109,153.605117394,-0.0469347,316.781494407,24.051
0.995753,7.170464992523193,0.257872775843,43.809204603,80.794175142,527.8333008289337,11.195361375808716,1.6142406463623047,-7.39724e-09,0.1398165225982666,0.0,0.6973337628,0.091195,2.78044e+10,167,121.800173967,46,0.00829899,142.325341981,-0.091195,280.287351604,24.0485
0.995674,7.460113763809204,0.321041739417,52.0946141827,72.3252531824,539.2124674320221,11.272767782211304,1.388721227645874,9.02201e-09,0.1404285430908203,0.0,0.741696424092,0.0888625,2.77641e+10,160,124.815381938,47,0.00927773,147.349010166,-0.0888625,322.031373216,24.047
0.995355,7.753206968307495,0.198926013859,55.1660451572,77.4622223718,551.1482203006744,11.817208290100098,1.2335708141326904,-2.62475e-08,0.14230036735534668,0.0,0.686696932624,0.0980541,2.76137e+10,152,130.568476904,48,0.0090836,155.469668342,-0.0980541,411.507273631,24.0416
0.995241,7.643719434738159,-45.7658240669,52.8901452909,76.8504025402,562.4813268184662,11.223172187805176,1.2649285793304443,-8.37932e-09,0.14116644859313965,0.0,0.108650906877,0.0248721,2.75587e+10,154,129.670865607,49,0.0058351,154.066352715,-0.0248721,331.039082134,24.0396
0.996005,7.554069757461548,0.313403434114,53.8721110366,78.8676218544,573.6185264587402,11.030115365982056,1.2003092765808105,1.23954e-08,0.1405801773071289,0.0,0.706026642257,0.0742705,2.79197e+10,152,130.946125605,50,0.0086684,155.855049734,-0.0742704,329.033649301,24.0526
0.995832,7.481175422668457,-0.560487567179,49.7156543965,77.392700347,585.12633061409,11.40557599067688,1.1905038356781006,1.72482e-08,0.14590024948120117,0.0,0.485803457045,0.0849466,2.78348e+10,154,129.385407022,51,0.00856742,153.348690653,-0.0849466,352.495125362,24.0496
0.995694,7.558718204498291,0.455944950801,52.4602525821,77.195538414,596.244936466217,11.00924825668335,1.2103114128112793,-1.41607e-09,0.14210176467895508,0.0,0.77989786084,0.0855463,2.77677e+10,153,131.008615129,52,0.00984377,155.778504772,-0.0855463,308.451031405,24.0471
0.995319,7.6249682903289795,0.181731670687,57.923650548,77.0850321087,607.6714599132538,11.311535358428955,1.206958293914795,9.95759e-09,0.14254331588745117,0.0,0.698687182216,0.0783774,2.75901e+10,147,135.103517173,53,0.00998871,162.186107442,-0.0783774,382.926187603,24.0407
0.995106,7.4867730140686035,-1.95941602635,49.9255262557,81.7663414754,619.1545026302338,11.36547040939331,1.2185776233673096,1.79291e-08,0.1385650634765625,0.0,0.401675363462,0.0793172,2.74898e+10,151,131.675335091,54,0.00557161,156.494869264,-0.0793172,379.706070668,24.0371
0.995056,7.427332162857056,0.314600003688,58.0398297606,79.6788014745,631.7670593261719,12.50394058227539,1.1496021747589111,2.43697e-09,0.1390986442565918,0.0,0.706095432398,0.0677774,2.74679e+10,149,133.783558298,55,0.00725783,160.051274035,-0.0677774,350.992056585,24.0363
0.995035,7.470240116119385,0.303887929392,58.8945267952,77.3680333412,644.5901217460632,12.704654216766357,1.1460578441619873,-2.66124e-08,0.1377429962158203,0.0,0.759784059179,0.0862247,2.74572e+10,141,138.289174625,56,0.00987495,166.849502992,-0.0862247,371.925193799,24.0359
0.994919,7.467004299163818,-349.894713279,53.8924708249,77.3436577568,655.8871231079102,11.16676926612854,1.1852483749389648,3.27724e-08,0.1380152702331543,0.0,0.0633012618737,0.0196238,2.74028e+10,148,133.585273179,57,0.00767619,159.670264093,-0.0196237,274.257420868,24.0339
0.995066,7.533483982086182,0.125937894636,54.4414344544,77.3928358408,667.4490101337433,11.458195924758911,1.1961705684661865,3.60306e-09,0.14097857475280762,0.0,0.624631553543,0.0532573,2.74728e+10,143,139.187955869,58,0.00484096,167.298896615,-0.0532573,333.103476802,24.0365
0.995003,7.455173969268799,-4.54627468159,58.0417957887,81.4307012697,678.8240692615509,11.258933067321777,1.191577672958374,-3.85896e-08,0.13599157333374023,0.0,0.263408599915,0.0465815,2.7442e+10,149,133.670669123,59,0.00934981,159.959851122,-0.0465816,410.592800059,24.0353
0.995017,7.70066499710083,0.299196044945,58.2902701678,79.7646620698,690.4352779388428,11.4975426197052,1.1946566104888916,-1.89371e-08,0.14243841171264648,0.0,0.747905680218,0.0826796,2.74497e+10,144,136.269395519,60,0.00991683,164.0112359,-0.0826796,375.51043292,24.0356
0.994952,7.8322718143463135,0.349676431134,55.1981406472,76.5712626906,701.992517709732,11.44327712059021,1.263514757156372,1.08286e-08,0.14847040176391602,0.0,0.752796610795,0.0972213,2.74185e+10,140,140.154440029,61,0.00899725,169.043379139,-0.0972213,417.812941969,24.0345
0.995383,7.542616367340088,-8.55952419744,55.2694195879,77.1562133933,713.3505516052246,11.246533393859863,1.2272098064422607,3.30874e-08,0.14224743843078613,0.0,0.21694696847,0.0205895,2.76217e+10,142,139.107529763,62,0.00549017,167.54922689,-0.0205895,326.971356618,24.0419
0.995322,7.73471212387085,0.269599000708,53.7610420359,85.3073411663,725.4259939193726,11.964307308197021,1.312370777130127,1.17309e-10,0.1407918930053711,0.0,0.715906198959,0.0764287,2.75932e+10,135,146.751795475,63,0.00810344,178.169406713,-0.0764287,326.961459655,24.0408
0.995283,7.7159812450408936,-108.55408241,60.7230309923,81.5201384548,737.4487221240997,11.901244878768921,1.2319610118865967,-1.96863e-08,0.13830852508544922,0.0,0.0975197528468,1.33118,2.75742e+10,132,146.574938618,64,0.00702634,179.017568961,-1.33118,336.709071799,24.0401
0.995376,7.577222108840942,0.324631794166,52.307399437,81.7820552294,749.2410409450531,11.684918642044067,1.1761913299560547,1.80836e-08,0.13663220405578613,0.0,0.750823262794,0.0867629,2.76167e+10,141,139.331150271,65,0.0099318,167.426946253,-0.0867628,343.004002826,24.0417
0.99534,7.354363203048706,0.258696591608,54.4518507377,81.9192609329,761.5832419395447,12.227331638336182,1.1776397228240967,-1.73353e-08,0.13564205169677734,0.0,0.747113194995,0.0859933,2.75993e+10,141,138.9598842,66,0.00958459,167.333411554,-0.0859933,391.091097733,24.0411
0.995078,7.5048980712890625,-113.826383939,53.8842795248,80.2295170728,773.02330327034,11.315240383148193,1.1857216358184814,-3.09362e-09,0.1371920108795166,0.0,0.101524960293,0.0445116,2.7474e+10,134,145.079420711,67,0.00652864,175.889740413,-0.0445116,343.303415029,24.0365
0.995394,7.58615255355835,0.412540015559,52.5958430928,77.2680355457,784.3118829727173,11.177047729492188,1.1950693130493164,9.28533e-09,0.13828754425048828,0.0,0.737564366481,0.0863958,2.76234e+10,139,140.808003024,68,0.00961187,169.71677974,-0.0863958,336.52278301,24.0419
0.995249,7.660646915435791,-6.46756355626,58.7780955377,77.0944040474,795.44819688797,11.024994134902954,1.216773509979248,-2.15965e-08,0.13920354843139648,0.0,0.213797837821,0.0858552,2.75567e+10,135,145.479123058,69,0.00807114,176.880332347,-0.0858552,380.459793287,24.0395
0.99515,7.766796588897705,-0.0302208468779,64.4102137983,74.6671072932,806.6487553119659,11.08149266242981,1.241088628768921,7.02068e-09,0.1498246192932129,0.0,0.621017167593,0.0670707,2.75099e+10,131,148.640509973,70,0.00724068,182.191377892,-0.0670707,387.214939989,24.0378
0.994955,7.568394899368286,0.251669143633,55.6876584683,81.9401363384,817.5470910072327,10.78479290008545,1.2289352416992188,-1.05631e-08,0.13889122009277344,0.0,0.739326460994,0.0778505,2.74189e+10,136,144.041540153,71,0.00965111,174.539463436,-0.0778505,309.992407372,24.0345
0.994619,7.644514322280884,-0.30968748688,61.5338481525,81.3513388611,828.797131061554,11.128865718841553,1.2412986755371094,-1.27111e-08,0.1394789218902588,0.0,0.498017548169,0.0588965,2.72608e+10,129,148.111392929,72,0.00691788,181.537158972,-0.0588965,345.085008328,24.0287
0.994359,7.708239316940308,-0.557459154773,67.9441421417,80.7479303309,840.0624015331268,11.156036615371704,1.269094467163086,2.34634e-08,0.14038920402526855,0.0,0.442002180785,0.0513155,2.71392e+10,130,148.499168152,73,0.00809782,182.658950872,-0.0513154,365.273847093,24.0242
0.994681,7.767395496368408,0.162016543717,71.8643472262,81.9586490541,851.5954840183258,11.427523851394653,1.1868834495544434,8.14297e-09,0.1429305076599121,0.0,0.739674556501,0.0695574,2.72855e+10,129,149.624903075,74,0.00652789,184.416428393,-0.0695574,589.738538527,24.0296
0.994804,7.7536749839782715,-0.309775489998,68.0220043921,82.4073156364,863.1980676651001,11.48202109336853,1.1749684810638428,-1.23654e-08,0.14196991920471191,0.0,0.597831414598,0.0847358,2.73425e+10,125,154.690535364,75,0.00953162,191.523907041,-0.0847358,388.024195225,24.0317
0.994869,7.825721979141235,-1.17620905079,73.240834987,80.6970243504,874.8444080352783,11.540619611740112,1.2280466556549072,2.28882e-08,0.1394941806793213,0.0,0.517221822653,0.120447,2.73746e+10,116,161.491049683,76,0.00699868,202.921278415,-0.120447,431.194093297,24.0329
0.995007,7.654057025909424,0.0915681779888,58.3377675753,80.8247802139,886.2711789608002,11.32550573348999,1.1876044273376465,2.48244e-08,0.13894367218017578,0.0,0.642057913351,0.0720015,2.74369e+10,128,150.9981318,77,0.00882017,185.083525394,-0.0720015,344.366967336,24.0352
0.994901,7.634286642074585,0.388652457191,65.2891152105,73.9366500721,897.6399405002594,11.253034830093384,1.2160181999206543,-5.50224e-09,0.13672780990600586,0.0,0.732826464365,0.0892592,2.73858e+10,124,154.886858403,78,0.00937776,191.526490577,-0.0892592,379.89019655,24.0333
0.994586,7.67406439781189,-0.154680588775,64.2731245391,81.9174655056,909.0646648406982,11.297602415084839,1.1926212310791016,1.99513e-08,0.1371769905090332,0.0,0.61893323221,0.103459,2.7238e+10,126,153.123340571,79,0.0095083,188.749647778,-0.103459,395.793721434,24.0279
0.994477,7.717388391494751,-0.155339362751,66.8894917651,76.0653977692,920.6561748981476,11.480585098266602,1.2231433391571045,2.06108e-08,0.13822031021118164,0.0,0.634851447288,0.0865986,2.71867e+10,120,158.812467384,80,0.0092817,197.535139903,-0.0865986,392.835899305,24.026
0.994501,7.7414631843566895,0.204287995246,72.1823524609,82.1754624452,932.215959072113,11.440501928329468,1.2273006439208984,4.17994e-08,0.13620352745056152,0.0,0.770944094438,0.0934693,2.71964e+10,125,152.737499972,81,0.0098106,189.317424084,-0.0934692,416.309250235,24.0264
0.994194,7.4636359214782715,-0.20116975752,67.3544011633,87.5137828611,943.4922165870667,11.161864519119263,1.2620279788970947,-2.37848e-09,0.13485074043273926,0.0,0.656039482586,0.0725359,2.70512e+10,117,160.563861337,82,0.00981894,200.579397949,-0.0725359,395.27564295,24.021
0.994129,7.6054394245147705,0.321264968024,75.2090795976,86.3932472038,954.6365957260132,11.021504878997803,1.2316136360168457,-8.30975e-10,0.1372990608215332,0.0,0.753932239997,0.0852385,2.70185e+10,119,160.068949111,83,0.00989193,200.449949372,-0.0852385,492.681749746,24.0198
0.993619,7.692641019821167,-2.38867625391,71.2804949313,80.7156214824,966.0030913352966,11.250437259674072,1.3339941501617432,4.76837e-08,0.15534114837646484,0.0,0.371906214259,0.056878,2.67829e+10,118,161.50399014,84,0.00966587,202.379626803,-0.056878,481.6084434,24.011
0.993908,7.5931243896484375,-1.98391786613,69.4945618945,86.0562773335,984.4215407371521,18.298830032348633,1.6094632148742676,-4.54275e-09,0.13804984092712402,0.0,0.376632404247,0.0371998,2.69154e+10,123,155.71601355,85,0.00841227,193.326078189,-0.0371998,407.953528877,24.016
0.993264,7.532492160797119,-0.208527217626,74.6465722091,80.3904508983,998.72083568573,14.190481662750244,1.1290810108184814,1.68708e-08,0.13614535331726074,0.0,0.539942492502,0.0622994,2.66208e+10,122,156.866120245,86,0.00986955,195.835826305,-0.0622994,398.936606168,24.005
0.992653,7.764456033706665,0.257062811112,70.3734674973,82.2718673521,1010.3669464588165,11.524035453796387,1.1709082126617432,-1.12376e-08,0.1372687816619873,0.0,0.758950187629,0.0853991,2.63387e+10,119,159.996046178,87,0.00949731,199.817787859,-0.0853991,427.698089257,23.9943
0.99269,7.554767370223999,-1.96379014919,81.4477028485,85.624418593,1021.5403685569763,11.055050611495972,1.1394538879394531,-3.65332e-09,0.13308072090148926,0.0,0.333261174104,0.0351821,2.63545e+10,112,168.097780939,88,0.00902271,213.61472076,-0.0351821,494.649067943,23.9949
0.992519,7.664041757583618,-2.77721978662,74.5825013634,87.0152207653,1032.4634313583374,10.80257534980774,1.1594891548156738,3.1878e-08,0.13633370399475098,0.0,0.388209758523,0.0664218,2.62766e+10,113,166.278248601,89,0.00530114,210.191984144,-0.0664218,457.67001412,23.9919
0.99247,7.758309841156006,0.172070578252,57.3321225509,82.2382903891,1043.5260033607483,10.933029651641846,1.22015380859375,3.79345e-09,0.13688230514526367,0.0,0.718936052563,0.071483,2.62557e+10,116,164.337825089,90,0.00642699,204.935100368,-0.071483,354.556397429,23.9911
0.992443,7.795739650726318,-0.511659694452,70.0468239446,84.9949550334,1054.581300020218,10.941187381744385,1.223958969116211,-5.57496e-09,0.13735055923461914,0.0,0.491897694728,0.0603888,2.62415e+10,115,165.863045644,91,0.00599023,208.51917318,-0.0603888,412.789367814,23.9906
0.99258,7.734128713607788,-3.89208636611,81.2700663139,78.1822195615,1065.6001076698303,10.91757845878601,1.2127656936645508,-2.75378e-08,0.17395401000976562,0.0,0.317982455485,0.0610964,2.63046e+10,113,166.207741096,92,0.00741217,210.587490166,-0.0610965,546.580694896,23.993
0.993006,7.517307996749878,0.0100763414043,64.9867870526,84.8074086034,1076.3610458374023,10.652184247970581,1.1975963115692139,6.6531e-10,0.13488268852233887,0.0,0.72504745914,0.0835934,2.64989e+10,118,159.470619351,93,0.00863793,198.842251918,-0.0835934,387.308305843,24.0004
0.992955,7.821972608566284,-0.182357622481,71.3803588562,81.5853057675,1087.4123680591583,10.944483757019043,1.2192225456237793,6.44119e-09,0.13808679580688477,0.0,0.602976031744,0.0842277,2.64738e+10,117,162.354185418,94,0.00908946,203.575122984,-0.0842277,424.648708854,23.9994
0.992729,7.5913286209106445,-4.05554140956,71.2492759803,80.9924688083,1098.283224105835,10.76458215713501,1.1934337615966797,-8.21969e-09,0.13603901863098145,0.0,0.304598284107,0.216828,2.63666e+10,113,167.13776059,95,0.0070372,211.00188971,-0.216828,472.118663025,23.9954
