MinReturn,StdReturn,MeanKL,AverageReturn,AbsLearnSignal,Perplexity,Iteration,PolicyExecTime,Time,NumTrajs,EnvExecTime,LossAfter,ProcessExecTime,MaxReturn,AveragePolicyStd,LossBefore,AverageDiscountedReturn,Entropy,dLoss,MeanKLBefore,ExplainedVariance,ItrTime
72.0763463523,18.6549704791,0.00658774,94.8856633505,0.846727787797,2.99248e+10,0,1.0339252948760986,11.52372670173645,253,7.376347303390503,-0.0686398,0.15763187408447266,187.68154491,1.0,-2.73074e-08,86.113845759,24.122,0.0686397,0.0,1.3311129976e-11,11.523719787597656
71.1469739679,18.1272233947,0.00621626,93.9433523746,0.373081037333,2.97246e+10,1,1.071779727935791,22.743504524230957,254,7.46527886390686,-0.0404259,0.15042901039123535,181.157333937,0.999606,1.2207e-08,85.3521220163,24.1152,0.0404259,0.0,0.143191525743,11.099369049072266
71.676398184,18.7668132115,0.00870026,94.9162347083,0.169753850642,2.98477e+10,2,1.0361316204071045,34.103949546813965,250,7.340221166610718,-0.0866273,0.14804649353027344,188.807890279,0.999849,-2.54388e-08,86.1072200522,24.1194,0.0866273,0.0,-5.56319497444,11.252337217330933
71.1097687274,16.8722940788,0.00838036,94.4926655129,0.664667121595,2.98266e+10,3,1.0064332485198975,45.05482578277588,254,7.320502042770386,-0.10371,0.14407134056091309,172.276554265,0.999807,1.34829e-08,85.8578780079,24.1187,0.10371,0.0,0.72821019249,10.83484172821045
71.5520227012,19.8953627631,0.00897432,95.7821723078,0.0974219634679,2.97934e+10,4,0.9523975849151611,55.81429433822632,249,7.058783292770386,-0.334414,0.14125537872314453,183.993220805,0.999742,1.44496e-08,86.7849828489,24.1176,0.334414,0.0,-99.329102556,10.65202784538269
69.3464565943,19.1243861953,0.00407107,94.1883195026,0.112454917479,3.00295e+10,5,0.9909281730651855,66.82379627227783,254,7.213478326797485,-0.0971927,0.14371085166931152,195.476420166,1.00021,-3.80556e-10,85.5378376747,24.1254,0.0971927,0.0,-41.8613726826,10.91115689277649
75.4209740759,18.9928318587,0.0067724,96.7184469784,0.220961171091,3.01926e+10,6,0.978844404220581,77.64758324623108,247,7.273329019546509,-0.0984878,0.14413189888000488,207.968687087,1.00053,2.28047e-08,87.5782440007,24.1309,0.0984878,0.0,-3.17400270941,10.730765581130981
71.1769200663,18.9993122019,0.00807566,96.930176773,0.511106446979,3.00623e+10,7,0.9637386798858643,88.04069948196411,246,7.124542713165283,-0.0780624,0.1401069164276123,192.004626258,1.00027,4.18946e-09,87.7590166609,24.1265,0.0780624,0.0,0.47504699382,10.290467977523804
70.419839333,16.703224581,0.00897808,94.8986210783,0.179654785953,3.01869e+10,8,0.9834766387939453,99.10810780525208,251,7.285961866378784,-0.0379312,0.14845848083496094,176.875531743,1.00052,-2.41813e-08,86.1701433568,24.1307,0.0379311,0.0,-5.46641739478,10.966828346252441
72.0075028845,17.178371927,0.00688765,94.6527651471,0.10138819623,3.01667e+10,9,0.9901340007781982,109.76948308944702,252,7.27411961555481,-0.174931,0.14718317985534668,176.493360201,1.00048,2.38217e-09,85.9444588673,24.13,0.174931,0.0,-39.1008230254,10.553399801254272
75.2673522459,20.5028490407,0.00489484,96.9017925929,0.516753627334,3.00648e+10,10,1.0229344367980957,120.50180125236511,247,7.300654649734497,-0.0733646,0.14809250831604004,188.074818522,1.00028,-1.88526e-08,87.7113283106,24.1266,0.0733645,0.0,0.506079809258,10.61846113204956
72.0061307513,19.0335271958,0.00123443,96.5489195133,0.314042006471,2.99904e+10,11,1.037503957748413,131.14285230636597,249,7.3241353034973145,-0.0253181,0.1488783359527588,170.216437178,1.00013,-2.19677e-08,87.4834766383,24.1241,0.0253181,0.0,-0.489254691479,10.537802457809448
71.6461955414,18.6553719078,0.00658861,97.2249524113,0.305499160138,2.99336e+10,12,1.0503816604614258,141.84518361091614,245,7.36575984954834,-0.048528,0.15089178085327148,155.590867826,1.00002,-6.32243e-09,88.0169492997,24.1222,0.0485279,0.0,-0.703882583034,10.582376956939697
71.88720609,20.9968375688,0.00526132,97.6919207845,0.383250121679,3.00826e+10,13,0.9761505126953125,152.25961184501648,244,7.179681301116943,-0.066654,0.14247369766235352,190.091322543,1.00031,-5.33355e-10,88.3286051841,24.1272,0.066654,0.0,0.0181522310276,10.302533388137817
75.9683553045,21.7840978784,0.00508699,98.719999374,0.202184957163,3.01942e+10,14,0.996009349822998,162.73872137069702,242,7.246736764907837,-0.118118,0.14531469345092773,236.235408695,1.00053,2.49117e-08,89.1383348587,24.1309,0.118118,0.0,-4.41910111618,10.36379361152649
72.3922085968,18.183489591,0.00520981,96.4046830226,0.584169991671,3.03486e+10,15,0.9855654239654541,173.22082805633545,247,7.241377353668213,-0.0893961,0.14094877243041992,159.640351667,1.00083,-1.71888e-08,87.3521333491,24.136,0.0893961,0.0,0.6052001029,10.35977029800415
73.9138054842,20.6146048514,0.00707785,97.5670895583,0.157865053769,3.02271e+10,16,1.0456476211547852,183.99801802635193,244,7.492791414260864,-0.106158,0.1504075527191162,187.406917056,1.0006,8.59568e-09,88.2135731625,24.132,0.106158,0.0,-7.51542640847,10.652096033096313
72.4462954975,18.4395430161,0.00580889,95.5943971837,0.34129966831,3.02386e+10,17,1.0264356136322021,194.44333338737488,249,7.223547458648682,-0.171686,0.1476290225982666,182.559193581,1.00062,-3.4676e-09,86.6892922311,24.1324,0.171686,0.0,-0.193919679437,10.320791006088257
71.2864799236,18.9313065455,0.0072604,97.6897347072,0.398246513703,3.03306e+10,18,1.0034067630767822,205.11501240730286,244,7.26475191116333,-0.0731509,0.1482539176940918,164.775463698,1.0008,-2.50679e-09,88.3603742807,24.1354,0.0731509,0.0,0.173522919646,10.555009603500366
72.0674385832,19.5588027401,0.00828478,99.6951874379,0.168128522644,3.02228e+10,19,1.0241544246673584,215.94065308570862,239,7.278785228729248,-0.132577,0.14701104164123535,174.570177985,1.00059,1.02893e-08,89.9828226682,24.1319,0.132577,0.0,-7.80109441921,10.705845832824707
71.4001422063,20.4222614112,0.00443974,98.3846021325,0.455233241985,3.00376e+10,20,1.008617639541626,226.5045783519745,241,7.20406699180603,-0.082667,0.14395713806152344,196.460930302,1.00023,-3.30568e-08,88.8737426922,24.1257,0.082667,0.0,0.276124021828,10.44118595123291
75.1219642543,20.7660885581,0.00420582,100.719857307,0.340368346952,2.99837e+10,21,1.001927137374878,237.10160112380981,237,7.241360187530518,-0.034224,0.14663219451904297,207.798975406,1.00012,1.5198e-08,90.76845317,24.1239,0.034224,0.0,-0.349526530281,10.455234289169312
71.8773360855,22.1672471235,0.00470136,100.019411374,0.100958592395,2.98909e+10,22,1.0288465023040771,247.86369228363037,238,7.381124019622803,-0.0579803,0.1506035327911377,190.621467769,0.999941,-4.77409e-08,90.1638480172,24.1208,0.0579803,0.0,-349.213584921,10.649485349655151
71.0244719186,20.2174811628,0.00760336,97.4637803429,0.0942794207235,2.98179e+10,23,1.0142927169799805,258.7219099998474,244,7.329531192779541,-0.161928,0.14786076545715332,235.432612821,0.999798,-1.56403e-08,88.1691730693,24.1184,0.161928,0.0,-127.84802255,10.704594373703003
72.0249179578,19.973514437,0.00467392,99.794792368,0.441294529183,3.0142e+10,24,0.9943852424621582,269.15380120277405,240,7.220420598983765,-0.0580267,0.1465928554534912,161.162353816,1.00044,4.54853e-09,90.0481639275,24.1292,0.0580267,0.0,0.238903141396,10.29133129119873
76.6646173409,22.8352773569,0.00893002,101.09848704,0.706617430686,3.03278e+10,25,1.0098254680633545,279.60887813568115,236,7.322622776031494,-0.103304,0.14790868759155273,201.277714715,1.0008,5.33311e-09,91.0178612663,24.1353,0.103304,0.0,0.710620339992,10.325510025024414
72.5142112062,23.9077435198,0.00884132,102.795840213,0.51071326622,3.02671e+10,26,1.026036024093628,289.9772789478302,232,7.399130821228027,-0.134189,0.14760279655456543,220.507466977,1.00068,2.46263e-08,92.3214884074,24.1333,0.134189,0.0,0.320905761387,10.246772527694702
70.1461769385,23.8565532017,0.00897115,103.948288977,0.721472459473,3.00642e+10,27,1.090125560760498,300.6661231517792,230,7.622363328933716,-0.0773102,0.1504509449005127,187.95834574,1.00029,1.87329e-08,93.2385992588,24.1266,0.0773102,0.0,0.675407648961,10.549464464187622
71.6941324176,23.0457208539,0.00937062,103.770707444,0.671054276639,3.00793e+10,28,1.060380458831787,311.0271244049072,229,7.398332595825195,-0.0942066,0.14680242538452148,182.675117328,1.00032,-1.52466e-08,93.1345989835,24.1271,0.0942065,0.0,0.652314908873,10.238746166229248
74.7121652265,24.0421838899,0.00876465,103.444386033,0.539545902525,3.02653e+10,29,1.096134901046753,321.47216033935547,230,7.475329637527466,-0.0768503,0.14886951446533203,187.916399878,1.00068,-3.65315e-09,92.8471149234,24.1333,0.0768503,0.0,0.439981001523,10.307757139205933
72.4905367808,26.0829795167,0.0099659,105.073169585,0.726697817768,3.01052e+10,30,1.0458426475524902,331.93536710739136,227,7.543933391571045,-0.0941785,0.14835119247436523,251.582453624,1.00037,-1.3873e-08,94.0534393353,24.128,0.0941785,0.0,0.659861186225,10.35757827758789
72.1659577645,26.4118167629,0.00799593,107.058977006,0.146905485467,3.01065e+10,31,1.040374517440796,342.1884024143219,224,7.377598762512207,-0.0350883,0.14442920684814453,263.395275959,1.00037,8.05347e-09,95.694788658,24.128,0.0350883,0.0,-11.234491552,10.142702579498291
72.4394550623,25.5912434414,0.00753335,105.71982679,0.143881548965,3.04042e+10,32,1.0143465995788574,352.34477162361145,225,7.341928482055664,-0.0384744,0.1417999267578125,229.501370425,1.00095,1.04564e-08,94.6122059893,24.1378,0.0384744,0.0,-22.1925308301,10.0381441116333
76.4698408465,28.4209024093,0.00889511,108.611319793,0.665144147068,3.01732e+10,33,1.058788537979126,362.6338515281677,220,7.3824474811553955,-0.114997,0.1454465389251709,270.047439609,1.0005,1.22894e-08,96.8188454484,24.1302,0.114997,0.0,0.575950818119,10.187061548233032
73.4587413374,24.4936919887,0.00833652,105.905606706,0.680638413967,3.03268e+10,34,1.0621392726898193,372.9836976528168,225,7.460753917694092,-0.0758974,0.1480851173400879,197.291948812,1.00079,-2.40017e-08,94.8146396973,24.1353,0.0758973,0.0,0.599907121643,10.25364637374878
76.7527579781,28.3856740216,0.00612256,112.236811242,0.159585102931,3.04182e+10,35,1.0511658191680908,383.3557069301605,213,7.460946083068848,-0.0595092,0.14606809616088867,215.40254141,1.00097,-1.21682e-08,99.6895888757,24.1383,0.0595091,0.0,-23.8090091149,10.271336793899536
76.7571666195,25.7806281955,0.00952108,108.067528454,0.6486850656,3.04424e+10,36,1.0564467906951904,393.76343727111816,221,7.459168195724487,-0.151533,0.1471080780029297,204.68001597,1.00102,8.27215e-09,96.4779698877,24.1391,0.151534,0.0,0.554668030302,10.301370620727539
