ExplainedVariance,PolicyExecTime,StdReturn,LossAfter,Iteration,dLoss,Perplexity,AbsLearnSignal,EnvExecTime,LossBefore,MeanKL,AverageReturn,Time,MaxReturn,AveragePolicyStd,MinReturn,ItrTime,NumTrajs,ProcessExecTime,AverageDiscountedReturn,Entropy,MeanKLBefore
0.321689310739,1.037980556488037,34.6216787255,-0.084446,10,0.084446,3.01377e+10,0.657419114878,7.362076997756958,-1.16067e-08,0.00849534,107.422132064,114.13672232627869,216.293198752,1.00042,73.7872942525,10.125128984451294,224,0.146742582321167,95.5871023396,24.129,0.0
-0.311183375982,1.0598852634429932,38.0272731923,-0.0573105,11,0.0573105,3.01075e+10,0.473193532106,7.392314195632935,2.16523e-08,0.00522725,110.053064959,124.41968750953674,291.728786098,1.00036,73.9416927906,10.178690433502197,219,0.14750123023986816,97.5042611199,24.128,0.0
-18.3262336999,1.0976943969726562,37.4457700547,-0.0635005,12,0.0635005,2.97681e+10,0.172286554409,7.393799543380737,1.50859e-08,0.00614304,112.21070618,134.78146243095398,258.188184038,0.999697,70.8703646204,10.250675678253174,214,0.1465446949005127,99.2183516871,24.1167,0.0
-3.94053856038,1.0553779602050781,39.3078031513,-0.0643954,13,0.0643954,2.99558e+10,0.272680659646,7.405228853225708,1.22756e-08,0.00322346,115.949318461,145.05092358589172,242.284645981,1.00007,72.2663596913,10.172426223754883,207,0.14499521255493164,102.001211693,24.123,0.0
-0.933935085171,1.0493016242980957,41.1207408888,-0.0478561,14,0.0478561,2.99126e+10,0.374199853083,7.373371601104736,-1.14076e-08,0.00689833,113.400305407,155.27499890327454,254.759511597,0.999982,71.9994705327,10.121502876281738,212,0.1441340446472168,99.9379002231,24.1215,0.0
-7.88412599272,1.0466322898864746,43.5250471551,-0.0883982,15,0.0883982,2.95986e+10,0.232325188679,7.30717134475708,-9.52176e-09,0.00293753,119.329699213,165.59348249435425,289.984234608,0.999361,70.5223917391,10.209037065505981,202,0.14197635650634766,104.485803572,24.111,0.0
0.334854544051,1.0164451599121094,35.281970707,-0.0916173,16,0.0916173,2.96304e+10,0.662107246368,7.3158228397369385,-2.16098e-08,0.00891805,110.479512141,176.0388321876526,257.252496886,0.999425,71.3775535289,10.34693193435669,218,0.14309215545654297,97.934918696,24.1121,0.0
0.216906003806,1.0435664653778076,36.6941052313,-0.0926819,17,0.0926819,2.94966e+10,0.575907887624,7.471266031265259,-1.02844e-08,0.00816993,115.750940149,186.83419394493103,222.682910701,0.999159,71.3294329677,10.691244840621948,208,0.1475510597229004,102.045106773,24.1075,0.0
-0.025523693146,1.0565996170043945,40.5267127495,-0.141538,18,0.141538,2.94524e+10,0.48849172139,7.417696714401245,-1.14441e-08,0.00784967,120.21736711,197.45664238929749,253.015715997,0.999071,75.6168564532,10.510998964309692,199,0.14537549018859863,105.277571338,24.106,0.0
-0.11492993389,1.0456700325012207,40.9954757196,-0.070654,19,0.070654,2.94528e+10,0.549471167307,7.2821667194366455,9.89447e-09,0.00586719,119.115234883,208.1425597667694,262.012096053,0.999073,71.5506567847,10.590269088745117,203,0.14547061920166016,104.497116501,24.1061,0.0
-0.270008117758,1.0524389743804932,41.4900405032,-0.0728922,20,0.0728923,2.94117e+10,0.455337303667,7.361479043960571,2.55771e-08,0.00647338,119.603914719,218.7923219203949,285.191798106,0.998991,74.3945323433,10.538449048995972,202,0.1449429988861084,104.81459162,24.1047,0.0
-3.68384721449,1.0133411884307861,39.6238746422,-0.0755843,21,0.0755843,2.93562e+10,0.262921698271,7.243889093399048,1.72465e-08,0.00714924,122.663265286,229.53456902503967,277.108673485,0.998881,71.5300224021,10.627961158752441,197,0.14138150215148926,107.258917195,24.1028,0.0
-149.942275808,1.0011553764343262,41.2656689153,-0.0876055,22,0.0876054,2.9324e+10,0.11130620285,7.39195704460144,-6.47567e-09,0.00791892,119.198445182,240.17877292633057,265.959611647,0.998818,72.7073673875,10.547202587127686,203,0.14485573768615723,104.510298931,24.1017,0.0
0.137586159826,1.0100092887878418,39.9662221502,-0.0851961,23,0.0851961,2.94992e+10,0.602004935531,7.2611565589904785,-7.28646e-09,0.00906372,120.969329132,250.94410967826843,245.049020813,0.999169,75.6811773814,10.648702621459961,200,0.14031982421875,105.948195467,24.1076,0.0
-131.108395183,0.9992403984069824,45.2049824516,-0.249373,24,0.249373,2.95534e+10,0.084546462399,7.278231620788574,-3.8086e-09,0.00679035,124.034676153,261.5275344848633,295.945876456,0.99928,74.6662297267,10.464464664459229,194,0.1403493881225586,108.007064124,24.1095,0.0
-45.5018779299,0.979022741317749,43.1836411589,-0.0597904,25,0.0597904,2.96282e+10,0.17256033398,7.31037449836731,2.71458e-09,0.00634271,127.122979837,272.1641252040863,285.527185736,0.999427,75.0594924077,10.51193618774414,189,0.14244842529296875,110.491380829,24.112,0.0
-0.581499682016,0.9990832805633545,44.8886059437,-0.0542115,26,0.0542115,2.9709e+10,0.445814316546,7.245485067367554,3.96813e-09,0.00144697,128.386422933,282.7655918598175,276.700071409,0.999587,73.4655851375,10.489893198013306,189,0.13986611366271973,111.369700328,24.1147,0.0
-2.5423644075,0.9855785369873047,42.530785691,-0.0578575,27,0.0578575,2.97266e+10,0.342353082514,7.302385330200195,-6.43668e-09,0.00521353,123.083301859,293.3434681892395,254.648611146,0.999623,72.7021819578,10.459478616714478,195,0.1417851448059082,107.35169946,24.1153,0.0
0.337970790374,1.006023645401001,43.5666473955,-0.097923,28,0.097923,2.96763e+10,0.727777224373,7.362356424331665,-1.50681e-08,0.00989099,127.228676408,303.7569513320923,276.130344011,0.999523,75.1880778442,10.290595769882202,188,0.1410982608795166,110.473136427,24.1136,0.0
0.366265049927,1.031484842300415,44.5862263878,-0.0911315,29,0.0911315,2.9557e+10,0.734113912781,7.298602819442749,4.26301e-09,0.0099071,127.195643532,313.98812770843506,330.835666547,0.999286,75.323215718,10.09645938873291,190,0.14076900482177734,110.509207306,24.1096,0.0
0.00432834320979,1.0657482147216797,45.7412925673,-0.0746987,30,0.0746987,2.95576e+10,0.599604922031,7.560628414154053,4.73667e-09,0.00922075,129.474822495,324.4792468547821,280.43010016,0.999288,71.8625987731,10.373976707458496,185,0.14635443687438965,112.071664387,24.1096,0.0
0.444386570419,1.0452797412872314,44.0675191622,-0.0904816,31,0.0904816,2.96724e+10,0.736612648859,7.392981767654419,-9.51771e-09,0.00993409,126.045984061,334.7352845668793,311.50731315,0.999518,75.2945980554,10.15736198425293,191,0.13991212844848633,109.634031422,24.1135,0.0
0.188069989922,1.0537433624267578,52.0616996292,-0.0661775,32,0.0661775,2.96234e+10,0.657659927627,7.452195644378662,6.05508e-09,0.00822049,136.681918035,345.11943888664246,282.402524993,0.999423,67.5658618767,10.285034656524658,178,0.14571213722229004,117.183537275,24.1118,0.0
0.351813672908,0.9949805736541748,48.4917325274,-0.0827031,33,0.0827031,2.9418e+10,0.730281286442,7.519184350967407,1.97454e-08,0.00996037,137.358046765,355.49157547950745,310.131324311,0.999016,76.3069259064,10.266394138336182,175,0.1404886245727539,117.914467959,24.1049,0.0
-2.09519925711,1.0655195713043213,49.3390418154,-0.0484832,34,0.0484832,2.93884e+10,0.351982923393,7.521307468414307,2.61915e-09,0.00890182,138.649343166,365.91080021858215,286.201336898,0.998958,72.4868495845,10.309154033660889,173,0.14419865608215332,118.739107502,24.1039,0.0
0.450727044519,1.0589234828948975,54.9871749067,-0.0940672,35,0.0940672,2.93808e+10,0.779099500838,7.480291366577148,2.87959e-08,0.00921752,143.535665438,376.28192472457886,308.91031818,0.998951,71.5469139469,10.269074201583862,169,0.1427900791168213,122.030563561,24.1036,0.0
-0.115957090877,1.0514533519744873,53.2210239003,-0.0646033,36,0.0646033,2.9366e+10,0.571271832553,7.603805780410767,-2.04847e-08,0.00772052,147.132339591,386.74266386032104,339.59244374,0.998922,76.9862848359,10.357870817184448,164,0.14279389381408691,124.800322568,24.1031,0.0
-8.29166521684,1.0335094928741455,55.8019525671,-0.0717163,37,0.0717163,2.93207e+10,0.253829243572,7.55143141746521,7.9726e-09,0.00788087,145.646554865,397.13012504577637,326.222745036,0.99883,73.471607941,10.284824848175049,166,0.1392803192138672,123.530159929,24.1016,0.0
-0.0169774059619,1.0291550159454346,51.8471286475,-0.0759213,38,0.0759213,2.93347e+10,0.582358917787,7.440232992172241,-7.25275e-09,0.00595858,144.369156634,407.45232224464417,337.488784343,0.998861,74.7158586966,10.217099905014038,167,0.14138507843017578,122.874297539,24.102,0.0
-40.2020998601,1.0352249145507812,49.7348603382,-0.0839744,39,0.0839743,2.92384e+10,0.161127229656,7.527393102645874,-1.77123e-08,0.00617046,145.908920883,417.83758425712585,318.21537796,0.998665,73.7628242868,10.295668363571167,167,0.14246249198913574,124.211876793,24.0987,0.0
0.320916638143,1.0611982345581055,53.760721663,-0.081144,40,0.081144,2.9222e+10,0.737067044787,7.568941116333008,-2.09557e-09,0.00652912,148.198782808,428.3378596305847,325.782455947,0.998632,75.1844978248,10.398669958114624,163,0.14170503616333008,125.606361094,24.0982,0.0
0.404025452703,1.024806022644043,52.7507947073,-0.0879167,41,0.0879167,2.9177e+10,0.761245233057,7.417303562164307,-2.88565e-08,0.00961949,145.373618709,438.6243004798889,297.152580917,0.998544,76.2438869563,10.188608646392822,165,0.13808894157409668,123.501502215,24.0966,0.0
0.282073626271,1.053701400756836,51.5587383403,-0.0964539,42,0.0964539,2.92689e+10,0.743387095417,7.5116047859191895,5.71291e-09,0.00963533,150.135545737,449.05769515037537,302.972997585,0.99873,75.7857416316,10.335449934005737,160,0.13913297653198242,127.124470035,24.0998,0.0
0.2342469675,1.0276763439178467,53.4000177388,-0.0739886,43,0.0739886,2.91538e+10,0.68969468643,7.588592529296875,-9.61097e-09,0.00800884,155.153434646,459.539395570755,313.544216945,0.998499,77.2642900473,10.376289129257202,156,0.13989710807800293,130.718187203,24.0958,0.0
-0.410917136101,1.0726842880249023,57.2091016641,-0.0877135,44,0.0877135,2.90358e+10,0.602691993447,7.531753063201904,-1.57478e-08,0.0089106,163.811353538,470.1751787662506,332.444868116,0.998262,76.4505578643,10.529115915298462,148,0.14213347434997559,136.555611484,24.0918,0.0
0.268208460765,1.0216317176818848,59.1288155181,-0.0955815,45,0.0955815,2.90048e+10,0.705137489275,7.565382719039917,-2.62375e-08,0.00943286,164.914699209,480.96252250671387,360.11151305,0.998201,73.6927629011,10.68957233428955,147,0.13829851150512695,137.279147668,24.0907,0.0
0.315409757318,1.0118565559387207,51.0338467418,-0.0842383,46,0.0842383,2.90031e+10,0.744825878136,7.513051748275757,9.27051e-10,0.00970001,154.608483771,491.7249581813812,308.995105745,0.9982,75.992883604,10.662514209747314,156,0.13826918601989746,130.445451578,24.0907,0.0
0.341123421501,1.015913724899292,57.3955758183,-0.0813644,47,0.0813644,2.88693e+10,0.721740413968,7.474656343460083,2.85759e-10,0.0070323,158.2288594,502.3904640674591,312.063025558,0.997927,76.8386478546,10.565841913223267,153,0.1390538215637207,132.710509001,24.086,0.0
0.372036036624,0.9778883457183838,59.0006072433,-0.0982176,48,0.0982177,2.88557e+10,0.772455137555,7.334747791290283,4.40163e-08,0.00954189,160.358809213,512.7641501426697,347.159450297,0.997901,77.3465643302,10.266609191894531,151,0.13565635681152344,134.122707128,24.0856,0.0
0.203826626923,1.01934814453125,59.8391727118,-0.12536,49,0.12536,2.89214e+10,0.682056398611,7.48002552986145,2.85874e-08,0.00935924,160.807834209,523.1798899173737,336.583571715,0.998036,76.4984933487,10.301208734512329,149,0.1380157470703125,134.154939851,24.0878,0.0
0.365245771813,0.9969429969787598,57.1813786039,-0.0874798,50,0.0874798,2.89691e+10,0.75761918314,7.459134817123413,-1.5414e-09,0.00901242,166.215608367,533.4328405857086,326.644199138,0.998134,77.5387271383,10.15284013748169,146,0.13683295249938965,138.38827149,24.0895,0.0
0.24314868605,1.0376832485198975,58.6315982051,-0.0974652,51,0.0974652,2.8871e+10,0.710068503322,7.669508457183838,-1.4056e-08,0.00843169,168.220502903,543.9985048770905,299.855128099,0.997936,81.976385378,10.456384897232056,144,0.1360034942626953,139.650634194,24.0861,0.0
0.338956870978,1.0650668144226074,61.3105335116,-0.088855,52,0.088855,2.8846e+10,0.721395113326,7.559514760971069,-3.99664e-09,0.00803548,166.986686303,554.4190874099731,447.829087524,0.997888,76.7641489944,10.320009231567383,145,0.13682007789611816,138.605868741,24.0852,0.0
-23.3653595743,1.018441915512085,56.2462300694,-0.207207,53,0.207207,2.87126e+10,0.163757669506,7.669042110443115,3.61673e-09,0.00871489,163.307240106,564.9211106300354,304.597330729,0.997615,76.0704854045,10.401034832000732,148,0.13696813583374023,136.304750312,24.0806,0.0
0.454022590258,0.9973793029785156,63.3752856895,-0.085366,54,0.085366,2.8831e+10,0.772791227069,7.595476150512695,-6.61617e-10,0.00952862,180.829720143,575.3319540023804,354.139337105,0.997854,81.9687852589,10.30148983001709,134,0.13433289527893066,147.98238161,24.0847,0.0
0.415738152759,1.0397930145263672,60.2302140078,-0.0790654,55,0.0790654,2.8765e+10,0.74330233638,7.6113810539245605,-2.99747e-08,0.00845871,176.973769811,585.7893567085266,349.481987998,0.99772,81.9667978874,10.349647283554077,137,0.13689565658569336,145.677054732,24.0824,0.0
-0.251897619826,1.0355749130249023,66.5505821671,-0.054612,56,0.054612,2.87813e+10,0.569430209214,7.696562767028809,1.35254e-08,0.00570139,176.62479579,596.3551008701324,373.103319884,0.997753,75.794038511,10.463914155960083,137,0.13869929313659668,144.958774593,24.083,0.0
-714.711222678,1.0754296779632568,63.4756929,-0.0378986,57,0.0378986,2.86293e+10,0.0990147619899,7.628883361816406,-2.48526e-09,0.00654863,177.312498223,606.8950488567352,339.400989013,0.997441,76.9717037914,10.435991048812866,136,0.14105653762817383,145.528672728,24.0777,0.0
0.360775537408,1.0545282363891602,64.5384511517,-0.0799577,58,0.0799577,2.8486e+10,0.746336294272,7.704568147659302,4.94213e-08,0.00950998,187.70208726,617.5049319267273,341.867858638,0.997151,79.366506071,10.50520920753479,130,0.13835906982421875,152.761738949,24.0727,0.0
0.185057567743,1.029066801071167,70.5319965371,-0.0938023,59,0.0938023,2.84746e+10,0.73235196909,7.646580219268799,-1.77062e-08,0.00927613,183.733431896,628.0192914009094,373.303689343,0.997131,81.1123306829,10.40416407585144,132,0.1358036994934082,149.398757087,24.0723,0.0
0.114884906944,1.0414540767669678,64.7016832417,-0.0878965,60,0.0878966,2.83761e+10,0.69985042331,7.624704360961914,1.0331e-08,0.00925054,184.276762431,638.5697529315948,338.322740357,0.99693,76.2768961677,10.450587511062622,133,0.13835811614990234,150.470061318,24.0688,0.0
0.0996021821244,1.0498931407928467,66.4127794341,-0.149196,61,0.149196,2.82997e+10,0.618189076291,7.6884071826934814,-1.04299e-09,0.00927199,175.86839304,649.1192910671234,368.275455036,0.996773,77.1582680923,10.438995361328125,138,0.14299702644348145,144.375159824,24.0661,0.0
0.36787239179,1.0328052043914795,63.9937392019,-0.0883162,62,0.0883162,2.81171e+10,0.766890471928,7.538820743560791,-4.46708e-09,0.00967061,186.952944631,659.537624835968,369.939005721,0.996397,81.9434137492,10.313302755355835,129,0.13355803489685059,152.084258437,24.0596,0.0
-22.8810857051,1.0261077880859375,66.9706101416,-0.0461247,63,0.0461247,2.81756e+10,0.154755512162,7.820878028869629,5.29819e-09,0.00828908,183.821318561,670.2014427185059,428.600348899,0.996522,79.6809428407,10.562388181686401,132,0.13780832290649414,149.789247594,24.0617,0.0
0.313934921975,1.0246341228485107,64.9355749109,-0.0883679,64,0.0883678,2.79798e+10,0.754198566758,7.702584505081177,-2.38466e-08,0.00990633,193.23314887,680.7905972003937,359.227592512,0.996115,82.1497644022,10.487086296081543,126,0.1311478614807129,156.415256827,24.0548,0.0
0.286873599373,1.0138633251190186,69.2922872532,-0.0890189,65,0.0890189,2.80067e+10,0.721319835029,7.812218904495239,2.04197e-08,0.00942976,197.86571135,691.4137814044952,427.074329015,0.996175,76.0126740015,10.523664474487305,124,0.13227462768554688,159.195526039,24.0557,0.0
-0.00217873410856,1.065962314605713,63.9282269231,-0.0529051,66,0.0529051,2.78895e+10,0.623609377037,7.7291035652160645,-8.31583e-09,0.00416214,197.757060268,702.1761338710785,395.052458895,0.995933,77.3989688218,10.661742925643921,122,0.13118839263916016,159.229206613,24.0515,0.0
-198.138769041,1.0601096153259277,65.5612412414,-0.0286235,67,0.0286235,2.78605e+10,0.0913198475709,7.6113269329071045,-5.57456e-09,0.00594603,190.469190384,713.0563278198242,368.983270378,0.995874,81.9396444775,10.775829792022705,127,0.13560914993286133,154.399536936,24.0505,0.0
0.0396533585987,1.0188946723937988,68.0389774674,-0.101055,68,0.101055,2.80076e+10,0.666564888501,7.51130485534668,2.46281e-08,0.00910707,190.020230053,724.0998537540436,359.815940153,0.996185,77.3482102873,10.935684204101562,128,0.13745713233947754,153.865245739,24.0557,0.0
-2.96416163216,1.0230751037597656,71.9389377801,-0.0387175,69,0.0387175,2.78669e+10,0.350555920221,7.755917072296143,1.82308e-08,0.0077714,201.767923869,735.3378393650055,367.373353188,0.995893,81.9636317263,11.126545667648315,120,0.135361909866333,161.478312841,24.0507,0.0
-145.441157702,0.9685533046722412,68.8766853201,-0.0315844,70,0.0315844,2.78971e+10,0.0951081124926,7.505250692367554,1.39854e-08,0.00809057,207.585096864,746.4932742118835,404.834179283,0.995954,80.1064071315,11.04521656036377,117,0.13382768630981445,165.488594541,24.0518,0.0
-1.6056117425,0.964524507522583,72.4373430372,-0.0717267,71,0.0717266,2.78911e+10,0.375091181003,7.636378288269043,-9.54998e-09,0.00766539,204.981129411,757.5688962936401,427.939890724,0.995943,76.8409318333,10.980461120605469,119,0.13426995277404785,163.513382533,24.0516,0.0
0.181697903072,0.9607987403869629,66.9963335435,-0.0977963,72,0.0977962,2.77168e+10,0.720153978506,7.585057497024536,-4.37029e-08,0.00935788,212.017264684,768.5050783157349,369.829143717,0.995578,82.3670975715,10.825546026229858,115,0.13360214233398438,168.723156366,24.0453,0.0
0.276622760145,0.97273850440979,73.3576273668,-0.105955,73,0.105955,2.76844e+10,0.699811700923,7.595722198486328,-4.00543e-09,0.00885504,223.920178755,779.2673184871674,445.246722277,0.99551,90.8423844897,10.64695405960083,108,0.1288909912109375,175.68124719,24.0441,0.0
0.199151718536,1.002286672592163,79.0888461628,-0.0848326,74,0.0848326,2.76057e+10,0.755940021432,7.714586019515991,-1.02139e-08,0.00990925,204.088381798,789.9953005313873,478.320393853,0.995346,81.9405715154,10.601678609848022,119,0.1318809986114502,162.334424221,24.0413,0.0
0.0803636217633,1.0497899055480957,72.6280696999,-0.0898632,75,0.0898632,2.74717e+10,0.732491184708,7.899699449539185,-8.38446e-09,0.00920877,204.741153528,800.746011018753,410.80110467,0.995061,77.1031493269,10.655371904373169,121,0.14003539085388184,163.417311084,24.0364,0.0
-0.937397339972,1.067577838897705,72.8391574299,-0.150647,76,0.150647,2.75398e+10,0.507345589088,7.892098665237427,-2.22448e-08,0.00999916,208.497214147,811.5544896125793,380.934979812,0.995211,82.3224585884,10.700064897537231,116,0.13929390907287598,165.640565516,24.0389,0.0
0.225868829055,1.093743085861206,76.033360906,-0.0819493,77,0.0819493,2.76919e+10,0.711584174163,7.88128924369812,1.93665e-08,0.00865857,229.595877373,822.3633480072021,455.839553748,0.995538,80.9868579242,10.708072423934937,107,0.14027976989746094,179.243625982,24.0444,0.0
0.201872156392,1.1104099750518799,76.2364337716,-0.0878882,78,0.0878883,2.76543e+10,0.746308755748,7.847814321517944,1.9946e-08,0.00962003,217.515090667,833.2367315292358,426.36891263,0.995456,76.7185441439,10.762145519256592,113,0.14087462425231934,171.231227722,24.043,0.0
-0.487561488005,1.0949158668518066,78.2185774974,-0.0765762,79,0.0765762,2.75787e+10,0.508391694427,7.881621360778809,-1.56729e-09,0.00837062,224.898069757,844.0601255893707,448.040045117,0.9953,77.0159215552,10.709672451019287,108,0.1429140567779541,175.733515495,24.0403,0.0
0.080899875985,1.053490400314331,71.7794935294,-0.0972703,80,0.0972703,2.76635e+10,0.691366905206,7.889043092727661,-4.52091e-09,0.0098445,224.23616173,854.8127522468567,411.678168596,0.995479,82.509907263,10.644035816192627,109,0.13895773887634277,176.137951026,24.0434,0.0
-52.3352619938,1.0423414707183838,69.4393935645,-0.0179518,81,0.0179518,2.76162e+10,0.120205964088,7.869027137756348,2.11928e-08,0.00314567,221.893005022,865.5498445034027,354.913706525,0.995385,87.604816651,10.639816045761108,110,0.1360468864440918,174.824452462,24.0417,0.0
-0.942038844519,1.072538137435913,65.4466011727,-0.0394234,82,0.0394234,2.76222e+10,0.403834980043,7.919134855270386,-4.47539e-09,0.00722865,223.992756482,876.3891744613647,399.645996311,0.995399,82.0482304162,10.730859279632568,108,0.13747787475585938,176.291509852,24.0419,0.0
0.265078343202,1.0519211292266846,72.068102594,-0.0853301,83,0.0853301,2.75456e+10,0.68455822222,7.786750316619873,7.24358e-09,0.00827941,232.726305416,887.0308549404144,475.520935467,0.995238,85.0428666426,10.540443420410156,104,0.13473129272460938,181.317404104,24.0391,0.0
0.432305724034,1.132267713546753,69.9044950977,-0.0826507,84,0.0826507,2.75771e+10,0.746388076478,7.933270692825317,1.5023e-08,0.00911252,226.558771632,897.9510507583618,394.459478768,0.995302,75.0468301584,10.820573329925537,108,0.14015531539916992,177.77487378,24.0403,0.0
0.256928282169,1.0853281021118164,76.7611123081,-0.0855495,85,0.0855495,2.73842e+10,0.713902640426,7.939114332199097,-3.20404e-09,0.00924331,244.783548265,908.8189704418182,443.265131598,0.994898,86.4155553812,10.770983695983887,101,0.13744735717773438,188.476804588,24.0332,0.0
-0.347396089015,1.079636812210083,79.4928402157,-0.0982346,86,0.0982346,2.74249e+10,0.608697150792,7.839435815811157,-1.84448e-09,0.00850504,224.772377831,919.618684053421,443.283572952,0.994989,81.9653772793,10.690617561340332,109,0.14120697975158691,175.823772759,24.0347,0.0
-1.33805602479,1.1015031337738037,82.4798726304,-0.0569038,87,0.0569038,2.72953e+10,0.390667919827,7.933178663253784,-2.13978e-08,0.00876973,240.986687212,930.4832689762115,456.596515008,0.994711,79.8378373928,10.764693975448608,102,0.14043831825256348,185.695315567,24.03,0.0
-38.0163178415,1.0983598232269287,72.8707479107,-0.0247031,88,0.024703,2.73432e+10,0.132279526335,7.974859952926636,-4.43481e-08,0.00214272,237.170666803,941.4089660644531,392.456658635,0.994812,85.6697004046,10.821974039077759,103,0.13945269584655762,183.964447455,24.0317,0.0
-0.445645259951,1.0402774810791016,83.0095669862,-0.0566668,89,0.0566668,2.7346e+10,0.508294220474,7.8699891567230225,7.31799e-09,0.0072161,231.287422238,952.0983064174652,490.449945285,0.99482,86.8498446502,10.579481840133667,104,0.13433194160461426,179.164336651,24.0318,0.0
-515.017589798,1.0460877418518066,81.9854071746,-0.017899,90,0.0178989,2.75086e+10,0.0678934345403,7.932789087295532,-2.6436e-08,0.00233667,236.487231457,962.9059636592865,443.218365637,0.995169,85.9083703063,10.707973718643188,103,0.14207148551940918,182.907479477,24.0378,0.0
-0.606835014638,1.0712029933929443,79.2973176305,-0.0749759,91,0.0749759,2.75408e+10,0.488692430742,8.002567291259766,-1.7914e-08,0.00837793,226.945351665,973.812417268753,480.11722906,0.995235,92.1626918989,10.796349287033081,108,0.13430476188659668,177.359627958,24.0389,0.0
-0.626759228876,1.0769379138946533,76.7936715647,-0.108941,92,0.108941,2.75086e+10,0.606814267031,7.991526365280151,3.62883e-09,0.00942603,233.019967233,984.7455613613129,437.128034439,0.995171,76.886431328,10.833715200424194,105,0.1395268440246582,180.977538627,24.0378,0.0
-1.0031520648,1.0212326049804688,72.4700120172,-0.262268,93,0.262268,2.75877e+10,0.431872250768,7.77064061164856,4.95118e-09,0.00651614,231.981145057,995.5217707157135,432.704513092,0.995338,86.4980014505,10.673598527908325,105,0.13405489921569824,180.835912534,24.0406,0.0
-1.48075023842,1.0897455215454102,83.9290841481,-0.544965,94,0.544965,2.74661e+10,0.345876889661,7.854541063308716,1.62731e-08,0.00639203,250.049547737,1006.6430213451385,616.274621943,0.995082,81.8853797524,11.014200210571289,98,0.14429664611816406,190.969808989,24.0362,0.0
-0.611103710461,1.0236823558807373,111.550648239,-0.0707462,95,0.0707462,2.7746e+10,0.524042410291,7.8830273151397705,-8.70476e-09,0.00734968,252.614523221,1017.6388247013092,716.847556086,0.99568,82.1069905353,10.895344018936157,97,0.1325531005859375,189.832447882,24.0464,0.0
