NumTrajs,Perplexity,LossAfter,AbsLearnSignal,AverageReturn,PolicyExecTime,AveragePolicyStd,AverageAbsY,AverageAbsQ,AverageAbsQYDiff,MeanKLBefore,EnvExecTime,Iteration,MaxReturn,dLoss,StdReturn,Entropy,AverageY,MeanKL,ProcessExecTime,Time,MinReturn,AverageQ,AverageDiscountedReturn,ItrTime,AbsLearnSignalOld,AbsLearnSignalNew,AverageQLoss,ExplainedVariance,LossBefore
5,4585.86,8.9066,0.731091550974,-300.05515598,0.5885777473449707,0.986285,9.1320386487,9.0789,1.03758956906,0.0,1.3340675830841064,10,-268.216500311,0.056262,26.6156451679,8.43073,-8.56355925189,0.0064162,0.0903162956237793,337.52608275413513,-344.247610104,-8.56163,-11.6516386781,31.728602409362793,0.729849019517,0.731091550974,2.13704,0.457351617601,8.96286
5,4509.87,7.6978,0.750301811383,-282.583151963,0.6108431816101074,0.983545,9.36623943667,9.31235,1.04703937113,0.0,1.3595094680786133,11,-149.6766998,0.0536804,68.8192941643,8.41402,-8.76013783634,0.0064491,0.08997821807861328,367.95391726493835,-336.781874987,-8.75831,-22.1301036164,30.31834602355957,0.750182268663,0.750301811383,2.20478,0.180413394376,7.75148
5,4463.19,7.2888,0.738865330739,-251.236046314,0.5462074279785156,0.981836,9.59604860407,9.54362,1.06357850242,0.0,1.3247485160827637,12,-147.288875734,0.0570159,81.5932278592,8.40362,-8.90422794681,0.00646687,0.08452439308166504,398.19021010398865,-375.077909651,-8.90203,-16.5116525693,30.128193140029907,0.73898286064,0.738865330739,2.26679,0.0397096397331,7.34581
5,4444.52,8.08266,0.784467364872,-285.667123634,0.5564873218536377,0.981148,9.78263244922,9.72814,1.06294834884,0.0,1.3416824340820312,13,-212.493858998,0.0622501,47.0743064993,8.39943,-9.06492649173,0.00649769,0.08439993858337402,429.6545464992523,-361.238207537,-9.0627,-17.8614135715,31.35666275024414,0.785581580784,0.784467364872,2.27638,0.00488910858164,8.14491
5,4473.25,8.3804,0.772273456475,-254.829972337,0.5443375110626221,0.982201,9.97456401182,9.92219,1.0560615131,0.0,1.337362289428711,14,-206.455210819,0.0553579,26.5992319544,8.40587,-9.21591898697,0.00648413,0.08484220504760742,460.1307215690613,-281.074968731,-9.21394,-15.8125494018,30.37012815475464,0.771707263707,0.772273456475,2.22626,-0.11522995893,8.43576
5,4429.47,8.97513,0.791431617917,-263.189439634,0.6099276542663574,0.980595,10.1702167559,10.1181,1.04685876775,0.0,1.3470566272735596,15,-184.850057503,0.06147,52.4779589983,8.39603,-9.40372467972,0.00987883,0.09561514854431152,490.86529302597046,-316.322533719,-9.40231,-15.8013428212,30.62313175201416,0.78998023007,0.791431617917,2.18881,0.307246874727,9.0366
5,4368.38,10.7436,0.763184439249,-267.982486452,0.5442829132080078,0.978328,10.4478147996,10.3977,1.03014714794,0.0,1.3176004886627197,16,-222.248849948,0.0511122,27.6158768204,8.38215,-9.68669249413,0.00640394,0.07977128028869629,521.3862473964691,-305.82663039,-9.68483,-14.0962110033,30.41251039505005,0.763393640119,0.763184439249,2.11281,0.184756310767,10.7947
5,4271.92,9.87895,0.781659383608,-237.433067396,0.5821936130523682,0.974693,10.6459414162,10.5955,1.02191989477,0.0,1.3381223678588867,17,-175.524700304,0.0510406,35.8995963346,8.35982,-9.91469782725,0.00641257,0.09174394607543945,552.2332274913788,-282.823028042,-9.91297,-10.9507257533,30.738576412200928,0.783157085297,0.781659383608,2.0829,0.286092411045,9.92999
5,4293.81,8.37537,0.797419158993,-208.166270193,0.6148796081542969,0.975534,10.7470922643,10.6977,1.01970592073,0.0,1.3731327056884766,18,-113.657502162,0.0675192,77.9995748898,8.36493,-10.0466499869,0.0099489,0.0954737663269043,584.7785358428955,-301.226363381,-10.0444,-8.36462428233,32.43520522117615,0.7965742971,0.797419158993,2.08825,0.337019416434,8.44289
5,4309.0,10.6498,0.797319202229,-267.915565259,0.6849768161773682,0.976119,10.9301940004,10.8828,1.00424056498,0.0,1.3835771083831787,19,-246.1038213,0.0507383,16.5590692496,8.36846,-10.2690937008,0.00647085,0.10264110565185547,617.7664289474487,-292.049885728,-10.2676,-17.5371365093,32.877636194229126,0.797270043503,0.797319202229,2.0047,0.34167637711,10.7006
5,4279.25,10.0124,0.745906123783,-207.853496826,0.6825532913208008,0.974998,11.0896490526,11.0437,0.987909798718,0.0,1.4047329425811768,20,-163.879624185,0.0659618,43.1273371514,8.36153,-10.4333167528,0.00999898,0.10568523406982422,650.9255063533783,-272.108324474,-10.4321,-5.7278329205,33.04984092712402,0.746324771659,0.745906123783,1.94734,0.429087647444,10.0783
5,4231.17,11.0641,0.77541769373,-220.518829314,0.692901611328125,0.973179,11.2165268914,11.1723,0.98317743011,0.0,1.3879451751708984,21,-116.698835333,0.0518389,62.2971705414,8.35023,-10.5556356937,0.00642404,0.10866045951843262,684.2078409194946,-286.598461609,-10.5543,-5.42022371166,33.169548988342285,0.776559061804,0.77541769373,1.94523,0.606729883595,11.1159
5,4181.86,12.1964,0.79104311198,-255.440724761,0.7129101753234863,0.971277,11.3676740791,11.3242,0.974554240398,0.0,1.3920023441314697,22,-203.512624737,0.0489054,36.2787381926,8.33851,-10.7347907953,0.00642739,0.11012411117553711,717.3451862335205,-299.213944715,-10.7335,-11.3119652987,33.02418780326843,0.792320312398,0.79104311198,1.91084,0.538150492696,12.2453
5,4133.89,10.0998,0.760994931347,-172.98346806,0.6700558662414551,0.969417,11.4204502133,11.376,0.969649416805,0.0,1.3855433464050293,23,-92.2823988786,0.0649652,60.6458850353,8.32697,-10.8074943741,0.00983489,0.0977942943572998,750.4759497642517,-242.908333322,-10.8062,-7.70094708477,33.01969647407532,0.76349455093,0.760994931347,1.88814,0.366477120424,10.1648
5,4189.0,10.6751,0.776971495352,-186.264343407,0.7450244426727295,0.971602,11.4113569969,11.3682,0.964331708835,0.0,1.3961617946624756,24,-97.5065209295,0.0628843,50.7110560232,8.34022,-10.8151029731,0.00997664,0.10960865020751953,784.1826603412628,-254.545156757,-10.8139,-21.0724228974,33.59384083747864,0.776937515422,0.776971495352,1.87541,0.168650468119,10.738
5,4170.73,11.8051,0.7528355278,-254.692025338,0.7905123233795166,0.970904,11.4648691038,11.4225,0.956318864247,0.0,1.4394290447235107,25,-167.703466649,0.0634041,60.8747405961,8.33585,-10.8938881393,0.00990103,0.11284947395324707,819.2692918777466,-345.185968738,-10.8928,-16.9845896884,34.96966075897217,0.753821961683,0.7528355278,1.84366,0.351747422212,11.8685
5,4118.84,9.95187,0.750785793917,-200.123163998,0.8222546577453613,0.968897,11.4362756814,11.3931,0.963710408262,0.0,1.4834434986114502,26,-123.649613803,0.0521355,68.1581360256,8.32333,-10.8656725993,0.0064329,0.11897397041320801,854.8215305805206,-308.744128884,-10.8651,-19.6756335454,35.431713581085205,0.753599180654,0.750785793917,1.88398,-0.321344483728,10.004
5,4073.15,10.4102,0.774604089938,-162.974979371,0.7906110286712646,0.967094,11.3629867241,11.3191,0.961332622681,0.0,1.4400618076324463,27,-104.757471434,0.053031,52.0525403816,8.31217,-10.7838515399,0.0064364,0.11558008193969727,890.4384713172913,-258.646224143,-10.7832,-5.58108592459,35.50096106529236,0.775041432518,0.774604089938,1.873,0.06624436304,10.4633
5,3960.02,9.07256,0.767574090999,-146.311182056,0.7848880290985107,0.962627,11.2834356182,11.2387,0.971106618652,0.0,1.4430997371673584,28,-74.7252734888,0.0524416,63.9912636319,8.284,-10.7018886291,0.00640918,0.11522030830383301,925.8133714199066,-252.723293743,-10.701,2.55295298584,35.253539085388184,0.768787005302,0.767574090999,1.90476,0.413318745285,9.125
5,3954.5,10.2002,0.755531855733,-158.28484445,0.7830092906951904,0.962432,11.1730097254,11.128,0.970482484257,0.0,1.4153873920440674,29,-12.8701037349,0.0652447,82.4026668051,8.28261,-10.5610069907,0.00987147,0.10965847969055176,960.3859028816223,-258.161789317,-10.5603,-6.61240302122,34.45750379562378,0.755046587052,0.755531855733,1.89663,0.38908832795,10.2655
5,3911.7,10.6686,0.752824500163,-180.984442856,0.7037065029144287,0.960744,11.0212826481,10.9762,0.969129115242,0.0,1.3831827640533447,30,-108.953477373,0.0645876,37.1226425824,8.27173,-10.403944646,0.00996376,0.10777163505554199,995.1611618995667,-212.411941174,-10.4038,-13.9338526767,34.65780425071716,0.754624394013,0.752824500163,1.90097,0.135370558685,10.7332
5,3913.29,9.87979,0.77456777867,-140.036739573,0.8196325302124023,0.960919,10.8391119727,10.794,0.971024495366,0.0,1.4649879932403564,31,-78.6942558014,0.0537386,38.5996556842,8.27213,-10.2051799733,0.00646558,0.12133479118347168,1031.3668854236603,-194.233384859,-10.2049,-7.92213254909,36.08748984336853,0.775212698819,0.77456777867,1.90264,0.347820544856,9.93353
5,3885.06,9.09571,0.74267854827,-144.305351486,0.8817451000213623,0.959837,10.5806174429,10.5347,0.970886285912,0.0,1.5255730152130127,32,-107.338843114,0.0536957,33.8884696756,8.26489,-9.90852861032,0.00646437,0.12808012962341309,1068.3089170455933,-204.035631062,-9.90909,-4.62761449665,36.81868577003479,0.742422780232,0.74267854827,1.89447,-0.141057246929,9.1494
5,3784.57,7.94369,0.747306688532,-130.292751748,0.8826878070831299,0.9556,10.2528659747,10.2046,0.971998102413,0.0,1.5200817584991455,33,-41.7043476086,0.0524006,72.6193275677,8.23869,-9.50753373613,0.00648526,0.13573479652404785,1106.4603753089905,-232.466766583,-9.508,0.442575291902,38.018975257873535,0.749783511036,0.747306688532,1.89844,0.155314328191,7.99609
5,3720.8,6.68925,0.739886894357,-108.664490556,0.9905843734741211,0.95298,9.92210694155,9.87029,0.985489346536,0.0,1.5844526290893555,34,2.46234117569,0.0671535,65.9685088315,8.22169,-9.09695336435,0.00985166,0.16182279586791992,1146.0054912567139,-192.127212293,-9.09766,-13.4121457263,39.423741579055786,0.738851880253,0.739886894357,1.9536,0.120438577561,6.7564
5,3639.8,7.15997,0.784063627227,-114.743317121,0.9344990253448486,0.949496,9.5616753287,9.5095,0.991934218158,0.0,1.5395712852478027,35,-77.8410602844,0.053535,21.7707757481,8.19968,-8.6518172721,0.0064188,0.15264463424682617,1183.7660162448883,-141.263220755,-8.65277,-13.2863170939,37.640217542648315,0.784374684011,0.784063627227,1.95804,-0.0213200070318,7.2135
5,3590.68,5.67648,0.794510354758,-84.593695748,0.6079559326171875,0.947283,9.18040626485,9.12786,0.997518422541,0.0,1.3355722427368164,36,19.551603494,0.0541639,76.518875603,8.1861,-8.15880920151,0.00644661,0.0999903678894043,1217.0326607227325,-217.532659901,-8.16014,-4.41437592038,33.146108627319336,0.795501773017,0.794510354758,1.98265,-0.122017466137,5.73064
5,3576.39,5.13311,0.759303289708,-85.5721095186,0.6485629081726074,0.946687,8.76849748462,8.71454,1.00070128231,0.0,1.3360414505004883,37,-29.6511697435,0.0527782,55.8619706267,8.18211,-7.62494355309,0.00644159,0.10602593421936035,1249.7766172885895,-184.749931359,-7.62616,-11.6981087975,32.6324360370636,0.759078255103,0.759303289708,1.97907,0.105927518377,5.18589
5,3500.74,5.90256,0.782847022452,-112.976799816,0.6817388534545898,0.943259,8.35223117585,8.29535,1.00523869428,0.0,1.372614860534668,38,-22.6654306883,0.0526605,51.94657888,8.16073,-7.07102498233,0.00645315,0.10869646072387695,1283.1760292053223,-180.997191982,-7.073,-3.65529676529,33.28514122962952,0.783571124343,0.782847022452,1.98107,0.122399087238,5.95522
5,3409.83,4.90853,0.763440471206,-86.6184958513,0.7110536098480225,0.939065,7.9050982055,7.84726,1.00821156,0.0,1.3930027484893799,39,-47.9964281684,0.0678034,38.6725153272,8.13442,-6.48370690202,0.00999634,0.10583662986755371,1316.6922371387482,-156.818083991,-6.48626,-0.98013440427,33.39990949630737,0.765503647067,0.763440471206,1.98308,0.0537239146523,4.97633
5,3327.06,4.63795,0.780142932537,-62.954795844,0.6282358169555664,0.93526,7.42278593176,7.36361,1.01708068716,0.0,1.332336187362671,40,-43.850358784,0.0507541,14.5512974172,8.10984,-5.83795269843,0.00641265,0.10428190231323242,1349.881093263626,-81.320886338,-5.84033,-5.99731386886,33.072304248809814,0.778740389217,0.780142932537,2.01364,0.0932848588778,4.68871
5,3248.64,2.85921,0.77130368604,-25.4566039061,0.7286763191223145,0.931525,6.91767173082,6.85671,1.01325268083,0.0,1.3957934379577637,41,111.588146355,0.0520787,73.9659803957,8.08599,-5.1311557694,0.00641759,0.10900354385375977,1382.5282204151154,-78.895081546,-5.13382,10.6567155015,32.53424787521362,0.771535492761,0.77130368604,1.98138,0.158008102368,2.91129
5,3165.81,3.09134,0.766747234192,-28.21007192,0.7496845722198486,0.927581,6.43994192036,6.3741,1.02346655353,0.0,1.3915653228759766,42,24.0013008943,0.0626161,43.7863323477,8.06016,-4.42504351241,0.00994107,0.1119987964630127,1416.1630942821503,-82.5298573668,-4.42832,3.47369986469,33.524378061294556,0.767807895757,0.766747234192,2.00717,0.509211379885,3.15396
5,3151.62,0.670841,0.781090601226,-22.4165463556,0.7177834510803223,0.926938,5.99064059418,5.91988,1.03281804045,0.0,1.37447190284729,43,80.3545918772,0.062439,85.7357213016,8.05567,-3.60501331617,0.00997202,0.11550140380859375,1450.7021837234497,-152.357267129,-3.60841,7.26209329871,34.426865339279175,0.780642070271,0.781090601226,2.03296,-0.193973644228,0.73328
5,3062.73,1.5565,0.763922167447,-15.868917102,0.7238376140594482,0.922529,5.51552630873,5.43532,1.04829233161,0.0,1.3687281608581543,44,12.13354013,0.0515196,18.4196982173,8.02706,-2.78825417084,0.00641694,0.11035680770874023,1485.854029417038,-38.2772246285,-2.79278,-2.98807537317,35.03479766845703,0.765638681508,0.763922167447,2.09358,0.12097818349,1.60801
5,3024.58,-1.56569,0.773162577874,-20.0045165532,0.8484387397766113,0.920583,5.11640685391,5.02113,1.05755976721,0.0,1.503974199295044,45,71.7081080373,0.0521076,70.244004848,8.01453,-1.89756094172,0.00646222,0.1244053840637207,1522.2914423942566,-98.239019412,-1.90246,-6.23348732403,36.32135581970215,0.774162356694,0.773162577874,2.12337,0.00934889831173,-1.51358
5,2977.58,-0.783309,0.728442562579,28.1432284895,0.8389365673065186,0.918124,4.76792996715,4.63825,1.08340769561,0.0,1.5083703994750977,46,135.493804271,0.0663247,69.3914536904,7.99887,-1.0458799951,0.00993895,0.12018752098083496,1558.7838337421417,-77.1056076479,-1.0517,1.76048342653,36.37519955635071,0.728393703897,0.728442562579,2.29384,-1.36518044679,-0.716985
5,3005.16,-2.43173,0.787673263965,38.0283182332,0.8716850280761719,0.919502,4.49750424363,4.34724,1.08115705783,0.0,1.5055701732635498,47,107.143527964,0.0506904,56.921241749,8.00809,-0.101647656033,0.00643714,0.12328720092773438,1596.0790944099426,-54.6615366898,-0.107769,13.1761887755,37.17589974403381,0.787429208557,0.787673263965,2.20909,0.0343820224677,-2.38104
5,2929.15,-2.99748,0.783985315932,31.435652415,0.8226127624511719,0.915543,4.38466914357,4.20198,1.10076278666,0.0,1.4610905647277832,48,130.160567043,0.0562704,61.2541034127,7.98247,0.855974987708,0.00644848,0.1210784912109375,1633.2804427146912,-55.9935703315,0.849642,2.20530197617,37.08406043052673,0.786191001595,0.783985315932,2.27968,-0.138420210041,-2.94121
5,2867.7,-3.74427,0.775711498626,18.9893564996,0.8298549652099609,0.91231,4.42721449264,4.23674,1.10724208601,0.0,1.4766857624053955,49,34.0491060397,0.0673854,13.5682791853,7.96126,1.87506273422,0.00999668,0.12434625625610352,1671.4689614772797,1.12151989102,1.86737,19.0451978687,38.076133012771606,0.775439622401,0.775711498626,2.30327,0.101042408784,-3.67688
5,2838.47,-6.12051,0.766332717746,43.03155712,0.8559820652008057,0.910866,4.80717091379,4.63774,1.12827514711,0.0,1.5248775482177734,50,169.011467987,0.0708122,79.0628513741,7.95102,3.05471170628,0.00998564,0.13040781021118164,1708.915484905243,-72.9207560912,3.04716,-1.05850857737,37.325562953948975,0.766132718472,0.766332717746,2.37754,-0.196630910546,-6.0497
5,2770.37,-9.30906,0.767192849213,162.456098237,0.7362430095672607,0.907262,5.53869208464,5.41014,1.14311802719,0.0,1.4066476821899414,51,234.285338564,0.0554523,75.3384804316,7.92673,4.29936691014,0.00646351,0.10931634902954102,1743.5651769638062,26.698536042,4.29188,15.4589406089,34.53650975227356,0.766485745578,0.767192849213,2.44616,0.0166597661636,-9.25361
5,2767.27,-8.70474,0.803136924942,182.556047461,0.768395185470581,0.907067,6.47324480043,6.38333,1.15767582033,0.0,1.4102716445922852,52,402.034442607,0.0702572,125.931665008,7.92562,5.59613649355,0.00991584,0.11571383476257324,1777.4006180763245,49.8120179969,5.58887,23.7719173905,33.72349190711975,0.803577415101,0.803136924942,2.49299,-0.00672086267381,-8.63448
5,2753.19,-9.61084,0.804717342546,174.299742134,0.6325511932373047,0.906245,7.63647327847,7.57265,1.16832690192,0.0,1.3412535190582275,53,232.540785696,0.055028,36.1431827911,7.92052,6.98430396019,0.0064273,0.09500479698181152,1809.205245733261,128.633777544,6.97722,22.7066570823,31.694995164871216,0.805068910985,0.804717342546,2.53291,-0.189348566284,-9.55581
5,2715.75,-11.4219,0.788887699027,183.467579714,0.6215887069702148,0.904247,8.91858772854,8.8732,1.17495175853,0.0,1.3312337398529053,54,272.450656942,0.0684929,77.4520573209,7.90682,8.41346470612,0.00993442,0.09615778923034668,1841.1371068954468,76.0770472452,8.40626,16.8922162092,31.82507634162903,0.791480973017,0.788887699027,2.57245,0.136730979741,-11.3534
5,2700.79,-12.2451,0.774517555802,197.390622507,0.6274900436401367,0.903407,10.3042444081,10.268,1.18878077878,0.0,1.3307616710662842,55,289.87416236,0.049139,60.0450255786,7.9013,9.91066024352,0.00644778,0.09385347366333008,1873.073292016983,107.387472087,9.90318,34.575328037,31.825886487960815,0.775778676334,0.774517555802,2.63832,0.113552294649,-12.196
5,2656.1,-14.5006,0.771295347893,202.897077868,0.6360077857971191,0.900934,11.8507700096,11.8188,1.20401042689,0.0,1.3497791290283203,56,222.674755314,0.0636415,14.0531832448,7.88461,11.5344077094,0.0099956,0.09799432754516602,1905.0718266963959,181.387098098,11.5267,25.8631003402,31.88820743560791,0.772950539474,0.771295347893,2.72867,0.282974991172,-14.437
5,2617.94,-19.4402,0.759884769773,254.287619181,0.62058424949646,0.898845,13.5059674918,13.4801,1.22119141778,0.0,1.3479359149932861,57,527.239026445,0.059597,151.17672053,7.87014,13.237801467,0.00640657,0.09402155876159668,1936.8658030033112,115.023719832,13.2302,26.9599536082,31.684662103652954,0.760444656681,0.759884769773,2.83856,0.219836976993,-19.3806
5,2589.87,-19.2468,0.794291122782,265.092483508,0.6314122676849365,0.897239,15.2042635867,15.1836,1.22581077534,0.0,1.332509994506836,58,300.981687471,0.0667057,22.7612395291,7.85936,14.993006675,0.0099699,0.09712028503417969,1968.603993654251,230.664452706,14.9853,36.2374924853,31.626033782958984,0.795106301589,0.794291122782,2.89317,0.465673209034,-19.18
5,2545.21,-19.9814,0.749574550985,287.781734145,0.6217608451843262,0.89465,16.9635237791,16.9465,1.24581927995,0.0,1.3276114463806152,59,371.934689615,0.0667648,71.4293938837,7.84197,16.7849362735,0.00993773,0.08940911293029785,2000.367224931717,201.957746618,16.7768,39.9144884254,31.655643224716187,0.748703074103,0.749574550985,3.02805,0.376071342887,-19.9146
5,2521.68,-24.9296,0.781646586655,329.789232739,0.6248617172241211,0.89327,18.7904296981,18.7771,1.26287424175,0.0,1.3456685543060303,60,489.17987854,0.0694408,85.7571082357,7.83268,18.6257078732,0.00990956,0.09732365608215332,2032.309965133667,240.593192432,18.6178,28.7784668879,31.833409070968628,0.781109643891,0.781646586655,3.1201,0.383979933085,-24.8602
5,2522.77,-25.115,0.71568052439,353.21481927,0.6331677436828613,0.89329,20.697054406,20.6853,1.2759584382,0.0,1.3406777381896973,61,470.400647391,0.0551033,91.1046495487,7.83311,20.5521836967,0.00648587,0.0944070816040039,2064.082189798355,232.690321904,20.5441,38.7329756583,31.665131092071533,0.714952949687,0.71568052439,3.2188,0.321088062744,-25.0599
5,2495.49,-27.8901,0.786700514921,396.716448594,0.6245970726013184,0.89177,22.6698536754,22.6593,1.29340887889,0.0,1.3442611694335938,62,525.246810745,0.0546398,119.968417635,7.82224,22.5305805743,0.00643383,0.09618449211120605,2095.870070695877,201.327647764,22.5222,50.6388014806,31.679978609085083,0.788127315447,0.786700514921,3.37887,0.550303848994,-27.8354
5,2465.66,-30.9508,0.789220066107,394.334603658,0.6243472099304199,0.89008,24.6994520011,24.6894,1.30113092331,0.0,1.3402495384216309,63,483.806176936,0.0571022,49.7846841464,7.81021,24.5533933832,0.0064021,0.09332633018493652,2127.6047196388245,331.971137803,24.5453,54.3213376451,31.628929138183594,0.791889402074,0.789220066107,3.45668,0.527203449411,-30.8937
5,2447.51,-26.2559,0.626819332764,415.955437946,0.630875825881958,0.888929,26.709121993,26.6988,1.31091132537,0.0,1.3428752422332764,64,554.329925517,0.0575466,159.48511606,7.80283,26.4770694126,0.0064752,0.09680461883544922,2159.3455069065094,114.786817351,26.4689,53.2489099892,31.630706548690796,0.626753451513,0.626819332764,3.60449,-5.95694826321,-26.1983
5,2414.77,-39.7875,0.778432901618,574.224269257,0.622260570526123,0.886957,28.8967090351,28.8868,1.32707550855,0.0,1.3430492877960205,65,786.747510578,0.0731125,168.407954242,7.78936,28.6904044498,0.0099606,0.09752249717712402,2191.0029368400574,369.292427912,28.6825,51.6314075928,31.547046661376953,0.777175387181,0.778432901618,3.70608,0.628111449523,-39.7144
5,2395.99,-45.3437,0.787955568427,679.652370726,0.5635125637054443,0.885831,31.2258750991,31.2157,1.34988842199,0.0,1.3077442646026611,66,997.248083673,0.0746613,198.240556551,7.78155,31.0247086871,0.00991487,0.08685803413391113,2222.51908659935,399.528030593,31.0163,57.3507538253,31.411839962005615,0.788450918725,0.787955568427,4.00881,0.500237502094,-45.269
5,2411.34,-50.0892,0.777006425793,763.579539084,0.6524074077606201,0.886764,33.5403586972,33.531,1.37409248778,0.0,1.3390705585479736,67,985.177718671,0.0671806,244.282896321,7.78794,33.328939879,0.00646875,0.09779763221740723,2254.3947536945343,293.1762828,33.3209,78.7047760097,31.767685413360596,0.778370050882,0.777006425793,4.15004,0.519915915862,-50.022
5,2377.45,-50.5061,0.796391589283,692.944956595,0.646315336227417,0.884675,35.9367779449,35.9276,1.39862533967,0.0,1.2983956336975098,68,846.022019534,0.0708504,159.660739675,7.77378,35.749494934,0.00994893,0.09757447242736816,2286.23415350914,470.886322353,35.7412,54.6271510682,31.73258686065674,0.794875425993,0.796391589283,4.38067,0.498184061366,-50.4352
5,2338.63,-53.7961,0.783619903802,670.834283317,0.6170921325683594,0.882271,38.5260959929,38.5172,1.40954901803,0.0,1.3032722473144531,69,822.035824245,0.0637054,143.90141902,7.75732,38.3462494955,0.00648785,0.0959465503692627,2317.9401144981384,421.135006566,38.3379,49.7829156072,31.59876036643982,0.784769673886,0.783619903802,4.41222,0.558234492395,-53.7324
5,2326.89,-52.4292,0.798950147907,674.057322201,0.6100883483886719,0.881528,41.07775464,41.069,1.41896015793,0.0,1.2979786396026611,70,939.029227372,0.0550308,214.492108482,7.75229,40.9063141426,0.00652186,0.09160423278808594,2349.5517156124115,343.118890095,40.8979,74.835830503,31.502328872680664,0.800391334,0.798950147907,4.71646,0.658317137012,-52.3742
