StdReturn,MinReturn,EnvExecTime,PolicyExecTime,Iteration,MeanKLBefore,ItrTime,LossAfter,NumTrajs,AverageDiscountedReturn,MeanKL,Time,AveragePolicyStd,MaxReturn,AbsLearnSignal,ExplainedVariance,AverageReturn,dLoss,ProcessExecTime,Perplexity,LossBefore,Entropy
21.5492170541,77.2431983393,7.409393310546875,1.1966197490692139,19,0.0,11.677913665771484,-0.0957095,233,93.0917855629,0.00631802,222.21445035934448,1.00103,227.689346321,0.128922181592,-575.25146332,103.546138427,0.0957095,0.14818668365478516,3.04446e+10,1.00618e-08,24.1392
22.8948597341,77.1835632749,7.373811960220337,1.2004187107086182,20,0.0,11.364639520645142,-0.17091,231,94.1714737356,0.0083755,233.6959729194641,1.00122,195.563298562,0.158809796069,-8.06259179492,104.971101567,0.17091,0.14963340759277344,3.0542e+10,-1.54719e-08,24.1424
20.9543666405,77.0060167711,7.306232452392578,1.211815595626831,21,0.0,10.880224466323853,-0.0393567,230,95.001654427,0.00402132,244.69749331474304,1.0013,183.638466865,0.256425426623,-1.75813705859,105.880859059,0.0393567,0.1471085548400879,3.05857e+10,-4.09583e-08,24.1438
21.6011419432,74.9783562719,7.514093399047852,1.2193102836608887,22,0.0,11.037891864776611,-0.0557958,230,94.2295180977,0.00770689,255.8602638244629,1.00136,185.963156212,0.144186739927,-30.5325699279,104.982960497,0.0557958,0.14940500259399414,3.06126e+10,4.07016e-09,24.1447
22.7403631312,77.2797627665,7.253274440765381,1.1912496089935303,23,0.0,10.696113348007202,-0.095788,226,95.6468572155,0.00986511,266.671941280365,1.00129,198.456166692,0.715289537384,0.694772930623,106.790614947,0.095788,0.1434800624847412,3.0577e+10,-1.60286e-08,24.1435
22.921426238,75.0802734394,7.35606050491333,1.214726448059082,24,0.0,10.837411880493164,-0.0575408,221,97.2545464566,0.00708142,277.6293234825134,1.00119,202.089204865,0.139079622826,-45.6244177337,108.823611593,0.0575408,0.14673423767089844,3.0526e+10,2.15265e-08,24.1418
26.4297095543,77.3343963789,7.448247194290161,1.2134068012237549,25,0.0,10.939120292663574,-0.06147,222,96.9139783425,0.00532449,288.68916296958923,1.00117,234.268485834,0.125803681487,-34.3937255828,108.5701957,0.0614699,0.1464545726776123,3.05139e+10,-4.80036e-08,24.1414
22.8289459037,75.0809318407,7.344392776489258,1.2062301635742188,26,0.0,10.950705289840698,-0.0867624,224,96.1130375728,0.00853147,299.7666401863098,1.00105,197.768154414,0.694093755082,0.70157941559,107.411406861,0.0867624,0.1471998691558838,3.04544e+10,-4.56668e-09,24.1395
22.354869258,76.8682961428,7.341387987136841,1.2352073192596436,27,0.0,10.785778760910034,-0.122889,225,95.9929720426,0.00815508,310.66973209381104,1.00115,197.761226142,0.447534587999,0.346734437282,107.207094588,0.122889,0.14768266677856445,3.05068e+10,-1.77885e-08,24.1412
24.8982126387,80.9813705468,7.352582216262817,1.2582767009735107,28,0.0,10.621978998184204,-0.112836,215,99.6467266794,0.0092723,321.40759539604187,1.00085,199.998389262,0.194994242928,-7.39625389899,111.936275528,0.112836,0.14772915840148926,3.03527e+10,-2.93961e-09,24.1362
23.1344063296,77.087449642,7.44153904914856,1.2337870597839355,29,0.0,10.609866380691528,-0.10404,221,97.5314581549,0.00974526,332.1472547054291,1.00026,188.125140585,0.485506487668,0.401457322124,109.152451612,0.10404,0.1480860710144043,3.00478e+10,3.86007e-09,24.1261
24.4781801338,76.8114977373,7.38020133972168,1.243525505065918,30,0.0,10.599971532821655,-0.092172,222,97.1730733249,0.00911505,342.86282658576965,1.00054,212.474780023,0.5729027562,0.537580761958,108.791955829,0.092172,0.14823341369628906,3.0194e+10,4.93488e-09,24.1309
22.1355224143,76.7912023769,7.228186845779419,1.212162971496582,31,0.0,10.707853317260742,-0.042523,225,96.2039250228,0.00657376,353.6869421005249,1.00054,185.601242008,0.252503602859,-2.00702545069,107.455257911,0.042523,0.1463465690612793,3.01925e+10,-4.08532e-11,24.1309
24.3065180553,75.9078096832,7.287874221801758,1.2198147773742676,32,0.0,10.982954740524292,-0.0640839,221,97.071252536,0.0083732,364.78337836265564,1.00052,202.808347878,0.601390721742,0.595377441687,108.705179274,0.0640839,0.1478404998779297,3.01805e+10,-1.44611e-08,24.1305
23.4388210622,77.2676054295,7.328352928161621,1.1969611644744873,33,0.0,11.18570876121521,-0.125289,221,97.5401026743,0.00647488,376.07671332359314,0.999979,175.856547184,0.489762101827,0.370925584861,109.18066621,0.125289,0.14632701873779297,2.99036e+10,1.87529e-08,24.1212
25.1912211328,76.0931185971,7.4570698738098145,1.175971508026123,34,0.0,11.81284785270691,-0.0728664,218,98.6299208652,0.0045928,388.0122334957123,1.00001,254.217639945,0.395121675413,-0.00380480038487,110.645961906,0.0728664,0.14987492561340332,2.99164e+10,1.30497e-08,24.1217
25.9466901013,77.0515269601,7.362550258636475,1.1935253143310547,35,0.0,11.268355131149292,-0.068658,212,101.533206442,0.00569556,399.3903796672821,0.999769,198.418399071,0.387647347395,-0.374768914537,114.354621873,0.068658,0.14676833152770996,2.97956e+10,2.01919e-09,24.1176
28.0303876215,75.4222013492,7.33230185508728,1.2009575366973877,36,0.0,11.250920534133911,-0.0468895,215,99.9080951443,0.00756552,410.7609007358551,0.999665,269.146417006,0.293102520756,-1.08810248543,112.430521998,0.0468895,0.14619088172912598,2.97416e+10,-1.89975e-09,24.1158
26.2441460849,76.0887196691,7.288223028182983,1.2248554229736328,37,0.0,10.74050235748291,-0.0915648,214,100.157589939,0.00912993,421.6260070800781,0.999844,213.667502672,0.674259525245,0.659182331527,112.654526159,0.0915648,0.14484882354736328,2.98306e+10,5.32885e-09,24.1188
29.6677683532,77.1814861379,7.4037182331085205,1.2086575031280518,38,0.0,10.624111890792847,-0.0453153,208,102.43176106,0.00853875,432.37233877182007,0.999893,237.116411515,0.140780053987,-54.0834599638,115.772003686,0.0453153,0.1472787857055664,2.98549e+10,-1.37357e-09,24.1196
29.1708785315,81.168079453,7.40829062461853,1.2719788551330566,39,0.0,10.62158989906311,-0.0528249,207,103.402047522,0.00264107,443.13564801216125,0.999831,210.597492984,0.154812805383,-16.1622106279,116.926633021,0.0528248,0.14578604698181152,2.9823e+10,-9.26761e-09,24.1185
24.3439327147,76.5291763105,7.492539644241333,1.3315284252166748,40,0.0,10.809320211410522,-0.0685719,216,98.8572550007,0.00443856,454.05211997032166,0.999885,191.969647165,0.304586645917,-1.33225906771,110.971990325,0.0685719,0.14925146102905273,2.98504e+10,-2.00668e-08,24.1195
25.4225991847,79.1567928261,7.43160605430603,1.2776927947998047,41,0.0,10.71030879020691,-0.0583956,213,100.819404969,0.00475468,464.86566138267517,0.999816,225.654281108,0.132910789712,-45.531152546,113.442466784,0.0583957,0.14630746841430664,2.98144e+10,7.60506e-09,24.1183
28.9599812188,80.9966797574,7.2953338623046875,1.2481794357299805,42,0.0,10.488003969192505,-0.109894,207,102.708099575,0.00733886,475.46716833114624,0.999848,210.303256745,0.463205084874,0.115387204498,116.075339953,0.109894,0.14543604850769043,2.983e+10,1.10494e-08,24.1188
29.3786574645,77.0288470474,7.422879457473755,1.2335305213928223,43,0.0,10.636357545852661,-0.0932616,206,103.671217822,0.00963094,486.2162182331085,0.999662,260.459406405,0.746062718466,0.680165721213,117.252226495,0.0932616,0.14632296562194824,2.97352e+10,1.3456e-08,24.1156
29.3220405499,74.9443697753,7.452467918395996,1.2087602615356445,44,0.0,10.871878385543823,-0.0829718,208,102.840130357,0.00837363,497.1991868019104,0.999747,291.039007727,0.703985641354,0.616867006972,116.203823516,0.0829717,0.1463320255279541,2.9778e+10,-1.88538e-08,24.117
31.753781672,76.8817991808,7.337426424026489,1.1964993476867676,45,0.0,11.071692943572998,-0.034353,206,103.513359104,0.00781778,508.3887424468994,0.999744,246.440137219,0.045513925919,-4197.88649755,117.247804352,0.034353,0.14548707008361816,2.97762e+10,6.84455e-09,24.117
28.2986671997,80.8520271819,7.253937482833862,1.1880066394805908,46,0.0,15.130299806594849,-0.0607536,203,104.853484031,0.00660192,523.6353027820587,0.99945,201.835279134,0.280988085798,-2.36738977749,118.745068506,0.0607536,0.1468496322631836,2.96293e+10,-4.44773e-08,24.112
30.7514421299,77.046249716,7.284860134124756,1.1487267017364502,47,0.0,11.173279762268066,-0.101087,200,105.719708392,0.0091314,534.933051109314,0.999429,228.910308506,0.490906717224,0.258002054726,120.04595416,0.101087,0.14183878898620605,2.96198e+10,-1.07593e-08,24.1117
31.8861066556,79.7612947894,7.357879877090454,1.2189488410949707,48,0.0,11.123806715011597,-0.0764403,200,106.3169817,0.00740104,546.1799936294556,0.999149,274.676603551,0.190039186031,-15.2654912101,120.832494178,0.0764404,0.1440870761871338,2.94788e+10,2.94462e-08,24.1069
30.9457661798,80.7074719356,7.395103216171265,1.2447664737701416,49,0.0,10.569639444351196,-0.0882055,205,104.266711701,0.00873817,556.8694903850555,0.999019,257.624632269,0.591394074971,0.236731631598,118.110745784,0.0882055,0.14624881744384766,2.94143e+10,2.09056e-09,24.1047
28.8671085458,75.9837045371,7.373946905136108,1.372227430343628,50,0.0,10.70399284362793,-0.0929726,199,106.38675153,0.00788688,567.6781806945801,0.999048,227.765831524,0.630063559106,0.505983515552,120.820234724,0.0929726,0.1447770595550537,2.94271e+10,-2.47559e-09,24.1052
32.2524838064,76.4173122092,7.407145261764526,1.2384867668151855,51,0.0,10.65655517578125,-0.0451925,204,104.620959678,0.00636831,578.4481279850006,0.998991,231.392828419,0.296682756943,-2.30809512048,118.622006769,0.0451925,0.1479182243347168,2.93982e+10,-4.75506e-08,24.1042
29.7247729128,77.4168117808,7.427882671356201,1.2669062614440918,52,0.0,10.695913076400757,-0.0906171,205,104.163171233,0.0087851,589.2552537918091,0.99898,224.497258938,0.567659074637,0.35474963949,117.921314368,0.0906171,0.14647507667541504,2.93908e+10,3.02542e-08,24.1039
33.6053665546,76.7122294393,7.381950378417969,1.281069278717041,53,0.0,10.652172803878784,-0.0753632,200,106.160849746,0.00675084,600.0125188827515,0.999156,281.663903649,0.434536613023,-0.0862873780413,120.748729908,0.0753632,0.14456772804260254,2.94804e+10,-1.51859e-09,24.107
32.7955986101,80.9287268344,7.475495100021362,1.266554832458496,54,0.0,10.655338287353516,-0.130198,199,106.921472522,0.00841946,610.7842416763306,0.998994,231.00934561,0.464066548749,-0.0328549968024,121.675356109,0.130198,0.14559006690979004,2.93992e+10,1.35956e-08,24.1042
33.2776731984,81.2143574639,7.592913627624512,1.335458755493164,55,0.0,10.889346361160278,-0.0420885,194,109.508645576,0.00574525,621.7803199291229,0.999347,292.584670283,0.154962428346,-17.4548646736,124.993429043,0.0420885,0.1512889862060547,2.95757e+10,3.71965e-08,24.1102
33.7451291954,77.1114037755,7.432047605514526,1.319108009338379,56,0.0,11.662382125854492,-0.0950431,190,110.442982327,0.00721523,633.5505826473236,0.99907,274.537429986,0.151446571941,-381.739316773,126.342715527,0.0950431,0.14281368255615234,2.9435e+10,-8.61571e-10,24.1055
33.5958982707,79.0889024529,7.185404300689697,1.1732394695281982,57,0.0,12.318969964981079,-0.103428,194,109.404488824,0.00982653,645.9795725345612,0.999361,255.408391244,0.686404814494,0.546982682798,124.898425821,0.103428,0.1410813331604004,2.95791e+10,-3.24424e-08,24.1103
32.7667023649,77.3430681003,7.381748914718628,1.1926686763763428,58,0.0,11.034615755081177,-0.0883572,194,109.312502123,0.00367784,657.1278822422028,0.999111,234.843461539,0.188162601942,-8.46812112414,124.74457558,0.0883572,0.14259791374206543,2.9454e+10,-1.44885e-08,24.1061
33.0727656176,78.3722869807,7.398497104644775,1.1853609085083008,59,0.0,11.413665294647217,-0.104072,199,106.897060771,0.00503972,668.6505701541901,0.999069,252.175061264,0.137138547633,-35.0890356519,121.61555212,0.104072,0.14580154418945312,2.94333e+10,7.5828e-09,24.1054
31.8006563725,80.4092049115,7.222195386886597,1.1692767143249512,60,0.0,11.026134967803955,-0.129562,191,110.391044915,0.00305802,679.7936718463898,0.999097,225.526614193,0.338769806118,-0.986918837301,126.086278227,0.129562,0.14265084266662598,2.94477e+10,-1.49607e-08,24.1059
32.8290102921,80.6422389875,7.308523416519165,1.1941699981689453,61,0.0,11.018089532852173,-0.103961,195,108.327686387,0.00847348,690.9138028621674,0.999017,264.737864944,0.326691804743,-1.83452571211,123.504334077,0.103961,0.14121055603027344,2.94073e+10,1.46041e-08,24.1045
34.3783152051,80.3452653344,7.572783708572388,1.2695436477661133,62,0.0,11.275524854660034,-0.125554,195,108.682852191,0.00632315,702.341404914856,0.998809,250.143831749,0.0900327578939,-130.191846889,123.993324973,0.125554,0.16211819648742676,2.93037e+10,-1.97574e-08,24.101
36.7889904212,77.4430144316,7.239007949829102,1.162806749343872,63,0.0,11.060808420181274,-0.0906427,192,109.448500568,0.00844461,713.5254907608032,0.998882,254.146444599,0.452304136382,-0.0163686553711,125.267740874,0.0906427,0.14147090911865234,2.934e+10,-7.80296e-09,24.1022
38.3369967951,76.7221118099,7.43175196647644,1.156031608581543,64,0.0,11.692591667175293,-0.0852202,195,108.817449685,0.00668061,725.3430705070496,0.999017,301.134244949,0.247396757008,-7.58619880338,124.476477832,0.0852202,0.14120888710021973,2.94068e+10,2.03028e-08,24.1045
35.3163347987,82.1645925029,7.280867338180542,1.135133981704712,65,0.0,11.789792537689209,-0.0773967,190,110.871335317,0.0062183,737.258843421936,0.998896,259.466561855,0.477818140657,-0.225096702935,126.992451913,0.0773967,0.14213776588439941,2.93461e+10,-2.77143e-08,24.1024
31.6905702365,76.5873511702,7.271477222442627,1.131526231765747,66,0.0,11.695047855377197,-0.0684637,194,109.177990245,0.0060365,749.0590341091156,0.998576,245.967582071,0.293412422109,-2.18166825093,124.502712226,0.0684637,0.14318203926086426,2.91852e+10,1.84017e-08,24.0969
38.1191666514,80.566042097,7.230163812637329,1.1290841102600098,67,0.0,11.585533857345581,-0.0911466,183,114.307457852,0.00999061,760.7630405426025,0.99876,243.583138794,0.755428268299,0.557707512138,131.714984571,0.0911467,0.1385505199432373,2.9277e+10,5.87601e-09,24.1001
40.9429032684,78.8538656727,7.4835591316223145,1.1965134143829346,68,0.0,11.155943393707275,-0.18546,176,118.389377257,0.00564433,772.0294647216797,0.99853,306.588158809,0.357430592365,-1.39138094456,137.26925712,0.18546,0.14349794387817383,2.91632e+10,2.64797e-09,24.0962
35.1771759521,75.2670000242,7.409482955932617,1.187544345855713,69,0.0,11.056939363479614,-0.176928,185,113.794967164,0.00489664,783.1904144287109,0.9988,255.349848613,0.353359824188,-1.36790662401,130.753570871,0.176928,0.1422431468963623,2.92962e+10,-5.79638e-10,24.1007
34.2527829902,76.8394604742,7.4907660484313965,1.2297651767730713,70,0.0,11.166041612625122,-0.219027,182,114.712805763,0.00909555,794.4660940170288,0.998762,236.305324208,0.342158649884,-1.28216782488,131.947119311,0.219027,0.14310741424560547,2.92761e+10,2.51569e-08,24.1
38.0278882854,80.8394931343,7.328805446624756,1.2668604850769043,71,0.0,11.072336435317993,-0.0415553,183,115.306733636,0.00417668,805.6564333438873,0.998856,279.309463217,0.124388028908,-219.354717567,132.825546265,0.0415554,0.14082932472229004,2.93215e+10,3.70506e-08,24.1016
32.9305299697,77.49788739,7.40300989151001,1.1802711486816406,72,0.0,11.150770902633667,-0.09385,191,110.458519113,0.00911624,816.9214384555817,0.998861,230.865182711,0.686594954941,0.544334296163,126.239081003,0.09385,0.14305543899536133,2.9324e+10,9.77125e-09,24.1017
32.8489249414,77.4698146848,7.409831762313843,1.1755988597869873,73,0.0,11.01340913772583,-0.0457048,189,111.813812192,0.000925434,828.062029838562,0.999068,226.024775496,0.32197263729,-1.28116300444,128.013026612,0.0457048,0.1423952579498291,2.94267e+10,1.67311e-08,24.1052
44.3326156506,81.5131605132,7.507457971572876,1.2130770683288574,74,0.0,11.192210912704468,-0.0885328,186,112.086001743,0.00961746,839.372884273529,0.999151,385.421756165,0.649823116551,0.361237581229,129.258911255,0.0885328,0.14453768730163574,2.94684e+10,-3.92058e-09,24.1066
38.0591187087,81.2966258981,7.365668535232544,1.1946325302124023,75,0.0,10.789772987365723,-0.0687264,180,116.894009391,0.00668078,850.3682045936584,0.999337,277.500152742,0.296214010288,-3.75349023385,135.03639541,0.0687263,0.14156579971313477,2.95598e+10,-1.54425e-08,24.1097
40.1588287306,81.0804280423,7.447113990783691,1.239640235900879,76,0.0,10.63218379020691,-0.0686502,175,119.168727064,0.00614849,861.1148035526276,0.999659,284.453908867,0.160538963335,-29.7267392718,138.261518784,0.0686502,0.14340782165527344,2.97225e+10,5.66025e-09,24.1152
38.4149160083,81.8672012822,7.55262303352356,1.2445197105407715,77,0.0,10.774619102478027,-0.0596398,176,118.97051275,0.00883802,872.0012574195862,0.99958,299.514559262,0.373354189369,-1.07336163632,137.847245385,0.0596398,0.14545440673828125,2.96843e+10,-1.45782e-08,24.1139
38.3376287799,81.4781213645,7.584961652755737,1.3166818618774414,78,0.0,10.867760419845581,-0.0582024,176,119.195858604,0.00644596,882.9876799583435,0.999276,267.467176118,0.134608841871,-38.3804794736,138.066307806,0.0582024,0.14605379104614258,2.95323e+10,5.50927e-09,24.1088
39.6811252214,76.9609831038,7.428558349609375,1.2746305465698242,79,0.0,10.663447618484497,-0.0751495,178,117.453815235,0.00778549,893.7568824291229,0.998891,277.903372559,0.135309653315,-65.9176609609,135.866548981,0.0751494,0.14768695831298828,2.93373e+10,-7.73578e-08,24.1021
45.6485418244,82.2404851581,7.479069471359253,1.280364990234375,80,0.0,10.852230548858643,-0.147093,170,121.450166931,0.00631707,904.7099852561951,0.999337,350.890671811,0.252937075935,-12.3353116146,141.721709022,0.147093,0.14304542541503906,2.95606e+10,1.68238e-09,24.1097
36.8346963429,78.1329832675,7.3463709354400635,1.2017297744750977,81,0.0,11.745390176773071,-0.104107,190,110.683242688,0.00381013,916.5635385513306,0.999524,326.700203485,0.238645539065,-8.42370992446,126.793316585,0.104107,0.1413097381591797,2.96539e+10,5.58712e-08,24.1129
34.7273691961,81.1648514722,7.412245273590088,1.17299222946167,82,0.0,12.200645685195923,-0.0714205,181,115.569238435,0.00761673,928.8780646324158,0.999559,288.457589124,0.528195287512,0.0592810497535,133.0686666,0.0714205,0.14079642295837402,2.96718e+10,3.1832e-08,24.1135
46.8050275227,77.2594606097,7.437457799911499,1.241382360458374,83,0.0,11.788962364196777,-0.0879406,172,121.121495876,0.00921165,940.7826051712036,0.999799,310.827154883,0.619460359164,0.19103805868,141.379281603,0.0879406,0.14293432235717773,2.97912e+10,1.66815e-08,24.1175
43.5645846448,76.949640287,7.540795087814331,1.2293500900268555,84,0.0,11.519456624984741,-0.072794,171,121.654759749,0.00869943,952.4169590473175,0.999429,334.487520598,0.468433617434,-0.478751086045,141.796618158,0.072794,0.14299607276916504,2.96027e+10,2.71038e-09,24.1111
42.6717949766,77.3326878505,7.449411869049072,1.1835389137268066,85,0.0,12.218641519546509,-0.0893471,173,120.599151716,0.00707601,964.7529039382935,0.999547,322.096314898,0.16594211319,-57.8671012106,140.303062201,0.0893471,0.141312837600708,2.9661e+10,2.39368e-08,24.1131
42.083423903,80.9526954524,7.4071691036224365,1.1802246570587158,86,0.0,18.998879432678223,-0.10098,179,116.374515423,0.00955277,983.8647773265839,0.999836,291.70202186,0.661997832868,0.408798890192,134.712252456,0.10098,0.14044594764709473,2.98076e+10,3.71491e-08,24.118
41.8011994649,82.2265227819,7.409228563308716,1.1971027851104736,87,0.0,10.785488367080688,-0.0482106,171,120.98607958,0.003905,994.804074048996,0.999765,307.789836945,0.518898519352,0.103829520978,140.818605892,0.0482106,0.14024662971496582,2.97712e+10,1.11424e-08,24.1168
41.5954367352,80.7177353328,7.843602895736694,1.552065134048462,88,0.0,11.377418518066406,-0.0604236,179,116.615134624,0.00604671,1006.3251597881317,0.999668,325.133193516,0.114645554583,-699.986659099,134.972375412,0.0604236,0.14608454704284668,2.97222e+10,9.89444e-09,24.1152
43.4495222386,81.8343458495,7.668952465057373,1.2715656757354736,89,0.0,10.895546913146973,-0.0418146,171,121.456203346,0.00433801,1017.3377838134766,0.999892,317.329202282,0.30924450404,-2.96971638532,141.510708284,0.0418146,0.14713764190673828,2.9834e+10,-2.20723e-08,24.1189
46.3793953523,77.2490474757,7.5782694816589355,1.232128381729126,90,0.0,10.78706431388855,-0.0732442,173,120.52419167,0.00841166,1028.2347037792206,1.00009,322.215724812,0.635413449321,0.220558760602,140.515032321,0.0732442,0.1523141860961914,2.99328e+10,-1.12018e-08,24.1222
51.0641619615,79.9797363095,7.445002317428589,1.2076165676116943,91,0.0,10.599966526031494,-0.0931009,166,125.013501805,0.00388297,1038.9462797641754,1.00012,335.314384684,0.201612571476,-51.7113984192,147.027481445,0.0931009,0.14149737358093262,2.99471e+10,9.81612e-09,24.1227
44.1588393385,80.7692293637,7.4672510623931885,1.2320621013641357,92,0.0,10.644235134124756,-0.0661853,169,122.470157324,0.00573791,1049.6994271278381,1.00007,285.867079888,0.432867484564,-0.939216253547,142.971690921,0.0661853,0.140702486038208,2.99233e+10,4.46708e-08,24.1219
45.519098531,82.0299959067,7.642698049545288,1.2808804512023926,93,0.0,10.889134883880615,-0.0994252,168,123.089076834,0.00797329,1060.6977491378784,0.999986,309.838754951,0.563002120993,0.0736380165605,143.877729577,0.0994252,0.14052605628967285,2.98786e+10,-2.60361e-08,24.1204
48.1869285365,82.1197289385,7.409622430801392,1.1721827983856201,94,0.0,11.06644058227539,-0.0503266,163,126.346879365,0.00470881,1071.8737359046936,0.999963,263.254189447,0.172713823579,-84.5396885724,148.623890611,0.0503265,0.14107322692871094,2.98658e+10,-3.13521e-09,24.12
45.3580581237,81.3975027633,7.434828281402588,1.1773781776428223,95,0.0,11.22359824180603,-0.0933214,167,124.644483847,0.00914313,1083.2117021083832,0.999943,339.892547213,0.741343575226,0.475586897412,145.88886021,0.0933214,0.13993477821350098,2.98575e+10,1.59579e-08,24.1197
