MinReturn,AveragePolicyStd,dLoss,AverageReturn,ItrTime,ProcessExecTime,AbsLearnSignal,Iteration,MeanKLBefore,MaxReturn,AverageDiscountedReturn,LossAfter,PolicyExecTime,EnvExecTime,Perplexity,StdReturn,LossBefore,ExplainedVariance,Time,NumTrajs,MeanKL,Entropy
-374.541903039,0.990374,0.0522055,-347.073777755,3.5071308612823486,0.08817434310913086,0.735865362947,22,0.0,-263.517488831,-26.2329997192,-0.0522055,0.7785911560058594,1.677335262298584,4697.15,42.5883682079,-1.52588e-09,0.424592470326,85.05930233001709,5,0.00640988,8.45471
-420.212129924,0.990359,0.0595478,-344.979657733,3.6538233757019043,0.10231852531433105,0.736291956896,23,0.0,-269.909645225,-21.3174326717,-0.0595478,0.7970981597900391,1.732729434967041,4697.87,54.3274839172,3.43323e-09,0.408010058015,88.71654558181763,5,0.00986886,8.45486
-459.279423622,0.990043,0.0493784,-409.145752514,3.5880889892578125,0.08997750282287598,0.69966345974,24,0.0,-361.575030437,-38.5767976002,-0.0493784,0.801673173904419,1.7074439525604248,4689.07,34.4163285806,9.63211e-09,0.222030996286,92.41367363929749,5,0.00642279,8.45299
-433.877898712,0.988044,0.0682207,-362.030034887,3.5560834407806396,0.09615492820739746,0.727273086423,25,0.0,-290.049145788,-19.4086082716,-0.0682208,0.8040437698364258,1.7054505348205566,4632.92,55.5594626606,-6.71387e-08,-1.11222324012,95.97435235977173,5,0.00989443,8.44094
-411.781077245,0.988759,0.0593175,-357.174562043,3.6256489753723145,0.09802865982055664,0.752080316963,26,0.0,-299.0279713,-33.0216001309,-0.0593175,0.8166334629058838,1.7048697471618652,4652.48,36.656264195,-1.14441e-09,0.3802155001,99.60469675064087,5,0.0099848,8.44516
-412.693648125,0.98774,0.0668283,-365.710961259,3.6392061710357666,0.10271072387695312,0.729387594008,27,0.0,-309.401582174,-20.9985831456,-0.0668283,0.8506472110748291,1.724203109741211,4624.48,38.0138264394,-3.62396e-09,0.434861778605,103.35430645942688,5,0.0099732,8.43912
-366.8219514,0.988115,0.051889,-316.482147913,3.6475088596343994,0.10325121879577637,0.689836820204,28,0.0,-222.756360942,-10.671369868,-0.0518891,0.8290519714355469,1.7337570190429688,4635.28,53.647491963,-2.28882e-08,0.428323963012,107.00741314888,5,0.00645225,8.44145
-559.359115586,0.987477,0.0616832,-394.103799855,3.5580244064331055,0.09992074966430664,0.740810875002,29,0.0,-218.789562174,-28.0818913621,-0.0616832,0.8087882995605469,1.6960654258728027,4617.31,110.810787542,-1.71661e-09,-0.0397256127335,110.57063460350037,5,0.00993021,8.43757
-388.810745328,0.985849,0.0658763,-339.491387182,3.6251285076141357,0.09889745712280273,0.762612465659,30,0.0,-270.94510677,-18.2553712512,-0.0658764,0.824329137802124,1.7089605331420898,4571.79,42.6338830325,-1.64032e-08,-0.0302552958632,114.30791711807251,5,0.00991173,8.42766
-446.547718722,0.985372,0.0602405,-325.559764048,3.6553938388824463,0.10753870010375977,0.776961802472,31,0.0,-204.829029374,-20.3660726713,-0.0602404,0.844649076461792,1.7253332138061523,4558.03,93.9385755325,1.98364e-08,-1.12241388999,117.96883583068848,5,0.00998629,8.42465
-367.918709385,0.984591,0.0616796,-320.42293749,3.6761553287506104,0.10428428649902344,0.713635790318,32,0.0,-212.338362511,-25.3842334378,-0.0616796,0.8141922950744629,1.6977872848510742,4536.2,55.0777825997,1.14441e-09,0.514568758293,121.65070962905884,5,0.00984852,8.41985
-405.744268178,0.98291,0.0601412,-350.577128576,4.033958196640015,0.11415743827819824,0.73274396062,33,0.0,-275.589492308,-20.5132180816,-0.0601412,0.9562680721282959,1.945490837097168,4489.07,50.9589631316,-1.88828e-08,-0.146543782353,125.82981991767883,5,0.00997619,8.4094
-407.558095704,0.983433,0.0499306,-289.407596421,3.6570041179656982,0.09992814064025879,0.741968951507,34,0.0,-127.869312785,-27.3492565694,-0.0499306,0.7944772243499756,1.6930005550384521,4503.54,94.5465839999,4.57764e-09,0.0393392044575,129.49275374412537,5,0.00643789,8.41262
-385.13928788,0.982209,0.0610535,-259.444955983,3.502206325531006,0.10220646858215332,0.747818743267,35,0.0,-109.838976391,-21.5421856324,-0.0610534,0.767822265625,1.6626231670379639,4469.0,93.0373273535,5.41687e-08,0.081583986991,133.0000925064087,5,0.00991046,8.40492
-409.715794736,0.983023,0.0597407,-336.873861463,3.5975117683410645,0.09657669067382812,0.7557122143,36,0.0,-252.35574953,-27.1454562672,-0.0597407,0.793032169342041,1.7131080627441406,4489.72,54.0699164378,6.86645e-09,-1.67296577006,136.71707153320312,5,0.00997535,8.40954
-394.634382932,0.980649,0.0646465,-317.691172178,3.48372483253479,0.08830428123474121,0.72499431398,37,0.0,-171.770672559,-6.94632254365,-0.0646465,0.7638652324676514,1.6706602573394775,4423.64,75.9101119858,1.83105e-08,0.323175842132,140.20493268966675,5,0.0098941,8.39472
-440.80984693,0.980986,0.0621417,-297.646184298,3.582751512527466,0.09932923316955566,0.716789737298,38,0.0,-165.020924752,-21.9560675006,-0.0621417,0.7883358001708984,1.7149710655212402,4432.01,96.4323424733,-2.26498e-08,0.0856885727251,143.7933931350708,5,0.00990267,8.39661
-380.320417748,0.980457,0.0504952,-305.673574685,3.596911668777466,0.09872889518737793,0.685783099145,39,0.0,-224.715879875,-15.3523778766,-0.0504952,0.8065354824066162,1.6873726844787598,4416.91,59.934451774,1.33514e-08,0.225322224095,147.5008008480072,5,0.0064477,8.3932
-385.27743795,0.979283,0.0617113,-344.206420816,3.4949793815612793,0.08990216255187988,0.759979689256,40,0.0,-264.031408609,-34.105829374,-0.0617113,0.7708148956298828,1.6790835857391357,4384.3,42.8624345141,4.95911e-09,0.126573186684,150.9995186328888,5,0.00989644,8.38579
-449.20315039,0.980675,0.0505703,-337.103737138,3.5298454761505127,0.09120368957519531,0.724349960805,41,0.0,-232.963352144,-22.545590181,-0.0505703,0.7799270153045654,1.6788651943206787,4423.48,71.3132058841,1.44958e-08,0.0138262598182,154.53500628471375,5,0.00643423,8.39468
-411.883262628,0.978343,0.0619433,-343.786140871,3.5989606380462646,0.0963599681854248,0.757305250932,42,0.0,-283.047553111,-10.3473471639,-0.0619432,0.7982711791992188,1.7000715732574463,4360.63,42.008573097,2.16007e-08,0.480704913597,158.24483442306519,5,0.00996428,8.38037
-438.044464784,0.97887,0.0589681,-365.432342805,3.5516741275787354,0.09679222106933594,0.729121306417,43,0.0,-321.193304623,-31.2478345143,-0.0589682,0.801095724105835,1.6668291091918945,4373.23,40.1394821748,-2.30789e-08,0.0688649914261,161.80131936073303,5,0.00989621,8.38326
-402.134810927,0.977627,0.0506684,-349.697845796,3.6288490295410156,0.1003110408782959,0.697778813515,44,0.0,-315.438057982,-42.2383026942,-0.0506684,0.8450264930725098,1.686781883239746,4340.19,34.9519111109,-9.53674e-11,0.207461654205,165.43489456176758,5,0.00642728,8.37567
-388.101698755,0.977698,0.0610549,-331.248113815,3.6309218406677246,0.1006309986114502,0.737022114738,45,0.0,-242.95218479,-12.6090379871,-0.0610549,0.8573565483093262,1.7103214263916016,4342.04,53.3637726018,2.07901e-08,-0.200235428483,169.19086480140686,5,0.00992025,8.3761
-381.172088035,0.974058,0.0508035,-278.434154572,3.6762986183166504,0.10378456115722656,0.685692560227,46,0.0,-183.983283583,-24.718566383,-0.0508035,0.8605139255523682,1.708641767501831,4246.49,67.022942668,1.14441e-09,0.127291810215,172.87070226669312,5,0.00640865,8.35385
-362.076633846,0.973661,0.056502,-313.590549247,3.6632907390594482,0.09796690940856934,0.745320331309,47,0.0,-257.164025316,-5.97243053393,-0.0565021,0.8775842189788818,1.7218453884124756,4236.25,45.3970420529,-3.50952e-08,0.442452739891,176.53953909873962,5,0.00643897,8.35143
-337.524159723,0.974142,0.0476398,-319.709452493,3.6917903423309326,0.10198545455932617,0.73027151616,48,0.0,-306.471781975,-29.2073688582,-0.0476398,0.8691554069519043,1.709550380706787,4249.27,10.1012409672,-6.48499e-09,-0.493676003622,180.3432765007019,5,0.00646316,8.3545
-374.814354996,0.973909,0.0518819,-307.818574922,3.7617897987365723,0.10100913047790527,0.741690292372,49,0.0,-270.954616783,-15.2748765299,-0.0518818,0.8779847621917725,1.7257211208343506,4243.0,40.2029350183,7.05719e-09,0.212957818247,184.11015105247498,5,0.0064134,8.35303
-348.776347932,0.973843,0.0663745,-269.85446484,3.8657476902008057,0.10502505302429199,0.722181329873,50,0.0,-188.833176663,-19.1317958968,-0.0663745,0.9249610900878906,1.741297960281372,4242.06,59.2709781205,1.10626e-08,0.28319109583,187.98014378547668,5,0.00988014,8.35281
-411.282620925,0.975942,0.0523871,-296.93519641,3.7444424629211426,0.10495281219482422,0.737824380931,51,0.0,-126.172038019,-29.6452196786,-0.0523871,0.8641762733459473,1.734748125076294,4297.09,108.212952168,-1.13487e-08,0.222118258623,191.83401012420654,5,0.00641491,8.36569
-408.043611406,0.975327,0.0632465,-334.043878076,3.761545181274414,0.10480093955993652,0.737536379272,52,0.0,-261.066685789,-22.1118148052,-0.0632465,0.8752775192260742,1.739872932434082,4281.34,51.8587446602,-9.15527e-09,0.324544653253,195.6003658771515,5,0.00992953,8.36202
-476.56409012,0.97427,0.0638765,-293.611226079,3.6803479194641113,0.10118699073791504,0.736031489796,53,0.0,-119.968861087,-35.8506943376,-0.0638765,0.8670425415039062,1.698244333267212,4253.63,121.153765834,7.05719e-09,0.441951964815,199.28574013710022,5,0.00996388,8.35553
-413.748610045,0.975621,0.0607382,-313.888815824,3.7366814613342285,0.10665178298950195,0.767195038494,54,0.0,-271.426414638,-29.0874149477,-0.0607381,0.8674933910369873,1.7232577800750732,4289.58,51.5147030248,4.42505e-08,-1.47871844174,203.1365692615509,5,0.00986272,8.36395
-402.736408004,0.975206,0.063512,-326.99547126,3.61191725730896,0.0971980094909668,0.751556006173,55,0.0,-211.331169829,-22.7270202973,-0.063512,0.8321013450622559,1.6828727722167969,4277.44,64.7730311308,3.43323e-09,0.254469866428,206.75382494926453,5,0.00992983,8.36111
-413.094115501,0.975047,0.0632425,-322.014471271,3.6267542839050293,0.09645247459411621,0.708467117145,56,0.0,-200.155892677,-35.9062352706,-0.0632425,0.834902286529541,1.7012372016906738,4274.16,69.6934308048,-2.21252e-08,0.239595148903,210.3850326538086,5,0.0099509,8.36034
-358.784260139,0.975493,0.0609828,-301.931638751,3.744419813156128,0.10141944885253906,0.754083247827,57,0.0,-242.574849385,-17.9518362279,-0.0609828,0.8422598838806152,1.7113237380981445,4286.3,47.7114406864,-3.8147e-10,0.227080647292,214.24687957763672,5,0.00991861,8.36318
-334.408882269,0.976043,0.0491953,-262.405543582,3.684168815612793,0.10633301734924316,0.770911688951,58,0.0,-177.150703418,-13.0408248726,-0.0491953,0.84659743309021,1.6990814208984375,4299.23,51.6745074225,9.53674e-10,0.344766238667,217.93599033355713,5,0.00640732,8.36619
-396.044457954,0.977066,0.0616719,-339.935627726,3.701746702194214,0.10840463638305664,0.735100970291,59,0.0,-280.409423082,-23.1447643895,-0.0616719,0.854957103729248,1.7233784198760986,4326.8,38.2546113726,-1.297e-08,0.0541724025706,221.64146399497986,5,0.00998813,8.37258
-509.037912629,0.976248,0.0481865,-359.549155546,3.7991132736206055,0.11031150817871094,0.719661536755,60,0.0,-296.953570101,-26.7957646394,-0.0481866,0.871959924697876,1.7196424007415771,4303.47,77.0885056628,-2.67029e-08,-0.0307134751208,225.55898714065552,5,0.00644128,8.36718
-483.535611445,0.97552,0.0658894,-357.92623727,3.775184392929077,0.1128244400024414,0.76373165305,61,0.0,-254.277901258,-24.4393709713,-0.0658894,0.8994169235229492,1.7376477718353271,4283.9,77.7915903427,4.3869e-09,-0.0715145220639,229.33885884284973,5,0.00996143,8.36262
-350.075366951,0.975587,0.0640154,-289.418882084,3.764288902282715,0.10956978797912598,0.76176026363,62,0.0,-181.612238418,-10.1548583077,-0.0640154,0.8703558444976807,1.7073917388916016,4285.51,58.870978627,-6.48499e-09,0.270082413207,233.10876607894897,5,0.00991657,8.363
-430.849398445,0.975974,0.0525763,-314.975023228,3.7595558166503906,0.1044011116027832,0.724796692234,63,0.0,-206.672280909,-28.8271721428,-0.0525763,0.8917686939239502,1.718501091003418,4295.71,71.8504195788,1.5974e-08,-0.0279424573253,236.9896547794342,5,0.00641046,8.36537
-383.824848653,0.973977,0.0503163,-259.357056638,3.707811117172241,0.10270404815673828,0.743401432441,64,0.0,-77.8425069339,-16.0023803824,-0.0503163,0.8681902885437012,1.716644287109375,4244.1,100.171012244,-5.74112e-08,0.140242377689,240.70311450958252,5,0.00644623,8.35329
-308.759843967,0.971113,0.0629531,-201.552673052,3.6462814807891846,0.10377216339111328,0.789682271445,65,0.0,-39.4428950687,-2.57987032416,-0.0629531,0.8695688247680664,1.695936918258667,4170.08,99.5675702934,1.33514e-09,0.256859864468,244.35320591926575,5,0.00996915,8.33569
-335.632862735,0.968483,0.0596575,-305.179116449,3.7138757705688477,0.10368895530700684,0.759400856497,66,0.0,-233.325193681,-15.1478798771,-0.0596576,0.8771176338195801,1.7242624759674072,4102.74,36.7941171359,-1.10722e-07,-0.273110903763,248.19570636749268,5,0.00992527,8.31941
-389.975343689,0.966524,0.0487806,-273.835340918,3.6970176696777344,0.10698103904724121,0.768855887737,67,0.0,83.2496878293,-12.9167037973,-0.0487807,0.8765127658843994,1.739304542541504,4052.86,179.454089481,-2.31743e-08,0.0493471502194,251.89792728424072,5,0.00645377,8.30718
-344.120081817,0.966413,0.0613736,-248.774454982,3.6238553524017334,0.10326123237609863,0.755691833865,68,0.0,-176.489209578,-18.0483524894,-0.0613736,0.8393969535827637,1.6749885082244873,4049.73,56.220688348,-1.10626e-08,0.0322729919814,255.52750277519226,5,0.00990839,8.30641
-408.778945867,0.967067,0.0636152,-291.528746683,3.69183611869812,0.1027224063873291,0.779449361434,69,0.0,-154.042257197,-15.7157736779,-0.0636152,0.8509235382080078,1.704906940460205,4067.37,89.7559764288,1.48773e-08,0.306654449436,259.33374094963074,5,0.00995719,8.31075
-476.163308316,0.965417,0.0481085,-305.866827325,3.6851396560668945,0.10564374923706055,0.718729268101,70,0.0,-80.6623733424,-27.2612404521,-0.0481085,0.8465557098388672,1.7013773918151855,4026.37,139.885816915,-1.33514e-08,0.175545445487,263.02451276779175,5,0.00644649,8.30062
-350.980294466,0.964161,0.0632854,-268.525644809,3.65749192237854,0.10071539878845215,0.759418503803,71,0.0,-167.464815887,-19.1325293478,-0.0632854,0.8551449775695801,1.7045495510101318,3994.24,58.6669470827,3.05176e-09,0.3423860047,266.686630487442,5,0.00998712,8.29261
-366.54014713,0.962827,0.0486702,-257.510804101,3.613940954208374,0.10249757766723633,0.751466706213,72,0.0,-212.325135123,-15.6007121239,-0.0486702,0.8408288955688477,1.686009407043457,3960.69,55.7049224726,7.24792e-09,0.309590224864,270.40986490249634,5,0.00642399,8.28417
-364.269858282,0.962874,0.0623917,-283.518785946,3.7142505645751953,0.1025230884552002,0.787115716408,73,0.0,-141.240283815,-14.949517742,-0.0623917,0.8690252304077148,1.7287464141845703,3960.64,81.0988930364,2.06947e-08,0.558311669495,274.1299452781677,5,0.00993396,8.28416
-331.437199255,0.964217,0.0555153,-283.160020182,3.6567065715789795,0.09987163543701172,0.726232210909,74,0.0,-159.22773587,-0.86932480503,-0.0555153,0.8438949584960938,1.6928880214691162,3993.35,63.4575089547,8.86917e-09,0.624542910446,277.7915198802948,5,0.00641577,8.29239
-367.567430651,0.966407,0.0475109,-254.908111702,3.640350818634033,0.09950566291809082,0.710064543312,75,0.0,-138.99479773,-16.1934139428,-0.0475108,0.8360903263092041,1.6960999965667725,4047.96,84.7705034457,2.70844e-08,-0.063869496954,281.54091811180115,5,0.0064124,8.30597
-296.695853025,0.96587,0.0631196,-255.892222986,3.614135265350342,0.09881091117858887,0.753526048776,76,0.0,-106.877245759,-17.9537015018,-0.0631196,0.8244359493255615,1.6911699771881104,4034.49,74.5411453261,-1.99318e-08,0.334633834467,285.16022062301636,5,0.00997399,8.30263
-380.984543282,0.965412,0.0484092,-280.400597085,3.5616416931152344,0.09641790390014648,0.722996331766,77,0.0,-34.1415472554,-23.0463008818,-0.0484092,0.8090066909790039,1.6759428977966309,4021.61,126.941905142,1.79291e-08,0.00687075951613,288.72607135772705,5,0.00642104,8.29944
-334.333267857,0.964267,0.069705,-234.885777161,3.627164125442505,0.09380507469177246,0.782267449482,78,0.0,11.9038446024,-7.36673703206,-0.0697051,0.8269681930541992,1.7070326805114746,3992.54,126.020758136,-5.07355e-08,0.190353412406,292.4616644382477,5,0.00988484,8.29218
-454.070383437,0.964672,0.0621917,-280.655824269,3.676392078399658,0.09651756286621094,0.786497813229,79,0.0,-132.931594151,-19.6679985952,-0.0621917,0.8376712799072266,1.71435546875,4003.23,103.283684134,9.72748e-09,-1.5124677768,296.1428802013397,5,0.00992694,8.29486
-297.726405934,0.964232,0.0520406,-264.941645292,3.6874616146087646,0.09971785545349121,0.779533563211,80,0.0,-222.821874609,-3.76455643036,-0.0520406,0.8616383075714111,1.7075796127319336,3991.77,24.1084910503,-1.23978e-09,0.338605638508,299.83481311798096,5,0.00646922,8.29199
-360.698964532,0.962872,0.0634156,-294.571524874,3.6985068321228027,0.10524415969848633,0.690188947911,81,0.0,-245.303623345,-9.07425353905,-0.0634156,0.8537745475769043,1.7144038677215576,3957.78,39.6037052899,-1.71661e-09,0.267730473729,303.6414957046509,5,0.00995209,8.28344
-330.773306391,0.962948,0.0647088,-254.539354469,3.747776746749878,0.10126948356628418,0.735809776707,82,0.0,-173.332866531,-28.2360414867,-0.0647087,0.8761451244354248,1.7155416011810303,3959.1,61.1751224503,2.82526e-08,-0.546981926113,307.3928985595703,5,0.00988591,8.28377
-332.895640496,0.964706,0.0629497,-294.840442923,3.7643721103668213,0.10799455642700195,0.75529539803,83,0.0,-200.780386456,-20.0792254344,-0.0629497,0.8842575550079346,1.7293641567230225,4002.33,48.9163632205,-1.16348e-08,-0.083204630466,311.16138434410095,5,0.00993582,8.29463
-300.135734443,0.96514,0.0604768,-229.976586652,3.654095411300659,0.10015583038330078,0.778449666923,84,0.0,-167.836893224,-19.2681787445,-0.0604768,0.8331592082977295,1.7112791538238525,4011.8,52.4302157758,-6.67572e-09,0.112831826969,314.9306833744049,5,0.00998384,8.29699
-198.23845948,0.963226,0.0504783,-114.263878578,3.714008092880249,0.10138654708862305,0.742389310163,85,0.0,86.6414178155,3.50624524471,-0.0504783,0.8619844913482666,1.7133512496948242,3964.51,102.694862273,-4.19617e-09,0.444016729528,318.6497004032135,5,0.00641534,8.28514
-201.573829703,0.963427,0.0610222,-146.198286265,3.5964443683624268,0.09829378128051758,0.778385933476,86,0.0,-31.7178736334,-10.3438202062,-0.0610223,0.8141827583312988,1.6919035911560059,3970.03,60.6023986526,-2.32697e-08,0.0471063358919,322.2516448497772,5,0.00990359,8.28653
-271.320721325,0.962769,0.0509093,-242.234961291,3.6705644130706787,0.1004488468170166,0.737028001689,87,0.0,-200.121324109,-19.0087549844,-0.0509093,0.8527073860168457,1.7125322818756104,3952.37,28.1104702853,3.50475e-09,0.0106804922893,326.03155994415283,5,0.00640474,8.28207
-380.328685566,0.9621,0.0505326,-313.090223506,3.680237054824829,0.09987068176269531,0.754364394161,88,0.0,-222.093271448,-13.5947816246,-0.0505327,0.8521521091461182,1.7158653736114502,3936.7,51.3834643722,-6.02722e-08,-0.406450845817,329.7169680595398,5,0.00644466,8.2781
-392.160919675,0.96062,0.0482279,-286.11603025,3.659989833831787,0.09798574447631836,0.754203558872,89,0.0,-138.46897736,-13.1884818548,-0.048228,0.837071418762207,1.7044398784637451,3902.18,84.5765568106,-4.00543e-08,0.169129805994,333.3819088935852,5,0.00642293,8.26929
-316.581362997,0.960162,0.0624682,-229.12880751,3.6880433559417725,0.10281610488891602,0.766569133235,90,0.0,14.1508527295,-12.1083902329,-0.0624683,0.8208861351013184,1.69205904006958,3891.29,122.654176328,-2.86102e-08,0.129019173116,337.18581342697144,5,0.0098619,8.2665
-363.186558885,0.961446,0.0488709,-272.342221739,3.6782689094543457,0.09960508346557617,0.757262771321,91,0.0,-93.0163481331,-32.6626737892,-0.0488708,0.8126406669616699,1.7045695781707764,3924.56,95.8840673138,1.67847e-08,0.130669906287,340.8691201210022,5,0.00642549,8.27501
-371.066850577,0.959701,0.0650119,-244.708737766,3.685866117477417,0.10433721542358398,0.757680778116,92,0.0,-158.211500724,-33.7552508264,-0.0650118,0.8334486484527588,1.6934058666229248,3880.88,93.0964990641,1.87874e-08,0.423757148281,344.5590994358063,5,0.00995583,8.26382
-399.982617023,0.961009,0.0497186,-244.469997745,3.6127498149871826,0.1020348072052002,0.79546072268,93,0.0,-132.967724735,-16.0741995506,-0.0497186,0.7924628257751465,1.6660256385803223,3911.54,109.989745598,-9.15527e-09,-0.391283669671,348.2886862754822,5,0.00642484,8.27169
-310.46254596,0.958136,0.063752,-145.097093874,3.6219866275787354,0.10198092460632324,0.770398726547,94,0.0,81.5649300529,-11.5181955123,-0.063752,0.7994194030761719,1.681645154953003,3840.84,142.274697035,1.12534e-08,0.120077898098,351.91415143013,5,0.00993373,8.25345
