Iteration,AverageQLoss,AbsLearnSignal,ProcessExecTime,dLoss,Time,AverageReturn,AverageAbsQYDiff,PolicyExecTime,AverageDiscountedReturn,MinReturn,AverageY,AveragePolicyStd,LossBefore,MeanKLBefore,AverageAbsQ,AbsLearnSignalNew,NumTrajs,LossAfter,Perplexity,MaxReturn,AbsLearnSignalOld,EnvExecTime,AverageQ,ExplainedVariance,Entropy,StdReturn,ItrTime,MeanKL,AverageAbsY
297,54.4081,0.539796005529,0.13827180862426758,0.072998,19732.882687807083,445.599336927,5.31328837063,1.1821534633636475,286.925961543,232.293929436,188.644360168,0.992822,-190.324,0.0,188.705,0.539796005529,56,-190.397,2.64539e+10,881.308526766,0.539653966572,10.028709173202515,188.637,-0.255951696891,23.9987,119.163846802,65.98578572273254,0.00978273,188.681340246
298,55.2211,0.719331802512,0.14247345924377441,0.0810394,19800.43019270897,432.211336123,5.33477751413,1.2591180801391602,283.031925885,263.800108541,188.190832407,0.993006,-184.072,0.0,188.263,0.719331802512,58,-184.153,2.65377e+10,690.298872784,0.71904285978,10.31849980354309,188.184,0.598318716497,24.0018,94.7132616088,67.4222846031189,0.00983338,188.232097146
299,54.6817,0.532863954312,0.13863110542297363,0.074295,19867.831909894943,436.457134402,5.3128176651,1.156261682510376,280.928450752,264.486715761,188.367347835,0.992931,-186.841,0.0,188.437,0.532863954312,58,-186.915,2.65033e+10,1206.92911574,0.532970774078,9.85300326347351,188.359,-0.179555402981,24.0005,157.822028067,67.27945876121521,0.00976747,188.405461053
300,55.4951,0.555239181779,0.14301657676696777,0.0825958,19935.17343854904,457.359079287,5.32874105659,1.2442448139190674,291.84734591,258.581313436,187.671278607,0.993021,-187.721,0.0,187.752,0.555239181779,55,-187.804,2.65433e+10,785.311012446,0.5552568321,10.303981065750122,187.664,-0.357328575487,24.002,116.480218244,67.2170557975769,0.00949217,187.720924738
301,55.4187,0.676945812337,0.1455061435699463,0.0858154,20003.173018932343,427.63201187,5.33276159613,1.2796714305877686,281.453619347,252.801099275,187.882622464,0.993014,-184.75,0.0,187.972,0.676945812337,59,-184.836,2.65392e+10,781.300557596,0.676798584513,10.515860795974731,187.875,0.518822909079,24.0019,94.8754189495,67.87064862251282,0.00996234,187.936689949
302,55.9527,0.711044672119,0.1410512924194336,0.0854797,20069.538234472275,420.24929934,5.34460594099,1.2203848361968994,277.721213349,260.54987894,187.723804832,0.993162,-184.251,0.0,187.823,0.711044672119,59,-184.337,2.66065e+10,817.244795186,0.710949461739,10.260480403900146,187.717,0.524778447914,24.0044,102.966180437,66.23437929153442,0.00968317,187.779380589
303,55.8745,0.697395259502,0.14415478706359863,0.0836029,20136.27795290947,426.345297178,5.31416401235,1.259319543838501,281.49718761,251.281042476,187.441862786,0.993215,-189.32,0.0,187.551,0.697395259502,59,-189.403,2.66306e+10,723.398965353,0.697745125317,10.476179122924805,187.435,0.482919736628,24.0053,94.4147586684,66.60909533500671,0.009691,187.505575895
304,54.6664,0.622572342508,0.14070534706115723,0.0884857,20202.959199666977,440.851717007,5.2608431918,1.2323696613311768,284.522838049,265.993299903,186.979616053,0.993274,-186.496,0.0,187.098,0.622572342508,56,-186.584,2.66566e+10,878.069094069,0.622316029072,10.111497163772583,186.972,0.23029744532,24.0063,122.747915958,66.52868556976318,0.00932932,187.047569916
305,53.503,0.693669311878,0.1411116123199463,0.079895,20269.697195529938,434.084759726,5.22996785926,1.2356452941894531,284.614728134,290.012438366,187.187310137,0.993337,-187.827,0.0,187.303,0.693669311878,58,-187.907,2.66846e+10,689.761020028,0.693958994571,10.17732548713684,187.18,0.493374445016,24.0074,97.9423222105,66.61997318267822,0.00973073,187.252206873
306,53.203,0.566201892073,0.14241671562194824,0.0827484,20335.858571767807,428.807379466,5.20615175177,1.2346036434173584,282.5451023,247.450322142,187.366693998,0.993345,-185.548,0.0,187.484,0.566201892073,59,-185.631,2.66891e+10,682.908060623,0.566021450486,10.19765305519104,187.36,0.438330847034,24.0075,98.1597734932,66.04296112060547,0.00978498,187.437350619
307,53.3368,0.530025959146,0.14275717735290527,0.06633,20402.78448843956,455.597966694,5.20626028026,1.2522695064544678,292.752635841,262.636592406,187.377184137,0.993533,-187.517,0.0,187.503,0.530025959146,54,-187.584,2.67748e+10,758.857904778,0.530139139075,10.24278712272644,187.37,0.16572627076,24.0107,101.706218546,66.79274654388428,0.00741741,187.452172246
308,52.6258,0.604268705725,0.1367487907409668,0.0823364,20473.822457551956,449.1380843,5.17413253437,1.171980619430542,289.983814572,254.755863743,187.500596028,0.993595,-189.522,0.0,187.609,0.604268705725,56,-189.604,2.6803e+10,892.436151152,0.604110599694,9.983971357345581,187.492,0.161264006473,24.0118,110.936087953,70.92601466178894,0.00935355,187.565099396
309,52.5499,0.656882240985,0.1407616138458252,0.127319,20541.184980869293,456.741531866,5.17216358213,1.156397819519043,290.813203917,244.389699123,187.728849219,0.993758,-188.699,0.0,187.841,0.656882240985,56,-188.827,2.68778e+10,1103.72719006,0.656936536752,10.024066686630249,187.722,0.259404511813,24.0146,140.166648189,67.24045085906982,0.00734459,187.794824466
310,51.4738,0.648109517259,0.13683581352233887,0.078476,20609.240210533142,450.619577249,5.11410873075,1.1399343013763428,291.19030703,243.873663789,187.552168121,0.993701,-189.966,0.0,187.663,0.648109517259,56,-190.045,2.68501e+10,696.88218562,0.648161836835,9.784521102905273,187.547,0.338869237175,24.0135,106.340798444,67.92640542984009,0.00944823,187.612288761
311,51.7304,0.65446028272,0.1379086971282959,0.0818329,20675.99620604515,459.032996364,5.10477258018,1.1730046272277832,292.993675215,255.120028195,187.550736898,0.993767,-189.105,0.0,187.653,0.65446028272,54,-189.186,2.68807e+10,847.91528744,0.654363828659,9.988452434539795,187.544,0.346976216444,24.0147,117.375194937,66.6274254322052,0.00989393,187.608557101
312,51.0387,0.425313366986,0.1371471881866455,0.115311,20741.71838402748,454.687659488,5.08545142629,1.119610071182251,291.993956705,260.107160935,187.50457098,0.993653,-189.792,0.0,187.605,0.425313366986,55,-189.907,2.68282e+10,923.827276574,0.42545719204,9.686748504638672,187.498,-0.770360272585,24.0127,118.880725865,65.59428691864014,0.0098951,187.559461595
313,50.8411,0.719270509654,0.1355290412902832,0.08461,20808.38583946228,446.849990496,5.08344134575,1.121638298034668,287.18933314,203.698434141,187.534168342,0.993679,-186.853,0.0,187.638,0.719270509654,55,-186.938,2.68402e+10,739.254635392,0.719282934416,9.709654808044434,187.526,0.549776179758,24.0132,121.777821959,66.5383870601654,0.00979461,187.593759443
314,51.3452,0.674218821826,0.14008855819702148,0.0705566,20875.536290168762,474.883400836,5.09753237566,1.174121379852295,296.184477688,277.571080115,187.589641684,0.993704,-191.151,0.0,187.691,0.674218821826,52,-191.222,2.68505e+10,939.661340174,0.674451309327,10.238916397094727,187.583,0.340962824805,24.0135,151.374297445,67.0206208229065,0.00940362,187.648401189
315,52.3107,0.610062111674,0.14005398750305176,0.0801086,20942.641738653183,474.771043213,5.14213075611,1.1743321418762207,299.392961751,244.642963127,187.66098686,0.99359,-191.722,0.0,187.76,0.610062111674,53,-191.802,2.67982e+10,833.59395288,0.609800107305,10.04724383354187,187.656,-0.10385221972,24.0116,115.084941561,66.96473813056946,0.00968036,187.713135863
316,51.3465,0.703228838506,0.14725971221923828,0.0791473,21009.604420423508,465.275879125,5.10125872715,1.2340750694274902,298.667805088,252.773231398,188.12143494,0.993651,-192.307,0.0,188.221,0.703228838506,55,-192.386,2.68259e+10,649.24267696,0.703146679259,10.416054487228394,188.114,0.639596975566,24.0126,83.1140336682,66.83770060539246,0.00984262,188.178941689
317,51.7848,0.294590798527,0.14271044731140137,0.0951385,21076.299283504486,476.689510598,5.12621505828,1.2099730968475342,300.804286437,316.904775502,188.307030202,0.993592,-190.368,0.0,188.408,0.294590798527,53,-190.463,2.67979e+10,766.791587065,0.294651261743,10.203780174255371,188.301,-5.31294153918,24.0116,107.910259154,66.56893658638,0.00923184,188.360406702
318,52.1525,0.668948406967,0.14628314971923828,0.0791779,21143.595440864563,456.11846585,5.14422134203,1.2470717430114746,293.054332102,317.897345076,188.706434493,0.993522,-187.088,0.0,188.808,0.668948406967,54,-187.168,2.67658e+10,703.704178721,0.668880182756,10.512143850326538,188.701,0.46230316184,24.0104,91.5033996032,67.1683075428009,0.00965585,188.760455145
319,52.6618,0.666611063092,0.14121174812316895,0.0782776,21211.08428311348,491.347897498,5.15775967306,1.2149970531463623,304.582243224,286.368697339,188.62593922,0.993473,-195.03,0.0,188.723,0.666611063092,51,-195.108,2.67422e+10,920.443780356,0.666660516502,10.182792663574219,188.621,0.501781452263,24.0095,136.206725413,67.35300660133362,0.009887,188.676401219
320,54.1166,0.56024047409,0.13786053657531738,0.0754395,21277.769618988037,462.189031751,5.20349183073,1.182203769683838,293.206962809,238.370884062,189.135527793,0.993335,-192.758,0.0,189.243,0.56024047409,54,-192.834,2.66786e+10,1037.68111892,0.560398722899,9.76953387260437,189.129,-0.267727091766,24.0071,132.506587444,66.54814839363098,0.00960935,189.194766114
321,53.2869,0.496437793023,0.1487717628479004,0.0865784,21345.278047561646,432.870452118,5.18819966233,1.2561571598052979,283.129635399,237.853602971,189.402251645,0.993279,-189.632,0.0,189.505,0.496437793023,58,-189.718,2.66531e+10,645.270438374,0.496412009111,10.299952030181885,189.395,-0.719952611569,24.0062,100.215037204,67.38651776313782,0.0099209,189.456168068
322,54.1308,0.681637449186,0.14406442642211914,0.079895,21412.937817811966,453.763980849,5.23901381867,1.2530298233032227,292.152299221,264.762609546,189.520206116,0.993325,-193.348,0.0,189.622,0.681637449186,56,-193.428,2.66745e+10,791.898586277,0.681534199987,10.172276258468628,189.515,0.551797559746,24.007,110.39686825,67.53008580207825,0.00986463,189.573886952
323,53.9398,0.536737541581,0.14441514015197754,0.0788727,21481.57632112503,446.274522974,5.23969079367,1.246384859085083,287.425698384,225.307112346,189.698955688,0.99354,-193.864,0.0,189.8,0.536737541581,56,-193.943,2.67727e+10,778.821327362,0.536496897337,10.177500486373901,189.693,-0.382972157808,24.0106,123.255504708,68.50987672805786,0.00986424,189.751719966
324,55.1054,0.709977663861,0.1455082893371582,0.0878754,21549.61170887947,437.353371095,5.28202284094,1.262181043624878,284.926718692,221.280887211,189.687535931,0.993396,-192.701,0.0,189.791,0.709977663861,57,-192.789,2.67075e+10,686.680395538,0.710325076021,10.474022150039673,189.683,0.508245711665,24.0082,102.777863268,67.89591145515442,0.00969592,189.739932877
325,54.5965,0.608316202322,0.14566659927368164,0.0884094,21616.921795129776,446.195391563,5.25599231638,1.2652053833007812,287.314463756,216.364837785,189.715123402,0.993552,-193.979,0.0,189.808,0.608316202322,57,-194.067,2.67799e+10,1068.28953667,0.608308381461,10.40220594406128,189.709,0.265857249312,24.0109,133.389815232,67.16644835472107,0.00939111,189.761105539
326,54.1381,0.663291176782,0.14428162574768066,0.0830078,21685.104036808014,462.191195707,5.24962914666,1.2327752113342285,293.945377506,215.851125102,189.826058577,0.993818,-195.653,0.0,189.921,0.663291176782,54,-195.736,2.69023e+10,734.336604089,0.663530562152,10.390119075775146,189.819,0.366983367548,24.0155,115.252097732,68.05756211280823,0.00953083,189.875946709
327,53.9488,0.713934852176,0.1467289924621582,0.0759888,21752.57050871849,446.534013399,5.23956431857,1.2687926292419434,287.226277291,222.140030377,189.979776654,0.993873,-195.21,0.0,190.085,0.713934852176,56,-195.286,2.69271e+10,706.502787489,0.713749048273,10.42025637626648,189.975,0.522000497293,24.0164,118.312414224,67.33920526504517,0.00650471,190.037700152
328,53.9135,0.66940504234,0.14487004280090332,0.064682,21820.73669052124,424.017825084,5.23661073224,1.2652201652526855,279.601850504,199.189280273,189.379011516,0.993913,-193.974,0.0,189.48,0.66940504234,59,-194.038,2.69449e+10,742.559771352,0.669294532196,10.427873134613037,189.372,0.437785327539,24.0171,104.12869821,68.03973388671875,0.00644995,189.43225985
329,53.4451,0.721578308022,0.14531397819519043,0.064209,21889.45988368988,439.692202057,5.21337592116,1.2888517379760742,287.858615832,243.229619101,189.541159959,0.993972,-194.22,0.0,189.643,0.721578308022,57,-194.284,2.69722e+10,687.38646169,0.721199302806,10.521894693374634,189.536,0.657584824525,24.0181,80.4528800599,68.5930106639862,0.00646571,189.59494342
330,54.1286,0.719885030606,0.14351725578308105,0.0797882,21956.43273305893,442.031257325,5.22790958496,1.2562577724456787,286.294946802,220.457548141,189.621209091,0.993853,-195.345,0.0,189.718,0.719885030606,58,-195.425,2.69178e+10,841.294621825,0.719709662105,10.488597393035889,189.615,0.591705785531,24.0161,117.191289807,66.84746932983398,0.00999966,189.673768117
331,53.5378,0.620412420598,0.14386749267578125,0.0913849,22023.084913015366,449.487390048,5.23433504825,1.269789457321167,290.551427475,213.799525416,189.007615627,0.99368,-195.153,0.0,189.109,0.620412420598,56,-195.244,2.68382e+10,783.63779324,0.620200485473,10.536494731903076,189.001,0.17165797544,24.0131,97.8206147035,66.51753234863281,0.00993642,189.059788526
332,53.917,0.610536794296,0.14500856399536133,0.0789795,22089.177557706833,429.067571465,5.22130787361,1.2441260814666748,282.003956467,240.471051094,188.913156403,0.993821,-196.124,0.0,189.027,0.610536794296,60,-196.203,2.69028e+10,676.469885456,0.610605274165,10.305047988891602,188.906,0.396791575894,24.0155,104.722733543,65.95962691307068,0.0091268,188.974627213
333,52.9964,0.705771473302,0.14528775215148926,0.0899658,22155.92618918419,459.384408088,5.18429146254,1.2519242763519287,292.754749645,205.872986965,189.060996075,0.993868,-198.634,0.0,189.173,0.705771473302,55,-198.724,2.69247e+10,789.361532333,0.705751122447,10.405807256698608,189.056,0.580789375239,24.0163,118.860727409,66.61520528793335,0.00974464,189.124018372
334,53.4159,0.565076312827,0.14197587966918945,0.0751495,22222.50806570053,459.680903879,5.20759752652,1.2310726642608643,293.388351642,282.259294931,188.649316908,0.993901,-196.105,0.0,188.767,0.565076312827,54,-196.18,2.69395e+10,981.663078192,0.564982341083,10.304250955581665,188.644,0.22592430741,24.0169,115.14155875,66.45304465293884,0.00987234,188.712240101
335,52.7158,0.61572126362,0.14107728004455566,0.0860596,22288.532583236694,428.161166211,5.17669321942,1.2304117679595947,280.667359227,202.902905299,188.698738027,0.994035,-188.001,0.0,188.808,0.61572126362,58,-188.087,2.7001e+10,842.076875477,0.615480627643,10.075530052185059,188.692,0.0864399858477,24.0191,109.802543244,65.89785289764404,0.00922728,188.754197849
336,52.9997,0.707971090552,0.14618945121765137,0.0777283,22356.273770332336,442.596040435,5.18309598558,1.3155796527862549,288.328224232,247.186361377,189.193334672,0.994016,-193.751,0.0,189.299,0.707971090552,57,-193.829,2.69922e+10,660.151713484,0.708005607951,10.697975397109985,189.187,0.551969105668,24.0188,90.3241703435,67.6081292629242,0.00974795,189.24832694
337,52.3241,0.600063569028,0.14349150657653809,0.0722351,22423.464858293533,463.087878604,5.1785668902,1.264530897140503,295.41681548,207.073122042,188.719145077,0.99392,-197.94,0.0,188.823,0.600063569028,55,-198.012,2.69483e+10,729.51244417,0.600026002324,10.356601238250732,188.715,0.554456259677,24.0172,107.348566451,67.06422805786133,0.00663144,188.773452417
338,52.4382,0.64405518472,0.14514374732971191,0.0997772,22490.18667268753,439.144092719,5.17759014167,1.2265396118164062,286.888000802,207.946559275,188.526774745,0.994076,-196.999,0.0,188.625,0.64405518472,57,-197.098,2.702e+10,706.851506794,0.644202603328,10.116513013839722,188.521,0.339246411456,24.0198,93.32104133,66.59697413444519,0.00948882,188.578695434
339,52.5964,0.719094623601,0.14103293418884277,0.0816345,22557.361187696457,458.859636706,5.17916694566,1.2577264308929443,294.699995364,245.040741295,188.39455159,0.994136,-201.528,0.0,188.502,0.719094623601,55,-201.61,2.70471e+10,855.080865136,0.719282593965,10.019274473190308,188.389,0.689303477388,24.0208,103.330166865,67.03935766220093,0.00944244,188.449547062
340,52.8876,0.710219767102,0.14480257034301758,0.0810699,22624.524152755737,457.591441557,5.18857255065,1.2177419662475586,295.375852734,275.671615247,188.500074284,0.993941,-197.33,0.0,188.601,0.710219767102,56,-197.411,2.69565e+10,697.654682354,0.710319335363,9.97495698928833,188.495,0.563528477126,24.0175,88.0058290794,67.03512644767761,0.00974301,188.554761219
341,52.992,0.637838420791,0.14339137077331543,0.0867462,22691.861396551132,418.863632278,5.20265808628,1.2431559562683105,279.920554948,267.093361887,188.266296425,0.993878,-192.353,0.0,188.371,0.637838420791,61,-192.44,2.69263e+10,628.268827616,0.637680221103,10.29681658744812,188.261,0.462535760035,24.0164,77.1831201328,67.20965099334717,0.00890149,188.322038241
342,53.6409,0.727362997017,0.14198541641235352,0.074585,22757.701158046722,450.546545019,5.21888265556,1.2296226024627686,293.340692162,281.735334107,187.718306757,0.993855,-195.517,0.0,187.82,0.727362997017,57,-195.591,2.69157e+10,637.793297086,0.727219061804,10.031526327133179,187.712,0.722058161634,24.016,79.7134938672,65.70803809165955,0.00967057,187.773679448
343,53.7158,0.660884916661,0.14786195755004883,0.0799561,22825.25684070587,445.722290286,5.23372807216,1.2607948780059814,289.396498556,228.484917557,187.716661541,0.993827,-197.939,0.0,187.82,0.660884916661,57,-198.019,2.69029e+10,701.806859052,0.660262595331,10.369121551513672,187.711,0.531161761824,24.0155,96.6851155643,67.43190407752991,0.00948347,187.77358051
344,53.5891,0.574783737882,0.14595746994018555,0.0733337,22891.860068321228,456.491541789,5.20832402882,1.2879257202148438,293.38886521,263.741651595,187.742816108,0.993845,-198.783,0.0,187.853,0.574783737882,56,-198.856,2.69117e+10,778.412568396,0.574754502116,10.592894554138184,187.737,0.274159732325,24.0158,109.067838805,66.46907353401184,0.00963762,187.805098968
345,52.6274,0.696168653905,0.14169621467590332,0.083725,22958.02917122841,478.346014788,5.17465620504,1.2258970737457275,304.137967098,317.91582909,187.672005933,0.993967,-201.382,0.0,187.787,0.696168653905,54,-201.465,2.6967e+10,775.327525397,0.696165617474,10.282249450683594,187.667,0.601940654455,24.0179,91.9473808769,66.0425066947937,0.00985326,187.732310935
346,53.0392,0.401657812048,0.14519429206848145,0.0739746,23024.826235294342,471.620988879,5.1860565343,1.2780060768127441,300.963985417,331.773731773,187.633899296,0.994153,-196.873,0.0,187.743,0.401657812048,54,-196.947,2.7052e+10,761.162181075,0.401730095847,10.551323652267456,187.629,-1.07198303553,24.021,92.0580367099,66.66704964637756,0.00982755,187.69119185
347,52.7289,0.61036748482,0.14578914642333984,0.0958405,23090.46830534935,445.53175747,5.17150070606,1.250075101852417,289.977090189,237.380410739,187.394995318,0.994273,-194.991,0.0,187.507,0.61036748482,58,-195.087,2.71082e+10,795.696303143,0.610296000812,10.200759887695312,187.391,0.441925295557,24.0231,98.9221946218,65.51454567909241,0.00982794,187.451889846
348,51.2913,0.733197975963,0.14430642127990723,0.0831451,23157.06446146965,471.708627585,5.11910305446,1.2323353290557861,299.279407722,313.523727084,187.237957044,0.994339,-196.245,0.0,187.347,0.733197975963,54,-196.328,2.71379e+10,940.986990587,0.733120256524,10.330231428146362,187.232,0.494769376541,24.0242,119.992478713,66.47161149978638,0.0098483,187.293217033
349,51.9513,0.702611822635,0.1387925148010254,0.0641632,23224.560910224915,473.584496346,5.13432830757,1.205517053604126,299.029333852,222.890354889,186.763954515,0.994215,-198.166,0.0,186.882,0.702611822635,53,-198.23,2.70805e+10,946.057139027,0.702416095816,10.04093050956726,186.758,0.404921908535,24.0221,127.177089646,67.3720211982727,0.00648269,186.829706727
350,51.6853,0.632320269978,0.14582371711730957,0.0753784,23290.953147888184,441.772126052,5.12677272807,1.2806613445281982,290.450570309,265.841848437,187.051474002,0.994075,-196.703,0.0,187.165,0.632320269978,58,-196.779,2.70153e+10,731.029387479,0.632626196311,10.502053022384644,187.045,0.511176804104,24.0197,83.569895856,66.25882387161255,0.00962025,187.114534336
351,51.188,0.585547577549,0.14070701599121094,0.087326,23357.79374909401,456.840070178,5.12289293127,1.1774272918701172,294.211937294,297.185193581,187.205127765,0.993987,-196.109,0.0,187.316,0.585547577549,55,-196.196,2.69729e+10,929.793164603,0.585477736314,9.972269773483276,187.201,0.221363273467,24.0181,107.263045021,66.7159972190857,0.00942562,187.262112095
352,50.9525,0.637549149685,0.14289522171020508,0.0762024,23425.246471881866,459.822559844,5.08890142785,1.2319562435150146,297.443995078,277.754622809,187.444876526,0.994084,-195.734,0.0,187.552,0.637549149685,56,-195.811,2.70184e+10,679.462018836,0.63761861706,10.188461542129517,187.439,0.432062619348,24.0198,80.5658841392,67.3252923488617,0.00959406,187.502203894
353,50.9221,0.617420787253,0.1407010555267334,0.0665436,23492.898496866226,463.896504383,5.08478824014,1.213792085647583,298.109577921,269.53867091,187.1673783,0.994165,-195.039,0.0,187.281,0.617420787253,55,-195.105,2.70557e+10,737.494322353,0.617130864384,9.927481174468994,187.16,0.417216237901,24.0212,94.120039965,67.51905179023743,0.00651746,187.230446949
354,50.9662,0.554746746708,0.14398193359375,0.0731049,23561.405632019043,481.606643033,5.08118717747,1.302856683731079,304.081717393,267.172146182,187.395290835,0.993986,-199.034,0.0,187.5,0.554746746708,53,-199.107,2.6973e+10,740.911748366,0.55470879359,10.597167491912842,187.389,-0.606927242671,24.0181,107.767738656,68.37226629257202,0.00992188,187.450584228
355,50.8626,0.675690535112,0.140472412109375,0.0848236,23627.69621539116,454.216997362,5.09149141258,1.1963026523590088,293.53333836,223.2936797,187.164097011,0.994092,-194.898,0.0,187.279,0.675690535112,56,-194.983,2.70228e+10,824.299801043,0.675406620035,10.008557081222534,187.16,0.415556492906,24.0199,105.145642216,66.15303230285645,0.00982588,187.222917575
356,52.4667,0.666901678473,0.13918304443359375,0.0729675,23693.81316447258,492.854726498,5.1273440888,1.1830604076385498,308.340633312,272.337613712,187.252989671,0.993917,-197.296,0.0,187.364,0.666901678473,52,-197.369,2.69431e+10,750.594412405,0.666485807899,9.947024822235107,187.248,0.333713383949,24.017,111.254004587,65.97932052612305,0.00971695,187.312149387
357,51.8939,0.549022639671,0.14470863342285156,0.0699463,23761.555695295334,480.637673056,5.11495941619,1.2346282005310059,302.353455092,311.740695412,187.431117262,0.993968,-193.979,0.0,187.545,0.549022639671,53,-194.049,2.69671e+10,1175.66933658,0.549068661155,10.306197166442871,187.425,-0.178865765839,24.0179,131.627848102,67.5996150970459,0.00946538,187.492215412
358,52.1707,0.657826819001,0.1419968605041504,0.0702057,23828.97044825554,468.768725533,5.13803693376,1.2524404525756836,300.56509088,303.541578872,187.553819879,0.993897,-199.496,0.0,187.669,0.657826819001,54,-199.566,2.69346e+10,727.352343201,0.657566158526,10.383403778076172,187.548,0.267445907778,24.0167,91.9775802665,67.27378678321838,0.00906688,187.615858587
359,52.3748,0.537619188049,0.14459872245788574,0.0622711,23896.008714199066,463.21453171,5.15202365571,1.2573256492614746,298.498591636,279.433138174,187.336974705,0.993774,-196.247,0.0,187.451,0.537619188049,55,-196.309,2.6879e+10,635.000605994,0.53782734111,10.3057279586792,187.333,0.161988693033,24.0146,81.7439404932,66.89874362945557,0.0064342,187.398090479
360,52.3622,0.646459955839,0.14698314666748047,0.0817108,23961.692579507828,455.283074435,5.15985424073,1.2714126110076904,295.814396256,319.46520879,187.36319158,0.993944,-196.045,0.0,187.483,0.646459955839,56,-196.126,2.69562e+10,641.099926002,0.645692148823,10.32796597480774,187.358,0.648951713483,24.0175,71.662683162,65.54688024520874,0.00985037,187.42461467
361,52.6062,0.496803236825,0.14597702026367188,0.0492554,24028.812272310257,478.251115971,5.17186906283,1.292574405670166,304.426113,296.205142337,187.42284939,0.993888,-195.873,0.0,187.535,0.496803236825,54,-195.922,2.69308e+10,852.843042848,0.496885694937,10.589672327041626,187.418,0.390605629873,24.0165,99.7336816924,66.985426902771,0.00829689,187.482518498
362,52.3302,0.401928557191,0.14103126525878906,0.0505676,24096.046419143677,472.550446197,5.14790119922,1.2269237041473389,301.217464654,293.798290708,187.237034946,0.993693,-196.626,0.0,187.36,0.401928557191,54,-196.676,2.68402e+10,981.898062592,0.401530711063,10.01065707206726,187.232,-0.258331329584,24.0132,110.684862431,67.10319495201111,0.00867375,187.301447868
363,52.5084,0.521218034013,0.14302611351013184,0.077713,24163.936927318573,469.754038439,5.15012144817,1.2458090782165527,299.958123942,274.205885604,187.298844486,0.993539,-194.858,0.0,187.419,0.521218034013,54,-194.936,2.67699e+10,813.812823582,0.521216993536,10.334633588790894,187.293,-0.666419900981,24.0105,99.9732961615,67.75842618942261,0.0099008,187.363652291
364,52.012,0.561864023808,0.1473393440246582,0.0746765,24231.3905313015,477.43176085,5.13575622727,1.2959752082824707,302.726261476,270.092076511,187.27310514,0.993669,-198.573,0.0,187.386,0.561864023808,54,-198.647,2.68289e+10,746.736799636,0.561815544838,10.650080680847168,187.268,0.364606728327,24.0127,109.555850172,67.31648397445679,0.00993085,187.332441522
365,51.8213,0.668041259107,0.14562106132507324,0.070694,24299.402132749557,475.183659473,5.13229461148,1.2886638641357422,303.589807542,303.508495889,187.122651788,0.993602,-193.742,0.0,187.244,0.668041259107,54,-193.813,2.67988e+10,676.15405682,0.667669010752,10.578617095947266,187.117,0.454022455489,24.0116,88.8649382559,67.86545467376709,0.00957753,187.187299353
366,52.5776,0.615027727425,0.1469416618347168,0.0579071,24366.546003341675,468.337086216,5.16557941017,1.3045227527618408,301.621935172,323.804425482,187.031469143,0.993694,-196.282,0.0,187.149,0.615027727425,55,-196.34,2.68406e+10,737.496121724,0.614901737292,10.728024005889893,187.028,0.56878757774,24.0132,83.5330661518,67.01268911361694,0.00644258,187.088991038
367,52.6899,0.591706315842,0.1443164348602295,0.066391,24433.06193971634,500.087011497,5.15487246177,1.2673695087432861,310.26327042,295.728434791,186.87792211,0.993698,-196.162,0.0,186.992,0.591706315842,51,-196.228,2.68422e+10,1042.08980019,0.591324224883,10.510677099227905,186.872,0.182238753607,24.0132,129.284322548,66.38799476623535,0.0095455,186.935816442
368,51.7868,0.571153461429,0.14232969284057617,0.071228,24498.919961452484,478.494986437,5.1216491983,1.269108772277832,304.810718142,319.572557084,187.183764275,0.993754,-193.721,0.0,187.297,0.571153461429,53,-193.793,2.68673e+10,645.053827906,0.571035941876,10.300821781158447,187.18,-0.620955479068,24.0142,82.0314660376,65.72682094573975,0.00953541,187.241992795
369,51.3427,0.685640614629,0.14279580116271973,0.074295,24566.829807281494,478.78090776,5.1281213849,1.2477402687072754,303.143013481,333.741355538,187.632061195,0.993734,-195.324,0.0,187.741,0.685640614629,53,-195.398,2.68582e+10,917.779286525,0.685443035563,10.267969846725464,187.625,0.481736140589,24.0138,115.28265028,67.78067922592163,0.00966517,187.687946557
370,51.3574,0.563651134684,0.14476490020751953,0.0825958,24634.31460762024,464.325083684,5.10706480435,1.290163278579712,299.280237571,331.76111836,187.6781201,0.993714,-193.306,0.0,187.795,0.563651134684,56,-193.389,2.68492e+10,808.166655408,0.563840812027,10.517809867858887,187.673,0.323442594258,24.0135,94.6250080169,67.35296654701233,0.00944755,187.737844638
371,51.4868,0.528981449151,0.14434576034545898,0.0646515,24701.253244400024,465.491953679,5.12548019023,1.288790225982666,300.1904978,283.434938705,187.388630096,0.993709,-195.6,0.0,187.514,0.528981449151,55,-195.665,2.68463e+10,650.425588463,0.528894557252,10.468722581863403,187.384,0.272599527837,24.0134,82.5172337656,66.80223226547241,0.00992302,187.452892722
372,51.7247,0.467203592577,0.14295148849487305,0.0501709,24769.218652248383,489.249979294,5.11113561012,1.250260829925537,309.32332768,336.517162583,187.41895001,0.993841,-194.904,0.0,187.536,0.467203592577,52,-194.954,2.69066e+10,852.252527937,0.467009132092,10.292253494262695,187.412,-0.172886395537,24.0156,83.4699266458,67.82944059371948,0.00393358,187.481291546
