LossAfter,AverageAbsY,StdReturn,MinReturn,ItrTime,Entropy,AverageDiscountedReturn,Iteration,NumTrajs,dLoss,AbsLearnSignalNew,LossBefore,AbsLearnSignalOld,PolicyExecTime,MeanKL,AverageAbsQ,AverageReturn,AverageQ,AbsLearnSignal,AverageAbsQYDiff,AverageY,AveragePolicyStd,Time,EnvExecTime,MaxReturn,ProcessExecTime,ExplainedVariance,AverageQLoss,Perplexity,MeanKLBefore
-199.908,190.427745621,602.059405968,807.781564202,42.57074332237244,7.63704,188.803563949,140,5,0.0569763,0.72087076364,-199.851,0.720942980707,1.0254979133605957,0.00985182,190.42,1905.69517224,190.08,0.72087076364,2.66019315364,190.087636991,0.86707,5767.140413284302,1.5886011123657227,2418.18420349,0.11520791053771973,0.854790111502,53.1079,2073.59,0.0
-166.979,190.922892629,772.949605522,535.493414623,42.56967353820801,7.63526,169.190854492,141,5,0.0552673,0.700681469427,-166.924,0.699677287473,0.9965076446533203,0.00993245,190.916,1520.38936866,190.594,0.700681469427,2.60257841938,190.600660103,0.8668,5809.845290184021,1.5452117919921875,2516.19892779,0.1132192611694336,0.833757631165,47.9594,2069.92,0.0
-257.346,192.581013588,135.067286136,2153.47423854,42.884050369262695,7.62959,203.929841863,142,5,0.0597534,0.711222457918,-257.286,0.711011016337,1.0008809566497803,0.00978834,192.573,2392.87101574,192.227,0.711222457918,2.63705184593,192.23409104,0.866038,5852.863701343536,1.5908639430999756,2512.38020743,0.1176612377166748,0.555022828847,50.284,2058.21,0.0
-233.231,193.411962262,483.044350973,1274.92603097,42.59716796875,7.62966,202.719836121,143,5,0.0519257,0.709789235445,-233.179,0.711924774302,1.0191340446472168,0.00642191,193.404,2234.97211328,193.084,0.709789235445,2.6240253619,193.091020467,0.866056,5895.599077939987,1.5712285041809082,2561.37076663,0.11623144149780273,0.703758558166,50.4285,2058.35,0.0
-160.264,193.810413539,755.416687632,598.449860679,42.83873629570007,7.62687,160.648638614,144,5,0.0541687,0.7029553798,-160.21,0.703478827242,1.0496509075164795,0.00970262,193.801,1441.27758596,193.476,0.7029553798,2.59801184585,193.48357927,0.865662,5938.571216106415,1.5995151996612549,2327.33386485,0.11849665641784668,0.762722570773,45.2756,2052.62,0.0
-257.885,194.803122636,193.741567738,1975.61789481,42.44990611076355,7.62643,179.935989943,145,5,0.0565491,0.708259249473,-257.829,0.708939606348,1.0016834735870361,0.00993372,194.796,2328.52501367,194.505,0.708259249473,2.65658051275,194.511768009,0.865539,5981.151960611343,1.5342152118682861,2544.76860955,0.11683154106140137,0.598155423669,50.5736,2051.7,0.0
-223.533,195.55278332,650.930005788,822.664646886,42.50613522529602,7.62517,200.237559604,146,5,0.0449677,0.70418008332,-223.488,0.704945152282,0.9832391738891602,0.00642217,195.547,2119.34145861,195.243,0.70418008332,2.64814739464,195.249179863,0.865431,6023.7916712760925,1.5519413948059082,2548.88751556,0.11606645584106445,0.606933214345,50.4874,2049.12,0.0
-209.937,196.156698161,651.459617397,829.951094669,42.42650580406189,7.62766,201.258415297,147,5,0.0396423,0.702853059552,-209.898,0.703148109,1.046196699142456,0.00643298,196.15,1966.73973865,195.868,0.702853059552,2.6142893682,195.875562179,0.865797,6066.356122493744,1.5953996181488037,2643.49672855,0.11517071723937988,0.819236477784,49.7445,2054.24,0.0
-150.737,196.368141467,755.444531259,584.026731252,42.4822564125061,7.62548,164.455974172,148,5,0.0532227,0.692977688948,-150.684,0.692719127006,1.0366642475128174,0.00984947,196.361,1407.19858829,196.11,0.692977688948,2.62689653885,196.117309965,0.865587,6108.974566221237,1.5865073204040527,2365.78317019,0.11619806289672852,0.838679799956,49.0491,2049.77,0.0
-245.986,197.264018359,313.454278907,1725.69460407,42.610267877578735,7.61686,200.263605262,149,5,0.0414886,0.713988804199,-245.945,0.713097315049,1.0142261981964111,0.00647529,197.258,2327.17893825,196.989,0.713988804199,2.67268900825,196.994813517,0.864375,6151.719923496246,1.5405974388122559,2622.53206031,0.11414217948913574,0.730586370503,55.265,2032.17,0.0
-252.971,198.176581874,212.670301273,1980.32864235,42.817376136779785,7.61425,187.33711279,150,5,0.0452271,0.729811559347,-252.926,0.730126015193,1.0229098796844482,0.00647148,198.168,2348.75622679,197.884,0.729811559347,2.6378580674,197.892646606,0.86405,6194.677102804184,1.581716775894165,2606.94778808,0.11614513397216797,0.787620774966,49.5079,2026.87,0.0
-265.483,199.181319902,87.0378010809,2453.96264194,42.35482692718506,7.61484,186.366553033,151,5,0.0682983,0.753821463131,-265.414,0.753512346607,1.015519142150879,0.00988625,199.173,2561.32764614,198.91,0.753821463131,2.69672363687,198.917666158,0.864166,6237.163686752319,1.5451550483703613,2714.4702371,0.1158437728881836,0.795393330901,56.0325,2028.07,0.0
-219.001,199.874815301,661.720592189,1203.09359679,42.534865379333496,7.61435,204.595888067,152,5,0.0471344,0.696432337326,-218.954,0.696182369024,0.9796185493469238,0.00647896,199.868,2125.81697386,199.592,0.696432337326,2.64880890882,199.598842968,0.864132,6279.832187414169,1.534177303314209,2797.00582294,0.11258316040039062,0.548409537368,49.7512,2027.08,0.0
-252.396,200.890531653,203.311573272,1818.37720623,42.52078366279602,7.61178,186.701157305,153,5,0.058548,0.695931403651,-252.337,0.696596504077,1.0370733737945557,0.00993377,200.882,2214.14727781,200.599,0.695931403651,2.70184034154,200.607865621,0.863772,6322.493574380875,1.5787632465362549,2364.42561808,0.11539578437805176,0.711422150889,53.3587,2021.87,0.0
-204.694,201.342481791,597.296617465,948.267855736,42.69940185546875,7.61223,196.6770998,154,5,0.0522308,0.775986043337,-204.642,0.777581824845,1.0533757209777832,0.00998549,201.335,1865.68238563,201.057,0.775986043337,2.66095739125,201.063592185,0.863844,6365.327636957169,1.614194393157959,2391.30729921,0.11593103408813477,0.821088090743,54.0449,2022.77,0.0
-255.513,202.283285583,237.72440813,1875.68879185,42.67411684989929,7.60796,192.841690228,155,5,0.0597382,0.739913814495,-255.453,0.740594837334,1.046983242034912,0.00979544,202.277,2305.86077176,201.992,0.739913814495,2.624336758,201.997570908,0.863241,6408.133098363876,1.532517433166504,2586.18916207,0.10422706604003906,0.734377614492,48.1629,2014.16,0.0
-268.316,203.388102517,43.0038486025,2429.62785149,42.883098125457764,7.60875,198.12643106,156,5,0.0457458,0.774138066699,-268.27,0.775671052097,1.041078805923462,0.00641867,203.38,2506.8508524,203.084,0.774138066699,2.65599639294,203.090681422,0.863405,6451.153395414352,1.6062085628509521,2548.60054881,0.11843323707580566,0.759812496925,52.053,2015.76,0.0
-267.37,204.55545257,23.9306951216,2426.39105714,42.54769778251648,7.6076,214.473937104,157,5,0.0685425,0.768210688602,-267.301,0.767652807798,1.0051519870758057,0.00975407,204.548,2466.26181327,204.287,0.768210688602,2.72182148398,204.294614126,0.863227,6493.837354183197,1.5681822299957275,2497.22060962,0.11234140396118164,0.819591405365,56.882,2013.45,0.0
-187.534,205.012965683,654.546317715,839.233730922,42.66001844406128,7.60557,188.103501934,158,5,0.0593414,0.765936693942,-187.475,0.766070823957,1.0181052684783936,0.00995796,205.006,1726.88366014,204.764,0.765936693942,2.7087568567,204.770639403,0.862917,6536.634463787079,1.5945837497711182,2652.43323273,0.11493539810180664,0.518019257301,53.4938,2009.36,0.0
-268.531,206.414776757,70.7830895035,2364.976996,42.66536736488342,7.60168,198.843322211,159,5,0.0540771,0.717268423066,-268.477,0.71667290656,1.0051090717315674,0.00972926,206.408,2472.94757022,206.162,0.717268423066,2.72936326332,206.168709087,0.862378,6579.446073055267,1.5971202850341797,2569.89502347,0.11727213859558105,0.554088312083,54.1416,2001.56,0.0
-270.361,207.51270513,38.3569081907,2522.9526336,42.560457944869995,7.59941,198.243487885,160,5,0.0505981,0.698158545537,-270.31,0.698831115379,1.027733325958252,0.00647236,207.504,2578.20308263,207.265,0.698158545537,2.74104046633,207.273062196,0.862115,6622.146763801575,1.5915369987487793,2633.19898348,0.11411499977111816,0.829729555215,56.21,1997.03,0.0
-249.5,208.005790017,497.20862308,1304.28089694,42.542168378829956,7.59485,197.775823057,161,5,0.0593262,0.718731979413,-249.441,0.718861348179,1.0119576454162598,0.00987067,207.998,2277.05127901,207.765,0.718731979413,2.6889557097,207.77085828,0.861485,6664.824602365494,1.5785067081451416,2653.01711874,0.11830782890319824,0.627540466511,50.2494,1987.93,0.0
-273.417,208.976207333,92.1302694392,2482.41538646,43.01744031906128,7.59678,206.179902525,162,5,0.0509949,0.771121828151,-273.366,0.771045680161,1.053356647491455,0.00660924,208.967,2543.90043566,208.736,0.771121828151,2.7125542555,208.743529272,0.861822,6707.978429079056,1.6072726249694824,2725.90440659,0.11766695976257324,0.712693629526,56.2367,1991.77,0.0
-230.929,210.145726986,751.925071259,615.877866921,42.83625555038452,7.59702,173.520209933,163,5,0.0576935,0.687994985544,-230.871,0.687715817423,1.06174635887146,0.00981345,210.14,2092.84159419,209.918,0.687994985544,2.68285095535,209.922759737,0.86184,6750.954071998596,1.608794927597046,2670.05868325,0.12258100509643555,0.78442536477,53.7673,1992.26,0.0
-275.374,211.182551613,152.019770601,2358.82315365,42.643157720565796,7.59523,220.371283246,164,5,0.0445557,0.732322056285,-275.329,0.732782093251,1.0541930198669434,0.0064677,211.173,2542.37481794,210.93,0.732322056285,2.69967412882,210.938856118,0.861603,6793.735316514969,1.5957458019256592,2785.18981675,0.11817455291748047,0.660124547793,53.4155,1988.68,0.0
-241.047,212.565828388,554.149396003,1083.43774548,42.54193949699402,7.59341,214.487547132,165,5,0.0446167,0.689896074726,-241.003,0.689705085557,1.0429651737213135,0.00641305,212.557,2162.99243782,212.275,0.689896074726,2.68302456368,212.282757535,0.861378,6836.422248840332,1.6114685535430908,2592.77592057,0.11925196647644043,0.769267259786,51.71,1985.08,0.0
-278.835,213.502226693,110.405040387,2391.75015871,42.772897481918335,7.59146,211.515704142,166,5,0.0506592,0.768752422415,-278.784,0.769202992126,1.049037218093872,0.00641756,213.493,2563.51893635,213.229,0.768752422415,2.70452538294,213.236163919,0.861099,6879.328965425491,1.612210750579834,2675.07696458,0.11465048789978027,0.736576454092,54.297,1981.2,0.0
-215.576,214.102098663,620.76016134,1062.90548238,42.81994104385376,7.58974,193.277977263,167,5,0.0546265,0.731654237549,-215.521,0.731336578028,1.0473692417144775,0.0098974,214.094,1959.6726166,213.85,0.731654237549,2.7417822642,213.85700008,0.860874,6922.283265829086,1.622976303100586,2584.76984535,0.11811089515686035,0.405937375246,57.0555,1977.8,0.0
-278.587,215.248679316,159.31627072,2368.97314799,42.57870841026306,7.59294,213.397296749,168,5,0.0481567,0.710047142631,-278.539,0.709804788592,1.025216817855835,0.00650609,215.237,2560.38974354,215.023,0.710047142631,2.72500245461,215.030761746,0.861402,6964.995855093002,1.5858583450317383,2800.04417411,0.11639642715454102,0.580579145412,55.2278,1984.14,0.0
-279.406,215.747793448,155.717294812,2342.45025978,42.78453254699707,7.59178,214.284522862,169,5,0.0466309,0.762151638875,-279.359,0.760181870578,1.0557591915130615,0.00646094,215.739,2581.30320798,215.585,0.762151638875,2.79461961016,215.592135269,0.861295,7007.917662382126,1.6089015007019043,2830.48495579,0.11793899536132812,0.790229346775,60.4177,1981.84,0.0
-279.694,216.953686962,120.635258866,2501.76452183,42.98130440711975,7.58929,221.697436505,170,5,0.0497742,0.706315696455,-279.644,0.705895995072,1.0525104999542236,0.00643634,216.946,2622.3739067,216.812,0.706315696455,2.76911446869,216.817717016,0.860936,7051.038395404816,1.6127471923828125,2848.33292397,0.12107253074645996,0.815739646037,56.2899,1976.92,0.0
-237.602,217.939773658,686.105171975,893.109880262,42.894848585128784,7.58601,212.736764492,171,5,0.055954,0.71544995878,-237.546,0.715638715007,1.0651779174804688,0.00991373,217.93,2235.1559498,217.771,0.71544995878,2.77892288234,217.777716211,0.860496,7094.070856809616,1.6102192401885986,2773.1775504,0.11706399917602539,0.642710132416,58.6487,1970.43,0.0
-220.104,218.420233218,665.959885902,788.284041569,42.666173458099365,7.58458,181.8359577,172,5,0.0554047,0.696326683043,-220.049,0.695888532064,1.058481216430664,0.00983848,218.412,2023.74796963,218.283,0.696326683043,2.76091794662,218.290262796,0.860368,7136.871827363968,1.6042358875274658,2611.15274875,0.12567949295043945,0.831032569175,59.892,1967.62,0.0
-195.444,218.503371615,730.690113919,833.645195462,42.59800362586975,7.58651,189.284701479,173,5,0.0608215,0.73117913215,-195.383,0.730808091719,1.0559344291687012,0.00980599,218.497,1810.3023285,218.416,0.73117913215,2.73239889193,218.421892206,0.860696,7179.603458404541,1.6144382953643799,2608.52491058,0.11690258979797363,0.85484654454,58.7255,1971.43,0.0
-246.027,219.057837109,762.785578523,783.13980894,42.442094564437866,7.58365,201.542909777,174,5,0.0478058,0.664018146981,-245.98,0.663834864142,1.0414655208587646,0.00972801,219.052,2277.18536478,218.977,0.664018146981,2.70910197726,218.983273479,0.860268,7222.180618047714,1.5877628326416016,2876.91267684,0.11764144897460938,0.790264785743,56.2737,1965.79,0.0
-255.96,219.946246335,668.205687834,1088.95705087,42.73521304130554,7.58066,208.473687176,175,5,0.0560303,0.726235957879,-255.904,0.726547734952,1.0593585968017578,0.0098685,219.938,2416.59150108,219.838,0.726235957879,2.78771392107,219.846042669,0.859739,7265.049592256546,1.6108825206756592,2854.12659914,0.11887311935424805,0.843524805534,58.4705,1959.92,0.0
-257.565,220.815862746,544.644588543,1384.18969817,42.80686163902283,7.57719,215.48919923,176,5,0.0528259,0.732255442587,-257.512,0.733652195976,1.070556879043579,0.00983656,220.807,2461.00666211,220.682,0.732255442587,2.84432806614,220.688783296,0.859253,7307.99387049675,1.628765344619751,2878.39966687,0.11834001541137695,0.839022172534,65.4136,1953.13,0.0
-246.216,221.559484086,469.661512542,1431.53111863,42.68717122077942,7.57498,203.864915994,177,5,0.0537415,0.692551661454,-246.162,0.692012153242,1.0404462814331055,0.00978958,221.551,2213.15059458,221.406,0.692551661454,2.85114274968,221.412660817,0.858974,7350.816644668579,1.6096844673156738,2775.23145628,0.12272953987121582,0.767572952671,63.239,1948.82,0.0
-243.685,222.48964467,788.03481848,647.439841499,42.69838547706604,7.56827,187.265057939,178,5,0.057373,0.748250355844,-243.628,0.749585908481,1.093885898590088,0.00983644,222.481,2215.07247059,222.325,0.748250355844,2.81508703073,222.332239991,0.858089,7393.651538133621,1.618396520614624,2746.10200847,0.11955022811889648,0.81482800445,64.8399,1935.78,0.0
-237.99,223.386781832,602.913999245,1129.09754481,42.78073072433472,7.5687,207.686551652,179,5,0.0596161,0.677710764399,-237.931,0.677106969384,1.0637619495391846,0.00998956,223.376,2182.13846348,223.222,0.677710764399,2.76633830308,223.230326161,0.858184,7436.571418762207,1.6270935535430908,2748.52249083,0.11784601211547852,0.85813215514,57.6556,1936.62,0.0
-233.89,224.063095705,570.696703009,945.680327746,42.72127342224121,7.56652,197.959981711,180,5,0.0462646,0.691787555828,-233.844,0.691478523438,1.0647218227386475,0.00642874,224.055,2081.1475071,223.897,0.691787555828,2.81487063303,223.903411149,0.857839,7479.42689871788,1.6218984127044678,2441.72468888,0.11654424667358398,0.790031507115,63.398,1932.4,0.0
-226.356,224.779563313,529.262757476,1175.6863398,42.77841520309448,7.56192,208.659901128,181,5,0.058548,0.712413419582,-226.297,0.711928505258,1.0949022769927979,0.00995632,224.771,2053.05172393,224.626,0.712413419582,2.81153327115,224.633756212,0.857166,7522.338732719421,1.6196894645690918,2615.39118619,0.12149214744567871,0.855299437656,59.7123,1923.53,0.0
-216.403,225.239096399,834.914644923,905.409853491,42.56434607505798,7.5575,195.996557565,182,5,0.0569611,0.704354296628,-216.346,0.703500189408,1.0718789100646973,0.00993633,225.231,1947.52764206,225.058,0.704354296628,2.83788944231,225.064891793,0.856581,7565.037174463272,1.631648063659668,2896.40817666,0.11875295639038086,0.813276640826,66.4044,1915.06,0.0
-252.683,226.461797433,489.903260504,1499.63875318,42.95728588104248,7.56089,208.788274535,183,5,0.0679321,0.672592465361,-252.615,0.672441977699,1.0702259540557861,0.0099876,226.452,2389.48125324,226.26,0.672592465361,2.82104329648,226.267658334,0.85705,7608.131052732468,1.6164937019348145,2801.19045721,0.1202859878540039,0.848610704943,64.348,1921.56,0.0
-283.452,227.675970141,94.3223858245,2483.17589216,42.76053762435913,7.55864,218.247047319,184,5,0.0571594,0.712415676461,-283.394,0.711647530039,1.0589969158172607,0.00971839,227.668,2620.0696512,227.483,0.712415676461,2.80663904145,227.490846733,0.856721,7651.024969100952,1.6079990863800049,2742.94558151,0.11997246742248535,0.777612424738,62.7671,1917.24,0.0
-214.73,228.682478579,651.361590534,1068.23046488,42.83776021003723,7.5629,207.703600308,185,5,0.0453796,0.792858422027,-214.684,0.793439155298,1.050490140914917,0.00642888,228.674,1924.36043893,228.504,0.792858422027,2.78921850531,228.512302493,0.857384,7694.000173568726,1.6207680702209473,2789.70641884,0.11825752258300781,0.701873781671,62.3425,1925.43,0.0
-294.573,229.501793645,139.457705109,2503.63761314,42.83862233161926,7.56065,204.198498847,186,5,0.0527344,0.676198524001,-294.52,0.677046798576,1.0614347457885742,0.00984222,229.494,2706.6923111,229.325,0.676198524001,2.77468155758,229.332876832,0.857116,7736.981296300888,1.6304559707641602,2936.08801615,0.11934971809387207,0.557623719076,66.1067,1921.09,0.0
-281.292,230.030989699,330.213397773,2034.01968124,43.222628116607666,7.55651,216.341644187,187,5,0.059906,0.70903369094,-281.232,0.709518878437,1.070368766784668,0.00996285,230.023,2623.79792302,229.828,0.70903369094,2.78001822414,229.836034131,0.856611,7780.3407645225525,1.6298034191131592,2881.10667601,0.12891292572021484,0.732043860853,66.9838,1913.16,0.0
-253.986,230.81138398,738.794201872,792.650547184,42.69994616508484,7.54731,200.972097615,188,5,0.0556183,0.759237321282,-253.93,0.759413140933,1.0641834735870361,0.00974766,230.804,2242.92710933,230.605,0.759237321282,2.7795600995,230.611521751,0.855374,7823.177529335022,1.6229264736175537,2803.91874098,0.12096023559570312,0.792771300642,62.5635,1895.64,0.0
-260.26,231.545721959,535.47393415,1466.39311511,42.9192259311676,7.54482,178.170135535,189,5,0.0473938,0.693868746305,-260.213,0.693210145921,1.0360257625579834,0.00646537,231.538,2377.87070858,231.361,0.693868746305,2.84098734911,231.368179358,0.855073,7866.234449863434,1.6108818054199219,2920.53738876,0.11903691291809082,0.817681344444,69.4136,1890.93,0.0
-250.612,232.332168823,562.148344228,1345.29401219,43.18840837478638,7.54317,211.231610545,190,5,0.0453186,0.708731323232,-250.566,0.708900945276,1.0348498821258545,0.00642329,232.325,2326.95649518,232.126,0.708731323232,2.81634233139,232.131910612,0.854863,7909.5570368766785,1.626610279083252,3003.49436911,0.11942720413208008,0.803613644857,68.3104,1887.8,0.0
-261.549,233.113810391,785.847378948,904.913960635,42.98410439491272,7.54086,213.68221538,191,5,0.0491028,0.704173045588,-261.5,0.704094776951,1.0795323848724365,0.00640771,233.105,2463.59700666,232.896,0.704173045588,2.77650672386,232.904519701,0.854581,7952.677824258804,1.6311450004577637,2965.78299931,0.12119650840759277,0.787898454911,64.0526,1883.44,0.0
-298.931,233.685642654,75.4447870507,2673.69489445,42.70796585083008,7.53946,216.768332496,192,5,0.044342,0.741409292472,-298.886,0.741486928171,1.0602545738220215,0.00640107,233.677,2794.23605264,233.437,0.741409292472,2.84903690967,233.444734325,0.854436,7995.523870944977,1.6102697849273682,2884.95554487,0.12039947509765625,0.790265193242,73.0184,1880.81,0.0
-297.272,234.182437603,85.9634843019,2621.35564156,42.82091689109802,7.5387,214.603945316,193,5,0.0621033,0.764094911672,-297.21,0.765723554632,1.0617146492004395,0.00991145,234.176,2735.84991184,233.949,0.764094911672,2.78288964098,233.955222296,0.854302,8038.479079246521,1.6257095336914062,2886.4004163,0.1215357780456543,0.859560779524,66.5362,1879.39,0.0
-212.589,234.356491358,695.304328367,1079.98675756,43.0176100730896,7.53466,207.394461698,194,5,0.0640259,0.626199115499,-212.525,0.626108634279,1.0712311267852783,0.0098176,234.349,1803.73033492,234.13,0.626199115499,2.76455891033,234.136691824,0.853767,8081.633203268051,1.6582000255584717,2755.19240831,0.12257909774780273,-0.948198250543,59.6906,1871.82,0.0
-260.17,234.84368207,415.166139069,1667.58063978,42.971951723098755,7.53314,215.57562777,195,5,0.0503845,0.719502108828,-260.12,0.720030386948,1.0596415996551514,0.00992835,234.836,2301.56156576,234.622,0.719502108828,2.77694779707,234.629108254,0.853555,8124.740898609161,1.6180624961853027,2668.05727492,0.12205266952514648,0.754617086914,62.8051,1868.96,0.0
-299.128,235.996802448,197.076969727,2370.99910211,42.869945764541626,7.5347,210.968705703,196,5,0.0575256,0.718925853036,-299.07,0.719001119223,1.0371334552764893,0.00980488,235.99,2703.12489205,235.784,0.718925853036,2.78579174015,235.790516828,0.853798,8167.748621702194,1.6256985664367676,2941.64560823,0.12058091163635254,0.605544276581,64.7016,1871.88,0.0
-258.658,236.401907466,610.054698423,1497.04395332,43.32182264328003,7.53109,229.039015124,197,5,0.047821,0.517389186289,-258.61,0.516662044177,1.0565359592437744,0.00644511,236.395,2325.01494696,236.214,0.517389186289,2.78693940582,236.221268744,0.853317,8211.207469940186,1.63608717918396,2938.22446409,0.11667060852050781,-0.590779886225,66.0693,1865.13,0.0
-299.333,237.314848326,181.390456872,2356.47358042,43.08081650733948,7.52343,207.673611496,198,5,0.0550842,0.74110302356,-299.278,0.741481707373,1.0313153266906738,0.00970942,237.307,2709.17190079,237.145,0.74110302356,2.83232965669,237.153299448,0.852224,8254.425300121307,1.6119463443756104,2853.94813337,0.11651086807250977,0.648236044313,66.9096,1850.9,0.0
-283.858,238.222016555,357.742070788,1918.87186823,42.95728850364685,7.52136,218.790374123,199,5,0.0605164,0.682941060251,-283.797,0.682019972869,1.0397276878356934,0.00982741,238.215,2630.62984904,238.059,0.682941060251,2.86595379652,238.065591805,0.851966,8297.51561665535,1.6112098693847656,2877.36506472,0.11903882026672363,0.699373400389,69.4818,1847.08,0.0
-297.302,239.68532037,101.509850704,2613.15033116,43.29651713371277,7.52494,202.911615195,200,5,0.0458984,0.725192526191,-297.256,0.724555959423,1.0592670440673828,0.00643113,239.675,2741.52492988,239.529,0.725192526191,2.87052896283,239.539508458,0.852477,8340.949088811874,1.6306188106536865,2915.6097206,0.1164391040802002,0.789067433207,70.0969,1853.7,0.0
-238.092,240.164426128,850.172410628,954.209344432,43.20898389816284,7.52225,213.398880257,201,5,0.0521698,0.747778141331,-238.04,0.747732413745,1.066805124282837,0.00992343,240.157,2228.74740276,240.002,0.747778141331,2.90764061642,240.008885387,0.85214,8384.292778968811,1.6272752285003662,3027.19922586,0.12495708465576172,0.541157514621,72.0995,1848.72,0.0
-287.544,241.123114576,461.289169891,1726.6467865,42.925429344177246,7.52477,207.966051438,202,5,0.0513916,0.68773581346,-287.493,0.687353832982,1.0466349124908447,0.00663672,241.115,2616.04426041,240.94,0.68773581346,2.9101905564,240.947198615,0.85255,8427.3520154953,1.6179306507110596,3035.708114,0.12040972709655762,0.729497866053,74.5722,1853.38,0.0
-282.453,241.724661405,452.88964971,1734.89322953,43.14039945602417,7.52509,222.042997977,203,5,0.0628357,0.736302597819,-282.39,0.736451008005,1.055811882019043,0.00993324,241.719,2628.16738276,241.552,0.736302597819,2.87092748308,241.556476774,0.852619,8470.629538297653,1.607515573501587,2982.02821845,0.11826753616333008,0.826553841492,71.6623,1853.97,0.0
-275.898,242.672675132,514.700096609,1478.83992944,43.204918384552,7.52395,208.357287016,204,5,0.0560608,0.734943982264,-275.841,0.735362218244,1.0556912422180176,0.00979447,242.666,2486.35331521,242.514,0.734943982264,2.83429860795,242.519859518,0.852497,8513.970251560211,1.622663974761963,2877.51964511,0.11964774131774902,0.699644427664,69.6093,1851.87,0.0
-236.219,243.88432371,884.353319793,748.819535548,43.08689332008362,7.5232,201.586918808,205,5,0.0392303,0.688699360658,-236.18,0.689825422754,1.05466628074646,0.00647317,243.875,2098.85737719,243.725,0.688699360658,2.88947546414,243.733345647,0.852401,8557.195935487747,1.634148120880127,3046.37602718,0.1192779541015625,0.805691016135,72.6703,1850.49,0.0
-246.773,244.751950702,812.478519485,1098.47052332,43.11786222457886,7.52103,228.110517102,206,5,0.044693,0.693811389004,-246.728,0.693386492913,1.0431268215179443,0.00971122,244.746,2300.95279109,244.603,0.693811389004,2.86513699095,244.609226384,0.852097,8600.452009916306,1.6158373355865479,3108.80414384,0.11935997009277344,0.841793968507,70.7756,1846.46,0.0
-305.52,246.292138748,97.4765594582,2590.59885573,43.16386532783508,7.52934,211.246382063,207,5,0.0623779,0.740509236043,-305.458,0.740792433562,1.0618205070495605,0.00971825,246.285,2736.30774213,246.179,0.740509236043,2.86771806593,246.186242592,0.853271,8643.750118732452,1.621898889541626,2835.50746619,0.11883854866027832,0.675340653145,70.3881,1861.88,0.0
-275.873,247.050226539,668.585480048,1238.80885375,42.980451583862305,7.52747,220.329124637,208,5,0.0506897,0.651973973858,-275.822,0.651429374555,1.053302526473999,0.00950852,247.044,2568.26814954,246.92,0.651973973858,2.8592058724,246.925854822,0.853016,8686.866584539413,1.6253125667572021,3008.074102,0.12023258209228516,0.847113695779,68.8192,1858.4,0.0
-306.221,248.504877766,115.266834499,2594.66311965,43.19127583503723,7.52693,204.03532322,209,5,0.0574951,0.751904250429,-306.163,0.752477023101,1.052431344985962,0.00667864,248.499,2741.81449173,248.372,0.751904250429,2.87546188603,248.377028851,0.852973,8730.19388461113,1.6163372993469238,2929.50216862,0.11850094795227051,0.720674541515,71.9763,1857.39,0.0
-302.582,249.650936932,114.489692441,2456.54970752,42.91974401473999,7.52704,219.650162287,210,5,0.0560913,0.747113077717,-302.525,0.747385296804,1.0378799438476562,0.00996181,249.641,2617.52102576,249.526,0.747113077717,2.88718933459,249.535340734,0.85298,8773.24941778183,1.615602731704712,2775.80638285,0.1199791431427002,0.799983922706,69.2958,1857.59,0.0
-274.366,250.530077597,622.417700612,1250.1076935,43.139880895614624,7.52275,208.103355591,211,5,0.0519104,0.728914505819,-274.314,0.728573708544,1.0421082973480225,0.00986854,250.523,2471.49155798,250.427,0.728914505819,2.94114628917,250.433453954,0.852405,8816.526502847672,1.6132378578186035,2944.69892415,0.11861252784729004,0.667583550927,77.0659,1849.65,0.0
-255.838,251.616088834,708.178733403,1044.35530688,43.18555951118469,7.5223,210.273947442,212,5,0.0532227,0.716157757572,-255.785,0.714920878725,1.0527310371398926,0.00991119,251.609,2312.20888977,251.505,0.716157757572,2.90069965369,251.512084349,0.852343,8859.849912405014,1.615678310394287,3017.69181302,0.1193535327911377,0.814044556042,72.1948,1848.81,0.0
-268.856,252.537639938,617.355303111,1270.82312337,42.94589805603027,7.5201,221.725575201,213,5,0.04245,0.718520786434,-268.814,0.71864895067,1.0562331676483154,0.00648477,252.527,2446.17251456,252.415,0.718520786434,2.92854161637,252.42449054,0.852028,8902.932078123093,1.6090378761291504,2927.49525021,0.11978340148925781,0.824149707323,69.7252,1844.75,0.0
-303.914,253.559342475,244.434881548,2325.48270994,43.160876750946045,7.52028,241.535760956,214,5,0.0527039,0.670101690399,-303.861,0.669749970581,1.036146640777588,0.00976143,253.554,2774.44756551,253.427,0.670101690399,2.91363684909,253.432554892,0.852063,8946.228808403015,1.6060044765472412,3030.97712436,0.11841630935668945,0.751153937575,70.3556,1845.08,0.0
-289.567,254.674061029,502.260066994,1688.14861528,43.604339599609375,7.5186,228.563956781,215,5,0.0475769,0.741340613512,-289.519,0.741084401496,1.0592389106750488,0.00993764,254.667,2648.65927239,254.537,0.741340613512,2.95402700378,254.543149625,0.851841,8989.96748161316,1.624924659729004,3089.45193925,0.11986923217773438,0.728429687831,74.8441,1841.99,0.0
