MinReturn,MeanKLBefore,AbsLearnSignal,Perplexity,Entropy,ProcessExecTime,LossAfter,ExplainedVariance,AverageReturn,Time,PolicyExecTime,AverageDiscountedReturn,Iteration,MaxReturn,NumTrajs,MeanKL,StdReturn,EnvExecTime,LossBefore,dLoss,ItrTime,AveragePolicyStd
-457.913366922,0.0,0.718209977486,4949.91,8.50712,0.09362030029296875,-0.0649706,0.120714714424,-406.865714648,72.74830603599548,0.8309986591339111,-35.5627776679,19,-312.747006546,5,0.00989117,51.1367848024,1.68141508102417,-7.24792e-09,0.0649706,3.5569779872894287,0.998934
-460.338872086,0.0,0.721557008669,4942.76,8.50568,0.09750509262084961,-0.0641401,0.159736976531,-401.556820841,76.33672189712524,0.8358263969421387,-32.8321636738,20,-355.543021819,5,0.00986658,35.6024076633,1.6810033321380615,2.76566e-08,0.0641401,3.5833356380462646,0.998692
-461.196405456,0.0,0.75042619786,4939.65,8.50505,0.09848403930664062,-0.0514779,-0.1838145412,-353.80664528,80.07957863807678,0.8604154586791992,-21.1061293156,21,-217.231958124,5,0.00641991,85.0976548772,1.708404779434204,2.47955e-09,0.0514779,3.628669261932373,0.998586
-396.911094207,0.0,0.742713832998,4905.74,8.49816,0.08967304229736328,-0.0592079,0.202748000492,-291.295104103,83.58246994018555,0.7818450927734375,-27.5515403749,22,-153.657756952,5,0.00990426,95.4990234616,1.666217565536499,-2.02179e-08,0.0592079,3.497725248336792,0.997443
-641.892090728,0.0,0.755261692009,4876.28,8.49214,0.09051275253295898,-0.0633474,0.179944651479,-395.333756954,87.11914491653442,0.7910144329071045,-37.1867547511,23,-202.872321737,5,0.00989613,162.292438717,1.6756129264831543,1.33514e-08,0.0633474,3.530658721923828,0.996442
-480.900345875,0.0,0.763983847557,4872.52,8.49137,0.09143590927124023,-0.0661772,0.12801798875,-397.877564074,90.74585819244385,0.7934472560882568,-24.8613570118,24,-307.000985669,5,0.00993863,74.6355357773,1.6477220058441162,1.52588e-08,0.0661772,3.511005401611328,0.996313
-422.072476386,0.0,0.75169237041,4854.31,8.48762,0.09555840492248535,-0.0655724,0.239921950497,-329.907027605,94.33061909675598,0.8382108211517334,-48.3155093677,25,-254.121114121,5,0.00979033,65.2078070243,1.7034869194030762,-2.40326e-08,0.0655724,3.579798698425293,0.995698
-414.031487304,0.0,0.778591601556,4851.15,8.48697,0.0965735912322998,-0.0525543,-3.28542868845,-362.710587847,97.90206408500671,0.8298604488372803,-38.2090609617,26,-257.183706703,5,0.00644708,55.3568971971,1.7041652202606201,5.72205e-09,0.0525543,3.5659329891204834,0.995585
-460.753299522,0.0,0.741546877447,4847.37,8.48619,0.10328245162963867,-0.064369,0.313064057166,-341.017238769,101.57509636878967,0.8388278484344482,-12.1120422823,27,-245.363685056,5,0.00986059,84.2368083511,1.6685154438018799,-2.52724e-08,0.064369,3.5575180053710938,0.995454
-424.932836109,0.0,0.774678999845,4847.46,8.48621,0.0978248119354248,-0.0660724,0.511815506582,-309.202533241,105.17780494689941,0.8563408851623535,-14.9831732834,28,-157.186716155,5,0.00998448,99.3388380076,1.7215654850006104,6.10352e-09,0.0660724,3.5976064205169678,0.995457
-422.452042044,0.0,0.754635557773,4832.78,8.48318,0.09917736053466797,-0.0632442,-0.284712199119,-353.113099047,108.75408148765564,0.8516175746917725,-29.2457771579,29,-263.022523428,5,0.00978535,56.6805189261,1.710608720779419,6.67572e-09,0.0632442,3.570693016052246,0.99496
-509.864186769,0.0,0.76906559162,4845.63,8.48583,0.09557676315307617,-0.0636953,0.11187760062,-365.304917419,112.45235967636108,0.8295016288757324,-29.3754669248,30,-246.579055297,5,0.00999309,96.7455211424,1.7167541980743408,8.78334e-08,0.0636954,3.5851995944976807,0.995396
-432.875479975,0.0,0.725786375934,4826.86,8.48195,0.09756946563720703,-0.0512665,0.162435153969,-349.227618526,116.12285351753235,0.8817465305328369,-24.5996290283,31,-265.289698659,5,0.00641818,60.5829471249,1.7224295139312744,-9.53674e-09,0.0512665,3.665729284286499,0.994756
-589.21281086,0.0,0.720363023376,4826.44,8.48186,0.10397958755493164,-0.0620474,0.00213493564494,-376.293841013,119.76339411735535,0.871474027633667,-27.6089857296,32,-281.315790678,5,0.00991753,112.92202879,1.7266998291015625,1.56403e-08,0.0620474,3.635671615600586,0.994745
-425.893890472,0.0,0.756088486077,4802.6,8.47691,0.11531877517700195,-0.0674586,-0.0951861275131,-334.952032388,123.88463234901428,0.9460742473602295,-23.8188447854,33,-207.369976192,5,0.00986669,76.0495560257,1.8859930038452148,1.65939e-08,0.0674586,4.005988121032715,0.993924
