EnvExecTime,AverageY,NumTrajs,dLoss,Perplexity,AverageAbsQYDiff,AverageQLoss,Iteration,AverageQ,LossAfter,Entropy,MeanKLBefore,MinReturn,ProcessExecTime,AverageReturn,ItrTime,AbsLearnSignal,StdReturn,AveragePolicyStd,AverageDiscountedReturn,AbsLearnSignalOld,AverageAbsY,MaxReturn,LossBefore,ExplainedVariance,AbsLearnSignalNew,AverageAbsQ,Time,MeanKL,PolicyExecTime
8.241217136383057,103.031209961,119,0.388229,2.94941e+10,6.96219258659,94.1371,10,103.008,-110.659,24.1075,0.0,77.3629428828,0.14249539375305176,206.080839628,65.57403993606567,0.464753279853,87.5955323398,0.99915,162.938549396,0.46685800751,103.035876632,504.548164998,-110.27,-1.28589136641,0.464753279853,103.039,713.6757032871246,0.00641053,1.1609597206115723
8.503535509109497,110.903705586,115,0.512817,2.9482e+10,7.2971191778,104.114,11,110.878,-117.265,24.107,0.0,81.2809966305,0.14469003677368164,215.510516967,65.20653629302979,0.58459055998,83.3993455518,0.999125,169.6404762,0.588168411144,110.90733252,410.100019274,-116.752,-0.379294325676,0.58459055998,110.91,779.0016951560974,0.00997808,1.208341121673584
8.640864610671997,119.059384788,103,0.425095,2.94648e+10,7.55883515467,113.431,12,119.037,-130.885,24.1065,0.0,77.1204586748,0.14337897300720215,240.591282531,64.91411328315735,0.485687414329,93.7901383026,0.999091,184.546407791,0.485471566921,119.062250128,600.133913964,-130.46,-0.749010174972,0.485687414329,119.069,844.0415434837341,0.00643805,1.1851046085357666
8.534046411514282,126.870687456,97,0.378265,2.94526e+10,7.7632238677,121.094,13,126.845,-141.648,24.106,0.0,81.0721739385,0.14238643646240234,257.01859002,64.10629653930664,0.621348699866,77.9520168561,0.999067,195.800929333,0.621666559089,126.876110915,482.082429988,-141.27,0.0802645569944,0.621348699866,126.883,908.2660331726074,0.00642171,1.1770472526550293
8.821807861328125,134.548080268,93,0.452759,2.94382e+10,7.93970150203,127.182,14,134.525,-149.146,24.1056,0.0,87.0195743903,0.14435648918151855,270.028862582,64.95458841323853,0.162450602874,75.575026223,0.999038,204.033329455,0.161703916942,134.556894413,565.885398722,-148.693,-19.4308227715,0.162450602874,134.565,973.3356416225433,0.00986287,1.228553295135498
8.884944677352905,141.975657161,93,0.347717,2.94666e+10,8.00348863852,130.293,15,141.953,-159.416,24.1065,0.0,81.8175697456,0.14360642433166504,268.947024552,64.62414216995239,0.349720787878,78.7431181477,0.999094,203.277097297,0.349423353698,141.98292142,458.407241685,-159.068,-1.61579942502,0.349720787878,141.991,1038.0775587558746,0.00645157,1.218087911605835
9.037232160568237,147.635635281,96,0.316269,2.94563e+10,8.06458905998,133.095,16,147.614,-159.821,24.1062,0.0,85.2560306176,0.1450648307800293,263.059471446,64.72782182693481,0.496875695773,75.3964066159,0.999074,200.166059132,0.494464319675,147.644229668,463.779498052,-159.505,0.12320094223,0.496875695773,147.656,1102.9280214309692,0.00641754,1.227898120880127
8.949820280075073,153.005377698,94,0.341827,2.9463e+10,7.98551266053,132.057,17,152.982,-162.107,24.1064,0.0,90.0583952564,0.1437370777130127,270.144790451,64.00727009773254,0.23148015634,59.5965904852,0.999088,205.594082616,0.229616092381,153.015580015,458.340832124,-161.765,-3.84999012768,0.23148015634,153.027,1167.056245803833,0.00986385,1.2043774127960205
8.842655658721924,157.13620028,89,0.285583,2.94686e+10,7.83332740766,127.522,18,157.114,-164.994,24.1066,0.0,97.0976508686,0.13838911056518555,283.270651906,64.94131755828857,0.53032200539,62.4202904797,0.999098,213.085572009,0.52978323215,157.148247923,505.020267208,-164.709,0.395520803985,0.53032200539,157.16,1232.117521762848,0.00995707,1.1956977844238281
9.279849767684937,160.134357377,95,0.264709,2.94321e+10,7.69433343817,123.739,19,160.114,-165.936,24.1054,0.0,88.3048845894,0.14268779754638672,270.710803687,65.43383002281189,0.395229485351,61.7997553957,0.999026,206.182973608,0.395273003221,160.144508635,432.006828128,-165.672,-0.238487987553,0.395229485351,160.158,1297.6709542274475,0.00995602,1.228163719177246
9.229950428009033,161.711774809,96,0.225052,2.94829e+10,7.54888958746,120.788,20,161.689,-166.891,24.1071,0.0,120.359570344,0.14599275588989258,267.013820489,64.65652680397034,0.196366502521,52.3611041221,0.999127,204.847755595,0.195418851446,161.725176788,485.651204732,-166.666,-4.79004641917,0.196366502521,161.738,1362.4483761787415,0.00857685,1.2269062995910645
9.437420845031738,162.633792849,89,0.189743,2.94603e+10,7.34851785757,114.948,21,162.613,-169.531,24.1063,0.0,87.0848721356,0.14441895484924316,287.740220346,65.18547654151917,0.156242709521,67.2669280417,0.999082,215.601919412,0.155816274764,162.646439995,548.110583894,-169.341,-10.057087704,0.156242709521,162.661,1427.7754454612732,0.00955788,1.2428078651428223
9.23183536529541,162.487757503,91,0.195557,2.94701e+10,7.18755103987,109.861,22,162.467,-162.438,24.1066,0.0,114.772331262,0.14190411567687988,280.893645411,62.97129273414612,0.36185647976,48.7136211015,0.999102,212.891876684,0.361653249871,162.497571338,412.237414057,-162.242,-0.102611501936,0.36185647976,162.511,1490.8743908405304,0.00985416,1.2133474349975586
9.02313756942749,161.912602454,90,0.153107,2.94544e+10,7.0078398477,104.648,23,161.894,-162.899,24.1061,0.0,185.322805096,0.13599419593811035,284.531372593,62.38436222076416,0.0763271288821,54.028584159,0.999071,214.815788845,0.076331410409,161.923446544,454.526945886,-162.746,-234.167864123,0.0763271288821,161.938,1553.393349647522,0.00892389,1.1806812286376953
9.348665714263916,160.36874786,93,0.121552,2.94485e+10,6.884733822,101.17,24,160.351,-160.725,24.1059,0.0,127.787928116,0.1424715518951416,276.191857219,63.583993434906006,0.618137264773,44.2131914593,0.999059,210.473287099,0.616826841063,160.379591889,416.656663852,-160.603,0.740312700501,0.618137264773,160.394,1617.0917336940765,0.00643624,1.208219289779663
9.474925756454468,158.476736164,87,0.178543,2.94689e+10,6.66006031123,94.4972,25,158.457,-160.168,24.1066,0.0,188.512713516,0.14117145538330078,294.920718468,63.69145846366882,0.173125899936,52.5723362868,0.9991,220.537491329,0.172990067553,158.485873197,500.650434686,-159.99,-3.48799722505,0.173125899936,158.498,1680.9184703826904,0.00938083,1.2263996601104736
9.29095983505249,156.742550584,89,0.159637,2.94895e+10,6.4992981401,90.8873,26,156.725,-159.854,24.1073,0.0,111.212690706,0.1401517391204834,286.989965196,64.05694341659546,0.506801084831,50.2513224905,0.999141,216.379452962,0.506256356706,156.750734163,516.563888277,-159.695,0.600743750611,0.506801084831,156.762,1745.103833436966,0.0095919,1.2324504852294922
9.337303876876831,155.422133291,87,0.148636,2.94405e+10,6.33310418369,86.3814,27,155.403,-155.271,24.1056,0.0,199.384780798,0.14266729354858398,296.764544141,63.95553755760193,0.104189156337,48.3100240697,0.999044,222.038430781,0.104182055668,155.42981469,503.419428045,-155.122,-72.8535960371,0.104189156337,155.436,1809.1851460933685,0.00906983,1.214143991470337
9.458814144134521,153.556792332,83,0.137543,2.93105e+10,6.24075990895,84.4486,28,153.537,-159.163,24.1012,0.0,195.583203252,0.15008878707885742,310.313904164,64.39557266235352,0.149229855923,50.4087656645,0.998784,229.051562674,0.148957468227,153.566045605,417.765669597,-159.025,-10.9948719091,0.149229855923,153.575,1873.7030534744263,0.00761982,1.210496187210083
9.360071182250977,153.403897535,84,0.134445,2.9375e+10,6.06591577794,79.4699,29,153.386,-158.203,24.1034,0.0,219.131189642,0.14189434051513672,303.883102647,63.812702655792236,0.276900767184,48.4282148915,0.998914,225.497465423,0.276479607899,153.410588365,462.404371506,-158.068,-0.279341424108,0.276900767184,153.418,1937.6447267532349,0.00659868,1.224520206451416
9.498764514923096,152.901222362,82,0.132568,2.9353e+10,5.94880950273,76.3132,30,152.883,-156.709,24.1027,0.0,197.448397342,0.14241933822631836,313.033193725,65.3926317691803,0.396244020959,59.0687292027,0.99887,230.164296682,0.39620546872,152.911185526,640.741825669,-156.577,0.202970025583,0.396244020959,152.918,2003.1648955345154,0.00924227,1.2791926860809326
9.690338134765625,152.665644155,79,0.136017,2.92555e+10,5.86744561831,74.7108,31,152.648,-164.707,24.0993,0.0,225.639855607,0.1462409496307373,318.67114239,65.54598999023438,0.638725348259,61.5983534782,0.998675,232.518969405,0.639529316194,152.672876179,596.811909072,-164.571,0.617165262928,0.638725348259,152.681,2068.841386795044,0.00993728,1.2577736377716064
9.698962450027466,152.557450156,78,0.107391,2.91926e+10,5.85654641258,74.6962,32,152.543,-162.804,24.0972,0.0,214.43814859,0.1452620029449463,324.41003854,65.93339109420776,0.135119772115,75.1544103997,0.998548,234.380793647,0.135120492161,152.567344693,658.904040473,-162.697,-53.4344900631,0.135119772115,152.579,2134.901931285858,0.00696512,1.2874739170074463
9.858784914016724,152.846461193,74,0.141006,2.91825e+10,5.81112109221,73.2462,33,152.828,-167.724,24.0968,0.0,229.923238181,0.14605045318603516,338.517812449,66.42224526405334,0.550056623795,62.1333456365,0.998528,241.853601153,0.549350578217,152.855785977,524.714291864,-167.583,0.37105974126,0.550056623795,152.86,2201.449326276779,0.00890864,1.3024637699127197
9.741404056549072,153.879954618,70,0.134888,2.91829e+10,5.78686720334,72.5766,34,153.863,-170.6,24.0968,0.0,265.026123776,0.1446676254272461,351.155341295,65.7300796508789,0.544438696773,63.5834575918,0.998529,247.559077438,0.544442874259,153.886599137,537.502027897,-170.465,0.0828522471941,0.544438696773,153.892,2267.305830717087,0.00997866,1.2678277492523193
9.6470365524292,154.660419247,71,0.12706,2.921e+10,5.78678670505,72.2859,35,154.644,-172.305,24.0978,0.0,219.998066699,0.14110589027404785,345.577048371,65.68741488456726,0.426977957879,76.0655109632,0.998584,243.883626024,0.426354269247,154.666019514,623.727438778,-172.178,0.186471578209,0.426977957879,154.668,2333.123912334442,0.00911099,1.2600224018096924
9.676595449447632,155.827463534,69,0.14444,2.91743e+10,5.79339388209,72.3414,36,155.812,-168.516,24.0966,0.0,210.586344252,0.14380979537963867,353.84165645,66.79520058631897,0.467366936119,72.8176122944,0.998512,247.871110158,0.4674787517,155.836945131,571.927059322,-168.372,0.168499070753,0.467366936119,155.839,2400.051234960556,0.00987318,1.2922420501708984
9.966899394989014,156.569829096,75,0.152969,2.91663e+10,5.79062614802,72.1617,37,156.556,-174.996,24.0963,0.0,147.925587286,0.14743280410766602,328.555556864,67.11863088607788,0.554748344141,76.8906032782,0.998496,235.237044235,0.55499807064,156.575394072,623.22640636,-174.843,0.456893057514,0.554748344141,156.583,2467.2992074489594,0.00849402,1.3137388229370117
9.70186710357666,158.187868014,68,0.154007,2.91246e+10,5.85293555453,73.2499,38,158.172,-175.069,24.0949,0.0,214.062226331,0.142228364944458,355.048154504,68.13162112236023,0.660547250796,77.1744572799,0.998412,247.971807665,0.659257931274,158.191902095,632.985486565,-174.915,0.599238281509,0.660547250796,158.195,2535.5576226711273,0.00997771,1.2519872188568115
9.842505693435669,159.094064524,66,0.159256,2.91468e+10,5.85068860634,74.1508,39,159.081,-176.646,24.0956,0.0,190.862844286,0.14320802688598633,361.89998739,67.85237956047058,0.538918509444,95.5106100575,0.998456,249.48056384,0.538522298264,159.099439692,753.199080137,-176.487,-0.228967096551,0.538918509444,159.106,2603.5409741401672,0.00985068,1.2808341979980469
9.878330945968628,159.966002689,66,0.168137,2.91393e+10,5.89180150862,74.2713,40,159.95,-174.103,24.0954,0.0,248.865973097,0.1431257724761963,361.060285077,67.89048767089844,0.651511111858,78.545755699,0.998441,250.033024729,0.650390807851,159.971261395,635.979716992,-173.935,0.335561233017,0.651511111858,159.976,2671.5620691776276,0.0099129,1.26621675491333
10.051912307739258,160.702372449,70,0.150879,2.92739e+10,5.85519280571,72.5197,41,160.689,-179.248,24.1,0.0,204.085682488,0.14415192604064941,339.586819285,67.82238030433655,0.414611243296,74.4616676802,0.998713,239.891356237,0.414198512511,160.708101664,553.211153084,-179.097,-0.124595972305,0.414611243296,160.713,2739.514261484146,0.00995522,1.2768142223358154
9.724531173706055,161.028395807,68,0.161118,2.91931e+10,5.9137800228,74.044,42,161.016,-178.167,24.0972,0.0,163.449769295,0.14112114906311035,350.316197547,64.38128757476807,0.64392248887,79.0293205867,0.99855,244.377282141,0.6426512402,161.032179771,559.44191221,-178.006,0.491061393075,0.64392248887,161.041,2804.02712059021,0.00992658,1.2062573432922363
9.81519079208374,161.481563628,68,0.159012,2.91707e+10,5.90395069359,72.9648,43,161.47,-175.747,24.0964,0.0,213.727485175,0.14284205436706543,351.184789257,65.56436252593994,0.647391803406,76.8390259877,0.998505,245.070043262,0.64584819353,161.486530884,611.030231282,-175.588,0.550185639943,0.647391803406,161.494,2869.715535402298,0.00993107,1.2304563522338867
9.751710414886475,161.931963913,64,0.145554,2.91607e+10,5.95626416193,74.796,44,161.918,-175.185,24.0961,0.0,192.659506896,0.14068937301635742,365.396970095,64.50283479690552,0.455254187641,101.933208243,0.998485,249.479225818,0.454599009719,161.937368875,701.776634741,-175.039,0.253542741994,0.455254187641,161.947,2934.3455152511597,0.00985933,1.2129459381103516
9.708878517150879,161.842627847,65,0.166321,2.92288e+10,5.882406312,73.0917,45,161.828,-176.157,24.0984,0.0,228.260825434,0.14002370834350586,359.361517274,64.47557163238525,0.631886878759,81.7453066271,0.998622,248.312680851,0.631996006058,161.848968581,594.660317693,-175.991,0.399072026346,0.631886878759,161.855,2998.9453842639923,0.00985611,1.2247674465179443
9.555584907531738,162.038154727,69,0.176453,2.92122e+10,5.84257551384,71.8898,46,162.024,-171.416,24.0979,0.0,179.011587588,0.13739395141601562,334.806019594,64.03135395050049,0.564556933321,78.9375267623,0.998589,236.11606394,0.563794749357,162.04480486,578.547244917,-171.24,0.39719140838,0.564556933321,162.054,3063.0995247364044,0.00987915,1.1816229820251465
9.655704975128174,161.273220785,68,0.141113,2.92044e+10,5.82707463252,71.6279,47,161.262,-174.646,24.0976,0.0,185.507984318,0.13794994354248047,345.92172998,63.702707052230835,0.505323389482,87.5066927316,0.998573,241.847249251,0.504846699514,161.278626998,583.069786343,-174.504,0.321583177874,0.505323389482,161.291,3126.9215049743652,0.00765799,1.1917533874511719
9.593113422393799,161.223527888,65,0.149933,2.92224e+10,5.82166051895,71.4578,48,161.209,-175.765,24.0982,0.0,204.433766042,0.1379561424255371,360.694980742,63.88945746421814,0.143620367124,87.2665857402,0.998609,248.682214447,0.143441436716,161.229971555,587.17981447,-175.615,-15.8943552833,0.143620367124,161.239,3190.9348266124725,0.00906272,1.1811084747314453
9.765954494476318,161.088877056,65,0.17276,2.91792e+10,5.812255963,71.0829,49,161.077,-177.009,24.0967,0.0,210.420949427,0.1407618522644043,357.805027041,64.77553677558899,0.69198743255,88.9178257702,0.998523,246.638161264,0.692284006706,161.095997966,609.605104165,-176.836,0.571279706324,0.69198743255,161.111,3255.836813211441,0.00998491,1.2050421237945557
10.018087387084961,161.238900431,65,0.154541,2.91358e+10,5.81970268192,71.3235,50,161.225,-173.588,24.0952,0.0,219.777925371,0.1431877613067627,361.244982545,65.41280698776245,0.603650425022,99.0301498356,0.998436,247.871425574,0.603317892238,161.245303917,751.101609141,-173.433,0.346719643069,0.603650425022,161.258,3321.379101037979,0.0091621,1.2171342372894287
9.964456558227539,161.158363318,62,0.143967,2.91009e+10,5.78143605085,70.2442,51,161.146,-174.656,24.094,0.0,240.58475749,0.1430954933166504,373.522389855,65.44090986251831,0.619141278776,82.988244176,0.998366,254.563606284,0.619360778986,161.166896653,655.740632681,-174.512,0.325483798464,0.619141278776,161.181,3386.9457824230194,0.00931776,1.2133076190948486
10.06252908706665,161.279870841,59,0.137772,2.90832e+10,5.835106099,71.5501,52,161.267,-179.192,24.0934,0.0,197.924154435,0.14113116264343262,398.717371397,65.93259811401367,0.71816822636,125.516733216,0.99833,262.811528282,0.717806055066,161.28817012,790.299230013,-179.054,0.516838452011,0.71816822636,161.302,3453.003382205963,0.00993944,1.2281594276428223
10.135860443115234,161.633567981,58,0.116531,2.91632e+10,5.82749154081,71.4363,53,161.621,-180.21,24.0962,0.0,204.382144502,0.14110970497131348,408.441662807,66.13534140586853,0.697807160307,111.709512828,0.998492,268.430496148,0.698001592777,161.641587676,829.22767624,-180.093,0.429939357334,0.697807160307,161.658,3519.2661468982697,0.00641264,1.2226536273956299
10.004020690917969,161.784693266,64,0.125259,2.91546e+10,5.81335231568,71.3395,54,161.773,-177.472,24.0959,0.0,241.419766392,0.1407017707824707,369.180897172,66.42548298835754,0.697991937453,97.1104982475,0.998474,252.00306823,0.697685001683,161.794617153,781.19883417,-177.347,0.286096733569,0.697991937453,161.812,3585.817881345749,0.00997392,1.2173902988433838
10.2107572555542,161.774594877,60,0.103348,2.89789e+10,5.84077916356,71.7711,55,161.763,-176.78,24.0898,0.0,209.474026944,0.14191365242004395,396.236348098,67.98471546173096,0.6960942824,98.2960296356,0.998119,264.269441936,0.69598617437,161.781147374,654.705091065,-176.677,0.538290752421,0.6960942824,161.796,3653.9428417682648,0.00640724,1.2383253574371338
10.468477010726929,162.038084072,60,0.098465,2.89986e+10,5.8267186085,71.0508,56,162.025,-179.666,24.0905,0.0,249.693877723,0.1456618309020996,400.422513921,65.97966694831848,0.577512551634,99.3460202308,0.998159,266.742553189,0.577556937265,162.045336216,684.2680105,-179.567,0.541039159319,0.577512551634,162.057,3720.046700000763,0.006411,1.2706303596496582
10.536926984786987,162.447287898,59,0.121674,2.89757e+10,5.87831309166,72.0644,57,162.436,-180.477,24.0897,0.0,208.453800115,0.144942045211792,403.511180308,67.1089985370636,0.560655515533,88.2539199123,0.998112,268.247030986,0.560105611681,162.456911803,601.753143236,-180.355,0.311650223977,0.560655515533,162.476,3787.2760016918182,0.0097985,1.2642693519592285
10.765859842300415,162.882823862,57,0.124664,2.89262e+10,5.88610733563,72.3088,58,162.869,-181.428,24.088,0.0,217.572555309,0.1448676586151123,414.806568772,66.49762201309204,0.721022196928,88.2573164979,0.998012,272.952147733,0.720617693224,162.894009572,638.914126428,-181.303,0.670045778934,0.721022196928,162.911,3853.9009160995483,0.0098115,1.3036692142486572
10.368406295776367,163.773123176,59,0.118912,2.89125e+10,5.89340336285,72.6327,59,163.762,-187.375,24.0875,0.0,229.685730634,0.14260530471801758,419.673816521,66.02273750305176,0.694775814265,116.850279817,0.997984,273.620923496,0.694826794209,163.781169907,784.844625075,-187.256,0.465232394612,0.694775814265,163.801,3920.037301301956,0.00861128,1.255037546157837
10.40162706375122,164.097301126,57,0.126923,2.89098e+10,5.9051836816,72.7762,60,164.085,-180.653,24.0874,0.0,262.404895774,0.14083313941955566,418.510381145,66.18391394615173,0.698915938123,90.9636726004,0.997979,274.903077401,0.698206896237,164.104399136,745.099469351,-180.526,0.540881593414,0.698915938123,164.117,3986.3495190143585,0.00978103,1.2398402690887451
10.82441258430481,164.862962192,56,0.126572,2.88172e+10,5.89776496376,72.9113,61,164.849,-182.673,24.0842,0.0,254.303800822,0.14293169975280762,435.292915228,68.07791638374329,0.685527132667,97.7911111281,0.99779,282.547684514,0.685259713032,164.87158773,728.72033932,-182.547,0.579233985381,0.685527132667,164.887,4054.553637981415,0.00995383,1.2889962196350098
10.590943336486816,166.032799398,57,0.10994,2.88179e+10,5.8709503051,71.4291,62,166.021,-184.558,24.0843,0.0,267.446491735,0.14262962341308594,430.962271126,67.35684823989868,0.661636810542,85.7810963897,0.997791,281.197395873,0.661045930958,166.042101214,672.094701837,-184.448,0.506848079535,0.661636810542,166.058,4122.047152042389,0.00642681,1.254866600036621
10.626807689666748,166.788255314,60,0.121094,2.88715e+10,5.96920624019,74.8139,63,166.776,-179.693,24.0861,0.0,242.152715757,0.14159941673278809,409.46845826,67.37811183929443,0.616103632539,86.1644716596,0.997901,272.169189778,0.616101040597,166.799952307,654.230125709,-179.572,0.59897566306,0.616103632539,166.82,4189.547215938568,0.00994508,1.2559585571289062
10.854099988937378,167.25428277,56,0.116516,2.87785e+10,5.8766610552,72.2524,64,167.244,-182.669,24.0829,0.0,214.906183105,0.14611077308654785,436.742213048,69.29838919639587,0.594379525712,149.515727583,0.997711,278.628993091,0.593528399017,167.267370379,1171.9982766,-182.552,0.39025424165,0.594379525712,167.288,4258.977472543716,0.00998751,1.3187849521636963
10.806151866912842,167.679399782,58,0.117676,2.87042e+10,5.86443331158,72.2726,65,167.67,-185.204,24.0803,0.0,268.189950064,0.1479039192199707,427.131553568,68.9619550704956,0.602141216011,83.3981101587,0.99756,280.397948175,0.602291975459,167.691856538,632.39039049,-185.086,0.31417252316,0.602141216011,167.713,4328.082427740097,0.00971162,1.3608546257019043
10.759569883346558,168.426564414,58,0.135651,2.86971e+10,5.81796499158,71.5464,66,168.414,-183.67,24.0801,0.0,269.216788357,0.14702796936035156,436.872884207,70.28106594085693,0.639208855787,98.5338323053,0.997545,284.109376708,0.639018252879,168.438662761,812.78851671,-183.534,0.574584016669,0.639208855787,168.46,4398.51478934288,0.0098828,1.3795580863952637
11.35434103012085,168.760362029,60,0.112976,2.87191e+10,5.78331501011,70.2207,67,168.751,-181.012,24.0808,0.0,252.113197374,0.14922237396240234,408.081961962,71.57003879547119,0.58522949299,80.5624368659,0.997591,272.205814102,0.584747840295,168.777050676,598.550697905,-180.899,0.459435912069,0.58522949299,168.802,4470.228903055191,0.0099781,1.4320464134216309
11.12897777557373,169.229042095,55,0.129974,2.87744e+10,5.72477031593,68.5963,68,169.22,-186.519,24.0828,0.0,276.112556578,0.14559578895568848,455.523205619,67.47628450393677,0.623655814085,110.052287612,0.997704,289.911263497,0.623762979473,169.245444529,749.10116405,-186.389,0.48945629427,0.623655814085,169.27,4537.846289634705,0.00973437,1.339970588684082
11.1127290725708,169.133099195,62,0.114716,2.88042e+10,5.71926548305,68.9537,69,169.123,-176.27,24.0838,0.0,218.603215203,0.14564990997314453,401.369043265,68.34843564033508,0.608117493181,85.0454333055,0.997765,269.662674521,0.607763697116,169.150693993,650.183891488,-176.155,0.267621566129,0.608117493181,169.174,4606.330031871796,0.00996994,1.3317689895629883
11.321933269500732,169.352979246,57,0.0789642,2.885e+10,5.65635011348,67.6733,70,169.342,-184.332,24.0854,0.0,265.180469655,0.14922022819519043,442.797126165,69.45471024513245,0.647070607113,105.661434291,0.997857,285.666133087,0.647098804334,169.371336913,683.457985402,-184.253,0.331958193911,0.647070607113,169.396,4675.918619394302,0.00645379,1.354762315750122
11.327372550964355,169.067507605,59,0.090332,2.8841e+10,5.55156710813,64.682,71,169.059,-181.671,24.0851,0.0,301.243765933,0.14934062957763672,424.35498426,68.84360790252686,0.641627654015,80.0544180063,0.997839,280.020681291,0.641948296606,169.083473709,720.555487409,-181.581,0.59512232849,0.641627654015,169.111,4744.911255836487,0.00640198,1.3623600006103516
11.22593903541565,169.76090083,58,0.0922394,2.88368e+10,5.54629975858,64.4184,72,169.753,-188.508,24.0849,0.0,283.574961638,0.1459517478942871,434.913884912,70.50806021690369,0.49767618473,91.0366314282,0.997831,283.427053737,0.497607908691,169.784270917,722.224329446,-188.416,0.0316338690109,0.49767618473,169.807,4815.558788537979,0.00648901,1.306333065032959
11.453434467315674,169.102328235,57,0.105759,2.88133e+10,5.49212917891,63.4787,73,169.095,-190.827,24.0841,0.0,294.008572951,0.14712285995483398,444.45025227,70.529541015625,0.655165972658,87.405286399,0.997783,287.842602686,0.65446903431,169.124113505,767.063508786,-190.721,0.619072550829,0.655165972658,169.152,4886.220608472824,0.00996492,1.3489868640899658
