ItrTime,ProcessExecTime,EnvExecTime,MeanKL,NumTrajs,StdReturn,AveragePolicyStd,AverageReturn,dLoss,Entropy,MinReturn,Iteration,PolicyExecTime,MeanKLBefore,LossBefore,Time,LossAfter,Perplexity,MaxReturn,AbsLearnSignal,ExplainedVariance,AverageDiscountedReturn
3.901050090789795,0.09745430946350098,1.4143128395080566,0.00989353,5,45.0292865652,1.0,-417.581315673,0.0642924,8.51363,-495.372899773,0,0.7521624565124512,0.0,4.3869e-09,3.9010655879974365,-0.0642924,4982.22,-358.126580712,0.727184668715,3.0333957568e-11,-37.3822049345
3.579249858856201,0.1085350513458252,1.4564592838287354,0.00983927,5,77.9011671576,0.999724,-398.169206198,0.0649793,8.51197,-464.569582567,1,0.8163692951202393,0.0,-1.14441e-08,7.4951841831207275,-0.0649793,4973.95,-253.785625163,0.76198710202,0.353292870246,-28.1961111654
3.914180278778076,0.10428547859191895,1.4531636238098145,0.00996502,5,49.3899149985,0.998529,-503.660971865,0.0651311,8.50479,-562.231232523,2,0.8301568031311035,0.0,6.01769e-08,11.412362575531006,-0.065131,4938.38,-438.493677882,0.720655107627,0.158665527543,-44.8169505424
3.4939777851104736,0.1045694351196289,1.4631743431091309,0.00989936,5,73.1175857063,0.998795,-378.700488744,0.0652472,8.50635,-486.553707978,3,0.8418323993682861,0.0,7.24792e-09,15.036909103393555,-0.0652472,4946.09,-291.734599018,0.771815267321,0.268880843947,-33.3263690625
3.511338710784912,0.10288238525390625,1.4876267910003662,0.00994688,5,96.2594809961,0.998807,-348.038904277,0.0656939,8.50641,-439.893829213,4,0.8595211505889893,0.0,-1.79291e-08,18.5520236492157,-0.0656939,4946.4,-172.768740234,0.775708782292,0.351373059352,-38.0210681182
3.618993043899536,0.10543966293334961,1.4992311000823975,0.00640719,5,128.384322153,0.998226,-401.505035886,0.0516279,8.50292,-523.488194681,5,0.8858845233917236,0.0,4.76837e-09,22.17511010169983,-0.0516279,4929.14,-183.767616653,0.735749009869,0.232583867104,-34.5916016276
3.572782516479492,0.10517430305480957,1.4628162384033203,0.0098364,5,94.2286045136,0.997158,-414.167318999,0.0647686,8.49649,-515.934823287,6,0.8422775268554688,0.0,-1.39618e-07,25.866191148757935,-0.0647687,4897.55,-255.037769919,0.769014710439,-2.40475558384,-36.8199342567
3.5317413806915283,0.10249114036560059,1.4664230346679688,0.00997978,5,65.6787743649,0.997431,-442.533240222,0.0646475,8.49812,-507.479069215,7,0.8276324272155762,0.0,6.29425e-09,29.401652574539185,-0.0646475,4905.55,-341.33298044,0.699559813555,0.246190625526,-19.8916642266
3.5338664054870605,0.1011660099029541,1.4765543937683105,0.00642974,5,82.5882412507,0.997551,-380.721842469,0.0524326,8.49885,-526.227809723,8,0.8559286594390869,0.0,-3.39508e-08,32.93963646888733,-0.0524326,4909.11,-292.953679815,0.76770085793,0.0615153887894,-21.9697279796
3.5266902446746826,0.10066437721252441,1.4723846912384033,0.00998768,5,63.9102804422,0.997127,-405.339630086,0.0669649,8.49629,-496.181819268,9,0.8667771816253662,0.0,-9.72748e-09,36.589056730270386,-0.0669649,4896.56,-302.441271602,0.779500829178,0.158607867494,-36.8151477337
3.517416477203369,0.10767912864685059,1.472641944885254,0.0099598,5,105.480098646,0.996603,-414.040504792,0.0665929,8.4931,-545.748723299,10,0.8509719371795654,0.0,-6.48499e-09,40.109992027282715,-0.0665929,4880.99,-260.321272467,0.772113364113,0.374265308101,-42.1677509298
3.5663034915924072,0.10919690132141113,1.465872049331665,0.00995423,5,72.5479949154,0.99555,-457.910707185,0.0693097,8.48678,-537.59732782,11,0.8534388542175293,0.0,-6.31332e-08,43.679635763168335,-0.0693097,4850.25,-325.532676568,0.740281023984,-1.00313465119,-37.4066333639
3.521547794342041,0.09960746765136719,1.4739463329315186,0.00994038,5,85.732202999,0.996541,-463.345893126,0.0638621,8.49274,-623.33987388,12,0.8466134071350098,0.0,-2.05994e-08,47.318695306777954,-0.0638621,4879.22,-372.919801546,0.767500735637,-0.626072276483,-38.3532663074
3.577363967895508,0.10878562927246094,1.4979417324066162,0.0099311,5,137.006401605,0.995829,-339.77415946,0.0701181,8.48841,-475.576978266,13,0.8742403984069824,0.0,1.49727e-08,50.899144887924194,-0.0701181,4858.15,-89.5732934838,0.737877445029,-0.160670757918,-24.7185987099
3.602175235748291,0.1089932918548584,1.48291015625,0.00990219,5,102.568073262,0.995604,-443.975594198,0.0659661,8.48705,-541.75119162,14,0.8779451847076416,0.0,3.71933e-09,54.50479984283447,-0.0659661,4851.51,-260.747098901,0.775500774151,-0.092828981652,-54.6568401368
