AverageQ,AverageAbsY,EnvExecTime,MaxReturn,PolicyExecTime,AbsLearnSignalNew,StdReturn,MinReturn,LossAfter,AverageDiscountedReturn,Entropy,AbsLearnSignal,AverageAbsQ,NumTrajs,ItrTime,Iteration,ProcessExecTime,LossBefore,ExplainedVariance,dLoss,MeanKL,AbsLearnSignalOld,Perplexity,AverageQLoss,Time,MeanKLBefore,AverageY,AveragePolicyStd,AverageAbsQYDiff,AverageReturn
183.033,183.100525731,10.344883918762207,722.362063338,1.0632405281066895,0.684757059797,104.142155797,296.508706766,-202.468,295.15980363,24.1346,0.684757059797,183.104,50,58.40589094161987,150,0.13693666458129883,-202.371,0.521029454826,0.096756,0.00980488,0.684155582841,3.03042e+10,81.6206,8186.318625450134,0.0,183.052159762,1.00077,6.08920447124,475.380368833
183.339,183.409836355,10.339134931564331,1051.7186657,1.0715572834014893,0.65055896761,136.739579163,339.551038452,-198.919,297.034235091,24.1324,0.65055896761,183.407,48,58.97753667831421,151,0.13629841804504395,-198.834,0.394962604031,0.08461,0.009861,0.650018460942,3.02395e+10,82.2383,8245.422942638397,0.0,183.360864182,1.00064,6.09642871743,488.822355145
183.656,183.721684731,10.350869178771973,755.335545846,1.0585169792175293,0.554726071049,108.355239304,311.012540472,-198.548,290.300728646,24.1342,0.554726071049,183.72,51,59.04038429260254,152,0.1362769603729248,-198.439,-0.0176035188396,0.109711,0.00923853,0.554398297537,3.02943e+10,82.6519,8304.601432800293,0.0,183.6775805,1.00075,6.11096930452,464.616099123
184.308,184.364336291,10.610163927078247,864.554771336,1.075216293334961,0.552537705618,131.620591384,330.790911035,-203.852,303.107066606,24.1337,0.552537705618,184.363,48,58.53604340553284,153,0.1374058723449707,-203.748,0.338781855154,0.104263,0.00941849,0.551892838313,3.02796e+10,82.2677,8363.261108160019,0.0,184.327898311,1.00072,6.12936889188,502.376778386
184.887,184.941011568,10.527830123901367,844.009056398,1.0486266613006592,0.426678195043,96.6168964163,313.734568527,-205.789,294.319590517,24.136,0.426678195043,184.938,50,56.73703575134277,154,0.1337754726409912,-205.707,-0.320693508886,0.0825348,0.00643652,0.426528575241,3.03469e+10,80.759,8420.125010728836,0.0,184.906244657,1.00085,6.06770589925,471.979718017
185.474,185.53079018,10.572757482528687,773.941724584,1.083742618560791,0.485978554651,89.230992731,344.467284896,-204.177,294.383198482,24.1382,0.485978554651,185.527,50,56.34289002418518,155,0.13887357711791992,-204.086,-0.198815141295,0.0915833,0.0099297,0.485458135654,3.04139e+10,82.1932,8476.598291635513,0.0,185.492103685,1.00098,6.10924822888,470.269269474
186.08,186.138085821,10.54714822769165,934.149266198,1.0705406665802002,0.638334224017,133.646139796,330.326466727,-209.128,304.480221048,24.14,0.638334224017,186.134,47,58.38749623298645,156,0.13785147666931152,-209.045,0.44346424461,0.0834351,0.00925088,0.63838184788,3.04689e+10,81.8058,8535.113501548767,0.0,186.10055971,1.00109,6.09633413506,505.720762169
186.565,186.612238946,10.866913795471191,832.868658361,1.132211685180664,0.249087968354,96.1667460968,312.665967178,-202.01,284.811012249,24.1397,0.249087968354,186.609,52,58.83717346191406,157,0.13914990425109863,-201.904,-7.20148854326,0.106155,0.00973154,0.249171441952,3.04594e+10,81.4323,8594.077337026596,0.0,186.584197447,1.00107,6.07685330044,447.673351061
187.211,187.248557288,10.559973239898682,771.373570976,1.095686912536621,0.585387765004,105.551957438,311.782950494,-203.051,288.383148778,24.1391,0.585387765004,187.249,51,59.23061442375183,158,0.14011001586914062,-202.977,0.0872839116325,0.0746613,0.00642389,0.585272404972,3.04427e+10,82.2561,8653.435879468918,0.0,187.226027949,1.00104,6.09155544002,458.194854383
187.273,187.315084021,10.804438352584839,914.234264052,1.118748664855957,0.639780411709,104.253947733,339.520101529,-201.654,290.967057541,24.1362,0.639780411709,187.31,50,59.79249119758606,159,0.13997626304626465,-201.56,0.353061612914,0.0935516,0.00964397,0.639158329589,3.0355e+10,84.0107,8713.366844177246,0.0,187.295594972,1.00087,6.12718804081,464.395608914
187.695,187.734802566,10.963424682617188,963.516855887,1.1519196033477783,0.550522431004,124.720791723,320.76946318,-203.275,294.972021249,24.1345,0.550522431004,187.727,50,63.30366086959839,160,0.14839959144592285,-203.17,0.0561759412425,0.104828,0.00999398,0.550403464451,3.03038e+10,83.548,8776.827033519745,0.0,187.718622462,1.00077,6.10794868826,477.741762208
187.551,187.587782568,11.447399616241455,1087.66482754,1.2812442779541016,0.653055500346,142.750099951,331.03835031,-211.315,301.331161345,24.1333,0.653055500346,187.585,47,64.31469678878784,161,0.16008734703063965,-211.216,0.476985636995,0.0995331,0.00998278,0.652932395434,3.02662e+10,84.8666,8841.349473237991,0.0,187.569827581,1.0007,6.12040971364,501.916678862
186.68,186.721519171,10.909477710723877,863.585976417,1.1848459243774414,0.0732462371926,131.830421966,303.539740848,-206.552,292.334774559,24.1355,0.0732462371926,186.714,49,58.18832492828369,162,0.1537008285522461,-206.486,-252.000292832,0.0657349,0.00640943,0.0732349524202,3.03315e+10,80.3494,8899.72837638855,0.0,186.702412185,1.00082,6.04124267787,474.443129828
185.828,185.877759344,11.431362390518188,745.070423608,1.1422019004821777,0.534079902742,111.124744396,312.682046806,-204.523,298.266861183,24.1357,0.534079902742,185.865,48,60.6825737953186,163,0.14597797393798828,-204.441,-0.671346587374,0.0812836,0.00646651,0.533831189637,3.03402e+10,82.0223,8960.53925037384,0.0,185.851338414,1.00084,6.08004968148,486.115119919
185.985,186.03691863,11.060385942459106,962.44325985,1.111896276473999,0.598378042453,140.771168763,306.361663563,-202.731,299.116024015,24.1384,0.598378042453,186.015,47,61.10338854789734,164,0.14075636863708496,-202.648,0.339047849044,0.0834351,0.00934287,0.598045848573,3.04219e+10,85.3893,9021.782703399658,0.0,186.012669292,1.001,6.16702154916,495.279968887
186.152,186.19273724,11.653373003005981,1040.70174151,1.176464319229126,0.272928718336,147.387356104,316.357121782,-207.748,301.365470234,24.1362,0.272928718336,186.176,47,61.23518943786621,165,0.14973950386047363,-207.695,-1.6439407222,0.0530548,0.00817552,0.272883147276,3.03555e+10,85.7452,9083.152920246124,0.0,186.176199124,1.00087,6.17611166888,502.887733807
186.619,186.668849236,11.741731882095337,678.538818887,1.187911033630371,0.666233061554,71.9493752172,363.45708605,-197.786,292.794108156,24.1352,0.666233061554,186.634,51,60.97905969619751,166,0.14976167678833008,-197.691,0.418811335653,0.0947418,0.00981046,0.665617114582,3.03238e+10,88.2925,9144.269402265549,0.0,186.65843508,1.00081,6.21175011755,463.476455987
186.776,186.819913208,11.343885660171509,785.967353033,1.1288247108459473,0.671905691426,108.261872412,326.964685464,-205.206,290.351366747,24.1318,0.671905691426,186.791,51,60.94235968589783,167,0.14635109901428223,-205.119,0.644070204611,0.087677,0.00992572,0.672140216844,3.02206e+10,89.8901,9205.360533237457,0.0,186.809142445,1.00061,6.2597108312,463.789852812
186.921,186.97732278,11.19218635559082,817.425169603,1.0925931930541992,0.652127545071,118.141375329,333.901937773,-207.326,303.506323726,24.1342,0.652127545071,186.941,47,59.635655641555786,168,0.1419365406036377,-207.241,0.358318997,0.0853424,0.00985881,0.651969834853,3.0295e+10,88.7953,9265.130469322205,0.0,186.959903892,1.00076,6.22822677874,501.011856732
186.777,186.837138297,11.766932725906372,917.40566844,1.1815481185913086,0.588874070484,128.019189382,328.326507548,-213.222,306.884321338,24.1377,0.588874070484,186.8,47,61.19698452949524,169,0.15137100219726562,-213.137,0.148783651769,0.0852356,0.00954433,0.588742648455,3.03986e+10,90.9672,9326.483134031296,0.0,186.814855413,1.00096,6.26065496807,511.582326276
186.905,186.981074773,11.539177656173706,891.419888311,1.145911693572998,0.699252801595,107.901014401,336.488691695,-203.327,297.346594706,24.1385,0.699252801595,186.935,49,61.636125326156616,170,0.15066003799438477,-203.233,0.395108437342,0.0944061,0.00993846,0.699096045102,3.04226e+10,93.7052,9388.280808448792,0.0,186.946954267,1.001,6.33014608342,482.615650329
186.868,186.951793096,11.940271377563477,845.826283962,1.1763663291931152,0.691487018732,124.543923292,347.603754417,-205.872,295.911470928,24.1404,0.691487018732,186.9,49,61.29735016822815,171,0.1515178680419922,-205.79,0.43737339828,0.0825806,0.00646466,0.691500054192,3.04814e+10,95.2005,9449.72778248787,0.0,186.916432135,1.00112,6.35224923808,483.755515611
187.066,187.14149131,11.428387880325317,879.507201761,1.1214230060577393,0.380940758581,126.72077298,334.378531222,-206.57,301.947007313,24.1406,0.380940758581,187.092,48,60.85385584831238,172,0.15010833740234375,-206.48,-0.454586290494,0.0891571,0.00952317,0.380758933116,3.04865e+10,97.7451,9510.737775325775,0.0,187.118956462,1.00113,6.4184444675,497.193234647
186.834,186.900359299,11.33365273475647,907.727665516,1.0875458717346191,0.655079300795,121.44842273,348.933926549,-208.782,307.446182105,24.1369,0.655079300795,186.857,47,59.306967973709106,173,0.14255166053771973,-208.689,0.452199923654,0.0929565,0.0098501,0.655074457835,3.03751e+10,95.3401,9570.183458089828,0.0,186.884634174,1.00091,6.35996620768,510.740186305
186.782,186.858056911,11.519965648651123,1026.14316595,1.1388683319091797,0.66771674767,132.682850481,309.458369263,-206.695,300.613305953,24.1383,0.66771674767,186.806,48,61.55121898651123,174,0.14668488502502441,-206.601,0.29112055412,0.0930634,0.00986117,0.667333664083,3.04172e+10,93.1158,9631.884083747864,0.0,186.840474532,1.00099,6.31516078176,495.630322061
186.873,186.953774914,11.176289081573486,849.738954884,1.168412446975708,0.683077100639,95.9556140191,324.384139948,-206.823,298.679515958,24.1343,0.683077100639,186.902,49,63.97400403022766,175,0.15361928939819336,-206.719,0.621960444299,0.103516,0.0096738,0.682307399764,3.02977e+10,94.837,9696.033591270447,0.0,186.935787888,1.00076,6.3481512142,482.244947127
186.583,186.674022473,11.435758113861084,898.419402857,1.2091588973999023,0.479901521772,127.272801056,333.950610094,-206.85,302.420865912,24.1369,0.479901521772,186.617,47,61.18762922286987,176,0.16260743141174316,-206.756,-0.556249178982,0.0945282,0.00986988,0.47982534173,3.03758e+10,99.9077,9757.363804578781,0.0,186.651634543,1.00091,6.44270777203,501.066661433
186.005,186.10811908,11.210970640182495,895.173395063,1.121098518371582,0.543407102828,136.733011048,324.779384742,-209.0,307.662632303,24.1344,0.543407102828,186.046,47,61.66483497619629,177,0.14953017234802246,-208.931,0.0800576451265,0.0697632,0.00797441,0.543154214694,3.02994e+10,96.4544,9819.202897787094,0.0,186.082690191,1.00076,6.41832317787,515.576282227
186.312,186.432390774,11.359341382980347,812.573581621,1.1134839057922363,0.182389272855,110.717296849,359.216698935,-204.371,295.788027268,24.1337,0.182389272855,186.358,49,61.09511065483093,178,0.14870142936706543,-204.178,-9.41015689928,0.192337,0.00835509,0.182273556669,3.02796e+10,100.862,9880.442690134048,0.0,186.394331455,1.00072,6.53691974608,479.066193409
186.475,186.618435726,11.400890111923218,1076.64679291,1.120546579360962,0.467491953716,143.033802042,357.219126103,-212.841,313.711647358,24.1332,0.467491953716,186.54,45,60.68397521972656,179,0.14246296882629395,-212.757,-0.577189671222,0.0836639,0.00991579,0.467304821715,3.02645e+10,100.302,9941.272586107254,0.0,186.560086901,1.00069,6.55859656221,532.570247547
185.795,185.957901709,11.858099937438965,894.654993352,1.1610617637634277,0.724774904608,124.686808626,308.662577951,-211.215,307.456485935,24.1328,0.724774904608,185.878,47,62.08816361427307,180,0.1483139991760254,-211.123,0.421643898219,0.0922546,0.0097184,0.724368663949,3.02497e+10,102.996,10003.5098528862,0.0,185.880669219,1.00066,6.60452147289,511.574924839
185.912,186.063900184,11.998234510421753,741.710568048,1.1915462017059326,0.515041031043,93.8332591933,360.329424149,-206.321,311.225735035,24.1353,0.515041031043,185.985,48,62.65970826148987,181,0.15436410903930664,-206.239,-1.67749697009,0.0822449,0.00946061,0.515116433098,3.03264e+10,104.92,10066.311118364334,0.0,185.997765657,1.00081,6.66830989123,515.80334896
186.608,186.736184903,12.301155805587769,816.729330124,1.2034220695495605,0.585987322206,115.940702054,343.079903884,-208.08,305.595056351,24.1367,0.585987322206,186.663,47,61.6382577419281,182,0.1545872688293457,-208.002,0.432111231047,0.0779266,0.00647854,0.585800821756,3.0368e+10,105.619,10128.103128910065,0.0,186.698854207,1.0009,6.68603428548,505.505958487
186.832,186.950571543,11.23818564414978,726.655030666,1.0686874389648438,0.523870753434,98.7348040319,319.22666588,-212.688,305.818456764,24.1373,0.523870753434,186.886,48,57.907718658447266,183,0.14062809944152832,-212.605,0.362870430911,0.0831146,0.00969457,0.523452881763,3.03879e+10,108.206,10186.149957180023,0.0,186.919794444,1.00093,6.78944053409,502.421752062
186.915,187.034445786,11.360132932662964,1013.4364483,1.0705275535583496,0.52460348774,149.491863837,322.037669092,-206.011,300.012662331,24.1346,0.52460348774,186.969,48,57.501784801483154,184,0.14083433151245117,-205.896,0.178430160946,0.115402,0.00973996,0.52463064046,3.03055e+10,113.287,10243.794499635696,0.0,187.006033762,1.00077,6.87673222442,497.034636395
186.853,186.972878232,11.598846912384033,699.738289919,1.0980350971221924,0.455677754013,90.0625022165,328.420647325,-210.475,304.575225193,24.1378,0.455677754013,186.905,49,59.52321267127991,185,0.14223957061767578,-210.38,-0.280602228693,0.0944977,0.00989054,0.455262721643,3.04042e+10,115.528,10303.462519407272,0.0,186.944961985,1.00096,6.91018259218,495.464149993
186.574,186.695695934,11.474660634994507,895.912557011,1.0784542560577393,0.656269536888,120.067293832,334.440724369,-209.884,309.235249617,24.1395,0.656269536888,186.628,48,58.527390241622925,186,0.14097070693969727,-209.799,0.162546872578,0.0858459,0.00996183,0.65620790731,3.04544e+10,116.578,10362.12194943428,0.0,186.668135592,1.00106,6.93035411048,514.189659137
185.703,185.838394145,11.847307205200195,725.693996008,1.1290600299835205,0.621691958577,84.8635010853,331.455017547,-197.165,294.644786765,24.1389,0.621691958577,185.767,50,59.91258764266968,187,0.1451261043548584,-197.073,0.348021401417,0.0913696,0.00998798,0.621143218578,3.04358e+10,111.41,10422.180458068848,0.0,185.7937566,1.00103,6.86357682065,471.117764746
184.301,184.47726616,11.68433165550232,907.752839099,1.1097772121429443,0.692226383321,110.124886268,341.833939921,-207.511,306.62625341,24.1389,0.692226383321,184.394,48,59.69730019569397,188,0.14875340461730957,-207.427,0.574522719932,0.0841064,0.00994124,0.691635146811,3.04348e+10,113.104,10482.017172336578,0.0,184.390406654,1.00102,6.91669459221,505.835087024
183.888,184.138486134,11.572047710418701,916.280952983,1.0845985412597656,0.67628022809,124.462968124,303.375697794,-212.321,310.799168217,24.1367,0.67628022809,184.048,46,60.7659125328064,189,0.14275574684143066,-212.234,0.631623972394,0.0866852,0.00887342,0.675906269453,3.03708e+10,118.833,10542.928238868713,0.0,183.974079134,1.0009,7.02346155928,522.129440341
183.865,184.184868297,11.666035652160645,677.207031869,1.2202434539794922,0.601484173289,88.9807970394,282.32691487,-194.07,291.472656474,24.1388,0.601484173289,184.076,52,61.73348879814148,190,0.1613602638244629,-193.984,0.112768428232,0.0862885,0.00983084,0.601021658863,3.04339e+10,125.75,10604.833316087723,0.0,183.93828247,1.00102,7.10939090795,462.281545537
184.422,184.738284901,11.456608533859253,896.163652586,1.1653707027435303,0.702150471617,100.931250653,345.162284216,-203.496,304.477141182,24.138,0.702150471617,184.652,48,61.07010865211487,191,0.15346884727478027,-203.426,0.649037295968,0.0700684,0.00651002,0.702261837651,3.04102e+10,126.166,10666.091833353043,0.0,184.480991142,1.00098,7.09604774653,498.509036375
184.894,185.142004463,11.167526245117188,810.292972891,1.0785372257232666,0.652273224253,109.151914494,304.225909325,-199.252,301.129135094,24.1388,0.652273224253,185.08,49,59.18897485733032,192,0.14127516746520996,-199.162,0.348161276221,0.0902863,0.00980531,0.651969632905,3.0433e+10,122.89,10725.424661636353,0.0,184.936213315,1.00102,7.04242857188,491.315416272
185.902,186.019517717,11.924982786178589,998.217563325,1.1525859832763672,0.515532706386,113.099246526,312.849083298,-201.438,305.275333154,24.14,0.515532706386,186.0,48,61.46783971786499,193,0.1453871726989746,-201.354,-0.337736691414,0.0839233,0.00984292,0.51510891476,3.04693e+10,115.858,10787.035321950912,0.0,185.930410087,1.00109,6.90715474158,502.275868388
186.426,186.496661623,11.763893604278564,860.98729345,1.1635634899139404,0.638365045298,104.232377417,319.515887758,-200.564,299.39089643,24.1407,0.638365045298,186.488,50,60.21480369567871,194,0.15039491653442383,-200.469,0.124682156652,0.0955353,0.00965338,0.638072214167,3.04915e+10,111.289,10847.399265289307,0.0,186.45414032,1.00114,6.83737795175,484.784885773
186.884,186.932861964,11.644842386245728,760.860813219,1.129054307937622,0.607631556283,103.183912805,319.782817201,-196.688,302.488307256,24.1413,0.607631556283,186.936,49,60.68510174751282,195,0.14387893676757812,-196.599,0.405804909544,0.0882263,0.00953561,0.607492234867,3.05103e+10,110.159,10908.223459482193,0.0,186.902982711,1.00117,6.79560573011,494.113294601
186.92,186.970596927,11.722655057907104,830.956861093,1.1279017925262451,0.646899742747,125.009604886,335.680914913,-201.474,304.031693731,24.1443,0.646899742747,186.97,48,62.40014839172363,196,0.14960503578186035,-201.395,0.507489722183,0.0789642,0.00966059,0.646631044167,3.06011e+10,112.454,10970.760846614838,0.0,186.941639828,1.00135,6.78246151793,502.170692004
187.22,187.266870884,11.844830751419067,703.846637434,1.1512997150421143,0.631102732442,86.2594780182,338.57172644,-199.106,300.574768486,24.1437,0.631102732442,187.269,50,63.80621600151062,197,0.1464681625366211,-199.025,0.183936543644,0.0810547,0.00975828,0.631219554473,3.05824e+10,116.457,11034.713372945786,0.0,187.2390271,1.00131,6.81859913894,485.71032886
187.417,187.463479189,11.787900686264038,778.713101653,1.1495709419250488,0.679593872411,97.7352380155,321.600450275,-202.886,306.13779983,24.1455,0.679593872411,187.469,48,61.3410758972168,198,0.14917969703674316,-202.805,0.657634065634,0.0813599,0.00989336,0.679851112039,3.06379e+10,115.322,11096.207571983337,0.0,187.435591636,1.00142,6.72458444542,502.265636152
187.443,187.492162925,11.006164789199829,1155.39486301,1.0644230842590332,0.562078497099,136.254901952,332.539753567,-200.957,297.295258546,24.1428,0.562078497099,187.491,50,59.28873658180237,199,0.1376023292541504,-200.876,0.0143868521993,0.0801544,0.00939228,0.561824837632,3.05544e+10,107.907,11155.65038394928,0.0,187.464338613,1.00126,6.58892116659,484.216627855
186.871,186.924983274,11.29371452331543,761.569628525,1.076512098312378,0.411686042301,104.03786303,315.118149307,-199.712,306.663391258,24.1427,0.411686042301,186.922,48,59.220255851745605,200,0.13952040672302246,-199.643,-0.830292977803,0.0687561,0.00994254,0.411349598254,3.05535e+10,99.4402,11215.024832725525,0.0,186.897908178,1.00126,6.44478012012,505.920472712
186.603,186.671373859,10.667252540588379,896.237682278,1.028106689453125,0.70608904066,104.709302636,354.029546519,-203.801,305.599593893,24.141,0.70608904066,186.661,48,60.1371808052063,201,0.13375473022460938,-203.728,0.643301200847,0.07341,0.0098678,0.706205069304,3.05016e+10,92.4862,11275.303915977478,0.0,186.640219447,1.00116,6.306874583,501.792453602
186.525,186.607016611,10.523171663284302,868.389811476,1.0108821392059326,0.332861357508,99.265543433,328.77327501,-199.237,302.420402352,24.139,0.332861357508,186.586,50,60.655489921569824,202,0.1324934959411621,-199.17,-0.954114252978,0.0671692,0.00956151,0.332618841986,3.04399e+10,86.8572,11336.109186887741,0.0,186.576866446,1.00104,6.18205773763,488.959610193
186.421,186.506446095,10.719794273376465,933.122684159,1.0708003044128418,0.585321731899,142.669973562,294.102340019,-199.511,299.888338853,24.1392,0.585321731899,186.474,49,63.210192918777466,203,0.13741040229797363,-199.443,0.220303654143,0.0678101,0.00963882,0.585312110315,3.04445e+10,84.158,11399.473402023315,0.0,186.480771627,1.00105,6.12124674764,495.135895046
186.46,186.559538254,10.986926794052124,1137.78087825,1.0915248394012451,0.713067212987,141.302986775,293.828028947,-202.401,304.507624323,24.1453,0.713067212987,186.509,49,65.09962940216064,204,0.1404740810394287,-202.325,0.484376502855,0.0761566,0.00966652,0.713427835762,3.06304e+10,81.5568,11464.738540410995,0.0,186.535461041,1.00141,6.05025652452,503.559706337
186.853,186.951126432,10.98506474494934,977.672454319,1.1969072818756104,0.486008683824,122.913793303,337.544738619,-202.955,307.024999002,24.1433,0.486008683824,186.897,47,62.2437469959259,205,0.15068411827087402,-202.883,-2.29057202549,0.072113,0.00989491,0.486155967135,3.05691e+10,77.4494,11527.13504934311,0.0,186.929129863,1.00129,5.95685815952,510.714816705
187.294,187.396479648,11.532527446746826,1144.95743172,1.2627809047698975,0.669696644246,153.051581647,330.545052381,-207.275,311.337919286,24.1435,0.669696644246,187.342,46,65.10342574119568,206,0.16162467002868652,-207.207,0.396063349938,0.0684814,0.00996596,0.669681518686,3.0576e+10,75.8995,11592.399358034134,0.0,187.372083724,1.0013,5.92144473777,529.004826507
186.857,186.965308526,11.110762119293213,776.953244513,1.1101703643798828,0.603783999319,105.133443966,303.975685088,-203.673,308.610947363,24.1428,0.603783999319,186.896,48,61.087101459503174,207,0.14580893516540527,-203.604,0.315740033211,0.068924,0.00994027,0.603683035738,3.05553e+10,73.0863,11653.609577655792,0.0,186.946305453,1.00126,5.84392935674,510.110864389
186.214,186.325726563,11.506364583969116,870.498235085,1.1084272861480713,0.451483312167,101.940892697,334.359186868,-202.593,305.117857434,24.1448,0.451483312167,186.241,49,56.538569927215576,208,0.14031100273132324,-202.514,-0.0390069975914,0.0790253,0.00914509,0.451195958539,3.06161e+10,71.8502,11710.274645328522,0.0,186.312715177,1.00138,5.85067166961,499.960757161
186.072,186.187065285,11.278800249099731,790.841968991,1.0799384117126465,0.534395093618,103.238173462,342.163763587,-204.339,307.068722943,24.1448,0.534395093618,186.096,48,57.8343939781189,209,0.13735532760620117,-204.262,0.378627575021,0.0773773,0.00989862,0.534464042526,3.0615e+10,72.1235,11768.229890346527,0.0,186.176710618,1.00137,5.87503033208,505.324634876
186.401,186.513954829,11.614348411560059,771.677468609,1.0986664295196533,0.51313632871,102.873371563,308.700514008,-205.68,310.497949778,24.1471,0.51313632871,186.417,48,57.60106420516968,210,0.14142227172851562,-205.606,0.340529673752,0.0733643,0.00957793,0.512644350077,3.06857e+10,71.7117,11825.955848932266,0.0,186.506549824,1.00151,5.86973720121,514.23489553
186.295,186.401988282,11.514663696289062,898.311131525,1.0967915058135986,0.440422628144,122.19170387,307.919355279,-199.313,304.75151482,24.1459,0.440422628144,186.308,48,58.611833333969116,211,0.1364126205444336,-199.23,0.210599712348,0.0830994,0.00974099,0.440425013322,3.06512e+10,72.628,11884.685110092163,0.0,186.395826564,1.00144,5.90853418607,502.594849749
186.577,186.673979221,11.982474565505981,745.682096802,1.1317331790924072,0.338277670491,101.152763015,301.511191489,-198.28,306.685696851,24.1446,0.338277670491,186.59,48,58.85193657875061,212,0.14406919479370117,-198.231,-1.52398598644,0.0489502,0.00807431,0.338045656497,3.06109e+10,74.5469,11943.674147129059,0.0,186.668300435,1.00136,5.97731456804,504.943712277
186.078,186.165367276,11.496269941329956,1133.40751412,1.0622541904449463,0.579300929041,138.040657259,280.894160931,-198.507,303.273507724,24.1485,0.579300929041,186.089,48,58.1198194026947,213,0.13889789581298828,-198.435,0.570438525581,0.0710907,0.00914062,0.578230836261,3.07294e+10,74.3307,12001.956112623215,0.0,186.160960795,1.00159,5.96000714554,501.818483451
185.948,186.031158569,11.477010726928711,986.441283958,1.0591742992401123,0.605116129265,125.672964753,299.612098074,-208.276,314.068379975,24.1508,0.605116129265,185.957,46,58.401939868927,214,0.1396944522857666,-208.196,0.160178763861,0.0797119,0.00996209,0.604999809803,3.07997e+10,75.4134,12060.49833202362,0.0,186.027102287,1.00173,6.01922234112,528.987961155
185.394,185.464289095,11.349865674972534,893.52780341,1.0618679523468018,0.59337380841,121.367832291,296.309114708,-202.673,310.44335393,24.1519,0.59337380841,185.398,47,58.23827362060547,215,0.13859820365905762,-202.596,0.350252292095,0.0770874,0.00950104,0.593367098861,3.0835e+10,76.0201,12118.876907587051,0.0,185.462452597,1.00179,6.03313067891,518.679360667
185.672,185.73163656,11.726170539855957,1045.4222182,1.088677167892456,0.670004437687,124.79115921,353.322852795,-200.439,307.687812109,24.1544,0.670004437687,185.674,47,59.50887584686279,216,0.14162969589233398,-200.36,0.433834310036,0.0790253,0.00988357,0.670024852985,3.09127e+10,78.4732,12178.523283481598,0.0,185.7306041,1.00194,6.12972742898,512.396028605
185.284,185.327051763,11.471428871154785,953.042698632,1.0571370124816895,0.359024213038,143.097171701,361.241082704,-200.339,314.914593722,24.1575,0.359024213038,185.287,44,59.56074142456055,217,0.14007258415222168,-200.277,-1.78826715739,0.0620422,0.00987991,0.358851198361,3.10076e+10,77.5381,12238.219034671783,0.0,185.325433832,1.00212,6.10731575032,539.159019871
185.732,185.756393443,11.622950315475464,842.23159672,1.0918004512786865,0.760166072065,97.0589474704,328.107142087,-198.528,304.645302765,24.157,0.760166072065,185.734,48,59.33460187911987,218,0.1439037322998047,-198.449,0.710548109547,0.0791473,0.00993484,0.759704297168,3.0992e+10,78.2473,12297.688084840775,0.0,185.75631141,1.00209,6.11557761382,498.463637663
186.255,186.269784853,12.209850311279297,858.479464762,1.13128662109375,0.667426312395,107.269410624,345.139457506,-204.522,312.641786212,24.1561,0.667426312395,186.257,48,62.761046409606934,219,0.1438455581665039,-204.458,0.544138599923,0.0630951,0.00643909,0.666768578015,3.09632e+10,76.8457,12360.59199810028,0.0,186.269517378,1.00204,6.06326165932,518.943831507
187.052,187.062338137,11.974712371826172,1001.03458647,1.191587209701538,0.251430162643,133.7157345,311.384385595,-207.95,314.167855475,24.1559,0.251430162643,187.052,47,60.81204843521118,220,0.154738187789917,-207.906,-1.62174304206,0.0440369,0.00650782,0.251300357986,3.09591e+10,76.4621,12421.57322883606,0.0,187.062333747,1.00203,6.05267844062,530.779722197
187.828,187.836238373,12.468454837799072,1031.19173377,1.2582287788391113,0.205727478259,144.391866339,319.294276292,-200.819,300.744418022,24.1569,0.205727478259,187.828,50,59.281349182128906,221,0.16581320762634277,-200.761,-7.13159483676,0.0580139,0.00832244,0.205757196288,3.09892e+10,76.3951,12481.03664278984,0.0,187.836190754,1.00209,6.05582273565,494.992526243
188.682,188.698000475,12.226118564605713,893.91563901,1.1019387245178223,0.537947624118,143.834068136,374.255955386,-207.16,320.872618905,24.1567,0.537947624118,188.683,44,59.55809783935547,222,0.14651966094970703,-207.103,0.123605939143,0.0568848,0.0064979,0.537503247873,3.09817e+10,76.6742,12540.736550331116,0.0,188.697978477,1.00208,6.04801670934,556.029074935
189.258,189.275499669,11.887835502624512,960.028426395,1.0781006813049316,0.596232102268,123.590035422,313.56474783,-206.148,313.097688266,24.1587,0.596232102268,189.259,46,58.794034004211426,223,0.1396629810333252,-206.089,-0.0638394437465,0.0594788,0.00645017,0.596208545382,3.10454e+10,74.9929,12599.669511318207,0.0,189.275499669,1.0022,5.99790567377,526.223659374
190.485,190.506677199,11.74661111831665,947.510576955,1.0606846809387207,0.701721358585,133.782282758,351.565813475,-208.597,318.32314417,24.1568,0.701721358585,190.485,44,58.895670890808105,224,0.14022302627563477,-208.522,0.597645354645,0.0743256,0.00980336,0.701665620284,3.09859e+10,73.7257,12658.703798294067,0.0,190.506677199,1.00208,5.93430137283,546.255425688
191.391,191.429549703,12.208680629730225,825.005947427,1.1131932735443115,0.40907284661,89.043695236,331.382473,-199.589,307.445113179,24.1568,0.40907284661,191.391,49,59.250577211380005,225,0.14354777336120605,-199.497,-1.03618056989,0.0927277,0.00968926,0.409062827791,3.09868e+10,72.8603,12718.097640752792,0.0,191.429549703,1.00209,5.91626840976,503.019804294
