LossBefore,ProcessExecTime,ExplainedVariance,dLoss,AverageReturn,Time,Iteration,MeanKL,EnvExecTime,MinReturn,NumTrajs,MeanKLBefore,Perplexity,AbsLearnSignal,LossAfter,AverageDiscountedReturn,AveragePolicyStd,MaxReturn,Entropy,ItrTime,StdReturn,PolicyExecTime
1.69754e-08,0.10751724243164062,0.217722824815,0.0643695,-318.682690601,54.67171549797058,14,0.00984625,1.488276481628418,-405.66080526,5,0.0,4889.81,0.76470323199,-0.0643695,-24.298964716,0.996894,-251.779377442,8.49491,3.56109881401062,51.8111456675,0.8657886981964111
2.38419e-09,0.10785222053527832,0.0802701611831,0.0488176,-302.22352529,58.320295095443726,15,0.00643014,1.4989650249481201,-378.256875509,5,0.0,4860.74,0.68341312149,-0.0488176,-16.2003599001,0.995899,-234.719450959,8.48895,3.536057949066162,46.2854524231,0.859074592590332
9.15527e-09,0.10989975929260254,0.0883896565579,0.0631343,-291.304478633,61.82965350151062,16,0.00997407,1.4916369915008545,-397.751232221,5,0.0,4873.86,0.72042768221,-0.0631343,-31.8608858927,0.996346,-164.379614391,8.49164,3.5058300495147705,77.9479205126,0.8516771793365479
2.50816e-08,0.10436272621154785,0.140624682947,0.0625283,-325.914342455,65.43187141418457,17,0.0098379,1.5223565101623535,-425.547938996,5,0.0,4838.76,0.737657591606,-0.0625283,-44.6298484184,0.995149,-241.017207378,8.48441,3.599367618560791,70.2809822803,0.8697240352630615
-2.67029e-09,0.10843229293823242,-0.77010119966,0.0692296,-252.334714675,69.08415913581848,18,0.0099558,1.4853222370147705,-284.73501021,5,0.0,4828.57,0.758987626002,-0.0692296,-20.7610855977,0.994797,-206.155691416,8.48231,3.5377814769744873,27.5610671822,0.8650858402252197
-6.58035e-09,0.10680627822875977,-1.10138506502,0.0654581,-278.605811776,72.62769532203674,19,0.00995258,1.4981162548065186,-351.3786218,5,0.0,4826.76,0.713913491106,-0.0654581,-22.874841113,0.994735,-224.801594609,8.48193,3.539449453353882,50.5596909229,0.8831238746643066
2.36511e-08,0.10658431053161621,0.115886397764,0.0604923,-328.418335167,76.34338092803955,20,0.00979378,1.4947655200958252,-424.615303159,5,0.0,4820.55,0.76215721518,-0.0604923,-42.5304439749,0.994522,-239.659506684,8.48064,3.7118213176727295,61.8639954588,0.8463070392608643
-7.15256e-10,0.0994107723236084,0.177745561562,0.0625629,-280.605974538,80.02881789207458,21,0.0099408,1.4989922046661377,-337.514461309,5,0.0,4813.47,0.782085765599,-0.0625629,-22.9166199762,0.994278,-191.072969663,8.47917,3.5665090084075928,50.6991593421,0.8717374801635742
-4.48227e-09,0.10698366165161133,0.0523847806532,0.0623339,-244.075658901,83.56937098503113,22,0.0098909,1.4995579719543457,-273.321230156,5,0.0,4805.0,0.756364631185,-0.0623339,-19.0896132139,0.993986,-224.278610928,8.47741,3.5365209579467773,18.8668763975,0.8726825714111328
7.86781e-09,0.09418845176696777,0.142197035259,0.0613864,-296.532078991,87.10244274139404,23,0.00992755,1.5113770961761475,-464.094793371,5,0.0,4807.11,0.72133934481,-0.0613864,-16.8658140171,0.994058,-203.067319155,8.47785,3.5290045738220215,91.902172607,0.8805890083312988
1.37329e-08,0.09778165817260742,-0.137527655042,0.0638224,-244.573373995,90.70739936828613,24,0.00985915,1.482285499572754,-324.22171324,5,0.0,4810.52,0.771499101167,-0.0638223,-20.9112158318,0.994177,-178.801392216,8.47856,3.4940762519836426,54.8871665778,0.8616695404052734
5.35011e-08,0.10871100425720215,0.253227995299,0.0623306,-239.142412593,94.20536756515503,25,0.00992885,1.4837231636047363,-311.392285229,5,0.0,4793.59,0.748059313132,-0.0623305,-10.7589954061,0.993592,-120.061912434,8.47504,3.4941794872283936,81.3679264778,0.8556778430938721
2.8801e-08,0.10649347305297852,-0.014886969604,0.0498518,-261.976132402,97.78864884376526,26,0.00643688,1.4985134601593018,-395.093455804,5,0.0,4736.65,0.723438731458,-0.0498518,-28.6792786051,0.991626,-206.146578334,8.46309,3.5800817012786865,69.0394965423,0.8774895668029785
-1.25885e-08,0.09971022605895996,-2.17068192804,0.072035,-286.83086629,101.45461988449097,27,0.00988911,1.5006585121154785,-424.825971908,5,0.0,4719.75,0.754092885875,-0.072035,-40.4332148804,0.991038,-175.592556513,8.45951,3.548957347869873,85.9328975743,0.8739793300628662
1.02997e-08,0.11078524589538574,0.0306813267177,0.0617944,-282.990861707,104.98494124412537,28,0.00986298,1.4959614276885986,-358.515258191,5,0.0,4731.87,0.723037111714,-0.0617944,-26.3404093939,0.991461,-210.861279644,8.46208,3.526986837387085,52.7462825765,0.8674993515014648
1.79291e-08,0.10849142074584961,0.170065326005,0.0610596,-203.105620481,108.55512166023254,29,0.00984579,1.524425745010376,-338.711309588,5,0.0,4720.75,0.755763844446,-0.0610596,-11.5143884242,0.991076,-103.666476774,8.45972,3.566071033477783,76.2084241208,0.8809032440185547
-9.53674e-10,0.1106712818145752,-0.1607283334,0.06007,-227.339007008,112.26979207992554,30,0.00996075,1.5204322338104248,-317.174062368,5,0.0,4718.02,0.755345130539,-0.06007,-19.1494979695,0.990984,-172.226895359,8.45914,3.5916340351104736,55.8408859322,0.8838458061218262
-1.25885e-08,0.1054849624633789,0.135419546862,0.0615119,-253.763009442,115.80644917488098,31,0.00976549,1.5220775604248047,-372.195704454,5,0.0,4684.68,0.746194448267,-0.0615119,-23.6376297196,0.989821,-158.363828558,8.45205,3.533572196960449,71.0549334386,0.8733327388763428
1.14441e-09,0.10438919067382812,0.220769102074,0.0656607,-223.84063904,119.33540773391724,32,0.00990978,1.5087690353393555,-297.373266436,5,0.0,4697.87,0.770711029186,-0.0656607,-9.66038013426,0.990287,-159.488687551,8.45487,3.5255420207977295,45.8551270939,0.8466720581054688
-1.16348e-08,0.10673117637634277,0.159512154178,0.0626634,-254.132401007,122.96583867073059,33,0.00986128,1.4807028770446777,-294.031638872,5,0.0,4681.42,0.745642688503,-0.0626634,-21.9293033231,0.989711,-214.571625379,8.45136,3.518419027328491,29.4150257166,0.8664090633392334
-6.62804e-09,0.10909509658813477,0.205612820875,0.069318,-180.258891557,126.50292634963989,34,0.00997321,1.5046098232269287,-238.496048867,5,0.0,4664.81,0.698366594972,-0.069318,0.785635614439,0.989124,-66.6552516139,8.4478,3.533428430557251,61.5300112147,0.8645269870758057
1.92642e-08,0.0981907844543457,-0.576872363596,0.0591799,-264.867254431,129.98240756988525,35,0.0098428,1.4618539810180664,-360.028849387,5,0.0,4646.04,0.744795424689,-0.0591798,-18.703094026,0.988457,-194.860271189,8.44377,3.4763400554656982,57.0027254965,0.832252025604248
2.17438e-08,0.10694289207458496,0.0201937967166,0.0632053,-195.081946238,133.70526218414307,36,0.00995473,1.481172800064087,-274.553454274,5,0.0,4619.45,0.778465919459,-0.0632052,-12.0560098592,0.987522,-110.076559041,8.43803,3.6062653064727783,56.6019690787,0.8375532627105713
-1.5831e-08,0.10422372817993164,-0.0180711770346,0.0614967,-163.760008523,137.2943468093872,37,0.0099182,1.5159716606140137,-307.353237771,5,0.0,4617.77,0.737448147562,-0.0614967,-21.900130521,0.987467,-25.7548553719,8.43767,3.5840752124786377,115.473411183,0.8594322204589844
3.8147e-08,0.09675145149230957,0.154639490989,0.0650015,-176.391368067,140.84221053123474,38,0.00998866,1.4891719818115234,-286.707240172,5,0.0,4623.98,0.762163148463,-0.0650014,-17.5608225162,0.9877,-63.9006150427,8.43901,3.5435214042663574,77.7936062464,0.8341383934020996
-1.46866e-08,0.1068723201751709,-0.00351307476296,0.0622765,-214.471031595,144.546733379364,39,0.00985953,1.4879648685455322,-275.260511071,5,0.0,4650.2,0.783252886937,-0.0622765,-8.12212469333,0.988626,-138.836441319,8.44466,3.576727867126465,57.7872048048,0.8673653602600098
-8.39233e-09,0.11167073249816895,-0.173588925945,0.0491549,-244.182903066,148.1016809940338,40,0.00640614,1.5032143592834473,-298.294141184,5,0.0,4636.66,0.740744419438,-0.0491549,-31.3911062915,0.988139,-190.399011114,8.44175,3.551137685775757,40.575453165,0.858257532119751
6.86645e-09,0.10536479949951172,-0.533914752682,0.0498162,-262.582283993,151.66574120521545,41,0.00642621,1.4935870170593262,-439.515596895,5,0.0,4607.42,0.754273913498,-0.0498162,-9.87184754745,0.98709,-178.55766981,8.43542,3.5598032474517822,91.4678324018,0.8523166179656982
1.33514e-09,0.10540437698364258,-0.409847254155,0.0682214,-161.339562438,155.36070203781128,42,0.00987126,1.5045990943908691,-245.582650954,5,0.0,4589.44,0.738970792856,-0.0682214,-2.81178545991,0.986455,-43.3048930542,8.43151,3.5763797760009766,72.9818667169,0.8660929203033447
-1.71661e-09,0.10955595970153809,0.0558527437059,0.0633742,-217.137368529,158.90077543258667,43,0.009848,1.494621992111206,-247.16344799,5,0.0,4567.44,0.751131973992,-0.0633742,-28.8654709408,0.985666,-147.853900896,8.42671,3.5363171100616455,35.4649727243,0.8714475631713867
-4.97818e-08,0.11074399948120117,0.0501060329992,0.0611577,-209.5061126,162.4085009098053,44,0.00997358,1.4596433639526367,-255.662687999,5,0.0,4571.53,0.747472479491,-0.0611577,-19.6900944582,0.985822,-158.151444884,8.4276,3.5041303634643555,37.8346463331,0.8485345840454102
-1.80244e-08,0.10538172721862793,-0.0316006996169,0.0492569,-188.333675708,166.04327082633972,45,0.00643709,1.4892141819000244,-280.395645732,5,0.0,4519.0,0.7556009776,-0.0492569,-19.2514018779,0.983936,-91.8810409372,8.41605,3.521419048309326,62.1083002698,0.867222785949707
5.62668e-09,0.10669279098510742,-0.00998686295448,0.0522977,-184.241448335,169.56910586357117,46,0.00642311,1.4856681823730469,-301.298302918,5,0.0,4503.31,0.771693990991,-0.0522977,-14.685532053,0.983365,-115.975705101,8.41257,3.5226664543151855,63.559750625,0.8565959930419922
1.14441e-09,0.11830258369445801,-0.0469615112476,0.0590283,-173.15810201,173.15030670166016,47,0.00996363,1.501969337463379,-210.811527956,5,0.0,4490.8,0.734361106431,-0.0590283,-21.2961336529,0.982911,-150.643351261,8.40979,3.5771946907043457,21.924479823,0.8823356628417969
1.39236e-08,0.10933518409729004,-0.0372143952718,0.061361,-224.441753414,176.81425285339355,48,0.0099246,1.5103785991668701,-336.482347588,5,0.0,4491.2,0.75263450261,-0.061361,-17.8451787382,0.982926,-130.999802632,8.40987,3.5470149517059326,89.0770922502,0.8852007389068604
-3.38554e-08,0.10765624046325684,-0.521876197174,0.0630565,-156.13168664,180.35084581375122,49,0.00997311,1.5015671253204346,-277.919550716,5,0.0,4491.08,0.758186844968,-0.0630565,-15.9814519219,0.982909,50.4858214065,8.40985,3.5334126949310303,112.441790641,0.8640789985656738
1.73569e-08,0.11348938941955566,0.135776776682,0.0503955,-172.437131936,183.9503788948059,50,0.00644281,1.5067901611328125,-292.539986646,5,0.0,4455.67,0.74696950779,-0.0503955,-6.16916492468,0.981622,-96.7820390235,8.40193,3.5956366062164307,70.1586567909,0.8401145935058594
-9.00269e-08,0.11520767211914062,-0.148521962608,0.0582661,-275.433232243,187.6357922554016,51,0.00987491,1.4907214641571045,-393.704806679,5,0.0,4420.53,0.76279272609,-0.0582662,-36.3658691983,0.980331,-170.021275371,8.39402,3.5706584453582764,84.8817761046,0.8465733528137207
8.2016e-09,0.10573220252990723,-0.71248854243,0.0531679,-153.183515758,191.13317847251892,52,0.00645038,1.468508005142212,-203.563832283,5,0.0,4375.96,0.749622549095,-0.0531679,-16.5488215125,0.9787,-76.1468368252,8.38388,3.4935529232025146,46.9484151824,0.8211572170257568
-3.38078e-08,0.10996627807617188,0.0249049056732,0.0613089,-146.548746599,194.66233658790588,53,0.00986962,1.4660422801971436,-206.849726049,5,0.0,4352.13,0.755846843795,-0.0613089,1.96015235631,0.977814,-48.7214478377,8.37842,3.5260605812072754,57.1490240987,0.8080213069915771
-7.15256e-10,0.1094968318939209,-0.0597028869018,0.0578172,-188.409121672,198.28021669387817,54,0.00994606,1.4805350303649902,-313.984525072,5,0.0,4335.23,0.720807294002,-0.0578172,-21.918329538,0.977198,-143.42620351,8.37453,3.503645181655884,63.751681311,0.8327860832214355
-7.03812e-08,0.09914541244506836,0.0733304832923,0.0624506,-223.644530864,201.84840273857117,55,0.00996697,1.4742956161499023,-312.101809747,5,0.0,4275.24,0.77887188074,-0.0624507,-23.8243651935,0.974943,-101.812107942,8.3606,3.5643646717071533,69.2700228636,0.8263630867004395
8.2016e-09,0.10042047500610352,-0.342097668371,0.0646736,-164.368341339,205.3927824497223,56,0.00977984,1.489180564880371,-224.91503865,5,0.0,4248.45,0.764597127718,-0.0646736,-24.5557833593,0.97392,-100.150330338,8.35431,3.540025472640991,48.6676424154,0.8393049240112305
-2.66075e-08,0.10139036178588867,-0.452440275252,0.0621183,-180.184364253,209.03347516059875,57,0.00997859,1.4894225597381592,-216.431683916,5,0.0,4225.02,0.778826372329,-0.0621183,-1.15882304587,0.973036,-154.815088831,8.34878,3.5263831615448,22.0484809414,0.8144078254699707
-4.73976e-08,0.10691666603088379,-0.0485448975448,0.0484037,-161.438979578,212.60168886184692,58,0.00640798,1.482729434967041,-259.790989721,5,0.0,4214.78,0.764984523387,-0.0484038,-17.4494286662,0.972639,-67.7434936581,8.34635,3.5641064643859863,77.6079142996,0.8188402652740479
-3.05176e-09,0.09634733200073242,-27.0237969719,0.0611498,-148.937233925,216.1260805130005,59,0.00994665,1.4748106002807617,-246.663965806,5,0.0,4198.62,0.51851876888,-0.0611498,-14.4440188582,0.972031,-51.2747631812,8.34251,3.5207326412200928,62.4283676583,0.831773042678833
1.33514e-08,0.11191749572753906,0.0888388939787,0.0642512,-130.200191029,219.8316249847412,60,0.00989262,1.4796006679534912,-168.20156081,5,0.0,4184.82,0.793106729372,-0.0642511,-14.8413069227,0.971499,-85.5726373341,8.33922,3.5897462368011475,27.776502054,0.8411049842834473
1.89781e-08,0.10792756080627441,-0.160217331887,0.0483926,-195.598690752,223.46130299568176,61,0.00642206,1.484652042388916,-302.538232209,5,0.0,4152.73,0.762228114517,-0.0483926,-17.1496627319,0.970257,-108.14418166,8.33152,3.626338243484497,74.8329093096,0.8318548202514648
2.00272e-08,0.09740376472473145,0.00571124023716,0.0617003,-150.694005133,226.9962203502655,62,0.00983335,1.471611738204956,-334.916444612,5,0.0,4104.87,0.751642595078,-0.0617003,-15.6994615979,0.968411,-63.0622443416,8.31993,3.5305638313293457,94.8509142966,0.8135421276092529
-1.76907e-08,0.10682535171508789,-40.0489542315,0.0639414,-65.361386854,230.63823318481445,63,0.00972916,1.4691321849822998,-118.789351582,5,0.0,4102.25,0.655502071745,-0.0639414,2.39382668693,0.96831,34.2650041086,8.31929,3.5339837074279785,58.4107302629,0.8212935924530029
6.29425e-09,0.10628032684326172,-0.298227339389,0.0611428,-203.887540876,234.19487881660461,64,0.00990414,1.4929091930389404,-335.901972128,5,0.0,4103.93,0.761290112023,-0.0611428,-28.0801127034,0.968377,-115.156812353,8.3197,3.5523135662078857,81.9945052522,0.8371517658233643
9.91821e-09,0.09595775604248047,-0.523306860322,0.0624222,-113.226448068,237.66155695915222,65,0.00997808,1.4707443714141846,-184.739669432,5,0.0,4088.9,0.765542811213,-0.0624222,-13.1906599476,0.967832,-57.2419782439,8.31603,3.4627187252044678,41.2562565429,0.8238503932952881
-9.34601e-09,0.10987973213195801,-0.29139096571,0.0610828,-133.294226315,241.68985629081726,66,0.00991601,1.4707634449005127,-207.414318663,5,0.0,4074.92,0.772510617968,-0.0610828,-16.741347559,0.967259,-56.6515208825,8.31261,3.9121670722961426,55.9970053546,0.8310942649841309
2.47955e-09,0.10208272933959961,0.141770870091,0.0646579,-146.030834171,245.2761652469635,67,0.00997049,1.511570930480957,-233.39954097,5,0.0,4045.15,0.763758483819,-0.0646579,-7.55743869841,0.966091,-78.7358950692,8.30527,3.5835072994232178,58.966172672,0.8698263168334961
-2.14577e-09,0.10300946235656738,0.200866899928,0.0655881,-101.081406836,248.84984016418457,68,0.00987707,1.5141236782073975,-126.469102591,5,0.0,4024.19,0.763908456147,-0.0655881,-3.70286285393,0.965278,-65.4605233149,8.30008,3.569145917892456,20.8067198582,0.8736157417297363
7.62939e-10,0.10056185722351074,0.0541984586358,0.059407,-103.067557661,252.5230052471161,69,0.00995472,1.516514778137207,-223.608005464,5,0.0,3988.18,0.754039058246,-0.059407,-17.2540760792,0.963905,48.8103673096,8.29109,3.563015937805176,94.1772288286,0.8614616394042969
-1.297e-08,0.10445737838745117,0.0146181494327,0.0645432,-141.246560831,256.06983494758606,70,0.00986572,1.5094420909881592,-249.635084702,5,0.0,3956.63,0.731383124244,-0.0645432,-21.4721260335,0.962634,-77.525530068,8.28315,3.543195962905884,64.5127819083,0.8524396419525146
1.90735e-09,0.10369372367858887,0.121981230715,0.0502009,-77.8825983053,259.6332311630249,71,0.00645145,1.4991657733917236,-154.713650939,5,0.0,3977.76,0.769550147884,-0.0502009,-16.3918505759,0.963512,22.4979909739,8.28847,3.5590925216674805,60.5975017518,0.8548943996429443
-1.54495e-08,0.09985542297363281,-0.0695523179105,0.0641061,-112.040750928,263.26710987091064,72,0.00981872,1.4844872951507568,-157.830327125,5,0.0,3941.75,0.795390128277,-0.0641061,-6.79391405945,0.962087,-71.1666126976,8.27938,3.5208139419555664,33.7502328174,0.8563899993896484
-3.38793e-08,0.09923362731933594,-5.3038346806,0.0579575,-139.794195518,266.8059461116791,73,0.00987417,1.4903252124786377,-329.542484901,5,0.0,3941.93,0.70597820419,-0.0579575,-14.9911230289,0.962097,-65.3065002808,8.27943,3.5359740257263184,97.3959200581,0.8603661060333252
2.82764e-08,0.10109615325927734,0.0864436636603,0.0600953,-124.805831021,270.3248519897461,74,0.00999846,1.4917101860046387,-271.142872889,5,0.0,3913.28,0.739336314908,-0.0600953,-14.4330501632,0.960904,4.71574415049,8.27213,3.516098737716675,117.991765225,0.8322474956512451
1.18256e-08,0.1029500961303711,0.0571548386735,0.0605613,-109.667607779,273.9518783092499,75,0.00988957,1.5075616836547852,-202.256827032,5,0.0,3889.53,0.743169288525,-0.0605613,-12.562414262,0.959999,20.8678708002,8.26604,3.5130348205566406,80.1469342303,0.834000825881958
1.04904e-09,0.09641647338867188,-9.87556987183,0.0478812,-87.6129182709,277.4410915374756,76,0.00641132,1.492772102355957,-176.736571005,5,0.0,3881.5,0.510471554542,-0.0478812,-12.2619770425,0.959704,-38.8568405489,8.26398,3.486354351043701,46.9439789676,0.8360776901245117
3.47137e-08,0.10064387321472168,-0.0812650186863,0.0589355,-117.747188096,280.91790533065796,77,0.00990521,1.4648058414459229,-297.726457143,5,0.0,3864.63,0.76665658954,-0.0589355,-20.6345654324,0.959008,10.8414286451,8.25962,3.47328519821167,104.179411202,0.8306889533996582
-3.8147e-09,0.10200142860412598,0.0374768309379,0.0613093,-97.4180256962,284.575715303421,78,0.00996264,1.491445541381836,-225.657098951,5,0.0,3834.88,0.729724196953,-0.0613093,3.69666794219,0.957802,27.3499241479,8.25189,3.543790340423584,88.674492886,0.8498313426971436
-1.17302e-08,0.10355377197265625,-0.214578706112,0.0474369,-117.68254489,288.1260015964508,79,0.00642782,1.4851083755493164,-241.514699576,5,0.0,3805.14,0.759758807852,-0.0474369,-14.8829462088,0.956581,-23.6149073909,8.24411,3.546891212463379,70.8756450095,0.8715245723724365
-7.62939e-10,0.1011967658996582,0.182670998649,0.0602174,-103.860985803,291.6508004665375,80,0.00994956,1.4809391498565674,-272.298814921,5,0.0,3762.22,0.722213079129,-0.0602174,-9.63218440565,0.954813,-2.44054270072,8.23277,3.5203914642333984,90.4339073221,0.8658628463745117
1.08719e-08,0.10271358489990234,-0.0497056297179,0.0491657,-118.851732102,295.30662393569946,81,0.00647038,1.4890642166137695,-230.402087471,5,0.0,3710.43,0.729192404588,-0.0491657,-14.2819914539,0.952719,-61.8872248424,8.2189,3.5411999225616455,58.0971637677,0.8588607311248779
9.53674e-09,0.10518336296081543,0.055333456512,0.0616508,-108.1803842,298.8303575515747,82,0.00996944,1.4827425479888916,-205.82558674,5,0.0,3628.14,0.750855235974,-0.0616508,-17.1278432946,0.949188,-5.5357452422,8.19648,3.5208017826080322,78.6118711506,0.8529436588287354
2.47955e-09,0.09907889366149902,-0.0148076771426,0.0596426,-34.6558411405,302.3532416820526,83,0.00991279,1.4805619716644287,-77.9486056315,5,0.0,3594.16,0.749900028714,-0.0596426,1.05001940319,0.947736,23.7869080599,8.18707,3.520190954208374,34.8646132539,0.841209888458252
-5.3215e-08,0.10252118110656738,-0.262171527772,0.0585384,-79.333353595,306.0829212665558,84,0.00998378,1.5141146183013916,-249.078882041,5,0.0,3541.15,0.767840623591,-0.0585385,-7.6936498072,0.945454,47.8713541756,8.17221,3.604673147201538,101.052838877,0.8742234706878662
-1.79768e-08,0.10009169578552246,0.224029507884,0.0605065,-82.7712572859,309.63029050827026,85,0.00999898,1.4942703247070312,-297.501135175,5,0.0,3488.63,0.735066621635,-0.0605065,5.06510285337,0.943121,50.344285227,8.15727,3.5435962677001953,120.820489693,0.8516333103179932
-1.28746e-08,0.10217714309692383,-0.553260263474,0.0612859,-57.6976965541,313.20661306381226,86,0.00999944,1.5129914283752441,-124.169685235,5,0.0,3444.86,0.744052314062,-0.0612859,-8.96493941661,0.941147,49.4113048592,8.14464,3.5724997520446777,61.6135249494,0.8617889881134033
-1.48773e-08,0.10645198822021484,0.106255390072,0.0476935,-31.1475437546,316.89397168159485,87,0.00641044,1.4931776523590088,-106.427102817,5,0.0,3387.61,0.743923105272,-0.0476935,5.68443373451,0.938538,65.1861513444,8.12788,3.573119878768921,60.9256717118,0.8531644344329834
2.0349e-08,0.10499787330627441,-0.391108682445,0.0501057,-66.404293937,320.4796242713928,88,0.00643876,1.512098789215088,-162.742394542,5,0.0,3356.6,0.728261087511,-0.0501057,-22.8793007196,0.937076,25.185692644,8.11868,3.5829458236694336,62.0861933315,0.8852481842041016
4.57764e-09,0.10382676124572754,-0.0574418246656,0.0462186,-76.4654727698,324.0452768802643,89,0.0064967,1.488853931427002,-156.089746155,5,0.0,3318.23,0.747245810948,-0.0462186,-14.6608840642,0.935372,-1.52942961669,8.10719,3.5618643760681152,52.3076387419,0.8805077075958252
1.08719e-08,0.10661959648132324,-0.122648493146,0.0481013,-67.9412135695,327.70907831192017,90,0.00643476,1.5122461318969727,-147.261045597,5,0.0,3233.04,0.758465691981,-0.0481013,-10.6720998237,0.931377,3.29138648295,8.08118,3.551440477371216,48.8134890713,0.875023365020752
-1.56403e-08,0.10028886795043945,-0.0131703236447,0.0576034,-70.7213146133,331.28523230552673,91,0.00997528,1.5136651992797852,-275.236131363,5,0.0,3150.52,0.730825379028,-0.0576034,-0.897306751925,0.927395,35.7823167688,8.05532,3.571932077407837,108.118761436,0.8550229072570801
-1.06812e-08,0.10347151756286621,-0.20962046169,0.062337,3.22761073098,334.7845628261566,92,0.00985732,1.4597094058990479,-66.3432448209,5,0.0,3090.55,0.762128508158,-0.062337,-0.219778692146,0.924496,52.1477241103,8.03611,3.4960861206054688,39.3189333946,0.83414626121521
-5.53131e-09,0.0993037223815918,-0.42267375662,0.0486258,-80.8602395399,338.4893968105316,93,0.00648069,1.5101253986358643,-148.432980737,5,0.0,3081.52,0.747769895158,-0.0486258,-18.9893834305,0.924069,24.0712991468,8.03318,3.5778346061706543,60.7972887605,0.8772602081298828
