NumTrajs,ItrTime,AverageDiscountedReturn,LossBefore,LossAfter,MinReturn,StdReturn,ExplainedVariance,PolicyExecTime,MeanKLBefore,Iteration,EnvExecTime,MaxReturn,Perplexity,Entropy,ProcessExecTime,Time,dLoss,AveragePolicyStd,AverageReturn,AbsLearnSignal,MeanKL
136,10.84353756904602,145.677847469,1.60217e-08,-0.10452,82.1846141341,59.4923392179,-0.404257117827,1.2444961071014404,0.0,42,7.647092580795288,343.857547874,2.76518e+10,24.043,0.14183449745178223,478.594473361969,0.10452,0.995389,176.86908829,0.526570551872,0.00565469
136,10.92925500869751,144.568721888,-2.71597e-08,-0.0991328,82.0501175416,68.6071352086,0.000562508348077,1.2429547309875488,0.0,43,7.770735025405884,408.872192128,2.76842e+10,24.0441,0.14586567878723145,489.6314346790314,0.0991328,0.995457,176.703474946,0.648872888668,0.00945404
128,10.700149059295654,152.074343459,-5.69018e-10,-0.0983279,82.2630562,61.1789751898,0.0670841416257,1.2683570384979248,0.0,44,7.49612021446228,381.325066371,2.75794e+10,24.0403,0.14162945747375488,500.44836807250977,0.0983279,0.995236,186.807376405,0.678232339261,0.00906894
131,10.836727857589722,148.003949439,-8.74059e-09,-0.072574,82.1357303811,68.6193566346,0.167615425421,1.2357869148254395,0.0,45,7.645904064178467,384.436653024,2.74334e+10,24.035,0.14161992073059082,511.3940212726593,0.072574,0.994923,181.868537248,0.745624408647,0.00684456
122,12.637747764587402,157.753323034,-6.05489e-09,-0.0539933,82.4576610804,69.1476160665,-28.2728796497,1.5079798698425293,0.0,46,8.185298204421997,400.188802605,2.74537e+10,24.0358,0.14701414108276367,524.1401543617249,0.0539933,0.994969,196.318109565,0.146862988062,0.00423368
132,12.202869415283203,148.577817027,-9.01772e-09,-0.0747042,82.216386052,71.4434506155,-0.773863792066,1.1778075695037842,0.0,47,7.767310619354248,516.576726623,2.72717e+10,24.0291,0.14087510108947754,536.4608821868896,0.0747041,0.994581,182.621549931,0.491725097736,0.00701573
120,11.376828908920288,158.213217434,1.23181e-08,-0.0786515,81.9389003979,76.6625994093,-0.0068229890243,1.2502403259277344,0.0,48,7.607781410217285,421.72670218,2.71604e+10,24.025,0.1381382942199707,547.955403804779,0.0786516,0.994346,198.142797301,0.744193680028,0.00907922
124,11.766791582107544,156.5404003,-1.52997e-08,-0.112283,77.225361076,64.2005408045,-0.0257072477227,1.1895015239715576,0.0,49,7.580370664596558,382.275573925,2.70788e+10,24.022,0.14104461669921875,559.8296144008636,0.112283,0.99417,193.640332235,0.639925791328,0.00835179
129,11.58317494392395,151.331818173,4.19484e-09,-0.0766854,74.7328843295,70.5732203408,0.0940385058879,1.22605299949646,0.0,50,7.698915481567383,424.133133488,2.71442e+10,24.0244,0.14102816581726074,571.5343527793884,0.0766854,0.994312,186.727603836,0.689819385892,0.0095143
120,11.561737060546875,160.107765857,8.44211e-09,-0.0757508,81.6934075529,74.7167339726,0.315336930727,1.223149299621582,0.0,51,7.717457294464111,398.52106509,2.70858e+10,24.0223,0.14011096954345703,583.2170584201813,0.0757508,0.994187,200.401080651,0.757618282756,0.00832033
114,11.539689540863037,166.015945346,6.79562e-08,-0.0484003,82.134916785,70.632837865,-0.888975161892,1.2323908805847168,0.0,52,7.678476333618164,402.948658392,2.68976e+10,24.0153,0.13998150825500488,594.8674445152283,0.0484004,0.993783,209.005614348,0.45616655595,0.00440423
122,11.363734722137451,158.247325726,-1.76218e-08,-0.0733315,78.8627942513,67.0411076808,0.125112113065,1.1676850318908691,0.0,53,7.539718866348267,386.299817342,2.68021e+10,24.0117,0.1391768455505371,606.3574135303497,0.0733315,0.993574,196.506294322,0.714017233983,0.00814814
117,11.815987825393677,161.430803768,1.73733e-08,-0.0826351,81.9418293706,79.9114949782,0.0554803351842,1.2021911144256592,0.0,54,7.735917329788208,464.954151154,2.68296e+10,24.0128,0.1399538516998291,618.2920396327972,0.0826351,0.993635,203.430248776,0.722902908529,0.00980295
120,12.25556206703186,160.329792883,2.80492e-08,-0.0907639,82.3035983872,77.6874688651,-0.0980122186058,1.1537606716156006,0.0,55,7.642398834228516,469.702438554,2.68178e+10,24.0123,0.14117050170898438,630.6657619476318,0.090764,0.993615,200.995842964,0.678334605723,0.00815261
125,11.49066162109375,154.546786446,2.20661e-08,-0.0687416,82.0988649239,71.0872316078,0.107854135344,1.2606589794158936,0.0,56,7.637532472610474,383.880551546,2.68626e+10,24.014,0.1435246467590332,642.282059431076,0.0687416,0.993714,191.633081445,0.619683067532,0.0090774
118,10.967329978942871,162.263970521,8.62041e-09,-0.0965567,84.2751487772,77.5727374279,0.158581182802,1.3439242839813232,0.0,57,7.612799882888794,432.904076021,2.67476e+10,24.0097,0.13894915580749512,653.3614325523376,0.0965567,0.993464,204.057627715,0.704372659362,0.00918426
125,11.179957389831543,155.148131334,-2.24655e-08,-0.08128,83.7355611197,73.1776914483,0.183984908525,1.220489501953125,0.0,58,7.791615724563599,399.448383996,2.65279e+10,24.0015,0.17220807075500488,664.6565008163452,0.08128,0.992985,192.807044065,0.708715551002,0.00864637
115,11.111489534378052,165.120704266,-3.81165e-10,-0.0939085,89.2521653619,80.3984257985,0.0335313252543,1.287158489227295,0.0,59,7.737761974334717,520.737298159,2.64723e+10,23.9994,0.13997745513916016,675.8894565105438,0.0939085,0.992869,208.715359816,0.694922569372,0.00951018
116,11.689757108688354,164.70120253,-1.0078e-08,-0.0814321,82.093345919,81.4815018135,-0.0101507194832,1.256248950958252,0.0,60,8.003817081451416,503.297610625,2.65429e+10,24.002,0.14361977577209473,687.7013702392578,0.0814321,0.993025,208.240697213,0.671735194482,0.00956499
122,12.040594339370728,157.351730052,-4.69518e-08,-0.08665,81.8845462466,73.0621174439,-600.276269587,1.249950885772705,0.0,61,8.239777326583862,472.513998775,2.64192e+10,23.9974,0.153564453125,699.8689136505127,0.08665,0.992755,196.122195179,0.12717414986,0.00296341
109,11.774436235427856,173.591934947,-3.11559e-08,-0.299825,86.0444466428,70.099362302,-4.68836295069,1.191033124923706,0.0,62,7.859113931655884,412.877945381,2.64306e+10,23.9978,0.1395125389099121,711.7619416713715,0.299825,0.99278,220.340003306,0.289534257037,0.00352965
112,12.827826976776123,168.378018168,-1.52223e-08,-0.0644835,81.9111930413,73.6236647648,-12.0036550589,1.2161569595336914,0.0,63,7.802039861679077,456.815513976,2.6366e+10,23.9953,0.1401660442352295,724.7150378227234,0.0644834,0.992635,213.328103496,0.215632525445,0.00585669
117,12.175438642501831,163.969916773,-4.18612e-09,-0.0748019,81.5358161246,73.1306504207,0.142292992948,1.1490681171417236,0.0,64,7.734453201293945,388.203754273,2.64011e+10,23.9967,0.14333510398864746,737.0150663852692,0.0748019,0.992713,206.020583966,0.688559595567,0.00822768
112,12.375991106033325,172.086262918,-8.99693e-09,-0.10474,95.1086011229,71.3876069957,-0.0516038324422,1.1662521362304688,0.0,65,7.756785869598389,533.873615414,2.63235e+10,23.9937,0.13939595222473145,749.4979560375214,0.10474,0.992544,218.005539672,0.64882144997,0.0099302
116,13.214253902435303,165.724060741,2.46232e-08,-0.0749575,87.4235618154,61.8377186115,0.226175842773,1.1299004554748535,0.0,66,7.569674491882324,350.708845793,2.62717e+10,23.9918,0.1375741958618164,762.8385162353516,0.0749575,0.992428,207.267792757,0.690789552719,0.00963103
110,11.497778415679932,170.748147404,7.05296e-09,-0.0770823,85.4532296802,69.5314133594,0.296113285652,1.1816198825836182,0.0,67,7.661679744720459,464.223670831,2.61634e+10,23.9876,0.13570308685302734,774.4632098674774,0.0770823,0.99219,216.129640215,0.728457194456,0.00980267
118,11.910818099975586,161.578754757,-3.80784e-09,-0.0868834,81.9594896447,73.3530511678,0.195727883731,1.229752779006958,0.0,68,7.8145856857299805,467.519351299,2.61497e+10,23.9871,0.14050698280334473,786.4943928718567,0.0868834,0.992164,202.494187165,0.744488037492,0.00983766
114,11.426620244979858,166.632286239,-3.2434e-08,-0.0871127,82.0110707177,89.7621691334,0.181584099699,1.1909477710723877,0.0,69,7.73098611831665,454.924502036,2.62252e+10,23.99,0.13942623138427734,798.0366432666779,0.0871126,0.992336,212.553642403,0.735842954168,0.00933733
107,11.435667514801025,173.53541829,4.24474e-08,-0.088063,86.1803380842,80.6438063265,0.151679784472,1.2109155654907227,0.0,70,7.83240270614624,440.336608421,2.59993e+10,23.9813,0.1411573886871338,809.5959475040436,0.088063,0.991833,222.283932025,0.754836965841,0.00930338
104,11.530105829238892,179.295668697,-1.7057e-08,-0.0735199,81.8700527458,72.2569893778,0.0355203124468,1.2111830711364746,0.0,71,7.838603496551514,422.014235611,2.61614e+10,23.9876,0.1444072723388672,821.2485160827637,0.0735198,0.992197,230.096586426,0.648956194071,0.00934997
105,11.409269094467163,177.644239902,-5.71747e-09,-0.114799,82.1941855291,83.7035046779,-0.0206538581758,1.2080512046813965,0.0,72,7.839992523193359,455.576506425,2.61146e+10,23.9858,0.13796186447143555,832.7796130180359,0.114799,0.992096,228.904082502,0.654902332063,0.00809961
102,11.21744441986084,180.957634304,-2.97368e-08,-0.100618,82.0141807798,78.3516302019,-46.6929691149,1.208134651184082,0.0,73,7.769737005233765,461.469308268,2.61593e+10,23.9875,0.13999056816101074,844.1136631965637,0.100618,0.992202,233.583792305,0.153478870732,0.00498217
115,11.468208312988281,166.070475169,-3.31526e-09,-0.202868,81.9724575046,71.1331637933,-0.161107734286,1.205249547958374,0.0,74,7.882520914077759,450.810671803,2.62204e+10,23.9898,0.13956809043884277,855.705677986145,0.202868,0.992339,209.582857895,0.665503813605,0.00858806
111,11.878075361251831,169.637802565,-1.29498e-08,-0.0952238,82.0302768689,75.171902158,0.0444589468791,1.249528408050537,0.0,75,8.016063451766968,498.021807129,2.63267e+10,23.9939,0.14103174209594727,867.7091627120972,0.0952238,0.992572,215.21607861,0.676957926236,0.00997265
110,11.575758695602417,170.648359418,1.05974e-08,-0.0502393,82.0195072631,73.9482500755,-0.832732513993,1.2157208919525146,0.0,76,7.830455303192139,501.680523878,2.62846e+10,23.9922,0.13938474655151367,879.3961825370789,0.0502393,0.992479,217.038102181,0.430576033481,0.00739848
103,11.657364845275879,181.18413148,1.1421e-08,-0.0547286,80.4154661242,82.1948563609,0.148899146267,1.232872724533081,0.0,77,7.863881826400757,455.938597803,2.6228e+10,23.9901,0.13773560523986816,891.1598398685455,0.0547286,0.992356,234.31264018,0.624114461775,0.00628796
99,11.916796922683716,186.41236068,-1.79546e-09,-0.0775604,82.1769437149,89.8998618808,-0.173190180795,1.2270300388336182,0.0,78,7.855780601501465,504.164212996,2.6236e+10,23.9904,0.13817572593688965,903.1907434463501,0.0775604,0.992375,243.907197032,0.683378405842,0.00944075
103,12.020138263702393,182.576552402,-2.21064e-08,-0.0783481,91.0172678901,71.2922974506,-137.023163085,1.158785343170166,0.0,79,7.810628652572632,437.052111235,2.61019e+10,23.9853,0.14241361618041992,915.3090772628784,0.0783481,0.992075,234.617589073,0.135463932714,0.00412548
108,11.86952805519104,174.512212694,-1.25707e-08,-0.0772538,82.3133566076,79.7384847168,0.189795935878,1.1731219291687012,0.0,80,7.643568992614746,464.416108867,2.61318e+10,23.9864,0.1389613151550293,927.3030400276184,0.0772538,0.992142,223.352617442,0.713225901987,0.00925471
106,11.857207775115967,177.31207522,2.02854e-08,-0.0827584,86.6091816151,80.3537268806,0.179036589189,1.2150511741638184,0.0,81,7.862232685089111,511.876177859,2.61263e+10,23.9862,0.1364727020263672,939.2720503807068,0.0827584,0.992129,227.546152896,0.702611914192,0.00908301
106,11.691441297531128,176.543027728,-1.27305e-08,-0.0736037,82.1902366637,71.9433064931,-3.11391848296,1.2293369770050049,0.0,82,7.838102340698242,451.804023186,2.59947e+10,23.9812,0.14174175262451172,951.0830452442169,0.0736037,0.99184,225.649534062,0.308041747506,0.00571043
102,11.748473405838013,180.866149196,3.55212e-09,-0.100569,82.1932763574,89.2577539094,-0.360535732728,1.1713783740997314,0.0,83,7.772669792175293,512.426281294,2.6065e+10,23.9839,0.13716673851013184,962.9565322399139,0.100569,0.991998,235.307207918,0.580310753101,0.0098936
107,11.614458560943604,175.483101604,1.13713e-08,-0.0877805,82.3090472739,72.5421763133,-64.6106130963,1.2093863487243652,0.0,84,7.7844860553741455,439.656409033,2.60312e+10,23.9826,0.13718080520629883,974.7141706943512,0.0877805,0.991919,224.159501113,0.150228150193,0.00805276
104,13.586424827575684,181.168555355,3.54017e-08,-0.0859288,81.737999616,74.8897483588,0.3893596429,3.5286009311676025,0.0,85,8.076195478439331,483.71174193,2.60295e+10,23.9825,0.1406993865966797,988.451498746872,0.0859288,0.991916,233.179228857,0.764519077775,0.00941238
103,12.312117338180542,180.63886927,4.18511e-08,-0.0899893,81.1114757044,87.8479978202,0.0470832698638,1.3718552589416504,0.0,86,7.737341642379761,591.821789004,2.59441e+10,23.9792,0.13741564750671387,1000.876366853714,0.0899893,0.991729,234.470242254,0.704673521425,0.00923667
102,11.719075918197632,183.221699826,-2.66145e-09,-0.123286,96.7142520047,76.6666994836,-4.07879601176,1.2535006999969482,0.0,87,8.067490816116333,448.263880092,2.58009e+10,23.9737,0.14194846153259277,1012.7148478031158,0.123286,0.991403,237.012933863,0.321258304717,0.00748142
107,11.477902173995972,176.504098023,6.85823e-09,-0.0411862,85.5725856027,78.3543655984,-4.20130472464,1.203439474105835,0.0,88,7.772723197937012,430.862476851,2.57486e+10,23.9716,0.1388552188873291,1024.3130838871002,0.0411862,0.991288,225.958651435,0.306282564543,0.00789869
102,11.638777732849121,182.02067893,1.52435e-09,-0.0816086,86.9993369697,72.7483347655,-4.41028684284,1.2122488021850586,0.0,89,7.943048715591431,421.748130137,2.54371e+10,23.9595,0.14121007919311523,1036.0622518062592,0.0816086,0.990581,234.531409124,0.280444284088,0.0065328
102,11.60412335395813,182.206128274,1.27157e-08,-0.0822547,81.7342319856,82.5343844652,0.357340815265,1.214409589767456,0.0,90,7.866201400756836,453.955887536,2.55609e+10,23.9643,0.1388993263244629,1047.7725236415863,0.0822547,0.990864,236.355616564,0.757906258588,0.00994888
103,11.160526514053345,181.306956524,1.08545e-08,-0.0798391,82.0699093435,76.2540914044,0.128885446545,1.1612517833709717,0.0,91,7.77034854888916,479.861912694,2.54055e+10,23.9582,0.13819193840026855,1059.0355467796326,0.0798391,0.990519,233.707855197,0.681517978751,0.00960335
96,11.437483072280884,191.396695373,1.37979e-08,-0.0879452,82.1888988287,92.6952139401,0.0108438659207,1.1480579376220703,0.0,92,7.701178789138794,702.14699662,2.53486e+10,23.956,0.13549590110778809,1070.5913455486298,0.0879452,0.990387,251.901113225,0.659722885207,0.00952967
101,11.705378293991089,183.63953383,-2.59394e-08,-0.0365729,85.54355541,75.6323516829,-57.3632162865,1.1780221462249756,0.0,93,7.750056028366089,470.121525624,2.52289e+10,23.9513,0.13705754280090332,1082.4140770435333,0.0365729,0.990114,237.410572537,0.181786110625,0.00251056
99,11.673337936401367,189.466156206,-6.88608e-09,-0.0836444,85.7676373656,77.8563443132,-0.281647762527,1.198298692703247,0.0,94,7.9606804847717285,433.327416372,2.52225e+10,23.951,0.13910436630249023,1094.2091662883759,0.0836443,0.990095,246.797593548,0.582137942262,0.0093433
101,11.394613027572632,184.200417577,1.08059e-08,-0.0482554,82.0398371765,83.0219356275,-1.5129804896,1.1370031833648682,0.0,95,7.600703477859497,499.78455645,2.52265e+10,23.9512,0.1335740089416504,1105.7172667980194,0.0482554,0.990113,239.335381609,0.398769820181,0.00595516
