AverageAbsY,AbsLearnSignal,EnvExecTime,NumTrajs,PolicyExecTime,AverageQLoss,LossAfter,Perplexity,AverageDiscountedReturn,ItrTime,AverageAbsQYDiff,ProcessExecTime,MinReturn,AverageReturn,MaxReturn,StdReturn,Time,AverageAbsQ,LossBefore,AbsLearnSignalNew,MeanKL,MeanKLBefore,AverageQ,Iteration,AbsLearnSignalOld,AveragePolicyStd,AverageY,ExplainedVariance,dLoss,Entropy
143.642588269,0.335133237211,8.397908210754395,81,1.1138527393341064,119.816,-159.971,2.99703e+10,231.347161365,54.288930892944336,7.73841465504,0.146759033203125,153.151329234,317.252083533,512.005567657,75.7603579456,1139.7347412109375,143.659,-159.69,0.335133237211,0.00915932,0.0,143.603,20,0.335039844749,1.00009,143.625126078,-1.72903983535,0.281006,24.1235
149.665098721,0.282780462881,8.298764944076538,78,1.1163346767425537,126.306,-164.497,3.00148e+10,237.136425937,55.44078803062439,7.92001461012,0.14823126792907715,143.505677535,329.287133148,614.138220926,85.0161802154,1195.2999739646912,149.683,-164.185,0.282780462881,0.00965049,0.0,149.627,21,0.282612455518,1.00018,149.648186174,-2.73271366352,0.311478,24.125
155.614147983,0.509963104654,8.31296420097351,79,1.1146106719970703,130.808,-173.021,2.99969e+10,234.281579052,55.15102577209473,8.03357550597,0.1449265480041504,164.522133464,324.034671128,613.11569129,82.8019850727,1250.5790281295776,155.629,-172.793,0.509963104654,0.00640854,0.0,155.579,22,0.509253574478,1.00014,155.599749956,-0.016154057398,0.227951,24.1244
160.927640121,0.188799707549,8.346865892410278,79,1.0868093967437744,132.003,-172.618,3.0018e+10,234.166920281,54.979032039642334,8.07561773578,0.14555931091308594,86.4624651854,324.117068757,629.117761393,88.456737812,1305.6827993392944,160.941,-172.369,0.188799707549,0.00924011,0.0,160.897,23,0.188255596425,1.00018,160.91977635,-11.2825034602,0.24826,24.1251
165.290521144,0.185508329229,8.524432182312012,73,1.097919225692749,130.727,-177.201,3.00658e+10,249.83067618,54.885870695114136,8.04431034691,0.14684748649597168,198.006757549,353.547203613,695.02014475,83.6982744872,1360.695419549942,165.299,-176.979,0.185508329229,0.00886988,0.0,165.259,24,0.185023976288,1.00028,165.281674873,-8.61356157237,0.22197,24.1267
168.798774161,0.6516287519,8.469328880310059,78,1.0970571041107178,132.841,-177.532,3.00285e+10,240.354517179,54.89492344856262,8.08307443465,0.14974284172058105,233.401844116,332.137131205,557.474809092,61.5477539503,1415.7147164344788,168.811,-177.337,0.6516287519,0.00998091,0.0,168.77,25,0.649873928858,1.0002,168.791701798,0.490908886287,0.195038,24.1254
172.048674936,0.0745047765685,8.30736756324768,80,1.093449354171753,133.518,-176.069,3.00409e+10,237.193913228,54.30103540420532,8.08787233879,0.14226984977722168,215.773973449,325.189027658,476.889920936,54.7596422323,1470.140677690506,172.059,-175.827,0.0745047765685,0.00924483,0.0,172.02,26,0.0744587683716,1.00023,172.041583561,-329.900242682,0.241989,24.1258
173.813781041,0.598360475591,8.561657190322876,77,1.0877726078033447,133.04,-177.074,3.01064e+10,240.784942614,55.547985553741455,8.02121778656,0.14409232139587402,202.731542632,333.365000159,643.486926187,62.5999654605,1525.8268547058105,173.824,-176.908,0.598360475591,0.00989355,0.0,173.785,27,0.597735010714,1.00036,173.806176071,0.551626959063,0.165726,24.128
174.306957056,0.576077985599,8.25624942779541,74,1.0579590797424316,130.707,-176.61,3.01106e+10,249.607282051,54.74098587036133,7.91584791624,0.14185833930969238,229.426766709,351.366538603,672.983095787,74.6250844265,1580.7240011692047,174.316,-176.457,0.576077985599,0.00956175,0.0,174.276,28,0.574563008961,1.00036,174.30005519,0.324580523307,0.152847,24.1281
174.360383533,0.347532698087,8.514673233032227,77,1.0782654285430908,127.132,-177.675,3.01705e+10,244.460573965,54.984222173690796,7.78661863561,0.14299440383911133,205.718065426,340.05452427,523.62070451,65.849667519,1635.8575465679169,174.368,-177.503,0.347532698087,0.00983382,0.0,174.332,29,0.346960068845,1.00048,174.355350462,-1.70145587148,0.171661,24.1301
173.545383934,0.303077395835,8.410460710525513,78,1.0891687870025635,124.821,-172.581,3.00835e+10,241.18096283,54.93791222572327,7.69797048114,0.1439528465270996,248.558449875,334.112566568,627.255725905,69.5532080999,1690.9213314056396,173.549,-172.421,0.303077395835,0.00993708,0.0,173.515,30,0.303101378209,1.00031,173.53842238,-2.59712925651,0.159607,24.1272
173.481380898,0.333723544185,8.537773370742798,78,1.1117115020751953,122.272,-169.364,3.00152e+10,240.479890586,56.01495027542114,7.66343858703,0.14496803283691406,103.477706694,332.909895371,576.331148576,71.1052729639,1747.0576145648956,173.486,-169.223,0.333723544185,0.00921309,0.0,173.455,31,0.333893448821,1.00018,173.47472139,-2.6854929834,0.141602,24.125
172.281424035,0.147203473219,8.259944438934326,75,1.0454394817352295,122.11,-171.221,3.00235e+10,248.796239615,54.79967284202576,7.62687874732,0.14382719993591309,235.602266336,347.574548755,516.926459487,60.2626241811,1801.9796743392944,172.285,-171.064,0.147203473219,0.00928976,0.0,172.254,32,0.147177982955,1.0002,172.276316142,-242.766731482,0.156387,24.1252
171.187071068,0.494383037135,8.511660814285278,72,1.0936222076416016,121.364,-167.541,3.00473e+10,252.794315844,55.69992780685425,7.62316214529,0.14749670028686523,207.61588,362.338163766,685.025586948,105.895031582,1857.8014373779297,171.186,-167.409,0.494383037135,0.00751745,0.0,171.16,33,0.493153343963,1.00024,171.182681587,-0.004370677644,0.132736,24.126
