LossAfter,AverageAbsQYDiff,AbsLearnSignalOld,MaxReturn,AverageAbsQ,MeanKLBefore,MinReturn,AverageQLoss,StdReturn,AbsLearnSignalNew,AverageQ,MeanKL,AbsLearnSignal,PolicyExecTime,Iteration,Time,NumTrajs,AverageAbsY,ProcessExecTime,Entropy,AveragePolicyStd,LossBefore,AverageDiscountedReturn,ExplainedVariance,EnvExecTime,dLoss,AverageReturn,ItrTime,AverageY,Perplexity
10.8836,1.0715024743,0.755815043267,-327.030216903,12.05,0.0,-402.546854501,2.67001,25.1340585608,0.754901235118,-11.8681,0.00996869,0.754901235118,0.7658815383911133,10,366.50054264068604,5,12.077345787,0.09958004951477051,8.495,0.996923,10.9532,-27.758662896,0.549041511435,1.6355340480804443,0.069603,-363.250392072,34.20846390724182,-11.8713208343,4890.24
10.6922,1.06930908969,0.733356404928,-276.478299553,12.4184,0.0,-364.265788085,2.6852,30.8920639476,0.731270060414,-12.2456,0.00998419,0.731270060414,0.7206110954284668,11,399.72421288490295,5,12.4445997239,0.09125590324401855,8.4832,0.994966,10.7596,-19.0052479371,0.474093645881,1.60349440574646,0.0673437,-308.362500408,33.10227727890015,-12.2494851546,4832.88
12.8048,1.08448749185,0.689724514406,-254.575371722,12.8248,0.0,-553.674238625,2.81806,97.4363310514,0.689230548024,-12.6657,0.0099264,0.689230548024,0.6635117530822754,12,434.2372603416443,5,12.8479699745,0.08813357353210449,8.47578,0.993749,12.8762,-49.0963342088,-0.225853571659,1.5712895393371582,0.0714321,-413.284794121,34.38906192779541,-12.6679102336,4797.16
12.185,1.07249789334,0.663012132882,-288.721913036,13.0279,0.0,-461.480783816,2.79254,62.562853447,0.662874072666,-12.87,0.00642777,0.662874072666,0.714099645614624,13,468.4904234409332,5,13.0489039391,0.09116649627685547,8.46719,0.992324,12.2446,-36.4343161649,-0.379941696716,1.6169538497924805,0.0596161,-356.167855385,34.138583183288574,-12.8722754261,4756.11
11.7412,1.05881448691,0.743769675835,-261.912858004,13.2014,0.0,-333.716864427,2.73891,26.9671397844,0.742108809687,-13.0553,0.00645729,0.742108809687,0.6435534954071045,14,503.6244218349457,5,13.2216239717,0.08765840530395508,8.45756,0.990735,11.7967,-19.0417420499,0.186872172259,1.5608727931976318,0.0554361,-304.25799281,35.012839794158936,-13.0576339462,4710.54
11.7759,1.04945841037,0.74875964328,-254.192301142,13.3373,0.0,-323.502187816,2.69398,24.8482054491,0.750289609779,-13.1958,0.00647348,0.750289609779,0.672257661819458,15,537.8275425434113,5,13.3568339393,0.08155035972595215,8.45117,0.989681,11.8318,-16.4234651999,0.350591881935,1.5694453716278076,0.0559015,-275.182417559,34.0864372253418,-13.1981466591,4680.54
12.4463,1.02513237287,0.74294479376,-219.145981514,13.4518,0.0,-379.5766238,2.57109,53.4990047985,0.742819455018,-13.3193,0.00997053,0.742819455018,0.8255610466003418,16,573.096843957901,5,13.470382038,0.10062456130981445,8.44883,0.989297,12.5126,-26.2665457183,0.203367979906,1.6598267555236816,0.0663357,-292.005520478,35.14597153663635,-13.3212144197,4669.61
13.1754,1.01867559484,0.762773509821,-253.896901397,13.5728,0.0,-317.088724392,2.53526,21.587345344,0.759501454027,-13.4365,0.00985228,0.759501454027,0.7914228439331055,17,608.1311616897583,5,13.5902036251,0.10205602645874023,8.44508,0.988679,13.2448,-19.1696361488,0.403263773098,1.634537696838379,0.0694046,-280.479097533,34.90793490409851,-13.4382116505,4652.1
12.1598,1.00362642446,0.770741918883,-220.501186986,13.5892,0.0,-293.74420957,2.42308,29.219052294,0.769735570183,-13.449,0.00644576,0.769735570183,0.864065408706665,18,643.1199598312378,5,13.6054603396,0.10674118995666504,8.44237,0.98824,12.2158,-19.8486246079,0.357605375844,1.7000393867492676,0.0559826,-261.678190441,34.86200451850891,-13.451108445,4639.53
12.7641,0.978920008292,0.7525838427,-220.418036872,13.6234,0.0,-301.211969902,2.30125,29.0448240576,0.753351268606,-13.4897,0.00999139,0.753351268606,0.7455496788024902,19,679.3788199424744,5,13.6385866812,0.10109686851501465,8.44073,0.987976,12.8292,-19.8164962747,0.212688102314,1.5984632968902588,0.0650635,-273.438441872,36.124393701553345,-13.4902806081,4631.95
12.2543,0.969986438791,0.766644377423,-209.60257223,13.5638,0.0,-300.304572942,2.26614,29.383818876,0.764672112165,-13.4288,0.00995801,0.764672112165,0.864185094833374,20,715.2764234542847,5,13.580308586,0.11364436149597168,8.42446,0.985303,12.3199,-18.2103852028,0.450537564685,1.704932689666748,0.065609,-256.475701957,35.76444101333618,-13.4305198975,4557.2
12.4972,0.955052661059,0.76118000269,-188.703289389,13.5198,0.0,-252.539862475,2.19848,24.7649127471,0.758349352061,-13.3866,0.00999802,0.758349352061,0.7783312797546387,21,753.7078003883362,5,13.5359723897,0.10227131843566895,8.4185,0.984324,12.5617,-0.830468448718,0.223638348579,1.624873399734497,0.0644846,-221.850528604,38.29664134979248,-13.3880405629,4530.11
12.6196,0.945933086733,0.786490623744,-237.625982175,13.4368,0.0,-293.281948222,2.13472,19.6261462811,0.785826554525,-13.3063,0.00652865,0.785826554525,0.9089643955230713,22,790.9443747997284,5,13.4525425241,0.12078571319580078,8.40605,0.982294,12.6734,-22.4627786857,0.177111087031,1.7688844203948975,0.0537949,-257.800312915,37.095641136169434,-13.3081412184,4474.05
12.5918,0.934132400373,0.751479811292,-206.993465725,13.2963,0.0,-253.02395181,2.05699,16.1073239896,0.750134718055,-13.1618,0.00643445,0.750134718055,0.8219811916351318,23,827.9917752742767,5,13.3118179153,0.10321950912475586,8.40288,0.981811,12.6459,-19.3005469224,0.231174454254,1.677201747894287,0.0541086,-232.67743478,36.91298151016235,-13.162647081,4459.89
12.4144,0.922599205685,0.791904955005,-160.624517955,13.1011,0.0,-315.32602823,1.98894,54.5231014052,0.79282927669,-12.9704,0.00644783,0.79282927669,0.9834585189819336,24,867.4360995292664,5,13.1163741962,0.11855721473693848,8.38599,0.979063,12.4713,-18.8869286539,0.237790877198,1.8339269161224365,0.0568895,-239.443740471,39.31237840652466,-12.9715118081,4385.18
11.8522,0.903898555229,0.759940232013,-175.634346371,12.8572,0.0,-281.17896384,1.90649,39.2319627615,0.759405173908,-12.7252,0.00646775,0.759405173908,1.0450448989868164,25,907.0063464641571,5,12.8717505237,0.13216495513916016,8.37148,0.976687,11.9064,-9.93955684921,0.310964119774,1.905045509338379,0.0541639,-222.830785837,39.422457456588745,-12.7262441023,4322.04
11.8634,0.889046353283,0.769250530094,-116.611142171,12.6351,0.0,-307.3002042,1.82083,67.7176666605,0.769127505171,-12.5091,0.0064098,0.769127505171,0.879169225692749,26,945.4017033576965,5,12.6486952422,0.11139869689941406,8.36609,0.975828,11.9168,-14.4363373665,0.287709374006,1.704054355621338,0.0533438,-221.288100277,38.246999740600586,-12.5098413671,4298.78
11.6957,0.881338167479,0.76711300132,-181.791665988,12.397,0.0,-263.841246975,1.77981,26.1002717896,0.767916829856,-12.2718,0.00649172,0.767916829856,0.8691635131835938,27,983.9142174720764,5,12.4109607196,0.11345243453979492,8.35297,0.973697,11.7498,-22.5039162707,0.126371317386,1.7159836292266846,0.0540924,-222.869478205,38.38001894950867,-12.2729716944,4242.77
11.083,0.871128356584,0.772176484939,-178.004327584,12.0981,0.0,-256.140301495,1.72983,28.0630537191,0.771432456287,-11.9733,0.0064806,0.771432456287,0.9011526107788086,28,1024.146675825119,5,12.1115595929,0.11383175849914551,8.3334,0.970532,11.1368,-23.37359805,0.124407954716,1.714097261428833,0.0537663,-204.00990478,40.08829164505005,-11.9741271211,4160.56
10.8681,0.859928170081,0.768037091647,-147.784583099,11.79,0.0,-210.257090947,1.66094,20.4492851408,0.768967656731,-11.6746,0.00643032,0.768967656731,0.9783542156219482,29,1065.951170682907,5,11.8037432669,0.13379502296447754,8.31728,0.967925,10.9205,-10.8292678516,0.0817511102923,1.772982120513916,0.0524302,-177.662181241,41.6187801361084,-11.6754012736,4094.01
10.1484,0.850068446104,0.796259185313,-158.134789808,11.4298,0.0,-190.773035838,1.60716,11.9429414855,0.794495201169,-11.3139,0.00644434,0.794495201169,1.0030121803283691,30,1108.1590447425842,5,11.4425625593,0.12334465980529785,8.30237,0.965531,10.2012,-13.0966219453,0.121649497125,1.7945880889892578,0.0528355,-181.255372708,42.05520439147949,-11.3143376131,4033.42
9.88483,0.848701745971,0.763497779781,-110.961050793,11.0049,0.0,-225.603159535,1.58852,40.2602753576,0.763251604,-10.892,0.00642782,0.763251604,1.04826021194458,31,1149.2780661582947,5,11.0169640562,0.13357853889465332,8.29208,0.963891,9.93838,-17.467444652,0.127952108162,1.9201431274414062,0.0535498,-163.68696673,40.952802896499634,-10.8926719094,3992.11
9.64301,0.842524816472,0.792961287033,-132.560414847,10.6108,0.0,-226.043472635,1.55233,38.9841922781,0.792768542132,-10.5077,0.00640842,0.792768542132,0.9940700531005859,32,1189.814876317978,5,10.6229155892,0.13283801078796387,8.27894,0.961831,9.69686,-15.497854982,0.133425372642,1.8668396472930908,0.0538445,-175.819681718,40.370450258255005,-10.508710554,3940.01
8.84622,0.833987309801,0.788219602699,-106.52200334,10.156,0.0,-191.019452259,1.52101,32.0165188666,0.788106079189,-10.0598,0.00643089,0.788106079189,0.9674468040466309,33,1229.1037065982819,5,10.1672248089,0.12658405303955078,8.27782,0.961658,8.90055,-0.95814665228,0.0401956089857,1.840430736541748,0.0543251,-139.428237402,39.1190299987793,-10.0604608196,3935.59
8.13427,0.828306211007,0.792159227496,-78.0649535574,9.60432,0.0,-130.24904487,1.49909,18.2725051009,0.792854655614,-9.51083,0.00998412,0.792854655614,0.7675004005432129,34,1263.7020211219788,5,9.61422750407,0.1003713607788086,8.24915,0.957076,8.19798,0.133716103184,0.073634907265,1.6519365310668945,0.0637045,-100.956329632,34.47508883476257,-9.51092877169,3824.39
7.7839,0.822693527858,0.713128799167,-101.616212184,9.0748,0.0,-171.242967566,1.45363,23.9929016389,0.71346577294,-8.98652,0.00994721,0.71346577294,0.8829710483551025,35,1298.668570280075,5,9.08462953889,0.11227941513061523,8.23661,0.955127,7.84715,-24.2217330697,0.0379102137199,1.7708067893981934,0.0632496,-145.457476412,34.82851433753967,-8.98682778223,3776.71
7.17549,0.819630874886,0.785460177765,-56.5772549957,8.4589,0.0,-176.221323057,1.44401,42.5010432263,0.78442509937,-8.37999,0.00642778,0.78442509937,0.7178680896759033,36,1332.0937621593475,5,8.46677568683,0.0980532169342041,8.23273,0.954569,7.22835,-16.8176641853,0.0060289671818,1.6309819221496582,0.052866,-121.318199816,33.30101180076599,-8.37958512109,3762.07
6.11588,0.816674083469,0.762411685228,-46.268888264,7.77194,0.0,-132.943153869,1.42911,28.3816774362,0.762647414595,-7.69511,0.00993945,0.762647414595,0.6847851276397705,37,1365.696894645691,5,7.78044184966,0.0945136547088623,8.21269,0.951455,6.18188,1.42219022633,-0.0802949438182,1.6047184467315674,0.0659971,-94.2369900545,33.47503995895386,-7.69408060719,3687.46
5.36652,0.813749686343,0.719709270426,-55.1734651131,7.08205,0.0,-111.184246553,1.40149,20.6305427824,0.719774792094,-7.00893,0.00641153,0.719774792094,0.6871888637542725,38,1399.4817452430725,5,7.09176038144,0.0955057144165039,8.19877,0.949325,5.41722,-17.1371603463,-0.20238736146,1.6085858345031738,0.0507011,-89.1081575359,33.66236090660095,-7.00802678393,3636.46
4.18394,0.805867299762,0.786679040448,-35.5934305393,6.34836,0.0,-141.663132988,1.35796,38.4394992658,0.787519616962,-6.27299,0.00989265,0.787519616962,0.7384014129638672,39,1433.35147690773,5,6.36069566213,0.10209012031555176,8.18379,0.947022,4.24854,-8.82361420102,-0.414491660141,1.6451923847198486,0.0645976,-67.6196777491,33.746830701828,-6.27119982314,3582.41
3.25931,0.805459992145,0.795160079299,-5.25263338015,5.60028,0.0,-61.0316202324,1.35835,18.7081019428,0.793503828144,-5.51949,0.00645049,0.793503828144,0.6663064956665039,40,1467.5578844547272,5,5.61748174374,0.09003186225891113,8.17402,0.945528,3.31025,-7.48492188368,-0.310522651271,1.5868504047393799,0.0509338,-33.0949308152,34.084922790527344,-5.51724132215,3547.59
2.2463,0.811921874155,0.798391542684,41.3592531712,4.84808,0.0,-28.7684828516,1.37367,24.4296367078,0.796990919096,-4.72655,0.00642653,0.796990919096,0.9039294719696045,41,1501.8756532669067,5,4.88176347365,0.11068487167358398,8.14631,0.941288,2.3007,-5.72799101746,0.0291089879309,1.7481787204742432,0.0543983,9.08105417282,34.17390704154968,-4.72262703973,3450.62
1.55169,0.812054659624,0.815526035991,54.5936515723,4.08707,0.0,-89.7207681989,1.37193,48.0662812444,0.81417249284,-3.86987,0.00644434,0.81417249284,0.6988217830657959,42,1536.0144786834717,5,4.14819731165,0.0953512191772461,8.13858,0.940059,1.60114,-4.82097951776,0.041067118041,1.617818832397461,0.0494491,-12.708694455,34.02046513557434,-3.8643488553,3424.05
0.854597,0.810607321702,0.770998340074,43.5242885026,3.4183,0.0,-50.227952532,1.37614,33.0877456901,0.771845558301,-2.97881,0.0099315,0.771845558301,0.7912330627441406,43,1570.3756711483002,5,3.5088793938,0.10540127754211426,8.114,0.936276,0.921987,-14.623531333,0.0715791014358,1.6627769470214844,0.0673903,-19.8202107344,34.23731088638306,-2.97145200159,3340.91
-0.104446,0.810284213524,0.768651639168,17.2852378171,2.94571,0.0,-99.7193571739,1.38401,50.7698377536,0.766180197693,-2.0962,0.00990516,0.766180197693,0.6991226673126221,44,1605.2675704956055,5,3.06308377393,0.09301209449768066,8.08563,0.931935,-0.0403395,-11.3691693402,0.237271030699,1.616438865661621,0.0641067,-33.9588734554,34.73891496658325,-2.08808667095,3247.48
-1.24925,0.801308705778,0.783682027858,94.7832419971,2.77926,0.0,-30.5388294119,1.34416,45.9373524391,0.783731063821,-1.28605,0.00645505,0.783731063821,0.8466951847076416,45,1639.5068187713623,5,2.90398658959,0.10231518745422363,8.08879,0.932569,-1.19598,-3.84899245898,-0.364934501457,1.703547477722168,0.0532697,13.1568507729,34.11249041557312,-1.2779595082,3257.73
-2.06001,0.804457102854,0.755112611533,70.9000730606,2.90338,0.0,20.8381158891,1.35204,19.7195041516,0.754027482974,-0.465374,0.00642309,0.754027482974,0.8255109786987305,46,1675.3277637958527,5,3.02052356554,0.10856747627258301,8.07311,0.930224,-2.01154,-7.72916653988,0.0577339786601,1.6717801094055176,0.0484729,37.8724105633,35.67851448059082,-0.457098095298,3207.05
-2.95789,0.815690294695,0.77696057234,92.2445747843,3.2586,0.0,39.5533154995,1.37581,19.5057872801,0.776842895778,0.353972,0.00999331,0.776842895778,0.6566121578216553,47,1710.8198006153107,5,3.36497940081,0.08522319793701172,8.05266,0.92726,-2.89402,3.88049418704,-0.10677389868,1.5835754871368408,0.0638731,63.9894451165,35.34343934059143,0.360869009369,3142.13
-3.92879,0.822148503247,0.72064076854,114.916854914,3.79208,0.0,48.8264755185,1.4216,23.3449014862,0.720330748833,1.20467,0.00986622,0.720330748833,0.819490909576416,48,1746.4089336395264,5,3.8773508605,0.10169005393981934,8.01729,0.921574,-3.87148,-13.2978664589,-0.0733571704741,1.6787257194519043,0.0573075,85.9865376347,35.45569133758545,1.20805247308,3032.96
-5.17248,0.821986675025,0.736062116351,132.305671187,4.46781,0.0,-24.2999855931,1.42462,55.6239341818,0.735462664783,2.13963,0.00999178,0.735462664783,0.8722198009490967,49,1782.2272050380707,5,4.53379659414,0.11436915397644043,7.99891,0.918976,-5.11222,-2.56124526615,0.126208806475,1.6988229751586914,0.0602612,78.9341065024,35.6831841468811,2.14279417372,2977.71
-6.00966,0.828414155726,0.707904252019,155.255581545,5.29228,0.0,-83.5132129324,1.44628,82.9202436714,0.709506081795,3.16115,0.00994823,0.709506081795,0.7249629497528076,50,1815.7349390983582,5,5.3412959626,0.09886813163757324,7.9837,0.916689,-5.94589,-20.1000904632,0.22102592173,1.6125590801239014,0.0637646,69.1526157438,33.3659565448761,3.16458175204,2932.75
-1.89935,0.84329668954,0.723927444756,111.07539743,6.21401,0.0,-84.7518883839,1.49385,70.4000135857,0.724759072277,4.06475,0.00642225,0.724759072277,0.6538748741149902,51,1848.5588867664337,5,6.25749297268,0.09013605117797852,7.97073,0.91476,-1.85093,-8.37186340648,-5.06790505906,1.5813493728637695,0.0484248,50.8674721603,32.707292318344116,4.06787262358,2894.96
-8.70111,0.867581106631,0.779903222871,173.603312425,7.15566,0.0,51.7321278296,1.59492,42.3366210526,0.780677706583,5.12899,0.00997126,0.780677706583,0.6074528694152832,52,1881.1233804225922,5,7.19627734653,0.08867192268371582,7.94744,0.911229,-8.63824,11.1809805505,0.0113362156856,1.5635356903076172,0.0628643,121.949796846,32.449763774871826,5.13268016283,2828.32
-9.99713,0.874867409204,0.792954997959,209.427150507,8.13326,0.0,105.27482179,1.65003,38.1994493073,0.792915347041,6.2618,0.00995864,0.792915347041,0.6283931732177734,53,1913.388052225113,5,8.17311390703,0.08552861213684082,7.93886,0.910101,-9.93832,4.46466745419,0.113280405209,1.5739710330963135,0.058815,135.390046901,32.14537191390991,6.2657635197,2804.16
-10.2853,0.887745762723,0.732484339139,189.79005341,9.17171,0.0,18.219843583,1.71549,62.3864592903,0.732132619054,7.35101,0.00989532,0.732132619054,0.6107656955718994,54,1945.5584163665771,5,9.21072948299,0.08025431632995605,7.9212,0.907658,-10.2247,-15.96804154,0.0607023889845,1.5579118728637695,0.0606241,110.5965531,32.05102777481079,7.35482855873,2755.08
-12.3064,0.89540826385,0.785263529274,239.965850914,10.1765,0.0,114.047089866,1.74851,45.1676794704,0.784885649861,8.48854,0.0099466,0.784885649861,0.6579828262329102,55,1978.4140017032623,5,10.2160987995,0.08493971824645996,7.91108,0.906186,-12.2442,12.0760581743,0.0651274641657,1.5999550819396973,0.0622025,155.360081943,32.73559594154358,8.49243496621,2727.33
-13.4416,0.91572742978,0.807746436694,206.843128014,11.1299,0.0,127.275081374,1.86285,27.420312866,0.806588344009,9.59069,0.00645561,0.806588344009,0.6176815032958984,56,2011.1682193279266,5,11.1718451603,0.08332943916320801,7.89838,0.904312,-13.3928,7.82531673886,0.120780213498,1.57181715965271,0.0487366,160.763261213,32.63685131072998,9.59445260039,2692.9
-14.3048,0.913612742572,0.757537590466,242.017895675,12.1278,0.0,150.455491417,1.87442,30.43766055,0.7561736031,10.7056,0.0064546,0.7561736031,0.6074635982513428,57,2043.6281595230103,5,12.1663700825,0.08269429206848145,7.85892,0.898465,-14.2537,10.2697749148,0.191618955092,1.546473741531372,0.0510292,198.452926597,32.33955359458923,10.7094775973,2588.72
-15.0133,0.918924087905,0.607280619388,282.92523876,13.1267,0.0,61.9886261881,1.87355,78.2183106513,0.608667636295,11.788,0.00997794,0.608667636295,0.637070894241333,58,2076.9296288490295,5,13.16193456,0.08484458923339844,7.83929,0.89566,-14.9535,-1.26419885158,0.0590246137298,1.5759203433990479,0.059761,204.367069563,33.184582471847534,11.7919215319,2538.41
-17.0752,0.932812649935,0.762541275333,222.939831443,14.1723,0.0,181.057581131,1.96689,14.7742453787,0.763849957766,12.8931,0.00989663,0.763849957766,0.6652951240539551,59,2109.952113866806,5,14.2075651685,0.08735084533691406,7.81669,0.892333,-17.0132,9.03518267352,0.0942606909509,1.5865330696105957,0.0620441,195.767446364,32.90007305145264,12.8967795471,2481.68
-17.8789,0.939288897808,0.735807411039,248.437605469,15.2148,0.0,140.616486963,2.02201,38.2803113182,0.734425879564,13.981,0.00992021,0.734425879564,0.6478872299194336,60,2142.8154940605164,5,15.249394794,0.08840513229370117,7.81263,0.891935,-17.8207,8.12691486565,0.35295959596,1.5833048820495605,0.0582237,210.256143329,32.730976581573486,13.985027892,2471.63
-19.4177,0.95160737867,0.767632902157,295.596428226,16.267,0.0,231.578527833,2.11587,22.4816897872,0.766401781107,15.0484,0.00651973,0.766401781107,0.6823399066925049,61,2176.052511692047,5,16.3027336461,0.08837294578552246,7.78167,0.887309,-19.3701,19.9050398859,0.0757310184853,1.5945637226104736,0.0476761,255.389357329,33.115259647369385,15.0518577471,2396.28
-20.3953,0.967112865855,0.804075333187,346.219727967,17.3429,0.0,204.987920708,2.26291,44.8068838027,0.803519825093,16.1907,0.00997575,0.803519825093,0.7737231254577637,62,2210.0229613780975,5,17.379143959,0.10027885437011719,7.76005,0.884437,-20.3352,19.0317554797,0.267292047031,1.6357378959655762,0.0600815,272.271687664,33.84684777259827,16.1947218365,2345.02
-20.4916,0.969789865082,0.720862166329,319.274505934,18.4387,0.0,115.568314517,2.27045,70.6545809079,0.720018648259,17.3445,0.00642531,0.720018648259,0.6724016666412354,63,2243.5780489444733,5,18.4737752052,0.08438968658447266,7.73474,0.880725,-20.4454,-23.0951546083,0.201318357248,1.5605204105377197,0.0461636,200.102187516,33.43796110153198,17.3480908583,2286.42
-22.7806,0.980269681598,0.738428428519,343.244463871,19.5546,0.0,218.304408999,2.33667,42.8195437726,0.73946652685,18.4821,0.00992074,0.73946652685,0.7017936706542969,64,2278.1525971889496,5,19.5889202953,0.1026153564453125,7.71759,0.878335,-22.7165,5.9602553071,0.202817871424,1.6037354469299316,0.0640411,269.313112997,34.453088998794556,18.4862296779,2247.53
-20.8142,0.995259896877,0.684438169308,327.885224831,20.5968,0.0,193.420961675,2.51763,47.6989420884,0.685456830399,19.5723,0.00997659,0.685456830399,0.6219000816345215,65,2314.0772836208344,5,20.6294533707,0.08958911895751953,7.70942,0.876849,-20.7477,-0.871249789884,-0.235205556921,1.5307457447052002,0.0665112,260.738819814,35.80416512489319,19.5763947083,2229.25
-25.217,1.00197041767,0.755307152454,319.195532061,21.6571,0.0,222.266772378,2.57772,32.301547614,0.755478202198,20.6484,0.00645465,0.755478202198,0.6682350635528564,66,2350.787216424942,5,21.6903371683,0.09488439559936523,7.70292,0.875839,-25.1695,16.3827971842,0.339639618975,1.5520648956298828,0.0475121,276.747275384,36.58659625053406,20.6520557715,2214.81
-26.6568,1.00804867297,0.774866803076,360.337768622,22.7137,0.0,277.977861621,2.65288,27.7525425563,0.77563445862,21.768,0.00998022,0.77563445862,0.9921259880065918,67,2388.1611218452454,5,22.7466899775,0.1310865879058838,7.68793,0.87364,-26.5985,23.7355438322,0.285699263571,1.8690636157989502,0.0582733,318.862991198,37.210739850997925,21.7717736863,2181.86
-27.9832,1.01153332717,0.797356511885,373.933071918,23.783,0.0,311.104386697,2.68824,21.1084001649,0.796897802625,22.8876,0.00640878,0.796897802625,1.102112054824829,68,2425.058076620102,5,23.8140405262,0.1410202980041504,7.65946,0.869635,-27.9367,28.6965769736,0.226747438108,2.015160083770752,0.0465012,348.733569916,36.76476311683655,22.8913471254,2120.61
-28.2418,1.01703427019,0.794842590552,301.911644613,24.9067,0.0,230.774619997,2.72788,25.2693963961,0.794490041416,24.0643,0.00642358,0.794490041416,0.792262077331543,69,2463.572482585907,5,24.9369263846,0.10557365417480469,7.63831,0.866621,-28.1956,15.7445146344,0.0338221121358,1.6757586002349854,0.0461826,275.472372073,38.38355994224548,24.0678033888,2076.24
-30.0916,1.01719087557,0.801108797301,410.535929374,25.9864,0.0,318.799636781,2.84215,32.4882989099,0.799828953727,25.1682,0.00993462,0.799828953727,0.9249873161315918,70,2503.8368611335754,5,26.0162950823,0.12351369857788086,7.61295,0.863054,-30.0325,27.2937113348,0.352378376865,1.7988102436065674,0.0590992,348.069104965,40.09564924240112,25.171943252,2024.23
