AveragePolicyStd,AverageAbsQYDiff,EnvExecTime,AverageAbsQ,AverageReturn,MinReturn,PolicyExecTime,LossAfter,StdReturn,AbsLearnSignalOld,AverageDiscountedReturn,AverageQ,AverageY,dLoss,MaxReturn,Entropy,AverageAbsY,NumTrajs,Iteration,MeanKL,ItrTime,Time,AbsLearnSignal,MeanKLBefore,Perplexity,ExplainedVariance,LossBefore,AverageQLoss,AbsLearnSignalNew,ProcessExecTime
0.998881,6.44766490464,11.493141174316406,181.83,489.898205517,348.430429018,1.162379264831543,-209.046,121.933376771,0.471128858719,299.509155657,181.726,181.739359692,0.0799866,958.569215,24.1027,181.790071914,50,176,0.00911384,59.41177701950073,10363.427036523819,0.471276936389,0.0,2.93541e+10,0.200142764498,-208.966,112.198,0.471276936389,0.13944172859191895
0.998893,6.46146630405,11.43593955039978,181.914,470.128836948,349.60025818,1.1577396392822266,-200.474,96.1922692305,0.402741232447,294.459658674,181.805,181.81425145,0.0728607,845.431265294,24.1029,181.869540347,52,177,0.0098678,58.63660788536072,10422.194664239883,0.403170995704,0.0,2.93606e+10,-0.119387699819,-200.402,112.84,0.403170995704,0.13975024223327637
0.998936,6.56175106438,11.065097570419312,182.496,497.577498295,328.156765533,1.1217429637908936,-204.978,152.043300336,0.113029918647,300.679624141,182.388,182.40089476,0.0557861,1211.90861267,24.1037,182.456414033,49,178,0.009496,57.833110332489014,10480.149808883667,0.113081014493,0.0,2.93822e+10,-25.266437101,-204.923,118.047,0.113081014493,0.13539648056030273
0.998797,6.64214434075,11.14580488204956,183.098,475.546636603,343.800387159,1.1203112602233887,-200.274,137.50301803,0.599867556612,294.087393041,182.996,183.005829392,0.0852356,1279.9959523,24.1013,183.058297063,51,179,0.00980759,58.641770124435425,10538.914119005203,0.599986811353,0.0,2.93122e+10,0.417158048065,-200.189,124.352,0.599986811353,0.13895773887634277
0.998627,6.71006674313,10.762868642807007,183.278,480.075772065,318.857129839,1.0711479187011719,-203.425,123.612911552,0.161544358569,295.778488614,183.176,183.18770621,0.0559692,1067.46401042,24.0984,183.244039409,50,180,0.00987649,58.3652446269989,10597.399851560593,0.161588436299,0.0,2.92268e+10,-14.0964817781,-203.369,130.622,0.161588436299,0.13443470001220703
0.998551,7.19079044613,10.981236219406128,183.9,457.752672069,317.977445363,1.0995337963104248,-198.716,100.406463764,0.577139793154,289.58779968,183.782,183.794188228,0.0710449,890.049533112,24.097,183.870745771,53,181,0.00960729,58.01986742019653,10655.542286157608,0.577251622581,0.0,2.91887e+10,0.475195724179,-198.645,169.837,0.577251622581,0.13378620147705078
0.998613,7.40671985203,11.343194246292114,185.471,513.936883386,324.482099718,1.1173837184906006,-210.811,125.448480318,0.368087808062,308.394854058,185.355,185.373027403,0.0837402,954.78569681,24.0981,185.444459354,48,182,0.00991897,58.873995780944824,10714.533224344254,0.368242737265,0.0,2.92193e+10,-0.394284566956,-210.727,187.057,0.368242737265,0.1371021270751953
0.998531,7.66582213079,11.329909086227417,187.45,480.024465252,326.139354751,1.1249709129333496,-204.857,93.4320613873,0.640531804275,298.053806434,187.327,187.344533455,0.0826569,784.156137399,24.0967,187.434881513,51,183,0.00981045,58.21707797050476,10772.863970518112,0.640995038014,0.0,2.91784e+10,0.533167260336,-204.775,210.504,0.640995038014,0.1394968032836914
0.998527,7.7222061499,11.87368130683899,188.184,487.233224383,331.459514815,1.1792559623718262,-205.545,109.507511003,0.261348485095,299.103199024,188.057,188.073249206,0.0768738,798.58185492,24.0966,188.15435694,49,184,0.00976459,58.42408108711243,10831.409443616867,0.261455935759,0.0,2.91766e+10,-1.2309476406,-205.469,214.204,0.261455935759,0.14396142959594727
0.998438,8.00576946573,11.507495403289795,188.308,465.98806265,306.558532949,1.1501317024230957,-205.219,125.815437322,0.220137230384,290.629237684,188.176,188.202669977,0.0724335,1018.77209085,24.0951,188.322059521,52,185,0.00949056,58.029836893081665,10889.557607412338,0.220273196825,0.0,2.91318e+10,-4.65469559818,-205.146,235.745,0.220273196825,0.1434168815612793
0.998233,8.39076813249,11.67872929573059,189.435,509.468724154,334.947711012,1.1464593410491943,-212.277,119.032976855,0.0751344294105,305.22104291,189.309,189.324859556,0.0983429,858.963761887,24.0916,189.430531558,46,186,0.00996327,58.99551010131836,10948.674227714539,0.0752119908473,0.0,2.90307e+10,-100.852734971,-212.179,264.845,0.0752119908473,0.1429438591003418
0.998235,8.57634950543,11.985612154006958,189.775,504.466962018,310.489033324,1.2064313888549805,-213.128,119.18564611,0.696223271741,304.984982642,189.653,189.673568927,0.0948792,889.760038168,24.0917,189.795675385,49,187,0.00997682,58.55775737762451,11007.352798938751,0.695959302974,0.0,2.90318e+10,0.635627474893,-213.033,274.577,0.695959302974,0.14843988418579102
0.998376,8.79812840329,11.33475661277771,190.897,496.31798844,351.44326668,1.1260137557983398,-221.879,134.905541997,0.296242350376,300.754378479,190.748,190.77236128,0.0617676,958.21706233,24.0941,190.921232118,48,188,0.00810523,57.717921018600464,11065.19194316864,0.296443775018,0.0,2.91014e+10,-0.731724073729,-221.818,292.49,0.296443775018,0.1386711597442627
0.998372,9.01474279559,11.324849367141724,191.498,480.886658335,358.988057829,1.136258840560913,-213.428,110.712915401,0.505517029111,296.606179353,191.357,191.376671354,0.0819397,859.902797424,24.094,191.527617242,50,189,0.00644454,57.747130155563354,11123.062860965729,0.505749051983,0.0,2.90993e+10,0.369150638958,-213.346,314.571,0.505749051983,0.14084148406982422
0.998366,8.93922330854,11.577813625335693,191.85,464.461368844,336.564713242,1.1448042392730713,-208.587,82.504079193,0.608898829383,291.851750455,191.698,191.716717265,0.108185,716.435322834,24.0939,191.876742359,51,190,0.00968794,58.44738006591797,11181.634811639786,0.608977128934,0.0,2.90965e+10,0.592023987927,-208.479,298.842,0.608977128934,0.14093399047851562
0.998424,8.91216351801,11.169559240341187,192.008,492.300927104,319.369146514,1.1005308628082275,-217.04,107.763271007,0.742690490425,300.827231341,191.862,191.888012388,0.102753,808.04942676,24.0949,192.011123049,48,191,0.00988004,57.53514313697815,11239.29311823845,0.74232290263,0.0,2.91254e+10,0.761763801417,-216.937,286.602,0.74232290263,0.1378493309020996
0.998675,9.03004026197,11.288232803344727,192.089,469.392662449,278.448659646,1.1276402473449707,-209.637,102.222677915,0.392048704591,292.828057617,191.957,191.977815784,0.120865,717.751544684,24.0992,192.090041667,51,192,0.0094377,57.99703097343445,11297.412309885025,0.392169822049,0.0,2.92506e+10,-0.313271141038,-209.516,303.091,0.392169822049,0.13883161544799805
0.998715,9.12964747381,11.272027969360352,191.997,484.337238787,359.751784101,1.1195037364959717,-210.702,101.347526847,0.735594676276,298.269719802,191.839,191.859890309,0.11615,748.973703624,24.0998,192.032335578,49,193,0.00987336,58.30248808860779,11355.836430549622,0.73669163688,0.0,2.92706e+10,0.724764215232,-210.586,311.77,0.73669163688,0.14049029350280762
0.998674,9.08043805451,11.378538131713867,192.289,461.838123663,315.269255745,1.1238861083984375,-203.892,82.8317267186,0.496565274357,290.666389922,192.118,192.13841778,0.0927887,655.811094516,24.0991,192.361023159,51,194,0.00642015,58.55286192893982,11414.50987482071,0.49764395603,0.0,2.92497e+10,0.486368587133,-203.799,307.6,0.49764395603,0.13973116874694824
0.998694,9.41205295763,11.519711971282959,193.769,489.907195211,292.876201364,1.1410677433013916,-211.112,110.467759058,0.693927656087,300.311431311,193.588,193.608765777,0.0995026,786.618655145,24.0995,193.832801968,49,195,0.00940648,58.720012187957764,11473.353528022766,0.694629431083,0.0,2.92596e+10,0.735740004228,-211.013,359.866,0.694629431083,0.14053845405578613
0.998665,9.98415769739,11.34259033203125,195.5,509.154826223,338.844533495,1.127195119857788,-224.188,125.654917688,0.488818180333,305.467558577,195.315,195.345518706,0.132446,933.897979448,24.099,195.61299481,46,196,0.00999714,58.013248920440674,11531.489942073822,0.489300034914,0.0,2.92449e+10,0.26228166444,-224.055,428.982,0.489300034914,0.1387181282043457
0.998709,10.3062697838,11.347757339477539,196.916,480.503788676,263.582792331,1.1520922183990479,-216.331,146.318973688,0.713490946739,294.003898357,196.72,196.750592121,0.142258,1217.76514103,24.0997,197.005557326,50,197,0.00998562,57.85951089859009,11589.469495296478,0.713893978777,0.0,2.92671e+10,0.544857343063,-216.188,456.816,0.713893978777,0.1404275894165039
0.998782,9.97327467646,11.684384822845459,198.013,499.463433417,325.774571255,1.180859088897705,-221.897,128.620103137,0.545206632733,301.80975742,197.828,197.85389918,0.121658,881.437464996,24.101,198.098204748,48,198,0.00866111,58.99316143989563,11648.584107637405,0.545686943786,0.0,2.93036e+10,0.478663039771,-221.776,396.917,0.545686943786,0.14044713973999023
0.998785,9.74187955221,11.321215152740479,197.152,486.830648099,328.752524147,1.1270360946655273,-223.133,131.831309006,0.395024463827,296.812284206,196.944,196.964332571,0.14357,861.916646176,24.101,197.293492916,48,199,0.00998169,57.533791303634644,11706.24021935463,0.395240456884,0.0,2.93047e+10,0.0301653285057,-222.989,385.063,0.395240456884,0.13773703575134277
0.998766,9.55950302278,11.680534362792969,196.208,486.796577996,331.379068693,1.1799967288970947,-216.403,120.398069911,0.673759017033,297.222713123,195.953,195.979446028,0.137985,754.497356055,24.1007,196.356457097,49,200,0.00978962,58.9355194568634,11765.300478696823,0.674130756107,0.0,2.92952e+10,0.631803305046,-216.265,368.581,0.674130756107,0.14134645462036133
0.998821,9.32313860216,11.4969801902771,196.025,459.339021163,300.393898442,1.1540420055389404,-213.234,105.987224118,0.465138991248,288.530560549,195.761,195.783473174,0.112457,791.717934491,24.1016,196.174181147,51,201,0.00644728,59.06768465042114,11824.493895053864,0.465091857295,0.0,2.9323e+10,0.284194084477,-213.121,341.425,0.465091857295,0.13755130767822266
0.998784,9.11803285431,11.229879140853882,194.992,503.891695981,301.119237811,1.117729902267456,-228.197,149.857563684,0.599301128668,301.862543602,194.741,194.762660075,0.118622,1062.25722904,24.101,195.13253067,47,202,0.00999074,59.59405827522278,11884.220150470734,0.600337138196,0.0,2.93047e+10,0.564540120589,-228.078,333.603,0.600337138196,0.13273119926452637
0.998755,8.79065513821,11.01252031326294,193.631,475.398106448,296.377057129,1.106513500213623,-219.293,111.468436233,0.694697914892,294.40347051,193.394,193.418447395,0.118408,787.865009588,24.1005,193.757325156,50,203,0.00999548,59.02570557594299,11943.367183208466,0.69479240651,0.0,2.929e+10,0.523240580481,-219.175,290.804,0.69479240651,0.13571953773498535
0.99881,8.51032339612,11.091112852096558,192.641,472.345352316,313.276919538,1.1154427528381348,-224.381,95.4878923078,0.575988955365,294.135386804,192.406,192.429295293,0.117371,849.386762728,24.1015,192.763318588,50,204,0.00994068,59.73328447341919,12003.228772640228,0.577052948157,0.0,2.93177e+10,0.626765687477,-224.264,256.877,0.577052948157,0.13391757011413574
0.998753,8.12072608576,11.417377233505249,191.118,484.150260155,302.447860368,1.1510310173034668,-224.8,120.705031811,0.464396279255,297.161959468,190.863,190.884376286,0.109604,1049.12178757,24.1005,191.270454136,49,205,0.00910712,59.23114609718323,12062.578993320465,0.46420087149,0.0,2.92894e+10,0.336053534522,-224.69,231.539,0.46420087149,0.13641953468322754
0.998773,7.92545124517,11.295169353485107,190.658,501.89583865,344.582135661,1.1146824359893799,-225.117,103.474627244,0.738636326544,304.707357793,190.391,190.406740393,0.109436,844.241861864,24.1008,190.788556137,48,206,0.00996556,57.78232169151306,12120.481968164444,0.738469111894,0.0,2.92989e+10,0.748043967596,-225.008,207.791,0.738469111894,0.1392984390258789
0.998744,7.94131213717,11.446204662322998,190.659,495.557341398,309.108191472,1.1313767433166504,-222.755,116.667180437,0.723646585994,301.328768636,190.423,190.445046561,0.0926971,928.18941226,24.1003,190.795678458,48,207,0.00648471,58.7203643321991,12179.319838523865,0.723670135977,0.0,2.92843e+10,0.729154465548,-222.662,212.237,0.723670135977,0.1391160488128662
0.998744,7.92808450842,11.820433139801025,190.528,499.157115987,354.474290074,1.1388344764709473,-219.349,144.864342714,0.7395354252,301.091128519,190.259,190.287217289,0.119553,1098.37104856,24.1003,190.672483816,48,208,0.00989873,58.67273759841919,12238.109610080719,0.73989384587,0.0,2.92847e+10,0.691568975241,-219.229,212.318,0.73989384587,0.13943934440612793
0.998752,7.74779697871,11.722925424575806,189.893,490.385286967,317.329600625,1.1467831134796143,-221.79,109.634735191,0.696711910277,300.001765959,189.592,189.61212521,0.106049,946.190806571,24.1005,190.042096097,49,209,0.00990362,58.933595418930054,12297.163949012756,0.696665162759,0.0,2.92894e+10,0.439927689189,-221.684,201.013,0.696665162759,0.14366507530212402
0.998664,7.39467491544,11.539735317230225,189.217,498.200793475,363.51086178,1.11509370803833,-222.376,87.6052904519,0.760594266351,305.047302455,188.991,189.01900328,0.0870209,703.015988554,24.099,189.273295418,49,210,0.00641211,58.3282904624939,12355.61312866211,0.760513941747,0.0,2.9245e+10,0.778435092008,-222.289,155.922,0.760513941747,0.13968634605407715
0.998657,7.21991865676,11.925622940063477,188.296,495.576075632,346.149237179,1.1570360660552979,-222.656,104.415642361,0.231068256053,302.508501623,188.074,188.103146938,0.107391,768.99881166,24.0989,188.319017724,49,211,0.00989166,58.36642527580261,12414.103468418121,0.231128212502,0.0,2.92421e+10,-1.04064754511,-222.549,140.866,0.231128212502,0.14312529563903809
0.998807,7.11226444166,12.068667888641357,187.546,487.433224451,330.074460738,1.1719472408294678,-222.209,82.9377922447,0.60524803388,300.354532665,187.274,187.309889078,0.10144,645.245965823,24.1014,187.617349749,50,212,0.00968996,58.533079862594604,12472.762026548386,0.605213044897,0.0,2.93167e+10,0.49102739822,-222.108,146.117,0.605213044897,0.14569377899169922
0.998752,7.00887667734,11.925357580184937,186.913,477.480364541,330.145881465,1.1635427474975586,-215.203,105.859500227,0.729081462474,296.006600861,186.609,186.649987553,0.109589,840.382186701,24.1005,186.989991806,51,213,0.00995144,58.74494290351868,12531.627697944641,0.728805394918,0.0,2.92886e+10,0.720484223062,-215.093,144.658,0.728805394918,0.14212703704833984
0.998804,6.86468084623,11.808815002441406,185.727,466.918312153,354.261821434,1.1558363437652588,-210.251,87.1045687305,0.575956475573,292.610468322,185.438,185.488519111,0.109222,828.421549846,24.1014,185.796222735,52,214,0.00992825,58.640188455581665,12590.396534442902,0.576372501578,0.0,2.9315e+10,0.0783657598346,-210.141,140.113,0.576372501578,0.14291882514953613
0.998869,6.75910813995,11.630657196044922,185.027,469.834943583,309.667018783,1.1588470935821533,-207.25,100.934340381,0.477228676441,292.886766261,184.757,184.806108931,0.0885162,879.03024302,24.1025,185.152711642,52,215,0.00645922,58.29229426383972,12648.817076683044,0.47738189143,0.0,2.93476e+10,0.456021739875,-207.162,148.037,0.47738189143,0.14230060577392578
0.998934,6.68622578406,11.452940702438354,184.69,475.330626581,343.518260093,1.1422486305236816,-210.351,106.061121781,0.598541079445,294.352482656,184.505,184.568318449,0.103119,1037.39901377,24.1036,184.84375357,51,216,0.00985128,58.143205642700195,12707.083405971527,0.598861039924,0.0,2.93798e+10,0.492585474955,-210.248,142.669,0.598861039924,0.1423935890197754
0.999009,6.52148780529,11.249384641647339,183.695,456.707681654,310.552463808,1.13206148147583,-200.338,106.077499345,0.730854057195,287.794588036,183.589,183.66108514,0.08992,1004.11558095,24.1048,183.86091631,53,217,0.00838879,57.735556840896606,12764.938655853271,0.730763952648,0.0,2.94171e+10,0.691769079371,-200.248,128.611,0.730763952648,0.1378798484802246
0.999017,6.51228923385,11.345381259918213,183.732,464.996481974,336.128986615,1.1307399272918701,-205.613,90.3796129834,0.115023414879,291.422594508,183.678,183.763037858,0.0987244,861.822032104,24.105,183.871610132,52,218,0.00974285,57.8397536277771,12822.905502080917,0.115028431962,0.0,2.94211e+10,-636.071668472,-205.515,114.996,0.115028431962,0.13997197151184082
0.998835,6.5223924725,11.291861772537231,183.46,461.520640773,308.479460895,1.1412956714630127,-196.973,98.6930664223,0.480009071055,289.452314234,183.402,183.482749223,0.0830383,762.629288606,24.1019,183.589898623,53,219,0.00641724,58.68950366973877,12881.720784664154,0.480092446538,0.0,2.93298e+10,0.440096344729,-196.89,117.885,0.480092446538,0.14097881317138672
0.998823,6.34143177158,11.3261137008667,183.486,466.93319096,342.798788566,1.1363413333892822,-202.062,96.1171589014,0.684153900218,292.126911509,183.383,183.442370726,0.102249,842.109435304,24.1017,183.544858705,53,220,0.00998851,58.46160864830017,12940.307037591934,0.684700775142,0.0,2.93239e+10,0.777121668097,-201.96,100.516,0.684700775142,0.14372873306274414
0.998901,6.28242908096,11.217148303985596,183.708,495.25379731,306.066262714,1.1281993389129639,-201.694,115.072559661,0.277593751478,300.905869929,183.524,183.571927577,0.0879364,870.808416638,24.103,183.742628963,49,221,0.00996605,57.42700672149658,12997.85676908493,0.277730533734,0.0,2.93621e+10,-4.41750867749,-201.606,100.463,0.277730533734,0.1403660774230957
0.998963,6.27287022244,11.055797338485718,183.593,471.890975411,328.721229445,1.1143476963043213,-200.438,96.0409854933,0.670328587981,293.507081287,183.315,183.355753875,0.0971222,754.769838337,24.104,183.63643389,51,222,0.00995859,57.71008324623108,13055.688222169876,0.67079524099,0.0,2.93929e+10,0.621528043064,-200.341,105.03,0.67079524099,0.13612818717956543
0.998917,6.30822810147,11.250075340270996,183.107,503.275275847,343.067595251,1.1244935989379883,-210.537,102.225482,0.452412833693,303.880574467,182.742,182.779899971,0.10997,738.950492014,24.1032,183.141689095,48,223,0.00985078,58.273961782455444,13114.084135770798,0.452542838031,0.0,2.93701e+10,0.531961024395,-210.427,111.069,0.452542838031,0.13978028297424316
0.9989,6.35305758554,11.208448648452759,182.802,462.917138951,300.22798534,1.196991205215454,-199.212,84.3816263758,0.681775549483,290.449088458,182.34,182.374117894,0.0898285,658.487190933,24.1029,182.835473344,52,224,0.00992605,57.55308985710144,13171.757628917694,0.682345177586,0.0,2.93612e+10,0.632254876212,-199.122,105.95,0.682345177586,0.1405491828918457
0.998798,6.3828496416,10.993003845214844,182.253,458.191006508,329.729633698,1.1503443717956543,-203.723,100.498181488,0.750692694643,288.511673213,181.67,181.703824625,0.0836029,791.681983096,24.1012,182.287411522,54,225,0.00640348,57.14335775375366,13229.026372909546,0.750667328381,0.0,2.93106e+10,0.725941922783,-203.639,108.696,0.750667328381,0.13721776008605957
0.99882,6.41308742126,10.913896799087524,182.32,445.254531567,325.24092576,1.1360557079315186,-193.365,72.2761862289,0.373241714983,284.992699938,181.643,181.667603211,0.0845032,641.989972215,24.1016,182.330833216,55,226,0.00936136,57.69124794006348,13286.84010887146,0.373304160441,0.0,2.93216e+10,-1.20740437331,-193.28,103.937,0.373304160441,0.13809776306152344
0.998778,6.4747552318,10.943712711334229,181.469,444.773679312,333.017054821,1.1383931636810303,-199.04,81.2422831578,0.378535656983,283.93365849,180.641,180.664858026,0.0820618,661.708218762,24.1009,181.474119178,55,227,0.00994702,57.74008297920227,13344.699968338013,0.378853844703,0.0,2.93002e+10,0.465377651909,-198.958,101.085,0.378853844703,0.13909435272216797
0.998703,6.54619934978,10.53260326385498,181.176,485.774670844,354.835387628,1.081723690032959,-203.942,94.5330463488,0.66820355094,298.532565462,180.312,180.333877279,0.0978851,746.712364493,24.0996,181.178346429,50,228,0.00945444,57.05857491493225,13401.879076242447,0.668384367789,0.0,2.92623e+10,0.748998404175,-203.844,101.334,0.668384367789,0.1354680061340332
0.998675,6.56509508747,10.449626684188843,180.805,460.909152971,331.126259328,1.0793027877807617,-201.853,94.3420282214,0.377658375074,289.89979643,179.98,179.998865483,0.0773621,756.016543566,24.0991,180.800793802,53,229,0.00984277,57.39358353614807,13459.392188072205,0.377920667931,0.0,2.92482e+10,0.289929143268,-201.775,96.6177,0.377920667931,0.13251996040344238
0.998559,6.49049181671,10.310547113418579,180.198,445.708367835,315.3443721,1.0711731910705566,-200.409,90.0063876366,0.524204876125,284.051139343,179.481,179.499251576,0.0694427,768.220935437,24.0971,180.184666743,55,230,0.00649672,57.767239809036255,13517.283309459686,0.525386424673,0.0,2.91908e+10,0.608546396919,-200.339,91.7747,0.525386424673,0.132887601852417
0.998752,6.48093015697,10.613489627838135,180.102,448.475680286,318.168145238,1.0984160900115967,-195.438,79.4964807406,0.661586503949,285.552184878,179.538,179.554807178,0.085495,672.465978425,24.1004,180.092924811,54,231,0.00952541,58.206443071365356,13575.614402532578,0.662633496714,0.0,2.92868e+10,0.634347240229,-195.353,97.1343,0.662633496714,0.13223862648010254
0.998746,6.4058550895,10.775547981262207,181.299,477.594781272,332.401609408,1.0896601676940918,-201.138,91.1579146776,0.511045890169,296.092484226,180.83,180.843966433,0.0854034,707.433590162,24.1003,181.266798846,51,232,0.00986811,57.6493022441864,13633.377166986465,0.511598938589,0.0,2.92841e+10,0.734404312729,-201.053,90.822,0.511598938589,0.13315081596374512
0.998704,6.26020295027,10.897638320922852,182.581,446.270188884,339.098151908,1.1425530910491943,-196.95,76.7409731736,0.603352059503,285.126829513,182.202,182.214060663,0.0873566,789.602256717,24.0996,182.536878292,55,233,0.009994,58.72784066200256,13692.222009420395,0.604037264479,0.0,2.92625e+10,0.726960352944,-196.863,85.4705,0.604037264479,0.13765263557434082
0.998876,6.12897184297,10.826451539993286,183.873,449.548592378,342.689045589,1.1208453178405762,-197.694,81.7391039562,0.71201587999,286.473042921,183.527,183.538911165,0.0712433,782.831945763,24.1025,183.842151167,54,234,0.006468,58.98708724975586,13751.329077243805,0.713276482223,0.0,2.93481e+10,0.851408221211,-197.623,85.4953,0.713276482223,0.13672518730163574
0.99898,5.96517647575,11.180049180984497,184.569,465.706015911,333.661438257,1.154987096786499,-202.943,100.417727803,0.505828963827,291.219167415,184.255,184.263950565,0.0818634,715.076654135,24.1043,184.525824565,52,235,0.00816328,59.2508819103241,13810.701409339905,0.506245404554,0.0,2.94001e+10,0.59280387731,-202.861,78.9134,0.506245404554,0.1411898136138916
0.999078,5.71067832629,10.96320629119873,184.674,456.443401006,326.388785842,1.144296407699585,-202.649,88.5324645419,0.447959059856,287.81578311,184.413,184.420021083,0.0848083,714.1038521,24.1059,184.638900333,53,236,0.00989198,59.319802045822144,13870.14159321785,0.448616779333,0.0,2.94486e+10,0.549243503999,-202.564,70.5305,0.448616779333,0.13998627662658691
0.999099,5.47932183623,11.459879398345947,184.499,429.627880588,317.968403996,1.2220733165740967,-198.536,82.2862949713,0.728064810006,278.766682128,184.255,184.262069864,0.0865936,745.551074854,24.1063,184.469596588,58,237,0.00993196,59.21860384941101,13929.488755226135,0.728796705474,0.0,2.94589e+10,0.830698912224,-198.45,66.0013,0.728796705474,0.14683747291564941
0.999086,5.3505577431,11.179634809494019,184.201,453.730788451,324.809049231,1.182722568511963,-200.503,127.521537508,0.441443727243,284.853602815,183.982,183.989309119,0.0843964,1047.85662549,24.106,184.17386814,54,238,0.00989368,60.170517921447754,13989.787443637848,0.441844577883,0.0,2.94519e+10,0.308080418173,-200.419,63.1514,0.441844577883,0.14357709884643555
0.999138,5.12973313258,11.13155484199524,184.401,440.35940184,338.565585556,1.1752855777740479,-199.049,101.12153511,0.592948974125,281.703259731,184.208,184.213932337,0.0986328,991.963145124,24.1069,184.372752614,56,239,0.00998532,59.72040867805481,14049.63345193863,0.593538201957,0.0,2.94781e+10,0.542681015525,-198.95,57.3872,0.593538201957,0.14342141151428223
0.999236,5.00621472946,11.338950872421265,184.454,445.131498675,301.677199798,1.19047212600708,-202.752,98.8680844004,0.406691563459,283.138139548,184.275,184.28220303,0.0969696,742.371823266,24.1086,184.429158384,55,240,0.00983973,62.95645236968994,14112.720004320145,0.406690119097,0.0,2.95275e+10,0.0607549517425,-202.655,55.0291,0.406690119097,0.14458751678466797
0.999109,4.91807275644,11.295850992202759,184.989,435.111385785,320.777904367,1.1929540634155273,-202.253,71.4401752787,0.42293848914,281.422538121,184.816,184.822747114,0.0918274,692.034623276,24.1064,184.963081181,58,241,0.00951668,60.91609859466553,14173.778062105179,0.423170998772,0.0,2.94639e+10,0.468448705689,-202.161,53.0747,0.423170998772,0.14764642715454102
0.999133,4.90844661085,10.765631198883057,185.285,451.036224228,332.113371243,1.149855375289917,-202.264,115.648326065,0.363344741145,284.395164741,185.106,185.11227851,0.122147,1021.52469868,24.1068,185.259371921,54,242,0.00980026,59.01707744598389,14232.922250270844,0.363878555292,0.0,2.94759e+10,-0.414603877108,-202.142,53.6816,0.363878555292,0.14321374893188477
0.999296,4.96904611099,11.09555983543396,185.028,453.085832947,302.899456754,1.17777681350708,-204.999,136.014703488,0.211595988171,283.923775991,184.844,184.851820005,0.104446,1056.48771748,24.1096,185.015989189,54,243,0.00928306,59.8968780040741,14292.947899341583,0.211722468702,0.0,2.95575e+10,-1.87200472434,-204.895,57.0155,0.211722468702,0.14386343955993652
0.999304,4.99974504516,10.914784908294678,185.311,466.432635312,346.493229137,1.1456029415130615,-204.97,93.1840633465,0.418192481178,291.557754259,185.127,185.135792709,0.0742493,840.274703902,24.1097,185.292489895,52,244,0.00639363,60.066850423812866,14353.141356945038,0.418151871271,0.0,2.95617e+10,-1.49129149646,-204.896,55.59,0.418151871271,0.1427161693572998
0.999285,4.99919432726,10.564034700393677,184.93,448.149040855,292.74341112,1.1412715911865234,-201.54,119.93821584,0.623466548221,282.90492975,184.738,184.74420378,0.0863647,951.96829555,24.1094,184.902864535,54,245,0.00989394,59.69117879867554,14412.960768222809,0.623018574844,0.0,2.95519e+10,0.61461489695,-201.453,54.8127,0.623018574844,0.14258456230163574
0.999269,5.03840628067,11.00635814666748,184.216,443.21425548,269.378797876,1.185253620147705,-201.572,81.6804313268,0.446883154239,283.14232143,184.016,184.022877805,0.0828247,702.340810121,24.1091,184.190556434,55,246,0.00842417,60.625303983688354,14473.71792602539,0.447117769843,0.0,2.95436e+10,0.0136164984027,-201.489,56.4069,0.447117769843,0.14497137069702148
0.999238,5.02232766494,11.121920347213745,183.448,466.387287419,333.647926077,1.1919467449188232,-201.327,85.1075741029,0.490474650672,291.718635725,183.247,183.25481727,0.0824432,708.917396642,24.1086,183.42455733,52,247,0.00986509,60.886255979537964,14534.735044240952,0.490993031367,0.0,2.95278e+10,-0.105018229998,-201.244,55.4927,0.490993031367,0.14511680603027344
0.999186,5.00401319823,10.911620378494263,182.549,467.005490734,307.445731277,1.175269603729248,-204.966,123.23096783,0.686260992263,288.889159209,182.323,182.329786155,0.0740509,897.562292534,24.1077,182.517257694,52,248,0.00974436,60.07430934906006,14594.940373897552,0.6868752419,0.0,2.95023e+10,0.718224966432,-204.892,54.54,0.6868752419,0.14676308631896973
0.999211,5.00581392162,11.371282577514648,181.121,470.430652906,309.935499366,1.23118257522583,-203.133,113.226236318,0.730476955542,290.864189186,180.901,180.906860327,0.0830078,827.683552157,24.1082,181.086815369,52,249,0.00990325,61.273093938827515,14656.342562913895,0.730894752555,0.0,2.95148e+10,0.681822549454,-203.05,54.6856,0.730894752555,0.15151214599609375
0.99923,5.08330314715,11.190792083740234,180.84,438.717164234,322.874805618,1.2216119766235352,-203.568,74.1932406412,0.703020850408,282.103974335,180.592,180.599297848,0.0799713,658.061511267,24.1085,180.808182373,56,250,0.00993942,61.36206889152527,14717.84403014183,0.703155587024,0.0,2.95247e+10,0.748056316984,-203.488,56.4761,0.703155587024,0.15047669410705566
0.999278,5.09062441255,11.247291564941406,179.896,477.547881451,327.520771502,1.2113969326019287,-209.605,98.4590799301,0.528743878919,294.830460021,179.642,179.646900111,0.0791321,774.517000612,24.1093,179.865428195,51,251,0.00987947,60.68284821510315,14778.660241603851,0.529359262748,0.0,2.95494e+10,0.649000172267,-209.526,57.451,0.529359262748,0.14719152450561523
