AveragePolicyStd,AverageAbsQYDiff,EnvExecTime,AverageAbsQ,AverageReturn,MinReturn,PolicyExecTime,LossAfter,StdReturn,AbsLearnSignalOld,AverageDiscountedReturn,AverageQ,AverageY,dLoss,MaxReturn,Entropy,AverageAbsY,NumTrajs,Iteration,MeanKL,ItrTime,Time,AbsLearnSignal,MeanKLBefore,Perplexity,ExplainedVariance,LossBefore,AverageQLoss,AbsLearnSignalNew,ProcessExecTime
0.999742,6.24216472933,8.434793472290039,153.755,307.652267322,188.87802238,1.1115896701812744,-157.603,58.1156818024,0.257232909845,227.686405398,153.74,153.756008641,0.164322,518.574880007,24.1175,153.757240048,84,29,0.0096061,55.34124159812927,1655.433174610138,0.257830957953,0.0,2.9793e+10,-1.82630187635,-157.438,84.66,0.257830957953,0.16408395767211914
0.999756,6.24642166625,8.440885782241821,155.412,299.988322445,184.018800824,1.1127068996429443,-155.583,52.7689353782,0.658849340568,223.80307455,155.394,155.409887368,0.154343,515.235138096,24.1178,155.411080677,86,30,0.00932753,55.96556997299194,1711.5295813083649,0.660230122493,0.0,2.98004e+10,0.778217271668,-155.429,84.8136,0.660230122493,0.13909673690795898
0.999605,6.4213267389,8.354846715927124,156.167,304.750264487,216.895683445,1.1133792400360107,-157.36,49.0710783399,0.626516774938,226.463183692,156.141,156.160147087,0.115112,451.319875091,24.1152,156.161456296,84,31,0.0064174,55.73887276649475,1767.3923926353455,0.625883222808,0.0,2.97237e+10,0.729784784619,-157.245,97.0651,0.625883222808,0.14087176322937012
0.99964,6.29502943127,8.32808780670166,156.613,308.147629719,106.603130354,1.113783836364746,-159.331,65.753084708,0.170481936805,227.099051811,156.598,156.614723564,0.125656,593.849094267,24.1158,156.617446295,83,32,0.00642867,55.87370753288269,1823.388382434845,0.170759250982,0.0,2.97415e+10,-5.3272944063,-159.205,86.6658,0.170759250982,0.13803601264953613
0.999774,6.26051271358,8.355250358581543,156.777,309.867764165,232.347923519,1.0898547172546387,-158.044,42.554803242,0.0610623901119,229.43252544,156.758,156.772179206,0.121994,500.819994762,24.1181,156.773985676,83,33,0.00994921,55.26102304458618,1878.7804515361786,0.0611243289235,0.0,2.98093e+10,-295.516211968,-157.922,85.2667,0.0611243289235,0.13994431495666504
0.999708,6.22453772825,8.42829179763794,156.192,307.271769005,212.284083113,1.1050703525543213,-153.721,41.5077005488,0.502801144776,228.207984144,156.173,156.186579836,0.138657,419.223948989,24.117,156.188955485,84,34,0.00926251,57.88492727279663,1936.7902789115906,0.504184577224,0.0,2.97762e+10,0.569328102777,-153.582,84.4382,0.504184577224,0.13819169998168945
0.999691,6.20525667842,8.609856128692627,156.05,323.554925126,218.980490552,1.1271424293518066,-164.4,66.8866830535,0.637265089574,234.676830178,156.03,156.047408646,0.150986,573.262354141,24.1167,156.049864826,78,35,0.0099385,57.31657385826111,1994.2297093868256,0.63778330795,0.0,2.97675e+10,0.699451229586,-164.249,82.6888,0.63778330795,0.14252853393554688
0.999888,6.2240344357,8.26668906211853,155.655,330.421905088,205.923518721,1.0899410247802734,-160.744,62.8010608003,0.253314492673,238.604518921,155.631,155.649120595,0.137848,550.097063249,24.12,155.65276762,77,36,0.00971534,58.11830949783325,2052.4793643951416,0.253771579272,0.0,2.98671e+10,-1.57545206125,-160.606,83.4203,0.253771579272,0.13886523246765137
0.999619,6.13872613704,8.539768934249878,155.282,328.23594955,159.824698659,1.1252162456512451,-159.551,60.3675026917,0.349456456541,237.278062105,155.256,155.272291102,0.140121,529.185346723,24.1154,155.279114926,77,37,0.0093501,56.85268568992615,2109.4580538272858,0.350139586181,0.0,2.97307e+10,-0.961002992458,-159.411,81.0419,0.350139586181,0.14126133918762207
0.999536,6.06611476403,8.498408794403076,155.064,339.485758019,224.728300137,1.1284613609313965,-161.794,68.9657979773,0.553599612088,242.471496851,155.041,155.057673008,0.149994,519.81082754,24.114,155.063409898,75,38,0.0091122,57.320069551467896,2166.902418613434,0.554627893659,0.0,2.96886e+10,0.295840186697,-161.644,78.4986,0.554627893659,0.14080071449279785
0.999672,6.05880935761,8.563320636749268,155.395,340.893578232,188.795388485,1.1183314323425293,-162.715,72.590138459,0.67111634625,242.538181932,155.374,155.391676124,0.149078,620.005078209,24.1163,155.394952483,74,39,0.00985895,57.63082456588745,2224.6577620506287,0.672161123555,0.0,2.97574e+10,0.629253100232,-162.566,78.6018,0.672161123555,0.14240097999572754
0.999718,6.04208540643,8.646507501602173,155.689,347.886219547,210.294567624,1.127497673034668,-163.857,72.922468694,0.543316017758,246.164383176,155.668,155.684011507,0.133301,683.827990563,24.1171,155.687918281,72,40,0.00883742,58.349143981933594,2283.147697210312,0.544012250268,0.0,2.97808e+10,0.326488807993,-163.724,77.7816,0.544012250268,0.14319205284118652
0.99966,5.9948553545,8.660828113555908,156.094,335.446295107,177.339191387,1.130798578262329,-162.414,82.7362621002,0.412595123455,238.906898208,156.072,156.086636848,0.360901,752.28573319,24.1161,156.089093429,74,41,0.00923884,58.191160678863525,2341.458456516266,0.413948468005,0.0,2.97516e+10,0.098412031442,-162.053,76.6966,0.413948468005,0.14118719100952148
0.999759,5.9922949951,8.752699375152588,156.769,332.837807695,173.648246826,1.1276535987854004,-160.675,71.7679333441,0.147725955305,238.081133998,156.748,156.76590924,0.165695,638.035807807,24.1178,156.769184178,75,42,0.00959281,59.41552686691284,2400.996592283249,0.147693224481,0.0,2.98013e+10,-20.435079791,-160.509,76.8561,0.147693224481,0.14187908172607422
0.999544,5.93985652619,9.040322065353394,157.798,346.80679717,158.246404714,1.1430861949920654,-172.014,86.8460210132,0.192487996452,244.384594701,157.774,157.791195957,0.152252,785.244771084,24.1142,157.795611831,72,43,0.00924448,58.98412895202637,2460.1021552085876,0.192619192098,0.0,2.96923e+10,-5.64732410826,-171.862,75.7141,0.192619192098,0.1423943042755127
0.999674,5.90182766434,8.888854742050171,157.635,354.337957778,202.122664666,1.1323421001434326,-170.394,88.6919809193,0.644039546134,247.538873885,157.609,157.624800256,0.171677,795.606901641,24.1164,157.630262371,70,44,0.00977386,58.54558825492859,2518.765517473221,0.643849447633,0.0,2.9758e+10,0.263215721811,-170.222,74.5567,0.643849447633,0.1409454345703125
0.999563,5.84584180368,9.270970344543457,158.256,353.241276428,208.876672448,1.158107042312622,-169.48,76.960346046,0.646012230927,248.040986703,158.236,158.251406021,0.14267,663.593016808,24.1145,158.255414167,71,45,0.00979587,59.74029588699341,2578.6267461776733,0.645875257882,0.0,2.97021e+10,0.407037722543,-169.337,73.1434,0.645875257882,0.14847803115844727
0.9995,5.86924430629,8.858599662780762,158.846,351.756529973,218.277825295,1.114673137664795,-169.731,61.8715661939,0.677952261532,248.417159581,158.823,158.839947119,0.134979,488.170486763,24.1134,158.843798714,71,46,0.00993164,59.81386208534241,2638.571347951889,0.678525030758,0.0,2.96701e+10,0.525136270325,-169.596,73.7611,0.678525030758,0.14051222801208496
0.999563,5.83449544841,9.03092908859253,160.039,379.392166984,225.057721338,1.130063772201538,-170.716,93.4216433017,0.614699770499,259.145350111,160.013,160.027888125,0.113281,749.856515937,24.1145,160.03326947,66,47,0.00644321,59.966211557388306,2698.6615085601807,0.615982581057,0.0,2.97022e+10,0.430590864265,-170.602,72.8503,0.615982581057,0.14435291290283203
0.999358,5.76014556899,9.020709991455078,160.183,386.386617733,177.667278383,1.1381011009216309,-178.967,91.6548559369,0.333371523392,262.275409144,160.159,160.175969919,0.139404,639.013403277,24.111,160.180066575,64,48,0.00946538,58.188482999801636,2756.9764490127563,0.333424913596,0.0,2.95986e+10,-2.98993279519,-178.828,70.8435,0.333424913596,0.14293289184570312
0.999207,5.71833027597,9.178330659866333,160.786,377.745537854,228.023676291,1.1341605186462402,-171.915,82.6023057267,0.706958941942,259.168342278,160.76,160.773784303,0.15036,631.477828869,24.1084,160.778340201,66,49,0.00995098,57.61511540412903,2814.717244386673,0.707178078731,0.0,2.95228e+10,0.523362833724,-171.765,68.9661,0.707178078731,0.14233779907226562
0.999193,5.74562856394,9.198276996612549,161.687,386.75144171,229.176085656,1.143925666809082,-176.19,107.203399575,0.587282319062,261.189779568,161.665,161.679743497,0.16861,773.90556142,24.1082,161.683591828,64,50,0.00985729,57.464388847351074,2872.302008152008,0.587544823728,0.0,2.95156e+10,0.338120597338,-176.021,70.3458,0.587544823728,0.14242100715637207
0.999274,5.80217977159,8.97247576713562,163.013,392.419337626,263.707858879,1.1169767379760742,-179.781,87.2792467083,0.418957822851,264.886875598,162.985,163.001295279,0.153473,688.482897821,24.1096,163.006351028,62,51,0.00990171,57.517959117889404,2929.9449334144592,0.419739978542,0.0,2.95566e+10,-1.26945078848,-179.628,72.1012,0.419739978542,0.14151573181152344
0.999317,5.74304063209,9.238556861877441,164.119,374.102819865,220.804938462,1.1644434928894043,-178.607,95.1983917649,0.205972541876,255.321798854,164.094,164.10683041,0.15744,651.211748544,24.1103,164.110581926,66,52,0.00984709,57.271552085876465,2987.3430128097534,0.206077007212,0.0,2.95778e+10,-18.8410066376,-178.45,70.3678,0.206077007212,0.1454334259033203
0.999138,5.79840728188,9.105628728866577,165.01,361.751539836,194.908917184,1.1237483024597168,-176.888,86.371694035,0.747033855917,250.082834415,164.984,164.999168847,0.137527,716.702512919,24.1073,165.004549469,67,53,0.00998174,57.2208833694458,3044.6873321533203,0.747408593216,0.0,2.94883e+10,0.389909242213,-176.75,72.0507,0.747408593216,0.14417576789855957
0.99919,5.81485238879,9.12504267692566,165.753,382.278350492,200.896970573,1.1332824230194092,-180.335,93.1815437526,0.569921254954,258.821505362,165.72,165.73542045,0.14093,671.196089879,24.1081,165.740724464,63,54,0.00962464,57.48566126823425,3102.294772863388,0.569783058737,0.0,2.95143e+10,0.0697814564997,-180.194,76.7173,0.569783058737,0.14252948760986328
0.998974,5.82530913798,9.105905055999756,166.899,372.079671868,214.337442005,1.151113748550415,-182.654,85.9059114228,0.665685638559,254.638215321,166.87,166.886025393,0.144165,622.728756128,24.1045,166.8915304,64,55,0.00994625,56.97699451446533,3159.3939740657806,0.666880954781,0.0,2.9406e+10,0.346291004679,-182.51,72.614,0.666880954781,0.14460492134094238
0.998861,5.88878272681,9.226622581481934,167.907,382.524991978,209.459822992,1.152663230895996,-180.787,93.0609322037,0.537612010574,259.200943776,167.879,167.893338694,0.130661,661.598653518,24.1025,167.899163955,63,56,0.00993945,57.142504930496216,3216.6653320789337,0.538247215582,0.0,2.93494e+10,0.0309390442053,-180.657,74.1623,0.538247215582,0.14252734184265137
0.998828,5.88476856446,9.252574443817139,168.16,356.322923186,128.400068222,1.1558067798614502,-181.592,95.340316539,0.551476119075,245.794649889,168.128,168.142173698,0.136154,694.516891319,24.102,168.149047628,66,57,0.00995445,58.61868238449097,3275.407598733902,0.552077581065,0.0,2.93328e+10,0.0322401733805,-181.456,75.1028,0.552077581065,0.14507770538330078
0.998791,5.9281318787,9.315610408782959,168.88,364.457970873,148.014598477,1.1586809158325195,-180.406,109.887547268,0.653644684399,248.666775334,168.847,168.861292574,0.140396,783.565394436,24.1013,168.867316506,65,58,0.00990879,56.43111515045166,3331.9631402492523,0.653978839604,0.0,2.93144e+10,0.0292952853077,-180.266,75.8719,0.653978839604,0.14628076553344727
0.998711,5.96397194998,9.10309386253357,169.298,350.585986502,154.411358592,1.1442327499389648,-179.039,69.5510355264,0.61937611755,245.033232146,169.263,169.277998044,0.13118,517.736537556,24.1,169.285584186,68,59,0.00977563,56.90593647956848,3388.9883477687836,0.620087248131,0.0,2.92743e+10,-0.216173862361,-178.908,77.3,0.620087248131,0.14415526390075684
0.998598,6.01399021601,9.179632902145386,169.622,352.740422822,137.761342105,1.1345477104187012,-177.807,97.6010611508,0.685843800948,243.542378301,169.583,169.597507758,0.130356,623.761529836,24.0981,169.606519695,66,60,0.00994874,56.236446380615234,3445.3474135398865,0.686586822502,0.0,2.92181e+10,0.290873394976,-177.677,78.0556,0.686586822502,0.14226961135864258
0.998634,6.08434789947,9.194822788238525,169.382,322.186992766,182.63727739,1.153045654296875,-176.938,69.9647410842,0.675245365311,230.743759063,169.341,169.355265365,0.133575,507.976038447,24.0987,169.364951516,73,61,0.00999936,56.632189989089966,3502.1013839244843,0.675787904712,0.0,2.92357e+10,0.134380610012,-176.804,80.0743,0.675787904712,0.14495539665222168
0.998582,6.12975669405,9.382012128829956,169.547,338.037501514,197.795581076,1.1682474613189697,-170.368,80.1831440096,0.625052749834,238.051974619,169.508,169.522210432,0.136795,576.42331884,24.0978,169.532251495,69,62,0.0097994,56.217971324920654,3558.441380739212,0.625707675212,0.0,2.92096e+10,0.332452776367,-170.232,80.3742,0.625707675212,0.14693999290466309
0.998631,6.08716331949,9.142463207244873,168.847,328.909823192,143.032355393,1.1417276859283447,-172.342,81.4350239004,0.702334079803,233.323965086,168.81,168.825759713,0.133804,542.712301792,24.0986,168.835158547,71,63,0.00985586,56.773677825927734,3615.3372037410736,0.702937559916,0.0,2.92341e+10,0.478563311221,-172.208,79.4858,0.702937559916,0.14205074310302734
0.998608,6.09419597485,9.421193361282349,167.935,316.641039154,138.658261403,1.1873085498809814,-171.069,82.6985122562,0.717577849555,226.741601664,167.899,167.912124166,0.125732,580.533815008,24.0982,167.921623235,73,64,0.00996104,57.433327436447144,3672.899046421051,0.718876799381,0.0,2.92225e+10,0.559417559079,-170.943,79.5693,0.718876799381,0.1484546661376953
0.998608,6.05904105772,9.443000316619873,167.422,356.193872568,236.280936974,1.1734895706176758,-168.598,104.563288187,0.688092021824,244.9410593,167.384,167.39942871,0.122879,873.641792346,24.0982,167.406767109,66,65,0.00988876,57.64116859436035,3730.6656544208527,0.687882254225,0.0,2.92222e+10,0.386883019532,-168.475,79.2864,0.687882254225,0.1480715274810791
0.998414,6.02963746512,9.403283596038818,167.021,347.330122745,172.93700362,1.1706550121307373,-168.262,80.2559080986,0.708528097524,242.888370947,166.98,166.995425279,0.11676,597.213896971,24.0949,167.005689631,68,66,0.00983545,57.41559338569641,3788.203679084778,0.708857483911,0.0,2.91254e+10,0.450387509567,-168.145,78.1271,0.708857483911,0.14630866050720215
0.998436,5.96051211732,9.327367305755615,166.243,347.367804404,160.396827939,1.1676042079925537,-167.351,100.090364563,0.673204684051,241.720112953,166.206,166.219732909,0.125183,700.954153885,24.0952,166.228258605,68,67,0.00942308,57.590123414993286,3845.9178009033203,0.673516698783,0.0,2.91362e+10,0.517196178609,-167.226,76.0687,0.673516698783,0.14728879928588867
0.998736,5.91852132881,9.633721113204956,165.46,348.747799369,180.805464329,1.2216315269470215,-168.069,95.6847618575,0.562237289711,242.095025563,165.414,165.429327242,0.115845,646.297436281,24.1004,165.440449263,67,68,0.00958267,58.20171236991882,3904.2434029579163,0.562450576161,0.0,2.92857e+10,-0.298070297389,-167.953,76.1347,0.562450576161,0.15015220642089844
0.998869,5.9076636728,9.699032068252563,165.114,350.116145615,243.150878004,1.1992344856262207,-161.336,84.1402207241,0.656393025962,243.838230842,165.08,165.093378311,0.122849,733.14024423,24.1026,165.10125472,67,69,0.00981836,58.02396845817566,3962.389226436615,0.656621140276,0.0,2.93521e+10,0.440282356907,-161.213,74.4339,0.656621140276,0.1486985683441162
0.998782,5.89450046847,9.376734256744385,164.087,378.304022027,217.171668699,1.1540415287017822,-167.682,101.077248939,0.53035469411,256.132684711,164.046,164.061168213,0.133896,863.21982165,24.1011,164.070412482,62,70,0.00983366,57.66915321350098,4020.1880700588226,0.530663340496,0.0,2.93083e+10,0.0507980131824,-167.548,74.115,0.530663340496,0.1448349952697754
0.998846,5.87131367995,9.420584678649902,163.766,372.65925445,194.903839699,1.1703028678894043,-168.824,81.9242279568,0.624898142718,254.743964191,163.723,163.739536303,0.10582,584.988129942,24.1022,163.751321106,63,71,0.00970016,58.631206035614014,4078.942408800125,0.624936759093,0.0,2.93405e+10,0.430334579097,-168.718,75.5278,0.624936759093,0.14524197578430176
0.998848,5.78594430673,9.428077459335327,162.878,351.569317283,190.983145129,1.164201259613037,-167.956,91.5666036291,0.720471503993,243.918239383,162.839,162.854583351,0.116806,607.921512,24.1023,162.864154506,67,72,0.00995579,58.182902812957764,4137.25231051445,0.720623844167,0.0,2.93414e+10,0.551698978637,-167.839,71.8854,0.720623844167,0.14573979377746582
0.999071,5.74070273612,9.235771417617798,162.323,359.28210524,129.15237771,1.1545958518981934,-169.406,107.563654899,0.662157234536,247.04111301,162.282,162.297939028,0.0931854,667.911118486,24.1061,162.308610056,67,73,0.00648533,57.76972222328186,4195.1507177352905,0.662537767575,0.0,2.94531e+10,0.382664260471,-169.313,70.5446,0.662537767575,0.14429020881652832
