LossAfter,Time,dLoss,Perplexity,EnvExecTime,Entropy,MeanKL,AbsLearnSignal,MaxReturn,Iteration,AbsLearnSignalNew,AverageReturn,AveragePolicyStd,AbsLearnSignalOld,LossBefore,AverageAbsY,AverageY,PolicyExecTime,MinReturn,ProcessExecTime,AverageAbsQYDiff,AverageQLoss,ItrTime,AverageDiscountedReturn,AverageQ,StdReturn,NumTrajs,ExplainedVariance,MeanKLBefore,AverageAbsQ
13.8398,434.3687219619751,0.057991,5016.03,1.3701744079589844,8.52039,0.00644545,0.734666214619,-220.753972831,13,0.734666214619,-314.337693729,1.00114,0.734946450821,13.8977,15.4984682202,-15.2879446069,0.614454984664917,-388.715534408,0.08576273918151855,1.12019130107,2.66243,31.112924337387085,-14.1117602107,-15.2853,55.0776194311,5,0.286375801358,0.0,15.4666
15.5655,465.45552015304565,0.0677481,5010.87,1.328230857849121,8.51937,0.00995843,0.783276122048,-219.785490697,14,0.783276122048,-323.080053075,1.00097,0.782391630703,15.6333,15.8615185984,-15.6425593568,0.5521335601806641,-404.094116131,0.0904228687286377,1.12153287891,2.68443,30.964435815811157,-22.9415056642,-15.6401,66.7083038915,5,-0.560990161005,0.0,15.8266
14.9674,495.6920168399811,0.0573664,5007.62,1.3235862255096436,8.51872,0.00645537,0.747612426439,-168.469095717,15,0.747612426439,-292.269764787,1.00086,0.748033914841,15.0248,16.1354177352,-15.9133916925,0.5426392555236816,-426.797231189,0.07733988761901855,1.12191578458,2.70073,30.12314200401306,-19.1420089759,-15.911,82.2490969811,5,0.117537029912,0.0,16.1006
15.8657,526.6707451343536,0.0543022,4985.02,1.3331196308135986,8.51419,0.00649215,0.727535944208,-239.698382074,16,0.727535944208,-327.12275248,1.0001,0.727689706391,15.92,16.4002578301,-16.1681564704,0.5862696170806885,-392.148652075,0.08482956886291504,1.12011386169,2.72985,30.84812092781067,-22.3417070898,-16.1662,50.2159819688,5,0.33273066416,0.0,16.3669
15.1961,559.0044198036194,0.0529795,4975.09,1.3381881713867188,8.5122,0.00644671,0.724707289611,-216.212018286,17,0.724707289611,-292.220757345,0.99977,0.72300452678,15.2491,16.6042257108,-16.3744727041,0.6132335662841797,-374.950120665,0.08733510971069336,1.11212204923,2.68298,32.21322822570801,-24.8527632174,-16.3725,63.8653914464,5,0.160597841678,0.0,16.5732
16.9635,592.2886650562286,0.0588074,4987.06,1.409492015838623,8.5146,0.00643056,0.768221190372,-269.053127242,18,0.768221190372,-305.538871485,1.00017,0.767852305869,17.0224,16.7720524722,-16.5431554085,0.7336921691894531,-345.359949342,0.10103082656860352,1.10035101675,2.6497,33.167720317840576,-20.0692701354,-16.5409,29.7008200029,5,0.372576508245,0.0,16.7401
15.5787,625.684684753418,0.0684996,4994.27,1.4170889854431152,8.51605,0.0099295,0.717872510701,-217.913327956,19,0.717872510701,-250.729290081,1.00041,0.718683922536,15.6472,16.8994695612,-16.6605913364,0.7399091720581055,-279.79405365,0.09943222999572754,1.09826161198,2.65602,33.25873613357544,-9.68202589687,-16.6587,21.9669946914,5,0.103088445735,0.0,16.8684
16.8819,659.1934387683868,0.0572262,4982.84,1.4175188541412354,8.51375,0.00641955,0.770512573824,-214.804507692,20,0.770512573824,-244.527026284,1.00003,0.769470858853,16.9391,16.9717284471,-16.7416828086,0.756671667098999,-297.060552051,0.09961533546447754,1.07538248998,2.53693,33.39140725135803,-6.29771993014,-16.74,30.7545499514,5,0.358317684402,0.0,16.9417
14.8169,692.720222234726,0.0680752,4985.28,1.4101715087890625,8.51424,0.00983644,0.724588226996,-174.550834157,21,0.724588226996,-231.230848719,1.00011,0.725085484818,14.885,16.9371925058,-16.6941498878,0.7474005222320557,-292.667843883,0.10132026672363281,1.08094313891,2.58019,33.404622316360474,-11.7262509341,-16.6931,47.1978968343,5,0.373127564351,0.0,16.9058
16.5748,726.0883305072784,0.0684185,4983.26,1.3798108100891113,8.51384,0.00996271,0.765057611817,-215.339549253,22,0.765057611817,-269.118591863,1.00004,0.763781854853,16.6432,16.9768814917,-16.7438042798,0.7028791904449463,-310.699210133,0.10128378868103027,1.06743852413,2.51043,33.25049567222595,-12.1403145505,-16.7424,34.8660336811,5,0.241740685615,0.0,16.9467
15.7309,759.7353367805481,0.0540047,4952.3,1.4177141189575195,8.50761,0.00643124,0.703828693219,-206.911761215,23,0.703828693219,-275.484152966,0.999004,0.706503667547,15.7849,16.8886651273,-16.6616740747,0.7367680072784424,-384.393441908,0.09703731536865234,1.06492037762,2.5125,33.523260831832886,-16.3742700615,-16.6601,65.8158676803,5,-0.0422436986218,0.0,16.8577
