AveragePolicyStd,ProcessExecTime,Entropy,ExplainedVariance,Iteration,MaxReturn,MeanKL,AverageDiscountedReturn,dLoss,PolicyExecTime,AbsLearnSignal,EnvExecTime,Time,AverageReturn,MeanKLBefore,Perplexity,MinReturn,StdReturn,NumTrajs,LossBefore,LossAfter,ItrTime
0.999203,0.14499831199645996,24.1083,-0.0146707215771,21,250.747094114,0.00421771,111.800876981,0.047119,1.0168304443359375,0.49481837452,7.542037010192871,239.82312965393066,128.421681299,0.0,2.95178e+10,76.1134431365,39.9895100959,190,1.315e-08,-0.047119,10.611392736434937
0.999152,0.14525890350341797,24.1074,0.407471855862,22,305.512330751,0.00984262,116.529718011,0.0829412,1.0183205604553223,0.692260127508,7.472267389297485,250.64586687088013,135.256871085,0.0,2.94917e+10,76.2464291976,47.6360173713,181,-1.06733e-09,-0.0829412,10.717272281646729
0.999078,0.14303183555603027,24.1061,0.519683273715,23,263.725589762,0.00974684,112.560894797,0.0796521,1.038515329360962,0.777840105793,7.501121282577515,261.4591326713562,129.59104986,0.0,2.94544e+10,76.4535627372,42.7579074105,188,6.42445e-09,-0.0796521,10.710321187973022
0.998881,0.14194583892822266,24.1027,-1.25299549852,24,282.622795847,0.00783339,115.958089459,0.0531543,1.0755653381347656,0.417963902253,7.653022527694702,272.3447334766388,134.064659294,0.0,2.93552e+10,75.256575648,42.7564336451,183,2.66382e-08,-0.0531543,10.783273696899414
0.999038,0.14476752281188965,24.1054,0.51141790414,25,259.10259472,0.0097325,119.871458634,0.0751566,1.079432725906372,0.732336510721,7.631345987319946,283.1871199607849,139.440854947,0.0,2.94333e+10,76.3681330499,44.4005995092,175,-2.03081e-08,-0.0751567,10.731729984283447
0.998673,0.1474928855895996,24.0992,0.480871645604,26,287.513057263,0.00654332,114.393284405,0.0678323,1.0315382480621338,0.766005168066,7.547255516052246,294.0454487800598,132.106909818,0.0,2.92507e+10,76.813147124,43.3093025762,184,4.23623e-09,-0.0678323,10.749805212020874
0.998652,0.14604640007019043,24.0988,-8.37100666719,27,291.422949992,0.0044651,117.884911591,0.0688345,1.0517866611480713,0.240281556111,7.6372833251953125,304.89529824256897,136.95425415,0.0,2.924e+10,76.1499637468,46.8503088947,178,-3.78338e-08,-0.0688346,10.747667074203491
0.998803,0.1476123332977295,24.1014,0.486862412071,28,249.134326346,0.0098152,112.088857861,0.0813187,1.0324559211730957,0.764889519298,7.573215961456299,315.5990915298462,128.693853461,0.0,2.93159e+10,75.5778621543,40.1551201689,190,4.3869e-09,-0.0813187,10.600852012634277
0.999001,0.14434504508972168,24.1047,0.475736949012,29,276.122701289,0.00954027,120.003258579,0.0802602,1.0414483547210693,0.745193715628,7.559478521347046,326.2872226238251,139.413442823,0.0,2.94139e+10,81.4017034377,43.1992538782,175,-1.6676e-08,-0.0802602,10.586108684539795
0.998797,0.1392836570739746,24.1012,0.43206792887,30,315.578273782,0.00646238,124.143927016,0.0619799,1.0241148471832275,0.748356732183,7.558277606964111,337.09169697761536,146.023909069,0.0,2.93104e+10,75.2527845254,53.128513074,167,-1.78195e-09,-0.0619799,10.709538459777832
0.998472,0.14185810089111328,24.0956,0.453672680475,31,307.139113213,0.00977297,122.019504421,0.0845571,0.9899172782897949,0.757361953022,7.481412887573242,347.6710612773895,142.673002301,0.0,2.91477e+10,75.0719105315,49.2951793998,172,-3.00838e-08,-0.0845572,10.477590560913086
0.998556,0.14363408088684082,24.097,0.416401197796,32,304.111012205,0.00737587,123.698996215,0.0688788,0.9785587787628174,0.732991559221,7.433640718460083,358.2033905982971,144.759556649,0.0,2.91883e+10,80.8940760407,46.7820798875,169,2.16302e-08,-0.0688788,10.4226233959198
0.998495,0.14133787155151367,24.096,0.287111542144,33,265.647060662,0.00957305,117.044893523,0.0689708,1.006789207458496,0.679290604462,7.396517038345337,368.5741128921509,135.717855624,0.0,2.91583e+10,77.4416880603,45.8464459389,180,4.63148e-10,-0.0689708,10.247838735580444
0.99812,0.14465045928955078,24.0896,0.273958058327,34,267.745330273,0.00900184,115.972763265,0.0865293,1.0353891849517822,0.691061155246,7.585025787353516,379.14254546165466,134.497952334,0.0,2.89721e+10,77.1233289132,47.8384050505,182,-8.96328e-09,-0.0865293,10.455662488937378
0.997635,0.14701080322265625,24.0813,0.327252157917,35,318.243602603,0.00958797,120.60569298,0.0859277,1.0418457984924316,0.740762599784,7.648698568344116,389.7736716270447,140.708464657,0.0,2.87331e+10,77.1782326739,48.2507332348,174,-1.76874e-08,-0.0859277,10.518826246261597
0.997649,0.1427783966064453,24.0815,0.377963739355,36,264.577206491,0.00910747,121.246471156,0.0777054,1.029491901397705,0.727603572243,7.6603844165802,400.282746553421,141.32889904,0.0,2.87396e+10,81.3600237228,45.999378628,173,-6.09255e-09,-0.0777054,10.39227557182312
0.997359,0.14077544212341309,24.0766,0.392342395491,37,335.195306978,0.00394348,127.765458041,0.0751075,1.0456795692443848,0.664608285879,7.527341842651367,410.691912651062,150.667060248,0.0,2.85974e+10,81.5290475241,53.5738860489,164,-1.09654e-08,-0.0751075,10.307477474212646
0.997102,0.15380406379699707,24.0722,0.315769800575,38,352.136559071,0.00915451,122.755404707,0.0903876,1.0537667274475098,0.745890837722,7.642412424087524,421.2077283859253,143.673541079,0.0,2.84711e+10,77.0297749626,48.719079335,169,-8.32121e-09,-0.0903876,10.413759231567383
0.996962,0.14152026176452637,24.0697,0.241881385232,39,317.686394604,0.00792192,127.951236044,0.102112,1.0500500202178955,0.703615399547,7.70846700668335,431.799631357193,150.688309139,0.0,2.84013e+10,81.5826199822,48.6469574596,163,2.51914e-08,-0.102112,10.493046998977661
0.997175,0.14402031898498535,24.0733,0.443042195719,40,312.865641965,0.0097663,126.841069897,0.0889845,1.0589323043823242,0.758432001125,7.632049798965454,442.33682322502136,149.49240636,0.0,2.85035e+10,80.8025387318,52.9835881939,164,-6.43635e-09,-0.0889845,10.43667721748352
0.997222,0.14310932159423828,24.0741,0.256487451726,41,314.559297226,0.00557422,133.618623616,0.0812118,1.0684430599212646,0.703684294392,7.800889730453491,452.99691700935364,158.840183949,0.0,2.8526e+10,81.7313817296,53.1194149047,155,7.39429e-09,-0.0812118,10.565192699432373
0.997024,0.1414625644683838,24.0707,-0.0221249237389,42,328.468195784,0.0056215,125.9444823,0.0567528,1.0440075397491455,0.56237390856,7.636731863021851,463.54470014572144,148.073632465,0.0,2.84289e+10,71.0447572529,50.262762749,165,4.56668e-09,-0.0567528,10.441382646560669
0.997013,0.14264869689941406,24.0704,-60.9782462543,43,330.136213959,0.00485577,133.708188738,0.0144254,1.0680115222930908,0.083236721291,7.635164976119995,474.1666259765625,159.058992754,0.0,2.84222e+10,77.235381144,53.8304807837,154,-3.30245e-08,-0.0144255,10.506871461868286
0.996752,0.14050674438476562,24.066,0.286044086477,44,327.803450589,0.00884909,134.769817019,0.0854789,1.0355007648468018,0.684773909802,7.727305173873901,484.8171765804291,160.917251282,0.0,2.82956e+10,79.2680107384,56.7747752303,153,-1.79831e-09,-0.0854789,10.541293859481812
0.996754,0.14273929595947266,24.066,0.337743220577,45,383.662701575,0.0096291,131.593289031,0.0833085,1.0488784313201904,0.732850813918,7.729609251022339,495.44372391700745,156.086250959,0.0,2.82953e+10,75.6708914148,54.5953631925,158,9.7304e-10,-0.0833085,10.5168297290802
0.996284,0.13965630531311035,24.0579,0.439893505352,46,307.068856524,0.00987935,128.795659625,0.0857967,1.0365080833435059,0.77728676506,7.605655193328857,505.9138295650482,151.990647258,0.0,2.80688e+10,77.0260196121,52.5323418649,162,1.73713e-08,-0.0857967,10.366760015487671
0.996615,0.14441514015197754,24.0635,-74.9705638864,47,379.614699731,0.0040035,140.193362655,0.0339774,1.0555338859558105,0.135289341296,7.778254508972168,516.6293878555298,168.122764442,0.0,2.82263e+10,82.1894896895,54.4874072693,146,-7.6233e-09,-0.0339774,10.605476140975952
0.996355,0.14200377464294434,24.0591,0.308561963648,48,356.283126401,0.00978191,133.529168574,0.0915072,1.0192384719848633,0.740718301487,7.589900493621826,527.0495867729187,158.793943897,0.0,2.81007e+10,81.314879,53.4225170452,154,-2.76626e-08,-0.0915072,10.328678607940674
0.996622,0.14246535301208496,24.0636,0.382557819319,49,354.007212814,0.00965039,135.574220649,0.0803706,1.0065884590148926,0.741552573152,7.688400983810425,537.5991072654724,161.688241637,0.0,2.82284e+10,82.0119193957,54.4063928582,152,-9.08983e-09,-0.0803706,10.453977584838867
0.996796,0.1382291316986084,24.0666,-1.31746462757,50,341.953285769,0.00561201,137.16700522,0.0840603,1.0398387908935547,0.420706673007,7.685554265975952,548.1042742729187,164.336018608,0.0,2.83122e+10,81.6360816296,58.2599317319,149,2.0146e-08,-0.0840603,10.405974864959717
0.99674,0.13680267333984375,24.0656,0.445268093827,51,337.009236579,0.00922836,136.972964644,0.0837184,1.0229389667510986,0.772729441099,7.659753322601318,558.6126074790955,163.52349957,0.0,2.82854e+10,80.5612564294,54.2606502052,150,-4.43313e-09,-0.0837184,10.40480899810791
0.996656,0.1387803554534912,24.0642,0.262271520654,52,340.627275123,0.00873445,133.853523079,0.0722936,1.0090553760528564,0.705859048163,7.6465840339660645,569.1149864196777,159.940085981,0.0,2.82466e+10,81.828681992,58.4066307531,152,8.39865e-09,-0.0722936,10.397606134414673
0.99667,0.13787460327148438,24.0644,0.390675938219,53,366.001122118,0.00974744,137.11528229,0.0796361,1.0168006420135498,0.768153792793,7.641986608505249,579.574476480484,164.298625175,0.0,2.82513e+10,81.8353695896,58.5327871108,149,4.40986e-09,-0.0796361,10.367087125778198
0.996772,0.14065098762512207,24.0661,0.261251890743,54,349.182598828,0.00943282,141.850001265,0.0770263,1.057159662246704,0.732533440675,7.853121280670166,590.3340837955475,171.063542877,0.0,2.82992e+10,81.0028745107,60.9757237788,144,-1.06471e-08,-0.0770263,10.64628791809082
0.996367,0.1383507251739502,24.0592,0.269826695881,55,443.502956166,0.00940368,142.89228067,0.0834473,1.0497872829437256,0.737863560859,7.66603684425354,600.9409348964691,172.380992104,0.0,2.8104e+10,81.7369395502,58.375877301,142,-1.92181e-08,-0.0834474,10.50837755203247
0.996366,0.14391160011291504,24.0591,0.433608144984,56,303.301490145,0.00945481,143.026403839,0.0927566,1.0794789791107178,0.764450593933,7.839174509048462,611.7168684005737,171.932125587,0.0,2.81031e+10,82.2408670321,52.9318726779,143,-4.18278e-09,-0.0927566,10.669243574142456
0.996412,0.138810396194458,24.0599,-0.334683721923,57,372.102239116,0.00795982,144.241528044,0.0589621,1.035426378250122,0.516428630425,7.733981609344482,622.504120349884,174.131913917,0.0,2.81253e+10,79.8617344058,57.5534934846,143,-2.41832e-08,-0.0589621,10.673945188522339
0.996623,0.14427995681762695,24.0635,-1.32639999542,58,337.643614802,0.00888778,137.304331082,0.0688158,1.064284324645996,0.366393482758,7.815744161605835,633.2965853214264,164.048735423,0.0,2.82247e+10,81.9519329424,53.6272237836,150,2.08841e-08,-0.0688158,10.692431688308716
0.996367,0.14215874671936035,24.0589,0.452592723518,59,308.748729464,0.00974813,142.9182072,0.0874879,1.0178782939910889,0.753210655633,7.689502239227295,644.0342807769775,172.19780891,0.0,2.80976e+10,81.9875561741,55.5255871892,143,-5.02433e-09,-0.0874879,10.628975629806519
0.996252,0.1348576545715332,24.0569,0.487799106912,60,337.336418971,0.0099372,152.364264546,0.0798516,0.9960813522338867,0.744750249364,7.665374517440796,654.8225672245026,185.98730111,0.0,2.80412e+10,77.1586494652,59.6834028659,133,2.88208e-09,-0.0798516,10.673491954803467
0.996723,0.13479065895080566,24.0649,0.274347612926,61,345.024579472,0.00987442,145.658220957,0.0790337,0.9688358306884766,0.737600163728,7.600862979888916,665.7076179981232,176.042738074,0.0,2.8266e+10,89.0820618012,55.1339793127,139,-4.79974e-09,-0.0790337,10.752076625823975
0.99658,0.13099408149719238,24.0625,-3.29977376276,62,357.030167393,0.00206013,147.577721819,0.0220034,0.9633581638336182,0.27255287399,7.746981143951416,676.8213257789612,179.225872245,0.0,2.81968e+10,82.0476353209,59.7576607917,138,1.616e-08,-0.0220034,11.011905670166016
0.996498,0.12764787673950195,24.061,0.0941956432741,63,356.024899493,0.00902913,144.486083923,0.0810016,0.8887104988098145,0.651099782689,7.3205883502960205,686.9907307624817,174.585650414,0.0,2.81566e+10,81.1212975388,56.6756557642,140,1.59645e-09,-0.0810016,10.061948776245117
0.99651,0.13437247276306152,24.0612,-10.5272615257,64,437.531868164,0.00490334,151.191043378,0.0483099,0.979529857635498,0.218286465967,7.590827703475952,697.4005146026611,183.904428283,0.0,2.81607e+10,86.481824444,55.9619706441,134,-2.8398e-08,-0.0483099,10.292649984359741
0.996364,0.14272856712341309,24.0587,0.289805994708,65,381.21253394,0.00975709,149.212876674,0.0834521,1.1052091121673584,0.746201376184,7.792616128921509,708.1338527202606,181.735526659,0.0,2.80893e+10,82.2620588516,61.218969925,135,-1.35205e-08,-0.0834521,10.623467922210693
0.996243,0.14266395568847656,24.0566,-0.799694336169,66,377.906158006,0.00354572,146.992686849,0.0957784,1.1477718353271484,0.433640488408,7.825887441635132,718.9882662296295,178.467800163,0.0,2.8031e+10,80.8252765015,61.7125142447,138,-5.90805e-08,-0.0957784,10.739397048950195
0.996315,0.1468641757965088,24.0578,-0.0652747057217,67,396.689002298,0.00586797,146.161127962,0.0749816,1.1099069118499756,0.646410082264,8.008594751358032,729.9645924568176,177.130193587,0.0,2.80654e+10,82.0762746839,61.3374644923,140,9.17451e-09,-0.0749816,10.889187574386597
0.996248,0.14169692993164062,24.0566,0.412798318595,68,370.250493228,0.00980753,153.867326482,0.0781479,1.1076524257659912,0.766615605051,7.802349090576172,740.704268693924,187.676561353,0.0,2.80327e+10,81.5478258667,56.2298469779,133,-6.8255e-09,-0.0781479,10.638810396194458
0.996292,0.13676810264587402,24.0574,0.318687259645,69,366.9075122,0.00942465,152.708857696,0.0853905,1.0317399501800537,0.746900386418,7.84870171546936,751.3954701423645,186.655044211,0.0,2.80539e+10,82.0525460616,61.0216560262,133,-1.01435e-08,-0.0853905,10.59602427482605
0.995983,0.14144134521484375,24.0521,0.2433410102,70,367.467855399,0.00736303,150.231152741,0.0731663,1.1049365997314453,0.705134941307,7.865024566650391,762.1754655838013,182.97701211,0.0,2.79048e+10,77.0491855878,59.0624951325,134,-1.59072e-09,-0.0731663,10.691687822341919
0.996169,0.14168953895568848,24.0551,0.420095179103,71,379.20638197,0.00852876,147.889575409,0.0764578,1.0703606605529785,0.711856711863,7.83411169052124,772.9451987743378,179.578340826,0.0,2.7991e+10,81.3325626771,58.4425613644,137,-2.94717e-08,-0.0764578,10.66212272644043
0.995799,0.13721418380737305,24.0488,0.337481486671,72,351.569711294,0.00915805,155.449386313,0.0804769,1.0390267372131348,0.680021294177,7.791308879852295,783.6355907917023,190.807848766,0.0,2.78126e+10,82.3855181806,61.4785965255,130,-4.47746e-09,-0.0804769,10.5737783908844
0.995287,0.14237689971923828,24.04,0.371037239105,73,325.143282801,0.00989609,154.102036368,0.0853326,1.0693814754486084,0.759431453223,7.7559075355529785,794.3896825313568,189.329657879,0.0,2.75709e+10,77.3645635667,65.8988717905,131,1.62762e-08,-0.0853326,10.639514446258545
0.995409,0.13759756088256836,24.0421,0.0583412051698,74,401.43828334,0.00954732,152.580453811,0.0781541,1.0287554264068604,0.577038427212,7.741654872894287,805.0798330307007,186.95882895,0.0,2.76269e+10,80.6275414121,65.5708114457,132,-1.48863e-09,-0.0781541,10.592926025390625
0.995276,0.13796281814575195,24.0398,0.0919039220137,75,388.561075761,0.00967761,155.409460594,0.0740966,1.0622642040252686,0.644969405729,7.7859272956848145,815.8443279266357,191.016526166,0.0,2.75642e+10,82.506027812,62.2703217548,129,1.59579e-08,-0.0740966,10.67287802696228
0.994934,0.1433098316192627,24.0339,-33.5946827475,76,301.314020009,0.00658839,152.168504616,0.029226,1.080458164215088,0.1243060072,7.8605663776397705,826.686276435852,185.584586437,0.0,2.74018e+10,81.802956022,56.2441988204,132,-1.64603e-08,-0.029226,10.748173236846924
0.994618,0.1456902027130127,24.0284,0.399873464754,77,388.931127376,0.00982463,156.346497084,0.0835309,1.1368813514709473,0.749276999123,7.977487087249756,837.7583796977997,192.314207164,0.0,2.72534e+10,81.8828222048,62.1343346235,127,3.52859e-09,-0.0835309,10.977408409118652
0.994915,0.14057302474975586,24.0335,0.158142263813,78,442.737331011,0.00971872,154.079601398,0.0783599,1.0570635795593262,0.692780538228,7.853292226791382,848.6816742420197,188.988569214,0.0,2.73904e+10,82.5458294475,61.8767340564,131,1.40219e-08,-0.0783598,10.803082704544067
0.994883,0.13523030281066895,24.0329,0.400515505876,79,394.472718088,0.00975601,164.522091717,0.0793574,1.0197222232818604,0.710844708648,7.776495933532715,859.4989442825317,204.252424834,0.0,2.73737e+10,85.7955935552,60.8468196186,122,-9.04281e-09,-0.0793574,10.698779106140137
0.995243,0.13913941383361816,24.039,0.0732350203281,80,430.515002237,0.00886416,158.065774875,0.0756487,1.0368852615356445,0.656961482263,7.7739667892456055,870.3319609165192,194.675680109,0.0,2.75426e+10,77.5108360999,62.9279476189,127,-4.35175e-09,-0.0756487,10.721518516540527
0.994851,0.13774967193603516,24.0322,0.362682159147,81,386.0380067,0.00977772,158.4590714,0.080027,1.0456516742706299,0.743539966328,7.797929525375366,881.2183032035828,195.178723434,0.0,2.73566e+10,80.60535213,61.7650253027,127,-1.13894e-09,-0.080027,10.772789478302002
0.994589,0.14110970497131348,24.0278,0.11064872258,82,465.468756826,0.00936615,162.388648306,0.0875471,1.0458009243011475,0.672111695984,7.78490686416626,892.2681334018707,202.550680362,0.0,2.72351e+10,81.5538394377,72.546548129,122,2.6512e-08,-0.0875471,10.940956115722656
0.994516,0.13741230964660645,24.0266,-38.7412752839,83,495.046776773,0.00671115,166.89093575,0.0535782,1.0207469463348389,0.15328534236,7.733132839202881,903.2613711357117,209.393158147,0.0,2.72022e+10,86.8608507574,72.9140440942,118,2.43362e-08,-0.0535782,10.881018877029419
0.994245,0.13687348365783691,24.0219,-25.999718224,84,435.82262021,0.00775296,159.974208873,0.12344,1.0218019485473633,0.162376319407,7.678983449935913,914.344334602356,198.365342926,0.0,2.70764e+10,80.9581793908,68.7901405095,124,-1.67913e-09,-0.12344,10.956543445587158
0.994071,0.13868308067321777,24.0188,0.247922033339,85,389.973861623,0.0099505,160.643340409,0.0906743,1.0081472396850586,0.748292543056,7.572254657745361,925.4847822189331,199.795019637,0.0,2.69927e+10,86.0168532815,71.1010064065,123,-1.39604e-08,-0.0906743,11.02829647064209
0.993982,0.1386888027191162,24.0173,0.225385149283,86,462.256192985,0.00957787,164.330466864,0.0835897,1.0227468013763428,0.741657185084,7.668882369995117,937.1636097431183,205.270397932,0.0,2.69506e+10,81.9207797019,69.8014859432,120,-2.89444e-08,-0.0835897,11.561631917953491
0.994188,0.1342027187347412,24.0207,-0.278099898737,87,382.386301689,0.00848083,167.45572578,0.0730903,0.9770684242248535,0.570376905326,7.568214178085327,948.2378444671631,209.325424703,0.0,2.70436e+10,90.3977187876,61.9893898532,117,9.30321e-09,-0.0730903,10.985049486160278
0.994164,0.13432741165161133,24.0203,0.369202781675,88,394.453610831,0.00789402,175.34124241,0.0673509,0.9531292915344238,0.69873555796,7.605057716369629,959.8562982082367,221.673165399,0.0,2.70335e+10,89.5881571766,63.981911922,112,-2.88338e-08,-0.0673509,11.507892608642578
0.993969,0.13427424430847168,24.017,0.309577004531,89,440.665642987,0.00932048,170.919801271,0.0929732,0.9628233909606934,0.722352561849,7.603521347045898,971.016256570816,214.661692774,0.0,2.69437e+10,87.5318034802,66.26576816,115,-3.3025e-08,-0.0929732,11.024710178375244
0.993521,0.13826823234558105,24.0093,0.280890848845,90,383.803030953,0.00873832,165.647687939,0.0695631,1.0208563804626465,0.655626384297,7.767670631408691,982.322859287262,206.298365023,0.0,2.67364e+10,86.3824858738,58.7408295967,118,-2.6741e-08,-0.0695632,11.183519840240479
0.993281,0.13360333442687988,24.0052,0.357311643769,91,428.241594048,0.00972102,173.025845423,0.0794705,0.9887809753417969,0.745162259991,7.654281854629517,993.4539325237274,218.042405033,0.0,2.66273e+10,86.7338058835,66.524377827,113,-2.66177e-09,-0.0794705,11.012861251831055
0.992859,0.13679885864257812,23.998,0.204707015468,92,439.665462086,0.00973312,173.076428439,0.0963521,0.9826464653015137,0.703486842794,7.636856317520142,1004.515631198883,218.380823911,0.0,2.64351e+10,82.0316844654,67.6759566266,113,-4.75221e-11,-0.0963521,10.943551778793335
0.992506,0.1332862377166748,23.9919,-0.494946792041,93,431.300730618,0.00596304,178.302247097,0.0694666,0.9702832698822021,0.566840553846,7.581674098968506,1015.5480902194977,226.548738346,0.0,2.62745e+10,91.2555292593,69.2262870523,110,-1.38049e-08,-0.0694666,10.912808656692505
0.992556,0.13425517082214355,23.9927,0.139291843607,94,388.978936425,0.00985346,168.978465844,0.0854596,0.9674139022827148,0.714655703457,7.560836553573608,1026.533151626587,211.209659218,0.0,2.62974e+10,90.6933805648,62.5024677616,117,-1.27385e-08,-0.0854596,10.863247394561768
