dLoss,NumTrajs,LossBefore,EnvExecTime,MeanKL,ItrTime,AveragePolicyStd,MinReturn,AverageReturn,MeanKLBefore,StdReturn,AbsLearnSignal,PolicyExecTime,ExplainedVariance,AverageDiscountedReturn,Iteration,Perplexity,MaxReturn,Time,Entropy,LossAfter,ProcessExecTime
0.0675585,5,2.15054e-08,1.4613099098205566,0.00989614,3.473361015319824,0.995454,-341.137901786,-290.329441919,0.0,43.8642762749,0.735828481824,0.846611738204956,0.0856292386084,-7.42713509749,21,4847.15,-215.137443735,79.94270253181458,8.48615,-0.0675584,0.10683608055114746
0.0605855,5,-4.84467e-08,1.4589402675628662,0.0099672,3.5083250999450684,0.995289,-433.388173502,-365.082818129,0.0,58.5774236416,0.749001071803,0.8465886116027832,0.0192731694518,-39.2499852909,22,4842.23,-276.051020746,83.45373511314392,8.48513,-0.0605855,0.10632181167602539
0.0676409,5,-1.71661e-08,1.4752652645111084,0.00998302,3.5013928413391113,0.994929,-401.435870015,-327.283961983,0.0,50.7069829539,0.76992879316,0.8548605442047119,0.0559228583454,-16.0926098573,23,4831.46,-263.813900456,86.95880150794983,8.4829,-0.0676409,0.10897445678710938
0.065453,5,7.43866e-09,1.4790492057800293,0.00989289,3.547881841659546,0.995331,-423.11947187,-362.09737409,0.0,35.8136549691,0.758504253189,0.8456540107727051,0.406934538471,-29.06366334,24,4842.99,-321.996004416,90.62300515174866,8.48529,-0.065453,0.10912942886352539
0.0600824,5,1.30463e-07,1.4693379402160645,0.00987126,3.4953556060791016,0.994791,-474.578143629,-368.937139372,0.0,74.282665508,0.784409724628,0.8470840454101562,-2.60080431522,-54.299586839,25,4827.24,-295.865436226,94.12179613113403,8.48203,-0.0600823,0.11051225662231445
0.0727285,5,-1.27792e-08,1.47072434425354,0.00998853,3.5951640605926514,0.99398,-350.746941158,-326.795464754,0.0,25.020532153,0.682809641096,0.8378591537475586,-0.162745027076,-17.3497550757,26,4803.91,-280.841211533,97.72125434875488,8.47719,-0.0727285,0.1054539680480957
0.062237,5,-1.04904e-08,1.4613995552062988,0.0099693,3.515784502029419,0.993729,-479.56305619,-313.09544612,0.0,85.4731496709,0.699182043981,0.8502843379974365,0.0896490544542,-19.5527180558,27,4796.58,-241.567978672,101.35260081291199,8.47566,-0.062237,0.10479545593261719
0.0522232,5,7.29561e-09,1.4691994190216064,0.00641437,3.5052413940429688,0.994483,-404.060946827,-343.681361392,0.0,48.2504210899,0.742496144528,0.8411679267883301,0.0879027779725,-28.2899276871,28,4818.34,-262.967388171,104.86059403419495,8.48019,-0.0522232,0.10508370399475098
0.0655092,5,-1.10626e-08,1.457996129989624,0.00983077,3.6045236587524414,0.993847,-342.962862616,-292.399390691,0.0,46.1801778573,0.754203736242,0.8529238700866699,0.273292008719,-27.904828468,29,4799.81,-212.865256196,108.46848344802856,8.47633,-0.0655092,0.1067197322845459
0.0623886,5,4.15802e-08,1.4895029067993164,0.0098797,3.5269815921783447,0.993872,-376.162723304,-331.192292383,0.0,36.062370145,0.746924963443,0.8781757354736328,-0.359315137399,-16.5912542016,30,4800.59,-296.747947776,112.11514806747437,8.47649,-0.0623885,0.10791325569152832
0.0645606,5,-1.90735e-09,1.4550769329071045,0.00991658,3.58693265914917,0.993529,-362.034939135,-321.214758998,0.0,33.9273897095,0.768535137278,0.8345904350280762,0.322566578654,-30.3644626016,31,4790.6,-261.438874562,115.70605540275574,8.47441,-0.0645606,0.10714316368103027
0.0667743,5,1.42097e-08,1.482102870941162,0.00994943,3.4799423217773438,0.991586,-365.001388972,-305.710670997,0.0,33.961914405,0.707090324442,0.8314363956451416,0.109121553577,-24.6080975486,32,4734.45,-269.846234269,119.19009065628052,8.46262,-0.0667743,0.10679125785827637
0.0607421,5,-3.8147e-09,1.4502418041229248,0.00992647,3.618053913116455,0.990548,-450.955898556,-322.216627476,0.0,94.7903411238,0.722577157162,0.825448751449585,-0.0715721736051,-27.1433253289,33,4704.22,-164.075131909,122.92304515838623,8.45622,-0.0607421,0.10626935958862305
0.0524712,5,-2.00272e-08,1.4832909107208252,0.00644354,3.5482101440429688,0.989743,-313.223619526,-280.585693766,0.0,24.7520519822,0.704459223086,0.8519186973571777,0.15349405798,-24.7039877063,34,4681.05,-251.824268338,126.47579550743103,8.45128,-0.0524712,0.10825061798095703
0.0625859,5,9.15527e-09,1.4365909099578857,0.00997393,3.701795816421509,0.989709,-409.184732714,-295.728095734,0.0,58.3372980832,0.745539214091,0.8074328899383545,0.1556600962,-25.8333118358,35,4680.2,-256.950430367,130.18181204795837,8.4511,-0.0625859,0.10445952415466309
0.0608742,5,-9.15527e-09,1.4832189083099365,0.00989524,3.512373924255371,0.989947,-362.884896244,-265.333530853,0.0,56.9035523139,0.734932019842,0.8568105697631836,0.340816163126,-18.2318633994,36,4687.09,-215.288285618,133.80784916877747,8.45257,-0.0608743,0.10240006446838379
0.0613785,5,1.81675e-08,1.484623670578003,0.00993694,3.5699992179870605,0.989458,-366.38374197,-296.060661519,0.0,37.8672730405,0.763334341333,0.8472990989685059,0.211392666283,-27.4007498655,37,4673.1,-259.621248028,137.38124227523804,8.44958,-0.0613784,0.10834765434265137
0.0667968,5,-3.91006e-09,1.454458236694336,0.00994315,3.5132267475128174,0.988818,-366.304747377,-291.306697321,0.0,51.4878954339,0.726607206409,0.829988956451416,0.198753662306,-19.2101461485,38,4655.02,-210.416292196,140.89869475364685,8.4457,-0.0667969,0.10728955268859863
0.0635064,5,3.32832e-08,1.474236011505127,0.00994674,3.563488006591797,0.987429,-376.130019072,-316.835713351,0.0,58.8248820704,0.764552610771,0.8703579902648926,-0.371792493524,-38.362014729,39,4615.81,-221.401052283,144.58462166786194,8.43724,-0.0635064,0.10317802429199219
0.0690479,5,3.36647e-08,1.482870101928711,0.00982988,3.5514888763427734,0.986603,-304.321399692,-256.987776443,0.0,34.0291344826,0.679624427157,0.8707175254821777,-0.00642842874513,-5.1808277106,40,4593.08,-200.885411674,148.14052295684814,8.43231,-0.0690479,0.0940389633178711
0.0602721,5,-4.33922e-08,1.4788219928741455,0.00995292,3.5171916484832764,0.98541,-432.088454041,-313.244021768,0.0,78.3701061156,0.765204167178,0.8549947738647461,-4.42841493159,-30.3826524202,41,4559.92,-201.788147871,151.66103100776672,8.42506,-0.0602722,0.10439538955688477
0.0639276,5,-8.39233e-09,1.4822998046875,0.00982524,3.5120489597320557,0.985578,-356.158974275,-274.845531951,0.0,64.2545405626,0.694690757503,0.8586037158966064,0.235566096421,-33.8242015033,42,4564.45,-158.43119,155.2898497581482,8.42605,-0.0639276,0.10245537757873535
0.0522536,5,1.52588e-09,1.4703001976013184,0.00641698,3.5170867443084717,0.985369,-345.926556177,-285.569953263,0.0,41.524934163,0.768215375721,0.8427233695983887,0.160146069484,-37.8223255125,43,4558.72,-217.381782742,158.8106620311737,8.4248,-0.0522536,0.10471415519714355
0.0505594,5,5.81741e-09,1.4527225494384766,0.0064195,3.509826421737671,0.984989,-345.103942297,-278.640535801,0.0,61.5501764741,0.748454631962,0.8386974334716797,0.0473445883421,-24.8202741389,44,4548.23,-171.611337494,162.32485103607178,8.42249,-0.0505594,0.1081540584564209
0.0507221,5,-1.04904e-09,1.462843418121338,0.00641683,3.4893109798431396,0.984232,-339.326371347,-273.343381993,0.0,41.8463943085,0.769549046149,0.8430612087249756,-0.618598941098,-28.5232954168,45,4527.27,-217.867918618,165.92718243598938,8.41788,-0.0507221,0.1062021255493164
0.0652296,5,-1.27077e-08,1.440659999847412,0.00992395,3.48504900932312,0.983655,-266.726736899,-238.811778549,0.0,28.2818005857,0.706783316053,0.8109216690063477,0.127952039607,-13.1762293266,46,4511.35,-186.382046924,169.41502213478088,8.41435,-0.0652296,0.10641121864318848
0.0505089,5,-7.82013e-09,1.4429216384887695,0.00640634,3.4780921936035156,0.982787,-340.316865845,-288.991168107,0.0,33.5844745017,0.773627487794,0.8161787986755371,0.311996339849,-28.2179724286,47,4487.21,-246.428630074,172.89609479904175,8.40899,-0.0505089,0.10721588134765625
0.0623747,5,8.86917e-09,1.4715595245361328,0.00999966,3.5532329082489014,0.981738,-385.550037958,-298.363392039,0.0,53.2869792343,0.699236209016,0.8340597152709961,0.0708377711771,-41.4634835039,48,4458.33,-233.129682323,176.56813311576843,8.40253,-0.0623747,0.10709452629089355
0.0708486,5,-8.2016e-09,1.4455132484436035,0.00983877,3.5985097885131836,0.980713,-322.746238191,-231.417601416,0.0,65.9555809358,0.679504156912,0.8419737815856934,-0.133331635423,-2.70078879132,49,4430.53,-170.240681786,180.170259475708,8.39627,-0.0708486,0.10437154769897461
0.064681,5,-7.80821e-09,1.4535160064697266,0.00996607,3.575266122817993,0.980622,-316.37318343,-279.194847578,0.0,20.3196791348,0.756324181095,0.8033361434936523,0.269660672869,-16.2900936121,50,4427.87,-257.012525626,183.74845361709595,8.39567,-0.064681,0.10736751556396484
0.0646134,5,6.48499e-09,1.4520516395568848,0.00999617,3.595278263092041,0.980447,-287.280351721,-229.463849109,0.0,53.5687652405,0.757517219273,0.811389684677124,0.403030024649,-6.25880041971,51,4423.17,-153.630555197,187.46034693717957,8.39461,-0.0646134,0.1090250015258789
0.063218,5,7.23839e-08,1.4511094093322754,0.00991775,3.487030506134033,0.979255,-312.28549406,-217.536551049,0.0,61.7955203836,0.752877721441,0.7917141914367676,-13.7393339526,-12.6556892364,52,4391.06,-158.073863361,190.9502170085907,8.38733,-0.0632179,0.10446953773498535
0.065802,5,1.27792e-08,1.4575855731964111,0.00983235,3.5106070041656494,0.978774,-247.71225515,-240.887871727,0.0,6.83441779063,0.780269464766,0.7934341430664062,0.231384308398,-16.0785684935,53,4378.35,-232.550807735,194.46478462219238,8.38443,-0.065802,0.0993814468383789
0.0618961,5,3.06845e-08,1.461111307144165,0.00994177,3.55440354347229,0.97587,-333.065467659,-257.721461171,0.0,63.0338243043,0.692497819304,0.8212451934814453,-0.0232112692146,-31.2137114871,54,4300.59,-189.366050088,198.14823055267334,8.36651,-0.0618961,0.09809732437133789
0.0557538,5,-1.85966e-08,1.4598398208618164,0.00640712,3.6254782676696777,0.975738,-357.47812741,-290.085676906,0.0,55.684161817,0.652434729961,0.8160669803619385,0.0575312484918,-26.191399632,55,4297.36,-197.693782692,201.77739119529724,8.36576,-0.0557538,0.09905791282653809
0.0540532,5,-7.43866e-09,1.4583792686462402,0.0064056,3.523348808288574,0.974902,-306.889177478,-234.035453685,0.0,63.7960354149,0.758542241425,0.8128855228424072,0.0877984505694,-25.9819879143,56,4275.53,-114.848397144,205.3052055835724,8.36066,-0.0540532,0.09794831275939941
0.0633782,5,-9.72748e-09,1.458810806274414,0.00999747,3.5047411918640137,0.974936,-264.160785869,-225.40483735,0.0,37.1066285677,0.748771106396,0.8125627040863037,0.136918540601,-15.3470577462,57,4276.47,-167.377688862,208.92726039886475,8.36088,-0.0633782,0.10199403762817383
0.0595866,5,-3.82423e-08,1.4698998928070068,0.00995653,3.504228115081787,0.974506,-414.948194501,-317.828835401,0.0,73.9879574022,0.700849529608,0.8092143535614014,-0.000240823290165,-24.618632286,58,4264.92,-225.753084703,212.43585729599,8.35818,-0.0595866,0.09889531135559082
0.0693269,5,1.89781e-08,1.4705610275268555,0.00994267,3.553130626678467,0.972961,-353.361878969,-278.987049541,0.0,68.8559682049,0.712727226552,0.8502881526947021,0.0444497143564,-13.6373589361,59,4224.28,-152.097801381,215.99264430999756,8.3486,-0.0693269,0.10134196281433105
0.0761758,5,-4.1008e-08,1.4951090812683105,0.00987078,3.6231396198272705,0.973517,-349.965388253,-264.448386449,0.0,60.1139765732,0.727549770562,0.8571138381958008,-1.83454971957,-15.1653656327,60,4238.53,-189.923255644,219.736967086792,8.35197,-0.0761758,0.10832762718200684
0.0635395,5,-3.37601e-08,1.4840681552886963,0.00991781,3.5233404636383057,0.973629,-493.333345121,-247.163441044,0.0,154.297608868,0.640577477761,0.8432879447937012,0.14655372293,-30.6049505319,61,4241.36,-58.2328902585,223.26472282409668,8.35264,-0.0635395,0.10156011581420898
0.0651449,5,2.20299e-08,1.45597505569458,0.00986734,3.5025739669799805,0.972467,-382.509463083,-288.885934907,0.0,53.7081383459,0.767726197475,0.8254663944244385,-2.54082120557,-39.2065715679,62,4210.5,-221.395060167,226.77082896232605,8.34534,-0.0651449,0.10316061973571777
0.0655156,5,-1.48296e-08,1.4664225578308105,0.00996458,3.504537582397461,0.972165,-294.541778978,-264.934906207,0.0,26.6476344158,0.715933201627,0.82576584815979,-0.0730010263071,-23.8379354313,63,4202.27,-223.861183487,230.38517880439758,8.34338,-0.0655156,0.10375237464904785
0.06799,5,-3.58582e-08,1.453324794769287,0.00999497,3.467165946960449,0.970462,-251.235212011,-213.810897089,0.0,25.535351427,0.765330812713,0.8288938999176025,0.0360123278898,-15.0795214132,64,4158.4,-180.956722064,233.85678911209106,8.33289,-0.06799,0.0982205867767334
0.0514927,5,2.47955e-09,1.466707706451416,0.0064367,3.5057716369628906,0.96893,-303.160434822,-216.547857404,0.0,66.744725884,0.71885516529,0.8358981609344482,0.0441746862885,-25.1785431491,65,4119.18,-137.305229529,237.36701917648315,8.32341,-0.0514927,0.09632229804992676
0.0688497,5,1.01089e-08,1.4578325748443604,0.00984841,3.5672852993011475,0.967698,-223.439378439,-194.258730853,0.0,31.5468311701,0.736494299816,0.8178067207336426,0.281795380711,-6.32755281559,66,4088.41,-136.859882368,241.0608410835266,8.31591,-0.0688497,0.10106992721557617
0.0648796,5,-4.97818e-08,1.5014665126800537,0.00997722,3.494525909423828,0.967168,-271.822609745,-177.677906273,0.0,62.0586218016,0.685127124461,0.882948637008667,0.0569315944433,-8.15394312465,67,4075.29,-122.989922857,244.55972909927368,8.3127,-0.0648797,0.10355234146118164
0.0643207,5,2.28882e-08,1.5326356887817383,0.00994761,3.567152261734009,0.967955,-308.534526843,-254.775367255,0.0,58.2846930883,0.71611906476,0.9203851222991943,-0.140357943164,-36.0950410017,68,4095.02,-149.903661731,248.1299798488617,8.31753,-0.0643206,0.10190248489379883
0.0623259,5,2.47955e-09,1.4951133728027344,0.00993939,3.521726369857788,0.967008,-335.114234927,-225.38960466,0.0,58.5102037024,0.684111145195,0.9170231819152832,0.136537486375,-21.8891648238,69,4071.26,-160.003554748,251.78237223625183,8.31171,-0.0623259,0.1022946834564209
0.0671946,5,-4.48227e-09,1.4853837490081787,0.00992829,3.470749616622925,0.967526,-307.114211192,-235.952209914,0.0,50.3715259727,0.703346328943,0.8815553188323975,0.0176435750398,-29.4137055766,70,4084.11,-157.689634282,255.25607776641846,8.31486,-0.0671946,0.09921479225158691
0.0527847,5,9.58443e-09,1.4850096702575684,0.00644277,3.472968101501465,0.966926,-285.970017507,-235.955243087,0.0,40.6150729457,0.744997841137,0.8823623657226562,-0.0324793849883,-17.876545227,71,4068.99,-185.300089624,258.7325623035431,8.31115,-0.0527847,0.10327363014221191
0.0532329,5,1.2207e-08,1.4977402687072754,0.00643374,3.511992931365967,0.966338,-246.900567498,-216.908379031,0.0,30.404238993,0.73503875036,0.9062252044677734,0.160831765243,-30.1121463377,72,4053.49,-170.410736253,262.3542923927307,8.30733,-0.0532329,0.1057596206665039
0.0535023,5,4.48227e-09,1.50706148147583,0.00642271,3.4823572635650635,0.965082,-267.570906074,-208.199293349,0.0,52.5748124854,0.701912080453,0.8912732601165771,0.44333549971,-23.3960425612,73,4021.96,-111.294203528,265.83992743492126,8.29953,-0.0535022,0.10375380516052246
0.0529273,5,2.45094e-08,1.4824144840240479,0.00649096,3.5127530097961426,0.965026,-288.219188458,-243.809332073,0.0,38.7081437988,0.763943173937,0.8683533668518066,0.0492647377088,-21.8385747746,74,4020.33,-173.243232131,269.356023311615,8.29912,-0.0529273,0.10477781295776367
0.0507785,5,1.71661e-08,1.5038020610809326,0.00641588,3.474928617477417,0.963612,-315.46345225,-241.18932582,0.0,48.7186182696,0.746893332893,0.8775784969329834,0.0690975897451,-31.8561481756,75,3985.02,-189.062665619,272.9477174282074,8.2903,-0.0507784,0.10539102554321289
0.0676689,5,8.29697e-09,1.4749150276184082,0.00995022,3.5448617935180664,0.962756,-296.178548567,-194.541745485,0.0,57.0799362145,0.709833943176,0.886338472366333,-0.0332334859827,-11.0327800227,76,3963.7,-141.329632527,276.49571800231934,8.28493,-0.0676689,0.10101747512817383
0.0633911,5,-2.30789e-08,1.4814696311950684,0.00987851,3.4666588306427,0.963212,-272.808884953,-193.894364517,0.0,54.1254770789,0.751247558561,0.8718316555023193,0.15738467836,-15.9721461915,77,3975.66,-118.231424529,279.96668791770935,8.28795,-0.0633911,0.12020468711853027
0.0667057,5,3.00407e-09,1.482306957244873,0.00999958,3.4385433197021484,0.961669,-259.94658443,-220.655234527,0.0,29.672041183,0.772629986254,0.8726015090942383,0.275236637671,-10.5111575708,78,3938.0,-170.24906499,283.5244126319885,8.27843,-0.0667057,0.10002613067626953
0.0495465,5,-7.32899e-08,1.5055785179138184,0.00640684,3.5051958560943604,0.958749,-287.504605382,-252.481468247,0.0,31.1371886161,0.765110195904,0.890692949295044,-1.87898169275,-43.3530603342,79,3866.42,-201.833156316,287.03281593322754,8.26008,-0.0495466,0.09837961196899414
0.0667272,5,-1.15395e-08,1.5029749870300293,0.00996267,3.492222547531128,0.959234,-245.913441118,-215.839931951,0.0,27.0713200038,0.732895206697,0.8731265068054199,0.0601902703855,-16.2982101451,80,3877.92,-178.87387266,290.5279288291931,8.26305,-0.0667272,0.10503005981445312
0.0509397,5,2.83718e-09,1.4731287956237793,0.00643053,3.4714744091033936,0.958153,-247.248110842,-205.078286534,0.0,23.9134582816,0.71858992753,0.8606507778167725,0.200627234067,-7.8622542268,81,3850.89,-181.794339225,294.11463809013367,8.25606,-0.0509397,0.10872721672058105
0.0661025,5,-2.40326e-08,1.5190048217773438,0.00984624,3.5363762378692627,0.955975,-243.05104085,-215.535704484,0.0,19.35580745,0.765149598805,0.8841197490692139,-1.926604541,-8.53831354262,82,3798.15,-184.513054196,297.65438055992126,8.24227,-0.0661025,0.10936260223388672
0.0571599,5,-2.91824e-08,1.4789388179779053,0.00986344,3.457629680633545,0.955768,-285.382147808,-181.610100446,0.0,60.3116280429,0.621098837183,0.8731818199157715,-0.118292919666,-22.0885414955,83,3792.7,-116.365935563,301.11519980430603,8.24083,-0.0571599,0.1007852554321289
0.0550622,5,-1.12534e-08,1.4760181903839111,0.00643181,3.4638171195983887,0.955736,-234.959798379,-204.294563887,0.0,33.8460737439,0.71543741846,0.8684813976287842,-0.246993165831,-19.146903513,84,3791.8,-140.002050331,304.68833231925964,8.2406,-0.0550622,0.10679149627685547
0.0627121,5,-7.05719e-09,1.4984476566314697,0.00993553,3.485991954803467,0.954807,-301.134164332,-206.402739098,0.0,49.9682017446,0.705936842458,0.8716144561767578,0.112293963813,-15.1144023029,85,3769.75,-162.726936067,308.1785764694214,8.23477,-0.0627122,0.1084144115447998
0.0665912,5,1.06812e-08,1.4877076148986816,0.00992024,3.4980311393737793,0.953457,-312.026278602,-177.418343304,0.0,75.9703965427,0.754660019304,0.8838286399841309,0.11287699318,-11.7716493278,86,3737.7,-81.2258642771,311.67970299720764,8.22623,-0.0665912,0.10815191268920898
0.0631453,5,1.96457e-08,1.4668850898742676,0.00999434,3.462686538696289,0.95177,-204.407482037,-163.728398874,0.0,31.3519504892,0.733060973524,0.8798227310180664,0.107040916621,-8.09527079444,87,3698.25,-125.616406338,315.2614245414734,8.21562,-0.0631453,0.10609102249145508
0.0489615,5,-1.37329e-08,1.482783317565918,0.00644506,3.492508888244629,0.94993,-219.088619146,-176.293425542,0.0,28.853213832,0.76617869003,0.8856174945831299,0.129122756149,-19.7662115207,88,3655.8,-132.640010069,318.7577028274536,8.20407,-0.0489615,0.10663056373596191
0.0490406,5,-8.58307e-09,1.457228422164917,0.00643897,3.444890022277832,0.947644,-290.983162319,-235.330714054,0.0,53.765094992,0.699479539532,0.8389565944671631,-0.256600519204,-29.7776128935,89,3602.92,-147.011734392,322.2059097290039,8.1895,-0.0490406,0.10723567008972168
0.0689482,5,7.43866e-09,1.4495477676391602,0.00991908,3.4328794479370117,0.947316,-249.619598919,-155.023239409,0.0,57.5190722522,0.668437763218,0.7989187240600586,-0.468361829139,-5.81854490816,90,3595.23,-71.0126059491,325.75629925727844,8.18736,-0.0689482,0.10490775108337402
0.0538619,5,1.16348e-08,1.449308156967163,0.00645065,3.518836736679077,0.946251,-312.614799221,-164.929940724,0.0,86.0886904688,0.70388462731,0.8091204166412354,0.0489005975054,-19.9125095602,91,3570.28,-55.9422703621,329.2786600589752,8.1804,-0.0538619,0.10433125495910645
0.0636409,5,2.09808e-09,1.45121431350708,0.00994766,3.524064540863037,0.945132,-343.846503232,-174.065864445,0.0,111.005346915,0.710255307429,0.8227899074554443,0.105675574652,-15.3406248457,92,3544.98,-33.4611052112,332.8067846298218,8.17329,-0.0636409,0.10541915893554688
0.0645716,5,1.65939e-08,1.4351873397827148,0.00990552,3.4285402297973633,0.943465,-313.585064154,-165.606583569,0.0,79.2331028187,0.690210563661,0.7927372455596924,0.0891342417235,-27.6405212662,93,3507.37,-89.0397849258,336.3547921180725,8.16262,-0.0645716,0.0956425666809082
