PolicyExecTime,AbsLearnSignalNew,Iteration,Time,MinReturn,AverageQ,AverageDiscountedReturn,dLoss,ExplainedVariance,AveragePolicyStd,NumTrajs,ProcessExecTime,AverageQLoss,MeanKLBefore,MaxReturn,AverageReturn,Entropy,AverageAbsY,AbsLearnSignalOld,StdReturn,AverageAbsQYDiff,EnvExecTime,LossAfter,AverageY,AbsLearnSignal,AverageAbsQ,LossBefore,MeanKL,Perplexity,ItrTime
0.9806320667266846,0.830340047057,0,54.15558195114136,72.3364970271,12.431,90.2395486567,0.0904083,9.38704669551e-12,1.0,240,0.15727758407592773,17.7866,0.0,221.057635942,100.428852379,24.122,12.9256190933,0.830345821245,29.8228628089,2.14804976276,6.6040496826171875,-22.0987,12.4847197518,0.830340047057,12.7912,-22.0083,0.00671175,2.99248e+10,54.15556359291077
0.9875485897064209,0.221568039772,1,108.44540071487427,71.2314645458,29.0805,94.0001053888,0.141666,-8.20662594989,0.999838,230,0.1366291046142578,6.58486,0.0,262.725186535,105.214834696,24.1192,29.105740423,0.221829108719,32.4593997361,1.78132104392,6.6841559410095215,-36.241,29.1056210106,0.221568039772,29.0855,-36.0994,0.00662188,2.98424e+10,54.141963481903076
1.027538776397705,0.520084287585,2,162.46893644332886,71.5767202412,41.9621,99.8788594924,0.18251,-0.127580832445,0.999994,214,0.14423561096191406,8.23544,0.0,267.733014988,113.231619552,24.1218,41.9805077325,0.521089659604,41.1637902978,1.95602177886,6.853217363357544,-47.6651,41.9804802145,0.520084287585,41.9747,-47.4826,0.00927482,2.99212e+10,53.89434289932251
0.9984421730041504,0.622211813609,3,217.5413782596588,74.8475951157,50.9522,107.409962474,0.307362,-0.0231056252864,1.00005,198,0.1420896053314209,11.6157,0.0,332.182156198,123.459008704,24.1228,50.9701642495,0.623748500319,49.5773294571,2.43703591515,6.886951208114624,-57.2313,50.9696594763,0.622211813609,50.9608,-56.9239,0.00993319,2.99508e+10,54.93285608291626
0.9888265132904053,0.476092683378,4,272.0877504348755,75.2303214546,58.2292,114.277298212,0.409378,-0.821665188016,0.999944,184,0.14029312133789062,19.8398,0.0,323.57704008,132.58398982,24.121,58.2467229658,0.4795306536,51.4166713697,3.25046863519,6.842902898788452,-65.8649,58.2465036759,0.476092683378,58.238,-65.4555,0.00995662,2.98963e+10,54.42730140686035
1.0142123699188232,0.527501401631,5,326.5388414859772,74.9839043088,65.4795,127.46405052,0.492882,-1.00521638713,0.999982,161,0.14055275917053223,30.4618,0.0,475.842539209,152.672884676,24.1216,65.4999378929,0.531293994003,73.6548201251,4.0298211205,7.155274868011475,-78.0232,65.4999157739,0.527501401631,65.4895,-77.5303,0.00990109,2.99153e+10,54.32644557952881
1.0321364402770996,0.358983631592,6,381.02781319618225,77.6221464909,73.8921,149.444377781,0.449959,-5.04711818507,0.999972,134,0.141312837600708,43.0988,0.0,405.939121823,183.908889011,24.1215,73.9158662544,0.361811327063,75.8209040228,4.78360783607,7.290300130844116,-91.4059,73.9147429025,0.358983631592,73.9072,-90.9559,0.0064759,2.99102e+10,54.36672258377075
1.063493251800537,0.327934083987,7,436.30595993995667,79.3250317213,82.9247,155.830318843,0.43174,-3.22044454143,1.00002,127,0.14308619499206543,57.6652,0.0,500.048887998,195.56727914,24.1223,82.9513171052,0.330585515509,89.8732531588,5.48741292749,7.5052080154418945,-101.321,82.9478091661,0.327934083987,82.9452,-100.889,0.00641178,2.99344e+10,55.14338493347168
1.0802907943725586,0.722414777821,8,491.53684306144714,72.4576363739,92.8022,175.615011346,0.425621,0.0665760048316,1.00001,111,0.1468057632446289,72.9762,0.0,533.55291854,227.319186478,24.1221,92.8262535953,0.725863611122,99.6662226377,6.09943782026,7.800474643707275,-112.384,92.8225718958,0.722414777821,92.8279,-111.958,0.006421,2.99277e+10,55.10265636444092
1.0798866748809814,0.559735402638,9,546.699212551117,82.1411646615,102.673,190.413488304,0.385925,-0.62332077852,0.999965,99,0.14363932609558105,87.7563,0.0,454.250340435,249.71335618,24.1213,102.701087293,0.55990272752,89.2414521377,6.61457029755,7.848050355911255,-125.283,102.693705749,0.559735402638,102.703,-124.897,0.00641063,2.99067e+10,55.03106355667114
1.1321983337402344,0.263486484469,10,603.6078600883484,80.6230474636,112.674,189.164720621,0.445496,-4.56257988878,0.999927,101,0.15132570266723633,100.049,0.0,463.2912745,248.084149715,24.1207,112.699187176,0.264110548167,92.6408101105,6.96036066925,8.359926462173462,-133.435,112.694266286,0.263486484469,112.704,-132.99,0.00653618,2.98872e+10,56.782970905303955
1.1327588558197021,0.29285538056,11,660.825364112854,82.0301724542,122.775,206.578832064,0.374496,-2.69383054262,0.999933,90,0.14932966232299805,107.784,0.0,567.895188763,277.256921025,24.1208,122.797750263,0.292600631341,93.1976375437,7.1546672088,8.489562034606934,-141.804,122.79494017,0.29285538056,122.802,-141.43,0.00998366,2.98901e+10,57.08320641517639
1.1286792755126953,0.259236974732,12,718.7711808681488,80.1509950912,132.193,211.688175484,0.286606,-7.47439484376,0.999915,89,0.14865827560424805,114.133,0.0,715.286117295,285.920840442,24.1205,132.214710209,0.259120705704,96.4186199638,7.26720981692,8.452566146850586,-149.348,132.211622084,0.259236974732,132.218,-149.061,0.00991532,2.9881e+10,57.80353021621704
1.120316743850708,0.256922699883,13,776.5541722774506,118.82055499,140.247,213.577645777,0.263138,-3.18643257991,0.999824,88,0.14738702774047852,116.179,0.0,526.009685213,285.280171072,24.1189,140.26750324,0.255488156861,68.5933894294,7.26350682203,8.513780355453491,-152.428,140.264695078,0.256922699883,140.274,-152.165,0.00989094,2.98349e+10,57.644129514694214
1.121558666229248,0.69389601454,14,834.9345638751984,86.9614181791,147.349,215.265257603,0.176193,0.56250227645,0.999786,88,0.14821267127990723,115.92,0.0,491.323454076,288.435868703,24.1183,147.371813138,0.690872727129,74.2420527752,7.20937644675,8.664583683013916,-158.512,147.369171541,0.69389601454,147.373,-158.336,0.00641508,2.98156e+10,58.244181632995605
1.1151649951934814,0.109251501173,15,890.4303767681122,92.5387722481,152.763,216.284154418,0.140228,-65.5944102361,0.999696,88,0.14809966087341309,114.902,0.0,649.363091347,289.620835686,24.1168,152.789028023,0.108826449328,71.7803083553,7.17340560547,8.68069314956665,-157.402,152.785487388,0.109251501173,152.79,-157.262,0.0064348,2.977e+10,55.35801959037781
1.0932948589324951,0.596621676948,16,946.2712769508362,82.0661557395,156.315,214.749498204,0.152908,0.532666123658,0.999525,90,0.14592528343200684,112.616,0.0,594.820521572,286.370826029,24.1139,156.33998757,0.593897345814,69.9080516131,7.11622926721,8.527768611907959,-161.395,156.334624406,0.596621676948,156.345,-161.242,0.00642842,2.96836e+10,55.70399284362793
1.10679292678833,0.131863601145,17,1001.79980301857,87.2490157996,158.24,204.280065548,0.142105,-23.9259649532,0.999466,97,0.15279912948608398,110.577,0.0,528.55578543,268.505708314,24.1129,158.266881071,0.13133538182,72.4395074424,7.07186104324,8.746480941772461,-159.163,158.259697381,0.131863601145,158.27,-159.021,0.00638624,2.96541e+10,55.3936972618103
1.1173274517059326,0.604671930565,18,1057.8263251781464,90.8097982244,159.206,218.597268078,0.157043,0.495944925634,0.999494,87,0.14670395851135254,106.005,0.0,608.995120365,294.1025323,24.1133,159.231041654,0.602161049264,77.9602133712,6.94207827359,8.67574667930603,-161.262,159.225313793,0.604671930565,159.236,-161.105,0.00979096,2.96678e+10,55.89031958580017
1.1060128211975098,0.534266768515,19,1114.19433426857,193.765721901,159.222,217.930411377,0.163269,0.404941989253,0.999544,89,0.14758563041687012,103.61,0.0,507.718546977,290.335642675,24.1142,159.24548451,0.533870427348,58.7255244051,6.8730008769,8.719801187515259,-158.105,159.242093413,0.534266768515,159.253,-157.942,0.00810785,2.96927e+10,56.23044300079346
1.0985910892486572,0.464674281212,20,1170.5714347362518,91.8740303894,158.511,213.024152532,0.151672,0.283887796542,0.999669,91,0.1479644775390625,99.7142,0.0,499.909120738,282.943034522,24.1163,158.534203396,0.46477026315,69.5539783131,6.76129517023,8.745967149734497,-156.03,158.530503145,0.464674281212,158.535,-155.878,0.00997437,2.97558e+10,56.23760461807251
1.1121749877929688,0.626986954045,21,1227.1274237632751,175.885234631,157.619,210.450896757,0.146255,0.456790911692,0.999847,92,0.14920473098754883,95.9158,0.0,461.361539008,277.214971339,24.1193,157.64325661,0.626188660351,55.5837563523,6.65801337947,8.7008638381958,-151.078,157.638913762,0.626986954045,157.644,-150.931,0.0099526,2.98463e+10,56.41825294494629
1.0937983989715576,0.462324135527,22,1283.5614457130432,111.504646724,156.353,221.468481129,0.134644,0.0294198874848,0.999894,86,0.14786481857299805,94.1694,0.0,634.552448767,298.452791127,24.1201,156.38078155,0.4614297874,73.3215776901,6.61304605371,8.599093437194824,-155.326,156.373147484,0.462324135527,156.378,-155.191,0.00935311,2.98699e+10,56.292731523513794
1.095672369003296,0.0854039808808,23,1338.724237203598,90.4752530298,155.433,216.977257031,0.127396,-121.341430707,0.999797,89,0.14763617515563965,90.7262,0.0,470.274309488,290.025469574,24.1185,155.459939301,0.0853765292512,67.8268215584,6.48945608078,8.548384666442871,-155.595,155.455706387,0.0854039808808,155.455,-155.468,0.0083414,2.98203e+10,55.02160406112671
1.1159157752990723,0.498093531285,24,1394.4590981006622,187.047921446,154.656,230.146504496,0.149582,0.350680772567,0.999759,83,0.14744806289672852,86.7828,0.0,517.015874559,313.636633094,24.1178,154.680896562,0.497136065237,69.5182830924,6.32914253687,8.69439697265625,-155.19,154.676467948,0.498093531285,154.676,-155.041,0.00928476,2.98012e+10,55.597482204437256
1.1135752201080322,0.518900921891,25,1449.9888496398926,211.868876745,153.852,219.410469851,0.139053,0.392419493971,0.999808,89,0.1492786407470703,83.2689,0.0,465.303446143,292.952945175,24.1187,153.875607333,0.518118543429,52.126305023,6.18593327363,8.625149726867676,-151.155,153.871301408,0.518900921891,153.872,-151.016,0.00977817,2.98262e+10,55.38930869102478
