AverageReturn,AbsLearnSignalNew,AverageAbsQ,AverageY,Entropy,dLoss,AverageAbsY,Perplexity,MeanKLBefore,AverageQ,LossAfter,ItrTime,ExplainedVariance,EnvExecTime,StdReturn,Time,MinReturn,AbsLearnSignalOld,PolicyExecTime,AverageQLoss,MaxReturn,AverageAbsQYDiff,Iteration,AbsLearnSignal,MeanKL,AverageDiscountedReturn,ProcessExecTime,AveragePolicyStd,NumTrajs,LossBefore
405.436126584,0.63166679693,176.466,176.302478624,24.1417,0.0877838,176.388816363,3.05222e+10,0.0,176.295,-173.517,61.158864974975586,0.509265079598,9.748406887054443,92.6337302357,9965.0694835186,263.016830575,0.631514835682,1.1374139785766602,87.0568,722.697427509,6.23170782571,180,0.63166679693,0.00930107,270.206452782,0.15215635299682617,1.00118,61,-173.43
413.316453319,0.672519144267,176.318,176.144696837,24.1442,0.100937,176.234283623,3.05974e+10,0.0,176.137,-167.713,62.10070586204529,0.486483765519,10.229220867156982,115.772725127,10027.318620204926,223.885300158,0.672576424737,1.1894557476043701,85.9373,733.476985924,6.20571118563,181,0.672519144267,0.00989609,271.371438442,0.15743803977966309,1.00133,60,-167.612
400.495135542,0.607507673295,176.62,176.44766735,24.1408,0.0955505,176.544490654,3.04944e+10,0.0,176.439,-170.605,61.156614542007446,0.14375185166,9.761475563049316,84.5064258783,10088.6331949234,253.239248141,0.607649830083,1.1603960990905762,87.1184,596.653185785,6.20157564492,182,0.607507673295,0.009271,268.089480252,0.15552115440368652,1.00113,60,-170.51
413.159438857,0.624803041986,177.166,176.98705537,24.1365,0.092865,177.0764086,3.03638e+10,0.0,176.978,-174.432,57.039928913116455,0.484450602577,10.046984910964966,98.8092181395,10145.829380989075,240.867973735,0.62446723511,1.1795759201049805,90.5591,855.994496096,6.25838900107,183,0.624803041986,0.00966393,272.177128542,0.158219575881958,1.00088,58,-174.339
402.163531444,0.725357033917,177.693,177.509258971,24.1365,0.100266,177.605955558,3.03619e+10,0.0,177.499,-173.2,55.16413736343384,0.639587934859,9.662051916122437,91.5640691586,10201.13888168335,205.67573411,0.725104507753,1.1072137355804443,93.7366,619.382673936,6.29758246906,184,0.725357033917,0.00983184,267.73634151,0.14768099784851074,1.00087,60,-173.1
402.843899958,0.664502108772,178.218,178.022371956,24.1335,0.0953369,178.124882306,3.02737e+10,0.0,178.013,-172.825,57.6468825340271,0.663997302209,9.619914531707764,89.7131837334,10258.91631770134,193.211057449,0.664669225632,1.1147034168243408,90.1249,652.739370448,6.22754465946,185,0.664502108772,0.00940122,267.63450631,0.1431260108947754,1.0007,59,-172.73
391.942420726,0.680888076344,178.256,178.048107537,24.1346,0.0740967,178.160507007,3.03048e+10,0.0,178.042,-172.331,56.37026619911194,0.479871284914,9.619109153747559,109.110675475,10315.421084403992,235.614797759,0.680429512401,1.1270182132720947,86.4984,780.135567982,6.15236806081,186,0.680888076344,0.00651073,261.984018345,0.14788126945495605,1.00076,61,-172.257
420.102171233,0.723330919283,178.551,178.328688537,24.1342,0.092865,178.458762559,3.02922e+10,0.0,178.323,-176.632,58.27960777282715,0.467206827868,9.660594940185547,130.820310975,10373.832773685455,156.418773623,0.72296404367,1.1060969829559326,85.1916,773.5518697,6.14906587716,187,0.723330919283,0.00944139,271.911295585,0.1486361026763916,1.00074,58,-176.539
402.191636229,0.635229577055,178.926,178.729572543,24.132,0.0723114,178.839395688,3.02282e+10,0.0,178.721,-176.026,58.42878293991089,0.168647840781,9.680195331573486,99.164913413,10432.393174171448,238.482239413,0.634925326137,1.136869192123413,85.268,633.599447333,6.16201589516,188,0.635229577055,0.00652581,267.356635138,0.15046143531799316,1.00061,60,-175.954
381.238585477,0.699932676127,179.15,178.947178103,24.1264,0.114243,179.058826745,3.00574e+10,0.0,178.938,-172.424,57.96648645401001,0.555444089283,9.422139167785645,77.0527921876,10490.49447798729,178.219947538,0.699574390331,1.1045310497283936,86.4589,571.208216298,6.17982553652,189,0.699932676127,0.00985295,259.144775892,0.14545941352844238,1.00028,62,-172.309
407.277699648,0.708380436209,179.873,179.659924255,24.1304,0.100906,179.777726606,3.0179e+10,0.0,179.654,-176.531,60.20383381843567,0.57871584913,9.570660591125488,111.807434067,10550.836391210556,224.893392077,0.708419676191,1.1148147583007812,88.6863,670.198084585,6.20210764181,190,0.708380436209,0.00995648,267.518698444,0.14911389350891113,1.00052,58,-176.43
414.066433529,0.530900200914,179.986,179.775878763,24.1291,0.086319,179.892658061,3.01406e+10,0.0,179.768,-178.554,59.11725664138794,0.235452820723,9.627262115478516,87.1055067954,10610.139421224594,222.746484003,0.530898737081,1.1880767345428467,90.937,689.981541527,6.27014632648,191,0.530900200914,0.00653397,272.717355673,0.1623237133026123,1.00044,58,-178.468
394.065481323,0.628378805562,179.953,179.742240125,24.1277,0.104019,179.859929769,3.00982e+10,0.0,179.736,-173.08,58.891165018081665,0.336517914483,9.820314645767212,98.958480036,10669.178303480148,245.618765822,0.628469940084,1.2301244735717773,90.0905,819.148484375,6.25705632501,192,0.628378805562,0.00991661,262.688128115,0.16415643692016602,1.00036,60,-172.976
401.916381069,0.63445292301,180.033,179.819909201,24.1258,0.123596,179.93958964,3.0041e+10,0.0,179.813,-178.21,58.14659643173218,0.374838861812,9.747242212295532,104.970226164,10727.46778512001,217.106624803,0.634334378727,1.1281664371490479,92.1939,694.594566392,6.32578676102,193,0.63445292301,0.00978519,265.609938918,0.1489887237548828,1.00025,59,-178.087
418.345843081,0.715497608393,180.389,180.177049316,24.1214,0.108429,180.297332085,2.99073e+10,0.0,180.171,-181.266,60.88109540939331,0.486202190335,9.601370096206665,128.483128125,10788.49704527855,225.469909521,0.715716252216,1.1357226371765137,92.4385,780.308999487,6.37473405724,194,0.715497608393,0.00966962,271.222009003,0.1504359245300293,0.999988,58,-181.158
423.392056292,0.700922097759,181.139,180.934936699,24.1246,0.109238,181.052505392,3.00042e+10,0.0,180.928,-178.533,58.28431534767151,0.219872341412,9.955850601196289,124.566425711,10846.940206050873,195.467299621,0.700540845772,1.179607629776001,90.7371,714.292740714,6.39413580513,195,0.700922097759,0.00985902,272.478752261,0.15700078010559082,1.00018,56,-178.423
398.748367658,0.555819685726,181.978,181.774641006,24.126,0.0957184,181.894692413,3.00473e+10,0.0,181.766,-179.066,59.25314021110535,-0.023629695392,9.268357992172241,103.750270776,10906.338581323624,185.404871016,0.555520943573,1.0979945659637451,97.7864,674.965613771,6.58321773662,196,0.555819685726,0.00984326,264.380906822,0.14480876922607422,1.00026,59,-178.97
389.492451499,0.584735091279,183.321,183.115705756,24.1224,0.114639,183.233558322,2.99389e+10,0.0,183.105,-177.6,60.734161138534546,0.160373997912,9.893156290054321,127.482880788,10967.212415933609,192.495857822,0.584791123024,1.1756706237792969,102.062,719.138610386,6.69591010149,197,0.584735091279,0.00982901,257.048324612,0.1571042537689209,1.00005,61,-177.485
372.826056257,0.647859397299,184.189,183.96687832,24.1253,0.114349,184.094533517,3.00258e+10,0.0,183.959,-176.837,62.325430154800415,0.27512418579,9.597641944885254,96.7358467217,11029.675185203552,219.14081852,0.647811748414,1.1606416702270508,109.316,670.484237354,6.87770652327,198,0.647859397299,0.00928649,252.926452509,0.15497541427612305,1.00022,62,-176.723
388.814580354,0.703570042232,184.474,184.236789054,24.1246,0.123871,184.371745842,3.00032e+10,0.0,184.231,-177.641,59.92404341697693,0.56182442582,9.837982892990112,106.807972532,11089.748767375946,218.019518684,0.703134868858,1.2025203704833984,106.087,614.424945313,6.86691115152,199,0.703570042232,0.00994351,259.079357225,0.15632033348083496,1.00018,60,-177.518
397.464357962,0.377685246802,184.815,184.589343981,24.126,0.159958,184.721285763,3.00463e+10,0.0,184.58,-178.397,58.35592818260193,-1.0062756281,9.47973108291626,128.911872056,11148.238765716553,216.351531967,0.377349521401,1.1273493766784668,107.812,866.812707005,6.94737410642,200,0.377685246802,0.00980476,261.384629493,0.1476132869720459,1.00026,60,-178.237
368.527102777,0.608666045862,185.996,185.759542933,24.1265,0.144302,185.897778799,3.00618e+10,0.0,185.749,-173.14,57.53679895401001,0.186307424432,9.121206045150757,106.731730817,11205.912930488586,214.183369226,0.60836901375,1.0875613689422607,114.774,629.912617298,7.15212085454,201,0.608666045862,0.00990736,249.65615213,0.14608478546142578,1.00029,62,-172.996
379.2197996,0.342190314711,186.553,186.303143298,24.1268,0.118378,186.451066094,3.00715e+10,0.0,186.296,-179.394,59.13487458229065,-1.46646562997,9.016782760620117,104.182982823,11265.1812915802,217.357545763,0.341961849276,1.109337568283081,119.45,660.051373357,7.30803605026,202,0.342190314711,0.00975982,254.947254265,0.1469433307647705,1.00031,61,-179.275
366.569106445,0.636476020011,187.714,187.477748971,24.1253,0.128693,187.619043312,3.00238e+10,0.0,187.466,-178.33,59.493908166885376,0.122638668485,8.728559732437134,118.968887917,11324.821572303772,220.732602401,0.636282310045,1.0433669090270996,123.578,815.445142488,7.44536023835,203,0.636476020011,0.00993491,247.552073955,0.13477420806884766,1.00021,63,-178.201
371.68543791,0.354904679614,188.543,188.291995675,24.1249,0.124481,188.440816466,3.0012e+10,0.0,188.286,-179.294,61.92276167869568,-2.28903485794,8.80193281173706,126.243741703,11386.887881278992,85.4691771927,0.354996721328,1.0981318950653076,127.952,806.786865046,7.56632053774,204,0.354904679614,0.00961185,249.542512179,0.14266633987426758,1.00019,63,-179.169
343.180849526,0.542947369066,188.763,188.517286402,24.125,0.149414,188.666882271,3.00171e+10,0.0,188.507,-178.686,63.196051359176636,0.0373368548714,8.90264368057251,97.9458986349,11450.227618455887,194.342138439,0.542364274806,1.0912549495697021,128.311,699.209199235,7.62542524868,205,0.542947369066,0.00997549,237.667387174,0.14529204368591309,1.0002,66,-178.537
341.26116984,0.0621075728974,188.605,188.358704653,24.1242,0.17627,188.506625812,2.99928e+10,0.0,188.352,-180.574,60.53832936286926,-344.347748086,8.679579257965088,105.163034787,11510.911627292633,205.279884125,0.0620886528106,1.1316637992858887,132.225,700.570664726,7.73314666706,206,0.0621075728974,0.00803214,236.150383292,0.15429091453552246,1.00015,66,-180.397
358.954748005,0.286874573517,189.058,188.816099697,24.1245,0.142685,188.963746745,3.00022e+10,0.0,188.805,-183.781,64.00175499916077,-3.60399485997,8.998756885528564,115.115294357,11575.079947948456,183.316866653,0.286451884015,1.1346473693847656,134.737,728.349870233,7.80402771012,207,0.286874573517,0.00840272,243.940304961,0.1544184684753418,1.00017,63,-183.639
336.765347903,0.181215870498,188.827,188.584045497,24.1234,0.13884,188.727425495,2.99666e+10,0.0,188.574,-179.136,60.41717028617859,-26.9888705504,8.699111223220825,109.746525933,11635.636002063751,188.969409266,0.18101604257,1.0297729969024658,135.112,684.402741862,7.86097163201,208,0.181215870498,0.00918087,233.505971418,0.13941740989685059,1.0001,67,-178.997
344.922963703,0.324672205319,188.818,188.560109172,24.123,0.139832,188.724861714,2.99548e+10,0.0,188.549,-179.486,55.30313849449158,-1.21854169952,8.764006614685059,94.4500998423,11691.092822551727,199.786552238,0.324026782344,1.0374295711517334,136.536,643.063304599,7.88548637241,209,0.324672205319,0.00994918,238.638193855,0.1414961814880371,1.00008,65,-179.346
331.74562106,0.575582228057,187.284,187.023681367,24.1241,0.142899,187.186176115,2.99886e+10,0.0,187.015,-180.246,56.51290035247803,0.0622076627682,8.698105096817017,104.803742446,11747.73659825325,147.317954539,0.574807788846,1.0014584064483643,135.699,682.549392076,7.88951939412,210,0.575582228057,0.00996756,231.491083049,0.1361074447631836,1.00015,69,-180.103
331.247073115,0.41321548209,185.91,185.651704264,24.1248,0.147491,185.810678005,3.00106e+10,0.0,185.641,-174.039,55.44596982002258,-1.21981354339,8.549553632736206,102.054041536,11803.31687617302,174.69636557,0.412952874466,1.007681131362915,132.642,554.234835845,7.85969889611,211,0.41321548209,0.0097036,231.364687505,0.13768959045410156,1.00019,69,-173.892
309.475497766,0.694930769663,184.18,183.930066426,24.1249,0.135559,184.081510065,3.00133e+10,0.0,183.922,-171.985,56.56951904296875,0.351864453158,8.83149003982544,124.118435665,11860.025081396103,190.905168561,0.694713412598,1.016829252243042,125.286,858.286653827,7.68599487121,212,0.694930769663,0.00996036,218.637719004,0.14016437530517578,1.00019,73,-171.85
346.616941756,0.666438047152,182.787,182.539551614,24.1249,0.130783,182.690609851,3.00128e+10,0.0,182.531,-174.702,57.36483144760132,-0.0963551766415,9.40092420578003,106.770463459,11917.533677339554,213.750513443,0.666149511853,1.0853016376495361,120.004,774.296290381,7.5061413769,213,0.666438047152,0.00985377,238.653216231,0.14708685874938965,1.00019,66,-174.571
317.731529063,0.632226903902,180.421,180.170708545,24.1257,0.107147,180.325142372,3.00377e+10,0.0,180.163,-170.735,56.7697319984436,0.193125322435,9.307616710662842,95.6352792829,11974.445073604584,204.425522941,0.631301514247,1.0864977836608887,111.481,644.833054554,7.27419916242,214,0.632226903902,0.00639614,224.386598432,0.14629673957824707,1.00024,70,-170.628
320.705555216,0.457401951438,178.612,178.387635768,24.1252,0.12175,178.522764328,3.00211e+10,0.0,178.378,-166.961,56.39023518562317,-1.07793239291,9.057267189025879,105.977165503,12030.96690416336,183.619652649,0.457175505136,1.0610544681549072,105.072,722.619823284,7.08990791646,215,0.457401951438,0.00999261,225.738710537,0.1479473114013672,1.00021,71,-166.839
338.86154042,0.522123456607,177.076,176.863100644,24.1253,0.112518,176.987295152,3.00248e+10,0.0,176.855,-171.71,56.734033823013306,-0.275465823154,9.179849863052368,117.572988024,12087.839648485184,173.81853057,0.522412443092,1.0678021907806396,98.5327,736.161154095,6.86162170939,216,0.522123456607,0.00941747,233.421748849,0.14414024353027344,1.00022,67,-171.597
314.731527944,0.259448190137,174.491,174.275102751,24.1263,0.0924377,174.403133863,3.00546e+10,0.0,174.267,-160.259,57.1270387172699,-3.67421964087,9.009045362472534,111.939166259,12145.105202674866,135.453479905,0.259219566967,1.0468590259552002,91.0874,795.984377171,6.5835478555,217,0.259448190137,0.00954217,222.387978286,0.14531612396240234,1.00028,73,-160.166
327.332064893,0.335323850425,172.349,172.14219553,24.1242,0.117615,172.264100407,2.99924e+10,0.0,172.134,-157.47,57.8580539226532,-1.17535532044,9.244128227233887,108.927009062,12203.099874734879,209.234410837,0.335163227742,1.0709738731384277,84.8961,669.109127294,6.39061054812,218,0.335323850425,0.00969982,228.339110256,0.146989107131958,1.00015,68,-157.352
293.948566829,0.383434965368,170.551,170.351666678,24.1249,0.0887146,170.46767589,3.00129e+10,0.0,170.344,-148.493,58.1861732006073,-3.08016875402,9.21024775505066,93.9424859877,12261.430765867233,193.804859209,0.383156582288,1.0667531490325928,78.314,743.473705232,6.12251353162,219,0.383434965368,0.0090551,212.314695129,0.14625072479248047,1.0002,75,-148.405
309.51223661,0.374041823467,168.141,167.946574119,24.1241,0.080658,168.055706396,2.99902e+10,0.0,167.939,-149.348,59.31517577171326,-1.62231591981,9.526166677474976,107.074219988,12320.893958091736,183.637573332,0.374053484982,1.097893476486206,73.2489,727.615083317,5.92649897615,220,0.374041823467,0.00759843,219.762707457,0.1489849090576172,1.00015,73,-149.267
312.175218067,0.59062400996,165.987,165.795923011,24.1246,0.118393,165.90467085,3.00039e+10,0.0,165.787,-150.885,59.310985803604126,0.0439500687007,9.63175344467163,91.9725993491,12380.356421470642,194.962413066,0.59034047422,1.2036340236663818,66.934,643.954012543,5.68134218062,221,0.59062400996,0.00936778,222.088931707,0.1639235019683838,1.00018,71,-150.766
289.286594746,0.149775965733,164.126,163.948505864,24.1243,0.457703,164.045363916,2.9994e+10,0.0,163.94,-144.722,58.56505990028381,-17.436695416,9.243262529373169,77.7134283802,12439.072938680649,197.665644909,0.14969106936,1.1356475353240967,62.85,679.154232322,5.48042743431,222,0.149775965733,0.00801657,211.690691648,0.15529155731201172,1.00016,77,-144.265
307.514761048,0.139034268037,162.63,162.446324697,24.13,0.0761871,162.544121123,3.01665e+10,0.0,162.439,-153.214,57.47874140739441,-36.4350180565,9.223118782043457,100.478952522,12496.692462921143,186.445553797,0.138934304061,1.074951410293579,58.8503,650.192727747,5.32223143721,223,0.139034268037,0.00673445,219.038919065,0.1463301181793213,1.0005,73,-153.137
328.457433907,0.273874348346,161.564,161.388446186,24.1315,0.0851593,161.488312089,3.02105e+10,0.0,161.382,-152.661,56.73336601257324,-3.87866663271,9.23948049545288,100.655498869,12553.567502260208,170.838052601,0.273831686635,1.0727505683898926,55.599,662.95534095,5.168864645,224,0.273874348346,0.00977325,229.713690775,0.14771342277526855,1.00058,69,-152.576
317.972685538,0.64383775335,160.717,160.546975314,24.1334,0.124237,160.637208571,3.02691e+10,0.0,160.539,-145.478,56.88906908035278,0.312112527726,9.213817596435547,96.615931261,12610.591878175735,201.886486173,0.644052962473,1.0760107040405273,53.0684,580.562498054,5.05009028559,225,0.64383775335,0.00997526,224.340228454,0.14753079414367676,1.0007,70,-145.354
329.846842101,0.619856611087,160.011,159.852334628,24.1361,0.0953674,159.943566786,3.03514e+10,0.0,159.845,-146.082,56.159960985183716,0.36728443723,9.321516036987305,96.988587401,12666.89414691925,158.770503183,0.619714895431,1.073232650756836,51.4736,612.495697161,4.95576044991,226,0.619856611087,0.00986184,230.923085121,0.14920377731323242,1.00086,68,-145.986
338.509763942,0.589810271832,159.552,159.399967167,24.1363,0.100677,159.481221153,3.03563e+10,0.0,159.395,-146.32,57.80434727668762,0.131652117142,9.086033344268799,84.8508868639,12724.833241224289,222.737409781,0.589649048936,1.0546233654022217,49.8254,576.068294319,4.88903963986,227,0.589810271832,0.00920404,235.454373601,0.1404414176940918,1.00087,66,-146.219
340.543574203,0.733796013837,159.701,159.551624679,24.1399,0.0973053,159.634869712,3.04665e+10,0.0,159.544,-144.315,56.628827810287476,0.64767496715,9.316566705703735,108.350602114,12781.610591888428,189.103486755,0.733097952081,1.0801832675933838,49.0264,628.817080564,4.82531089088,228,0.733796013837,0.00988069,234.929663659,0.1479625701904297,1.00108,66,-144.218
342.135929673,0.405538885207,159.761,159.627447519,24.1352,0.0974884,159.697521,3.03235e+10,0.0,159.621,-146.054,56.04685163497925,-4.61144738637,9.029319524765015,122.57805014,12837.792214155197,193.755227714,0.405574494673,1.0358641147613525,48.2523,947.345419082,4.78587767617,229,0.405538885207,0.00939874,234.610153238,0.1392815113067627,1.0008,66,-145.957
327.972542778,0.264865462168,160.209,160.08257793,24.1366,0.0809174,160.145568143,3.03654e+10,0.0,160.077,-144.698,55.4798481464386,-5.40237122345,8.86177945137024,101.253342389,12893.420422792435,216.58187869,0.264810832265,1.005683422088623,47.6943,641.797959859,4.75895719821,230,0.264865462168,0.00931835,229.552083116,0.1373889446258545,1.00088,68,-144.617
355.99326031,0.558048557429,160.61,160.483371729,24.136,0.0956879,160.549916138,3.03469e+10,0.0,160.478,-149.972,55.69555902481079,-0.081320658917,8.986011505126953,104.21969982,12949.25765156746,211.027994089,0.558168427116,1.0406630039215088,48.6641,671.770559037,4.80694978751,231,0.558048557429,0.00958845,243.568095658,0.14228343963623047,1.00085,64,-149.877
358.679894571,0.590198124061,161.764,161.644779614,24.1374,0.10144,161.7069865,3.03904e+10,0.0,161.639,-153.754,56.00178360939026,0.0592257838383,9.03520679473877,112.221781487,13005.39871931076,197.232904236,0.590188520876,1.0792453289031982,49.9723,776.659971758,4.86032330317,232,0.590198124061,0.00715742,244.119924443,0.14311528205871582,1.00093,64,-153.653
340.536151214,0.6522090892,162.232,162.117714759,24.1367,0.0939789,162.177426975,3.03703e+10,0.0,162.112,-150.923,56.35713076591492,0.2471798248,8.945817232131958,100.214790175,13061.889748573303,210.47127489,0.652188916603,1.042372226715088,50.3574,590.303459295,4.90258101063,233,0.6522090892,0.00864831,236.827962092,0.140228271484375,1.00089,68,-150.829
366.970064907,0.699628908905,162.767,162.650088452,24.1382,0.105911,162.708677956,3.04146e+10,0.0,162.645,-153.47,55.038721799850464,0.546316371863,8.753350734710693,110.680268492,13117.058365106583,221.491097975,0.699391517881,1.0193731784820557,53.5419,637.953019905,5.01211645864,234,0.699628908905,0.00997627,247.399598781,0.13821005821228027,1.00098,62,-153.364
372.435176327,0.643664860757,163.396,163.283940673,24.1437,0.107513,163.344093672,3.05829e+10,0.0,163.276,-157.963,55.36496686935425,0.198570369092,8.702620029449463,102.365235955,13172.551179647446,220.831433298,0.643564715566,1.0521481037139893,53.845,661.718133973,5.06185378394,235,0.643664860757,0.00997671,251.243657967,0.13960909843444824,1.00131,62,-157.855
357.477086957,0.316692087803,164.039,163.919557287,24.1461,0.0796509,163.984385422,3.06549e+10,0.0,163.914,-157.078,55.640570878982544,-1.46936942651,8.463158130645752,116.528318087,13228.324393749237,213.379252625,0.316642032635,0.9788649082183838,55.4311,765.018199318,5.14526446157,236,0.316692087803,0.00884257,243.040219909,0.13500261306762695,1.00144,64,-156.998
354.830495673,0.359807965429,164.705,164.587495713,24.1489,0.0928192,164.649260413,3.07426e+10,0.0,164.581,-155.448,57.398672342300415,-4.55501696447,9.042861700057983,103.447543983,13285.903333187103,209.809608666,0.359687734732,1.155644178390503,57.0334,589.082209719,5.21384795208,237,0.359807965429,0.00987357,243.032609981,0.1513204574584961,1.00161,64,-155.355
352.698806457,0.543877898997,164.953,164.840595929,24.1452,0.0909576,164.893228298,3.06301e+10,0.0,164.835,-157.162,56.426551818847656,-0.102917777258,8.827076196670532,100.125077574,13342.503222942352,209.610018578,0.543580407494,1.0904767513275146,59.4594,702.749327616,5.3061616021,238,0.543877898997,0.00644199,243.241292336,0.14472436904907227,1.0014,65,-157.071
358.927824369,0.609152446907,165.323,165.20104561,24.145,0.0861969,165.266040044,3.06221e+10,0.0,165.193,-156.509,54.7760591506958,0.261696608917,8.933664321899414,88.0540654351,13397.41678237915,247.83859062,0.609080487403,1.0358350276947021,61.2794,642.140184943,5.37820394888,239,0.609152446907,0.00640796,246.209478831,0.13805747032165527,1.00138,63,-156.423
375.996855635,0.612102745629,166.006,165.875730188,24.1447,0.0821381,165.946251991,3.06132e+10,0.0,165.87,-164.318,56.148802280426025,0.157905460467,9.31400203704834,121.928068021,13453.708248138428,220.485198508,0.612101493437,1.0767273902893066,62.8388,761.372719271,5.44571166458,240,0.612102745629,0.00650508,252.309930917,0.14877104759216309,1.00137,62,-164.236
368.860755569,0.559489001272,166.453,166.324415608,24.1455,0.151871,166.393655572,3.06371e+10,0.0,166.317,-164.975,56.63796401023865,-0.0484325737915,9.067906856536865,116.749451716,13510.48043513298,207.578069935,0.559632234721,1.0484192371368408,67.3751,960.387373581,5.62551027978,241,0.559489001272,0.00855731,249.501969193,0.14418911933898926,1.00141,63,-164.823
353.746446918,0.613957619249,166.801,166.669752788,24.1441,0.113586,166.737974138,3.0595e+10,0.0,166.665,-167.397,56.9238064289093,0.24272661427,9.541799545288086,84.433109304,13567.551803827286,222.701667785,0.614021461953,1.1122405529022217,69.2967,656.045483833,5.70472349912,242,0.613957619249,0.00993153,244.350716863,0.14922809600830078,1.00133,65,-167.284
371.907159827,0.680683156523,166.382,166.246824514,24.1421,0.104355,166.32235908,3.0534e+10,0.0,166.239,-163.438,56.467247009277344,0.506357745637,9.469275951385498,100.826716907,13624.155962467194,224.951558115,0.680720044842,1.0989627838134766,71.5369,655.953247151,5.79751601782,243,0.680683156523,0.0097886,252.114778519,0.1461324691772461,1.00121,63,-163.334
375.270681972,0.601733013263,166.015,165.883774924,24.1384,0.106216,165.952038366,3.04223e+10,0.0,165.877,-169.608,56.813430309295654,0.383532368133,9.475655317306519,101.65473198,13681.105925798416,234.248258227,0.60171407105,1.0911567211151123,71.259,711.572425812,5.79407105576,244,0.601733013263,0.0096025,254.417525752,0.14897918701171875,1.001,63,-169.502
375.739461258,0.131582508714,165.785,165.658090125,24.1443,0.0345306,165.726309016,3.06006e+10,0.0,165.652,-168.708,55.23888373374939,-27.8945334585,9.319649934768677,98.2702366178,13736.481469154358,229.272247114,0.13153035516,1.0801632404327393,74.1041,827.573508337,5.89080497737,245,0.131582508714,0.00145006,254.335944794,0.14464831352233887,1.00134,62,-168.674
364.082414314,0.638583375191,165.985,165.862996362,24.1436,0.0956573,165.926695439,3.05796e+10,0.0,165.856,-169.614,55.76739525794983,0.367311553183,9.669547319412231,101.101752946,13792.387886762619,215.666961911,0.638371643227,1.1257522106170654,74.1712,698.963277126,5.8913153598,246,0.638583375191,0.00644585,247.717113456,0.149749755859375,1.0013,63,-169.518
354.455415859,0.689020018266,165.957,165.829272398,24.1433,0.115402,165.897450079,3.05691e+10,0.0,165.823,-170.751,56.732890367507935,0.553120412313,9.543510437011719,82.546633026,13849.261252880096,197.312941887,0.689148674777,1.1012940406799316,76.5555,644.568406588,6.00250581362,247,0.689020018266,0.00940932,245.386799212,0.14821958541870117,1.00128,65,-170.635
380.889508196,0.700790783626,165.625,165.503944466,24.142,0.103516,165.568383877,3.05317e+10,0.0,165.497,-177.742,56.12694787979126,0.509928764359,9.451979637145996,118.089558362,13905.520166158676,235.616666968,0.701069653427,1.0853242874145508,76.9584,785.224087217,6.00880093504,248,0.700790783626,0.00657591,255.088142917,0.1458432674407959,1.00121,61,-177.638
361.603356795,0.688003524867,165.52,165.39848519,24.1428,0.115494,165.462523545,3.05553e+10,0.0,165.392,-165.338,57.087191343307495,0.50294646797,9.463844060897827,85.7285751096,13962.749587535858,240.62568114,0.687869399661,1.102677345275879,77.0655,593.305766854,6.00846466822,249,0.688003524867,0.00992866,249.099819264,0.14627456665039062,1.00125,65,-165.223
343.496880088,0.587385950381,165.219,165.098626185,24.1447,0.125107,165.158280005,3.06143e+10,0.0,165.092,-166.645,55.87189722061157,0.256066319174,9.715090274810791,84.8374218662,14018.760253667831,183.270362491,0.586954066179,1.1144120693206787,78.9996,620.426314852,6.07932629408,250,0.587385950381,0.00935983,239.766228614,0.14823412895202637,1.00137,67,-166.52
351.471148836,0.654836438363,165.361,165.239539744,24.1456,0.110474,165.302500641,3.06395e+10,0.0,165.232,-165.889,55.89317798614502,0.559984244449,9.51534390449524,84.9322729383,14074.782597064972,225.141678114,0.65370606462,1.0852024555206299,77.9491,591.516936041,6.06183741088,251,0.654836438363,0.009901,243.914267538,0.14710140228271484,1.00141,66,-165.779
352.15142507,0.435097494858,165.127,165.009975635,24.1478,0.134857,165.067701198,3.07092e+10,0.0,165.0,-168.491,54.96877074241638,-0.875232626508,9.610514879226685,79.1324093781,14129.893435955048,199.888267065,0.434837717197,1.0946240425109863,77.9278,560.931744051,6.06858062758,252,0.435097494858,0.00759699,244.281162205,0.1474158763885498,1.00155,66,-168.357
361.092774445,0.649749263696,164.975,164.855263651,24.1486,0.115402,164.913550036,3.0732e+10,0.0,164.85,-176.744,58.90245461463928,0.583240905014,9.860757112503052,69.3507121056,14188.93976354599,246.446497205,0.649592752799,1.1451706886291504,76.1697,535.782708334,6.01528943139,253,0.649749263696,0.00962239,249.668018,0.15386080741882324,1.00159,65,-176.628
382.702358662,0.525020229551,164.816,164.691159107,24.1498,0.0922546,164.75224073,3.07687e+10,0.0,164.684,-170.877,58.17107343673706,0.222639296606,9.959527969360352,113.33630697,14247.266723871231,222.031202375,0.524619739852,1.180436611175537,76.3876,821.924748506,6.00290658467,254,0.525020229551,0.00648923,255.857096605,0.15999126434326172,1.00166,61,-170.785
350.034540316,0.613459645213,164.6,164.47924299,24.1495,0.105881,164.540014077,3.07598e+10,0.0,164.472,-166.119,55.300148487091064,0.119205979584,9.613067150115967,80.918279641,14302.71920800209,206.394566571,0.612963592042,1.135469913482666,75.6215,618.729174257,5.9795905244,255,0.613459645213,0.009962,243.435871327,0.15674662590026855,1.00164,67,-166.013
