PolicyExecTime,EnvExecTime,ProcessExecTime,AbsLearnSignalOld,AbsLearnSignalNew,AbsLearnSignal,Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss,AverageQLoss,AverageQ,AverageAbsQ,AverageY,AverageAbsY,AverageAbsQYDiff,Time,ItrTime
0.642897367477417,1.0680086612701416,0.06264615058898926,0.726654064551,0.726722103008,0.726722103008,0,-15.085622078,-353.222959439,5.05281372298e-11,5,8.51363,4982.22,44.8110578751,-301.123994018,-405.932350513,1.0,1.1536,1.08133,0.0,0.00995939,0.0722659,0.286827,-0.465117,0.919938,-0.465736118412,1.0127604376,0.405378088405,27.0542414188385,27.054238080978394
0.8281521797180176,1.1743617057800293,0.06095457077026367,0.637507308591,0.684235532454,0.684235532454,1,-49.9924907846,-339.693840282,-1.23138227101,5,8.51226,4975.4,92.9706731907,-156.456532788,-409.784021826,0.999772,2.22837,2.16268,0.0,0.00640806,0.0656934,0.709359,-1.67111,2.0325,-1.67572594176,2.14146933342,0.626124498844,54.93667435646057,27.787309169769287
1.0189108848571777,1.1721324920654297,0.06789278984069824,0.788046221375,0.866854100212,0.866854100212,2,-29.4307038079,-402.741080024,-1.66375133853,5,8.50625,4945.57,88.2710962,-299.833385406,-534.551137661,0.99877,2.19501,2.12193,0.0,0.00991699,0.0730741,1.7699,-2.37316,2.88422,-2.3776419369,3.03280979649,0.887318003642,83.2707097530365,28.24826216697693
0.795475959777832,1.1775507926940918,0.07072067260742188,0.720197806477,0.718177950445,0.718177950445,3,-37.0205037411,-388.845645448,0.154254430375,5,8.50258,4927.46,45.705099497,-331.480766246,-467.205930854,0.99816,4.30563,4.23301,0.0,0.00984369,0.0726242,1.08114,-3.59713,3.84662,-3.59996108163,3.91917321075,0.785931446656,110.81528759002686,27.43340802192688
0.743431806564331,1.257784366607666,0.05591607093811035,0.703255496432,0.726496447148,0.726496447148,4,-49.5446562924,-379.783036672,0.183605304002,5,8.49937,4911.66,106.441767899,-185.532692305,-489.892347115,0.997626,5.73765,5.66599,0.0,0.00991576,0.0716615,1.35467,-4.8533,5.08677,-4.85593880288,5.15224242256,0.873538574343,139.81057476997375,28.910122632980347
0.8441805839538574,1.1753556728363037,0.06902575492858887,0.780098763275,0.743133261726,0.743133261726,5,-59.1854509728,-393.259826126,0.214678020104,5,8.49307,4880.84,57.688161144,-297.223271834,-470.666651245,0.996581,6.70162,6.63134,0.0,0.00996985,0.0702763,1.65196,-6.0376,6.25204,-6.04032344596,6.30772723331,0.957081853251,167.78060626983643,27.881466388702393
0.8934564590454102,1.2116127014160156,0.14113211631774902,0.75200954374,0.74273175245,0.74273175245,6,-34.2911329805,-362.266012748,-0.837395536469,5,8.49113,4871.37,33.403929107,-320.777037177,-397.352843689,0.996259,7.68029,7.60934,0.0,0.00983332,0.07095,1.97365,-7.06482,7.24363,-7.06758148225,7.29296561565,1.02862121149,196.1982991695404,28.347400426864624
0.8705313205718994,1.1696434020996094,0.0704808235168457,0.767299756564,0.7208201022,0.7208201022,7,-30.2289703393,-329.433151227,-0.394281813149,5,8.4931,4880.95,63.5152584666,-259.682131968,-435.115633597,0.996585,8.02728,7.95357,0.0,0.00998144,0.0737095,2.10797,-8.04385,8.22269,-8.04724456476,8.26697832484,1.05502615022,224.14395451545715,27.76517343521118
0.8752686977386475,1.121772050857544,0.05588841438293457,0.788093154428,0.827877692872,0.827877692872,8,-23.4123958738,-303.709013555,-2.59275823623,5,8.48818,4857.03,55.1366863792,-231.647325689,-374.859351234,0.99577,8.76191,8.69145,0.0,0.00986751,0.0704613,2.21818,-8.84362,9.00608,-8.84757936513,9.04469369283,1.07497148665,251.85477256774902,27.64692997932434
0.9162800312042236,1.225085973739624,0.07032537460327148,0.731414493962,0.713550950914,0.713550950914,9,-19.9781747357,-349.790710561,-4.26628499857,5,8.4911,4871.2,32.264150028,-296.959733019,-395.42999129,0.996255,9.74148,9.66758,0.0,0.00994517,0.0739031,2.30943,-9.63538,9.77464,-9.63914870279,9.80850534252,1.08984992153,280.14944791793823,28.216598749160767
