ExplainedVariance,LossBefore,MeanKL,ProcessExecTime,PolicyExecTime,AverageQ,AverageAbsQYDiff,Time,MaxReturn,ItrTime,NumTrajs,Perplexity,AverageY,Iteration,AverageAbsY,AveragePolicyStd,AverageReturn,AverageAbsQ,Entropy,MeanKLBefore,AverageDiscountedReturn,LossAfter,StdReturn,MinReturn,AbsLearnSignal,EnvExecTime,AverageQLoss,AbsLearnSignalOld,dLoss,AbsLearnSignalNew
-0.494987214392,10.7364,0.00994161,0.09955644607543945,0.7187685966491699,-11.1981,1.35290599251,365.5599446296692,-224.126170679,33.72113800048828,5,4878.07,-11.2006560734,10,11.8537367503,0.99649,-363.356198697,11.7741,8.49251,0.0,-48.5098062867,10.663,105.281034445,-485.957034331,0.792060209636,1.6616489887237549,3.51907,0.79065393436,0.0734596,0.792060209636
0.0497370164851,7.60604,0.00646406,0.09798288345336914,0.6698172092437744,-11.1019,1.38157076683,398.7320942878723,-99.1251014832,33.06686043739319,5,4890.88,-11.1042193514,11,11.8977647547,0.996926,-200.539616643,11.811,8.49513,0.0,-13.3671996905,7.53685,102.561003612,-395.564654979,0.762966059856,1.6212100982666016,3.70183,0.76296829594,0.0691867,0.762966059856
0.250514677942,8.60044,0.00649155,0.10219097137451172,0.728081464767456,-11.0596,1.38388907052,433.18476390838623,-158.729473705,34.335095167160034,5,4910.35,-11.0611531461,12,11.9533437797,0.997589,-232.158457058,11.8673,8.4991,0.0,-33.1535521824,8.53979,38.9880595261,-270.222820793,0.77853363736,1.6672179698944092,3.71506,0.77672928127,0.060648,0.77853363736
-1.85431914109,10.3948,0.00645551,0.09358954429626465,0.684462308883667,-11.1805,1.38242607097,467.31880807876587,-173.412770079,34.02118539810181,5,4898.34,-11.181838978,13,12.1381619645,0.997182,-360.782048069,12.0498,8.49665,0.0,-23.4488836605,10.3381,98.8653918794,-456.33572633,0.772219219551,1.629350185394287,3.7389,0.772964380572,0.056736,0.772219219551
0.195884418628,7.41282,0.00643287,0.10817694664001465,0.7839560508728027,-11.0354,1.37623124866,501.88385248184204,-203.262110168,34.44967436790466,5,4890.48,-11.0363968352,14,12.0755909545,0.996917,-253.989866114,11.984,8.49505,0.0,-24.1897878285,7.35338,37.1826121921,-315.758282557,0.774736103256,1.7191262245178223,3.72741,0.776512270471,0.0594382,0.774736103256
-0.118026904498,13.1199,0.00991445,0.09751415252685547,0.6883857250213623,-11.2799,1.34467230881,536.1686401367188,-239.989149435,34.1710479259491,5,4856.69,-11.2807593309,15,12.3281071856,0.99577,-313.579604268,12.2429,8.48811,0.0,-27.9030764417,13.0467,76.9804171333,-431.490321174,0.786145005919,1.610870599746704,3.53719,0.786426399567,0.0731773,0.786145005919
0.140262258564,9.02316,0.00645839,0.10224390029907227,0.7564699649810791,-11.2934,1.34830919966,571.0926239490509,-85.04723344,34.81267738342285,5,4837.14,-11.2938015283,16,12.3901954791,0.9951,-242.045096949,12.3012,8.48408,0.0,-16.3852602189,8.96657,91.6705115845,-342.301161434,0.756963513055,1.7022671699523926,3.57377,0.757944780338,0.0565882,0.756963513055
-3.77792749174,9.36632,0.00995024,0.10593771934509277,0.742743968963623,-11.2812,1.34252681257,605.8634493350983,-73.3163346149,34.651485443115234,5,4830.3,-11.2830077997,17,12.4325175708,0.994867,-201.537434513,12.3442,8.48266,0.0,-22.3404292454,9.25975,126.864211198,-398.366312725,0.4276096983,1.6759352684020996,3.56824,0.428420398147,0.106568,0.4276096983
0.181161854121,6.15583,0.00647435,0.10726237297058105,0.8010001182556152,-11.1445,1.3434251939,640.3630521297455,-167.832006848,34.38718271255493,5,4826.98,-11.1456152938,18,12.3744636671,0.994752,-207.196188957,12.2828,8.48198,0.0,-10.0756341897,6.09255,41.188323638,-280.905207312,0.7928705488,1.7086305618286133,3.55704,0.793631116157,0.063282,0.7928705488
-14.3105863208,10.573,0.00647678,0.09298825263977051,0.6950352191925049,-11.1863,1.35047584876,676.6360740661621,-76.7166466623,36.15674448013306,5,4817.72,-11.1868126445,19,12.4905372611,0.994434,-235.572782885,12.3978,8.48006,0.0,-19.794929891,10.4997,107.800242836,-343.05241096,0.52284119111,1.6198980808258057,3.64177,0.523128044234,0.0733166,0.52284119111
0.405376117833,7.99998,0.00642643,0.10529971122741699,0.7753212451934814,-11.1017,1.34194736525,711.9070358276367,-72.4772971809,35.1498076915741,5,4819.52,-11.1023777341,20,12.4995305801,0.994499,-145.522856952,12.4011,8.48043,0.0,-1.89086831787,7.94132,67.1924336287,-251.416717129,0.789862657119,1.6863908767700195,3.61993,0.790496242642,0.0586562,0.789862657119
