AverageReturn,Perplexity,AverageY,AverageDiscountedReturn,NumTrajs,MaxReturn,ItrTime,ProcessExecTime,Time,LossAfter,LossBefore,StdReturn,ExplainedVariance,AveragePolicyStd,AverageQ,AverageAbsY,AverageQLoss,MinReturn,MeanKLBefore,MeanKL,AbsLearnSignalNew,dLoss,EnvExecTime,AbsLearnSignal,PolicyExecTime,AverageAbsQYDiff,Iteration,AbsLearnSignalOld,AverageAbsQ,Entropy
210.865191355,2.97304e+10,82.7896954443,166.143828308,114,464.718557452,53.96178412437439,0.15021419525146484,650.1775522232056,-101.179,-100.788,82.8922412019,-76.7041384463,0.999618,82.7755,82.7901890958,48.5059,82.2061959095,0.0,0.00642738,0.147314146915,0.390953,7.897550106048584,0.147314146915,1.111142635345459,5.00526976237,11,0.147919577237,82.7835,24.1154
236.259590204,2.9711e+10,90.9351680301,182.635036,101,408.56194121,55.175671100616455,0.1474592685699463,705.4748516082764,-110.141,-109.788,76.4183325448,0.0283664763382,0.99958,90.9206,90.9378463492,59.8485,85.6908780995,0.0,0.00640484,0.637007371465,0.352798,7.876658201217651,0.637007371465,1.0895671844482422,5.47569139432,12,0.63769583397,90.9373,24.1148
234.104160426,2.96928e+10,99.3046560866,181.244876646,102,487.207485172,53.80303645133972,0.1501147747039795,759.4014346599579,-118.707,-118.272,79.54570212,-63.0755581528,0.999544,99.2905,99.3076893234,71.9288,90.7947422748,0.0,0.00963493,0.141336443668,0.43512,8.088670492172241,0.141336443668,1.1217005252838135,5.91762603278,13,0.141591027048,99.3117,24.1142
254.698446183,2.97019e+10,108.397229384,191.521793981,94,609.669608963,55.36559844017029,0.14549732208251953,814.8909833431244,-127.59,-127.229,99.5914969088,-283.576441099,0.999562,108.381,108.405294474,83.6658,90.3144714684,0.0,0.00995344,0.112519046796,0.360909,7.984389781951904,0.112519046796,1.0847768783569336,6.26264867254,14,0.112514025031,108.414,24.1145
267.176456731,2.97008e+10,117.36229432,200.060398735,90,532.730131386,55.728952169418335,0.14995169639587402,870.7451379299164,-137.429,-137.118,90.220214158,0.0052039596363,0.999559,117.348,117.371430119,94.5871,94.3273536421,0.0,0.00984766,0.633015648603,0.311584,8.257598638534546,0.633015648603,1.1223514080047607,6.54306344847,15,0.632975015702,117.387,24.1144
284.29331773,2.97208e+10,126.498090345,209.489655653,84,708.368364284,55.1615993976593,0.14719271659851074,926.030930519104,-148.075,-147.783,91.8485286927,-0.497283933861,0.999599,126.484,126.508854444,105.976,97.1085048754,0.0,0.00993263,0.599427648381,0.292145,8.211716651916504,0.599427648381,1.108893632888794,6.8400156278,16,0.599858896255,126.532,24.1151
279.744888617,2.97344e+10,135.247362679,207.173992891,85,509.690309219,53.80521082878113,0.1466693878173828,979.9637858867645,-150.98,-150.736,85.231205134,-6.47490663373,0.999626,135.231,135.262305697,115.34,101.110752942,0.0,0.00642227,0.279335290691,0.243759,7.9567482471466064,0.279335290691,1.0802667140960693,7.05611516735,17,0.278840817353,135.287,24.1156
319.513357283,2.97425e+10,142.855773218,227.664885566,75,657.148595516,54.61327648162842,0.14724230766296387,1034.6989290714264,-161.384,-161.124,101.475374294,-3.26614988005,0.999642,142.84,142.880296534,124.413,121.58980072,0.0,0.00944461,0.271440389514,0.2603,8.381582736968994,0.271440389514,1.1076033115386963,7.27758654151,18,0.270756419943,142.916,24.1158
291.488305856,2.97348e+10,150.459303602,213.595769756,83,517.069119957,54.2992045879364,0.14781641960144043,1089.1224777698517,-168.437,-168.151,92.6729538229,-56.3302122105,0.999627,150.441,150.476940241,130.329,104.586971228,0.0,0.00918431,0.144440853992,0.286316,8.236578941345215,0.144440853992,1.0950140953063965,7.46384415276,19,0.144388397945,150.51,24.1156
333.188030645,2.9729e+10,157.563025627,235.104848713,74,675.564224066,54.6064567565918,0.14497876167297363,1143.848839044571,-174.962,-174.72,102.09930437,-29.2617238536,0.999616,157.548,157.585844452,133.74,95.6385238616,0.0,0.00987995,0.170162090739,0.242584,8.311257123947144,0.170162090739,1.096864938735962,7.60432678722,20,0.170037020374,157.625,24.1154
327.10645438,2.97267e+10,163.906405792,232.244513865,74,739.416857449,55.522740602493286,0.14677715301513672,1199.4987406730652,-179.112,-178.878,99.9863607332,-106.382259434,0.999611,163.886,163.926212549,140.743,117.237642066,0.0,0.00978022,0.135112064127,0.233582,8.337026357650757,0.135112064127,1.1059727668762207,7.80086086124,21,0.135106054974,163.96,24.1153
322.272468174,2.96786e+10,169.50552957,231.884489923,77,530.791505411,55.36268496513367,0.14800524711608887,1254.9913499355316,-181.773,-181.533,81.8598052881,-1.5348190197,0.999516,169.483,169.522513617,144.423,88.7168196188,0.0,0.00982466,0.433911869988,0.240463,8.579240083694458,0.433911869988,1.1265778541564941,7.95816812099,22,0.432622018865,169.557,24.1137
308.156531055,2.96977e+10,174.182355157,225.165228043,81,510.107973548,55.722572803497314,0.14687418937683105,1310.839343547821,-184.239,-183.991,78.3380497518,0.387542070975,0.999553,174.162,174.197541411,147.808,95.0819523326,0.0,0.00993806,0.578785899971,0.247971,8.637071132659912,0.578785899971,1.1107358932495117,8.05837465061,23,0.576234241869,174.233,24.1143
308.037476917,2.96733e+10,178.133043361,224.481043218,81,573.327573738,54.272449254989624,0.14875006675720215,1365.2409615516663,-182.152,-181.945,83.9332856401,0.216094330685,0.999505,178.106,178.14962664,145.657,132.330366745,0.0,0.009936,0.635547628756,0.207718,8.513189554214478,0.635547628756,1.095376968383789,8.03017778375,24,0.634462248947,178.179,24.1135
309.084731367,2.96855e+10,180.687261091,226.315686653,82,602.238860161,55.09830856323242,0.14478445053100586,1420.4696927070618,-179.595,-179.415,79.8120697556,0.520436236652,0.999529,180.664,180.704693439,142.447,87.7315454455,0.0,0.00978686,0.644816414105,0.179962,8.53973650932312,0.644816414105,1.0887176990509033,7.98214365854,25,0.642522237894,180.737,24.1139
302.668954071,2.97272e+10,181.639438426,222.54919495,83,585.50821016,55.28971266746521,0.14687156677246094,1475.8830087184906,-179.526,-179.355,72.9229993804,0.0356965200799,0.999612,181.614,181.65659826,138.682,109.241335195,0.0,0.00982763,0.523429536446,0.171143,8.654884576797485,0.523429536446,1.100431203842163,7.91279781697,26,0.523256494966,181.687,24.1153
295.519225982,2.96955e+10,181.142039062,218.802601174,86,710.115398786,54.878925800323486,0.1499791145324707,1530.8837213516235,-175.732,-175.579,79.5608406507,0.561210685451,0.999549,181.12,181.157157337,135.969,121.933844183,0.0,0.00994124,0.679626838876,0.153381,8.657835483551025,0.679626838876,1.1163485050201416,7.85022627613,27,0.678083993059,181.189,24.1143
295.875099784,2.97546e+10,180.238014706,219.708547117,86,547.351881606,54.18438172340393,0.1463627815246582,1585.192973613739,-169.404,-169.266,74.0669726449,-7.05569531112,0.999666,180.214,180.251800486,130.478,101.965767323,0.0,0.00970488,0.205062274335,0.138657,8.649580717086792,0.205062274335,1.1009528636932373,7.73701702442,28,0.20466398253,180.283,24.1162
