AverageReturn,Perplexity,AverageY,AverageDiscountedReturn,NumTrajs,MaxReturn,ItrTime,ProcessExecTime,Time,LossAfter,LossBefore,StdReturn,ExplainedVariance,AveragePolicyStd,AverageQ,AverageAbsY,AverageQLoss,MinReturn,MeanKLBefore,MeanKL,AbsLearnSignalNew,dLoss,EnvExecTime,AbsLearnSignal,PolicyExecTime,AverageAbsQYDiff,Iteration,AbsLearnSignalOld,AverageAbsQ,Entropy
452.202886258,2.77692e+10,183.50798221,288.913861997,55,799.502422346,55.01841902732849,0.13826775550842285,15998.50209069252,-190.731,-190.652,127.905604527,0.371946622029,0.995659,183.502,183.530985646,53.8691,233.739668043,0.0,0.00965062,0.645313265497,0.0787048,9.1380455493927,0.645313265497,1.110975742340088,4.97493542215,285,0.645188618907,183.564,24.0472
440.466718614,2.77783e+10,183.703214319,286.508515883,58,761.303569243,55.164265155792236,0.1425800323486328,16053.792364120483,-189.63,-189.551,109.478501423,0.606771213448,0.99568,183.698,183.725734599,53.5744,230.736331775,0.0,0.00986721,0.752348103944,0.0787659,9.133965969085693,0.752348103944,1.1261816024780273,4.96036592596,286,0.752904566846,183.763,24.0475
448.858747573,2.78338e+10,183.899674509,287.892565301,56,967.939022639,54.29503774642944,0.13832521438598633,16108.212345123291,-187.517,-187.459,130.560900301,0.470491037953,0.995798,183.896,183.926034307,53.1118,220.347766037,0.0,0.00656082,0.702203031352,0.0577698,8.86722445487976,0.702203031352,1.0929758548736572,4.94550874207,287,0.701685964308,183.963,24.0495
462.17072965,2.78283e+10,183.833911601,295.556784425,54,717.41861566,54.75023174285889,0.13701081275939941,16163.087490081787,-191.001,-190.934,100.936776112,0.0579442447873,0.995786,183.828,183.85595731,53.8195,263.400003814,0.0,0.00950133,0.531226660318,0.0670776,8.902690649032593,0.531226660318,1.081331729888916,4.97012403092,288,0.531270559393,183.896,24.0493
506.950831504,2.78186e+10,184.641062773,310.17923312,49,881.486864818,54.8333215713501,0.136322021484375,16218.04989528656,-194.244,-194.165,127.960815189,0.443377489908,0.995765,184.637,184.661369695,53.0668,323.593171881,0.0,0.00971046,0.697479875177,0.0796356,8.976446390151978,0.697479875177,1.0938470363616943,4.93843939745,289,0.697119290356,184.698,24.049
466.701577439,2.78244e+10,184.373804242,295.250191826,54,1036.97984224,54.89011836051941,0.13724803924560547,16273.067685604095,-189.901,-189.831,129.80772844,0.350373263566,0.995777,184.368,184.397358745,52.9409,245.138439703,0.0,0.00997895,0.681717588117,0.0708923,8.966082572937012,0.681717588117,1.0833306312561035,4.9306999469,290,0.681722853427,184.434,24.0492
435.353332161,2.78304e+10,184.907410382,284.573711104,58,657.914904755,53.92678713798523,0.13588762283325195,16327.117615938187,-188.792,-188.73,101.514046143,0.401175503258,0.995789,184.902,184.927009206,52.9969,236.24630848,0.0,0.00645471,0.661039561375,0.0619507,8.81545090675354,0.661039561375,1.0750555992126465,4.92962874281,291,0.661252283428,184.967,24.0494
460.968508259,2.78452e+10,184.994072766,295.295100663,55,777.767971691,54.75270223617554,0.13658499717712402,16381.994081258774,-189.309,-189.254,100.801212443,0.564872751011,0.995819,184.988,185.013348185,52.6239,259.914026733,0.0,0.00741637,0.536694852651,0.0543823,8.769887924194336,0.536694852651,1.048041582107544,4.91616139094,292,0.536875757176,185.051,24.0499
487.801907557,2.78078e+10,185.424083928,302.533435022,53,930.741254083,55.688448429107666,0.14239168167114258,16437.80145549774,-196.975,-196.887,146.725429195,0.498863821494,0.995741,185.418,185.444202709,51.9448,276.068442713,0.0,0.00973117,0.672864853427,0.0879822,9.331968069076538,0.672864853427,1.1098456382751465,4.89708286169,293,0.672378533063,185.482,24.0486
464.849108248,2.78045e+10,185.409925367,295.663671685,54,809.272094583,54.285902976989746,0.13444161415100098,16492.212227344513,-191.628,-191.56,113.884047118,-0.0694518847927,0.995734,185.406,185.430967377,52.6154,220.716137718,0.0,0.00828298,0.544913225852,0.0679016,8.711067914962769,0.544913225852,1.0207600593566895,4.89902195821,294,0.54503487982,185.471,24.0485
478.448885703,2.77714e+10,185.518376944,299.981383743,53,818.078747703,55.28959798812866,0.13959813117980957,16547.62944149971,-193.204,-193.131,124.416358229,0.371941503054,0.995664,185.512,185.536607708,52.159,262.409972128,0.0,0.00905369,0.578137537917,0.0731659,9.084907531738281,0.578137537917,1.0852763652801514,4.88620966882,295,0.577955369196,185.572,24.0473
448.844612387,2.78572e+10,185.9334615,290.528097287,56,795.279946691,54.68015265464783,0.13850927352905273,16602.431302070618,-188.409,-188.329,107.329758641,0.39461107408,0.995846,185.929,185.950360724,52.9807,256.30895784,0.0,0.00954794,0.711259769819,0.0802765,8.92502474784851,0.711259769819,1.0529663562774658,4.91649018392,296,0.710940199737,185.989,24.0504
466.525862882,2.78746e+10,185.642460524,297.517906175,54,729.852117555,55.25861406326294,0.1433422565460205,16657.8181951046,-189.436,-189.363,99.2624836814,0.568116229102,0.995883,185.638,185.661091205,50.6003,235.75915733,0.0,0.00928675,0.663042239544,0.0727539,9.01243805885315,0.663042239544,1.0591485500335693,4.83595289486,297,0.663240423501,185.696,24.051
460.547514514,2.78558e+10,186.084212024,294.777077582,55,752.592745862,54.86786603927612,0.13958477973937988,16712.807076931,-189.277,-189.199,110.882643121,0.625319770674,0.995843,186.079,186.102519947,51.0688,238.19307396,0.0,0.00990986,0.748311647425,0.0782471,8.943103551864624,0.748311647425,1.0681674480438232,4.86546638588,298,0.747758908105,186.137,24.0503
452.916718977,2.78825e+10,186.221068236,292.416810527,56,731.226480316,54.6002151966095,0.13957667350769043,16767.544054746628,-186.923,-186.851,99.3817538542,0.67803483398,0.995899,186.216,186.24101632,51.7779,220.458209741,0.0,0.00989195,0.712160893447,0.0718079,9.003615140914917,0.712160893447,1.0853369235992432,4.85304139136,299,0.71190188815,186.274,24.0513
452.213325322,2.79342e+10,186.239111758,290.979230848,56,718.315490949,54.16338229179382,0.13757967948913574,16821.837846279144,-192.01,-191.878,113.13287768,0.501231184386,0.996008,186.234,186.256970377,51.3771,216.934815518,0.0,0.00970251,0.675898111369,0.132111,9.050086736679077,0.675898111369,1.0599563121795654,4.8672792703,300,0.675736413377,186.289,24.0531
491.750490797,2.79922e+10,186.506727436,306.571326758,51,970.429766694,55.0925772190094,0.13883733749389648,16877.055035591125,-195.641,-195.575,114.779223472,0.577033513363,0.996129,186.502,186.525961861,51.4697,246.484141952,0.0,0.00973641,0.678744426571,0.0659027,9.111520528793335,0.678744426571,1.0650455951690674,4.87045440901,301,0.678740401446,186.558,24.0552
445.111421862,2.79799e+10,186.463745618,288.324688952,57,822.065822939,55.083653688430786,0.1424257755279541,16932.2630007267,-188.053,-187.959,109.347947321,0.00722891058582,0.996104,186.458,186.485891436,52.218,243.812666252,0.0,0.00965611,0.601649596083,0.0933685,9.320594787597656,0.601649596083,1.0977470874786377,4.90083127612,302,0.601815777052,186.521,24.0548
454.84003352,2.79375e+10,186.505015421,293.434600926,55,695.695685103,54.464322090148926,0.1412198543548584,16986.85496902466,-186.694,-186.62,98.8371602244,0.581540751017,0.996015,186.501,186.526587461,51.9283,231.03880325,0.0,0.00968322,0.695745845509,0.0740509,9.139094829559326,0.695745845509,1.0800232887268066,4.87199891371,303,0.695135206361,186.56,24.0532
449.942214031,2.79423e+10,186.941866713,290.608838624,56,711.77917987,55.02586078643799,0.1428821086883545,17042.005640506744,-186.688,-186.608,106.229208012,0.517839082732,0.996026,186.937,186.965615413,51.6481,222.555091332,0.0,0.00979307,0.637128874298,0.079895,9.35547161102295,0.637128874298,1.1032092571258545,4.87913828047,304,0.637248734388,186.999,24.0534
476.833286053,2.78979e+10,187.119821865,300.679733743,53,732.450357291,55.352885723114014,0.14383602142333984,17097.479595899582,-191.452,-191.377,108.480502867,0.594064311715,0.995933,187.115,187.14121689,51.1559,240.51791512,0.0,0.00992157,0.660845917487,0.0747223,9.463560342788696,0.660845917487,1.125016689300537,4.8435447032,305,0.660652008464,187.179,24.0518
472.935827055,2.78455e+10,187.578902941,298.122085654,53,823.707389667,54.567917346954346,0.14248371124267578,17152.17528486252,-194.949,-194.878,124.671742156,0.560245101105,0.995823,187.575,187.600531843,51.1177,218.104736401,0.0,0.00970512,0.710964678079,0.0708313,9.284912347793579,0.710964678079,1.1452076435089111,4.85190063065,306,0.711018809556,187.641,24.0499
457.766339188,2.78408e+10,187.775995942,294.23016328,55,837.344379028,55.81905174255371,0.14277935028076172,17208.116955518723,-185.964,-185.876,104.569436458,0.444826292911,0.995813,187.771,187.79993102,51.6467,268.67533751,0.0,0.00989681,0.704906249924,0.087204,9.270488977432251,0.704906249924,1.0945007801055908,4.87546520112,307,0.705247208071,187.838,24.0498
482.562815885,2.78145e+10,187.877059356,304.507280234,53,792.501510298,54.65574336051941,0.14591383934020996,17262.901500701904,-193.172,-193.096,95.978140208,0.564805144175,0.995759,187.873,187.896992753,50.6585,305.788566587,0.0,0.0098355,0.612556423154,0.0765533,9.59639859199524,0.612556423154,1.1251332759857178,4.83636438081,308,0.61249024837,187.933,24.0488
481.546603067,2.78164e+10,187.877459613,300.397005301,52,960.134351049,55.16892123222351,0.143218994140625,17318.192050218582,-193.473,-193.406,136.405433785,0.328035766339,0.995762,187.873,187.896378246,52.4389,279.592247846,0.0,0.00960684,0.557715310923,0.0667877,9.51038932800293,0.557715310923,1.1240999698638916,4.87735400963,309,0.55766918476,187.934,24.0489
450.295537112,2.78534e+10,187.99451755,290.912283207,56,803.877786021,54.775758504867554,0.14485430717468262,17373.094982624054,-192.378,-192.303,111.199429258,0.591018863426,0.995839,187.989,188.013456173,51.7079,236.778866632,0.0,0.00975701,0.735613886435,0.0746613,9.499866247177124,0.735613886435,1.1257433891296387,4.85843744604,310,0.73597508321,188.049,24.0502
442.026545215,2.78533e+10,188.397291693,284.099782221,57,1301.60241974,55.710917472839355,0.14209342002868652,17428.933213710785,-194.269,-194.189,155.628424173,0.10259976912,0.995839,188.393,188.421365378,52.1162,209.32924136,0.0,0.00990622,0.555597656355,0.0792847,9.144637823104858,0.555597656355,1.078385829925537,4.86501412612,311,0.555636364129,188.458,24.0502
478.804477951,2.78109e+10,188.597631928,301.285956421,53,773.103950627,56.135716676712036,0.14362859725952148,17485.1996178627,-193.827,-193.749,124.216964351,0.271723300597,0.995751,188.593,188.620224994,51.4908,217.298811807,0.0,0.00993704,0.659687625469,0.0784302,9.396971702575684,0.659687625469,1.0949370861053467,4.87390062981,312,0.65980272992,188.663,24.0487
484.309184508,2.77084e+10,188.741953445,306.162617748,53,759.879277971,54.83812999725342,0.14715957641601562,17540.161630153656,-193.348,-193.278,91.49328367,0.66733629765,0.995535,188.737,188.766351276,51.7879,211.679376755,0.0,0.00957513,0.667009002671,0.0699158,9.648390531539917,0.667009002671,1.1338214874267578,4.89043464179,313,0.666878618853,188.809,24.045
454.322004589,2.77121e+10,188.735107348,292.63694098,56,690.701597374,55.38624715805054,0.14721441268920898,17595.674243211746,-188.62,-188.543,110.667298757,0.662743020824,0.995542,188.732,188.760825878,52.2296,218.315294844,0.0,0.00995331,0.726146516023,0.0767059,9.341309070587158,0.726146516023,1.0942432880401611,4.89013384809,314,0.725308472733,188.804,24.0451
466.186642176,2.76509e+10,188.525608688,298.220492396,55,819.600875438,55.60457706451416,0.145477294921875,17651.4040722847,-191.43,-191.373,101.085093337,0.618070368499,0.995413,188.52,188.552387245,51.9273,303.667065856,0.0,0.00642976,0.686531121541,0.0566406,9.604023456573486,0.686531121541,1.121913194656372,4.87451233732,315,0.686742056604,188.594,24.0429
452.133708687,2.7655e+10,188.883104995,290.715076754,56,663.502605749,57.030046701431274,0.14823412895202637,17708.56477856636,-190.555,-190.475,110.741084929,0.578997423207,0.995422,188.878,188.909771958,52.3324,205.036109605,0.0,0.00998695,0.674260686658,0.0807037,9.857810735702515,0.674260686658,1.1475911140441895,4.88146790565,316,0.674293890633,188.957,24.0431
457.213194608,2.77004e+10,189.242482006,293.397048136,55,906.060354226,55.36945652961731,0.1447904109954834,17764.059100866318,-189.236,-189.167,110.388302613,0.306743888875,0.995518,189.237,189.269321791,53.0282,261.233230966,0.0,0.00991852,0.65686646689,0.0684814,9.512101888656616,0.65686646689,1.1192951202392578,4.90025163604,317,0.656795719476,189.316,24.0447
523.783259434,2.77429e+10,189.180217151,316.912309575,49,945.684592445,55.76067495346069,0.1439228057861328,17819.947286128998,-198.385,-198.315,142.677350856,0.471709201547,0.995609,189.175,189.208367139,51.9209,232.634544224,0.0,0.00950072,0.663993075451,0.0705719,9.686054468154907,0.663993075451,1.1090965270996094,4.89957653227,318,0.663875007948,189.255,24.0462
450.370507246,2.77172e+10,189.587408634,288.930074678,56,766.152059576,55.58633017539978,0.1443784236907959,17875.66037797928,-192.197,-192.116,125.504695814,0.467432434568,0.995556,189.583,189.613975497,53.287,216.307753173,0.0,0.00977895,0.725287439031,0.0812378,9.40952754020691,0.725287439031,1.0803442001342773,4.93262375073,319,0.724997828619,189.661,24.0453
448.890114485,2.76959e+10,189.706434511,288.955839313,56,827.182381323,55.01787447929382,0.14216828346252441,17930.805587291718,-194.549,-194.48,119.439011677,0.541473789708,0.99551,189.702,189.737367369,52.751,219.717828249,0.0,0.00967968,0.677811984475,0.068924,9.268855810165405,0.677811984475,1.0918104648590088,4.89956428132,320,0.677534906735,189.782,24.0445
470.126519671,2.76974e+10,189.891892349,299.61225399,54,770.412846662,54.30314803123474,0.1374192237854004,17985.237203598022,-193.987,-193.948,106.464766314,-0.440359029846,0.995514,189.887,189.914297377,53.7056,234.906390621,0.0,0.0068628,0.349707226592,0.038681,9.043868064880371,0.349707226592,1.0625355243682861,4.94668495214,321,0.349728373372,189.959,24.0446
471.595394834,2.76986e+10,189.993890749,300.572285322,54,730.437314442,55.030603885650635,0.1422562599182129,18040.395151138306,-192.753,-192.657,101.168081855,0.315501708959,0.995516,189.989,190.017444999,53.5059,228.775478939,0.0,0.00946197,0.621526776972,0.0955505,9.232609272003174,0.621526776972,1.0886280536651611,4.93957189539,322,0.62103544079,190.059,24.0446
496.092720156,2.76918e+10,190.372817576,308.363523375,52,802.027634421,54.88093566894531,0.14416098594665527,18095.401542901993,-191.608,-191.546,122.730014507,-0.101877207092,0.995502,190.368,190.397190416,52.1962,272.092925009,0.0,0.00820731,0.455692253866,0.0618134,9.44484806060791,0.455692253866,1.0989179611206055,4.89248795627,323,0.455758078204,190.437,24.0444
479.51182036,2.76627e+10,190.845706837,300.119627335,53,875.345591518,54.98811388015747,0.1438283920288086,18150.519099235535,-196.259,-196.177,137.480662444,0.312740980046,0.995439,190.84,190.869985617,53.6086,178.117938331,0.0,0.00940317,0.679467896991,0.0822601,9.662740468978882,0.679467896991,1.1080713272094727,4.94341587921,324,0.679853716916,190.91,24.0434
471.636396576,2.76915e+10,190.587326951,299.970411029,54,754.012075064,55.73146152496338,0.14866399765014648,18206.38001012802,-187.285,-187.204,102.706947017,0.539400571478,0.995501,190.583,190.611167472,52.6275,220.900736186,0.0,0.00953696,0.727382449516,0.0808411,9.920384645462036,0.727382449516,1.1604337692260742,4.87276067492,325,0.727014061101,190.654,24.0444
483.055192892,2.76626e+10,190.694201509,302.548217849,52,832.950007917,55.468196630477905,0.14198541641235352,18261.973908901215,-192.732,-192.658,123.627496127,0.490653210025,0.99544,190.69,190.718060634,52.8958,290.019179942,0.0,0.00968232,0.606808322647,0.0745544,9.443871021270752,0.606808322647,1.0945897102355957,4.90316475705,326,0.606520741388,190.758,24.0433
498.587011223,2.76928e+10,190.877152723,310.494259722,52,921.644443117,54.62542200088501,0.14401769638061523,18316.727140188217,-191.469,-191.384,112.959527187,0.626430301298,0.995504,190.872,190.898914307,51.4069,323.261117145,0.0,0.00972498,0.719339897918,0.0853424,9.580831527709961,0.719339897918,1.1067309379577637,4.84335270939,327,0.719588518765,190.939,24.0444
480.595255493,2.76352e+10,191.455456005,301.35759684,53,908.342102159,54.45332455635071,0.14343714714050293,18371.305194854736,-189.369,-189.302,127.177544824,0.152718543426,0.995381,191.45,191.47763323,51.1577,264.674998145,0.0,0.00935629,0.580158406911,0.0669098,9.423579692840576,0.580158406911,1.0947699546813965,4.8369890218,328,0.580343331512,191.514,24.0424
476.151636517,2.76341e+10,191.922979646,300.794661625,53,814.216934663,54.7442729473114,0.1412794589996338,18426.176859617233,-191.54,-191.463,119.823357835,0.644813144314,0.995379,191.919,191.949570699,51.7366,241.626940247,0.0,0.00936758,0.742125630243,0.0762177,9.449321746826172,0.742125630243,1.0877387523651123,4.84468628421,329,0.742158752743,191.987,24.0423
441.100661417,2.76349e+10,191.850540689,288.211781627,58,640.611472053,54.54616117477417,0.1440269947052002,18480.849709272385,-188.274,-188.207,93.8001921031,0.546038593445,0.99538,191.846,191.878570272,52.1005,213.064747888,0.0,0.00819425,0.656443543831,0.0668793,9.408043146133423,0.656443543831,1.0873570442199707,4.86237302378,330,0.656704239253,191.921,24.0423
513.295575505,2.76876e+10,192.109862428,315.534021612,50,795.200102067,54.73910355567932,0.14028620719909668,18535.71505880356,-195.874,-195.817,115.464372445,0.540881615779,0.995491,192.105,192.139347511,51.7576,316.30438132,0.0,0.00644217,0.611216580907,0.0569,9.53708529472351,0.611216580907,1.09840989112854,4.87185165087,331,0.611132755615,192.183,24.0443
502.130234956,2.77015e+10,191.880452316,312.284526943,51,807.349155742,54.79868960380554,0.14306020736694336,18590.643476247787,-192.532,-192.466,110.551335882,0.442935294099,0.995521,191.875,191.911411294,52.6016,340.947355206,0.0,0.00815838,0.590973118333,0.0660095,9.555786609649658,0.590973118333,1.0842504501342773,4.87157797849,332,0.59094418904,191.959,24.0448
484.683132391,2.77799e+10,191.979449904,303.688600157,52,787.421347676,55.82811903953552,0.1448228359222412,18646.59980082512,-196.093,-196.025,121.57616236,0.570576510636,0.995686,191.976,192.009233168,51.3225,283.320262984,0.0,0.00946985,0.661201908294,0.0671234,9.881848573684692,0.661201908294,1.1256628036499023,4.84637434601,333,0.661052272271,192.055,24.0476
490.860905852,2.77897e+10,192.232740454,307.906166965,52,726.716189668,55.55090403556824,0.14544320106506348,18702.28028345108,-195.305,-195.256,97.2385787465,-1.596063855,0.995707,192.227,192.265398546,51.284,297.281321811,0.0,0.0042708,0.408581520503,0.048645,9.729801416397095,0.408581520503,1.1227686405181885,4.83876443673,334,0.408594492151,192.31,24.0479
494.010721606,2.76901e+10,192.122569343,306.257922487,51,866.288239712,55.73278331756592,0.14269113540649414,18758.139193058014,-194.668,-194.599,132.485164814,0.265189429979,0.995497,192.119,192.156298008,51.2964,221.745490798,0.0,0.00955512,0.535594196269,0.0693665,9.542920589447021,0.535594196269,1.0881030559539795,4.80959749615,335,0.535547397895,192.199,24.0443
482.154358331,2.76647e+10,192.643554918,304.689382236,53,724.634494874,55.1433846950531,0.14339494705200195,18813.40932226181,-193.567,-193.512,99.0624273939,0.459315260382,0.995442,192.639,192.670778061,51.2944,258.102532871,0.0,0.00899084,0.572659629361,0.0553741,9.623266696929932,0.572659629361,1.0980308055877686,4.82001237803,336,0.572624715233,192.716,24.0434
468.906102414,2.76118e+10,193.093767931,299.310356354,53,647.823843883,54.56688594818115,0.1421494483947754,18868.103988409042,-191.624,-191.545,88.7131137431,0.474146803803,0.995331,193.089,193.118327805,50.962,303.540398996,0.0,0.00959301,0.595892161509,0.0781555,9.466155052185059,0.595892161509,1.0683722496032715,4.80752922301,337,0.595975401027,193.162,24.0415
491.611028262,2.76104e+10,193.243241005,304.865910273,51,854.233360865,55.084091901779175,0.1423797607421875,18923.314298152924,-196.459,-196.393,135.858661171,0.425724142673,0.995329,193.239,193.272586924,51.0252,291.673262348,0.0,0.0092281,0.603229348327,0.0658722,9.745957851409912,0.603229348327,1.0952789783477783,4.81524155452,338,0.60281370926,193.316,24.0415
463.385524486,2.76892e+10,193.297151899,297.821176016,54,681.774263741,55.70498061180115,0.14546799659729004,18979.143815994263,-187.7,-187.642,88.4380724215,0.648693215524,0.995496,193.293,193.325734305,50.5627,255.787810615,0.0,0.00652744,0.706402323758,0.0583954,9.695058107376099,0.706402323758,1.109119176864624,4.80142778627,339,0.706068521616,193.371,24.0443
487.387283589,2.77148e+10,193.822856629,304.734832866,52,1056.02043945,55.33912992477417,0.14483165740966797,19034.611967802048,-194.996,-194.919,123.724990332,0.708403584943,0.995551,193.817,193.85780143,51.5324,253.402874109,0.0,0.00986662,0.712391914025,0.0769348,9.61836552619934,0.712391914025,1.09356689453125,4.82241425616,340,0.712658297284,193.896,24.0452
488.857420417,2.77612e+10,193.656845414,304.901665037,51,872.558693173,55.30319356918335,0.14607834815979004,19090.04089975357,-194.326,-194.271,125.723262949,0.526998615973,0.995648,193.652,193.68546263,50.0021,293.450050005,0.0,0.00675361,0.638817070654,0.0555573,9.613400220870972,0.638817070654,1.0754055976867676,4.78338854965,341,0.638573458183,193.727,24.0469
480.533097583,2.77858e+10,193.969186599,303.578514473,53,773.475700204,55.452473163604736,0.14597249031066895,19145.62335395813,-194.536,-194.469,106.244075973,0.00635549875007,0.995701,193.965,194.003507959,51.4715,217.754900709,0.0,0.00960385,0.537237251101,0.0664062,9.552420616149902,0.537237251101,1.084817886352539,4.81751212273,342,0.537174588815,194.049,24.0478
465.583174429,2.77909e+10,194.150054993,297.278044692,54,811.607464455,55.671709299087524,0.14899802207946777,19201.42734313011,-188.909,-188.835,105.174149411,0.621162406568,0.99571,194.146,194.182521729,51.2858,296.735114408,0.0,0.00966162,0.699334318025,0.073761,9.971498012542725,0.699334318025,1.1199312210083008,4.8080393474,343,0.698933430862,194.227,24.048
491.734140944,2.77692e+10,194.166277665,307.749904974,51,708.838143421,56.2437903881073,0.14345407485961914,19257.800871372223,-196.213,-196.138,100.737513583,0.706323490553,0.995664,194.161,194.196610694,50.8649,205.664669922,0.0,0.00990988,0.727766635017,0.0746765,9.42701506614685,0.727766635017,1.08296537399292,4.79302853956,344,0.727465279709,194.241,24.0472
490.231806469,2.77171e+10,194.026593638,307.349366843,52,850.31682012,56.43169832229614,0.1512293815612793,19314.360808372498,-193.259,-193.197,103.730905966,0.673294302035,0.995555,194.022,194.052556767,48.6775,281.659510144,0.0,0.00637476,0.671367512081,0.062027,10.219177484512329,0.671367512081,1.1979334354400635,4.73442919771,345,0.671301631459,194.096,24.0453
506.69069239,2.77372e+10,194.649318888,312.130222693,50,772.109485734,55.61256504058838,0.1425034999847412,19370.094120502472,-194.071,-193.999,121.767445635,0.6502847276,0.995597,194.646,194.67894175,50.4313,276.807318313,0.0,0.00969969,0.709653775073,0.072052,9.40979290008545,0.709653775073,1.093409776687622,4.78768830183,346,0.709759466872,194.727,24.046
491.026712501,2.77515e+10,194.359577904,306.057598615,51,784.42893829,55.98320007324219,0.1423182487487793,19426.20438694954,-193.487,-193.416,119.101075574,0.494511692351,0.995626,194.354,194.385193784,49.3216,235.645322572,0.0,0.00964801,0.661381016953,0.0704651,9.436812400817871,0.661381016953,1.1129839420318604,4.75723318321,347,0.66140205771,194.422,24.0466
497.045216878,2.77506e+10,194.587230531,309.357237792,51,851.98038682,55.14112973213196,0.14405560493469238,19481.4746427536,-194.59,-194.508,109.438251362,0.501916901664,0.995626,194.583,194.619699606,49.8516,242.290835402,0.0,0.00979864,0.58748147474,0.0819397,9.735264539718628,0.58748147474,1.1337440013885498,4.75664113048,348,0.587295472469,194.665,24.0465
507.935411684,2.77553e+10,194.522277248,312.658227735,49,814.172634154,55.77325248718262,0.14263582229614258,19537.377036571503,-199.655,-199.572,114.372015719,0.599317330835,0.995636,194.517,194.555168993,48.8349,251.740042222,0.0,0.00987759,0.67068914679,0.0836945,9.719264507293701,0.67068914679,1.1235089302062988,4.74845861528,349,0.670646448266,194.599,24.0467
483.966966543,2.76962e+10,194.995338151,303.88080403,52,856.451578557,55.3595130443573,0.1438896656036377,19592.867114067078,-194.725,-194.631,116.365810977,0.638840040861,0.99551,194.992,195.027296818,49.0119,277.366937858,0.0,0.00875921,0.701343307744,0.0939941,9.645729064941406,0.701343307744,1.1152422428131104,4.75842108908,350,0.701393138498,195.072,24.0446
505.627679261,2.7706e+10,195.049215573,311.508068394,49,879.355054982,54.43892478942871,0.13560175895690918,19647.4334526062,-199.633,-199.559,116.304289603,0.631934854109,0.99553,195.043,195.077460456,49.5583,277.677601334,0.0,0.00925297,0.677140083536,0.0737915,9.164783954620361,0.677140083536,1.0603625774383545,4.77077342541,351,0.676793704909,195.126,24.0449
514.178271647,2.76826e+10,195.155917926,310.135746972,48,1469.07956525,55.809096813201904,0.1397852897644043,19703.370241642,-201.236,-201.156,180.338865059,0.337989408064,0.995481,195.153,195.184128641,49.2439,246.253316553,0.0,0.00963868,0.615932093603,0.0799408,9.55138874053955,0.615932093603,1.0976204872131348,4.76753043585,352,0.61611914915,195.225,24.0441
468.14057561,2.76268e+10,195.514287326,298.065073671,53,733.557181529,55.520397901535034,0.14056992530822754,19759.020509958267,-190.991,-190.946,101.814336416,-1.12845935268,0.995363,195.509,195.543508188,49.9958,280.527140046,0.0,0.00873946,0.364126433792,0.0446014,9.430099487304688,0.364126433792,1.0956141948699951,4.78872968396,353,0.364054977317,195.585,24.0421
471.117985294,2.7634e+10,195.441409897,299.232891814,52,718.555249582,55.35936903953552,0.1391294002532959,19814.502928972244,-191.504,-191.421,100.980518429,0.595441188737,0.995379,195.438,195.472264979,50.2468,310.459465562,0.0,0.00989066,0.634329072919,0.0836182,9.514453172683716,0.634329072919,1.120736837387085,4.79420149727,354,0.634484097061,195.514,24.0423
498.951293217,2.76593e+10,195.440413278,308.7832956,50,841.150855232,55.43300771713257,0.13799262046813965,19870.058235645294,-197.584,-197.509,119.718115886,0.550630862459,0.995432,195.435,195.471941025,49.5197,277.658602689,0.0,0.00979854,0.696263467376,0.0750427,9.386611938476562,0.696263467376,1.075059175491333,4.76745931789,355,0.69619336967,195.518,24.0432
515.626686363,2.76121e+10,195.368574818,313.83335594,48,958.511953032,55.193238735198975,0.14036846160888672,19925.376050949097,-195.529,-195.468,126.15563034,0.647075980937,0.995331,195.364,195.396526004,49.0483,312.18279692,0.0,0.00642494,0.753780747495,0.0606079,9.729164838790894,0.753780747495,1.08768630027771,4.74727343554,356,0.754171313762,195.439,24.0415
500.26970868,2.75915e+10,196.067032876,310.628277795,50,805.918150146,55.51334023475647,0.14176297187805176,19981.00703883171,-200.171,-200.111,104.46018142,0.615911055553,0.995287,196.063,196.098118815,49.96,306.452648507,0.0,0.00644898,0.718545949202,0.0609131,9.596696138381958,0.718545949202,1.0753591060638428,4.78146333371,357,0.71842293737,196.141,24.0408
479.719597492,2.76497e+10,196.260162112,303.526374443,52,724.468339767,54.98852276802063,0.1383659839630127,20036.11552810669,-193.715,-193.631,97.3188941911,0.620532384273,0.995411,196.255,196.285608955,49.3246,320.913865427,0.0,0.00983743,0.579479386894,0.0847626,9.59717869758606,0.579479386894,1.0874497890472412,4.76594498242,358,0.579459624749,196.327,24.0429
518.039800071,2.76344e+10,196.418669123,314.366122029,48,951.140151348,55.62285041809082,0.1420130729675293,20091.862904787064,-201.009,-200.935,137.792044227,0.577791048783,0.995377,196.414,196.44577448,49.8482,327.960043504,0.0,0.0096343,0.701669835128,0.0742798,9.619971513748169,0.701669835128,1.10252046585083,4.80257658254,359,0.701859582065,196.486,24.0423
497.189649096,2.76263e+10,196.613667065,308.890344581,50,731.51878784,55.49934959411621,0.14101219177246094,20147.493737459183,-196.789,-196.71,112.125610703,0.554996050865,0.99536,196.61,196.645090397,49.8621,246.996354568,0.0,0.0098861,0.655117435055,0.0786133,9.519674301147461,0.655117435055,1.0692236423492432,4.80318130818,360,0.654815296921,196.685,24.042
