StdReturn,MeanKLBefore,Perplexity,ExplainedVariance,AbsLearnSignal,Time,LossAfter,Iteration,Entropy,EnvExecTime,ProcessExecTime,LossBefore,MinReturn,MeanKL,AverageReturn,MaxReturn,ItrTime,NumTrajs,dLoss,AveragePolicyStd,AverageDiscountedReturn,PolicyExecTime
71.357500842,0.0,4693.5,0.0628920935744,0.727716078548,160.38127636909485,-0.0614708,43,8.45393,1.6848170757293701,0.09743428230285645,8.7738e-09,-415.504387892,0.00998174,-330.168072871,-255.227939284,3.523437738418579,5,0.0614708,0.990117,-35.6265119293,0.8381161689758301
77.2706982874,0.0,4666.37,0.149303235027,0.742672444332,163.9845781326294,-0.0616646,44,8.44814,1.715430736541748,0.09681010246276855,-1.43051e-09,-500.072145884,0.00981213,-348.118469321,-284.866580264,3.599813222885132,5,0.0616646,0.989166,-33.0084856624,0.8455405235290527
46.4500239265,0.0,4665.02,0.2266306816,0.746304798142,167.72405982017517,-0.0642568,45,8.44785,1.7040622234344482,0.10238456726074219,1.2207e-08,-426.711648179,0.0098581,-357.315137502,-301.985371548,3.622731924057007,5,0.0642568,0.989123,-39.6362913791,0.875903844833374
51.999822207,0.0,4688.47,-0.0859789244069,0.758516016076,171.33767366409302,-0.0611175,46,8.45286,1.719416618347168,0.09921717643737793,8.10623e-09,-407.22937965,0.00992594,-318.141085092,-264.188460291,3.6100733280181885,5,0.0611175,0.989955,-18.3082383112,0.8773288726806641
76.9575053609,0.0,4673.81,0.305287568407,0.749270160483,175.03560400009155,-0.0665816,47,8.44973,1.7096583843231201,0.10258793830871582,-3.98636e-08,-405.339342166,0.00988506,-314.410606759,-171.977353779,3.6922881603240967,5,0.0665815,0.98944,-43.3604223608,0.8916609287261963
34.6361298701,0.0,4660.19,0.0208221194451,0.765783340634,178.811429977417,-0.0617752,48,8.44681,1.7235991954803467,0.10557198524475098,1.67847e-08,-388.944465337,0.00997633,-331.186257505,-287.999245894,3.649142026901245,5,0.0617752,0.988959,-39.0376721439,0.8838419914245605
42.9832840738,0.0,4644.9,0.231295106764,0.750629986354,182.48359656333923,-0.0695958,49,8.44353,1.7413151264190674,0.10409402847290039,1.53542e-08,-356.900343746,0.0098917,-306.190064861,-226.681855091,3.667367696762085,5,0.0695958,0.988413,-22.0201274005,0.891099214553833
40.8866754189,0.0,4622.14,0.276887963576,0.738374181606,186.18895292282104,-0.0637929,50,8.43861,1.749129295349121,0.10915589332580566,-1.41144e-08,-362.524811316,0.00985016,-308.421975262,-238.278278037,3.70149827003479,5,0.0637929,0.987606,-25.444969449,0.9019150733947754
83.1405669693,0.0,4603.83,0.0429621927804,0.732185182457,189.97128987312317,-0.0622201,51,8.43464,1.7201261520385742,0.10618114471435547,-7.82013e-09,-442.918135214,0.00985759,-332.739254809,-216.388706366,3.666137456893921,5,0.0622201,0.98695,-24.6154666434,0.9035086631774902
43.2771160432,0.0,4593.04,0.100456628861,0.713988133102,193.65553641319275,-0.0636592,52,8.4323,1.7358245849609375,0.10572457313537598,-6.00815e-09,-408.631496247,0.00992555,-348.841723481,-295.842249294,3.679140329360962,5,0.0636592,0.986564,-33.0525252032,0.8928329944610596
44.8554083607,0.0,4572.37,0.112290389834,0.763543097455,197.28400301933289,-0.0618785,53,8.42779,1.7068703174591064,0.09995746612548828,-1.9455e-08,-386.054498362,0.00997416,-328.879192529,-248.554840402,3.622978687286377,5,0.0618784,0.985824,-32.433805731,0.8872959613800049
27.0535386139,0.0,4537.86,0.197854817528,0.743288823693,201.04536271095276,-0.0493625,54,8.42021,1.71242094039917,0.10671782493591309,2.00272e-09,-344.637788217,0.0064103,-308.630111897,-274.496294825,3.6476011276245117,5,0.0493625,0.984575,-32.1120314574,0.8766710758209229
50.8508597983,0.0,4513.45,0.0464895113736,0.752432018213,204.74300909042358,-0.0509247,55,8.41482,1.731921672821045,0.10438704490661621,8.54492e-08,-341.731415557,0.00641357,-279.236912468,-210.546539283,3.6923704147338867,5,0.0509247,0.983694,-10.9389673569,0.8925535678863525
