MeanKL,ProcessExecTime,AbsLearnSignalOld,Perplexity,LossAfter,ItrTime,AverageQ,AveragePolicyStd,EnvExecTime,ExplainedVariance,MinReturn,LossBefore,Time,AverageAbsY,AverageReturn,Iteration,AbsLearnSignal,AverageAbsQYDiff,MaxReturn,StdReturn,AbsLearnSignalNew,MeanKLBefore,NumTrajs,AverageQLoss,AverageAbsQ,AverageY,PolicyExecTime,AverageDiscountedReturn,Entropy,dLoss
0.00982391,0.14549660682678223,0.614124210954,2.9538e+10,-177.373,68.21324849128723,174.597,0.999259,10.41029667854309,0.161824411462,242.759972602,-177.285,10000.964109182358,174.641427413,448.848942631,149,0.613987704893,6.09407599462,922.759854006,117.142978209,0.613987704893,0.0,54,82.2365,174.676,174.603558312,1.2466940879821777,286.35053334,24.1089,0.0883942
0.00943935,0.1486515998840332,0.336087313602,2.96076e+10,-170.192,68.98052620887756,174.935,0.999398,10.4669828414917,-1.83179389207,199.389635458,-170.131,10070.069252252579,174.987422875,412.599605556,150,0.33603295965,6.11249889265,710.210708975,103.398043021,0.33603295965,0.0,59,83.2662,175.017,174.943097041,1.2615563869476318,272.256894637,24.1113,0.0605316
0.00865393,0.14616131782531738,0.191346793923,2.96186e+10,-175.104,69.3100118637085,175.01,0.999422,10.404376745223999,-7.67199375632,129.369853783,-175.043,10139.507401704788,175.056857026,423.583827399,151,0.191325110472,6.06289935805,757.710327298,122.48219316,0.191325110472,0.0,58,80.7029,175.089,175.015391251,1.2551178932189941,275.441737267,24.1117,0.0600891
0.00975206,0.14444851875305176,0.603719904127,2.97906e+10,-174.709,68.29916048049927,174.93,0.999764,10.191576719284058,-0.213562143593,254.495776645,-174.603,10207.93710565567,174.983257337,428.048407426,152,0.60380360996,6.09785784062,1067.23533352,127.670755229,0.60380360996,0.0,56,80.8407,175.014,174.937281822,1.2169551849365234,276.768242827,24.1175,0.106476
0.00941939,0.14711952209472656,0.669477194352,2.99062e+10,-180.257,66.86261200904846,175.091,0.999992,10.45344614982605,-0.113830742157,111.250551266,-180.151,10274.924456834793,175.134272733,422.989790467,153,0.669743237667,6.07754437814,809.608616363,133.247177039,0.669743237667,0.0,58,80.9077,175.167,175.097573328,1.2584950923919678,273.555401327,24.1213,0.106064
0.00867872,0.1448535919189453,0.518219321595,2.99538e+10,-177.658,66.79699540138245,175.268,1.00008,10.064558029174805,-0.77914546914,251.976679971,-177.556,10341.847407102585,175.311421539,410.81972999,154,0.518415728561,6.11089228487,829.399112505,105.11173122,0.518415728561,0.0,60,82.1013,175.35,175.271298814,1.2250323295593262,272.668541285,24.1229,0.102097
0.00675125,0.1472015380859375,0.348083483911,2.98727e+10,-177.541,67.37639379501343,174.855,0.999925,10.573628902435303,-2.44587843145,241.505306587,-177.469,10409.361401796341,174.909577211,462.24531495,155,0.34806657358,6.09483632538,824.230626725,127.446370779,0.34806657358,0.0,53,80.9648,174.943,174.864221885,1.2619798183441162,290.604209773,24.1202,0.0720215
0.00891415,0.1452326774597168,0.407062117067,2.98134e+10,-175.155,66.72406125068665,175.27,0.999807,10.28516674041748,-1.07144737456,127.929801938,-175.068,10476.209254264832,175.322017947,417.952016572,156,0.40713632357,6.02562352165,734.650679548,106.232061209,0.40713632357,0.0,59,79.436,175.36,175.276230713,1.2448699474334717,274.258079414,24.1182,0.0872498
0.00979043,0.14298677444458008,0.7363014683,2.97092e+10,-179.819,66.34028148651123,175.815,0.999601,10.023182153701782,0.502791486333,196.314656967,-179.723,10542.674697637558,175.862962427,416.054615297,157,0.736479298306,6.00599162323,652.98163687,92.1914305611,0.736479298306,0.0,58,78.9758,175.896,175.821615626,1.2090234756469727,274.424768945,24.1147,0.0962219
0.00858777,0.1428849697113037,0.43225178335,2.97416e+10,-177.594,67.19969749450684,176.301,0.999664,10.263093948364258,-0.273675076627,284.695351411,-177.518,10609.99850487709,176.355645231,445.119124284,158,0.432676006857,6.03705386666,799.654083258,111.78786996,0.432676006857,0.0,55,80.0033,176.388,176.30817256,1.238743782043457,284.751449252,24.1158,0.0754852
0.00584667,0.14534807205200195,0.453361427435,2.96158e+10,-173.769,66.8077597618103,176.795,0.999415,10.343629598617554,-0.862701761908,162.083419384,-173.706,10676.934658765793,176.845214317,421.058302722,159,0.453588308357,6.05024137285,819.750995473,125.347589226,0.453588308357,0.0,57,80.8832,176.885,176.802115883,1.2413239479064941,273.016317899,24.1116,0.0627289
0.00770642,0.14335846900939941,0.643947681314,2.95771e+10,-177.286,65.48971605300903,177.003,0.999338,9.882736206054688,0.0415989894201,227.441096178,-177.2,10742.550973892212,177.048875758,404.641894103,160,0.644091328293,6.02443840142,678.495945316,106.630789463,0.644091328293,0.0,59,78.5452,177.087,177.00959751,1.193821907043457,267.888521609,24.1103,0.0853882
0.00645454,0.14390063285827637,0.680646831737,2.95183e+10,-178.351,67.03864073753357,176.91,0.999219,10.157952785491943,0.287969021945,145.988346618,-178.27,10809.714178562164,176.957912398,416.60025701,161,0.680737442659,6.04794084829,765.676405812,109.214241295,0.680737442659,0.0,57,80.1452,176.996,176.916740585,1.2258293628692627,272.323117365,24.1083,0.0809479
0.00724441,0.1431128978729248,0.605772121321,2.95241e+10,-178.347,67.20512700080872,177.103,0.999231,9.994267702102661,-0.163356807474,266.883669196,-178.258,10877.042352676392,177.150965297,425.435065301,162,0.605907849354,5.97695726694,965.867322672,108.797450675,0.605907849354,0.0,57,80.8981,177.192,177.109481187,1.2363739013671875,277.716206149,24.1085,0.0894775
0.00742986,0.1434786319732666,0.392769807541,2.94866e+10,-181.089,66.65922808647156,177.281,0.999156,9.970206499099731,-1.27474686559,239.319079818,-180.92,10943.827632665634,177.331180071,417.977568439,163,0.392719411098,6.01382472996,856.833892965,101.814601745,0.392719411098,0.0,59,78.6862,177.37,177.289963381,1.2315418720245361,274.898899393,24.1072,0.16925
0.00876792,0.14496231079101562,0.321727438552,2.94776e+10,-173.048,67.27307033538818,177.534,0.99914,10.037630081176758,-2.69899325273,116.429617916,-172.967,11011.229014635086,177.582182315,416.613635755,164,0.321768132947,5.98241645196,980.282552201,121.918818302,0.321768132947,0.0,59,78.7292,177.622,177.539840675,1.254079818725586,272.937221337,24.1069,0.080368
0.00379299,0.14463186264038086,0.221243359052,2.94976e+10,-177.879,67.1764907836914,177.809,0.999181,10.120534420013428,-11.5577586112,205.230457321,-177.814,11078.52632856369,177.853780657,418.909765833,165,0.221358145705,5.9825215807,632.919708638,95.3195501257,0.221358145705,0.0,58,78.5949,177.892,177.815292481,1.2489573955535889,275.157390039,24.1076,0.0640869
0.00978578,0.14277315139770508,0.71194569257,2.93797e+10,-186.264,67.36969017982483,177.782,0.998947,9.811768293380737,0.501177867947,228.373517061,-186.179,11146.024417638779,177.829805742,449.119147909,166,0.712169023006,6.02820086389,955.253854566,130.148820205,0.712169023006,0.0,55,79.8624,177.858,177.788902615,1.1922807693481445,285.98062613,24.1036,0.0850372
0.00631582,0.1426856517791748,0.214173712086,2.93852e+10,-178.838,67.1441068649292,178.078,0.998958,10.031683921813965,-9.44691640921,228.651169164,-178.779,11213.296826124191,178.119831443,412.082511414,167,0.214227240391,6.07940755933,730.389539792,108.122093802,0.214227240391,0.0,59,82.5492,178.157,178.083483825,1.1923859119415283,271.436433246,24.1038,0.0594788
0.00644006,0.13688397407531738,0.717245732219,2.94064e+10,-177.879,67.39724516868591,177.906,0.999002,9.60916543006897,0.319158045549,111.735167057,-177.788,11280.816649198532,177.951484526,403.874592194,168,0.716872554349,6.04537737203,666.046594743,94.1202052308,0.716872554349,0.0,61,80.3472,177.982,177.913439503,1.145050048828125,269.921139924,24.1045,0.0907288
0.00971885,0.14113831520080566,0.674920349099,2.94067e+10,-183.349,67.31908297538757,178.273,0.999003,9.974212884902954,0.333023369432,250.916644194,-183.259,11348.258482933044,178.321241197,420.659421594,169,0.674874100212,6.09992848003,691.390164506,101.798067555,0.674874100212,0.0,57,83.9073,178.353,178.279185297,1.1764097213745117,274.758055107,24.1045,0.0894928
0.00986067,0.1421198844909668,0.504920440482,2.94509e+10,-176.016,66.22947692871094,178.376,0.999093,10.095811605453491,-0.148830487409,229.609116547,-175.851,11414.61080956459,178.421955206,430.194913855,170,0.505505811297,6.0852722866,717.732276586,114.004127094,0.505505811297,0.0,57,82.4602,178.454,178.384526438,1.1895647048950195,278.594071782,24.106,0.164124
0.00900464,0.14537262916564941,0.568390830185,2.9493e+10,-194.502,66.84003686904907,178.36,0.999176,10.112618446350098,-0.10255942726,145.014465078,-194.41,11481.576868057251,178.398993817,432.193513585,171,0.568285076551,6.0449379159,735.563916088,111.338108221,0.568285076551,0.0,57,80.9104,178.431,178.366283933,1.193310022354126,279.318443231,24.1074,0.0913391
0.00954293,0.14125776290893555,0.443955247287,2.95249e+10,-183.741,68.14723467826843,178.292,0.999239,10.048052072525024,-0.440699645392,117.230025316,-183.656,11549.850087165833,178.333623167,422.546682955,172,0.444193048385,5.97291482165,839.194497263,129.038340335,0.444193048385,0.0,57,77.683,178.361,178.298366283,1.1826610565185547,273.790612878,24.1085,0.0859528
0.00821064,0.14460206031799316,0.65387039051,2.94293e+10,-185.083,68.42007207870483,179.206,0.999048,10.200852632522583,-0.00223905980781,110.723212989,-184.983,11618.393610954285,179.241768101,428.22532209,173,0.653832296556,6.03149747873,850.506201142,136.533668514,0.653832296556,0.0,57,80.1041,179.271,179.214617628,1.2295341491699219,275.030129851,24.1053,0.100098
0.00783176,0.14730215072631836,0.472574322922,2.93493e+10,-189.373,68.27349066734314,179.915,0.998887,10.515222787857056,-1.53164478184,217.112777755,-189.28,11686.79339671135,179.94964539,423.312143206,174,0.472649801015,6.0861540871,754.423810892,98.7634980112,0.472649801015,0.0,57,83.3912,179.984,179.921702931,1.2501978874206543,277.08830655,24.1025,0.0931549
0.00962747,0.14293599128723145,0.328603125811,2.93664e+10,-181.254,67.47283935546875,180.344,0.99892,10.0945725440979,-1.60894902734,188.418900549,-181.17,11754.398090362549,180.387896969,403.849230017,175,0.328453125242,6.02307445532,656.212871556,93.4369011536,0.328453125242,0.0,59,79.9447,180.422,180.352731978,1.2148501873016357,267.70378625,24.1031,0.0838318
0.00996084,0.14083242416381836,0.5618592201,2.92113e+10,-180.294,66.3057770729065,180.427,0.998611,9.89607048034668,-0.0713969173004,246.39393557,-180.205,11820.821244001389,180.467168794,420.025243331,176,0.561844087234,6.04291585884,768.778418694,96.602481096,0.561844087234,0.0,58,81.2836,180.507,180.435048997,1.180687427520752,275.64943155,24.0978,0.0885925
0.00944561,0.14580988883972168,0.103452581111,2.92073e+10,-185.114,68.22618246078491,181.013,0.998604,10.41741394996643,-1313.04421701,183.714613988,-185.018,11889.181307792664,181.05535648,435.761903826,177,0.103450326032,5.9965408561,802.713808782,119.869214707,0.103450326032,0.0,56,78.5517,181.093,181.020672912,1.2532906532287598,280.779547495,24.0977,0.0965118
0.00769619,0.1470327377319336,0.543387371249,2.92981e+10,-184.04,67.84760117530823,181.267,0.998787,10.171693563461304,-0.483597807808,127.691420173,-183.943,11957.156026124954,181.315471938,401.18759686,178,0.54356343104,6.03230106092,654.940282533,113.110195524,0.54356343104,0.0,61,79.4139,181.352,181.275335317,1.2167940139770508,266.109523713,24.1008,0.0966187
0.0097949,0.14330554008483887,0.54762663843,2.93194e+10,-181.238,67.07480239868164,181.477,0.99883,10.035887002944946,-0.157195329988,76.1688228917,-181.127,12024.354199409485,181.519990225,408.235838543,179,0.547840681886,6.08413492597,631.621029692,97.1506633671,0.547840681886,0.0,59,81.5487,181.551,181.488571636,1.1995601654052734,270.538359291,24.1015,0.111298
0.00819696,0.1445322036743164,0.199810000993,2.92367e+10,-183.849,67.27381873130798,182.045,0.998664,10.080111503601074,-6.18315561279,168.885363112,-183.757,12091.75447010994,182.084086032,400.544044398,180,0.200042674975,6.14514347731,854.472401396,125.493028011,0.200042674975,0.0,60,84.0939,182.118,182.055028894,1.2159855365753174,263.941181679,24.0987,0.0919189
0.00935355,0.1423802375793457,0.694564995717,2.92132e+10,-188.059,65.94931101799011,182.073,0.998618,10.118314504623413,0.121257958252,220.552941256,-187.971,12157.829696893692,182.121854003,424.894818146,181,0.694731169748,6.1185455761,800.836708616,116.584059959,0.694731169748,0.0,57,82.3039,182.153,182.088540804,1.1995506286621094,275.44833526,24.0979,0.0883179
0.00936358,0.14220833778381348,0.497818378736,2.9137e+10,-188.713,67.81943273544312,182.492,0.998464,9.884838581085205,-0.405844968112,93.737137779,-188.628,12225.779295921326,182.546614928,411.215062139,182,0.498179285454,6.16028054425,772.328469704,115.896850579,0.498179285454,0.0,59,83.3548,182.578,182.509600079,1.1767253875732422,269.552005927,24.0953,0.0849609
0.00964859,0.14612364768981934,0.246414271941,2.90296e+10,-188.214,69.2225193977356,183.293,0.998246,10.237051963806152,-20.4650883901,238.570264546,-188.113,12295.135224819183,183.359780405,412.519867036,183,0.246514564317,6.20610747916,704.4448139,108.342050889,0.246514564317,0.0,57,84.9656,183.388,183.314509313,1.2157227993011475,269.614589901,24.0916,0.101791
0.00974665,0.14381122589111328,0.628181214562,2.90166e+10,-189.506,68.58575582504272,184.004,0.99822,10.173773050308228,0.189468075608,204.162477484,-189.411,12363.846961975098,184.077966448,432.866741489,184,0.628177826409,6.26684229653,725.021111787,115.162345112,0.628177826409,0.0,55,88.1125,184.11,184.030383524,1.20121169090271,278.212449501,24.0911,0.0948792
0.00986783,0.1440742015838623,0.395645257176,2.90787e+10,-187.821,66.74618935585022,184.466,0.998347,9.976705074310303,-1.46627766802,78.2202268048,-187.723,12430.7267370224,184.55433275,409.482548086,185,0.395730596258,6.31872966901,1147.76116003,143.387224228,0.395730596258,0.0,58,89.7205,184.583,184.493353406,1.195326566696167,264.876235755,24.0933,0.0974884
0.00568222,0.14699101448059082,0.209762773343,2.90593e+10,-184.562,66.89713931083679,185.0,0.998308,10.150100946426392,-36.4258930596,221.277664564,-184.485,12497.751666784286,185.115804032,416.512975028,186,0.209805010508,6.36225914153,829.4305542,125.453240894,0.209805010508,0.0,58,89.5861,185.143,185.034336228,1.251173973083496,270.464008386,24.0926,0.0765686
0.0098722,0.14317607879638672,0.577158594067,2.90043e+10,-187.417,68.65861368179321,185.269,0.998197,10.079681634902954,-0.484324434804,202.792436895,-187.312,12566.533686876297,185.389782264,424.059148542,187,0.577360679905,6.38108679599,792.704956202,124.585040293,0.577360679905,0.0,56,90.3742,185.421,185.295649973,1.2363605499267578,273.5163482,24.0907,0.105087
0.00938293,0.1457219123840332,0.131605636836,2.90013e+10,-185.827,68.7434937953949,185.987,0.998192,10.320915937423706,-89.8726523081,232.145181467,-185.703,12635.405987739563,186.063999518,400.925751277,188,0.131582218927,6.35422616563,625.493783903,95.9016753635,0.131582218927,0.0,59,89.9285,186.087,186.008605524,1.2459278106689453,265.268095213,24.0906,0.124435
0.00983325,0.14450979232788086,0.71144501133,2.90386e+10,-195.51,68.1365487575531,186.137,0.998268,10.264851570129395,0.248383361857,147.084561798,-195.409,12703.664918899536,186.200255071,430.542910132,189,0.711474645246,6.36307343991,851.936916265,142.034143373,0.711474645246,0.0,54,90.1682,186.223,186.158414963,1.2326304912567139,272.79573399,24.0919,0.101013
0.00974568,0.1435379981994629,0.524577118068,2.90869e+10,-182.372,65.49604725837708,186.27,0.998366,10.162550926208496,-0.932547998244,125.583570851,-182.264,12769.285936832428,186.332402176,381.665236077,190,0.524916660924,6.35380358269,637.872778733,105.869524552,0.524916660924,0.0,60,89.2851,186.354,186.289754324,1.2291526794433594,254.906847507,24.0936,0.108017
0.00960256,0.14205074310302734,0.634108249888,2.90311e+10,-184.252,66.3072783946991,186.202,0.998255,10.068167686462402,0.238925117549,219.315887102,-184.157,12835.712669610977,186.272403282,402.197224469,191,0.634770581584,6.26240000237,784.283001016,85.2996232148,0.634770581584,0.0,59,85.7922,186.306,186.220894145,1.2242178916931152,266.969910178,24.0916,0.0944824
0.00855044,0.14412951469421387,0.665916006586,2.90097e+10,-184.272,66.54131507873535,185.959,0.998211,10.190699338912964,0.43166271566,114.239264593,-184.178,12902.37934756279,186.03269375,402.149697466,192,0.666234768739,6.20263234069,677.103763427,111.998773774,0.666234768739,0.0,58,83.9969,186.089,185.970396653,1.2510266304016113,263.492825302,24.0909,0.0939178
0.00835561,0.1375722885131836,0.140714240067,2.89854e+10,-184.265,64.02491307258606,185.979,0.998161,9.811152935028076,-27.3408752254,144.733791,-184.184,12966.52307009697,186.047984345,385.263131467,193,0.140746925553,6.18721563655,611.733446549,102.004440957,0.140746925553,0.0,60,82.8777,186.108,185.986928319,1.1680388450622559,257.045025776,24.0901,0.0807953
0.00963197,0.1373615264892578,0.279812401838,2.89695e+10,-192.819,64.30342030525208,186.201,0.998129,9.842694997787476,-2.96484856076,107.068014286,-192.682,13030.949917078018,186.285962748,433.534746141,194,0.279940623264,6.19534709807,794.987607723,128.802118661,0.279940623264,0.0,54,84.3336,186.352,186.211288891,1.1849713325500488,275.711648367,24.0895,0.136505
0.00994339,0.14104843139648438,0.704013373835,2.89121e+10,-188.796,64.82226061820984,186.269,0.998013,10.008818626403809,0.386265042689,80.6662602282,-188.699,13095.89877128601,186.354880997,406.321580684,195,0.704490562347,6.13800126665,626.405138906,95.6458707569,0.704490562347,0.0,57,83.2317,186.415,186.278782303,1.225632905960083,266.304159365,24.0875,0.0968781
0.00996207,0.1387348175048828,0.618971580332,2.88343e+10,-192.074,66.163738489151,186.658,0.997856,9.84804368019104,0.309136079411,182.563742704,-191.978,13162.183264493942,186.750419459,437.522378226,196,0.618987973863,6.10142505191,798.421595012,123.609545721,0.618987973863,0.0,54,81.7133,186.804,186.671564734,1.2328388690948486,277.363065148,24.0848,0.0959473
0.00943034,0.14043545722961426,0.588189431937,2.87296e+10,-191.881,65.25198531150818,186.686,0.997643,9.929308891296387,0.0844552225859,296.235549957,-191.783,13227.560626506805,186.757066036,440.698569678,197,0.588467170354,6.06763020449,944.992578584,125.431203056,0.588467170354,0.0,53,81.4745,186.814,186.696473876,1.2097454071044922,279.336321762,24.0812,0.0980377
0.00981973,0.14380764961242676,0.592681741458,2.87213e+10,-191.264,65.18531012535095,186.692,0.997625,10.002384662628174,-0.0647729305629,246.123584293,-191.173,13292.864803552628,186.773733029,432.730205723,198,0.592748430846,6.02152204319,676.028710545,118.633168438,0.592748430846,0.0,55,78.4725,186.835,186.704513932,1.2213926315307617,276.920854055,24.0809,0.0904541
0.00999087,0.14351677894592285,0.650227120181,2.86281e+10,-189.141,64.98037362098694,187.195,0.997434,10.140760898590088,0.422466868279,235.000423691,-189.04,13357.969497919083,187.270477544,415.937703967,199,0.650294017097,6.04212979048,769.302709203,95.7762813806,0.650294017097,0.0,56,81.6723,187.321,187.206379555,1.2408208847045898,270.659856861,24.0777,0.100586
0.00310488,0.14496588706970215,0.120904526919,2.86001e+10,-191.604,65.70568633079529,187.246,0.997378,10.229020833969116,-115.46365156,204.301410944,-191.562,13423.799434185028,187.306852424,439.032892877,200,0.120903871779,5.9506272012,721.392710666,108.962113637,0.120903871779,0.0,55,78.1441,187.357,187.257023754,1.2589287757873535,281.029039489,24.0767,0.0421906
0.00965303,0.14342093467712402,0.702557813868,2.85585e+10,-188.46,64.46583414077759,187.241,0.997293,10.265374660491943,0.435928328569,270.770364896,-188.367,13488.385000944138,187.306552737,426.851777947,201,0.702640106697,5.91205494912,659.494747527,93.0468481099,0.702640106697,0.0,56,76.18,187.356,187.250253568,1.297670602798462,276.464063668,24.0752,0.0930634
0.00821947,0.1424570083618164,0.403514896657,2.85192e+10,-189.232,65.44398903846741,187.352,0.997213,10.037200450897217,-0.0314947326897,239.998519157,-189.121,13553.93660569191,187.415327549,402.998698034,202,0.403530724527,5.85748146241,686.805769102,107.821027281,0.403530724527,0.0,58,74.9479,187.468,187.361703696,1.2325012683868408,264.517421242,24.0738,0.110687
0.00871145,0.1396341323852539,0.35706688349,2.86201e+10,-195.713,65.51088523864746,187.44,0.99742,9.855281829833984,-0.763677483563,278.864037614,-195.625,13619.562427520752,187.511758562,459.505669156,203,0.357174080058,5.81062482503,786.783311167,109.424471492,0.357174080058,0.0,51,73.4841,187.558,187.453421083,1.2116894721984863,288.08722302,24.0774,0.0874939
0.00839788,0.1424553394317627,0.629163493141,2.86403e+10,-187.857,66.0683102607727,187.162,0.997461,10.039796113967896,0.265479732553,210.413478819,-187.774,13685.755957841873,187.220216042,430.875884954,204,0.629365693457,5.7954121226,693.741625397,87.3488337866,0.629365693457,0.0,55,72.2959,187.268,187.173901236,1.2327144145965576,278.179369405,24.0781,0.0828247
0.00981724,0.1435701847076416,0.606045750383,2.86524e+10,-186.728,67.49108600616455,187.675,0.997485,10.217706203460693,0.0376249667969,275.909577964,-186.633,13753.37342262268,187.726722474,414.718593454,205,0.605897142634,5.80341282355,735.252569104,96.4992165814,0.605897142634,0.0,57,72.6712,187.772,187.689031587,1.2534337043762207,271.129828129,24.0785,0.094101
0.00839975,0.14179730415344238,0.684130428732,2.86424e+10,-191.167,67.11235499382019,187.59,0.997466,9.850220680236816,0.553000624217,262.52927995,-190.822,13820.612986803055,187.645136723,422.890969346,206,0.684467464354,5.71533359586,716.678969405,104.214035798,0.684467464354,0.0,56,69.116,187.678,187.605237186,1.220865249633789,274.377863879,24.0782,0.345322
0.00958294,0.14668846130371094,0.680115360611,2.87563e+10,-195.805,66.95058155059814,187.479,0.997699,10.380084753036499,0.432855239759,175.117821571,-195.714,13887.68867945671,187.534097895,414.698668438,207,0.680155854513,5.69574830176,682.31505893,101.167759461,0.680155854513,0.0,56,68.1143,187.558,187.496636496,1.2625415325164795,270.206266997,24.0821,0.0908203
0.00986404,0.15462350845336914,0.691619568271,2.8744e+10,-181.392,66.54203796386719,187.476,0.997673,10.169734239578247,0.624080979129,257.916234361,-181.294,13954.345744609833,187.537507968,420.428089582,208,0.691625950654,5.68883803857,950.298745544,109.318096082,0.691625950654,0.0,55,67.9697,187.557,187.49611482,1.2476003170013428,272.762168358,24.0817,0.0977173
0.00716913,0.14593982696533203,0.23416701909,2.88223e+10,-190.183,67.50222897529602,187.128,0.997832,10.021527528762817,-11.9947894501,198.413579832,-190.112,14021.97756099701,187.189667778,417.209312309,209,0.234210195671,5.69630136078,749.507414645,109.856419084,0.234210195671,0.0,56,67.898,187.218,187.14396645,1.216242790222168,270.65654276,24.0844,0.0705566
0.00938955,0.1426401138305664,0.640667033763,2.87927e+10,-189.653,66.09651565551758,186.824,0.997771,10.052979469299316,0.351253723186,215.692112001,-189.553,14088.198246717453,186.897479711,438.369368065,210,0.640645913541,5.70875972188,962.649559992,134.972691173,0.640645913541,0.0,54,68.5423,186.92,186.84283364,1.1989319324493408,279.346328443,24.0834,0.100052
0.00995307,0.1400136947631836,0.374685693256,2.87494e+10,-186.725,64.6519284248352,186.899,0.997683,9.88068437576294,-0.971471164926,208.608302562,-186.645,14152.97569489479,186.986686899,409.991743744,211,0.374694068361,5.67128069205,699.294879006,107.835420213,0.374694068361,0.0,57,66.7404,187.008,186.918566747,1.1870133876800537,268.003416409,24.0819,0.080246
0.00587321,0.1375110149383545,0.59248168915,2.86497e+10,-191.326,64.52734351158142,186.614,0.997478,9.902362823486328,0.261932324226,251.574485391,-191.251,14217.631484270096,186.719059019,437.767905404,212,0.592216617519,5.63834024243,781.223721455,110.095062543,0.592216617519,0.0,54,65.2773,186.748,186.629286879,1.176438331604004,279.478841604,24.0784,0.0753326
0.00948977,0.1413888931274414,0.661794261688,2.86578e+10,-193.09,64.63733410835266,186.824,0.997495,10.190502405166626,0.119804869399,264.29786689,-192.971,14282.394790172577,186.933624473,443.154562891,213,0.661787658805,5.59661390136,869.60790104,127.063036838,0.661787658805,0.0,54,64.3129,186.961,186.842101865,1.2051010131835938,280.728934197,24.0787,0.119415
0.00783473,0.1399683952331543,0.281015815752,2.86408e+10,-196.123,64.52616882324219,186.981,0.997459,9.885406970977783,-3.63245896672,281.950412878,-196.05,14347.04358458519,187.094977333,457.643906678,214,0.28095428488,5.6248959031,731.947768642,118.068324291,0.28095428488,0.0,52,66.1321,187.121,186.998279457,1.186065912246704,286.362220314,24.0781,0.0723114
0.00816798,0.1410517692565918,0.50215923126,2.85885e+10,-189.153,64.61678695678711,186.555,0.997351,9.971494913101196,-0.530567237286,250.311158558,-189.034,14411.783707857132,186.672655785,443.786484403,215,0.502533364024,5.59078832813,768.189838273,120.476717882,0.502533364024,0.0,54,63.6369,186.698,186.572171541,1.1808459758758545,282.344966543,24.0763,0.119247
0.00757339,0.13942694664001465,0.11638527893,2.85953e+10,-189.007,64.99227809906006,186.107,0.997366,9.86984634399414,-33.1152161715,313.745687471,-188.944,14476.89612531662,186.204256093,455.996867649,216,0.116431095799,5.53549503033,859.103830247,121.356796336,0.116431095799,0.0,53,61.1862,186.223,186.120831001,1.1973466873168945,288.153136599,24.0765,0.0631256
0.00823684,0.1383225917816162,0.542069238079,2.85164e+10,-184.593,64.74693465232849,186.032,0.997205,9.706482648849487,-0.15729492728,291.618834033,-184.512,14541.763494729996,186.108884669,425.026487516,217,0.542437299965,5.55622156442,703.689369045,94.6551642219,0.542437299965,0.0,56,62.288,186.121,186.047637729,1.1761913299560547,275.556815077,24.0737,0.0809937
0.00532785,0.1405951976776123,0.122961149668,2.84632e+10,-190.169,64.63815784454346,185.303,0.997095,10.03264570236206,-44.2586394106,291.733790012,-190.11,14606.526644945145,185.353222424,428.422880002,218,0.12295215595,5.51699891605,730.15667101,88.8594691991,0.12295215595,0.0,56,60.7305,185.368,185.316906787,1.1982901096343994,278.522618706,24.0719,0.0588531
0.00850982,0.14227962493896484,0.687019846395,2.84746e+10,-186.706,64.45299053192139,184.917,0.997119,9.887723445892334,0.550797223857,252.03177743,-186.58,14671.116145133972,184.950712488,447.759943334,219,0.686909705941,5.54535499899,851.24249673,114.732285064,0.686909705941,0.0,54,62.4383,184.958,184.932402948,1.201305866241455,284.44502938,24.0723,0.125824
0.00992379,0.13999390602111816,0.386738173531,2.84955e+10,-185.94,64.51201748847961,184.589,0.997163,9.910054683685303,-1.10638944581,245.940744043,-185.813,14735.7479429245,184.618528283,441.747829208,220,0.386574993971,5.54092530597,795.987266853,112.52275207,0.386574993971,0.0,54,61.9395,184.625,184.604796705,1.2025065422058105,282.406088957,24.073,0.126846
0.00645197,0.14172816276550293,0.498609765792,2.85434e+10,-184.039,65.32113099098206,183.814,0.99726,10.290138006210327,0.228231405932,261.058045106,-183.972,14801.191908597946,183.843692699,428.711538937,221,0.498529483367,5.59719682772,692.286661029,90.1840861511,0.498529483367,0.0,55,63.5835,183.854,183.830548047,1.2368931770324707,277.038209827,24.0747,0.0670624
0.00947006,0.14156770706176758,0.457824137787,2.85961e+10,-181.184,65.3783631324768,183.358,0.997369,10.184759616851807,-0.0994394221845,192.054744371,-181.091,14866.688627004623,183.387557437,449.034575679,222,0.457855225804,5.54809924067,798.624332963,122.439546952,0.457855225804,0.0,53,62.7583,183.395,183.37350771,1.2250537872314453,283.651265579,24.0765,0.0930328
0.00813608,0.14112186431884766,0.690010458683,2.84967e+10,-183.656,64.90761160850525,183.302,0.997165,10.122249841690063,0.328267640089,121.973852443,-183.556,14931.710126161575,183.33514773,426.826163408,223,0.690283081956,5.56546876957,728.416266461,109.995370752,0.690283081956,0.0,55,63.3122,183.347,183.315335895,1.223006248474121,275.467043853,24.0731,0.100342
0.00990956,0.14332199096679688,0.322503551766,2.84551e+10,-185.012,65.20943212509155,183.117,0.997079,10.338117599487305,-1.39509775708,226.967704706,-184.916,14997.042540311813,183.154308958,442.150133987,224,0.322623998941,5.58230600595,1000.43893207,128.007239988,0.322623998941,0.0,54,63.3312,183.167,183.133288466,1.2595012187957764,280.665040421,24.0716,0.0961914
