MeanKL,ProcessExecTime,AbsLearnSignalOld,Perplexity,LossAfter,ItrTime,AverageQ,AveragePolicyStd,EnvExecTime,ExplainedVariance,MinReturn,LossBefore,Time,AverageAbsY,AverageReturn,Iteration,AbsLearnSignal,AverageAbsQYDiff,MaxReturn,StdReturn,AbsLearnSignalNew,MeanKLBefore,NumTrajs,AverageQLoss,AverageAbsQ,AverageY,PolicyExecTime,AverageDiscountedReturn,Entropy,dLoss
0.00642794,0.15326213836669922,0.393316135008,2.96583e+10,-74.6639,65.53048944473267,70.2114,0.999475,8.62305212020874,-0.635098047813,77.4332635266,-74.3284,705.8286283016205,70.2243044691,155.936554855,10,0.388722444401,4.01912759057,364.618959894,53.5327465247,0.388722444401,0.0,154,30.4546,70.2145,70.2242330117,1.2134392261505127,131.239385314,24.113,0.335518
0.00640761,0.15071558952331543,0.679638452628,2.96822e+10,-83.137,65.17223358154297,75.3263,0.999523,8.611586093902588,0.236029973377,81.5083921572,-82.7558,771.1272141933441,75.3385961533,174.659503885,11,0.674617789677,4.40390739728,404.727414297,66.1067392817,0.674617789677,0.0,138,37.2837,75.3307,75.3384732719,1.204824447631836,143.577141693,24.1138,0.381256
0.00640639,0.14703798294067383,0.672636611802,2.96756e+10,-91.0796,64.88998556137085,81.5348,0.99951,8.805775165557861,0.0892041499036,81.9540337534,-90.6881,836.1407356262207,81.5495181698,204.691672322,12,0.67145520263,4.80133548377,607.38904189,78.1932646437,0.67145520263,0.0,116,45.1634,81.5417,81.5482988301,1.2122581005096436,162.574408847,24.1136,0.391533
0.00999495,0.1473078727722168,0.585400575723,2.96584e+10,-99.145,64.05038118362427,88.3522,0.999476,8.641180992126465,-0.306181893179,71.9450811386,-98.6475,900.3094625473022,88.3697852091,203.594124445,13,0.582492501107,5.24299723828,424.412123649,75.7448120833,0.582492501107,0.0,118,55.3233,88.3642,88.3665218898,1.210087537765503,162.204491079,24.113,0.497559
0.00988305,0.14479923248291016,0.570442773516,2.96551e+10,-110.01,64.5223958492279,96.1759,0.999469,8.744476079940796,-0.343296357135,83.1839932504,-109.511,964.952698469162,96.1945931342,229.161233607,14,0.57052060049,5.60021630713,443.987067007,77.4312302801,0.57052060049,0.0,104,64.992,96.1935,96.1893400565,1.2055695056915283,178.220661629,24.1129,0.49968
0.00996469,0.1467149257659912,0.119818544415,2.9638e+10,-118.074,64.31365656852722,104.839,0.999436,9.00498104095459,-313.107150545,81.9297208839,-117.619,1029.3926377296448,104.863455342,237.817117629,15,0.119737377219,5.93901384993,502.356542976,81.9915766471,0.119737377219,0.0,101,75.6935,104.861,104.853518506,1.2270808219909668,183.341104416,24.1123,0.454689
0.00992507,0.14458942413330078,0.514271376079,2.96221e+10,-127.952,64.22907328605652,113.765,0.999404,8.817445516586304,-0.397878335806,95.2327594677,-127.579,1093.743325471878,113.790436753,266.711716753,16,0.514816340675,6.27231573165,475.4808331,79.707133508,0.514816340675,0.0,90,87.5101,113.79,113.780604283,1.1993656158447266,200.815293087,24.1118,0.373047
0.00995403,0.14201855659484863,0.641212021157,2.96125e+10,-137.208,63.96994733810425,122.428,0.999385,8.781021356582642,-0.162397807606,90.1600529478,-136.863,1157.8370287418365,122.44691027,269.927343313,17,0.642566547346,6.48453388531,824.274770914,99.0715359853,0.642566547346,0.0,88,96.2444,122.452,122.441877468,1.1817142963409424,200.961962627,24.1115,0.344772
0.00991529,0.14304780960083008,0.606653790752,2.95927e+10,-143.743,64.1053717136383,131.104,0.999345,8.687521696090698,-0.20456038341,87.9959167723,-143.451,1222.068067073822,131.127512481,282.742205574,18,0.606028207435,6.74401875058,505.595409511,88.7148063606,0.606028207435,0.0,85,106.645,131.139,131.119580578,1.1793673038482666,208.797816882,24.1108,0.29248
0.00983198,0.14450645446777344,0.241093327624,2.95219e+10,-146.045,65.09790587425232,139.133,0.999204,9.211952686309814,-4.38281622398,95.5727699541,-145.799,1287.2851865291595,139.154017957,299.178048825,19,0.241621582148,7.01830755192,659.489539403,105.090943445,0.241621582148,0.0,79,116.278,139.171,139.145364964,1.2258577346801758,216.176775425,24.1084,0.246597
0.0095074,0.14565777778625488,0.54057219808,2.95367e+10,-152.557,64.29888486862183,146.246,0.999234,9.174840688705444,-0.247348877114,87.5753664845,-152.318,1351.7128484249115,146.267870022,295.434041281,20,0.540721797904,7.20057524695,715.400733104,105.823144443,0.540721797904,0.0,82,122.606,146.288,146.258992084,1.2196190357208252,214.520157294,24.1089,0.238998
0.00994152,0.14695334434509277,0.564902904529,2.94831e+10,-159.447,64.39709281921387,152.814,0.999127,9.121523380279541,0.0538598669705,103.163098787,-159.206,1416.2325286865234,152.849767571,295.462800527,21,0.565047986003,7.39579812665,497.319329882,83.1789034182,0.565047986003,0.0,81,130.84,152.866,152.832981605,1.2305097579956055,216.179551156,24.1071,0.240662
0.00989882,0.1444108486175537,0.440114774224,2.95143e+10,-168.303,63.69182300567627,159.145,0.99919,9.383713483810425,-0.510514073358,91.3659566973,-168.05,1480.050953388214,159.179243594,338.478316206,22,0.440137536596,7.65351696198,544.068716786,94.3271310125,0.440137536596,0.0,72,137.122,159.196,159.164711617,1.2322864532470703,238.373469383,24.1081,0.253769
0.00997192,0.14255428314208984,0.660919258568,2.95047e+10,-172.434,62.40888690948486,165.021,0.99917,9.226732730865479,0.281836701148,191.194410497,-172.176,1542.5830173492432,165.059181542,324.663796426,23,0.661432978621,7.79996449415,553.49707891,78.0746101995,0.661432978621,0.0,75,141.577,165.077,165.043264382,1.2163097858428955,232.888194569,24.1078,0.258606
0.00988046,0.1400589942932129,0.315134049577,2.94813e+10,-182.387,63.08070516586304,170.588,0.999124,9.1177396774292,-2.1362260956,123.136649661,-182.13,1605.7858526706696,170.63154362,327.290821377,24,0.316473904552,7.98725908087,549.619510525,85.0168066138,0.316473904552,0.0,75,147.362,170.643,170.610281513,1.1877341270446777,233.900553826,24.107,0.257706
0.00935468,0.14016318321228027,0.525180818637,2.94639e+10,-179.513,62.6015145778656,175.462,0.99909,9.08119511604309,-0.193521337468,90.6385598624,-179.301,1668.513195991516,175.501782618,314.912799071,25,0.525890410354,8.18117333667,663.69836003,88.4422663063,0.525890410354,0.0,77,154.389,175.519,175.484737363,1.1773884296417236,226.92577117,24.1064,0.212036
0.00911001,0.14475440979003906,0.145523638331,2.94621e+10,-186.432,63.60452365875244,180.184,0.999086,9.419915199279785,-20.868768369,95.5133473652,-186.232,1732.2329082489014,180.225592966,317.776986067,26,0.145703357589,8.23146331482,471.01462922,78.7833307117,0.145703357589,0.0,78,156.12,180.244,180.207983729,1.2082812786102295,229.393216188,24.1064,0.199677
0.00993432,0.14342498779296875,0.449362646385,2.94755e+10,-182.02,64.19635057449341,182.694,0.999112,9.431676864624023,0.0920932117976,204.961729841,-181.832,1796.5536296367645,182.732183909,327.176974947,27,0.450993032542,8.28039698028,543.528904589,68.0266281023,0.450993032542,0.0,76,156.992,182.758,182.716225023,1.213369607925415,235.437565466,24.1068,0.188232
